,Concept_ID,ro,az
267,Freude::N,bucurie,sevinc
268,Gelächter::N,râset,gülüş
269,Gelächter::N,râset,qəhqəhə
270,Glück::N,fericire,səadət
271,Glück::N,fericire,xoşbəxtlik
272,Kummer::N,mâhnire,qəm
273,Kummer::N,mâhnire,kədər
274,Wunsch::N,dorință,arzu
275,Wunsch::N,deziderat,arzu
276,Lust::N,poftă,həvəs
277,Lust::N,înclinare,həvəs
278,Geist::N,duh,ruh
279,Geist::N,minte,ruh
280,Geist::N,suflet,ruh
281,Gedanke::N,gând,fikir
282,Gedanke::N,gând,düşüncə
283,Gedanke::N,cuget,fikir
284,Gedanke::N,cuget,düşüncə
285,Gedächtnis::N,memorie,xatir
286,Gedächtnis::N,memorie,hafizə
287,Verstand::N,minte,ağıl
288,Verstand::N,intelect,ağıl
289,Sinn::N,sens,məna
290,Sinn::N,înțeles,məna
291,Grund::N,cauză,səbəb
292,Grund::N,pricină,səbəb
293,Wahrheit::N,adevăr,haqq
294,Wahrheit::N,adevăr,doğruluq
295,Gespräch::N,convorbire,söhbət
296,Gespräch::N,convorbire,qonuşma
297,Gespräch::N,conversație,söhbət
298,Gespräch::N,conversație,qonuşma
299,Märchen::N,basm,nağıl
300,Märchen::N,poveste,nağıl
301,Erzählung::N,poveste,hekayə
302,Nachricht::N,veste,xəbər
303,Neuigkeit::N,noutate,xəbər
304,Neuigkeit::N,noutate,yenilik
305,Neuigkeit::N,actualitate,xəbər
306,Neuigkeit::N,actualitate,yenilik
307,Name::N,nume,ad
308,Rätsel::N,ghicitoare,tapmaca
309,Rede::N,discurs,nitq
310,Sprache::N,limbă,dil
311,Sprache::N,limbaj,dil
312,Stimme::N,glas,səs
313,Wort::N,cuvânt,söz
314,Wort::N,cuvânt,kəlmə
315,Zeichen::N,semn,nişan
316,Zeichen::N,semnal,nişan
317,Ruf::N,chemare,çığırtı
318,Lärm::N,zgomot,gurultu
319,Lärm::N,tărăboi,gurultu
320,Laut::N,sunet,səs
321,Ton::N,ton,ton
322,Lied::N,cântec,mahnı
323,Ruhe::N,odihnă,sakitlik
324,Ruhe::N,liniște,sakitlik
325,Leute::N,lume,xalq
326,Leute::N,oameni,xalq
327,Volk::N,popor,millət
328,Volk::N,națiune,millət
329,Arbeit::N,lucru,iş
330,Arbeit::N,lucru,əmək
331,Gast::N,musafir,qonaq
332,Gast::N,musafir,müsafir
333,Geschenk::N,dar,hədiyyə
334,Geschenk::N,cadou,hədiyyə
335,Spiel::N,joc,oyun
336,Spiel::N,joc,tamaşa
337,Gesellschaft::N,societate,cəmiyyet
338,Hilfe::N,ajutor,kömək
339,Hilfe::N,ajutor,yardım
340,Freund::N,amic,dost
341,Freund::N,prieten,dost
342,Kamerad::N,tovarăș,yoldaş
343,Angelegenheit::N,afacere,iş
344,Anzahl::N,număr,say
345,Anzahl::N,cantitate,say
346,Art::N,fel,çeşid
347,Art::N,specie,çeşid
348,Stück::N,bucată,dənə
349,Stück::N,bucată,parça
350,Teil::N,parte,qisim
351,Teil::N,porție,qisim
352,Hälfte::N,jumătate,yarım
353,Kreis::N,cerc,dairə
354,Kreuz::N,cruce,xaç
355,Linie::N,linie,xətt
356,Strich::N,linie,cızıq
357,Strich::N,trăsătură,cızıq
358,Abstand::N,distanță,məsafə
359,Abstand::N,depărtare,məsafə
360,Entfernung::N,distanță,məsafə
361,Entfernung::N,distanță,uzaqlıq
362,Entfernung::N,depărtare,məsafə
363,Entfernung::N,depărtare,uzaqlıq
364,Gegend::N,regiune,bölgə
365,Platz::N,loc,yer
366,Ort::N,loc,yer
367,Seite::N,latură,yan
368,Seite::N,latură,tərəf
369,Mitte::N,centru,orta
370,Gegenstand::N,obiect,şey
371,Sache::N,lucru,şey
372,Sache::N,chestie,şey
373,Rand::N,bordură,kənar
374,Kante::N,muchie,tiyə
375,Kante::N,muchie,kənar
376,Kante::N,bordură,tiyə
377,Kante::N,bordură,kənar
378,Ecke::N,colț,bucaq
379,Spitze::N,vârf,uc
380,Spitze::N,creștet,uc
381,Ende::N,capăt,son
382,Ende::N,capăt,axır
383,Loch::N,gaură,deşik
384,Winkel::N,colț,guşə
385,Muster::N,desen,ülgü
386,Größe::N,mărime,böyüklük
387,Länge::N,lungime,uzunluq
388,Höhe::N,înălțime,yüksəklik
389,Gewicht::N,greutate,çəki
390,Gewicht::N,greutate,ağırlıq
391,Menge::N,cantitate,miqdar
392,Haufen::N,grămadă,yığın
393,Reihe::N,șir,səf
394,Reihe::N,șir,sıra
395,Reihe::N,rând,səf
396,Reihe::N,rând,sıra
397,Boot::N,barcă,qayıq
398,Boot::N,luntre,qayıq
399,Ruder::N,vâslă,kürək
400,Ruder::N,lopată,kürək
401,Schlitten::N,sanie,kirşə
402,Ski::N,schi,xizək
403,Lagerfeuer::N,foc de tabără,düşərgə tonqalı
404,Last::N,povară,yük
405,Last::N,sarcină,yük
406,Gang::N,mers,yeriş
407,Gang::N,umblet,yeriş
408,Schritt::N,pas,addım
409,Norden::N,nord,şimal
410,Norden::N,miazănoapte,şimal
411,Süden::N,sud,cənub
412,Süden::N,miazăzi,cənub
413,Westen::N,apus,qərb
414,Osten::N,est,şərq
415,Osten::N,răsărit,şərq
416,Holz::N,lemn,ağac
417,Holz::N,lemn,taxta
418,Brett::N,scândură,taxta
419,Platte::N,placă,lövhə
420,Stütze::N,proptea,dayaq
421,Stütze::N,proptea,dəstək
422,Stange::N,bară,şüvül
423,Stange::N,prăjină,şüvül
424,Stock::N,băț,dəyənək
425,Stock::N,baston,dəyənək
426,Stab::N,baston,əsa
427,Stab::N,baston,şüvül
428,Stab::N,prăjină,əsa
429,Stab::N,prăjină,şüvül
430,Rohr::N,tub,boru
431,Rohr::N,tub,truba
432,Rohr::N,țeavă,boru
433,Rohr::N,țeavă,truba
434,Haus::N,casă,ev
435,Heim::N,casă,ev
436,Heim::N,cămin,ev
437,Ofen::N,sobă,peç
438,Ofen::N,sobă,soba
439,Fußboden::N,podea,döşəmə
440,Fußboden::N,dușumea,döşəmə
441,Tisch::N,masă,masa
442,Stuhl::N,scaun,stul
443,Wiege::N,leagăn,beşik
444,Bett::N,pat,yataq
445,Regal::N,rafturi,rəf
446,Kiste::N,ladă,yeşik
447,Kiste::N,ladă,sandıq
448,Kiste::N,cutie,yeşik
449,Kiste::N,cutie,sandıq
450,Fenster::N,fereastră,pəncərə
451,Tür::N,ușă,qapı
452,Tor::N,poartă,darvaza
453,Zaun::N,gard,çəpər
454,Dach::N,acoperiș,dam
455,Leiter::N,scară,nərdivan
456,Besen::N,mătură,süpürgə
457,Spaten::N,cazma,kürək
458,Spaten::N,hârleț,kürək
459,Schaufel::N,lopată,kürək
460,Gabel::N,furculiță,çəngəl
461,Löffel::N,lingură,qaşıq
462,Messer::N,cuțit,bıçaq
463,Nagel::N,cui,mıx
464,Netz::N,plasă,tor
465,Haken::N,cârlig,çəngəl
466,Griff::N,mâner,qulp
467,Griff::N,mâner,tutacaq
468,Schloss::N,lacăt,qıfıl
469,Bild::N,tablou,rəsm
470,Bild::N,imagine,rəsm
471,Figur::N,chip,şəkil
472,Figur::N,chip,heykəl
473,Figur::N,figură,şəkil
474,Figur::N,figură,heykəl
475,Puppe::N,păpușă,kukla
476,Puppe::N,păpușă,gəlincik
477,Beutel::N,pungă,kisə
478,Beutel::N,pungă,torba
479,Beutel::N,săculeț,kisə
480,Beutel::N,săculeț,torba
481,Bündel::N,mănunchi,bağlama
482,Tasche::N,geantă,çanta
483,Eimer::N,găleată,vedrə
484,Eimer::N,găleată,çəllək
485,Deckel::N,capac,qapaq
486,Geschirr::N,vase,qab-qazan
487,Geschirr::N,tacâmuri,qab-qazan
488,Sack::N,sac,çuval
489,Tasse::N,ceașcă,fincan
490,Topf::N,oală,qazan
491,Kessel::N,cazan,qazan
492,Kessel::N,căldare,qazan
493,Essen::N,mâncare,yemək
494,Nahrung::N,hrană,qida
495,Nahrung::N,aliment,qida
496,Speise::N,bucate,xörək
497,Speise::N,fel de bucate,xörək
498,Fleisch::N,carne,ət
499,Getreide::N,cereale,taxıl
500,Brei::N,pireu,aş
501,Brei::N,pireu,sıyıq
502,Brot::N,pâine,çörək
503,Scheibe::N,felie,dilim
504,Scheibe::N,bucată,dilim
505,Fett::N,untură,yağ
506,Fett::N,grăsime,yağ
507,Butter::N,unt,kərə yağı
508,Öl::N,ulei,yağ
509,Salz::N,sare,duz
510,Suppe::N,supă,şorba
511,Suppe::N,ciorbă,şorba
512,Honig::N,miere,bal
513,Milch::N,lapte,süd
514,Tee::N,ceai,çay
515,Leder::N,piele,dəri
516,Wolle::N,lână,yun
517,Stoff::N,stofă,qumaş
518,Nadel::N,ac,iynə
519,Faden::N,ață,sap
520,Knopf::N,buton,düymə
521,Knoten::N,nod,düyün
522,Farbe::N,vopsea,boya
523,Kleidung::N,haine,geyim
524,Kleidung::N,îmbrăcăminte,geyim
525,Hemd::N,cămașă,köynək
526,Kragen::N,guler,yaxa
527,Ärmel::N,mânecă,qol
528,Hose::N,pantaloni,şalvar
529,Gürtel::N,cordon,kəmər
530,Mütze::N,șapcă,şapka
531,Schuh::N,gheată,tufli
532,Schuh::N,gheată,ayaqqabı
533,Stiefel::N,cizmă,çəkmə
534,Ring::N,inel,üzük
535,Ring::N,verigă,üzük
536,Band::N,panglică,lent
537,Band::N,șiret,lent
538,Kamm::N,pieptene,daraq
539,Spiegel::N,oglindă,güzgü
540,Riemen::N,curea,qayış
541,Schnur::N,funie,ip
542,Schnur::N,sfoară,ip
543,Leine::N,lesă,kəmsik
544,Leine::N,curea,kəmsik
545,Decke::N,pătură,ədyal
546,Decke::N,pătură,yorğan
547,Kissen::N,pernă,yastıq
548,Tuch::N,batic,şarf
549,Tuch::N,batic,kaşne
550,Handtuch::N,prosop,dəsmal
551,Handtuch::N,ștergar,dəsmal
552,Kraft::N,forță,güc
553,Kraft::N,putere,güc
554,Stärke::N,tărie,qüvvət
555,Stärke::N,vigoare,qüvvət
556,Gesundheit::N,sănătate,sağlamlıq
557,Krankheit::N,boală,xəstəlik
558,Krankheit::N,maladie,xəstəlik
559,Schmerz::N,durere,ağrı
560,Schmerz::N,durere,sancı
561,Wunde::N,rană,yara
562,Fieber::N,febră,isitmə
563,Fieber::N,febră,qızdırma
564,Arznei::N,leac,ilaç
565,Arznei::N,leac,dərman
566,Arznei::N,medicament,ilaç
567,Arznei::N,medicament,dərman
568,Brücke::N,pod,körpü
569,Brücke::N,punte,körpü
570,Brunnen::N,puț,quyu
571,Weide::N,izlaz,otlaq
572,Weide::N,pășune,otlaq
573,Pfad::N,cărare,cığır
574,Weg::N,drum,yol
575,Straße::N,cale,küçə
576,Straße::N,stradă,küçə
577,Dorf::N,sat,kənd
578,Stadt::N,oraș,şəhər
579,Brief::N,scrisoare,məktub
580,Buch::N,carte,kitab
581,Buchstabe::N,literă,hərf
582,Buchstabe::N,caracter,hərf
583,Zeitung::N,ziar,qəzet
584,Zeitung::N,gazetă,qəzet
585,Leben::N,viață,həyat
586,Tod::N,moarte,ölüm
587,Grab::N,groapă,qəbir
588,Grab::N,mormânt,qəbir
589,Kirche::N,biserică,kilsə
590,Sünde::N,păcat,günah
591,Gott::N,zeu,tanrı
592,Arbeiter::N,muncitor,işçi
593,Chef::N,șef,şef
594,Chef::N,șef,rəis
595,Meister::N,meșter,usta
596,Meister::N,maestru,usta
597,Arzt::N,medic,həkim
598,Arzt::N,medic,doktor
599,Arzt::N,doctor,həkim
600,Arzt::N,doctor,doktor
601,Lehrer::N,profesor,müəllim
602,Lehrer::N,învățător,müəllim
603,Geld::N,bani,pul
604,Geld::N,parale,pul
605,Geschäft::N,treabă,ticarət
606,Geschäft::N,afacere,ticarət
607,Laden::N,magazin,dükan
608,Laden::N,prăvălie,dükan
609,Preis::N,preț,qiymət
610,Ware::N,marfă,mal
611,Nutzen::N,folos,fayda
612,Nutzen::N,profit,fayda
613,Reichtum::N,avuție,zənginlik
614,Reichtum::N,bogăție,zənginlik
615,Welt::N,lume,aləm
616,Welt::N,lume,dünya
617,Land::N,țară,ölkə
618,Staat::N,stat,dövlət
619,König::N,rege,kral
620,König::N,rege,məlik
621,Macht::N,putere,qüdrət
622,Macht::N,putință,qüdrət
623,Grenze::N,hotar,hüdud
624,Grenze::N,hotar,sərhət
625,Grenze::N,graniță,hüdud
626,Grenze::N,graniță,sərhət
627,Grenze::N,frontieră,hüdud
628,Grenze::N,frontieră,sərhət
629,Krieg::N,război,hərb
630,Krieg::N,război,müharibə
631,Feind::N,dușman,düşmən
632,Gewalt::N,violență,cəbr
633,Kampf::N,luptă,savaş
634,Bogen[Waffe]::N,arc,yay
635,Pfeil::N,săgeată,ox
636,Gewehr::N,armă,tüfəng
637,Gewehr::N,pușcă,tüfəng
638,Fehler::N,eroare,xəta
639,Fehler::N,greșeală,xəta
640,Lüge::N,minciună,yalan
641,Schaden::N,daună,ziyan
642,Schaden::N,pagubă,ziyan
643,Unglück::N,nenorocire,bəla
644,Schuld::N,vină,təqsir
645,Alter::N,etate,yaş
646,Alter::N,vârstă,yaş
647,Schluss::N,sfârșit,son
648,Zeit::N,timp,vaxt
649,Zeit::N,timp,zaman
650,Zeit::N,vreme,vaxt
651,Zeit::N,vreme,zaman
652,Tag::N,zi,gün
653,Morgen::N,dimineață,sabah
654,Mittag::N,prânz,günorta
655,Mittag::N,amiază,günorta
656,Abend::N,seară,axşam
657,Nacht::N,noapte,gecə
658,Woche::N,săptămână,həftə
659,Monat::N,lună,ay
660,Jahr::N,an,il
661,Frühling::N,primăvară,yaz
662,Frühling::N,primăvară,bahar
663,Sommer::N,vară,yay
664,Herbst::N,toamnă,payız
665,Winter::N,iarnă,qış
666,Januar::N,ianuarie,Janvar
667,Februar::N,februarie,Fevral
668,März::N,martie,Mart
669,April::N,aprilie,Aprel
670,Mai::N,mai,May
671,Juni::N,iunie,İyun
672,Juli::N,iulie,İyul
673,August::N,august,Avqust
674,September::N,septembrie,Sentyabr
675,Oktober::N,octombrie,Oktyabr
676,November::N,noiembrie,Noyabr
677,Dezember::N,decembrie,Dekabr
678,Montag::N,luni,bazar ertəsi
679,Dienstag::N,marți,çərşənbə axşamı
680,Mittwoch::N,miercuri,çərşənbə
681,Donnerstag::N,joi,cüme axşamı
682,Freitag::N,vineri,cüme
683,Samstag::N,sâmbătă,şənbə
684,Sonntag::N,duminică,bazar
685,groß::A,mare,böyük
686,klein::A,mic,kiçik
687,lang::A,lung,uzun
688,kurz::A,scurt,qısa
689,breit::A,lat,enli
690,breit::A,lat,geniş
691,breit::A,larg,enli
692,breit::A,larg,geniş
693,schmal::A,strâmt,dar
694,dicht::A,des,sıx
695,dick[Gegenstand]::A,gros,qalın
696,dünn::A,subțire,nazik
697,fein::A,fin,incə
698,fein::A,subțire,incə
699,fest::A,tare,bərk
700,fest::A,tare,möhkəm
701,fest::A,solid,bərk
702,fest::A,solid,möhkəm
703,flach::A,șes,düz
704,flach::A,plan,düz
705,glatt::A,lins,hamar
706,hart::A,dur,sərt
707,weich::A,moale,yumşaq
708,rund::A,rotund,yuvarlaq
709,rund::A,circular,yuvarlaq
710,spitz::A,ascuțit,uclu
711,spitz::A,ascuțit,sivri
712,scharf::A,tăios,kəskin
713,scharf::A,ascuțit,kəskin
714,stumpf::A,tocit,küt
715,schwer::A,greu,ağır
716,schön::A,frumos,gözəl
717,schön::A,frumos,gəşəng
718,heiß::A,cald,isti
719,heiß::A,fierbinte,isti
720,warm::A,cald,ilıq
721,warm::A,fierbinte,ilıq
722,kalt::A,rece,soyuq
723,kühl::A,rece,sərin
724,kühl::A,răcoros,sərin
725,frisch::A,răcoros,təzə
726,frisch::A,proaspăt,təzə
727,feucht::A,umed,nəm
728,feucht::A,jilav,nəm
729,nass::A,ud,yaş
730,trocken::A,sec,quru
731,trocken::A,uscat,quru
732,voll::A,plin,dolu
733,leer::A,gol,boş
734,offen::A,deschis,açıq
735,geschlossen::A,închis,qapalı
736,sauber::A,curat,təmiz
737,schmutzig::A,murdar,kirli
738,roh::A,crud,çiy
739,reif::A,copt,yetişmiş
740,lecker::A,gustos,dadlı
741,lecker::A,gustos,ləzzətli
742,süß::A,dulce,şirin
743,bitter::A,amar,acı
744,sauer::A,acru,turş
745,hell::A,clar,aydın
746,hell::A,luminos,aydın
747,dunkel::A,obscur,qaranlıq
748,dunkel::A,întunecos,qaranlıq
749,schwarz::A,negru,qara
750,weiß::A,alb,ağ
751,rot::A,roșu,qırmızı
752,gelb::A,galben,sarı
753,blau::A,albastru,göy
754,blau::A,albastru,mavi
755,grün::A,verde,yaşıl
756,grau::A,gri,boz
757,grau::A,cenușiu,boz
758,bunt::A,colorat,əlvan
759,bunt::A,colorat,rəngli
760,billig::A,ieftin,ucuz
761,teuer::A,scump,bahalı
762,wertvoll::A,prețios,qiymətli
763,blind::A,orb,kor
764,taub::A,surd,kar
765,kräftig::A,tare,güclü
766,kräftig::A,forte,güclü
767,kräftig::A,robust,güclü
768,stark::A,viguros,qüvvətli
769,stark::A,puternic,qüvvətli
770,schwach::A,slab,zəif
771,schwach::A,slab,gücsüz
772,schwach::A,debil,zəif
773,schwach::A,debil,gücsüz
774,fett::A,gras,şişman
775,schlank::A,zvelt,zərif
776,hübsch::A,drăguț,göyçək
777,böse::A,rău,fəna
778,böse::A,răutăcios,fəna
779,dumm::A,nerod,axmaq
780,dumm::A,tâmpit,axmaq
781,faul::A,leneș,tənbəl
782,fleißig::A,harnic,çalışqan
783,fleißig::A,sârguincios,çalışqan
784,geizig::A,calic,xəsis
785,geizig::A,zgârcit,xəsis
786,klug::A,isteț,ağıllı
787,klug::A,deștept,ağıllı
788,geschickt::A,dibaci,bacarıqlı
789,lieb::A,drag,əziz
790,lieb::A,drag,sevimli
791,lieb::A,iubit,əziz
792,lieb::A,iubit,sevimli
793,lustig::A,vesel,məzəli
794,lustig::A,vesel,gülməli
795,sanft::A,blând,mülayim
796,sanft::A,blajin,mülayim
797,hungrig::A,flămând,ac
798,krank::A,bolnav,xəstə
799,nackt::A,gol,çılpaq
800,traurig::A,trist,qəmgin
801,traurig::A,trist,kədərli
802,traurig::A,mâhnit,qəmgin
803,traurig::A,mâhnit,kədərli
804,lebendig::A,viu,canlı
805,gut::A,bun,yaxşı
806,schlecht::A,rău,pis
807,schlecht::A,prost,pis
808,richtig::A,drept,doğru
809,richtig::A,corect,doğru
810,schlimm::A,rău,fəna
811,wahr::A,adevărat,gərçək
812,alt::A,uzat,əski
813,alt::A,uzat,köhnə
814,alt::A,vechi,əski
815,alt::A,vechi,köhnə
816,neu::A,nou,yeni
817,ehemalig::A,fost,əvvəlki
818,ehemalig::A,anterior,əvvəlki
819,alt[Lebewesen]::A,bătrîn,qoca
820,jung::A,tânăr,gənc
821,arm::A,sărac,kasıb
