,Concept_ID,ku,da
834,leben::V,jihîn,leve
835,geboren werden::V,hatin dinyê,fødes
836,geboren werden::V,bûn,fødes
837,atmen::V,hilmijîn,ånde
838,trinken::V,vexwarin,drikke
839,essen::V,xwarin,spise
840,schlucken::V,daqulbandin,synke
841,müde werden::V,betilîln,blive træt
842,müde werden::V,qerimîn,blive træt
843,einschlafen::V,razan,falde i søvn
844,schlafen::V,razan,sove
845,schlafen::V,razandin,sove
846,aufwachen::V,şiyarbûn,vågne
847,aufstehen::V,rabûn,stå op
848,sich erholen::V,baş bûn,komme sig
849,krank werden::V,nexweş kêt,blive syg
850,krank sein::V,nexweş bû,være syg
851,schmerzen::V,êşandin,smerte
852,husten::V,kuxin,hoste
853,genesen::V,baş bûn,komme sig
854,sterben::V,mirin,dø
855,umkommen::V,mirin,omkomme
856,sich bewegen::V,leqîn,bevæge sig
857,sich rühren::V,leqîn,røre på sig
858,sich erheben::V,rabûn,rejse sig
859,sich setzen::V,runiştin,sætte sig
860,hinfallen::V,kêtin,
861,laufen::V,meşîn,løbe
862,schreiten::V,meşkirin,skride
863,spazierengehen::V,gerandin,gå en tur
864,eilen::V,lezandin,ile
865,sich beeilen::V,zûkirin,skynde sig
866,sausen::V,fîzîn,suse
867,rennen::V,baz dan,løbe
868,rennen::V,baz dan,rende
869,springen::V,hilpekîn,hoppe
870,springen::V,hilpekîn,springe
871,klettern::V,hilperikîn,klatre
872,schaukeln::V,lorandin,gynge
873,kriechen::V,xuşandin,krybe
874,schwimmen::V,avjenîn,svømme
875,tauchen::V,qutxuyardin,dykke
876,tauchen::V,noqîn,dykke
877,rudern::V,qaîq ajotin,ro
878,fahren::V,ajotin,køre
879,fliegen::V,firîn,flyve
880,gehen::V,çûn,gå
881,weggehen::V,çûn,gå bort
882,abfahren::V,çûyin,køre bort
883,anhalten::V,rawestîn,standse
884,hineingehen::V,ketin hundir,gå ind
885,eintreten::V,têketin,træde ind
886,kommen::V,hatin,komme
887,ankommen::V,gihan,ankomme
888,ankommen::V,gihîştin,ankomme
889,zurückkommen::V,vegerandin,komme tilbage
890,bleiben::V,sekinîn,blive
891,bleiben::V,sekinîn,forblive
892,warten::V,payîn,vente
893,erwarten::V,payîn,vente
894,erwarten::V,payîn,afvente
895,suchen::V,lêgerîn,søge
896,finden::V,peyda kirin,finde
897,versuchen::V,çeribandin,forsøge
898,vorbereiten::V,amade kirin,forberede
899,lieben::V,hez kirin,elske
900,mögen::V,dil kirin,holde af
901,mögen::V,dil kirin,kunne lide
902,lachen::V,kenîn,le
903,rühren::V,hêjan,røre
904,weinen::V,girîn,græde
905,schimpfen::V,pevçûn,skænde
906,sich ärgern::V,enirîn,ærgre sig
907,sich fürchten::V,tirsîn,være bange
908,fürchten::V,tirsin,være bange for
909,fliehen::V,bazdan,flygte
910,flüchten::V,revîn,flygte
911,sehen::V,dîtin,se
912,anschauen::V,sêr kirin,se på
913,anschauen::V,sêr kirin,betragte
914,ansehen::V,hesibandin,anse
915,hören::V,guhdar jirin,høre
916,zuhören::V,guhdarî kirin,høre til
917,probieren::V,tehm kirin,smage
918,probieren::V,tehm kirin,smage på
919,riechen::V,bihn kirin,lugte
920,fühlen::V,hîs kirin,føle
921,scheinen::V,xoyer kir,synes
922,zu sehen sein::V,diyar bûn,synes
923,vernehmen::V,bihîstin,erfare
924,frieren::V,qerişîn,fryse
925,tun::V,kirin,gøre
926,können::V,karin,kunne
927,wollen::V,xwestîn,ville
928,anfangen::V,dest pêkirin,begynde
929,beenden::V,xelas kirin,afslutte
930,aufhören::V,xelas kirin,ophøre
931,aufhören::V,xelas kirin,holde op
932,gelingen::V,çe bûn,lykkes
933,geraten::V,qewîmîn,blive
934,öffnen::V,vekirin,åbne
935,schließen::V,girtin,lukke
936,stellen::V,danîn,stille
937,setzen::V,rûniştin,sætte
938,legen::V,danîn,lægge
939,legen::V,razandin,lægge
940,berühren::V,lêketin,berøre
941,verbinden::V,anîn pê,forbinde
942,bedecken::V,sergirtin,dække
943,bedecken::V,sergirtin,bedække
944,aufhängen::V,aliqandin,hænge
945,aufhängen::V,aliqandin,hænge op
946,anzünden::V,pêxistin,tænde
947,anzünden::V,pêxistin,antænde
948,aufheben::V,hildan,løfte
949,aufheben::V,hildan,tage op
950,zurücklassen::V,hiştin,lade tilbage
951,zurücklassen::V,vehiştin,lade tilbage
952,verlieren::V,wendakirin,miste
953,fallen lassen::V,xistin bixe,tabe
954,fallen lassen::V,xistin bixe,droppe
955,fallen lassen::V,xistin,tabe
956,fallen lassen::V,xistin,droppe
957,machen::V,kirin,gøre
958,machen::V,çêkirin,gøre
959,herstellen::V,çê kirin,fremstille
960,herstellen::V,peyda kirin,fremstille
961,bauen::V,lêkirin,bygge
962,reparieren::V,veherînerîn,reparere
963,verbessern::V,sererastkirin,rette
964,verbessern::V,sererastkirin,forbedre
965,ändern::V,degiş kirin,ændre
966,graben::V,kolandin,grave
967,beugen::V,tewîn,bøje
968,beugen::V,xwar kirin,bøje
969,biegen::V,tewandin,bøje
970,biegen::V,xwarkirin,bøje
971,drehen::V,fitilandin,dreje
972,wenden::V,zivîrin,vende
973,umdrehen::V,vegerandin,dreje om
974,heben::V,hildan,hæve
975,hochheben::V,hildan,løfte
976,ergreifen::V,dest avêtin,gribe fat i
977,halten::V,hîştin,holde
978,halten::V,sekinîn,holde
979,drücken::V,pêl kirin,trykke
980,schieben::V,damdan,skyde
981,schieben::V,damdan,skubbe
982,kratzen::V,xurandin,klø
983,kratzen::V,xurandin,kradse
984,lecken::V,alastin,slikke
985,beißen::V,gez kirin,bide
986,abreißen::V,hilşandin,rive af
987,abschneiden::V,jêkirin,skære af
988,binden::V,girêdan,binde
989,stecken::V,têxistin,stikke
990,brechen::V,şikandin,brække
991,klopfen::V,kutandin,banke
992,hauen::V,li dan,hugge
993,kleben::V,zeliqîn,klistre
994,kleben::V,şirêz kirin,klistre
995,reiben::V,firikandin,gnide
996,streichen::V,bax dan,smøre
997,schleifen::V,çarkirin,slibe
998,schneiden::V,jêkirin,skære
999,schneiden::V,jêkirin,klippe
1000,rütteln::V,hejandin,ruske
1001,schütteln::V,daweşîn,ryste
1002,schwenken::V,têwdan,svinge
1003,schütten::V,rijandin,hælde
1004,füllen::V,dagirtin,fylde
1005,einwickeln::V,pêçandin,pakke ind
1006,tragen::V,kişandin,bære
1007,tragen::V,rajtin,bære
1008,schleppen::V,kişandin,slæbe
1009,ziehen::V,kişandin,trække
1010,aufbewahren::V,hilandin,opbevare
1011,werfen::V,avêtin,kaste
1012,fangen::V,sem kirin,fange
1013,fangen::V,girtin,fange
1014,packen::V,pê girtin,gribe
1015,verstecken::V,hîlanin,gemme
1016,teilen::V,parvekirin,dele
1017,schicken::V,şandin,sende
1018,bringen::V,anîn,bringe
1019,bringen::V,birin,bringe
1020,hinzufügen::V,dan ser,tilføje
1021,hinzufügen::V,li tiştekî zêde kirin,tilføje
1022,bekommen::V,standin,få
1023,erhalten::V,standin,få
1024,nehmen::V,girtin,tage
1025,wählen::V,ray dan,vælge
1026,auswählen::V,bijartin,udvælge
1027,bewahren::V,rê li ber girtin,bevare
1028,bewahren::V,lê xwedî derketin,bevare
1029,behindern::V,bara wi,hindre
1030,behindern::V,bara wi,forhindre
1031,verderben::V,heram bûn,ødelægge
1032,beschädigen::V,xerab kirin,beskadige
1033,zerbrechen::V,şikênandin,brække itu
1034,zerbrechen::V,perçe kirin,brække itu
1035,zerreißen::V,qelişandin,rive itu
1036,zerstören::V,hilşandin,ødelægge
1037,verbrennen::V,şewitandin,brænde
1038,geben::V,dan,give
1039,geben::V,dayin,give
1040,reichen::V,besbûn,række
1041,reichen::V,têrkirin,række
1042,schenken::V,diyarî kirin,forære
1043,versprechen::V,soz dan,love
1044,wünschen::V,dil kirin,ønske
1045,loben::V,pesinandin,rose
1046,küssen::V,maçkirin,kysse
1047,wiegen::V,lorandin,vugge
1048,wiegen::V,wezinandin,vugge
1049,zudecken::V,nixumandin,dække til
1050,wecken::V,bixwe hesandin,vække
1051,zeigen::V,şanîdan,vise
1052,führen::V,raber kirin,føre
1053,lehren::V,hîn kirin,lære
1054,unterrichten::V,ders dan,undervise
1055,aufziehen::V,mesinkirin,opdrage
1056,leiten::V,rêberî kirin,lede
1057,antreiben::V,bezandin,skynde på
1058,lassen::V,berdan,få til at
1059,lassen::V,hiştin,få til at
1060,einladen::V,dawet kirin,indbyde
1061,einladen::V,dawet kirin,invitere
1062,vereinigen::V,bi yek kirin,forene
1063,besuchen::V,mêvan bûn,besøge
1064,treffen::V,rast hatin,møde
1065,sich versammeln::V,li hev çivîn,forsamles
1066,spielen::V,listin,lege
1067,spielen::V,listin,spille
1068,singen::V,stran,synge
1069,tanzen::V,reqisîn,danse
1070,sich trennen::V,hew berdan,skilles
1071,verlassen::V,tanê hişt,forlade
1072,verlassen::V,bêkes,forlade
1073,retten::V,rihakirin,redde
1074,bewachen::V,raçavkirin,bevogte
1075,schützen::V,hemet kirin,skærme
1076,schützen::V,hemet kirin,beskytte
1077,verteidigen::V,paraztin,forsvare
1078,sich schlagen::V,li hev bezîn,slås
1079,schießen::V,agir kirin,skyde
1080,siegen::V,biser ketin,sejre
1081,ärgern::V,xeyirandin,ærgre
1082,schlagen::V,lêdan,slå
1083,schlagen::V,lêxistin,slå
1084,treten::V,têlekirin,sparke
1085,stechen::V,têrekirin,stikke
1086,stoßen::V,lêketin,støde
1087,stehlen::V,dizîn,stjæle
1088,stehlen::V,dizî birin,stjæle
1089,stören::V,aciz kirin,forstyrre
1090,belästigen::V,li tela yeki ketin,genere
1091,belästigen::V,li tela yeki ketin,ulejlige
1092,verbergen::V,veşartin,skjule
1093,verbergen::V,kemîndanîn,skjule
1094,täuschen::V,xapandin,villede
1095,täuschen::V,lê zexeli kirin,villede
1096,betrügen::V,xapandin,bedrage
1097,töten::V,kûştin,dræbe
1098,wohnen::V,rûniştin,bo
1099,arbeiten::V,kar kirin,arbejde
1100,arbeiten::V,şêxulin,arbejde
1101,sammeln::V,komkirin,samle
1102,pflücken::V,çinîn,plukke
1103,jagen::V,nêçîr kirin,jage
1104,fischen::V,masî girtin,fiske
1105,fassen::V,pê girtin,fange
1106,fassen::V,sêm kirin,fange
1107,hüten::V,hei jê man,vogte
1108,treiben::V,bêherandin,drive
1109,anbinden::V,tewilandin,binde fast
1110,füttern::V,xwarine dan lê,fodre
1111,melken::V,dotin,malke
1112,hacken::V,kolandin,hakke
1113,gießen::V,av dan,hælde
1114,reifen::V,kemilîn,modne
1115,zubereiten::V,çe kirin,tilberede
1116,kochen::V,xwarin çe kirin,koge
1117,kochen::V,kelandin,koge
1118,backen::V,pijandin,bage
1119,braten::V,qelandin,stege
1120,braten::V,sor kirin,stege
1121,umrühren::V,têvdan,røre om
1122,stricken::V,hûnan,strikke
1123,nähen::V,kêl kirin,sy
1124,färben::V,boyax kirin,farve
1125,reinigen::V,paqijkirin,rense
1126,reinigen::V,paqijkirin,gøre ren
1127,waschen::V,şuştin,vaske
1128,abwischen::V,pakîj kirin,tørre af
1129,spülen::V,şuştin,skylle
1130,fegen::V,maliştin,feje
1131,kehren::V,maliştin,feje
1132,baden::V,serîşûştin,bade
1133,sich waschen::V,serîşûştin,vaske sig
1134,ausziehen::V,jê kirin,tage af
1135,anziehen::V,pê kirin,tage på
1136,sich anziehen::V,xwe kirin,klæde sig på
1137,kämmen::V,şeh kirin,rede
1138,kämmen::V,şeh kirin,frisere
1139,schmücken::V,xemilandin,pynte
1140,schmücken::V,xemilandin,smykke
1141,sagen::V,gotin,sige
1142,sagen::V,peyivîn,sige
1143,sprechen::V,peyivîn,snakke
1144,reden::V,axaftin,tale
1145,reden::V,axaftin,snakke
1146,sich unterhalten::V,hev biştaxilin,snakke sammen
1147,fragen::V,pirsîn,spørge
1148,fragen::V,pirs kirin,spørge
1149,bitten::V,tika kirin,bede
1150,erzählen::V,behs kirin,berette
1151,erzählen::V,behs kirin,fortælle
1152,mitteilen::V,vegotin,meddele
1153,nennen::V,bi nav kirin,nævne
1154,rufen::V,bakirin,råbe
1155,prahlen::V,pesnê xwe dan,prale
1156,übersetzen::V,qulibandin,oversætte
1157,übersetzen::V,derbas kirin,oversætte
1158,denken::V,fikirîn,tænke
1159,glauben::V,bawer bûn,tro
1160,bemerken::V,bala xwe dan,bemærke
1161,bemerken::V,bala xwe dan,lægge mærke til
1162,bemerken::V,çac lê ketin,bemærke
1163,bemerken::V,çac lê ketin,lægge mærke til
1164,erkennen::V,pêhesîn,genkende
1165,begreifen::V,fêmkirin,begribe
1166,verstehen::V,fêmkirin,forstå
1167,lernen::V,halmandin,lære
1168,lernen::V,fêrbun,lære
1169,wissen::V,zanîn,vide
1170,sich erinnern an::V,bir bûn,mindes
1171,sich erinnern an::V,bir bûn,huske på
1172,vergessen::V,ji bir kirin,glemme
1173,messen::V,pê kanîn,måle
1174,zählen::V,hejmardin,tælle
1175,rechnen::V,hesibandin,regne
1176,lesen::V,xwendin,læse
1177,malen::V,rengandin,male
1178,malen::V,boyax kirin,male
1179,zeichnen::V,işaret kirin,tegne
1180,schreiben::V,nivîsandin,skrive
1181,besitzen::V,hebûn,eje
1182,besitzen::V,hebûn,besidde
1183,kaufen::V,kirîn,købe
1184,verkaufen::V,firotin,sælge
1185,bezahlen::V,pere dan,betale
1186,zahlen::V,pere dan,betale
1187,zahlen::V,dayin,betale
1188,beherrschen::V,zebt kirin,beherske
1189,beherrschen::V,hukim kirin,beherske
1190,ertragen::V,bihêzkirin,tåle
1191,ertragen::V,bihêzkirin,udholde
