,Concept_ID,eu,cv
63,Traum::N,amets,тӗлӗк
64,Himmel::N,zeru,пӗлӗт
65,Sonne::N,eguzki,хӗвел
66,Mond::N,ilargi,уйӑх
67,Stern::N,izar,ҫӑлтӑр
68,Luft::N,aire,сывлӑш
69,Wind::N,haize,ҫил
70,Welle::N,uhin,хум
71,Welle::N,olatu,хум
72,Wasser::N,ur,шыв
73,Wasser::N,ur,шыв-шур
74,Stein::N,harri,чул
75,Boden::N,lur,тӑпра
76,Boden::N,zoru,тӑпра
77,Erde::N,lur,ҫӗр
78,Staub::N,hauts,тусан
79,Rauch::N,ke,тӗтӗм
80,Funke::N,zirta,хӗм
81,Funke::N,txinparta,хӗм
82,Feuer::N,su,вут
83,Feuer::N,su,ҫулӑм
84,Licht::N,argi,ҫутӑ
85,Schatten::N,itzal,сулхӑн
86,Schatten::N,geriza,сулхӑн
87,Wetter::N,eguraldi,ҫанталӑк
88,Nebel::N,laino,тӗтре
89,Wolke::N,hodei,пӗлӗт
90,Regen::N,euri,ҫумӑр
91,Schnee::N,elur,юр
92,Eis::N,horma,пӑр
93,Frost::N,izotzaldi,сивӗ
94,Kälte::N,hotz,сивӗ
95,Hitze::N,bero,вӗри
96,Hitze::N,bero,шӑрӑх
97,Raureif::N,antzigar,пас
98,Regenbogen::N,ostadar,асамат кӗперӗ
99,Regenbogen::N,ortzadar,асамат кӗперӗ
100,Donner::N,ostots,аслати
101,Donner::N,ihurtzuri,аслати
102,Strömung::N,laster,юхӑ
103,Tropfen::N,xorta,тумлам
104,Schaum::N,bits,кӑпӑк
105,Schmutz::N,lohi,пылчӑк
106,Schmutz::N,zikin,пылчӑк
107,See::N,laku,кӳлӗ
108,See::N,aintzira,кӳлӗ
109,Sumpf::N,zingira,шур
110,Sumpf::N,zingira,шурлӑх
111,Moor::N,zohikaztegi,торфлӑ шурлӑх
112,Wiese::N,larre,улӑх
113,Wiese::N,larre,ҫаран
114,Wiese::N,belardi,улӑх
115,Wiese::N,belardi,ҫаран
116,Wald::N,baso,вӑрман
117,Wald::N,oihan,вӑрман
118,Hügel::N,muino,сӑрт
119,Hügel::N,muino,тӗмеске
120,Hügel::N,pentoka,сӑрт
121,Hügel::N,pentoka,тӗмеске
122,Anhöhe::N,garai,сӑрт
123,Anhöhe::N,goragune,сӑрт
124,Berg::N,mendi,ту
125,Gipfel::N,gain,тӳпе
126,Gipfel::N,tontor,тӳпе
127,Höhle::N,kobazulo,ҫӗр хӑвӑлӗ
128,Abhang::N,aldapa,тӑвайкки
129,Quelle::N,iturri,ҫӑл куҫ
130,Quelle::N,iturbegi,ҫӑл куҫ
131,Bach::N,lats,пӗчӗк шыв
132,Bach::N,erreka,пӗчӗк шыв
133,Fluss::N,ibai,юхан шыв
134,Fluss::N,uhaitz,юхан шыв
135,Ufer::N,bazter,ҫыран
136,Küste::N,itsasalde,тинӗс ҫыранӗ
137,Festland::N,lehor,тип ҫӗр
138,Meer::N,itsaso,тинӗс
139,Bucht::N,golko,тинӗс кукӑрӗ
140,Insel::N,irla,утрав
141,Insel::N,uharte,утрав
142,Blume::N,lili,чечек
143,Gras::N,belar,курӑк
144,Wurzel::N,zuztar,тымар
145,Wurzel::N,sustrai,тымар
146,Baum::N,zuhaitz,йывӑҫ
147,Stamm::N,enbor,вулӑ
148,Rinde::N,azal,хуйӑр
149,Ast::N,adar,турат
150,Zweig::N,abar,турат
151,Blatt::N,hosto,ҫулҫӑ
152,Birke::N,urki,хурӑн
153,Kiefer[Baum]::N,ler,хыр
154,Weide[Baum]::N,zume,хӑва
155,Weide[Baum]::N,sahats,хӑва
156,Tanne::N,izei,чӑрӑш
157,Horn::N,adar,мӑйрака
158,Feder::N,luma,тӗк
159,Feder::N,hegaki,тӗк
160,Fell::N,ile,ҫӑм
161,Fell::N,larru,ҫӑм
162,Flügel::N,hego,ҫунат
163,Klaue::N,atzapar,чӗрне
164,Kralle::N,erpe,ура
165,Kralle::N,atzapar,ура
166,Schwanz::N,isats,хӳре
167,Schwanz::N,buztan,хӳре
168,Ei::N,arrautza,ҫӑмарта
169,Nest::N,habia,йӑва
170,Bau::N,ohantze,йӗнӗ
171,Tier::N,abere,выльӑх
172,Tier::N,piztia,выльӑх
173,Herde::N,saldo,кӗтӳ
174,Herde::N,abere talde,кӗтӳ
175,Kuh::N,behi,ӗне
176,Bulle::N,zezen,вӑкӑр
177,Pferd::N,zaldi,лаша
178,Schaf::N,ardi,сурӑх
179,Schwein::N,urde,сысна
180,Schwein::N,txerri,сысна
181,Hund::N,txakur,йытӑ
182,Katze::N,katu,кушак
183,Bär::N,hartz,упа
184,Eichhörnchen::N,urtxintxa,пакша
185,Elch::N,altze,пӑши
186,Fuchs::N,azeri,тилӗ
187,Hase::N,erbi,куян
188,Hase::N,erbi,мулкач
189,Maus::N,sagu,шӑши
190,Wolf::N,otso,кашкӑр
191,Vogel::N,txori,кайӑк
192,Vogel::N,txori,вӗҫен кайӑк
193,Vogel::N,hegazti,кайӑк
194,Vogel::N,hegazti,вӗҫен кайӑк
195,Schwarm::N,aldra,ушкӑн
196,Huhn::N,oilo,чӑх
197,Huhn::N,oilo,чӑхӑ
198,Hahn::N,oilar,автан
199,Gans::N,antzara,хур
200,Adler::N,arrano,ӑмӑрт кайӑк
201,Ente::N,ahate,кӑвакал
202,Eule::N,hontza,тӑмана
203,Kranich::N,kurrilo,тӑрна
204,Krähe::N,bele,ула курак
205,Kuckuck::N,kuku,куккук
206,Schwan::N,beltxarga,акӑш
207,Fisch::N,arrain,пулӑ
208,Barsch::N,perka,уланкӑ
209,Hecht::N,lutxo,ҫӑрттан
210,Schlange[Tier]::N,suge,ҫӗлен
211,Wurm::N,har,ӑман
212,Spinne::N,armiarma,эрешмен
213,Ameise::N,inurri,кӑткӑ
214,Laus::N,zorri,пыйтӑ
215,Mücke::N,eltxo,вӑрӑм туна
216,Fliege::N,euli,шӑна
217,Schmetterling::N,pinpirin,лӗпӗш
218,Schmetterling::N,tximeleta,лӗпӗш
219,Beere::N,baia,ҫырла
220,Apfel::N,sagar,улма
221,Apfel::N,sagar,пан улми
222,Pilz::N,onddo,кӑмпа
223,Pilz::N,perretxiko,кӑмпа
224,Zwiebel::N,tipula,сухан
225,Saat::N,haziak,вӑрӑ
226,Korn::N,ale,тӗшӗ
227,Korn::N,ale,пӗрчӗ
228,Korn::N,pikor,тӗшӗ
229,Korn::N,pikor,пӗрчӗ
230,Heu::N,belar ondu,утӑ
231,Schale::N,azal,хупӑ
232,Grube::N,hobi,шӑтӑк
233,Falle::N,harrapagailu,тапӑ
234,Falle::N,harrapagailu,капкӑн
235,Schlinge::N,bilur,йӑлӑ
236,Schlinge::N,xedera,йӑлӑ
237,Spur::N,lorratz,йӗр
238,Asche::N,errauts,кӗл
239,Dreck::N,satsukeria,пылчӑк
240,Eisen::N,burdina,тимӗр
241,Gold::N,urre,ылтӑн
242,Gold::N,urregorri,ылтӑн
243,Silber::N,zilar,кӗмӗл
244,Silber::N,urrezuri,кӗмӗл
245,Kohle::N,ikatz,кӑмрӑк
246,Glas::N,beira,кӗленче
247,Lehm::N,buztin,тӑм
248,Sand::N,harea,хӑйӑр
249,Sand::N,hondar,хӑйӑр
250,Mensch::N,gizaki,ҫын
251,Mensch::N,gizaki,этем
252,Mann::N,gizon,ар
253,Frau::N,andere,хӗрарӑм
254,Frau::N,emakume,хӗрарӑм
255,Kind::N,haur,ача
256,Junge::N,mutil,ача
257,Junge::N,mutil,ар ҫын ача
258,Mädchen::N,neska,хӗр ача
259,Familie::N,sendi,ҫемье
260,Familie::N,sendi,кил-йыш
261,Familie::N,familia,ҫемье
262,Familie::N,familia,кил-йыш
263,Großvater::N,aitona,кукаҫи
264,Großvater::N,aitatxi,кукаҫи
265,Großmutter::N,amona,кукамай
266,Großmutter::N,amatxi,кукамай
267,Eltern::N,gurasoak,аҫа-ама
268,Vater::N,aita,атте
269,Mutter::N,ama,анне
270,Sohn::N,seme,ывӑл
271,Tochter::N,alaba,хӗр
272,Bruder::N,neba,ар тӑван
273,Bruder::N,anaia,ар тӑван
274,Schwester::N,ahizpa,аппа
275,Schwester::N,ahizpa,йӑмӑк
276,Onkel::N,osaba,мучи
277,Onkel::N,osaba,пичче
278,Tante::N,izeba,аппа
279,Ehemann::N,senar,упӑшка
280,Ehefrau::N,emazte,арӑм
281,Freude::N,poz,савӑнӑҫ
282,Freude::N,poz,хаваслӑх
283,Freude::N,pozkari,савӑнӑҫ
284,Freude::N,pozkari,хаваслӑх
285,Gelächter::N,barre,кулӑ
286,Gelächter::N,karkara,кулӑ
287,Glück::N,zori,телей
288,Glück::N,zori,ӑраскал
289,Kummer::N,xangrin,хурлӑх
290,Kummer::N,atsekabe,хурлӑх
291,Wunsch::N,nahi,ӗмӗт
292,Wunsch::N,nahi,кӑмӑл
293,Wunsch::N,nahikunde,ӗмӗт
294,Wunsch::N,nahikunde,кӑмӑл
295,Lust::N,gogo,кӑмӑл
296,Geist::N,gogo,чун-чӗм
297,Geist::N,gogo,ыр-усал
298,Geist::N,gogo,чун хавалӗ
299,Gedanke::N,gogoeta,шухӑш
300,Gedächtnis::N,oroimen,ас
301,Gedächtnis::N,gogoramen,ас
302,Verstand::N,adimen,ӑс
303,Verstand::N,adimen,ӑс-тӑн
304,Verstand::N,adimen,ӑс-хакӑл
305,Verstand::N,ulermen,ӑс
306,Verstand::N,ulermen,ӑс-тӑн
307,Verstand::N,ulermen,ӑс-хакӑл
308,Sinn::N,zentzu,тупсӑм
309,Sinn::N,zentzu,пӗлтерӗш
310,Grund::N,zergati,сӑлтав
311,Wahrheit::N,egia,чӑнлӑх
312,Gespräch::N,hizketa,калаҫу
313,Gespräch::N,elkarrizketa,калаҫу
314,Märchen::N,ipuin,юмах
315,Erzählung::N,edesti,акалав
316,Erzählung::N,edesti,каласа пани
317,Erzählung::N,kontakizun,акалав
318,Erzählung::N,kontakizun,каласа пани
319,Nachricht::N,albiste,хыпар
320,Neuigkeit::N,berri,ҫӗнӗ хыпар
321,Name::N,izen,ят
322,Rätsel::N,asmakizun,сутмалли юмах
323,Rede::N,hitzaldi,сӑмах
324,Rede::N,mintzaldi,сӑмах
325,Sprache::N,hizkuntza,чӗлхе
326,Stimme::N,ahots,сасӑ
327,Wort::N,hitz,сӑмах
328,Zeichen::N,agerbide,паллӑ
329,Zeichen::N,agergarri,паллӑ
330,Ruf::N,dei,йыхрав
331,Ruf::N,dei,чӗнӳ
332,Lärm::N,zarata,шав
333,Lärm::N,harrabots,шав
334,Laut::N,hots,сасӑ
335,Ton::N,tonu,сасӑ
336,Ton::N,soinu,сасӑ
337,Lied::N,abesti,юрӑ
338,Ruhe::N,nasaitasun,канӑҫлӑх
339,Ruhe::N,nasaitasun,лӑпкӑлӑх
340,Leute::N,jende,ҫамрӑксем
341,Leute::N,jende,ҫамрӑк ҫынсем
342,Volk::N,herri,халӑх
343,Volk::N,populu,халӑх
344,Arbeit::N,lan,ӗҫхӗл
345,Arbeit::N,lan,ӗҫлев
346,Gast::N,arrotz,хӑна
347,Gast::N,apopilo,хӑна
348,Geschenk::N,opari,парне
349,Geschenk::N,opari,кучченеҫ
350,Spiel::N,jolas,вӑйӑ
351,Gesellschaft::N,gizarte,общество
352,Hilfe::N,helpide,пулӑшу
353,Hilfe::N,laguntza,пулӑшу
354,Freund::N,lagun,тус
355,Kamerad::N,adiskide,юлташ
356,Kamerad::N,adiskide,тус
357,Kamerad::N,lagunkide,юлташ
358,Kamerad::N,lagunkide,тус
359,Angelegenheit::N,afera,ӗҫ
360,Anzahl::N,kopuru,йыш
361,Anzahl::N,kopuru,хисеп
362,Art::N,mota,тӗс
363,Stück::N,puska,татӑк
364,Teil::N,atal,пай
365,Hälfte::N,erdi,ҫурӑ
366,Kreis::N,biribilki,ункӑ
367,Kreis::N,biribilki,ҫавракӑш
368,Kreuz::N,gurutze,хӗрес
369,Linie::N,linea,йӗр
370,Strich::N,marra,йӗр
371,Abstand::N,tarte,хушӑ
372,Entfernung::N,urrunera,хушӑ
373,Gegend::N,alderdi,вырӑн
374,Gegend::N,eskualde,вырӑн
375,Platz::N,leku,хутлӑх
376,Ort::N,toki,вырӑн
377,Seite::N,albo,ен
378,Seite::N,albo,аяк
379,Seite::N,albo,айӑк
380,Mitte::N,erdi,варӑ
381,Gegenstand::N,gauzaki,япала
382,Sache::N,gauza,япала
383,Rand::N,ertz,вӗҫ
384,Rand::N,ertz,хӗрӗ
385,Rand::N,ertz,хӗрри
386,Kante::N,ertz,хайкача
387,Kante::N,ertz,хысак
388,Ecke::N,kantoi,кӗтес
389,Spitze::N,punta,вӗҫ
390,Ende::N,buru,вӗҫ
391,Ende::N,mutur,вӗҫ
392,Loch::N,zulo,шӑтӑк
393,Winkel::N,zoko,кӗтес
394,Winkel::N,bazter,кӗтес
395,Muster::N,eredu,эреш
396,Muster::N,marrazki,эреш
397,Größe::N,kaizu,пысӑкӑш
398,Größe::N,tamaina,пысӑкӑш
399,Länge::N,luzera,вӑрӑмӑш
400,Höhe::N,goiera,ҫӳллӗш
401,Höhe::N,garaiera,ҫӳллӗш
402,Gewicht::N,hazta,виҫе
403,Gewicht::N,hazta,йывӑрӑш
404,Menge::N,kopuru,йыш
405,Haufen::N,pila,купа
406,Haufen::N,mendoi,купа
407,Reihe::N,ilara,рет
408,Reihe::N,errenkada,рет
409,Boot::N,potin,кимӗ
410,Boot::N,txalupa,кимӗ
411,Ruder::N,arraun,кӗсмен
412,Schlitten::N,lera,ҫуна
413,Schlitten::N,narra,ҫуна
414,Ski::N,eski,йӗлтӗр
415,Lagerfeuer::N,su,вут
416,Lagerfeuer::N,su,кӑвайт
417,Last::N,zama,сулмаклӑх
418,Last::N,zama,йывӑр япала
419,Last::N,karga,сулмаклӑх
420,Last::N,karga,йывӑр япала
421,Gang::N,ibilera,куҫӑм
422,Schritt::N,pauso,утӑм
423,Schritt::N,pauso,пусӑм
424,Schritt::N,urrats,утӑм
425,Schritt::N,urrats,пусӑм
426,Norden::N,ipar,ҫурҫӗр
427,Norden::N,iparralde,ҫурҫӗр
428,Süden::N,hego,кӑнтӑр
429,Süden::N,hegoalde,кӑнтӑр
430,Westen::N,sartalde,анӑҫ
431,Westen::N,sartalde,хӗвел анӑҫ
432,Westen::N,mendebalde,анӑҫ
433,Westen::N,mendebalde,хӗвел анӑҫ
434,Osten::N,ekialde,хӗвел тухӑҫ
435,Osten::N,sortalde,хӗвел тухӑҫ
436,Holz::N,zur,йывӑҫ
437,Brett::N,ohol,хӑма
438,Platte::N,lauza,плита
439,Stütze::N,irozgarri,ура
440,Stütze::N,bermagailu,ура
441,Stange::N,haga,шерте
442,Stock::N,makila,патак
443,Stab::N,makila,шӑчӑ
444,Rohr::N,hodi,пӑрӑх
445,Haus::N,etxe,ҫурт
446,Heim::N,etxe,кил
447,Heim::N,etxaleku,кил
448,Ofen::N,berogailu,кӑмака
449,Fußboden::N,zoru,урай
450,Tisch::N,mahai,сӗтел
451,Stuhl::N,aulki,пукан
452,Wiege::N,kuma,сӑпка
453,Wiege::N,sehaska,сӑпка
454,Bett::N,ohe,кравать
455,Bett::N,ohatze,кравать
456,Regal::N,apalategi,ҫӳлӗк
457,Regal::N,apalategi,сентре
458,Kiste::N,kutxa,ещӗк
459,Kiste::N,kutxa,сунтӑх
460,Fenster::N,leiho,чӳрече
461,Tür::N,ate,алӑк
462,Tor::N,atari,хапха
463,Zaun::N,hesi,хӳме
464,Dach::N,teilatu,тӑрӑ
465,Leiter::N,zurubi,пусма
466,Besen::N,erratz,шӑпӑр
467,Spaten::N,burdinpala,кӗреҫе
468,Schaufel::N,pala,кӗреҫе
469,Gabel::N,sardexka,вилка
470,Löffel::N,koilara,кашӑк
471,Messer::N,aizto,ҫӗҫӗ
472,Nagel::N,iltze,пӑта
473,Netz::N,sare,тетел
474,Haken::N,mako,йӑрхах
475,Haken::N,mako,ҫекӗл
476,Griff::N,eskutoki,хӑлӑп
477,Schloss::N,sarraila,ҫӑра
478,Bild::N,irudi,сӑн
479,Bild::N,irudi,сӑнлӑх
480,Bild::N,irudi,картина
481,Figur::N,figura,кӗлетке
482,Puppe::N,panpina,пукане
483,Puppe::N,andrakila,пукане
484,Beutel::N,zorro,михӗ
485,Bündel::N,azao,ҫыхӑ
486,Bündel::N,azao,тӗрке
487,Bündel::N,espal,ҫыхӑ
488,Bündel::N,espal,тӗрке
489,Tasche::N,poltsa,сумка
490,Eimer::N,treska,витре
491,Deckel::N,tapa,хупӑ
492,Deckel::N,estalki,хупӑ
493,Geschirr::N,baxera,савӑт-сапа
494,Geschirr::N,ontziteria,савӑт-сапа
495,Sack::N,zaku,михӗ
496,Tasse::N,kikara,курка
497,Topf::N,ontzi,кастрюль
498,Topf::N,lapiko,кастрюль
499,Kessel::N,pazia,хуран
500,Essen::N,janaldi,апат
501,Nahrung::N,jan,апат-ҫимӗс
502,Speise::N,jaki,апат
503,Speise::N,jaki,ҫимӗҫ
504,Fleisch::N,okela,аш
505,Fleisch::N,okela,какай
506,Fleisch::N,haragi,аш
507,Fleisch::N,haragi,какай
508,Getreide::N,labore,тырӑ
509,Brei::N,ahi,пӑтӑ
510,Brei::N,pure,пӑтӑ
511,Brot::N,ogi,ҫӑкӑр
512,Scheibe::N,xerra,чӗлӗ
513,Scheibe::N,xerra,касӑк
514,Scheibe::N,pirripita,чӗлӗ
515,Scheibe::N,pirripita,касӑк
516,Fett::N,urin,ҫу
517,Fett::N,koipe,ҫу
518,Butter::N,gurin,ҫу
519,Öl::N,olio,ҫу
520,Salz::N,gatz,тӑвар
521,Suppe::N,zopa,яшка
522,Suppe::N,salda,яшка
523,Honig::N,ezti,пыл
524,Milch::N,esne,сӗт
525,Tee::N,te,чей
526,Leder::N,larru,сӑран
527,Wolle::N,artile,ҫӑм
528,Stoff::N,ehun,тӗртӗм
529,Nadel::N,orratz,йӗп
530,Nadel::N,jostorratz,йӗп
531,Faden::N,hari,ҫип
532,Knopf::N,botoi,тӳме
533,Knoten::N,korapilo,йӑлӑ
534,Farbe::N,pintura,сӑрӑ
535,Kleidung::N,arropa,тум
536,Kleidung::N,arropa,ҫипуҫ
537,Kleidung::N,arropa,тум-тир
538,Kleidung::N,jantziak,тум
539,Kleidung::N,jantziak,ҫипуҫ
540,Kleidung::N,jantziak,тум-тир
541,Hemd::N,atorra,кӗпе
542,Hemd::N,alkandora,кӗпе
543,Kragen::N,idun,ҫуха
544,Ärmel::N,mahuka,ҫанӑ
545,Hose::N,prakak,шӑлавар
546,Hose::N,galtzak,шӑлавар
547,Gürtel::N,gerriko,пиҫиххи
548,Mütze::N,txano,ҫӗлӗк
549,Mütze::N,txapel,ҫӗлӗк
550,Schuh::N,oski,пушмак
551,Schuh::N,oski,ботинок
552,Schuh::N,oinetako,пушмак
553,Schuh::N,oinetako,ботинок
554,Stiefel::N,bota,атӑ
555,Ring::N,uztai,ҫӗрӗ
556,Band::N,zinta,хаю
557,Band::N,zinta,йӗсме
558,Band::N,xingola,хаю
559,Band::N,xingola,йӗсме
560,Kamm::N,orrazi,тура
561,Spiegel::N,mirail,тӗкӗр
562,Spiegel::N,mirail,куҫ кӗски
563,Riemen::N,uhal,чӗн
564,Schnur::N,lokailu,кантра
565,Leine::N,lotura,касмӑк
566,Decke::N,burusi,утиял
567,Kissen::N,kuxin,ҫытар
568,Kissen::N,kuxin,минтер
569,Tuch::N,zapi,тутӑр
570,Tuch::N,oihal,тутӑр
571,Handtuch::N,eskuzapi,ал шӑлли
572,Handtuch::N,eskuoihal,ал шӑлли
573,Kraft::N,indar,вӑй
574,Kraft::N,indar,хӑват
575,Stärke::N,indar,хал
576,Stärke::N,indar,хӑват
577,Gesundheit::N,osasun,хал
578,Gesundheit::N,osasun,сывлӑх
579,Krankheit::N,eritasun,чир
580,Krankheit::N,gaixotasun,чир
581,Schmerz::N,min,ырату
582,Wunde::N,zauri,суран
583,Fieber::N,sukar,сив чир
584,Arznei::N,osagai,эмел
585,Arznei::N,sendagai,эмел
586,Brücke::N,zubi,кӗпер
587,Brunnen::N,putzu,ҫӑл
588,Brunnen::N,putzu,пусӑ
589,Weide::N,alha,ҫаран
590,Weide::N,bazkaleku,ҫаран
591,Pfad::N,zidor,йӗр
592,Pfad::N,zidor,сукмак
593,Pfad::N,bidexka,йӗр
594,Pfad::N,bidexka,сукмак
595,Weg::N,bide,ҫул
596,Weg::N,bide,ҫул-йӗр
597,Straße::N,errepide,ҫӳрев
598,Straße::N,errepide,ҫул ҫӳрени
599,Dorf::N,herri,ял
600,Stadt::N,hiri,хула
601,Brief::N,gutun,ҫыру
602,Brief::N,eskutitz,ҫыру
603,Buch::N,liburu,кӗнеке
604,Buchstabe::N,hizki,сас палли
605,Zeitung::N,egunkari,хаҫат
606,Leben::N,bizi,пурнӑҫ
607,Leben::N,bizitza,пурнӑҫ
608,Tod::N,herio,вилӗм
609,Tod::N,heriotza,вилӗм
610,Grab::N,hobi,масар шӑтӑкӗ
611,Grab::N,hilobi,масар шӑтӑкӗ
612,Kirche::N,eliza,чиркӳ
613,Sünde::N,hoben,ҫылӑх
614,Sünde::N,bekatu,ҫылӑх
615,Gott::N,jainko,турӑ
616,Arbeiter::N,langile,рабочи
617,Arbeiter::N,behargin,рабочи
618,Chef::N,nagusi,пуҫлӑх
619,Meister::N,maisu,ӑста
620,Meister::N,maisu,мастер
621,Arzt::N,osagile,врач
622,Arzt::N,osagile,тухтӑр
623,Arzt::N,sendagile,врач
624,Arzt::N,sendagile,тухтӑр
625,Lehrer::N,irakasle,учитель
626,Lehrer::N,irakasle,вӗрентекен
627,Geld::N,diru,укҫа
628,Geschäft::N,negozio,бизнес
629,Laden::N,denda,магазин
630,Laden::N,saltegi,магазин
631,Preis::N,prezio,хак
632,Preis::N,salneurri,хак
633,Ware::N,salgai,тавар
634,Nutzen::N,onura,пайта
635,Nutzen::N,probetxu,пайта
636,Reichtum::N,aberastasun,мул
637,Welt::N,ludi,тӗнче
638,Welt::N,mundu,тӗнче
639,Land::N,herrialde,ҫӗр-шыв
640,Staat::N,estatu,патшàлӑх
641,König::N,errege,король
642,Macht::N,botere,власть
643,Grenze::N,muga,чикӗ
644,Krieg::N,guda,вӑрҫӑ
645,Feind::N,etsai,тӑшман
646,Feind::N,arerio,тӑшман
647,Gewalt::N,bortxa,ирӗксӗрлӳ
648,Gewalt::N,bortizkeria,ирӗксӗрлӳ
649,Kampf::N,gudu,кӗрешӳ
650,Kampf::N,auska,кӗрешӳ
651,Bogen[Waffe]::N,arku,ухӑ
652,Pfeil::N,gezi,ҫӗмрен
653,Pfeil::N,gezi,ухӑ йӗппи
654,Gewehr::N,fusil,пӑшал
655,Fehler::N,huts,йӑнӑш
656,Fehler::N,hutsegin,йӑнӑш
657,Lüge::N,gezur,суя
658,Lüge::N,gezur,ултав
659,Schaden::N,kalte,сиен
660,Unglück::N,zoritxar,шар
661,Unglück::N,zoritxar,инкек
662,Unglück::N,zorigaitz,шар
663,Unglück::N,zorigaitz,инкек
664,Schuld::N,erru,айӑп
665,Alter::N,adin,ҫул шучӗ
666,Schluss::N,bukaera,пӗтни
667,Schluss::N,bukaera,пӗтмӗш
668,Zeit::N,aldi,вӑхӑт
669,Zeit::N,denbora,вӑхӑт
670,Tag::N,egun,кун
671,Morgen::N,goiz,ир
672,Mittag::N,eguerdi,кӑнтӑрла
673,Abend::N,arrats,каҫ
674,Nacht::N,gau,каҫ
675,Woche::N,aste,эрне
676,Monat::N,hil,уйӑх
677,Jahr::N,urte,ҫулталӑк
678,Frühling::N,udalehen,ҫур
679,Frühling::N,udalehen,ҫуркунне
680,Sommer::N,uda,ҫу
681,Sommer::N,uda,ҫулла
682,Herbst::N,udazken,кӗр
683,Herbst::N,udazken,кӗркунне
684,Herbst::N,neguantz,кӗр
685,Herbst::N,neguantz,кӗркунне
686,Winter::N,negu,хӗл
687,Winter::N,negu,хӗлле
688,Januar::N,urtarril,январь
689,Februar::N,otsail,февраль
690,Februar::N,otsail,кӗҫӗн кӑрлач
691,März::N,martxo,март
692,März::N,martxo,пуш уйӑхӗ
693,April::N,apiril,апрель
694,Mai::N,maiatz,май
695,Juni::N,ekain,июнь
696,Juli::N,uztail,июль
697,August::N,abuztu,август
698,September::N,irail,сентябрь
699,September::N,irail,авӑн уйӑхӗ
700,Oktober::N,urri,октябрь
701,November::N,azaro,ноябрь
702,Dezember::N,abendu,раштав
703,Dezember::N,abendu,декабрь
704,Montag::N,astelehen,тунти кун
705,Dienstag::N,astearte,ытлари кун
706,Mittwoch::N,asteazken,юн кун
707,Donnerstag::N,ostegun,кӗҫнерни кун
708,Freitag::N,ostiral,эрне кун
709,Samstag::N,larunbat,шӑмат кун
710,Sonntag::N,igande,вырсарни кун
711,groß::A,handi,пысӑк
712,klein::A,txiki,пӗчӗк
713,lang::A,luze,вӑрӑм
714,kurz::A,labur,кӗске
715,breit::A,zabal,сарлака
716,schmal::A,mehar,ансӑр
717,dicht::A,sarri,йӑвӑ
718,dicht::A,trinko,йӑвӑ
719,dick[Gegenstand]::A,lodi,хулӑн
720,dünn::A,mehe,ҫинҫе
721,dünn::A,mehe,ҫӳхе
722,fein::A,fin,тарай
723,fein::A,fin,вӗлтӗрти
724,fest::A,tinko,тӗреклӗ
725,flach::A,lau,лаптак
726,flach::A,ordoki,лаптак
