,Concept_ID,xal,ps
80,Schatten::N,сүүдр,سیوری
81,Wetter::N,теңгр,هوا
82,Nebel::N,будн,لړه
83,Wolke::N,үүлн,ورېځ
84,Regen::N,хур,وریا
85,Regen::N,хур,باران
86,Schnee::N,цасн,واوره
87,Eis::N,мөсн,یخ
88,Eis::N,мөсн,کنګل
89,Frost::N,киитн,یخ
90,Kälte::N,киитн,ساړه
91,Hitze::N,халун,تودوخي
92,Raureif::N,цаң,سپینه پرخه
93,Raureif::N,кирү,سپینه پرخه
94,Regenbogen::N,солңһ,بوډۍ ټال
95,Regenbogen::N,солңһ,سره زرغونه
96,Donner::N,оһтрһун дун,تالنده
97,Strömung::N,урсхл,بهېدنه
98,Tropfen::N,дусал,قطره
99,Tropfen::N,дусал,څاڅکی
100,Schaum::N,көөсн,ځګ
101,Schmutz::N,кир,ناپاکي
102,See::N,нур,جهیل
103,Sumpf::N,унул,جبه
104,Moor::N,улм,جبه
105,Wiese::N,хадлһн,چمن
106,Wiese::N,хадлһн,شنېلی
107,Wald::N,ө-модн,ځنګل
108,Hügel::N,толһа,تپه
109,Anhöhe::N,хамр,غونډۍ
110,Berg::N,уул,غ‍‍‍‍‍ر
111,Gipfel::N,ора,څوکه
112,Höhle::N,хадин көндә,کاز
113,Abhang::N,ташу,لمن
114,Quelle::N,булг,چینه
115,Bach::N,һооҗур,واله
116,Fluss::N,һол,سیند
117,Ufer::N,көвә,غاړه
118,Küste::N,көвә,ساحل
119,Küste::N,теңгсин көвә,ساحل
120,Festland::N,хүүрә һазр,وچه
121,Meer::N,теңгс,بحر
122,Meer::N,теңгс,سمندر
123,Bucht::N,цекә,کارۍ
124,Bucht::N,теңгсин цекә,کارۍ
125,Insel::N,арл,ټاپو
126,Insel::N,арл,جزيره
127,Blume::N,цецг,ګل
128,Gras::N,ноһан,واښه
129,Wurzel::N,уңг,ریښه
130,Baum::N,модн,ونه
131,Stamm::N,шилв,ډډ
132,Stamm::N,һол модн,ډډ
133,Rinde::N,көрсн,پوستکی
134,Ast::N,ац,ښاخ
135,Zweig::N,ац,څانګه
136,Blatt::N,хамтхасн,پاڼه
137,Birke::N,хусм модн,توس
138,Kiefer[Baum]::N,шар харһа,نښتر
139,Weide[Baum]::N,удн,وله
140,Tanne::N,җөөлн цаһан модн,ناجو
141,Horn::N,өвр,ښکر
142,Feder::N,өрвлг,بڼکه
143,Fell::N,арсн,پوستکی
144,Flügel::N,җивр,وزر
145,Klaue::N,хумсн,پنجه
146,Klaue::N,хумсн,منګول
147,Kralle::N,тавг,پنجه
148,Kralle::N,тавг,منګول
149,Schwanz::N,сүл,لکۍ
150,Ei::N,өндгн,وۍ
151,Ei::N,өндгн,هګۍ
152,Nest::N,үр,جاله
153,Bau::N,нүкн,کاز
154,Tier::N,мал,ژوی
155,Tier::N,мал,حیوان
156,Herde::N,сүрг мал,رمه
157,Herde::N,сүрг мал,غېله
158,Kuh::N,үкр,غوا
159,Bulle::N,бух,غوئی
160,Pferd::N,мөрн,آس
161,Schaf::N,хөн,پسه
162,Schwein::N,һаха,سرکوزی
163,Hund::N,ноха,سپی
164,Katze::N,мис,پشه
165,Bär::N,аю,خرس
166,Eichhörnchen::N,кермн,خړ لمی
167,Elch::N,хандһа,ګوزن
168,Fuchs::N,арат,سپلم
169,Hase::N,туула,سوی
170,Maus::N,хулһн,مږک
171,Wolf::N,чон,لېوه
172,Vogel::N,шовун,مرغه
173,Schwarm::N,зел,سېل
174,Huhn::N,така,چرګه
175,Hahn::N,эр така,چرګ
176,Gans::N,һалун,بته
177,Adler::N,һәрд,عقاب
178,Ente::N,нуһсн,ایلۍ
179,Eule::N,һурвлһ,ګونګی
180,Kranich::N,тоһрун,کلنګ
181,Krähe::N,шаазһа,کارغه
182,Kuckuck::N,эргин хуцдг,فاخته
183,Schwan::N,хун,قو
184,Fisch::N,заһсн,کب
185,Fisch::N,заһсн,ماهی
186,Barsch::N,шүрг,
187,Hecht::N,цурх,
188,Schlange[Tier]::N,моһа,مار
189,Wurm::N,өтн,چینجی
190,Spinne::N,аралҗн,غڼه
191,Spinne::N,аралҗн,تارکښ
192,Ameise::N,шорһлҗн,مېږی
193,Laus::N,бөөсн,سپږه
194,Mücke::N,бөкүн,ماشی
195,Fliege::N,батхн,مچ
196,Schmetterling::N,эрвәкә,پتنګ
197,Beere::N,бөөлҗрһн,مېوۍ
198,Apfel::N,альмн,مڼه
199,Pilz::N,теңгрин ки,خرېړی
200,Zwiebel::N,мәңгрснә толһа,پیاز
201,Saat::N,буудян экн,تخم
202,Korn::N,экн,تخم
203,Korn::N,экн,دانه
204,Heu::N,өвсн,بوس
205,Heu::N,өвсн,پروړه
206,Schale::N,хальсн,پوستکی
207,Grube::N,нүкн,کنده
208,Falle::N,урх,دام
209,Falle::N,урх,لومه
210,Falle::N,хавх,دام
211,Falle::N,хавх,لومه
212,Schlinge::N,бүтү,کړۍ
213,Spur::N,мөр,نښه
214,Asche::N,үмсн,آس
215,Asche::N,үмсн,ایره
216,Dreck::N,бальчг,ناپاکي
217,Eisen::N,төмр,اوسپنه
218,Gold::N,алтн,سره زر
219,Silber::N,мөңгн,نقره
220,Silber::N,мөңгн,سپین زر
221,Silber::N,цаһан мөңгн,نقره
222,Silber::N,цаһан мөңгн,سپین زر
223,Kohle::N,нүүрсн,سکور
224,Kohle::N,нүүрсн,سکاره
225,Glas::N,шил,ښيښه
226,Lehm::N,шавр,خټه
227,Sand::N,элсн,شګه
228,Mensch::N,күн,انسان
229,Mensch::N,күмн,انسان
230,Mann::N,эр,سړی
231,Mann::N,эр,نارینه
232,Frau::N,күүкд күн,ښځه
233,Kind::N,үрн,بچی
234,Kind::N,үрн,ماشوم
235,Junge::N,көвүн,هلک
236,Mädchen::N,бичкн күүкн,نجلۍ
237,Familie::N,бүл,کورنۍ
238,Großvater::N,өвк эцк,بابا
239,Großvater::N,наһц эцк,بابا
240,Großmutter::N,эмг эк,انا
241,Großmutter::N,наһц эк,انا
242,Eltern::N,эк эцк хойр,مور او پلار
243,Vater::N,эцк,پلار
244,Mutter::N,эк,مور
245,Sohn::N,көвүн,زوی
246,Tochter::N,күүкн,لور
247,Bruder::N,дү көвүн,ورور
248,Schwester::N,эгч,خور
249,Schwester::N,дү күүкн,خور
250,Onkel::N,авһ,تره
251,Onkel::N,авһ,ماما
252,Onkel::N,наһцх,تره
253,Onkel::N,наһцх,ماما
254,Tante::N,наһц эгч,خاله
255,Ehemann::N,залу,مېړه
256,Ehefrau::N,гергн,مېرمن
257,Freude::N,байр,خوشحالي
258,Gelächter::N,инәдн,خندا
259,Glück::N,җирһл,بخت
260,Glück::N,сәәхн җирһл,بخت
261,Kummer::N,зовлң,غم
262,Wunsch::N,дурн,هيله
263,Wunsch::N,дурн,غوښتنه
264,Lust::N,җилвтлһн,شوق
265,Lust::N,җилвтлһн,مینه
266,Geist::N,зөрг,روح
267,Gedanke::N,ухан,فکر
268,Gedächtnis::N,чееҗин тодлвр,یاد
269,Gedächtnis::N,чееҗин тодлвр,حافظه
270,Verstand::N,ухан,عقل
271,Verstand::N,ухан,شعور
272,Sinn::N,учр-утх,معنی
273,Grund::N,учр,علت
274,Grund::N,учр,اساس
275,Grund::N,шалтан,علت
276,Grund::N,шалтан,اساس
277,Wahrheit::N,үнн,حقیقت
278,Gespräch::N,күүндвүр,مرکه
279,Gespräch::N,күүндвүр,خبرې اترې
280,Märchen::N,тууль,افسانه
281,Erzählung::N,келвр,قصه
282,Erzählung::N,келвр,کیسه
283,Nachricht::N,медүллһн,خبر
284,Neuigkeit::N,зәңг,نوی خبر
285,Name::N,нерн,نوم
286,Rätsel::N,тәәлвртә тууль,کیسۍ
287,Rätsel::N,тәәлвртә тууль,چیستان
288,Rede::N,келлһн,وینا
289,Sprache::N,келн,ژبه
290,Stimme::N,дун,غږ
291,Stimme::N,дун,اواز
292,Wort::N,үг,لغت
293,Wort::N,үг,کلمه
294,Zeichen::N,темдг,نښه
295,Zeichen::N,темдг,اشاره
296,Ruf::N,дуудлһн,ږغ
297,Ruf::N,дуудлһн,بلنه
298,Lärm::N,шууган,غالمغال
299,Laut::N,ә,ږغ
300,Ton::N,дун,اواز
301,Lied::N,дун,غزله
302,Lied::N,дун,سندره
303,Ruhe::N,амулң,ارامي
304,Leute::N,әмтн,خلک
305,Volk::N,улс,ولس
306,Arbeit::N,көдлмш,کار
307,Gast::N,гиич,مېلمه
308,Geschenk::N,белг,تحفه
309,Geschenk::N,белг,سوغات
310,Spiel::N,наадн,لوبه
311,Gesellschaft::N,олн,ډله
312,Hilfe::N,нөкд,کومک
313,Hilfe::N,нөкд,مرسته
314,Freund::N,иньг,ملګری
315,Kamerad::N,үр,انډيوال
316,Angelegenheit::N,керг,موضوع
317,Anzahl::N,то,شمېر
318,Anzahl::N,то,تعداد
319,Art::N,зүүл,ډول
320,Stück::N,хусг,ټوټه
321,Teil::N,хүв,برخه
322,Hälfte::N,өрәл,نیم
323,Kreis::N,төгрг,دایره
324,Kreuz::N,кирс,صلیب
325,Linie::N,зурасн,خط
326,Linie::N,зурасн,لیکه
327,Strich::N,татасн,کرښه
328,Abstand::N,зә,فاصله
329,Entfernung::N,һазр,واټن
330,Gegend::N,һазр,سیمه
331,Gegend::N,һазр,منطقه
332,Platz::N,зә,ځای
333,Ort::N,бәәрн,ځای
334,Seite::N,тал,مخ
335,Seite::N,тал,اړخ
336,Seite::N,хаҗу,مخ
337,Seite::N,хаҗу,اړخ
338,Seite::N,хәврһ,مخ
339,Seite::N,хәврһ,اړخ
340,Mitte::N,дунд,وسط
341,Mitte::N,дунд,مینځ
342,Gegenstand::N,юмн,شی
343,Sache::N,юмн,شی
344,Sache::N,юмн,څيز
345,Rand::N,зах,څنډه
346,Rand::N,зах,کناره
347,Kante::N,ирмәг,اړخ
348,Ecke::N,өнцг,ګوټ
349,Spitze::N,үзүр,څوکه
350,Ende::N,үзүр,څوکه
351,Loch::N,хаһрха,سوری
352,Winkel::N,булң,کنج
353,Winkel::N,булң,کوتی
354,Muster::N,намч,نمونه
355,Größe::N,кемҗән,قد
356,Größe::N,кемҗән,لويوالی
357,Länge::N,ут,طول
358,Länge::N,ут,اوږد والی
359,Höhe::N,өндр,جګوالی
360,Gewicht::N,күнд,وزن
361,Gewicht::N,чиңнүр,وزن
362,Menge::N,ик,اندازه
363,Haufen::N,ова,کوټه
364,Reihe::N,зерг,صف
365,Reihe::N,зерг,کتار
366,Reihe::N,зерглән,صف
367,Reihe::N,зерглән,کتار
368,Boot::N,оңһц,قايق
369,Ruder::N,хәәв,چپه
370,Schlitten::N,цан,ښویېدونی
371,Ski::N,лыҗ,سکي
372,Lagerfeuer::N,костёр,اور
373,Last::N,күнд,بار
374,Last::N,күнд,پېټی
375,Gang::N,йовлһн,تګ
376,Schritt::N,ишкм,ګام
377,Norden::N,ар үзг,شمال
378,Süden::N,өмн,سوېل
379,Süden::N,өмн үзг,سوېل
380,Westen::N,барун,لوېدېځ
381,Westen::N,барун үзг,لوېدېځ
382,Osten::N,зүн,شرق
383,Osten::N,зүн,ختیځ
384,Osten::N,зүн үзг,شرق
385,Osten::N,зүн үзг,ختیځ
386,Holz::N,модн,لرګی
387,Brett::N,харһа,تخته
388,Platte::N,хавтха чолун,تخته
389,Stütze::N,тулг,تکیوان
390,Stange::N,уньн,ډاګه
391,Stock::N,модн,لرګی
392,Stab::N,шуург,چيخله
393,Rohr::N,турва,نل
394,Haus::N,гер,کور
395,Heim::N,гер-бул,کور
396,Ofen::N,беш,تودنۍ
397,Fußboden::N,девскр,غولی
398,Tisch::N,ширә,مېز
399,Stuhl::N,стул,چوکۍ
400,Wiege::N,өлгә,زانګو
401,Wiege::N,дүүҗң,زانګو
402,Bett::N,орн,کټ
403,Bett::N,орн,چپرکټ
404,Bett::N,орндг,کټ
405,Bett::N,орндг,چپرکټ
406,Regal::N,таг,تاخچۍ
407,Regal::N,тәвц,تاخچۍ
408,Kiste::N,яршг,صندوق
409,Fenster::N,терз,کړکۍ
410,Tür::N,үүдн,دروازه
411,Tor::N,үүдн,دروازه
412,Tor::N,өргн үүдн,دروازه
413,Tor::N,хашан үүдн,دروازه
414,Zaun::N,хаша,کټاره
415,Dach::N,деевр,بام
416,Leiter::N,шат,زينه
417,Leiter::N,давшур,زينه
418,Besen::N,сәвүр,جارو
419,Spaten::N,күрз,یوم
420,Schaufel::N,совг,بېلچه
421,Gabel::N,серә,پنجه
422,Löffel::N,ухр,کاشوغه
423,Messer::N,утх,چاقو
424,Nagel::N,хадасн,ميخ
425,Netz::N,гөлм,جال
426,Haken::N,дегә,څنګک
427,Griff::N,иш,لاستی
428,Griff::N,бәрүл,لاستی
429,Schloss::N,оньс,کلپ
430,Bild::N,зург,رسم
431,Figur::N,фигур,قدوقامت
432,Puppe::N,наадһа,ګوډۍ
433,Beutel::N,мишг,کڅوړه
434,Bündel::N,багла,دسته
435,Bündel::N,боодһа,دسته
436,Tasche::N,сумк,بکس
437,Tasche::N,сумк,توبره
438,Eimer::N,суулһ,سطل
439,Deckel::N,бүркәсн,سرپوښ
440,Geschirr::N,сав,لوښی
441,Geschirr::N,сав-сарх,لوښی
442,Sack::N,мишг,جوال
443,Tasse::N,ааһ,پیاله
444,Topf::N,кастрюль,دېګی
445,Kessel::N,хәәсн,دېګ
446,Essen::N,зоогллһн,خوراک
447,Nahrung::N,теҗәл,خوراک
448,Speise::N,хот,خواړه
449,Fleisch::N,махн,غوښه
450,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,غله
451,Brei::N,хаш,اوګره
452,Brot::N,өдмг,ډوډۍ
453,Scheibe::N,зүсм,مړۍ
454,Fett::N,өөкн,غوړي
455,Butter::N,тосн,کوچ
456,Öl::N,тосн,تېل
457,Salz::N,давсн,مالګه
458,Suppe::N,шөлн,شوربا
459,Honig::N,бал,شات
460,Milch::N,үсн,شوده
461,Tee::N,цә,چای
462,Leder::N,арсн,څرمن
463,Wolle::N,утцн,پشم
464,Wolle::N,эд,پشم
465,Stoff::N,эд,ټوټه
466,Nadel::N,зүн,ستن
467,Faden::N,утцн,تار
468,Knopf::N,товч,تڼۍ
469,Knopf::N,товч,تکمه
470,Knoten::N,зәңгдә,غوټه
471,Farbe::N,будг,رنګ
472,Kleidung::N,хувцн,کالي
473,Kleidung::N,хувц-хунр,کالي
474,Hemd::N,киилг,کميس
475,Kragen::N,зах,غاړه
476,Ärmel::N,ханцн,لستوڼی
477,Hose::N,шалвур,پطلون
478,Gürtel::N,бүс,کمربند
479,Mütze::N,махла,خولۍ
480,Schuh::N,башмгуд,بوټ
481,Stiefel::N,һосн,موزه
482,Ring::N,билцг,ګوته
483,Band::N,лент,فيته
484,Kamm::N,сам,ګمنځ
485,Spiegel::N,толь,ایینه
486,Spiegel::N,толь,هنداره
487,Riemen::N,бүс,تسمه
488,Schnur::N,деесн,مزی
489,Leine::N,бурнтг,رسۍ
490,Leine::N,нохан көтлвр,رسۍ
491,Decke::N,көнҗл,بړستن
492,Kissen::N,дер,بالښت
493,Tuch::N,альчур,ټیکری
494,Handtuch::N,полотенц,دسمال
495,Handtuch::N,һар-нүүрин альчур,دسمال
496,Kraft::N,күчн,زور
497,Kraft::N,күчн,توان
498,Stärke::N,чидл,قوت
499,Gesundheit::N,эрүл-менд,صحت
500,Gesundheit::N,эрүл-менд,روغتیا
501,Krankheit::N,өвчн,مرض
502,Krankheit::N,өвчн,ناروغي
503,Schmerz::N,өвдлһн,درد
504,Wunde::N,шав,ټپ
505,Wunde::N,шав,زخم
506,Fieber::N,безг,تبه
507,Arznei::N,эм,دوا
508,Arznei::N,эм,دارو
509,Brücke::N,тагт,پول
510,Brunnen::N,худг,څاه
511,Brunnen::N,худг,کوهی
512,Weide::N,малын идг,وله
513,Pfad::N,цувг,تړه
514,Weg::N,хаалһ,لیار
515,Straße::N,зам,سړک
516,Dorf::N,хотн,کلی
517,Stadt::N,балһсн,ښار
518,Brief::N,бичг,لیک
519,Brief::N,бичг,مکتوب
520,Buch::N,дегтр,کتاب
521,Buchstabe::N,үзг,حرف
522,Buchstabe::N,үзг,توری
523,Zeitung::N,газет,اخبار
524,Leben::N,җирһл,ژوند
525,Tod::N,үкл,مرګ
526,Tod::N,үкл,مړینه
527,Tod::N,өңгрлһн,مرګ
528,Tod::N,өңгрлһн,مړینه
529,Grab::N,оршалһна нүкн,قبر
530,Grab::N,оршалһна нүкн,ډورۍ
531,Kirche::N,чонҗ,کلیسا
532,Sünde::N,нүл,ګناه
533,Sünde::N,килнц,ګناه
534,Gott::N,бурхн,خدای
535,Arbeiter::N,көдлмшч,کاریګر
536,Chef::N,толһач,آمر
537,Meister::N,урн,استاد
538,Arzt::N,эмч,طبیب
539,Arzt::N,эмч,ډاکټر
540,Lehrer::N,багш,معلم
541,Lehrer::N,багш,ښوونکی
542,Geld::N,мөңгн,پیسې
543,Geschäft::N,көдлмш,سوداګري
544,Laden::N,лавк,دکان
545,Laden::N,лавк,مغازه
546,Preis::N,үн,بیه
547,Ware::N,эд-тавр,مال
548,Nutzen::N,олз,ګټه
549,Reichtum::N,зөөр,شتمني
550,Welt::N,орчлң,نړۍ
551,Welt::N,орчлң,دنیا
552,Welt::N,делкә,نړۍ
553,Welt::N,делкә,دنیا
554,Land::N,орн-нутг,هېواد
555,Staat::N,государств,دولت
556,König::N,хан,باچا
557,König::N,хан,پادشاه
558,Macht::N,йосн,قدرت
559,Grenze::N,меҗә,حد
560,Grenze::N,меҗә,سرحد
561,Krieg::N,дән,جګړه
562,Feind::N,дәәсн,دښمن
563,Gewalt::N,күч һарһлһн,زور
564,Gewalt::N,күч һарһлһн,تشدد
565,Kampf::N,ноолдан,جنګ
566,Kampf::N,ноолдан,مبارزه
567,Kampf::N,бәрлдлһн,جنګ
568,Kampf::N,бәрлдлһн,مبارزه
569,Bogen[Waffe]::N,саадг,لیندۍ
570,Pfeil::N,сумн,غشی
571,Gewehr::N,бу,ټوپک
572,Fehler::N,алдг,خطا
573,Fehler::N,алдг,غلطي
574,Lüge::N,худл,دروغ
575,Schaden::N,хорлт,زیان
576,Schaden::N,хорлт,تاوان
577,Unglück::N,гүрм,بدبختي
578,Schuld::N,гем,ګناه
579,Schuld::N,буру,ګناه
580,Alter::N,насн,منګ
581,Schluss::N,чилгч,اخر
582,Zeit::N,цаг,وخت
583,Tag::N,өдр,ورځ
584,Morgen::N,өрүн,سبا
585,Morgen::N,өрүн,سهار
586,Mittag::N,үд,غرمه
587,Abend::N,асхн,ماښام
588,Nacht::N,сө,شپه
589,Woche::N,долан хонг,اونۍ
590,Monat::N,сар,مياشت
591,Jahr::N,җил,کال
592,Frühling::N,хавр,پسرلی
593,Sommer::N,зун,دوبی
594,Herbst::N,намр,منی
595,Herbst::N,намр,خزان
596,Winter::N,үвл,ژمی
597,Januar::N,январь,جنوري
598,Februar::N,февраль,فبروري
599,März::N,март,مارچ
600,März::N,моһа сар,مارچ
601,April::N,апрель,اپریل
602,Mai::N,май,مې
603,Juni::N,июнь,جون
604,Juni::N,мөчн сар,جون
605,Juli::N,июль,جولای
606,August::N,август,اګست
607,September::N,һаха сар,سپټامبر
608,Oktober::N,октябрь,اکتوبر
609,November::N,ноябрь,نومبر
610,November::N,үкр сар,نومبر
611,Dezember::N,бар сар,دسمبر
612,Montag::N,понедельник,دوشنبه
613,Dienstag::N,вторник,سه شنبه
614,Mittwoch::N,среда,چارشنبه
615,Mittwoch::N,үлмҗ өдр,چارشنبه
616,Donnerstag::N,четверг,پنجشنبه
617,Donnerstag::N,пүрвә өдр,پنجشنبه
618,Freitag::N,пятниц,جمعه
619,Samstag::N,суббот,خالي
620,Sonntag::N,нарн өдр,یکشنبه
621,Sonntag::N,воскресень,یکشنبه
622,groß::A,ик,لوی
623,klein::A,бичкн,وړوکی
624,lang::A,ут,اوړد
625,kurz::A,оһтр,لنډ
626,breit::A,өргн,پراخه
627,schmal::A,уутьхн,تنګ
628,dicht::A,нигт,ګڼ
629,dick[Gegenstand]::A,зузан,پنډ
630,dünn::A,нимгн,نری
631,fein::A,нәрхн,نازک
632,fest::A,бат,کلک
633,fest::A,бат,ټینګ
634,flach::A,хавтха,هوار
635,glatt::A,тегш,ښوی
636,glatt::A,тиньгр,ښوی
637,hart::A,хату,کلک
638,weich::A,җөөлн,نرم
639,weich::A,җөөлн,پوست
640,weich::A,җөөлкн,نرم
641,weich::A,җөөлкн,پوست
642,rund::A,төгрг,ګرد
643,spitz::A,шовһр,تېره
644,scharf::A,хурц,تېز
645,scharf::A,хурц,تېره
646,stumpf::A,мука,پڅ
647,schwer::A,күнд,دروند
648,schön::A,сәәхн,ښکلی
649,heiß::A,халун,تود
650,warm::A,дулан,تود
651,kalt::A,киитн,ېخ
652,kalt::A,киитн,سوړ
653,kühl::A,серүн,ېخ
654,kühl::A,серүн,سوړ
655,frisch::A,серүн,تازه
656,feucht::A,чиигтә,مرطوب
657,nass::A,чиигтә,لوند
658,trocken::A,хагсу,وچ
659,voll::A,дүүрң,ډک
660,leer::A,сул,خالی
661,leer::A,хоосн,خالی
662,offen::A,секәтә,خلاص
663,offen::A,секәтә,پرانیستی
664,geschlossen::A,хаалһата,تړلی
665,sauber::A,цевр,پاک
666,schmutzig::A,киртә,چټل
667,roh::A,түүкә,خام
668,reif::A,болсн,پوخ
669,reif::A,болсн,رسېدلی
670,lecker::A,әмтәхн,خوندور
671,lecker::A,әмтәхн,مزه دار
672,süß::A,әмтәхн,خوږ
673,süß::A,әмтәхн,شیرین
674,bitter::A,һашун,تریخ
675,bitter::A,һашута,تریخ
676,sauer::A,ишклң,ټاک
677,sauer::A,ишклң,تريو
678,hell::A,герлтә,روڼ
679,hell::A,герлтә,روښان
680,dunkel::A,харңһу,تیاره
681,schwarz::A,хар,تور
682,weiß::A,цаһан,سپين
683,rot::A,улан,سور
684,gelb::A,шар,زېړ
685,blau::A,көк,شین
686,blau::A,көк,اسماني رنګه
687,grün::A,көк,زرغون
688,grau::A,бор,خړ
689,bunt::A,алг,رنګارنګ
690,bunt::A,эрәтә,رنګارنګ
691,billig::A,кимд,ارزان
692,teuer::A,үнтә,ګران
693,wertvoll::A,үнтә,قیمتي
694,wertvoll::A,эрднь,قیمتي
695,blind::A,сохр,ړوند
696,taub::A,дүлә,کوڼ
697,kräftig::A,күчтә,قوی
698,stark::A,чаңһ,قوی
699,stark::A,чаңһ,تکړه
700,schwach::A,күчн тату,ضعیف
701,schwach::A,күчн тату,کمزوری
702,fett::A,тарһн,چاغ
703,schlank::A,эццн,خوش اندام
704,hübsch::A,көркхн,ښکلی
705,hübsch::A,көркхн,ښایسته
706,böse::A,уурта,شریر
707,böse::A,уурта,قهرناک
708,dumm::A,тенг,احمق
709,faul::A,залху,لټ
710,faul::A,залху,تنبل
711,fleißig::A,кинән,زحمت کښ
712,fleißig::A,кинмһә,زحمت کښ
713,geizig::A,ховдг,بخیل
714,klug::A,ухата,عاقل
715,klug::A,ухата,هوښیار
716,geschickt::A,чадмг,ماهر
717,lieb::A,эңкр,عزیز
718,lieb::A,эңкр,محبوب
719,lustig::A,сергмҗтә,خوشحال
720,lustig::A,җирһлтә,خوشحال
721,sanft::A,номһн,پوست
722,sanft::A,номһн,ملایم
723,hungrig::A,өлн,وږی
724,hungrig::A,харһнсн,وږی
725,krank::A,өвчтә,مريض
726,krank::A,өвчтә,ناروغ
727,krank::A,шалтгта,مريض
728,krank::A,шалтгта,ناروغ
729,nackt::A,нүцкн,لوڅ
730,traurig::A,һундлта,غمجن
731,lebendig::A,әмд,ژوندی
732,gut::A,сән,ښه
733,schlecht::A,му,بد
734,schlecht::A,му,خراب
735,richtig::A,зөвтә,سم
736,richtig::A,зөвтә,صحیح
737,schlimm::A,җигшүртә,بد
738,schlimm::A,җигшүртә,مخوف
739,wahr::A,үнн,واقعي
740,wahr::A,мөн,واقعي
741,alt::A,хуучн,زوړ
742,neu::A,шин,نوی
743,ehemalig::A,хуучн,پخوانی
744,alt[Lebewesen]::A,көгшн,زوړ
745,jung::A,баһ,ځوان
746,arm::A,угатя,غریب
747,arm::A,угатя,بې وزله
748,reich::A,байн,شتمن
749,reich::A,байн,دولتمند
750,bekannt::A,таньл,اشنا
751,bekannt::A,таньдг,اشنا
752,berühmt::A,туурсн,مشهور
753,fremd::A,күүнә,پردی
754,fremd::A,күүнә,بېګانه
755,verschieden::A,әдл биш,مختلف
756,verschieden::A,йилһәтә,مختلف
757,nah::A,өөрхн,نژدې
758,fern::A,хол,لیری
759,linker::A,зүн,چپ
760,linker::A,зүн,کیڼ
761,rechter::A,барун,ښی
762,anderer::A,талдан,بل
763,erster::A,негдгч,لومړی
764,zweiter::A,хойрдгч,دوهم
765,dritter::A,һурвдгч,درېم
766,letzter::A,отхн,آخرنی
767,letzter::A,отхн,وروستی
768,allein::ADV,һанцарн,یوازې
769,auf einmal::ADV,нег дәкҗ,په یوه وخت کی
