,Concept_ID,be,mrj
756,dort::ADV,там,тӹштӹ
757,dorthin::ADV,туды,тӹшкӹ
758,dorthin::ADV,туды,тӹшкӹлӓ
759,geradeaus::ADV,прама,вик
760,geradeaus::ADV,прама,тура
761,vorwärts::ADV,наперад,анзыкы
762,rückwärts::ADV,назад,мӹнгеш
763,zurück::ADV,назад,мӹнгеш
764,unten::ADV,унізе,ӱлнӹ
765,unten::ADV,унізе,лӹвӓлнӹ
766,hinab::ADV,уніз,ӱлӹкӹ
767,hinab::ADV,уніз,лӹвӓкӹ
768,oben::ADV,угары,вӹлнӹ
769,oben::ADV,наверсе,вӹлнӹ
770,hinauf::ADV,угару,кӱшкӹлӓ
771,hinauf::ADV,угару,кӱш
772,überall::ADV,усюды,йӹлт
773,überall::ADV,усюды,цилӓ вӓре
774,nicht::ADV,не,уке
775,ein wenig::ADV,трошкі,изиш
776,ein wenig::ADV,трошкі,иклаштык
777,kaum::ADV,ледзьве,цылик
778,kaum::ADV,ледзьве,чучок-чучок
779,sehr::ADV,вельмі,чоте
780,so::ADV,так,тенге
781,so::ADV,так,тенгелӓ
782,noch::ADV,яшчэ,мол
783,noch::ADV,яшчэ,моло
784,nur::ADV,толькі,веле
785,schon::ADV,ужо,уже
786,schon::ADV,ужо,ӹнде
787,wieder::ADV,зноў,уэш
788,vergebens::ADV,дарма,зря
789,vergebens::ADV,дарма,ӹзрӓ
790,vergebens::ADV,дарма,ӹзӹрӓ
791,vergebens::ADV,дарэмна,зря
792,vergebens::ADV,дарэмна,ӹзрӓ
793,vergebens::ADV,дарэмна,ӹзӹрӓ
794,vor::PRP,перад,анзыц
795,vor::PRP,перад,анзыцын
796,hinter::PRP,за,шайылан
797,hinter::PRP,за,шайылный
798,hinter::PRP,ззаду,шайылан
799,hinter::PRP,ззаду,шайылный
800,unter::PRP,пад,лӹвӓкӹ
801,durch::PRP,праз,вашт
802,neben::PRP,каля,сага
803,zwischen::PRP,між,лош
804,zwischen::PRP,між,лошкы
805,zwischen::PRP,паміж,лош
806,zwischen::PRP,паміж,лошкы
807,wegen::PRP,з-за,мычыц
808,dies::PRN,гэта,тидӹ
809,dies::PRN,гэта,ти
810,das::PRN,тое,тидӹ
811,das::PRN,тое,ти
812,alles::PRN,усё,цилӓ
813,ich::PRN,я,мый
814,du::PRN,ты,тӹнь
815,er::PRN,ён,тӹдӹ
816,wir::PRN,мы,мӓ
817,ihr::PRN,вы,вӓ
818,sie::PRN,яны,нӹнӹ
819,was::FPRN,што,ма
820,wer::FPRN,хто,кӱ
821,wo::FADV,дзе,кышан
822,wo::FADV,дзе,кыштакен
823,wohin::FADV,куды,кышкы
824,wie::FADV,як,кыце
825,warum::FADV,чаму,малын
826,wieviel::FNUM,колькі,кынар
827,wieviel::FNUM,колькі,кынары
828,wieviel::FNUM,колькі,кынаркы
829,eins::NUM,адзін,иктӹ
830,eins::NUM,адзін,иктӹт
831,zwei::NUM,два,кок
832,zwei::NUM,два,кокты
833,drei::NUM,тры,кым
834,drei::NUM,тры,кымыт
835,vier::NUM,чатыры,нӹл
836,fünf::NUM,пяць,вӹц
837,sechs::NUM,шесць,куд
838,sechs::NUM,шесць,кудытмозн
839,sieben::NUM,сем,шӹм
840,sieben::NUM,сем,шӹмӹт
841,acht::NUM,восем,кӓндӓкш
842,acht::NUM,восем,кӓндӓкшӹ
843,neun::NUM,дзевяць,ӹндекшшӱдӹ
844,zehn::NUM,дзесяць,лу
845,elf::NUM,адзінаццаць,луатик
846,elf::NUM,адзінаццаць,луатиктӹ
847,zwölf::NUM,дванаццаць,луаткок
848,zwölf::NUM,дванаццаць,луаткокты
849,zwanzig::NUM,дваццаць,коклы
850,dreißig::NUM,трыццаць,кымлы
851,vierzig::NUM,сорак,нӹллӹ
852,fünfzig::NUM,пядзесят,вӹцлӹ
853,sechzig::NUM,шесдзесят,кудлу
854,siebzig::NUM,семдзесят,шӹмлу
855,achtzig::NUM,восемдзесят,кӓндӓкшлу
856,neunzig::NUM,дзевяноста,ӹндекшлу
857,hundert::NUM,сто,шӱдӹ
858,tausend::NUM,тысяча,тӹжем
859,und::CNJ,і,дöн
860,und::CNJ,ды,дöн
861,oder::CNJ,або,льывы
862,stehen::V,стаяць,шалшаг
863,sitzen::V,сядзець,шӹнзӓш
864,liegen::V,ляжаць,киӓш
865,hängen::V,вісець,кечӓш
866,werden::V,стаць,шагалаш
867,werden::V,зрабіцца,шагалаш
868,passieren::V,трапіцца,ӹштӓ́лтӓш
869,beginnen::V,пачацца,тӹнгӓлӓлтӓш
870,enden::V,кончыцца,пӹтӓш
871,wechseln::V,мяняцца,весемӓш
872,wechseln::V,мяняцца,весемӓлтӓш
873,aufgehen[Sonne]::V,узысці,авараш
874,untergehen[Sonne]::V,зайсці,шӹ́нзӓш
875,scheinen[Sonne]::V,свяціць,сотемдӓрӓш
876,donnern::V,грымець,хӹдӹртӓш
877,wehen::V,дзьмуць,ӹфӹлӓш
878,strömen::V,ліцца,йогащ
879,fließen::V,цячы,йогащ
880,sich drehen::V,круціцца,пöрдӓш
881,sich drehen::V,варочацца,пöрдӓш
882,schwanken::V,хістацца,лыпшалташ
883,schwingen::V,гайдацца,кӓчӓйӓш
884,schwingen::V,калыхацца,кӓчӓйӓш
885,fallen::V,падаць,кенвазаш
886,fallen::V,падаць,шынгалташ
887,brennen::V,гарэць,йылаш
888,rauchen::V,дымець,шыпшаш
889,regnen::V,дажджыць,юраш
890,gefrieren::V,замерзнуць,гӓш
891,gefrieren::V,замерзнуць,кӹлмаш
892,tauen::V,раставаць,шылаш
893,schmelzen::V,плавіцца,шӹрӓнӓш
894,trocknen::V,сохнуць,кошкаш
895,sieden::V,кіпець,шолаш
896,faulen::V,гнісці,шӱӓш
897,verfaulen::V,згнісці,йӓнгӓрӓлтӓш
898,reißen::V,ірвацца,кышкедӓлтӓш
899,versinken::V,тануць,ва́лаш
900,vergehen::V,праходзіць,эртӓш
901,erscheinen::V,зʼявіцца,каяш
902,verschwinden::V,знікнуць,ямаш
903,sinken::V,спадаць,пычаш
904,abnehmen::V,паменшыцца,чӹдемӓш
905,abnehmen::V,паменшыцца,кöтӹргӓш
906,zunehmen::V,павялічвацца,когоэмӓш
907,steigen::V,паднімацца,лӱлта́лташ
908,wachsen::V,расці,кушкаш
909,glänzen::V,блішчаць,йӹлгӹжӓш
910,funkeln::V,бліскаць,валгалташ
911,lärmen::V,шумець,юкланаш
912,läuten::V,званіць,цоргаш
913,klingeln::V,званіць,цоргаш
914,klirren::V,бразгаць,цонгырталгаш
915,brausen::V,бушаваць,ышдымыла́наш
916,rauschen::V,шастаць,шу́жгаш
917,klingen::V,гучаць,йо́нгаш
918,bellen::V,брахаць,опташ
919,heulen::V,выць,урмыжаш
920,blasen::V,дзьмухнуць,ӹфӹлӓш
921,pfeifen::V,свістаць,ши́шкаш
922,schreien::V,крычаць,уташ
923,schreien::V,крычаць,саслаш
924,schreien::V,крычаць,варгынзаш
925,stöhnen::V,стагнаць,ӹнгӹрӓш
926,zittern::V,дрыжаць,цӹтӹрӓш
927,leben::V,жыць,ӹлӓш
928,geboren werden::V,нарадзіцца,шачаш
929,atmen::V,дыхаць,шӱлӓш
930,trinken::V,піць,йӱӓш
931,essen::V,есці,качкаш
932,schlucken::V,глытаць,нелӓш
933,müde werden::V,стаміцца,янгылаш
934,einschlafen::V,заснуць,амален кеӓш
935,schlafen::V,спаць,амалаш
936,aufwachen::V,рассыпацца,понгыжалташ
937,aufstehen::V,устаць,кӹньӹл шагалаш
938,sich erholen::V,адпачываць,кӓнаш
939,krank werden::V,захварэць,церлӓнен вазаш
940,krank sein::V,хварэць,церлӓнӓш
941,krank sein::V,хварэць,ясланаш
942,krank sein::V,хварэць,ясыланаш
943,schmerzen::V,балець,каршташ
944,husten::V,кашляць,кахыраш
945,genesen::V,паправіцца,паремӓш
946,genesen::V,паправіцца,тöрлӓнӓш
947,genesen::V,паздаравець,паремӓш
948,genesen::V,паздаравець,тöрлӓнӓш
949,sterben::V,памерці,вазын колаш
950,umkommen::V,загінуць,пӹтӓш
951,sich bewegen::V,рухацца,кашташ
952,sich rühren::V,варушыцца,тӓрвӓнӓш
953,sich erheben::V,устаць,кӹньӹлӓш
954,sich setzen::V,сесці,шӹнзӓш
955,hinfallen::V,упасці,кенвазаш
956,hinfallen::V,упасці,шынгалташ
957,laufen::V,хадзіць,кашташ
958,schreiten::V,шагаць,ашкедӓш
959,schreiten::V,крочыць,ашкедӓш
960,spazierengehen::V,гуляць,мадын кашташ
961,eilen::V,спяшацца,вӓшкӓш
962,sich beeilen::V,спяшацца,вӓшкӓш
963,sich beeilen::V,спяшацца,талашаш
964,sausen::V,імчацца,хойхаланаш
965,sausen::V,імчацца,хояш
966,rennen::V,бегаць,кыргыжаш
967,springen::V,скакаць,тӹршештӓш
968,klettern::V,лазіць,ку́заш
969,schaukeln::V,гайдацца,лыпшалташ
970,kriechen::V,поўзаць,авалянаш
971,kriechen::V,поўзаць,ньыжиклӓш
972,schwimmen::V,плаваць,илӓш
973,tauchen::V,ныраць,цымаш
974,rudern::V,веславаць,шуалташ
975,fahren::V,ехаць,кеӓш
976,fliegen::V,лятаць,чонгештӓш
977,gehen::V,ісці,кеӓш
978,weggehen::V,пайсці,кеӓш
979,abfahren::V,адʼяжджаць,кеӓш
980,anhalten::V,спыніцца,цӓрнӓш
981,anhalten::V,затрымацца,цӓрнӓш
982,hineingehen::V,уваходзіць,пыраш
983,eintreten::V,увайсці,пыраш
984,kommen::V,прыйсці,толаш
985,ankommen::V,прыбыць,шоаш
986,zurückkommen::V,вярнуцца,пöртӹлӓш
987,bleiben::V,застацца,кодаш
988,warten::V,чакаць,вычаш
989,erwarten::V,чакаць,вычаш
990,suchen::V,шукаць,кӹчӓлӓш
991,finden::V,знайсці,моаш
992,versuchen::V,прабаваць,путаяш
993,versuchen::V,прабаваць,цацаш
994,vorbereiten::V,падрыхтаваць,поспейӹктӓш
995,lieben::V,кахаць,яраташ
996,mögen::V,любіць,яраташ
997,lachen::V,смяяцца,ваштылаш
998,rühren::V,расчуліць,тӓрвӓтӓш
999,weinen::V,плакаць,мӓгӹрӓш
1000,schimpfen::V,лаяцца,свырседӓлӓш
1001,sich ärgern::V,сердаваць,шӹдешкӓш
1002,sich fürchten::V,баяцца,лӱдӓш
1003,fürchten::V,баяцца,лӱдӓш
1004,fliehen::V,уцякаць,кыргыжаш
1005,flüchten::V,уцячы,кыргыж шӹлӓш
1006,sehen::V,бачыць,ужаш
1007,anschauen::V,паглядзець,анжалаш
1008,ansehen::V,глядзець,анжаш
1009,hören::V,чуць,колаш
1010,zuhören::V,слухаць,колышташ
1011,probieren::V,каштаваць,тотештӓш
1012,probieren::V,каштаваць,подыл анжаш
1013,riechen::V,нюхаць,ӱпшӹнзӓш
1014,fühlen::V,адчуваць,шижӓш
1015,scheinen::V,здавацца,каяш
1016,zu sehen sein::V,віднецца,каяш
1017,vernehmen::V,пачуць,колын колташ
1018,frieren::V,мёрзнуць,кӹлмаш
1019,frieren::V,мёрзнуць,тӹнгӹргӓш
1020,tun::V,рабіць,ӹштӓш
1021,können::V,умець,кердӓш
1022,wollen::V,хацець,жалаяш
1023,anfangen::V,пачаць,тӹнгӓлӓш
1024,beenden::V,закончыць,пӹтӓрӓш
1025,aufhören::V,перастаць,цӓрнӓш
1026,gelingen::V,удацца,цӓш лиӓш
1027,geraten::V,аказацца,лиӓш
1028,öffnen::V,адчыніць,пачаш
1029,schließen::V,зачыніць,чӱчӓш
1030,stellen::V,паставіць,шӹндӓш
1031,setzen::V,пасадзіць,шӹндӓш
1032,legen::V,класці,опташ
1033,legen::V,класці,пиштӓш
1034,berühren::V,чапаць,тӹкӓлӓш
1035,verbinden::V,звязаць,пидӓш
1036,bedecken::V,накрыць,леведӓш
1037,aufhängen::V,павесіць,сӓкӓш
1038,anzünden::V,запаліць,чӱктӓш
1039,aufheben::V,падняць,кузыкташ
1040,zurücklassen::V,пакінуць,кодаш
1041,verlieren::V,згубіць,ямдаш
1042,fallen lassen::V,упусціць,кенвацтараш
1043,machen::V,зрабіць,ӹштӓш
1044,herstellen::V,вырабіць,йӓмдӹлӓш
1045,bauen::V,будаваць,ӹштӓш
1046,reparieren::V,правіць,чиняш
1047,reparieren::V,правіць,алалаш
1048,verbessern::V,палепшыць,яжоэмден шӹндӓш
1049,ändern::V,змяніць,вашталташ
1050,graben::V,капаць,капаяш
1051,beugen::V,сагнуць,лывырташ
1052,beugen::V,сагнуць,каклярташ
1053,biegen::V,пагнуць,лывырташ
1054,drehen::V,вярцець,сӓрӓш
1055,drehen::V,вярцець,сӓрӹкӓлӓш
1056,wenden::V,павярнуць,сӓрӓлӓш
1057,umdrehen::V,перавярнуць,сӓрӓлӓш
1058,heben::V,падымаць,лӱктӓш
1059,hochheben::V,падняць,кузыкташ
1060,ergreifen::V,схапіць,хватяш
1061,ergreifen::V,схваціць,хватяш
1062,halten::V,трымаць,кычаш
1063,drücken::V,націскаць,темдӓш
1064,schieben::V,пхаць,шӹкӓш
1065,schieben::V,штурхаць,шӹкӓш
1066,kratzen::V,скрэбці,нӹжӓш
1067,lecken::V,лізаць,нылаш
1068,beißen::V,кусаць,пыралаш
1069,abreißen::V,адарваць,кӹрӓш
1070,abreißen::V,адарваць,кышкед нӓлӓш
1071,abschneiden::V,адрэзаць,шулаш
1072,abschneiden::V,адрэзаць,лаштыклаш
1073,binden::V,вязаць,пидӓш
1074,stecken::V,уваткнуць,шыралаш
1075,brechen::V,зламаць,тодылаш
1076,brechen::V,зламаць,пыдырташ
1077,klopfen::V,стукаць,рушткаш
1078,hauen::V,біць,шелӹштӓш
1079,kleben::V,клеіць,клейӓш
1080,reiben::V,церці,нӹжӓш
1081,streichen::V,намазаць,шӹрӓш
1082,schleifen::V,тачыць,шымаш
1083,schneiden::V,рэзаць,пӹчкӓш
1084,rütteln::V,хістаць,мыльгыкташ
1085,schütteln::V,трэсці,цӹтӹртӓш
1086,schütteln::V,трэсці,мыльгыкташ
1087,schwenken::V,махаць,машыяш
1088,schütten::V,наліць,опталаш
1089,füllen::V,напоўніць,темӓш
1090,einwickeln::V,загарнуць,пӹтӹрӓ́лӓш
1091,tragen::V,несці,намалаш
1092,schleppen::V,цягнуць,шӹдӹрӓш
1093,ziehen::V,цягнуць,шыпшаш
1094,aufbewahren::V,захоўваць,перегӓш
1095,werfen::V,кідаць,кӹшкӓш
1096,fangen::V,лавіць,кычаш
1097,packen::V,схапіць,хватяш
1098,packen::V,схваціць,хватяш
1099,verstecken::V,схаваць,шӹлтӓш
1100,teilen::V,раздзяліць,пайылаш
1101,schicken::V,пасылаць,колташ
1102,bringen::V,прынесці,кандаш
1103,hinzufügen::V,дабавіць,
1104,bekommen::V,дастаць,лыкташ
1105,erhalten::V,атрымаць,получаяш
1106,nehmen::V,ўзяць,налаш
1107,wählen::V,выбраць,айыраш
1108,auswählen::V,адабраць,айыраш
1109,bewahren::V,захаваць,перегӓш
1110,behindern::V,перашкаджаць,мешӓйӓш
1111,verderben::V,сапсаваць,портяш
1112,beschädigen::V,пашкодзіць,шушырташ
1113,zerbrechen::V,разбіць,пыдырташ
1114,zerreißen::V,разадраць,кӹрӓш
1115,zerstören::V,разбурыць,шӓлӓтӓш
1116,verbrennen::V,спаліць,йылаташ
1117,verbrennen::V,спаліць,йылалташ
1118,geben::V,даць,пуаш
1119,reichen::V,перадаць,пуаш
1120,schenken::V,дарыць,подараш
1121,versprechen::V,абяцаць,сöрӓш
1122,wünschen::V,жадаць,жалаяш
1123,loben::V,хваліць,хваляш
1124,küssen::V,цалаваць,шышшалаш
1125,wiegen::V,гушкаць,лӱнгӓлтӓш
1126,wiegen::V,калыхаць,лӱнгӓлтӓш
1127,zudecken::V,накрыць,пиштӓш
1128,wecken::V,пабудзіць,понгыжалтараш
1129,zeigen::V,паказаць,анжыкташ
1130,führen::V,весці,видӓш
1131,lehren::V,вучыць,тымдаш
1132,unterrichten::V,выкладаць,тымдаш
1133,aufziehen::V,выхаваць,кушташ
1134,leiten::V,кіраваць,видӓш
1135,leiten::V,кіраваць,вуйлаташ
1136,leiten::V,кіраваць,вуйлалташ
1137,antreiben::V,падганяць,талаштараш
1138,lassen::V,прымусіць,-ыкт
1139,einladen::V,запрасіць,ӱжӓш
1140,vereinigen::V,абʼяднаць,иктештӓш
1141,besuchen::V,наведаць,толаш
1142,treffen::V,сустрэць,вӓшлиӓш
1143,treffen::V,сустрэць,вӓшлиӓлтӓш
1144,sich versammeln::V,сабрацца,цымыргаш
1145,spielen::V,гуляць,мадаш
1146,singen::V,пець,мыраш
1147,singen::V,спяваць,мыраш
1148,tanzen::V,танцаваць,кушташ
1149,sich trennen::V,расстацца,айырлаш
1150,verlassen::V,пакінуць,шуаш
1151,retten::V,выратаваць,ытараш
1152,bewachen::V,ахоўваць,оролаш
1153,schützen::V,уберагаць,перегӓш
1154,verteidigen::V,абараніць,перегӓш
1155,sich schlagen::V,біцца,шидӓлӓш
1156,sich schlagen::V,біцца,шиэдӓлӓш
1157,sich schlagen::V,драцца,шидӓлӓш
1158,sich schlagen::V,драцца,шиэдӓлӓш
1159,schießen::V,страляць,лӱӓш
1160,siegen::V,перамагчы,сӹнгӓш
1161,ärgern::V,злаваць,шӹдештӓрӓш
1162,schlagen::V,ударыць,пӓрен колташ
1163,schlagen::V,ударыць,хӹрӹктен колташ
1164,treten::V,штурхаць,чымаш
1165,stechen::V,укалоць,пышкылаш
1166,stoßen::V,папхнуць,шыркедӓш
1167,stehlen::V,украсці,шолышт толаш
1168,stören::V,перашкодзіць,ӓрештӹлӓш
1169,belästigen::V,дакучаць,кӓньӹсӹрлӓндӓрӓш
1170,belästigen::V,дакучаць,шытырланыкташ
1171,verbergen::V,скрыць,шӹлтӓш
1172,verbergen::V,схаваць,шӹлтӓш
1173,täuschen::V,падмануць,алталаш
1174,täuschen::V,падмануць,аталаш
1175,betrügen::V,змахляваць,мошеньӹчӓйӓш
1176,töten::V,забіць,пуштын шуаш
1177,wohnen::V,жыць,ӹлӓш
1178,arbeiten::V,працаваць,пӓшӓлӓш
1179,arbeiten::V,працаваць,ровотаяш
1180,sammeln::V,сабраць,погаш
1181,pflücken::V,зрываць,кӹрӓш
1182,jagen::V,паляваць,охотничӓйӓш
1183,fischen::V,рыбачыць,кол кычаш
1184,fassen::V,злавіць,кычаш
1185,hüten::V,пасвіць,кӹтӓш
1186,treiben::V,гнаць,шуруяш
1187,anbinden::V,прывязаць,ялшташ
1188,anbinden::V,прывязаць,ялышташ
1189,füttern::V,карміць,пукшаш
1190,melken::V,даіць,шыпшылаш
1191,hacken::V,сячы,роаш
1192,gießen::V,паліць,шӓвӓш
1193,reifen::V,паспець,кӱӓш
1194,reifen::V,паспець,поспейӓш
1195,zubereiten::V,зварыць,йӓмдӹлӓш
1196,zubereiten::V,згатаваць,йӓмдӹлӓш
1197,kochen::V,варыць,шолташ
1198,backen::V,пячы,кӱктӓш
1199,braten::V,смажыць,жӓрӓш
1200,umrühren::V,перамяшаць,намалаш
1201,stricken::V,вязаць,пидӓш
1202,nähen::V,шыць,ыргаш
1203,färben::V,пафарбаваць,пидӓш
1204,reinigen::V,ачысціць,чиӓлтӓш
1205,waschen::V,мыць,мышкаш
1206,abwischen::V,выцерці,ӹштӓш
1207,spülen::V,паласкаць,шӱӓлтӓш
1208,fegen::V,падмятаць,ӹштӓш
1209,kehren::V,месці,ӹштӓш
1210,baden::V,купацца,нӱштӹлӓш
1211,sich waschen::V,мыцца,мышкылташ
1212,ausziehen::V,зняць,кыдашаш
1213,anziehen::V,надзець,чиӓш
1214,sich anziehen::V,адзецца,чиӓш
1215,kämmen::V,прычасаць,шерӓш
1216,schmücken::V,аздобіць,цеверемдӓш
1217,sagen::V,сказаць,манаш
1218,sagen::V,сказаць,келесӓш
1219,sprechen::V,гаварыць,манаш
1220,reden::V,размаўляць,шайышташ
1221,sich unterhalten::V,гутарыць,хытыраш
1222,sich unterhalten::V,гутарыць,хытыргаш
1223,fragen::V,спытаць,ядаш
1224,bitten::V,прасіць,ядаш
1225,erzählen::V,расказаць,келесӓш
1226,mitteilen::V,паведаміць,попаш
1227,mitteilen::V,паведаміць,увертӓш
1228,mitteilen::V,паведаміць,увертӓрӓш
1229,nennen::V,назваць,лӹмдӓш
1230,rufen::V,зваць,ӱжӓш
1231,prahlen::V,хваліцца,хайзаш
1232,prahlen::V,хваліцца,шаргаланаш
1233,übersetzen::V,перакласці,вашташ
1234,denken::V,думаць,машанаш
1235,glauben::V,верыць,ӹнянӓш
1236,bemerken::V,заўважыць,цаклаш
1237,erkennen::V,пазнаць,пӓлӓш
1238,begreifen::V,спасцігнуць,ынгылаш
1239,verstehen::V,пачуць,ынгылаш
1240,lernen::V,вучыцца,тыменяш
1241,wissen::V,знаць,пӓлӓш
1242,sich erinnern an::V,памятаць,ышештӓрӓш
1243,vergessen::V,забыць,монден кодаш
1244,messen::V,мераць,висӓш
1245,zählen::V,лічыць,шотаяш
1246,rechnen::V,лічыць,шотаяш
1247,lesen::V,чытаць,лыдаш
1248,malen::V,маляваць,рисуяш
1249,zeichnen::V,рысаваць,ыдырка́лаш
1250,schreiben::V,пісаць,вазаш
1251,besitzen::V,мець,кы́чаш
1252,kaufen::V,купіць,нӓлӓш
1253,verkaufen::V,прадаць,выжалаш
1254,bezahlen::V,заплаціць,тӱлӓш
1255,zahlen::V,плаціць,тӱлӓш
1256,beherrschen::V,уладаць,кы́чаш
1257,beherrschen::V,валодаць,кы́чаш
1258,ertragen::V,выцерпець,цӹтӓш
