,Concept_ID,zh,fr
504,Arzt::N,医生,médecin
505,Lehrer::N,教师,professeur
506,Lehrer::N,教师,instituteur
507,Geld::N,钱,argent
508,Geschäft::N,交易,affaire
509,Geschäft::N,交易,commerce
510,Laden::N,商店,magasin
511,Laden::N,商店,boutique
512,Preis::N,价格,prix
513,Ware::N,商品,marchandise
514,Nutzen::N,好处,profit
515,Reichtum::N,财富,richesse
516,Welt::N,世界,monde
517,Land::N,国家,pays
518,Staat::N,国家,État
519,König::N,国王,roi
520,Macht::N,权力,pouvoir
521,Macht::N,权力,puissance
522,Grenze::N,边界,frontière
523,Krieg::N,战争,guerre
524,Feind::N,敌人,ennemi
525,Gewalt::N,暴力,violence
526,Kampf::N,战斗,lutte
527,Kampf::N,战斗,combat
528,Bogen[Waffe]::N,弓,arc
529,Pfeil::N,箭,flèche
530,Gewehr::N,枪,fusil
531,Fehler::N,错误,faute
532,Fehler::N,错误,erreur
533,Lüge::N,谎话,mensonge
534,Schaden::N,损失,dégât
535,Schaden::N,损失,dommage
536,Unglück::N,不幸,malheur
537,Schuld::N,过错,faute
538,Schuld::N,过错,culpabilité
539,Alter::N,年龄,âge
540,Schluss::N,结束,fin
541,Zeit::N,时间,temps
542,Tag::N,天,jour
543,Tag::N,天,journée
544,Morgen::N,早晨,matin
545,Morgen::N,早晨,matinée
546,Mittag::N,中午,midi
547,Abend::N,晚上,soir
548,Abend::N,晚上,soirée
549,Nacht::N,夜,nuit
550,Woche::N,星期,semaine
551,Monat::N,月,mois
552,Jahr::N,年,an
553,Jahr::N,年,année
554,Frühling::N,春天,printemps
555,Sommer::N,夏天,été
556,Herbst::N,秋天,automne
557,Winter::N,冬天,hiver
558,Januar::N,一月,janvier
559,Februar::N,二月,février
560,März::N,三月,mars
561,April::N,四月,avril
562,Mai::N,五月,mai
563,Juni::N,六月,juin
564,Juli::N,七月,juillet
565,August::N,八月,août
566,September::N,九月,septembre
567,Oktober::N,十月,octobre
568,November::N,十一月,novembre
569,Dezember::N,十二月,décembre
570,Montag::N,星期一,lundi
571,Dienstag::N,星期二,mardi
572,Mittwoch::N,星期三,mercredi
573,Donnerstag::N,星期四,jeudi
574,Freitag::N,星期五,vendredi
575,Samstag::N,星期六,samedi
576,Sonntag::N,星期日,dimanche
577,groß::A,大,grand
578,klein::A,小,petit
579,lang::A,长,long
580,kurz::A,短,court
581,breit::A,宽,large
582,schmal::A,细长的,étroit
583,dicht::A,密,dense
584,dick[Gegenstand]::A,厚,épais
585,dünn::A,薄,mince
586,fein::A,细小,fin
587,fein::A,细小,menu
588,fest::A,固体,ferme
589,fest::A,固体,solide
590,flach::A,平坦,plat
591,glatt::A,光滑,poli
592,glatt::A,光滑,lisse
593,hart::A,硬,dur
594,weich::A,软,mou
595,rund::A,圆,rond
596,spitz::A,尖,aigu
597,spitz::A,尖,pointu
598,scharf::A,锋利,tranchant
599,stumpf::A,钝,mousse
600,stumpf::A,钝,émoussé
601,schwer::A,重,lourd
602,schwer::A,重,pesant
603,schön::A,美丽,beau
604,heiß::A,烫,chaud
605,heiß::A,烫,très chaud
606,warm::A,暖和,chaud
607,kalt::A,冷,froid
608,kühl::A,凉,frais
609,frisch::A,新鲜,frais
610,feucht::A,潮湿,humide
611,nass::A,湿,mouillé
612,trocken::A,干,sec
613,voll::A,满,plein
614,voll::A,满,rempli
615,leer::A,空,vide
616,offen::A,敞开,ouvert
617,geschlossen::A,关闭,clos
618,geschlossen::A,关闭,fermé
619,sauber::A,干净,net
620,sauber::A,干净,propre
621,schmutzig::A,肮脏,sale
622,schmutzig::A,肮脏,crasseux
623,roh::A,生,cru
624,roh::A,生,brut
625,reif::A,成熟,mûr
626,lecker::A,好吃,délicieux
627,lecker::A,好吃,appétissant
628,süß::A,甜,doux
629,bitter::A,苦,amer
630,sauer::A,酸,aigre
631,hell::A,亮,clair
632,dunkel::A,阴暗,sombre
633,schwarz::A,黑,noir
634,weiß::A,白,blanc
635,rot::A,红,rouge
636,gelb::A,黄,jaune
637,blau::A,蓝,bleu
638,grün::A,绿,vert
639,grau::A,灰色,gris
640,bunt::A,五彩,multicolore
641,billig::A,便宜,bon marché
642,teuer::A,贵,cher
643,wertvoll::A,贵重,précieux
644,blind::A,瞎,aveugle
645,taub::A,聋,sourd
646,kräftig::A,强壮,fort
647,kräftig::A,强壮,vigoureux
648,stark::A,强壮,fort
649,stark::A,强壮,puissant
650,schwach::A,弱,faible
651,fett::A,胖,gras
652,schlank::A,苗条,svelte
653,hübsch::A,漂亮,joli
654,böse::A,邪恶,mauvais
655,dumm::A,笨,sot
656,dumm::A,笨,bête
657,faul::A,懒惰,fainéant
658,faul::A,懒惰,paresseux
659,fleißig::A,勤奋,appliqué
660,geizig::A,吝啬,avare
661,klug::A,聪明,intelligent
662,geschickt::A,灵巧,habile
663,lieb::A,可爱,cher
664,lieb::A,可爱,gentil
665,lustig::A,快乐,gai
666,lustig::A,快乐,joyeux
667,sanft::A,柔和,doux
668,hungrig::A,饥饿,affamé
669,krank::A,患病,malade
670,nackt::A,裸体,nu
671,traurig::A,悲哀,triste
672,lebendig::A,活,vivant
673,gut::A,好,bon
674,schlecht::A,坏,mauvais
675,richtig::A,正确,juste
676,richtig::A,正确,correct
677,schlimm::A,糟糕,grave
678,schlimm::A,糟糕,mauvais
679,wahr::A,真,vrai
680,wahr::A,真,véritable
681,alt::A,旧,vieux
682,neu::A,新,neuf
683,neu::A,新,nouveau
684,ehemalig::A,以前,ancien
685,alt[Lebewesen]::A,老,âgé
686,alt[Lebewesen]::A,老,vieux
687,jung::A,年轻,jeune
688,arm::A,贫穷,pauvre
689,reich::A,富裕,riche
690,bekannt::A,出名,connu
691,berühmt::A,著名,fameux
692,berühmt::A,著名,célèbre
693,fremd::A,陌生,étranger
694,verschieden::A,不同,différent
695,nah::A,近,lié
696,nah::A,近,proche
697,fern::A,遥远,éloigné
698,fern::A,遥远,lointain
699,linker::A,左,gauche
700,rechter::A,右,droit
701,anderer::A,别的,autre
702,erster::A,第一,premier
703,zweiter::A,第二,second
704,zweiter::A,第二,deuxième
705,dritter::A,第三,troisième
706,letzter::A,最后,dernier
707,allein::ADV,单独,seul
708,auf einmal::ADV,同时,à la fois
709,zusammen::ADV,一起,ensemble
710,lange::ADV,许久,longtemps
711,plötzlich::ADV,忽然,tout à coup
712,sofort::ADV,立刻,immédiatement
713,später::ADV,以后,plus tard
714,jetzt::ADV,现在,maintenant
715,heute::ADV,今天,aujourd'hui
716,morgen::ADV,明天,demain
717,bald::ADV,即将,bientôt
718,dann::ADV,然后,puis
719,dann::ADV,然后,ensuite
720,gestern::ADV,昨天,hier
721,einst::ADV,曾经,jadis
722,einst::ADV,曾经,autrefois
723,damals::ADV,当时,alors
724,damals::ADV,当时,à l'époque
725,danach::ADV,随后,après
726,danach::ADV,随后,ensuite
727,vorher::ADV,事先,auparavant
728,zuerst::ADV,首先,d'abord
729,zuerst::ADV,首先,premièrement
730,einmal::ADV,一次,une fois
731,manchmal::ADV,有时,parfois
732,manchmal::ADV,有时,quelquefois
733,oft::ADV,时常,souvent
734,immer::ADV,总是,toujours
735,niemals::ADV,从未,ne ... jamais
736,hier::ADV,这里,ici
737,hierhin::ADV,到这里,par ici
738,von hier::ADV,由此,d'ici
739,dort::ADV,那里,là
740,dort::ADV,那里,là-bas
741,dorthin::ADV,到那里,y
742,dorthin::ADV,到那里,par là
743,geradeaus::ADV,一直往前,tout droit
744,vorwärts::ADV,向前,en avant
745,rückwärts::ADV,向后,en arrière
746,zurück::ADV,退后,de retour
747,unten::ADV,下面,en bas
748,unten::ADV,下面,au-dessous
749,hinab::ADV,向下,en bas
750,hinab::ADV,向下,vers le bas
751,oben::ADV,上面,dessus
752,oben::ADV,上面,en haut
753,hinauf::ADV,向上,en haut
754,hinauf::ADV,向上,vers le haut
755,überall::ADV,到处,partout
756,nicht::ADV,不,ne ... pas
757,ein wenig::ADV,一点儿,un peu
758,kaum::ADV,几乎不,à peine
759,sehr::ADV,很,très
760,so::ADV,如此,si
761,so::ADV,如此,ainsi
762,noch::ADV,还,encore
763,nur::ADV,只,seulement
764,nur::ADV,只,ne ... que
765,schon::ADV,已经,déjà
766,wieder::ADV,又,de nouveau
767,vor::PRP,在...面前,devant
768,hinter::PRP,在...背后,derrière
769,unter::PRP,在...下面,sous
770,unter::PRP,在...下面,au-dessous de
771,durch::PRP,穿过,par
772,durch::PRP,穿过,à travers
773,neben::PRP,在...旁,à côté de
774,zwischen::PRP,在...之间,entre
775,wegen::PRP,由于,à cause de
776,dies::PRN,这,ceci
777,das::PRN,那,ce
778,das::PRN,那,cela
779,alles::PRN,一切,tout
780,ich::PRN,我,je
781,ich::PRN,我,moi
782,du::PRN,你,tu
783,du::PRN,你,toi
784,er::PRN,他,il
785,er::PRN,他,lui
786,wir::PRN,我们,nous
787,ihr::PRN,你们,vous
788,sie::PRN,她,ils
789,sie::PRN,她,elles
790,was::FPRN,什么,que
791,was::FPRN,什么,quoi
792,wer::FPRN,谁,qui
793,wo::FADV,哪里,où
794,wohin::FADV,去哪里,où
795,wie::FADV,怎么,comment
796,warum::FADV,为什么,pourquoi
797,wieviel::FNUM,多少,combien
798,eins::NUM,一,un
799,zwei::NUM,二,deux
800,drei::NUM,三,trois
801,vier::NUM,四,quatre
802,fünf::NUM,五,cinq
803,sechs::NUM,六,six
804,sieben::NUM,七,sept
805,acht::NUM,八,huit
806,neun::NUM,九,neuf
807,zehn::NUM,十,dix
808,elf::NUM,十一,onze
809,zwölf::NUM,十二,douze
810,zwanzig::NUM,二十,vingt
811,dreißig::NUM,三十,trente
812,vierzig::NUM,四十,quarante
813,fünfzig::NUM,五十,cinquante
814,sechzig::NUM,六十,soixante
815,siebzig::NUM,七十,soixante-dix
816,achtzig::NUM,八十,quatre-vingt
817,neunzig::NUM,九十,quatre-vingt-dix
818,hundert::NUM,百,cent
819,tausend::NUM,千,mille
820,und::CNJ,和,et
821,oder::CNJ,或者,ou
822,stehen::V,站,être debout
823,sitzen::V,坐,être assis
824,liegen::V,躺着,être couché
825,hängen::V,挂着,pendre
826,werden::V,成为,devenir
827,passieren::V,发生,se passer
828,beginnen::V,开始,commencer
829,enden::V,终止,finir
830,enden::V,终止,se terminer
831,wechseln::V,变迁,changer
832,wechseln::V,变迁,alterner
833,aufgehen[Sonne]::V,升起,se lever
834,untergehen[Sonne]::V,下落,se coucher
835,scheinen[Sonne]::V,照射,briller
836,donnern::V,打雷,tonner
837,wehen::V,飘扬,souffler
838,strömen::V,流,affluer
839,fließen::V,流动,couler
840,sich drehen::V,转动,tourner
841,schwanken::V,摇摆,osciller
842,schwanken::V,摇摆,chanceler
843,schwingen::V,摇,vibrer
844,schwingen::V,摇,osciller
845,fallen::V,坠落,tomber
846,brennen::V,燃烧,brûler
847,brennen::V,燃烧,flamber
848,rauchen::V,冒烟,fumer
849,regnen::V,下雨,pleuvoir
850,gefrieren::V,结冰,geler
851,tauen::V,融化,dégeler
852,schmelzen::V,溶化,fondre
853,trocknen::V,变干,sécher
854,sieden::V,煮,bouillir
855,faulen::V,腐烂,pourrir
856,faulen::V,腐烂,se putréfier
857,verfaulen::V,腐烂,pourrir
858,reißen::V,撕,rompre
859,reißen::V,撕,se déchirer
860,versinken::V,下沉,s'enfoncer
861,vergehen::V,流逝,passer
862,erscheinen::V,出现,apparaître
863,verschwinden::V,消失,disparaître
864,sinken::V,下降,descendre
865,sinken::V,下降,s'abaisser
866,abnehmen::V,减少,diminuer
867,zunehmen::V,增加,augmenter
868,steigen::V,上升,monter
869,wachsen::V,生长,croître
870,glänzen::V,发光,briller
871,funkeln::V,闪烁,étinceler
