,Concept_ID,be,mhr
185,Kuckuck::N,зязюля,куку́
186,Schwan::N,лебедзь,йӱ́ксӧ
187,Fisch::N,рыба,кол
188,Barsch::N,акунь,ола́ҥге
189,Hecht::N,шчупак,нуж
190,Hecht::N,шчупак,чорта́н
191,Schlange[Tier]::N,змяя,ки́шке
192,Wurm::N,чарвяк,шукш
193,Spinne::N,павук,эҥыре́мыш
194,Ameise::N,мурашка,ку́тко
195,Laus::N,вош,тий
196,Mücke::N,камар,шыҥа́
197,Fliege::N,муха,ка́рме
198,Schmetterling::N,матыль,лы́ве
199,Beere::N,ягада,мӧр
200,Apfel::N,яблык,олма́
201,Pilz::N,грыб,по́ҥго
202,Zwiebel::N,цыбуля,шога́н
203,Saat::N,семя,нӧ́шмӧ
204,Saat::N,семя,туш
205,Korn::N,зерне,шу́рно
206,Heu::N,сена,шу́до
207,Schale::N,шалупінне,шӱм
208,Grube::N,яма,выне́м
209,Falle::N,пастка,лӧ́дӧ
210,Schlinge::N,сіло,о́птыш
211,Schlinge::N,сіло,шӧрга́лтыш
212,Spur::N,след,кыша́
213,Asche::N,попел,ло́мыж
214,Dreck::N,бруд,лавыра́
215,Eisen::N,жалеза,кӱ́ртньӧ
216,Gold::N,золата,шӧ́ртньӧ
217,Silber::N,сребра,ший
218,Kohle::N,вугаль,мландышӱ́й
219,Glas::N,шкло,янда́
220,Lehm::N,гліна,шун
221,Sand::N,пясок,ошма́
222,Mensch::N,чалавек,еҥ
223,Mensch::N,чалавек,айде́ме
224,Mann::N,мужчына,пӧръе́ҥ
225,Frau::N,жанчына,ӱдырама́ш
226,Kind::N,дзіця,аза́
227,Junge::N,хлопчык,рве́зе
228,Mädchen::N,дзяўчынка,ӱдыра́ш
229,Familie::N,сямʼя,еш
230,Großvater::N,дзядуля,коча́
231,Großmutter::N,бабуля,кова́
232,Eltern::N,бацькі,ача́-ава́
233,Vater::N,бацька,ача́
234,Mutter::N,маці,ава́
235,Sohn::N,сын,э́рге
236,Tochter::N,дачка,ӱ́дыр
237,Bruder::N,брат,иза́
238,Bruder::N,брат,шо́льо
239,Schwester::N,сястра,ака́
240,Onkel::N,дзядзька,иза́
241,Tante::N,цётка,кока́
242,Ehemann::N,муж,мари́й
243,Ehefrau::N,жонка,ва́те
244,Freude::N,радасць,куа́н
245,Freude::N,радасць,куаныма́ш
246,Gelächter::N,смех,во́штылтыш
247,Glück::N,шчасце,пиа́л
248,Kummer::N,гора,о́йго
249,Wunsch::N,жаданне,ку́мыл
250,Lust::N,цяга,ку́мыл
251,Geist::N,дух,ӧрт
252,Geist::N,дух,чон
253,Gedanke::N,думка,ой
254,Gedanke::N,думка,шоныма́ш
255,Gedächtnis::N,памяць,шарныма́ш
256,Verstand::N,розум,уш
257,Sinn::N,сэнс,смысл
258,Grund::N,зачэпка,ама́л
259,Wahrheit::N,праўда,чын
260,Gespräch::N,размова,мутланыма́ш
261,Märchen::N,казка,йома́к
262,Erzählung::N,расказ,ойлыма́ш
263,Erzählung::N,апавяданне,ойлыма́ш
264,Nachricht::N,вестка,увертарыма́ш
265,Nachricht::N,паведамленне,увертарыма́ш
266,Neuigkeit::N,навіна,уве́р
267,Name::N,імя,лӱм
268,Rätsel::N,загадка,ту́што
269,Rede::N,прамова,ойлыма́ш
270,Sprache::N,мова,йы́лме
271,Stimme::N,голас,йӱк
272,Wort::N,слова,ой
273,Wort::N,слова,мут
274,Zeichen::N,знак,ти́ште
275,Zeichen::N,знак,знак
276,Ruf::N,кліч,ӱжма́ш
277,Lärm::N,шум,лӱшкыма́ш
278,Lärm::N,шум,йӱк-йӱа́н
279,Laut::N,гук,йӱк
280,Ton::N,гучанне,йӱксе́м
281,Lied::N,песня,му́ро
282,Ruhe::N,спакой,ты́мык
283,Leute::N,людзі,еҥ-влак
284,Volk::N,народ,ка́лык
285,Arbeit::N,праца,паша́
286,Arbeit::N,работа,паша́
287,Gast::N,госць,уна́
288,Geschenk::N,падарунак,пӧле́к
289,Spiel::N,гульня,мо́дыш
290,Spiel::N,гульня,модма́ш
291,Gesellschaft::N,таварыства,тӱшка́
292,Hilfe::N,дапамога,по́лыш
293,Freund::N,друг,таҥ
294,Freund::N,друг,йолта́ш
295,Freund::N,сябар,таҥ
296,Freund::N,сябар,йолта́ш
297,Kamerad::N,прыяцель,таҥ
298,Angelegenheit::N,справа,паша́
299,Anzahl::N,колькасць,чот
300,Art::N,від,вид
301,Stück::N,кусок,ка́тыш
302,Stück::N,кусок,ла́стык
303,Stück::N,кавалак,ка́тыш
304,Stück::N,кавалак,ла́стык
305,Teil::N,частка,ужа́ш
306,Hälfte::N,палова,пел
307,Hälfte::N,палова,пе́ле
308,Hälfte::N,палавіна,пел
309,Hälfte::N,палавіна,пе́ле
310,Kreis::N,круг,ты́ртыш
311,Kreuz::N,крыж,ыре́с
312,Linie::N,лінія,ли́ний
313,Strich::N,рыса,коре́ш
314,Abstand::N,прамежак,кокла́
315,Entfernung::N,адлегласць,тора́
316,Entfernung::N,адлегласць,ку́жыт
317,Gegend::N,мясцовасць,кунде́м
318,Platz::N,месца,ку́мдык
319,Ort::N,месца,вер
320,Ort::N,месца,о́лмо
321,Seite::N,бок,ӧ́рдыж
322,Mitte::N,сярэдзіна,покше́л
323,Gegenstand::N,прадмет,наста́
324,Sache::N,рэч,наста́
325,Rand::N,край,тӱр
326,Kante::N,руб,тӱр
327,Kante::N,кант,тӱр
328,Ecke::N,вугал,лук
329,Spitze::N,кончык,вуй
330,Ende::N,канец,муча́ш
331,Loch::N,дзірка,рож
332,Winkel::N,вугал,лук
333,Muster::N,узор,пеза́к
334,Muster::N,узор,узо́р
335,Muster::N,узор,ӱ́лгӧ
336,Größe::N,памер,кӱ́кшыт
337,Länge::N,даўжыня,ку́тыш
338,Höhe::N,вышыня,кӱ́кшыт
339,Gewicht::N,вага,не́лыт
340,Menge::N,колькасць,чот
341,Haufen::N,куча,кы́шыл
342,Reihe::N,рад,рада́м
343,Boot::N,лодка,пуш
344,Ruder::N,вясло,эшка́к
345,Schlitten::N,сані,тер
346,Schlitten::N,сані,изде́р
347,Ski::N,лыжа,е́че
348,Lagerfeuer::N,вогнішча,туло́то
349,Last::N,цяжар,нӧ́лтыш
350,Gang::N,ход,ошкылма́ш
351,Schritt::N,шаг,о́шкыл
352,Schritt::N,крок,о́шкыл
353,Norden::N,поўнач,йӱдйыма́л
354,Süden::N,поўдзень,кечывалве́л
355,Westen::N,захад,касве́л
356,Osten::N,усход,эрве́л
357,Holz::N,дрэва,пу
358,Holz::N,драўніна,пу
359,Brett::N,дошка,оҥа́
360,Platte::N,пліта,аста́р
361,Stütze::N,падпорка,чара́к
362,Stange::N,жэрдка,лома́ш
363,Stock::N,палка,тоя́
364,Stab::N,шост,вара́
365,Stab::N,шост,кашта́
366,Rohr::N,труба,пуч
367,Haus::N,дом,пӧрт
368,Heim::N,дом,мӧ́ҥгӧ
369,Heim::N,хата,мӧ́ҥгӧ
370,Ofen::N,печ,комака́
371,Fußboden::N,падлога,кӱва́р
372,Tisch::N,стол,ӱсте́л
373,Stuhl::N,стул,пӱке́н
374,Stuhl::N,крэсла,пӱке́н
375,Wiege::N,калыска,шепка́
376,Bett::N,ложак,ва́кшыш
377,Bett::N,пасцель,ва́кшыш
378,Regal::N,паліца,шӧ́рлык
379,Kiste::N,скрынка,шо́ндык
380,Kiste::N,скрынка,я́шлык
381,Fenster::N,акно,окна́
382,Tür::N,дзверы,омса́
383,Tor::N,вароты,капка́
384,Zaun::N,агароджа,сава́р
385,Dach::N,дах,леве́дыш
386,Leiter::N,лесвіца,тошка́лтыш
387,Besen::N,мятла,ӱштерво́штыр
388,Spaten::N,лапата,ко́льмо
389,Spaten::N,жалязняк,ко́льмо
390,Schaufel::N,шуфлік,сово́к
391,Schaufel::N,шуфлік,су́ско
392,Schaufel::N,лапатка,сово́к
393,Schaufel::N,лапатка,су́ско
394,Gabel::N,відэлец,ви́лке
395,Löffel::N,лыжка,па́не
396,Löffel::N,лыжка,совла́
397,Messer::N,нож,кӱ́зӧ
398,Nagel::N,цвік,пуда́
399,Netz::N,сетка,вапш
400,Haken::N,крук,са́гыле
401,Griff::N,ручка,кыл
402,Schloss::N,замок,кӧгӧ́н
403,Bild::N,карціна,сӱре́т
404,Figur::N,фігура,фигу́р
405,Puppe::N,лялька,курча́к
406,Beutel::N,мяшок,меша́к
407,Bündel::N,вязка,арша́ш
408,Tasche::N,торба,сумка́
409,Eimer::N,вядро,ведра́
410,Deckel::N,накрыўка,ко́мдыш
411,Geschirr::N,пасуда,а́те
412,Sack::N,мех,куль
413,Sack::N,мех,меша́к
414,Tasse::N,кубак,чу́кыр
415,Tasse::N,кубак,чашка́
416,Topf::N,каструля,ми́ске
417,Kessel::N,кацёл,под
418,Essen::N,ежа,ко́чкыш
419,Nahrung::N,харч,ку́рго
420,Speise::N,страва,ко́чкыш
421,Fleisch::N,мяса,шыл
422,Getreide::N,збожжа,шу́рно
423,Brei::N,каша,пу́чымыш
424,Brot::N,хлеб,ки́нде
425,Scheibe::N,луста,ка́тыш
426,Scheibe::N,скібка,ка́тыш
427,Fett::N,тлушч,коя́
428,Butter::N,масла,ӱй
429,Öl::N,алей,ӱй
430,Salz::N,соль,шинча́л
431,Suppe::N,суп,шӱр
432,Honig::N,мёд,мӱй
433,Milch::N,малако,шӧр
434,Tee::N,чай,чай
435,Tee::N,гарбата,чай
436,Leder::N,скура,сура́н
437,Leder::N,скура,шӱ́штӧ
438,Wolle::N,воўна,пун
439,Stoff::N,тканіна,куэ́м
440,Stoff::N,тканіна,посто́
441,Nadel::N,іголка,и́ме
442,Faden::N,нітка,шӱ́ртӧ
443,Knopf::N,гузік,по́лдыш
444,Knoten::N,вузел,пышке́м
445,Farbe::N,фарба,чия́
446,Kleidung::N,адзенне,чие́м
447,Kleidung::N,адзенне,вурге́м
448,Hemd::N,кашуля,ту́выр
449,Kragen::N,каўнер,сога́
450,Ärmel::N,рукаў,шокш
451,Hose::N,штаны,йола́ш
452,Gürtel::N,пояс,ӱ́штӧ
453,Mütze::N,шапка,упш
454,Schuh::N,чаравік,боти́нке
455,Stiefel::N,бот,кем
456,Ring::N,кольца,шерга́ш
457,Band::N,стужка,тасма́
458,Band::N,стужка,ле́нте
459,Kamm::N,расчоска,шерге́
460,Spiegel::N,люстра,вошто́нчыш
461,Riemen::N,рэмень,кӱзанӱ́штӧ
462,Schnur::N,вяроўка,кере́м
463,Schnur::N,вяроўка,кандыра́
464,Leine::N,павадок,вӱра́ҥ
465,Decke::N,коўдра,леве́дыш
466,Decke::N,коўдра,одея́л
467,Kissen::N,падушка,кӱ́пчык
468,Tuch::N,хустка,шо́выч
469,Handtuch::N,ручнік,со́лык
470,Kraft::N,сіла,вий
471,Kraft::N,сіла,куа́т
472,Stärke::N,моц,куа́т
473,Stärke::N,моц,карма́н
474,Gesundheit::N,здароўе,таза́лык
475,Krankheit::N,хвароба,чер
476,Schmerz::N,боль,ко́рштыш
477,Wunde::N,рана,су́сыр
478,Fieber::N,гарачка,йӱштыму́ж
479,Fieber::N,гарачка,лихора́дке
480,Fieber::N,ліхаманка,йӱштыму́ж
481,Fieber::N,ліхаманка,лихора́дке
482,Arznei::N,лекі,эм
483,Brücke::N,мост,кӱва́р
484,Brunnen::N,калодзеж,вӱдвыне́м
485,Weide::N,паша,нурше́р
486,Pfad::N,сцежка,йолго́рно
487,Pfad::N,сцежка,сокма́к
488,Weg::N,шлях,ко́рно
489,Weg::N,дарога,ко́рно
490,Straße::N,вуліца,ко́рно
491,Dorf::N,вёска,ял
492,Stadt::N,горад,ола́
493,Brief::N,ліст,се́рыш
494,Brief::N,пісьмо,се́рыш
495,Buch::N,кніга,книга́
496,Buchstabe::N,літара,буква́
497,Zeitung::N,газета,газе́т
498,Leben::N,жыццё,и́лыш
499,Tod::N,смерць,колыма́ш
500,Grab::N,магіла,шӱга́р
501,Kirche::N,касцёл,че́рке
502,Kirche::N,царква,че́рке
503,Sünde::N,грэх,су́лык
504,Gott::N,бог,ю́мо
505,Arbeiter::N,рабочы,паша́зе
506,Chef::N,начальнік,тӧра́
507,Meister::N,майстар,маста́р
508,Arzt::N,урач,врач
509,Lehrer::N,настаўнік,ту́ныктышо
510,Geld::N,грошы,окса́
511,Geschäft::N,заняцце,сатулыма́ш
512,Laden::N,крама,ке́выт
513,Laden::N,магазін,ке́выт
514,Preis::N,цана,ак
515,Ware::N,тавар,сату́
516,Nutzen::N,выгада,пайда́
517,Reichtum::N,багацце,поя́нлык
518,Welt::N,свет,тӱня́
519,Land::N,краіна,эл
520,Staat::N,дзяржава,кугыжа́ныш
521,König::N,кароль,кугыжа́
522,Macht::N,улада,власть
523,Grenze::N,граніца,грани́ца
524,Krieg::N,вайна,сар
525,Feind::N,вораг,тушма́н
526,Gewalt::N,насілле,виешлыма́ш
527,Kampf::N,барацьба,кредалма́ш
528,Bogen[Waffe]::N,лук,юҥе́ж
529,Pfeil::N,страла,пикш
530,Gewehr::N,ружжо,пыча́л
531,Fehler::N,памылка,йо́ҥылыш
532,Lüge::N,хлусня,шоя́к
533,Schaden::N,шкода,зия́н
534,Unglück::N,ліха,эҥге́к
535,Unglück::N,бядота,эҥге́к
536,Schuld::N,віна,тита́к
537,Schuld::N,віна,йола́
538,Alter::N,узрост,ийго́т
539,Schluss::N,канец,муча́ш
540,Zeit::N,час,жап
541,Zeit::N,час,па́гыт
542,Tag::N,дзень,ке́че
543,Morgen::N,ранак,эр
544,Morgen::N,раніца,эр
545,Mittag::N,паўдня,кечыва́л
546,Mittag::N,поўдзень,кечыва́л
547,Abend::N,вечар,кас
548,Nacht::N,ноч,йӱд
549,Woche::N,тыдзень,арня́
550,Monat::N,месяц,ты́лзе
551,Jahr::N,год,ий
552,Frühling::N,вясна,шо́шо
553,Sommer::N,лета,кеҥе́ж
554,Herbst::N,восень,шы́же
555,Winter::N,зіма,те́ле
556,Januar::N,студзень,шоркыйол
557,Januar::N,студзень,идалыкву́й
558,Januar::N,студзень,янва́рь
559,Februar::N,люты,пургыж
560,Februar::N,люты,февра́ль
561,März::N,сакавік,ӱярня
562,März::N,сакавік,март
563,April::N,красавік,апре́ль
564,Mai::N,май,ага
565,Mai::N,май,май
566,Mai::N,травень,ага
567,Mai::N,травень,май
568,Juni::N,чэрвень,пеледыш
569,Juni::N,чэрвень,ию́нь
570,Juli::N,ліпень,сӱрем
571,Juli::N,ліпень,ию́ль
572,August::N,жнівень,сорла
573,August::N,жнівень,агарма́н
574,August::N,жнівень,а́вгуст
575,September::N,верасень,идым
576,September::N,верасень,сентя́брь
577,Oktober::N,кастрычнік,шыжа
578,Oktober::N,кастрычнік,октя́брь
579,November::N,лістапад,кылме тылзе
580,November::N,лістапад,ноя́брь
581,Dezember::N,снежань,дека́брь
582,Montag::N,панядзелак,шо́чмо
583,Dienstag::N,аўторак,ку́шкыжмо
584,Mittwoch::N,серада,вӱрге́че
585,Donnerstag::N,чацвер,изарня́
586,Freitag::N,пятніца,кугарня́
587,Samstag::N,субота,шуматке́че
588,Sonntag::N,нядзеля,рушарня́
589,groß::A,вялікі,кугу́
590,klein::A,маленькі,изи́
591,lang::A,доўгі,кужу́
592,kurz::A,кароткі,кӱ́чык
593,breit::A,шырокі,кумда́
594,schmal::A,вузкі,а́ҥысыр
595,dicht::A,густы,ну́гыдо
596,dick[Gegenstand]::A,тоўсты,кӱ́жгӧ
597,dünn::A,тонкі,ви́чкыж
598,fein::A,тонкі,ты́гыде
599,fest::A,моцны,чо́ткыдо
600,flach::A,плоскі,лапка́
601,glatt::A,гладкі,яклака́
602,hart::A,цвёрды,пе́ҥгыде
603,weich::A,мяккі,пу́шкыдо
604,rund::A,круглы,йырге́шке
605,spitz::A,спічасты,коша́р
606,spitz::A,востраканцовы,коша́р
607,scharf::A,востры,пӱ́сӧ
608,stumpf::A,тупы,токма́к
609,schwer::A,цяжкі,не́ле
610,schön::A,прыгожы,сы́лне
611,heiß::A,гарачы,шо́кшо
612,warm::A,цёплы,ле́ве
613,kalt::A,холадны,йӱ́штӧ
614,kühl::A,халаднаваты,юа́лге
615,kühl::A,халаднаваты,южгата́
616,frisch::A,свежы,свежа́
617,feucht::A,вільготны,вӱ́дыжгӧ
618,nass::A,мокры,нӧ́рӧ
619,trocken::A,сухі,ку́кшо
620,voll::A,поўны,тич
621,leer::A,пусты,яра́
622,offen::A,адкрыты,виш
623,offen::A,адчынены,виш
624,geschlossen::A,закрыты,пе́тырыме
625,geschlossen::A,закрыты,тӱ́чмӧ
626,geschlossen::A,зачынены,пе́тырыме
627,geschlossen::A,зачынены,тӱ́чмӧ
628,sauber::A,чысты,ару́
629,sauber::A,чысты,янда́р
630,schmutzig::A,брудны,лавыра́н
631,schmutzig::A,брудны,ла́выргыше
632,roh::A,сыры,кӱ́чымӧ
633,reif::A,спелы,лӧза́
634,lecker::A,смачны,ту́тло
635,süß::A,салодкі,ше́ре
636,bitter::A,горкі,ко́чо
637,sauer::A,кіслы,шо́по
638,hell::A,светлы,во́лгыдо
639,dunkel::A,цёмны,пычке́мыш
640,schwarz::A,чорны,шола́
641,weiß::A,белы,ош
642,rot::A,чырвоны,йошка́р
643,gelb::A,жоўты,сар
644,blau::A,сіні,ка́нде
645,grün::A,зялёны,ужа́р
646,grau::A,шэры,сур
647,bunt::A,пяресты,олача́
648,billig::A,танны,шу́лдо
649,teuer::A,дарагі,ше́рге
650,wertvoll::A,цэнны,шергака́н
651,wertvoll::A,каштоўны,шергака́н
652,blind::A,сляпы,со́кыр
653,taub::A,глухі,соҥгыра́
654,kräftig::A,магутны,куа́тле
655,stark::A,сільны,вия́н
656,schwach::A,слабы,а́лдыме
657,fett::A,тлусты,коя́
658,schlank::A,стройны,йоштката́
659,schlank::A,стройны,яжу́
660,hübsch::A,чароўны,чеве́р
661,böse::A,злы,шы́де
662,dumm::A,дурны,аҥыра́
663,faul::A,лянівы,його
664,fleißig::A,руплівы,ты́ршыше
665,geizig::A,прагны,чаҥга́
666,klug::A,разумны,уша́н
667,geschickt::A,умелы,уста́
668,lieb::A,мілы,ала́л
669,lustig::A,вясёлы,весела́
670,sanft::A,ласкавы,ны́жылге
671,hungrig::A,галодны,шу́жышо
672,krank::A,хворы,че́рле
673,nackt::A,голы,чарама́т
674,traurig::A,сумны,ойга́н
675,lebendig::A,жывы,и́лыше
676,gut::A,добры,сай
677,schlecht::A,кепскі,уда́
678,schlecht::A,кепскі,шӱ́кшӧ
679,richtig::A,правільны,чы́нле
680,schlimm::A,агідны,аля́к
681,schlimm::A,агідны,тыра́н
682,wahr::A,сапраўдны,чы́нле
683,wahr::A,сапраўдны,настоя́щий
684,alt::A,стары,то́што
685,neu::A,новы,у
686,ehemalig::A,былы,о́нчычсо
687,ehemalig::A,былы,онда́кысе
688,alt[Lebewesen]::A,стары,шо́нто
689,jung::A,малады,са́мырык
690,arm::A,бедны,нужна́
691,reich::A,багаты,поя́н
692,bekannt::A,знаёмы,па́лыме
693,berühmt::A,славуты,лӱ́млӧ
694,fremd::A,чужы,йот
695,verschieden::A,розны,тӱ́рлӧ
696,nah::A,блізкі,ли́шыл
697,fern::A,далёкі,тора́
698,fern::A,далёкі,мӱ́ндыр
699,linker::A,левы,шола́
700,rechter::A,правы,пурла́
701,anderer::A,іншы,вес
702,anderer::A,іншы,мо́ло
703,anderer::A,другі,вес
704,anderer::A,другі,мо́ло
705,erster::A,першы,и́кымше
706,zweiter::A,другі,ко́кымшо
707,dritter::A,трэці,ку́мшо
708,letzter::A,апошні,пыта́ртыш
709,allein::ADV,сам,шкет
710,allein::ADV,адзін,шкет
711,auf einmal::ADV,адразу,икана́ште
712,zusammen::ADV,разам,пырля́
713,lange::ADV,доўга,кужу́н
714,plötzlich::ADV,раптам,кенета́
715,sofort::ADV,зараз,кызыта́к
716,später::ADV,пазней,варара́к
717,jetzt::ADV,цяпер,ы́нде
718,jetzt::ADV,цяпер,кы́зыт
719,heute::ADV,сёння,та́че
720,morgen::ADV,заўтра,эрла́
721,bald::ADV,хутка,вашке́
722,bald::ADV,неўзабаве,вашке́
723,dann::ADV,потым,вара́
724,gestern::ADV,учора,теҥге́че
725,einst::ADV,аднойчы,икана́
726,damals::ADV,тады,туна́м
727,danach::ADV,затым,вара́
728,vorher::ADV,раней,о́нчыч
729,zuerst::ADV,спярша,онда́к
730,zuerst::ADV,спачатку,онда́к
731,einmal::ADV,адзін раз,икана́
732,manchmal::ADV,часам,ка́шын
733,manchmal::ADV,часам,кокла́н
734,oft::ADV,часта,чӱ́чкыдын
735,immer::ADV,заўсёды,эре́
736,immer::ADV,заўсёды,ту́тыш
737,niemals::ADV,ніколі,ок нигуна́м
738,hier::ADV,тут,ты́ште
739,hierhin::ADV,сюды,ты́шке
740,hierhin::ADV,сюды,тыш
