,Concept_ID,tr,lt
226,Schale::N,kabuk,žievelė
227,Grube::N,çukur,duobė
228,Falle::N,tuzak,pinklės
229,Falle::N,tuzak,žabangai
230,Schlinge::N,ilmik,kilpa
231,Spur::N,iz,vėžė
232,Spur::N,iz,pėdos
233,Spur::N,iz,pėdsakas
234,Asche::N,kül,pelenai
235,Dreck::N,pislik,purvas
236,Eisen::N,demir,geležis
237,Gold::N,altın,auksas
238,Silber::N,gümüş,sidabras
239,Kohle::N,kömür,anglis
240,Glas::N,cam,stiklas
241,Lehm::N,balçık,molis
242,Sand::N,kum,smėlis
243,Mensch::N,insan,žmogus
244,Mann::N,adam,vyras
245,Mann::N,adam,vyriškis
246,Mann::N,erkek,vyras
247,Mann::N,erkek,vyriškis
248,Frau::N,bayan,moteris
249,Kind::N,çocuk,vaikas
250,Junge::N,erkek çocuk,vaikinas
251,Junge::N,erkek çocuk,berniukas
252,Mädchen::N,kız,mergytė
253,Mädchen::N,kız,mergaitė
254,Familie::N,aile,šeima
255,Großvater::N,dede,senelis
256,Großvater::N,büyükbaba,senelis
257,Großmutter::N,nine,senelė
258,Großmutter::N,büyükanne,senelė
259,Eltern::N,ebeveyn,tėvai
260,Eltern::N,ana baba,tėvai
261,Vater::N,ata,tėvas
262,Vater::N,baba,tėvas
263,Mutter::N,ana,motina
264,Mutter::N,anne,motina
265,Sohn::N,oğul,sūnus
266,Tochter::N,kız,duktė
267,Tochter::N,kız evlât,duktė
268,Bruder::N,abi,brolis
269,Bruder::N,erkek kardeş,brolis
270,Schwester::N,abla,sesuo
271,Schwester::N,kız kardeş,sesuo
272,Onkel::N,dayı,dėdė
273,Tante::N,hala,teta
274,Tante::N,teyze,teta
275,Ehemann::N,koca,vyras
276,Ehefrau::N,karı,žmona
277,Freude::N,neşe,džiaugsmas
278,Freude::N,sevinç,džiaugsmas
279,Gelächter::N,gülme,juokas
280,Gelächter::N,kahkaha,juokas
281,Glück::N,mutluluk,laimė
282,Kummer::N,dert,vargas
283,Kummer::N,dert,rūpestis
284,Kummer::N,keder,vargas
285,Kummer::N,keder,rūpestis
286,Wunsch::N,arzu,troškimas
287,Wunsch::N,arzu,pageidavimas
288,Wunsch::N,istek,troškimas
289,Wunsch::N,istek,pageidavimas
290,Lust::N,arzu,noras
291,Lust::N,arzu,geidulys
292,Lust::N,heves,noras
293,Lust::N,heves,geidulys
294,Geist::N,tin,dvasia
295,Gedanke::N,fikir,mintis
296,Gedanke::N,düşünce,mintis
297,Gedächtnis::N,bellek,atmintis
298,Verstand::N,zekâ,protas
299,Sinn::N,anlam,prasmė
300,Grund::N,sebep,priežastis
301,Wahrheit::N,doğruluk,tiesa
302,Wahrheit::N,doğruluk,teisybė
303,Wahrheit::N,gerçeklik,tiesa
304,Wahrheit::N,gerçeklik,teisybė
305,Gespräch::N,görüşme,pokalbis
306,Märchen::N,masal,pasaka
307,Erzählung::N,öykü,apsakymas
308,Erzählung::N,öykü,pasakojimas
309,Erzählung::N,hikâye,apsakymas
310,Erzählung::N,hikâye,pasakojimas
311,Nachricht::N,haber,žinia
312,Neuigkeit::N,haber,naujiena
313,Name::N,ad,vardas
314,Name::N,isim,vardas
315,Rätsel::N,bilmece,mįslė
316,Rede::N,söylev,kalba
317,Rede::N,konuşma,kalba
318,Sprache::N,dil,kalba
319,Sprache::N,lisan,kalba
320,Stimme::N,ses,balsas
321,Wort::N,kelime,žodis
322,Zeichen::N,işaret,žymė
323,Zeichen::N,işaret,ženklas
324,Ruf::N,çağırma,šauksmas
325,Lärm::N,şamata,triukšmas
326,Lärm::N,gürültü,triukšmas
327,Laut::N,ses,garsas
328,Ton::N,ses,tonas
329,Ton::N,ses,garsas
330,Lied::N,türkü,daina
331,Lied::N,türkü,giesmė
332,Ruhe::N,sakinlik,ramybė
333,Ruhe::N,sakinlik,ramumas
334,Leute::N,halk,žmonės
335,Leute::N,insanlar,žmonės
336,Volk::N,ulus,tauta
337,Volk::N,millet,tauta
338,Arbeit::N,iş,darbas
339,Arbeit::N,iş,triūsas
340,Arbeit::N,çalışma,darbas
341,Arbeit::N,çalışma,triūsas
342,Gast::N,konuk,svečias
343,Gast::N,misafir,svečias
344,Geschenk::N,hediye,dovana
345,Geschenk::N,armağan,dovana
346,Spiel::N,oyun,žaismas
347,Spiel::N,oyun,žaidimas
348,Gesellschaft::N,çevre,draugija
349,Gesellschaft::N,çevre,kompanija
350,Gesellschaft::N,arkadaşlık,draugija
351,Gesellschaft::N,arkadaşlık,kompanija
352,Hilfe::N,yardım,pagalba
353,Freund::N,dost,draugas
354,Freund::N,dost,bičiulis
355,Freund::N,arkadaş,draugas
356,Freund::N,arkadaş,bičiulis
357,Kamerad::N,arkadaş,draugas
358,Angelegenheit::N,iş,dalykas
359,Angelegenheit::N,iş,reikalas
360,Angelegenheit::N,husus,dalykas
361,Angelegenheit::N,husus,reikalas
362,Anzahl::N,sayı,kiekis
363,Anzahl::N,sayı,skaičius
364,Art::N,çeşit,rūšis
365,Stück::N,tane,gabalas
366,Stück::N,parça,gabalas
367,Teil::N,kısım,dalis
368,Hälfte::N,yarı,pusė
369,Kreis::N,daire,ratas
370,Kreis::N,daire,apskritis
371,Kreis::N,daire,apskritimas
372,Kreuz::N,haç,kryžius
373,Linie::N,hat,linija
374,Linie::N,çizgi,linija
375,Strich::N,çizgi,brėžis
376,Strich::N,çizgi,brūkšnys
377,Abstand::N,aralık,atstumas
378,Entfernung::N,mesafe,atstumas
379,Entfernung::N,uzaklık,atstumas
380,Gegend::N,yöre,vietovė
381,Platz::N,yer,vieta
382,Ort::N,yer,vieta
383,Ort::N,yer,vietovė
384,Seite::N,yan,pusė
385,Seite::N,yan,šonas
386,Seite::N,taraf,pusė
387,Seite::N,taraf,šonas
388,Mitte::N,orta,vidurys
389,Mitte::N,merkez,vidurys
390,Gegenstand::N,şey,dalykas
391,Sache::N,iş,daiktas
392,Sache::N,şey,daiktas
393,Rand::N,kenar,kraštas
394,Rand::N,kenar,pakraštys
395,Kante::N,kenar,kraštas
396,Ecke::N,köşe,kertė
397,Ecke::N,köşe,kampas
398,Spitze::N,uç,priekis
399,Spitze::N,uç,priešakys
400,Spitze::N,baş,priekis
401,Spitze::N,baş,priešakys
402,Ende::N,uç,galas
403,Loch::N,oyuk,skylė
404,Loch::N,delik,skylė
405,Winkel::N,köşe,kampas
406,Winkel::N,köşe,kampelis
407,Muster::N,örnek,raštas
408,Größe::N,büyüklük,dydis
409,Größe::N,büyüklük,didumas
410,Länge::N,uzunluk,ilgis
411,Länge::N,uzunluk,ilgumas
412,Höhe::N,yükseklik,aukštis
413,Höhe::N,yükseklik,aukštuma
414,Gewicht::N,ağırlık,svoris
415,Gewicht::N,ağırlık,svarstis
416,Menge::N,miktar,kiekis
417,Menge::N,miktar,daugybė
418,Haufen::N,küme,krūva
419,Haufen::N,küme,šūsnis
420,Haufen::N,yığın,krūva
421,Haufen::N,yığın,šūsnis
422,Reihe::N,sıra,greta
423,Boot::N,kayık,valtis
424,Boot::N,kayık,laivelis
425,Boot::N,sandal,valtis
426,Boot::N,sandal,laivelis
427,Ruder::N,kürek,irklas
428,Schlitten::N,kızak,rogės
429,Schlitten::N,kızak,rogutės
430,Ski::N,kayak,slidė
431,Lagerfeuer::N,kamp ateşi,laužas
432,Last::N,yük,našta
433,Last::N,yük,nešulys
434,Gang::N,gidiş,eisena
435,Gang::N,yürüyüş,eisena
436,Schritt::N,adım,žingsnis
437,Norden::N,kuzey,šiaurė
438,Norden::N,kuzey,žiemiai
439,Süden::N,güney,pietūs
440,Westen::N,batı,vakarai
441,Osten::N,doğu,rytai
442,Holz::N,ağaç,mediena
443,Holz::N,tahta,mediena
444,Brett::N,tahta,lenta
445,Platte::N,levha,plokštė
446,Stütze::N,dayak,atrama
447,Stütze::N,dayak,atspara
448,Stütze::N,destek,atrama
449,Stütze::N,destek,atspara
450,Stange::N,çubuk,lazda
451,Stange::N,çubuk,kartis
452,Stock::N,sopa,lazda
453,Stock::N,değnek,lazda
454,Stab::N,sırık,kartis
455,Stab::N,baston,kartis
456,Rohr::N,boru,vamzdis
457,Haus::N,ev,namas
458,Heim::N,ev,namai
459,Heim::N,yurt,namai
460,Ofen::N,soba,krosnis
461,Fußboden::N,taban,grindys
462,Fußboden::N,döşeme,grindys
463,Tisch::N,masa,stalas
464,Stuhl::N,iskemle,kėdė
465,Stuhl::N,sandalye,kėdė
466,Wiege::N,beşik,lopšys
467,Bett::N,yatak,lova
468,Bett::N,yatak,patalai
469,Regal::N,raf,lentyna
470,Kiste::N,sandık,dėžė
471,Fenster::N,pencere,langas
472,Tür::N,kapı,durys
473,Tor::N,kapı,vartai
474,Zaun::N,çit,tvora
475,Dach::N,dam,stogas
476,Dach::N,çatı,stogas
477,Leiter::N,merdiven,kopėčios
478,Besen::N,süpürge,šluota
479,Spaten::N,bel,lopeta
480,Spaten::N,bel,kastuvas
481,Schaufel::N,kürek,semtuvas
482,Gabel::N,çatal,šakutė
483,Löffel::N,kaşık,šaukštas
484,Messer::N,bıçak,peilis
485,Nagel::N,çivi,vinis
486,Netz::N,ağ,tinklas
487,Haken::N,çengel,vagis
488,Haken::N,çengel,kablys
489,Griff::N,kulp,kotas
490,Griff::N,kulp,rankena
491,Griff::N,tutamak,kotas
492,Griff::N,tutamak,rankena
493,Schloss::N,kilit,spyna
494,Schloss::N,kilit,užraktas
495,Bild::N,imaj,paveikslas
496,Bild::N,resim,paveikslas
497,Figur::N,şekil,figūra
498,Figur::N,heykel,figūra
499,Puppe::N,kukla,lėlė
500,Beutel::N,kese,krepšys
501,Beutel::N,kese,maišelis
502,Beutel::N,torba,krepšys
503,Beutel::N,torba,maišelis
504,Bündel::N,deste,ryšulys
505,Tasche::N,çanta,krepšelis
506,Eimer::N,kova,kibiras
507,Deckel::N,kapak,dangtis
508,Geschirr::N,kap kacak,indai
509,Sack::N,torba,maišas
510,Tasse::N,fincan,puodukas
511,Topf::N,tencere,puodas
512,Kessel::N,kazan,katilas
513,Essen::N,yemek,valgis
514,Nahrung::N,gıda,penas
515,Nahrung::N,gıda,maistas
516,Nahrung::N,besin,penas
517,Nahrung::N,besin,maistas
518,Speise::N,yemek,patiekalas
519,Fleisch::N,et,mėsa
520,Getreide::N,tahıl,javai
521,Getreide::N,hububat,javai
522,Brei::N,ezme,košė
523,Brot::N,ekmek,duona
524,Scheibe::N,dilim,riekė
525,Fett::N,yağ,taukai
526,Fett::N,yağ,riebalai
527,Butter::N,tereyağı,sviestas
528,Öl::N,yağ,aliejus
529,Öl::N,akar yağ,aliejus
530,Salz::N,tuz,druska
531,Suppe::N,çorba,sriuba
532,Honig::N,bal,medus
533,Milch::N,süt,pienas
534,Tee::N,çay,arbata
535,Leder::N,deri,oda
536,Leder::N,meşin,oda
537,Wolle::N,yün,vilna
538,Stoff::N,kumaş,audeklas
539,Nadel::N,iğne,adata
540,Faden::N,tire,gija
541,Faden::N,tire,siūlas
542,Faden::N,iplik,gija
543,Faden::N,iplik,siūlas
544,Knopf::N,düğme,saga
545,Knoten::N,düğüm,mazgas
546,Farbe::N,boya,dažai
547,Kleidung::N,giyim,rūbai
548,Kleidung::N,giyim,drabužiai
549,Hemd::N,gömlek,marškiniai
550,Kragen::N,yaka,apykaklė
551,Ärmel::N,yen,rankovė
552,Ärmel::N,elbise kolu,rankovė
553,Hose::N,pantolon,kelnės
554,Gürtel::N,kuşak,juosta
555,Gürtel::N,kuşak,diržas
556,Mütze::N,bere,kepurė
557,Mütze::N,kasket,kepurė
558,Schuh::N,kundura,batas
559,Schuh::N,ayakkabı,batas
560,Stiefel::N,çizme,auliniai batai
561,Ring::N,yüzük,žiedas
562,Band::N,bağ,kaspinas
563,Band::N,şerit,kaspinas
564,Kamm::N,tarak,šukos
565,Spiegel::N,ayna,veidrodis
566,Riemen::N,kayış,diržas
567,Schnur::N,ip,virvė
568,Schnur::N,sicim,virvė
569,Leine::N,kayış,pavadėlis
570,Decke::N,örtü,antklodė
571,Decke::N,yorgan,antklodė
572,Kissen::N,yastık,pagalvė
573,Kissen::N,yastık,priegalvis
574,Tuch::N,bez,skarelė
575,Handtuch::N,havlu,rankšluostis
576,Kraft::N,güç,jėga
577,Kraft::N,kuvvet,jėga
578,Stärke::N,kuvvet,stiprumas
579,Gesundheit::N,sağlık,sveikata
580,Krankheit::N,hastalık,liga
581,Schmerz::N,ağrı,skausmas
582,Schmerz::N,sancı,skausmas
583,Wunde::N,yara,žaizda
584,Fieber::N,ateş,karštis
585,Arznei::N,ilâç,vaistas
586,Brücke::N,köprü,tiltas
587,Brunnen::N,kuyu,šulinys
588,Brunnen::N,çeşme,šulinys
589,Weide::N,otlak,ganykla
590,Weide::N,otlak,gluosnis
591,Pfad::N,patika,takas
592,Pfad::N,keçiyolu,takas
593,Weg::N,yol,kelias
594,Straße::N,yol,gatvė
595,Straße::N,cadde,gatvė
596,Dorf::N,köy,kaimas
597,Dorf::N,köy,sodžius
598,Stadt::N,kent,miestas
599,Stadt::N,şehir,miestas
600,Brief::N,mektup,laiškas
601,Buch::N,kitap,knyga
602,Buchstabe::N,harf,raidė
603,Zeitung::N,gazete,laikraštis
604,Leben::N,hayat,gyvybė
605,Leben::N,hayat,gyvenimas
606,Tod::N,ölüm,mirtis
607,Grab::N,kabir,kapas
608,Kirche::N,kilise,bažnyčia
609,Sünde::N,günah,nuodėmė
610,Sünde::N,günah,nusidėjimas
611,Gott::N,tanrı,dievas
612,Arbeiter::N,işçi,darbininkas
613,Chef::N,şef,šefas
614,Chef::N,şef,vadovas
615,Chef::N,şef,viršininkas
616,Chef::N,müdür,šefas
617,Chef::N,müdür,vadovas
618,Chef::N,müdür,viršininkas
619,Meister::N,usta,meistras
620,Arzt::N,hekim,gydytojas
621,Arzt::N,doktor,gydytojas
622,Lehrer::N,hoca,mokytojas
623,Lehrer::N,öğretmen,mokytojas
624,Geld::N,para,pinigai
625,Geschäft::N,ticaret,biznis
626,Laden::N,dükkân,krautuvė
627,Laden::N,dükkân,parduotuvė
628,Preis::N,fiyat,kaina
629,Ware::N,mal,prekė
630,Nutzen::N,fayda,nauda
631,Nutzen::N,fayda,pelnas
632,Reichtum::N,servet,turtas
633,Reichtum::N,zenginlik,turtas
634,Welt::N,dünya,pasaulis
635,Land::N,ülke,žemė
636,Land::N,ülke,šalis
637,Staat::N,devlet,valstija
638,König::N,kral,karalius
639,Macht::N,kudret,galia
640,Macht::N,kudret,valdžia
641,Macht::N,iktidar,galia
642,Macht::N,iktidar,valdžia
643,Grenze::N,had,riba
644,Grenze::N,had,siena
645,Grenze::N,sınır,riba
646,Grenze::N,sınır,siena
647,Krieg::N,savaş,karas
648,Feind::N,düşman,priešas
649,Gewalt::N,zor,jėga
650,Gewalt::N,zor,smurtas
651,Gewalt::N,zor,prievarta
652,Gewalt::N,cebir,jėga
653,Gewalt::N,cebir,smurtas
654,Gewalt::N,cebir,prievarta
655,Kampf::N,savaş,kova
656,Bogen[Waffe]::N,yay,lankas
657,Pfeil::N,ok,strėlė
658,Gewehr::N,tüfek,šautuvas
659,Fehler::N,hata,klaida
660,Fehler::N,yanlış,klaida
661,Lüge::N,yalan,melas
662,Schaden::N,zarar,nuostolis
663,Schaden::N,zarar,apgadinimas
664,Unglück::N,felâket,nelaimė
665,Unglück::N,talihsizlik,nelaimė
666,Schuld::N,suç,kaltė
667,Schuld::N,kabahat,kaltė
668,Alter::N,yaş,amžius
669,Schluss::N,son,pabaiga
670,Zeit::N,zaman,laikas
671,Tag::N,gün,diena
672,Morgen::N,sabah,rytas
673,Mittag::N,öğle,vidurdienis
674,Abend::N,akşam,vakaras
675,Nacht::N,gece,naktis
676,Woche::N,hafta,savaitė
677,Monat::N,ay,mėnuo
678,Jahr::N,yıl,metai
679,Jahr::N,sene,metai
680,Frühling::N,ilkbahar,pavasaris
681,Sommer::N,yaz,vasara
682,Herbst::N,güz,ruduo
683,Herbst::N,sonbahar,ruduo
684,Winter::N,kış,žiema
685,Januar::N,ocak,sausis
686,Februar::N,şubat,vasaris
687,März::N,mart,kovas
688,April::N,nisan,balandis
689,Mai::N,mayıs,gegužė
690,Juni::N,haziran,birželis
691,Juli::N,temmuz,liepa
692,August::N,ağustos,rugpjūtis
693,September::N,eylül,rugsėjis
694,Oktober::N,ekim,spalis
695,November::N,kasım,lapkritis
696,Dezember::N,aralık,gruodis
697,Montag::N,pazartesi,pirmadienis
698,Dienstag::N,salı,antradienis
699,Mittwoch::N,çarşamba,trečiadienis
700,Donnerstag::N,perşembe,ketvirtadienis
701,Freitag::N,cuma,penktadienis
702,Samstag::N,cumartesi,šeštadienis
703,Sonntag::N,pazar,sekmadienis
704,groß::A,büyük,didis
705,groß::A,büyük,didelis
706,klein::A,ufak,mažas
707,klein::A,küçük,mažas
708,lang::A,uzun,ilgas
709,kurz::A,kısa,trumpas
710,breit::A,enli,platus
711,breit::A,geniş,platus
712,schmal::A,dar,smulkus
713,dicht::A,sık,tankus
714,dicht::A,yoğun,tankus
715,dick[Gegenstand]::A,kalın,storas
716,dick[Gegenstand]::A,iri,storas
717,dünn::A,ince,plonas
718,fein::A,ince,smulkus
719,fein::A,narin,smulkus
720,fest::A,sabit,kietas
721,fest::A,sabit,tvirtas
722,fest::A,sağlam,kietas
723,fest::A,sağlam,tvirtas
724,flach::A,düz,lėkštas
725,flach::A,düz,plokščias
726,flach::A,yassı,lėkštas
727,flach::A,yassı,plokščias
728,glatt::A,düz,slidus
729,hart::A,katı,kietas
730,weich::A,yumuşak,minkštas
731,rund::A,yuvarlak,apvalus
732,rund::A,yuvarlak,apskritas
733,spitz::A,sivri,aštrus
734,spitz::A,sivri,smailus
735,scharf::A,keskin,aštrus
736,stumpf::A,kör,bukas
737,stumpf::A,kör,atšipęs
738,schwer::A,ağır,sunkus
739,schön::A,güzel,gražus
740,heiß::A,kızgın,karštas
741,warm::A,sıcak,šiltas
742,kalt::A,soğuk,šaltas
743,kühl::A,serin,vėsus
744,kühl::A,serin,bejausmis
745,frisch::A,taze,šviežias
746,feucht::A,nemli,drėgnas
747,feucht::A,rutubetli,drėgnas
748,nass::A,yaş,šlapias
749,nass::A,ıslak,šlapias
750,trocken::A,kuru,sausas
751,voll::A,dolu,pilnas
752,voll::A,dolmuş,pilnas
753,leer::A,boş,tuščias
754,offen::A,açık,atviras
755,geschlossen::A,kapalı,uždaras
756,geschlossen::A,kapalı,uždarytas
757,sauber::A,pak,švarus
758,sauber::A,temiz,švarus
759,schmutzig::A,pis,nešvarus
760,schmutzig::A,pis,purvinas
761,schmutzig::A,kirli,nešvarus
762,schmutzig::A,kirli,purvinas
763,roh::A,çiğ,žalias
764,reif::A,olgun,prinokęs
765,reif::A,olgun,pribrendęs
766,lecker::A,lezzetli,gardus
767,süß::A,tatlı,saldus
768,süß::A,şekerli,saldus
769,bitter::A,acı,kartus
770,sauer::A,ekşi,gižus
771,sauer::A,ekşi,rūgštus
772,hell::A,aydınlık,šviesus
773,hell::A,aydınlık,skaistus
774,dunkel::A,karanlık,tamsus
775,schwarz::A,kara,juodas
776,schwarz::A,siyah,juodas
777,weiß::A,ak,baltas
778,weiß::A,beyaz,baltas
779,rot::A,kırmızı,raudonas
780,gelb::A,sarı,geltonas
781,blau::A,mavi,mėlynas
782,grün::A,yeşil,žalias
783,grau::A,boz,pilkas
784,bunt::A,renkli,margas
785,bunt::A,renkli,spalvotas
786,billig::A,ucuz,pigus
787,teuer::A,pahalı,brangus
788,wertvoll::A,değerli,vertingas
789,blind::A,kör,aklas
790,taub::A,sağır,kurčias
791,kräftig::A,dinç,stiprus
792,kräftig::A,kuvvetli,stiprus
793,stark::A,güçlü,stiprus
794,stark::A,kuvvetli,stiprus
795,schwach::A,zayıf,silpnas
796,schwach::A,güçsüz,silpnas
797,fett::A,şişman,riebus
798,schlank::A,narin,laibas
