,Concept_ID,sk,myv
197,Schlange[Tier]::N,had,гуй
198,Wurm::N,červ,сукс
199,Spinne::N,pavúk,шанжав
200,Ameise::N,mravec,коткудав
201,Laus::N,voš,сий
202,Mücke::N,komár,сеське
203,Fliege::N,mucha,карво
204,Schmetterling::N,motýľ,нимиляв
205,Beere::N,bobuľa,умарь
206,Apfel::N,jablko,умарь
207,Pilz::N,hríb,панго
208,Zwiebel::N,cibuľa,чурька
209,Saat::N,osivo,видьметь
210,Korn::N,zrno,сюро
211,Heu::N,seno,тикше
212,Schale::N,šupa,кедь
213,Schale::N,šupa,ваткавкс
214,Schale::N,škrupina,кедь
215,Schale::N,škrupina,ваткавкс
216,Grube::N,jama,латко
217,Falle::N,pasca,тувор
218,Falle::N,pasca,кундамка
219,Falle::N,klepec,тувор
220,Falle::N,klepec,кундамка
221,Schlinge::N,slučka,килькш
222,Spur::N,stopa,челькс
223,Spur::N,stopa,пильгеки
224,Asche::N,popol,кулов
225,Dreck::N,kal,рудаз
226,Dreck::N,blato,рудаз
227,Eisen::N,železo,кшни
228,Gold::N,zlato,сырне
229,Silber::N,striebro,сия
230,Kohle::N,uhlie,сэдь
231,Kohle::N,uhlie,уголия
232,Glas::N,sklo,сулика
233,Lehm::N,íl,сёвонь
234,Lehm::N,hlina,сёвонь
235,Sand::N,piesok,човар
236,Mensch::N,človek,ломань
237,Mann::N,muž,аля
238,Mann::N,muž,цёраломань
239,Mann::N,chlap,аля
240,Mann::N,chlap,цёраломань
241,Frau::N,žena,ава
242,Kind::N,dieťa,эйкакш
243,Junge::N,chlapec,цёрыне
244,Mädchen::N,dievka,тейтерне
245,Familie::N,rodina,семия
246,Großvater::N,dedo,покштя
247,Großvater::N,starý otec,покштя
248,Großmutter::N,babička,баба
249,Großmutter::N,stará mať,баба
250,Eltern::N,rodičia,тетят-ават
251,Vater::N,otec,тетя
252,Mutter::N,mať,ава
253,Mutter::N,matka,ава
254,Sohn::N,syn,цёра
255,Tochter::N,dcéra,тейтерь
256,Bruder::N,brat,леля
257,Bruder::N,brat,ялакс
258,Schwester::N,sestra,сазор
259,Onkel::N,ujo,леля
260,Onkel::N,strýko,леля
261,Tante::N,teta,патя
262,Tante::N,tetka,патя
263,Ehemann::N,muž,мирде
264,Ehemann::N,manžel,мирде
265,Ehefrau::N,žena,ни
266,Ehefrau::N,manželka,ни
267,Freude::N,radosť,кеняркс
268,Gelächter::N,smiech,ракамо
269,Gelächter::N,smiech,пейдема
270,Glück::N,šťastie,уцяска
271,Kummer::N,žiaľ,рискс
272,Kummer::N,žiaľ,мелявкс
273,Kummer::N,zármutok,рискс
274,Kummer::N,zármutok,мелявкс
275,Wunsch::N,prianie,мель
276,Wunsch::N,prianie,бажамо
277,Lust::N,chuť,бажамо
278,Geist::N,duch,ойме
279,Gedanke::N,myšlienka,мель
280,Gedächtnis::N,pamäť,мель
281,Verstand::N,rozum,прев
282,Sinn::N,zmysel,толк
283,Sinn::N,zmysel,смысла
284,Grund::N,dôvod,тувтал
285,Grund::N,príčina,тувтал
286,Wahrheit::N,pravda,видечи
287,Gespräch::N,reč,кортнема
288,Gespräch::N,rozhovor,кортнема
289,Märchen::N,rozprávka,ёвкс
290,Erzählung::N,poviedka,ёвтнема
291,Nachricht::N,správa,куля
292,Neuigkeit::N,novinka,куля
293,Name::N,meno,лем
294,Rätsel::N,záhada,содамоёвкс
295,Rätsel::N,hádanka,содамоёвкс
296,Rede::N,reč,кортамо
297,Sprache::N,reč,кель
298,Sprache::N,jazyk,кель
299,Stimme::N,hlas,ваигель
300,Wort::N,slovo,вал
301,Zeichen::N,znak,теште
302,Ruf::N,volanie,тердема
303,Ruf::N,zavolanie,тердема
304,Lärm::N,hluk,шалнома
305,Lärm::N,hurhaj,шалнома
306,Laut::N,zvuk,вайгель
307,Ton::N,tón,гайнема
308,Ton::N,zvuk,гайнема
309,Lied::N,pieseň,моро
310,Ruhe::N,pokoj,оймамо
311,Leute::N,ľudia,ломанть
312,Volk::N,ľud,народ
313,Volk::N,národ,народ
314,Arbeit::N,práca,тев
315,Arbeit::N,robota,тев
316,Gast::N,hosť,инже
317,Geschenk::N,dar,казне
318,Spiel::N,hra,налксема
319,Gesellschaft::N,spoločnosť,община
320,Hilfe::N,pomoc,лездамо
321,Freund::N,priateľ,оя
322,Freund::N,priateľ,ялга
323,Kamerad::N,kamarát,оя
324,Kamerad::N,kamarát,ялга
325,Angelegenheit::N,vec,тев
326,Angelegenheit::N,záležitosť,тев
327,Anzahl::N,počet,ламоксчи
328,Anzahl::N,množstvo,ламоксчи
329,Art::N,druh,вид
330,Stück::N,kus,пакш
331,Stück::N,kus,пелькс
332,Stück::N,kúsok,пакш
333,Stück::N,kúsok,пелькс
334,Teil::N,časť,часть
335,Teil::N,časť,пелькс
336,Hälfte::N,polka,пель
337,Hälfte::N,polka,пелькс
338,Hälfte::N,polovica,пель
339,Hälfte::N,polovica,пелькс
340,Kreis::N,kruh,кирькс
341,Kreuz::N,kríž,крёст
342,Linie::N,línia,кикс
343,Strich::N,čiara,межа
344,Abstand::N,vzdialenosť,ютко
345,Entfernung::N,vzdialenosť,ютко
346,Gegend::N,kraj,тарка
347,Gegend::N,kraj,пертьпелькс
348,Gegend::N,krajina,тарка
349,Gegend::N,krajina,пертьпелькс
350,Platz::N,miesto,васолкс
351,Ort::N,miesto,тарка
352,Seite::N,bok,ён
353,Seite::N,bok,чире
354,Seite::N,strana,ён
355,Seite::N,strana,чире
356,Mitte::N,stred,куншка
357,Gegenstand::N,predmet,предмет
358,Sache::N,vec,тев
359,Sache::N,vec,веща
360,Rand::N,kraj,пе
361,Rand::N,kraj,чире
362,Rand::N,okraj,пе
363,Rand::N,okraj,чире
364,Kante::N,hrana,ирдез
365,Ecke::N,roh,ужо
366,Spitze::N,hrot,пряне
367,Spitze::N,hrot,пе
368,Spitze::N,špička,пряне
369,Spitze::N,špička,пе
370,Ende::N,koniec,пе
371,Loch::N,diera,варя
372,Winkel::N,kút,ужо
373,Muster::N,vzor,сёрма
374,Muster::N,vzorka,сёрма
375,Größe::N,veľkosť,сэрь
376,Größe::N,veľkosť,покшолма
377,Länge::N,dĺžka,кувалмо
378,Höhe::N,výška,сэрь
379,Höhe::N,výška,пандо
380,Gewicht::N,váha,сталмо
381,Menge::N,množstvo,лововкс
382,Haufen::N,hŕba,мар
383,Haufen::N,hŕba,валявкс
384,Reihe::N,rad,ряд
385,Boot::N,čln,венч
386,Ruder::N,veslo,милё
387,Schlitten::N,sane,нурдт
388,Ski::N,lyža,сокс
389,Lagerfeuer::N,táborák,толбандя
390,Last::N,ťarcha,сталмо
391,Last::N,ťarcha,кандома
392,Last::N,bremeno,сталмо
393,Last::N,bremeno,кандома
394,Gang::N,chôdza,молема
395,Gang::N,chôdza,якамо
396,Schritt::N,krok,эскелькс
397,Norden::N,sever,якшамо ёнкс
398,Süden::N,juh,лембе ёнкс
399,Westen::N,západ,чивалгома
400,Osten::N,východ,чилисема
401,Holz::N,drevo,чувто
402,Brett::N,doska,лаз
403,Platte::N,doska,плита
404,Platte::N,platňa,плита
405,Stütze::N,opora,неже
406,Stange::N,tyč,олга
407,Stock::N,palica,мандо
408,Stab::N,palica,олога
409,Rohr::N,rúra,турба
410,Haus::N,dom,кудо
411,Heim::N,domov,кудо
412,Ofen::N,pec,каштомо
413,Ofen::N,kachle,каштомо
414,Fußboden::N,dlážka,киякс
415,Fußboden::N,podlaha,киякс
416,Tisch::N,stôl,столь
417,Stuhl::N,stolička,стул
418,Wiege::N,kolíska,лавсь
419,Wiege::N,kolíska,нурямот
420,Bett::N,lôžko,ацамо
421,Bett::N,posteľ,ацамо
422,Regal::N,regál,лався
423,Regal::N,regál,лавсяланго
424,Regal::N,polica,лався
425,Regal::N,polica,лавсяланго
426,Kiste::N,debna,горобия
427,Kiste::N,debna,сундук
428,Fenster::N,okno,вальма
429,Fenster::N,oblok,вальма
430,Tür::N,dvere,кенкш
431,Tor::N,vráta,ортат
432,Zaun::N,plot,пирявт
433,Zaun::N,plot,пирвякс
434,Zaun::N,ohrada,пирявт
435,Zaun::N,ohrada,пирвякс
436,Dach::N,krov,кудопря
437,Dach::N,strecha,кудопря
438,Leiter::N,rebrík,кузтема
439,Leiter::N,rebrina,кузтема
440,Besen::N,metla,тенсть
441,Spaten::N,rýľ,койме
442,Schaufel::N,lopata,кече
443,Schaufel::N,lopata,келей койме
444,Gabel::N,vidlička,сянгине
445,Löffel::N,lyžica,пенч
446,Messer::N,nôž,пеель
447,Nagel::N,klinec,эске
448,Netz::N,sieť,алтыма
449,Haken::N,hák,кечказ
450,Haken::N,háčik,кечказ
451,Griff::N,rukoväť,кедне
452,Schloss::N,zámka,замок
453,Schloss::N,zámka,панжома
454,Bild::N,obraz,картина
455,Figur::N,figúra,рунго
456,Puppe::N,bábka,няка
457,Puppe::N,bábika,няка
458,Beutel::N,vrece,кескав
459,Beutel::N,vrecko,кескав
460,Bündel::N,uzlík,керькс
461,Bündel::N,zväzok,керькс
462,Tasche::N,taška,юдма
463,Tasche::N,kabelka,юдма
464,Eimer::N,vedro,ведра
465,Deckel::N,vrchnák,велькс
466,Deckel::N,pokrývka,велькс
467,Geschirr::N,nádoba,кедьге
468,Sack::N,mech,кескав
469,Sack::N,vrece,кескав
470,Tasse::N,šálka,чакш
471,Topf::N,hrniec,кастрюля
472,Kessel::N,kotol,котёл
473,Essen::N,jedlo,ярсамо
474,Nahrung::N,strava,ярсамопель
475,Nahrung::N,potrava,ярсамопель
476,Speise::N,jedlo,ярсамопель
477,Fleisch::N,mäso,сывель
478,Getreide::N,obilie,сюро
479,Brei::N,kaša,каша
480,Brot::N,chlieb,кши
481,Scheibe::N,kotúč,кочом
482,Scheibe::N,kotúč,сускомо
483,Scheibe::N,krajec,кочом
484,Scheibe::N,krajec,сускомо
485,Fett::N,tuk,куя
486,Fett::N,masť,куя
487,Butter::N,maslo,ой
488,Öl::N,olej,ой
489,Salz::N,soľ,сал
490,Suppe::N,polievka,ям
491,Honig::N,med,медь
492,Milch::N,mlieko,ловсо
493,Tee::N,čaj,чай
494,Leder::N,koža,киське
495,Wolle::N,vlna,пона
496,Stoff::N,súkno,коцт
497,Nadel::N,ihla,салмукс
498,Faden::N,niť,суре
499,Faden::N,vlákno,суре
500,Knopf::N,gombík,пов
501,Knoten::N,uzol,сюлмо
502,Farbe::N,farba,артомапель
503,Kleidung::N,šaty,оршамот
504,Kleidung::N,šatstvo,оршамот
505,Hemd::N,košeľa,панар
506,Kragen::N,golier,сиве
507,Ärmel::N,rukáv,ожа
508,Hose::N,nohavice,понкст
509,Gürtel::N,pás,каркс
510,Gürtel::N,opasok,каркс
511,Mütze::N,čiapka,чапка
512,Schuh::N,obuv,туфля
513,Schuh::N,topánka,туфля
514,Stiefel::N,čižma,кем
515,Ring::N,prsteň,суркс
516,Band::N,stuha,лента
517,Kamm::N,hrebeň,сурсеме
518,Spiegel::N,zrkadlo,чавачамо
519,Riemen::N,remeň,кшнань каркс
520,Schnur::N,šnúra,пикс
521,Leine::N,vodidlo,ведьме
522,Decke::N,deka,вельтямо
523,Decke::N,prikrývka,вельтямо
524,Kissen::N,poduška,тодов
525,Tuch::N,šatka,паця
526,Handtuch::N,uterák,нардамо
527,Kraft::N,moc,вий
528,Stärke::N,sila,виевчи
529,Gesundheit::N,zdravie,шумбрачи
530,Krankheit::N,nemoc,орма
531,Krankheit::N,nemoc,сэредема
532,Krankheit::N,choroba,орма
533,Krankheit::N,choroba,сэредема
534,Schmerz::N,bolesť,сэредькс
535,Wunde::N,rana,керявкс
536,Fieber::N,horúčka,маштыкс
537,Arznei::N,liek,ормаменькс
538,Brücke::N,most,сэдь
539,Brücke::N,most,мадамо
540,Brunnen::N,studňa,лисьма
541,Weide::N,pastva,ракшань ванома тарка
542,Pfad::N,chodník,ян
543,Weg::N,cesta,ки
544,Straße::N,hradská,ки
545,Dorf::N,dedina,веле
546,Stadt::N,mesto,ош
547,Brief::N,list,сёрма
548,Buch::N,kniha,книга
549,Buchstabe::N,litera,буква
550,Buchstabe::N,písmeno,буква
551,Zeitung::N,noviny,газета
552,Leben::N,život,эрямо
553,Tod::N,smrť,кулома
554,Grab::N,hrob,калмо
555,Kirche::N,kostol,церькова
556,Sünde::N,hriech,чумочи
557,Gott::N,boh,паз
558,Arbeiter::N,robotník,робочей
559,Arbeiter::N,pracnovík,робочей
560,Chef::N,šéf,прявт
561,Chef::N,riaditeľ,прявт
562,Meister::N,majster,кол тевень тенця
563,Arzt::N,lekár,врач
564,Lehrer::N,učiteľ,учитель
565,Lehrer::N,učiteľ,тонавтыця
566,Geld::N,peniaze,ярмак
567,Geschäft::N,obchod,ладязь тев
568,Laden::N,obchod,лавка
569,Preis::N,cena,питне
570,Ware::N,tovar,миевкс
571,Ware::N,tovar,рамавкс
572,Nutzen::N,osoh,паро
573,Nutzen::N,osoh,лезэ
574,Nutzen::N,úžitok,паро
575,Nutzen::N,úžitok,лезэ
576,Reichtum::N,bohatstvo,сюпавчи
577,Welt::N,svet,мир
578,Welt::N,svet,мастор ланго
579,Land::N,územie,мастор
580,Land::N,krajina,мастор
581,Staat::N,štát,государства
582,König::N,kráľ,король
583,Macht::N,moc,азорксчи
584,Macht::N,mocnosť,азорксчи
585,Grenze::N,hranica,буен тешкс
586,Krieg::N,vojna,война
587,Feind::N,nepriateľ,душман
588,Gewalt::N,násilie,нарьгамо
589,Kampf::N,boj,тюрема
590,Bogen[Waffe]::N,luk,нал
591,Pfeil::N,šíp,нал
592,Pfeil::N,strela,нал
593,Gewehr::N,puška,ружия
594,Gewehr::N,puška,винтовка
595,Fehler::N,omyl,ильведькс
596,Fehler::N,omyl,ильведевкс
597,Fehler::N,chyba,ильведькс
598,Fehler::N,chyba,ильведевкс
599,Lüge::N,lož,манчема
600,Lüge::N,lož,кенгелема
601,Schaden::N,ujma,зыян
602,Schaden::N,škoda,зыян
603,Unglück::N,nešťastie,зыян
604,Schuld::N,vina,чумочи
605,Schuld::N,previnenie,чумочи
606,Alter::N,vek,шка
607,Schluss::N,záver,пе
608,Schluss::N,koniec,пе
609,Zeit::N,čas,шка
610,Zeit::N,čas,пинге
611,Tag::N,deň,чи
612,Morgen::N,ráno,валске
613,Mittag::N,poludnie,чикуншка
614,Abend::N,večer,чокшнэ
615,Nacht::N,noc,ве
616,Woche::N,týždeň,недля
617,Monat::N,mesiac,ков
618,Jahr::N,rok,ие
619,Frühling::N,jar,тундо
620,Sommer::N,leto,кизэ
621,Herbst::N,jeseň,сёксь
622,Winter::N,zima,теле
623,Januar::N,január,якшамков
624,Februar::N,február,февраль
625,März::N,marec,март
626,April::N,apríl,апрель
627,Mai::N,máj,май
628,Juni::N,jún,июнь
629,Juli::N,júl,июль
630,August::N,august,август
631,September::N,september,сентября
632,Oktober::N,október,октября
633,November::N,november,ноября
634,Dezember::N,december,декабря
635,Montag::N,pondelok,пондельник
636,Dienstag::N,utorok,овторник
637,Mittwoch::N,streda,серёда
638,Donnerstag::N,štvrtok,цетьверьг
639,Freitag::N,piatok,пеця
640,Samstag::N,sobota,субута
641,Samstag::N,sobota,шлямочи
642,Sonntag::N,nedeľa,недлячи
643,groß::A,veľký,ине
644,groß::A,veľký,покш
645,klein::A,malý,вишка
646,lang::A,dlhý,кувака
647,kurz::A,krátky,нурькине
648,breit::A,široký,келей
649,schmal::A,úzky,теине
650,dicht::A,hustý,тусто
651,dick[Gegenstand]::A,tlstý,эчке
652,dünn::A,tenký,човине
653,fein::A,jemný,човине
654,fest::A,pevný,кеме
655,flach::A,rovný,лапужа
656,flach::A,plochý,лапужа
657,glatt::A,hladký,валаня
658,hart::A,tvrdý,калгодо
659,weich::A,mäkký,чевте
660,rund::A,guľatý,кеверь
661,rund::A,okrúhly,кеверь
662,spitz::A,končitý,пшти
663,scharf::A,ostrý,пшти
664,stumpf::A,tupý,ношка
665,schwer::A,ťažký,стака
666,schön::A,pekný,мазый
667,schön::A,krásny,мазый
668,heiß::A,horúci,пси
669,warm::A,teplý,лембе
670,kalt::A,studený,якшамо
671,kühl::A,chladný,экше
672,frisch::A,svieži,свежа
673,feucht::A,vlhký,летьке
674,feucht::A,zvlhnutý,летьке
675,nass::A,mokrý,начко
676,trocken::A,suchý,коське
677,voll::A,plný,пешксе
678,leer::A,prázdny,чаво
679,offen::A,otvorený,панжадо
680,offen::A,otvorený,виде
681,geschlossen::A,zavretý,пекстазь
682,geschlossen::A,zavretý,сёлгозь
683,sauber::A,čistý,ванькс
684,schmutzig::A,špinavý,ливезев
685,roh::A,surový,верек
686,reif::A,zrelý,кенерезь
687,lecker::A,chutný,тантей
688,süß::A,sladký,ламбамо
689,bitter::A,horký,сэпей
690,sauer::A,kyslý,чапамо
691,hell::A,jasný,валдо
692,hell::A,svetlý,валдо
693,dunkel::A,temný,чопода
694,schwarz::A,čierny,раужо
695,weiß::A,biely,ашо
696,rot::A,červený,якстере
697,gelb::A,žltý,ожо
698,blau::A,modrý,сэнь
699,blau::A,belasý,сэнь
700,grün::A,zelený,пиже
701,grau::A,šedý,шержев
702,bunt::A,pestrý,сёрмав
703,billig::A,lacný,аволь питней
704,teuer::A,drahý,питней
705,wertvoll::A,cenný,питней
706,blind::A,slepý,сокор
707,taub::A,hluchý,амариця
708,kräftig::A,silný,пек виев
709,stark::A,silný,виев
710,schwach::A,slabý,лавшо
711,schwach::A,bezvládny,лавшо
712,fett::A,tučný,куя
713,schlank::A,štíhly,виде ронга
714,hübsch::A,šumný,мазый
715,hübsch::A,švárny,мазый
716,böse::A,zlý,кежей
717,dumm::A,hlúpy,чавола
718,dumm::A,hlúpy,превтеме
719,faul::A,lenivý,нузякс
720,fleißig::A,snaživý,мелень путыця
721,fleißig::A,usilovný,мелень путыця
722,geizig::A,skupý,скупой
723,geizig::A,lakomý,скупой
724,klug::A,múdry,превей
725,klug::A,bystrý,превей
726,geschickt::A,zručný,маштозь теезь
727,geschickt::A,šikovný,маштозь теезь
728,lieb::A,milý,вадря
729,lustig::A,veselý,весёла
730,sanft::A,nežný,сэтьме
731,hungrig::A,lačný,вачо
732,hungrig::A,hladný,вачо
733,krank::A,chorý,сэредиця
734,krank::A,nemocný,сэредиця
735,nackt::A,nahý,штапо
736,traurig::A,smutný,нусманя
737,lebendig::A,živý,эриця
738,gut::A,dobrý,паро
739,schlecht::A,zlý,берянь
740,richtig::A,správny,виде
741,schlimm::A,zlý,берянь
742,schlimm::A,nepríjemný,берянь
743,wahr::A,pravý,алкуксонь
744,wahr::A,pravdivý,алкуксонь
745,alt::A,starý,ташто
746,neu::A,nový,од
747,ehemalig::A,bývalý,икелень
748,alt[Lebewesen]::A,starý,сыре
749,jung::A,mladý,од
750,arm::A,chudobný,кажов
751,reich::A,bohatý,сюпав
752,bekannt::A,známy,содавикс
753,berühmt::A,slávny,содавикс
754,berühmt::A,povestný,содавикс
755,fremd::A,cudzí,лия
756,fremd::A,cudzí,асодавикс
757,verschieden::A,rôzny,эрьва
758,verschieden::A,rozličný,эрьва
759,nah::A,blízky,а васолонь
760,fern::A,ďaleký,умонь
761,fern::A,ďaleký,кезэрень
762,linker::A,ľavý,керш
763,rechter::A,pravý,вить
764,anderer::A,iný,лия
765,anderer::A,druhý,лия
766,erster::A,prvý,васень
767,erster::A,prvý,васенце
768,zweiter::A,druhý,омбоце
769,dritter::A,tretí,колмоце
770,letzter::A,ostatný,меельце
771,letzter::A,posledný,меельце
772,allein::ADV,sám,башка
773,allein::ADV,sám,ськамонзо
774,auf einmal::ADV,zároveň,вейсэ
775,zusammen::ADV,spolu,вейс
776,zusammen::ADV,spolu,вейсэ
777,zusammen::ADV,spoločne,вейс
778,zusammen::ADV,spoločne,вейсэ
779,lange::ADV,dlho,кувать
780,plötzlich::ADV,náhle,апак учо
781,sofort::ADV,hneď,курок
782,sofort::ADV,hneď,нейке
783,sofort::ADV,ihneď,курок
784,sofort::ADV,ihneď,нейке
785,später::ADV,neskoršie,мейле
786,jetzt::ADV,teraz,ней
787,heute::ADV,dnes,течи
788,morgen::ADV,zajtra,ванды
789,bald::ADV,skoro,курок
790,dann::ADV,nato,мейле
791,dann::ADV,nato,седе мейле
792,dann::ADV,potom,мейле
793,dann::ADV,potom,седе мейле
794,gestern::ADV,včera,исяк
795,einst::ADV,kedysi,весть
796,einst::ADV,kedysi,зярдо-бути
797,einst::ADV,niekedy,весть
798,einst::ADV,niekedy,зярдо-бути
799,damals::ADV,vtedy,сестэ
800,danach::ADV,potom,мейле
801,danach::ADV,potom,седе мейле
802,danach::ADV,podľa toho,мейле
803,danach::ADV,podľa toho,седе мейле
804,vorher::ADV,napred,васняяк
805,vorher::ADV,predtým,васняяк
806,zuerst::ADV,najprv,васня
807,einmal::ADV,raz,весть
808,einmal::ADV,jedenkrát,весть
809,manchmal::ADV,občas,лиясто
810,manchmal::ADV,niekedy,лиясто
811,oft::ADV,často,сеетьстэ
812,immer::ADV,vždy,свал
813,immer::ADV,ustavične,свал
814,niemals::ADV,nikdy,а зярдояк
815,hier::ADV,tu,тесэ
