,Concept_ID,hr,sl
66,Sonne::N,sunce,sónce
67,Mond::N,mjesec,lúna
68,Mond::N,mjesec,mésec
69,Stern::N,zvijezda,zvézda
70,Luft::N,zrak,zràk
71,Wind::N,vjetar,véter
72,Welle::N,val,vál
73,Welle::N,talas,vál
74,Wasser::N,voda,vôda
75,Stein::N,kamen,kámen
76,Boden::N,tlo,tlà
77,Boden::N,zemlja,tlà
78,Erde::N,zemlja,pŕst
79,Erde::N,zemlja,zêmlja
80,Staub::N,prah,práh
81,Staub::N,prašina,práh
82,Rauch::N,dim,dìm
83,Funke::N,iskra,ískra
84,Funke::N,varnica,ískra
85,Feuer::N,vatra,ôgenj
86,Licht::N,svjetlo,lúč
87,Schatten::N,hlad,sénca
88,Schatten::N,sjena,sénca
89,Wetter::N,vrijeme,vrême
90,Nebel::N,magla,meglà
91,Wolke::N,oblak,oblák
92,Regen::N,kiša,dèž
93,Schnee::N,snijeg,snég
94,Eis::N,led,léd
95,Frost::N,mraz,zmrzál
96,Kälte::N,studen,mràz
97,Kälte::N,hladnoća,mràz
98,Hitze::N,vrućina,pripéka
99,Raureif::N,inje,ívje
100,Raureif::N,inje,slána
101,Regenbogen::N,duga,mávrica
102,Donner::N,grom,gròm
103,Donner::N,grmljavina,gròm
104,Strömung::N,struja,strúja
105,Strömung::N,strujanje,strúja
106,Tropfen::N,kap,káplja
107,Tropfen::N,kaplja,káplja
108,Schaum::N,pjena,péna
109,Schmutz::N,nečistoća,nesnága
110,Schmutz::N,prljavština,nesnága
111,See::N,jezero,jézero
112,Sumpf::N,bara,močvírje
113,Moor::N,močvara,bárje
114,Wiese::N,livada,trávnik
115,Wald::N,šuma,lés
116,Wald::N,šuma,gòzd
117,Hügel::N,brijeg,brég
118,Hügel::N,brijeg,goríca
119,Hügel::N,brežuljak,brég
120,Hügel::N,brežuljak,goríca
121,Anhöhe::N,uzvišica,gríč
122,Anhöhe::N,uzvišica,višína
123,Berg::N,brdo,gôra
124,Berg::N,brdo,planína
125,Gipfel::N,vrh,vŕh
126,Höhle::N,pećina,jáma
127,Höhle::N,pećina,votlína
128,Höhle::N,spilja,jáma
129,Höhle::N,spilja,votlína
130,Abhang::N,obronak,pobóčje
131,Abhang::N,nizbrdica,pobóčje
132,Quelle::N,izvor,izvír
133,Quelle::N,vrelo,izvír
134,Bach::N,potok,pôtok
135,Fluss::N,rijeka,réka
136,Ufer::N,obala,brég
137,Küste::N,obala,obála
138,Küste::N,obala,obréžje
139,Küste::N,morska obala,obála
140,Küste::N,morska obala,obréžje
141,Festland::N,kopno,celína
142,Festland::N,kopno,kopnína
143,Meer::N,more,mórje
144,Bucht::N,zaliv,zalív
145,Insel::N,ada,ôtok
146,Insel::N,otok,ôtok
147,Blume::N,cvijet,cvetlíca
148,Gras::N,trava,tráva
149,Wurzel::N,korijen,korenína
150,Baum::N,drvo,drevó
151,Baum::N,stablo,drevó
152,Stamm::N,deblo,dêblo
153,Stamm::N,stablo,dêblo
154,Rinde::N,kora,lúbje
155,Rinde::N,kora,skórja
156,Ast::N,grana,véja
157,Zweig::N,grana,véja
158,Blatt::N,list,líst
159,Birke::N,breza,bréza
160,Kiefer[Baum]::N,bor,bòr
161,Weide[Baum]::N,iva,vŕba
162,Weide[Baum]::N,vŕba,vŕba
163,Tanne::N,jela,hója
164,Horn::N,rog,róg
165,Feder::N,pero,peró
166,Fell::N,koža,kŕzno
167,Flügel::N,krilo,krílo
168,Klaue::N,papak,párkelj
169,Kralle::N,pandža,krémpelj
170,Schwanz::N,rep,rèp
171,Ei::N,jaje,jájce
172,Nest::N,gnijezdo,gnézdo
173,Bau::N,jazbina,brlòg
174,Tier::N,životinja,živál
175,Herde::N,krdo,čréda
176,Herde::N,stado,čréda
177,Kuh::N,krava,kráva
178,Bulle::N,bik,bìk
179,Pferd::N,konj,kònj
180,Schaf::N,ovca,ôvca
181,Schwein::N,svinja,svínja
182,Hund::N,pas,pès
183,Hund::N,pseto,pès
184,Katze::N,mačka,máčka
185,Bär::N,medvjed,mêdved
186,Eichhörnchen::N,vjeverica,véverica
187,Elch::N,los,lós
188,Fuchs::N,lisica,lisíca
189,Hase::N,zec,zájec
190,Maus::N,miš,mìš
191,Wolf::N,vuk,vólk
192,Wolf::N,kurjak,vólk
193,Vogel::N,ptica,ptìč
194,Vogel::N,ptica,ptíca
195,Schwarm::N,roj,játa
196,Schwarm::N,jato,játa
197,Huhn::N,kokoš,kokóš
198,Hahn::N,kokot,petêlin
199,Hahn::N,pijevac,petêlin
200,Gans::N,guska,gós
201,Adler::N,orao,ôrel
202,Ente::N,patka,ráca
203,Eule::N,sova,sôva
204,Kranich::N,ždral,žerjàv
205,Krähe::N,vrana,vrána
206,Kuckuck::N,kukavica,kúkavica
207,Schwan::N,labud,labód
208,Fisch::N,riba,ríba
209,Barsch::N,grgeč,ostríž
210,Hecht::N,štuka,ščúka
211,Schlange[Tier]::N,guja,káča
212,Schlange[Tier]::N,zmija,káča
213,Wurm::N,crv,čr̀v
214,Wurm::N,crv,glísta
215,Spinne::N,pauk,pájek
216,Ameise::N,mrav,mrávlja
217,Laus::N,uš,úš
218,Mücke::N,komarac,komár
219,Fliege::N,muha,múha
220,Schmetterling::N,leptir,metúlj
221,Beere::N,boba,jágoda
222,Beere::N,bobica,jágoda
223,Apfel::N,jabuka,jábolko
224,Pilz::N,pečurka,góba
225,Zwiebel::N,luk,čebúla
226,Zwiebel::N,kapula,čebúla
227,Saat::N,sjemenje,séme
228,Korn::N,zrno,zŕno
229,Heu::N,sijeno,senó
230,Schale::N,kora,lupína
231,Schale::N,ljuska,lupína
232,Grube::N,jama,jáma
233,Falle::N,zamka,pást
234,Falle::N,klopka,pást
235,Schlinge::N,uzao,zánka
236,Schlinge::N,uzao,pêtlja
237,Schlinge::N,petlja,zánka
238,Schlinge::N,petlja,pêtlja
239,Spur::N,trag,sléd
240,Spur::N,slijed,sléd
241,Asche::N,pepeo,pepél
242,Dreck::N,blato,bláto
243,Eisen::N,željezo,želézo
244,Gold::N,zlato,zlató
245,Silber::N,srebro,srebró
246,Kohle::N,ugalj,ógel
247,Kohle::N,ugljen,ógel
248,Glas::N,staklo,stêklo
249,Lehm::N,glina,ílo
250,Lehm::N,ilovača,ílo
251,Sand::N,pijesak,pések
252,Mensch::N,čovjek,člôvek
253,Mann::N,muškarac,móž
254,Mann::N,muškarac,môški
255,Frau::N,žena,gospá
256,Frau::N,žena,žénska
257,Kind::N,čedo,déte
258,Kind::N,čedo,otròk
259,Kind::N,dijete,déte
260,Kind::N,dijete,otròk
261,Junge::N,momče,fànt
262,Junge::N,momče,déček
263,Junge::N,dječak,fànt
264,Junge::N,dječak,déček
265,Mädchen::N,djevojka,deklè
266,Mädchen::N,djevojka,déklica
267,Mädchen::N,djevojčica,deklè
268,Mädchen::N,djevojčica,déklica
269,Familie::N,obitelj,družína
270,Familie::N,porodica,družína
271,Großvater::N,djed,dèd
272,Großvater::N,djed,dédek
273,Großmutter::N,baka,bábica
274,Eltern::N,roditelji,stárši
275,Vater::N,otac,ôče
276,Mutter::N,majka,máma
277,Sohn::N,sin,sín
278,Tochter::N,kći,hčí
279,Tochter::N,kći,hčérka
280,Tochter::N,kćerka,hčí
281,Tochter::N,kćerka,hčérka
282,Bruder::N,brat,bràt
283,Schwester::N,sestra,sêstra
284,Onkel::N,čika,újec
285,Onkel::N,čika,stríc
286,Onkel::N,ujak,újec
287,Onkel::N,ujak,stríc
288,Tante::N,ujna,têta
289,Tante::N,ujna,strína
290,Tante::N,tetka,têta
291,Tante::N,tetka,strína
292,Ehemann::N,muž,móž
293,Ehemann::N,muž,sopróg
294,Ehemann::N,suprug,móž
295,Ehemann::N,suprug,sopróg
296,Ehefrau::N,žena,žêna
297,Ehefrau::N,žena,sopróga
298,Ehefrau::N,supruga,žêna
299,Ehefrau::N,supruga,sopróga
300,Freude::N,radost,rádost
301,Freude::N,radost,vesêlje
302,Gelächter::N,grohot,sméh
303,Gelächter::N,grohot,grohòt
304,Glück::N,sreća,sréča
305,Kummer::N,jad,gorjé
306,Kummer::N,briga,gorjé
307,Wunsch::N,želja,žêlja
308,Lust::N,volja,poželênje
309,Geist::N,duh,dúša
310,Gedanke::N,misao,mísel
311,Gedächtnis::N,pamćenje,pámet
312,Verstand::N,um,
313,Verstand::N,razum,
314,Sinn::N,smisao,pomèn
315,Sinn::N,smisao,smísel
316,Sinn::N,značenje,pomèn
317,Sinn::N,značenje,smísel
318,Grund::N,razlog,vzròk
319,Wahrheit::N,istina,resníca
320,Gespräch::N,razgovor,pogóvor
321,Märchen::N,bajka,právljica
322,Erzählung::N,priča,povést
323,Erzählung::N,pripovijest,povést
324,Nachricht::N,vijest,sporočílo
325,Neuigkeit::N,novost,novóst
326,Name::N,ime,imé
327,Rätsel::N,zagonetka,ugánka
328,Rede::N,govor,góvor
329,Rede::N,besjeda,góvor
330,Sprache::N,jezik,jêzik
331,Stimme::N,glas,glás
332,Wort::N,riječ,beséda
333,Zeichen::N,znak,znák
334,Ruf::N,povik,klíc
335,Ruf::N,poklik,klíc
336,Lärm::N,buka,hrúp
337,Lärm::N,buka,trúšč
338,Lärm::N,galama,hrúp
339,Lärm::N,galama,trúšč
340,Laut::N,zvuk,glás
341,Ton::N,ton,tón
342,Lied::N,pjesma,pésem
343,Ruhe::N,tišina,pokòj
344,Ruhe::N,počinak,pokòj
345,Leute::N,ljudi,ljudjé
346,Volk::N,puk,národ
347,Volk::N,narod,národ
348,Arbeit::N,rad,délo
349,Arbeit::N,posao,délo
350,Gast::N,gost,gòst
351,Geschenk::N,dar,darílo
352,Geschenk::N,poklon,darílo
353,Spiel::N,igra,ígra
354,Gesellschaft::N,društvo,drúžba
355,Gesellschaft::N,kompanija,drúžba
356,Hilfe::N,pomoć,pomóč
357,Freund::N,prijatelj,prijátelj
358,Kamerad::N,drug,továriš
359,Kamerad::N,drugar,továriš
360,Angelegenheit::N,posao,zadéva
361,Anzahl::N,broj,števílo
362,Anzahl::N,brojnost,števílo
363,Art::N,vid,vŕsta
364,Art::N,vrst,vŕsta
365,Stück::N,komad,kós
366,Teil::N,dio,dél
367,Hälfte::N,polovina,polovíca
368,Kreis::N,krug,króg
369,Kreis::N,krug,kolobár
370,Kreuz::N,križ,kríž
371,Linie::N,crta,próga
372,Strich::N,crta,čŕta
373,Abstand::N,razmak,preslédek
374,Abstand::N,odstojanje,preslédek
375,Entfernung::N,udaljenost,oddáljenost
376,Gegend::N,kraj,kràj
377,Gegend::N,kraj,dežêla
378,Gegend::N,predeo,kràj
379,Gegend::N,predeo,dežêla
380,Platz::N,mjesto,prôstor
381,Ort::N,mjesto,mésto
382,Seite::N,bok,bòk
383,Seite::N,bok,strán
384,Seite::N,strana,bòk
385,Seite::N,strana,strán
386,Mitte::N,sredina,sredína
387,Gegenstand::N,predmet,prédmet
388,Sache::N,posao,réč
389,Sache::N,posao,stvár
390,Rand::N,rub,kràj
391,Rand::N,kraj,kràj
392,Kante::N,brid,rób
393,Kante::N,ivica,rób
394,Ecke::N,ugao,vogál
395,Spitze::N,vrh,óst
396,Spitze::N,šiljak,óst
397,Ende::N,konac,kônec
398,Loch::N,rupa,lúknja
399,Winkel::N,kut,kót
400,Winkel::N,ugao,kót
401,Muster::N,uzor,vzórec
402,Größe::N,veličina,veličína
403,Länge::N,duljina,dolžína
404,Höhe::N,visina,vršína
405,Gewicht::N,težina,téža
406,Menge::N,mnoštvo,količína
407,Menge::N,količina,količína
408,Haufen::N,hrpa,kùp
409,Haufen::N,hrpa,kopíca
410,Haufen::N,gomila,kùp
411,Haufen::N,gomila,kopíca
412,Reihe::N,red,níz
413,Reihe::N,red,vŕsta
414,Boot::N,čun,čóln
415,Boot::N,čamac,čóln
416,Ruder::N,veslo,vêslo
417,Schlitten::N,saone,saní
418,Ski::N,ski,smučí
419,Ski::N,smučka,smučí
420,Lagerfeuer::N,logorska vatra,táborni ôgenj
421,Last::N,tovar,tôvor
422,Gang::N,hod,hòd
423,Schritt::N,korak,korák
424,Norden::N,sjever,séver
425,Süden::N,jug,júg
426,Westen::N,zapad,zapàd
427,Osten::N,istok,vzhòd
428,Holz::N,drvo,lés
429,Brett::N,daska,deskà
430,Platte::N,ploča,plôča
431,Stütze::N,potpora,opóra
432,Stütze::N,potpora,zaslómba
433,Stange::N,motka,gréd
434,Stock::N,štap,pálica
435,Stock::N,palica,pálica
436,Stab::N,štap,pálica
437,Stab::N,šipka,pálica
438,Rohr::N,cijev,cév
439,Haus::N,kuća,híša
440,Heim::N,dom,dóm
441,Ofen::N,peć,péč
442,Fußboden::N,pod,pòd
443,Tisch::N,stol,míza
444,Tisch::N,trpeza,míza
445,Stuhl::N,stolac,stòl
446,Stuhl::N,stolica,stòl
447,Wiege::N,kolijevka,zíbel
448,Bett::N,krevet,póstelja
449,Bett::N,postelja,póstelja
450,Regal::N,polica,políca
451,Kiste::N,sanduk,zabòj
452,Fenster::N,prozor,ôkno
453,Tür::N,vrata,vráta
454,Tor::N,vrata,velíka vráta
455,Tor::N,kapija,velíka vráta
456,Zaun::N,plot,ográja
457,Zaun::N,ograda,ográja
458,Dach::N,krov,stréha
459,Leiter::N,ljestve,léstev
460,Leiter::N,ljestvice,léstev
461,Besen::N,metla,mêtla
462,Spaten::N,ašov,lopáta
463,Schaufel::N,lopata,lopáta
464,Gabel::N,viljuška,vílice
465,Löffel::N,žlica,žlíca
466,Messer::N,nož,nòž
467,Nagel::N,čavao,žebèlj
468,Netz::N,mreža,mréža
469,Haken::N,kuka,kljúka
470,Griff::N,držak,ročáj
471,Griff::N,držak,oprijèm
472,Griff::N,ručica,ročáj
473,Griff::N,ručica,oprijèm
474,Schloss::N,brava,ključávnica
475,Bild::N,slika,slíka
476,Figur::N,figura,figúra
477,Figur::N,figura,postáva
478,Puppe::N,lutka,lútka
479,Beutel::N,kesa,môšnja
480,Bündel::N,snop,cúla
481,Bündel::N,snop,svéženj
482,Bündel::N,svežanj,cúla
483,Bündel::N,svežanj,svéženj
484,Tasche::N,torba,tórba
485,Tasche::N,torba,tobôlec
486,Tasche::N,taška,tórba
487,Tasche::N,taška,tobôlec
488,Eimer::N,kabao,vêdro
489,Deckel::N,poklopac,pokròv
490,Deckel::N,poklopac,poklópec
491,Geschirr::N,suđe,posóda
492,Geschirr::N,posuđe,posóda
493,Sack::N,džak,vréča
494,Sack::N,vreća,vréča
495,Tasse::N,šalica,skodélica
496,Topf::N,lonac,lônec
497,Kessel::N,kazan,kôtel
498,Essen::N,obrok,hrána
499,Nahrung::N,hrana,živílo
500,Speise::N,jelo,jéd
501,Fleisch::N,meso,mesó
502,Getreide::N,žito,žíto
503,Getreide::N,žitarice,žíto
504,Brei::N,kaša,káša
505,Brot::N,kruh,krùh
506,Scheibe::N,kriška,réženj
507,Fett::N,mast,mást
508,Fett::N,mast,maščôba
509,Fett::N,salo,mást
510,Fett::N,salo,maščôba
511,Butter::N,buter,máslo
512,Butter::N,maslac,máslo
513,Öl::N,ulje,ólje
514,Salz::N,sol,sól
515,Suppe::N,supa,júha
516,Honig::N,med,méd
517,Milch::N,mlijeko,mléko
518,Tee::N,čaj,čáj
519,Leder::N,koža,úsnje
520,Wolle::N,vuna,vólna
521,Stoff::N,štof,blagó
522,Stoff::N,tkanina,blagó
523,Nadel::N,igla,ígla
524,Faden::N,nit,nít
525,Faden::N,konac,nít
526,Knopf::N,dugme,gúmb
527,Knoten::N,čvor,vôzel
528,Knoten::N,uzao,vôzel
529,Farbe::N,farba,bárva
530,Kleidung::N,odjeća,obléka
531,Hemd::N,košulja,srájca
532,Kragen::N,ovratnik,ovrátnik
533,Ärmel::N,rukav,rokáv
534,Hose::N,hlače,hláče
535,Gürtel::N,pas,pás
536,Gürtel::N,pojas,pás
537,Mütze::N,kapa,kápa
538,Mütze::N,kapa,čépica
539,Schuh::N,cipela,čévelj
540,Stiefel::N,čizma,škórenj
541,Ring::N,prsten,pŕstan
542,Band::N,vrpca,trák
543,Kamm::N,češalj,glavník
544,Spiegel::N,zrcalo,zrcálo
545,Spiegel::N,zrcalo,ogledálo
546,Spiegel::N,ogledalo,zrcálo
547,Spiegel::N,ogledalo,ogledálo
548,Riemen::N,kaiš,jêrmen
549,Riemen::N,remen,jêrmen
550,Schnur::N,vrpca,vŕvca
551,Leine::N,uzica,konôpec
552,Decke::N,ćebe,odéja
553,Decke::N,pokrivač,odéja
554,Kissen::N,jastuk,blazína
555,Tuch::N,rubac,pŕt
556,Tuch::N,rubac,rúta
557,Tuch::N,marama,pŕt
558,Tuch::N,marama,rúta
559,Handtuch::N,ručnik,brisáča
560,Kraft::N,snaga,síla
561,Stärke::N,jakost,jákost
562,Gesundheit::N,zdravlje,zdrávje
563,Krankheit::N,bolest,bolézen
564,Schmerz::N,bol,ból
565,Schmerz::N,bol,bolečína
566,Wunde::N,rana,rána
567,Fieber::N,groznica,vročína
568,Arznei::N,lijek,lék
569,Arznei::N,lijek,zdravílo
570,Brücke::N,most,móst
571,Brücke::N,ćuprija,móst
572,Brunnen::N,bunar,vodnják
573,Brunnen::N,zdenac,vodnják
574,Weide::N,paša,páša
575,Weide::N,pašnjak,páša
576,Pfad::N,staza,stezà
577,Weg::N,put,pót
578,Straße::N,drum,césta
579,Straße::N,cesta,césta
580,Dorf::N,selo,vás
581,Stadt::N,grad,mésto
582,Stadt::N,varoš,mésto
583,Brief::N,list,písmo
584,Brief::N,pismo,písmo
585,Buch::N,knjiga,knjíga
586,Buchstabe::N,slovo,čŕka
587,Zeitung::N,novine,čásnik
588,Leben::N,život,življênje
589,Tod::N,smrt,smŕt
590,Grab::N,raka,gròb
591,Kirche::N,crkva,cérkev
592,Sünde::N,grijeh,gréh
593,Gott::N,bog,bóg
594,Arbeiter::N,radnik,délavec
595,Chef::N,šef,šéf
596,Meister::N,majstor,mójster
597,Arzt::N,liječnik,zdravník
598,Lehrer::N,učitelj,učítelj
599,Geld::N,novac,denár
600,Geschäft::N,posao,kupčíja
601,Geschäft::N,trgovina,kupčíja
602,Laden::N,dućan,trgovína
603,Preis::N,cijena,céna
604,Ware::N,roba,róba
605,Nutzen::N,korist,príd
606,Reichtum::N,bogatstvo,bogástvo
607,Welt::N,svijet,svét
608,Land::N,zemlja,dežêla
609,Staat::N,država,držáva
610,König::N,kralj,králj
611,Macht::N,moć,oblást
612,Macht::N,vlast,oblást
613,Grenze::N,granica,mêja
614,Krieg::N,rat,vôjna
615,Feind::N,neprijatelj,sovrážnik
616,Gewalt::N,sila,nasílje
617,Gewalt::N,nasilje,nasílje
618,Kampf::N,boj,bòj
619,Kampf::N,boj,bórba
620,Kampf::N,borba,bòj
621,Kampf::N,borba,bórba
622,Bogen[Waffe]::N,luk,lók
623,Pfeil::N,strijela,puščíca
624,Gewehr::N,puška,púška
625,Fehler::N,pogreška,zmóta
626,Fehler::N,griješka,zmóta
627,Lüge::N,laž,láž
628,Schaden::N,šteta,okvára
629,Unglück::N,nesreća,nesréča
630,Schuld::N,krivnja,krívda
631,Alter::N,dob,dôba
632,Schluss::N,kraj,kônec
633,Schluss::N,konac,kônec
634,Zeit::N,doba,čàs
635,Zeit::N,vrijeme,čàs
636,Tag::N,dan,dán
637,Morgen::N,jutro,jútro
638,Mittag::N,podne,póldan
639,Abend::N,veče,večér
640,Abend::N,večer,večér
641,Nacht::N,noć,nóč
642,Woche::N,sedmica,téden
643,Monat::N,mjesec,mésec
644,Jahr::N,godina,léto
645,Frühling::N,proljeće,pomlád
646,Sommer::N,ljeto,polétje
647,Herbst::N,jesen,jesén
648,Winter::N,zima,zíma
649,Januar::N,januar,jánuar
650,Januar::N,siječanj,jánuar
651,Februar::N,veljača,fébruar
652,Februar::N,februar,fébruar
653,März::N,mart,márec
654,März::N,ožujak,márec
655,April::N,april,apríl
656,April::N,travanj,apríl
657,Mai::N,maj,máj
658,Mai::N,svibanj,máj
659,Juni::N,juni,júnij
660,Juni::N,lipanj,júnij
661,Juli::N,juli,júlij
662,Juli::N,srpanj,júlij
663,August::N,august,avgúst
664,August::N,kolovoz,avgúst
665,September::N,rujan,septêmber
666,September::N,septembar,septêmber
667,Oktober::N,oktobar,október
668,Oktober::N,listopad,október
669,November::N,studeni,novêmber
670,November::N,novembar,novêmber
671,Dezember::N,prosinac,decémber
672,Montag::N,ponedjeljak,ponedéljek
673,Montag::N,ponedjeljnik,ponedéljek
674,Dienstag::N,utorak,tôrek
675,Dienstag::N,utornik,tôrek
676,Mittwoch::N,srijeda,sréda
677,Donnerstag::N,četvrtak,četŕtek
678,Freitag::N,petak,pétek
679,Samstag::N,subota,sobóta
680,Sonntag::N,nedjelja,nedélja
681,groß::A,velik,vêlik
682,klein::A,mali,májhen
683,klein::A,malen,májhen
684,lang::A,dug,dólg
685,lang::A,dugačak,dólg
686,kurz::A,kratak,krátek
687,breit::A,širok,širòk
688,schmal::A,uski,ózek
689,schmal::A,uzak,ózek
690,dicht::A,gust,góst
691,dick[Gegenstand]::A,debeo,dêbel
692,dünn::A,tanak,tánek
693,fein::A,fin,drôben
694,fein::A,tanak,drôben
695,fest::A,čvrst,tŕden
696,flach::A,ravan,plán
697,flach::A,ravan,plòsk
698,flach::A,plosnat,plán
699,flach::A,plosnat,plòsk
700,glatt::A,gladak,gládek
701,hart::A,tvrd,tŕd
702,weich::A,mek,mehák
703,weich::A,mekan,mehák
704,rund::A,okrugao,okrógel
705,spitz::A,oštar,šílast
706,spitz::A,šiljast,šílast
707,scharf::A,oštar,óster
708,scharf::A,bridak,óster
709,stumpf::A,tup,tóp
710,stumpf::A,tup,skŕhan
711,schwer::A,težak,têžek
712,schön::A,krasan,lép
713,schön::A,krasan,krásen
714,heiß::A,vruć,vròč
715,warm::A,topao,tôpel
716,kalt::A,hladan,mŕzel
717,kalt::A,hladan,hláden
718,kühl::A,hladan,hláden
719,frisch::A,svjež,svéž
720,feucht::A,vlažan,vlážen
721,nass::A,mokar,móker
722,trocken::A,suh,súh
723,voll::A,pun,póln
724,leer::A,prazan,prázen
725,offen::A,otvoren,odpŕt
726,geschlossen::A,zatvoren,zapŕt
727,sauber::A,čist,číst
728,sauber::A,čist,líčen
729,schmutzig::A,nečist,umázan
730,schmutzig::A,blatan,umázan
731,roh::A,sirov,suròv
732,reif::A,zreo,zrèl
733,lecker::A,tečan,okúsen
734,lecker::A,ukusan,okúsen
735,süß::A,sladak,sládek
736,bitter::A,gorak,grenák
737,sauer::A,kiseo,kísel
738,hell::A,vedar,svetèl
739,hell::A,svijetao,svetèl
740,dunkel::A,taman,temèn
741,schwarz::A,crn,čŕn
742,weiß::A,bio,bél
743,weiß::A,bijel,bél
744,rot::A,crven,rdèč
745,gelb::A,žut,žólt
746,gelb::A,žut,rumèn
747,blau::A,plav,móder
748,blau::A,modar,móder
749,grün::A,zelen,zelèn
750,grau::A,siv,sív
751,bunt::A,šaren,písan
752,billig::A,jeftin,pocéni
753,teuer::A,skup,drág
754,wertvoll::A,vrijedan,dragocén
755,wertvoll::A,dragocjen,dragocén
756,blind::A,slijep,slép
757,taub::A,gluh,glúh
758,kräftig::A,snažan,močán
759,stark::A,jak,ják
760,stark::A,snažan,ják
761,schwach::A,slab,šíbek
762,fett::A,pretio,dêbel
763,schlank::A,vitak,vítek
764,hübsch::A,zgodan,lép
765,böse::A,zao,zèl
766,böse::A,zao,hudôben
767,böse::A,opak,zèl
768,böse::A,opak,hudôben
769,dumm::A,glup,glúp
770,dumm::A,glup,bédast
771,faul::A,lijen,lén
772,fleißig::A,radin,marljív
773,fleißig::A,marljiv,marljív
774,geizig::A,škrt,škŕt
775,klug::A,razborit,pámeten
776,geschickt::A,vješt,spréten
777,lieb::A,drag,míl
778,lieb::A,drag,ljúb
779,lustig::A,veseo,vesél
780,sanft::A,blag,láhek
781,hungrig::A,gladan,láčen
782,krank::A,bolestan,bolán
783,nackt::A,nag,nág
784,traurig::A,tužan,túžen
785,traurig::A,žalostan,túžen
786,lebendig::A,živ,žív
787,gut::A,dobar,dóber
788,schlecht::A,loš,malopríden
789,schlecht::A,rđav,malopríden
790,richtig::A,tačan,pravílen
791,richtig::A,ispravan,pravílen
792,schlimm::A,zao,húd
793,schlimm::A,zločest,húd
794,wahr::A,istinit,resníčen
795,alt::A,star,stàr
796,neu::A,nov,nòv
797,ehemalig::A,bivši,nekdánji
798,alt[Lebewesen]::A,star,stàr
799,jung::A,mlad,mlád
800,arm::A,ubog,ubóg
801,arm::A,ubog,réven
802,arm::A,siromašan,ubóg
803,arm::A,siromašan,réven
804,reich::A,bogat,bogàt
805,bekannt::A,poznat,znán
806,berühmt::A,čuven,sláven
807,berühmt::A,čuven,znamenít
808,berühmt::A,slavan,sláven
809,berühmt::A,slavan,znamenít
810,fremd::A,tuđ,túj
811,fremd::A,stran,túj
812,verschieden::A,razan,razlíčen
813,verschieden::A,različan,razlíčen
814,nah::A,blizak,blížnji
815,fern::A,dalek,dáleč
816,fern::A,daljnji,dáleč
817,linker::A,lijevi,lévi
818,rechter::A,desni,désni
819,anderer::A,drugi,drúgi
820,anderer::A,drugačiji,drúgi
821,erster::A,prvi,pŕvi
822,zweiter::A,drugi,drúgi
823,dritter::A,treći,trétji
824,letzter::A,zadnji,poslédnji
825,allein::ADV,sam,sám
826,auf einmal::ADV,istodobno,obênem
827,zusammen::ADV,skupa,skúpaj
828,zusammen::ADV,zajedno,skúpaj
829,lange::ADV,dugo,dólgo
830,plötzlich::ADV,naglo,náglo
831,plötzlich::ADV,naglo,nenádoma
