,Concept_ID,bg,ja
873,donnern::V,гърмя,雷が鳴る
874,wehen::V,вея,吹く
875,wehen::V,духам,吹く
876,strömen::V,тека,流れる
877,strömen::V,лея се,流れる
878,fließen::V,тека,流れる
879,sich drehen::V,въртя се,回転する
880,schwanken::V,клатя се,揺れる
881,schwingen::V,трептя,振動する
882,fallen::V,падам,落ちる
883,brennen::V,горя,燃える
884,rauchen::V,димя,煙を出す
885,regnen::V,вали дъжд,雨が降る
886,gefrieren::V,замръзна,凍る
887,tauen::V,топя се,溶ける
888,schmelzen::V,разтопя се,溶ける
889,trocknen::V,съхна,乾く
890,sieden::V,вря,沸く
891,sieden::V,кипя,沸く
892,faulen::V,гния,腐る
893,verfaulen::V,изгния,朽ちる
894,reißen::V,напукам се,切れる
895,versinken::V,потъна,沈む
896,vergehen::V,минавам,経つ
897,erscheinen::V,явя се,現れる
898,verschwinden::V,изчезна,消える
899,sinken::V,падна,下がる
900,abnehmen::V,отслабна,減る
901,zunehmen::V,нарасна,増える
902,steigen::V,увелича се,上がる
903,steigen::V,покачвам се,上がる
904,wachsen::V,раста,伸びる
905,glänzen::V,лъщя,輝く
906,glänzen::V,блестя,輝く
907,funkeln::V,искря,ぴかぴか光る
908,lärmen::V,шумя,騒ぐ
909,läuten::V,звъня,鳴る
910,klingeln::V,звъня,鳴る
911,klirren::V,звънтя,がらんがらんと鳴る
912,klirren::V,дрънкам,がらんがらんと鳴る
913,brausen::V,буча,逆巻く
914,rauschen::V,шумя,戦ぐ
915,klingen::V,звуча,鳴る
916,bellen::V,лая,吠える
917,heulen::V,вия,きゃんきゃん鳴く
918,heulen::V,рева,きゃんきゃん鳴く
919,blasen::V,духна,吹く
920,pfeifen::V,свиря,口笛を吹く
921,schreien::V,крещя,叫ぶ
922,stöhnen::V,стена,うめく
923,stöhnen::V,пъшкам,うめく
924,zittern::V,треперя,震える
925,leben::V,живея,生きている
926,geboren werden::V,родя се,生まれる
927,atmen::V,дишам,呼吸する
928,trinken::V,пия,飲む
929,essen::V,ям,食べる
930,schlucken::V,гълтам,飲み込む
931,müde werden::V,уморя се,眠くなる
932,einschlafen::V,заспя,寝付く
933,schlafen::V,спя,眠る
934,aufwachen::V,събудя се,目が覚める
935,aufstehen::V,стана,起きる
936,sich erholen::V,отдъхвам си,休養する
937,krank werden::V,заболея,病気になる
938,krank sein::V,боледувам,病気である
939,schmerzen::V,боля,痛む
940,husten::V,кашлям,咳をする
941,genesen::V,оздравея,元気になる
942,sterben::V,умра,死ぬ
943,sterben::V,умра,亡くなる
944,umkommen::V,загина,死亡する
945,sich bewegen::V,движа се,移動する
946,sich bewegen::V,мърдам се,移動する
947,sich rühren::V,движа се,動く
948,sich erheben::V,стана,立ち上がる
949,sich setzen::V,седна,座る
950,hinfallen::V,падна,転ぶ
951,laufen::V,ходя,歩く
952,schreiten::V,крача,跨ぐ
953,spazierengehen::V,разхождам се,散歩する
954,eilen::V,бързам,急ぐ
955,sich beeilen::V,побързам,焦る
956,sausen::V,тичам,疾駆する
957,rennen::V,бягам,走る
958,springen::V,скачам,跳ぶ
959,klettern::V,катеря се,よじ登る
960,schaukeln::V,люлея се,ぶらんこに乗る
961,kriechen::V,лазя,這う
962,kriechen::V,пълзя,這う
963,schwimmen::V,плувам,泳ぐ
964,tauchen::V,гмуркам се,潜る
965,rudern::V,греба,漕ぐ
966,fahren::V,пътувам,行く
967,fahren::V,пътувам,乗車する
968,fliegen::V,летя,飛ぶ
969,fliegen::V,хвърча,飛ぶ
970,gehen::V,ида,行く
971,gehen::V,вървя,行く
972,weggehen::V,отида си,立ち去る
973,abfahren::V,отпътувам,出発する
974,anhalten::V,спра се,止まる
975,hineingehen::V,влизам,入る
976,eintreten::V,вляза,中に入る
977,kommen::V,ида,来る
978,kommen::V,дойда,来る
979,ankommen::V,пристигна,着く
980,ankommen::V,пристигна,到着する
981,zurückkommen::V,върна се,帰る
982,bleiben::V,остана,留まる
983,warten::V,чакам,待つ
984,erwarten::V,очаквам,期待する
985,suchen::V,търся,探る
986,finden::V,намеря,見つける
987,versuchen::V,опитам,試す
988,vorbereiten::V,подготвя,準備する
989,lieben::V,любя,愛する
990,mögen::V,обичам,好きである
991,lachen::V,смея се,笑う
992,rühren::V,трогна,感情を動かす
993,weinen::V,плача,泣く
994,schimpfen::V,ругая,叱る
995,schimpfen::V,псувам,叱る
996,sich ärgern::V,ядосам се,怒る
997,sich ärgern::V,ядосам се,腹を立てる
998,sich fürchten::V,боя се,怖がる
999,sich fürchten::V,страхувам се,怖がる
1000,fürchten::V,боя се от,恐れる
1001,fürchten::V,страхувам се от,恐れる
1002,fliehen::V,бягам,逃げる
1003,flüchten::V,бягам,逃亡する
1004,flüchten::V,избягам,逃亡する
1005,sehen::V,видя,見る
1006,anschauen::V,гледам,眺める
1007,ansehen::V,поглеждам,見る
1008,hören::V,чувам,聞く
1009,zuhören::V,слушам,聴く
1010,probieren::V,опитам,食べてみる
1011,riechen::V,подуша,気取る
1012,fühlen::V,усещам,感じる
1013,fühlen::V,чувствувам,感じる
1014,scheinen::V,изглеждам,ように見える
1015,zu sehen sein::V,виждам се,見える
1016,vernehmen::V,доловя,承る
1017,frieren::V,мръзна,寒気がする
1018,tun::V,правя,する
1019,können::V,мога,出来る
1020,wollen::V,ща,-たい
1021,wollen::V,искам,-たい
1022,anfangen::V,започна,始める
1023,beenden::V,свърша,終える
1024,beenden::V,завърша,終える
1025,aufhören::V,престана,止める
1026,gelingen::V,успея,成功する
1027,gelingen::V,сполуча,成功する
1028,geraten::V,удам се,当たる
1029,öffnen::V,отворя,開く
1030,öffnen::V,отворя,開ける
1031,schließen::V,затворя,閉める
1032,stellen::V,поставя,置く
1033,stellen::V,поставя,据える
1034,setzen::V,туря,座らせる
1035,legen::V,сложа,置く
1036,legen::V,слагам,置く
1037,berühren::V,докосна,触る
1038,berühren::V,докосна,触れる
1039,verbinden::V,свържа,結びつける
1040,bedecken::V,покрия,覆う
1041,aufhängen::V,закача,掛ける
1042,anzünden::V,запаля,燃やす
1043,anzünden::V,запаля,火をつける
1044,aufheben::V,вдигна,拾う
1045,aufheben::V,повдигна,拾う
1046,zurücklassen::V,оставя,残す
1047,verlieren::V,загубя,無くす
1048,fallen lassen::V,изпусна,落とす
1049,machen::V,направя,作る
1050,herstellen::V,произведа,製造する
1051,bauen::V,строя,建設する
1052,reparieren::V,поправя,直す
1053,reparieren::V,поправя,修理する
1054,verbessern::V,подобря,改良する
1055,ändern::V,променя,変える
1056,graben::V,копая,掘る
1057,beugen::V,прегъна,折る
1058,biegen::V,прегъна,曲げる
1059,drehen::V,въртя,回す
1060,wenden::V,обърна,裏返す
1061,umdrehen::V,обърна,裏返す
1062,heben::V,вдигам,挙げる
1063,hochheben::V,издигна,持ち上げる
1064,ergreifen::V,хвана,取り上げる
1065,ergreifen::V,обхвана,取り上げる
1066,halten::V,държа,持つ
1067,drücken::V,натискам,押す
1068,drücken::V,притискам,押す
1069,schieben::V,тикам,ずらす
1070,kratzen::V,одраскам,引っ掻く
1071,lecken::V,лижа,なめる
1072,lecken::V,ближа,なめる
1073,beißen::V,хапя,噛む
1074,beißen::V,ухапя,噛む
1075,abreißen::V,откъсна,剝ぎ取る
1076,abschneiden::V,отрежа,切り取る
1077,binden::V,вържа,縛る
1078,stecken::V,пъхна,差し込む
1079,brechen::V,троша,破る
1080,klopfen::V,чукам,とんとん叩く
1081,hauen::V,бия,叩く
1082,kleben::V,лепя,貼る
1083,kleben::V,лепя,くっ付ける
1084,kleben::V,залепя,貼る
1085,kleben::V,залепя,くっ付ける
1086,reiben::V,трия,擦る
1087,reiben::V,търкам,擦る
1088,streichen::V,намажа,塗る
1089,schleifen::V,остря,研ぐ
1090,schneiden::V,режа,切る
1091,rütteln::V,разтърсвам,揺さぶる
1092,schütteln::V,клатя,振る
1093,schütteln::V,клатя,揺さぶる
1094,schütteln::V,друсам,振る
1095,schütteln::V,друсам,揺さぶる
1096,schwenken::V,размахам,振る
1097,schütten::V,сипя,注ぐ
1098,füllen::V,напълня,いっぱいにする
1099,einwickeln::V,увия,包む
1100,einwickeln::V,завия,包む
1101,tragen::V,нося,運ぶ
1102,schleppen::V,влача,引きずる
1103,ziehen::V,тегля,引く
1104,ziehen::V,дръпна,引く
1105,aufbewahren::V,съхраня,預かる
1106,werfen::V,хвърля,投げる
1107,fangen::V,ловя,受ける
1108,fangen::V,уловя,受ける
1109,packen::V,хвана,掴む
1110,verstecken::V,крия,隠す
1111,verstecken::V,скрия,隠す
1112,teilen::V,разделя,分ける
1113,schicken::V,изпращам,送る
1114,bringen::V,донеса,持って行く
1115,hinzufügen::V,прибавя,加える
1116,bekommen::V,сдобия се,得る
1117,erhalten::V,получа,受ける
1118,nehmen::V,взема,取る
1119,wählen::V,избирам,選ぶ
1120,auswählen::V,избера,選ぶ
1121,bewahren::V,пазя,保存する
1122,behindern::V,преча,妨害する
1123,behindern::V,спъвам,妨害する
1124,verderben::V,разваля,台無しにする
1125,beschädigen::V,повредя,損傷する
1126,zerbrechen::V,счупя,割る
1127,zerreißen::V,скъсам,引き裂く
1128,zerstören::V,разруша,破壊する
1129,verbrennen::V,изгоря,焼く
1130,geben::V,дам,上げる
1131,reichen::V,подам,渡す
1132,schenken::V,подаря,贈る
1133,versprechen::V,обещая,約束する
1134,wünschen::V,желая,望む
1135,loben::V,хваля,褒める
1136,küssen::V,целувам,キスする
1137,wiegen::V,люлея,揺する
1138,zudecken::V,покрия,覆う
1139,wecken::V,събудя,起こす
1140,zeigen::V,покажа,見せる
1141,führen::V,водя,案内する
1142,führen::V,заведа,案内する
1143,lehren::V,уча,教える
1144,unterrichten::V,преподавам,通知する
1145,aufziehen::V,отгледам,育てる
1146,leiten::V,ръководя,導く
1147,leiten::V,управлявам,導く
1148,antreiben::V,подкарвам,励ます
1149,lassen::V,накарам,～させる
1150,einladen::V,поканя,誘う
1151,einladen::V,поканя,招待する
1152,vereinigen::V,съединя,一つにする
1153,besuchen::V,посетя,訪ねる
1154,treffen::V,срещна,出会う
1155,sich versammeln::V,събера се,集まる
1156,spielen::V,играя,遊ぶ
1157,singen::V,пея,歌う
1158,tanzen::V,танцувам,踊る
1159,sich trennen::V,разделя се,別れる
1160,verlassen::V,напусна,別れる
1161,retten::V,спася,救う
1162,retten::V,спася,助ける
1163,bewachen::V,охранявам,見張る
1164,bewachen::V,охранявам,軽微する
1165,schützen::V,запазя,保護する
1166,verteidigen::V,защитя,守る
1167,sich schlagen::V,бия се,殴る
1168,schießen::V,стрелям,撃つ
1169,siegen::V,победя,勝つ
1170,ärgern::V,ядосам,怒らせる
1171,schlagen::V,бия,殴る
1172,schlagen::V,ударя,殴る
1173,treten::V,ритам,蹴る
1174,stechen::V,бодна,突く
1175,stoßen::V,бутна,突く
1176,stoßen::V,блъсна,突く
1177,stören::V,смутя,構う
1178,belästigen::V,отегча,邪魔する
1179,belästigen::V,безпокоя,邪魔する
1180,verbergen::V,скрия,隠す
1181,täuschen::V,измамя,だます
1182,betrügen::V,измамя,だます
1183,töten::V,убия,殺す
1184,töten::V,умъртвя,殺す
1185,wohnen::V,живея,住む
1186,arbeiten::V,работя,働く
1187,sammeln::V,събера,集める
1188,sammeln::V,събера,収集する
1189,pflücken::V,бера,摘む
1190,pflücken::V,откъсна,摘む
1191,jagen::V,ловувам,狩りをする
1192,fischen::V,ловя риба,釣る
1193,fassen::V,хвана,捕る
1194,hüten::V,пазя,放牧する
1195,treiben::V,карам,追う
1196,anbinden::V,завържа,繋ぐ
1197,füttern::V,храня,餌をやる
1198,melken::V,доя,搾乳する
1199,hacken::V,сека,刻む
1200,gießen::V,полея,水をやる
1201,reifen::V,узрея,熟す
1202,zubereiten::V,приготвя,調理する
1203,kochen::V,варя,煮る
1204,backen::V,пека,焼く
1205,braten::V,пържа,焼く
1206,braten::V,пържа,炒める
1207,umrühren::V,разбъркам,混ぜる
1208,stricken::V,плета,編む
1209,nähen::V,шия,縫う
1210,färben::V,боядисам,染める
1211,reinigen::V,почистя,掃除する
1212,waschen::V,мия,洗う
1213,waschen::V,мия,洗濯する
1214,waschen::V,пера,洗う
1215,waschen::V,пера,洗濯する
1216,abwischen::V,избърша,拭く
1217,spülen::V,плакна,洗う
1218,spülen::V,плакна,すすぐ
1219,fegen::V,измета,掃除する
1220,kehren::V,мета,掃く
1221,baden::V,къпя се,入浴する
1222,sich waschen::V,мия се,洗う
1223,ausziehen::V,съблека,脱ぐ
1224,anziehen::V,облека,着る
1225,sich anziehen::V,облека се,着る
1226,kämmen::V,реша,梳く
1227,kämmen::V,вчеша,梳く
1228,schmücken::V,накича,飾る
1229,sagen::V,кажа,言う
1230,sprechen::V,говоря,話す
1231,reden::V,говоря,話す
1232,sich unterhalten::V,разговарям,話をする
1233,fragen::V,запитам,聞く
1234,bitten::V,моля,頼む
1235,bitten::V,моля,お願いする
1236,erzählen::V,разкажа,物語る
1237,mitteilen::V,съобщя,伝える
1238,nennen::V,нарека,名づける
1239,rufen::V,викам,呼ぶ
1240,rufen::V,повикам,呼ぶ
1241,prahlen::V,хваля се,自慢する
1242,übersetzen::V,преведа,訳す
1243,denken::V,мисля,考える
1244,glauben::V,вярвам,信じる
1245,bemerken::V,забележа,気が付く
1246,erkennen::V,позная,認識する
1247,begreifen::V,схвана,分かる
1248,verstehen::V,разбера,聞き取る
1249,lernen::V,уча се,学ぶ
1250,lernen::V,уча се,勉強する
1251,wissen::V,зная,知っている
1252,sich erinnern an::V,спомня си за,思い出す
1253,vergessen::V,забравя,忘れる
1254,messen::V,меря,計る
1255,messen::V,меря,測定する
1256,zählen::V,броя,数える
1257,rechnen::V,сметна,計算する
1258,lesen::V,чета,読む
1259,malen::V,рисувам,描く
1260,zeichnen::V,рисувам,写生する
1261,schreiben::V,пиша,書く
1262,besitzen::V,имам,所持する
1263,besitzen::V,притежавам,所持する
1264,kaufen::V,купя,買う
1265,kaufen::V,купувам,買う
1266,verkaufen::V,продам,売る
1267,bezahlen::V,заплатя,払う
1268,zahlen::V,платя,支払う
1269,beherrschen::V,владея,支配する
1270,ertragen::V,понеса,耐える
1271,Platte::N,,盤
1272,Stütze::N,,支柱
1273,stehlen::V,,盗る
