,Concept_ID,ce,ca
812,sinken::V,лахдала,baixar
813,sinken::V,лахдала,descendir
814,zunehmen::V,лакхадала,augmentar
815,steigen::V,хьаладала,pujar
816,wachsen::V,кхиа,créixer
817,glänzen::V,лепа,brillar
818,glänzen::V,лепа,resplendir
819,funkeln::V,къега,espurnejar
820,lärmen::V,гӏовгӏаян,fer soroll
821,läuten::V,детта,sonar
822,klingeln::V,дека,trucar
823,klirren::V,дека,dringar
824,brausen::V,хьаьдда даха,rugir
825,rauschen::V,леста,murmurar
826,klingen::V,дека,sonar
827,bellen::V,лета,lladrar
828,heulen::V,угӏа,udolar
829,blasen::V,хӏуп баха,bufar
830,pfeifen::V,шок етта,xiular
831,schreien::V,мохь бетта,cridar
832,stöhnen::V,узарш дан,gemegar
833,zittern::V,дега,tremolar
834,leben::V,даха,vīure
835,geboren werden::V,хила,néixer
836,atmen::V,садеӏа,respirar
837,trinken::V,мала,beure
838,essen::V,кхалла,menjar
839,schlucken::V,къурдбан,empassar-se
840,müde werden::V,кӏаддала,cansar-se
841,einschlafen::V,наб кхета,adormir-se
842,schlafen::V,вижа,dormir
843,schlafen::V,наб ян,dormir
844,schlafen::V,дижина хила,dormir
845,aufwachen::V,самадала,despertar-se
846,aufstehen::V,гӏатта,llevar-se
847,sich erholen::V,садаӏа,descansar
848,krank werden::V,цомгуш хила,posar-se malalt
849,krank sein::V,цомгуш хила,estar malalt
850,schmerzen::V,лаза,doldre
851,schmerzen::V,ӏийжа,doldre
852,husten::V,йовхарш етта,tossir
853,genesen::V,тадала,recuperar-se
854,sterben::V,дала,morir
855,umkommen::V,хӏаллакхила,perir
856,sich bewegen::V,лела,moure's
857,sich rühren::V,меттахъхьен,moure's
858,sich erheben::V,хьалагlатта,aixecar-se
859,sich setzen::V,хаа,asseure's
860,hinfallen::V,дожа,caure's
861,hinfallen::V,охьакхета,caure's
862,laufen::V,вада,caminar
863,laufen::V,хьада,caminar
864,schreiten::V,болар дан,procedir
865,schreiten::V,ког баккха,procedir
866,spazierengehen::V,доладала,passejar
867,eilen::V,сихдала,anar corrent
868,sich beeilen::V,сихдала,afanyar-se
869,rennen::V,дада,córrer
870,springen::V,ирхкхийсадала,saltar
871,klettern::V,тӏедийла,escalar
872,schaukeln::V,техко,gronxar-se
873,schaukeln::V,техко,balancejar-se
874,kriechen::V,такха,reptar
875,kriechen::V,такха,arrossegar-se
876,schwimmen::V,некадан,nadar
877,tauchen::V,чулелха,bussejar
878,tauchen::V,чулелха,submergir-se
879,rudern::V,дига лело,remar
880,rudern::V,кема лело,remar
881,fahren::V,хахка,anar
882,fliegen::V,тӏемадала,volar
883,gehen::V,лeла,caminar
884,weggehen::V,дӏадаха,anar-se'n
885,abfahren::V,дӏадаха,partir
886,anhalten::V,саца,aturar-se
887,hineingehen::V,чудала,entrar
888,eintreten::V,чудала,entrar
889,kommen::V,кхача,venir
890,kommen::V,дӏакхача,venir
891,kommen::V,схьакхача,venir
892,ankommen::V,кхача,arribar
893,ankommen::V,схьакхача,arribar
894,zurückkommen::V,юхада,tornar
895,bleiben::V,диса,quedar-se
896,warten::V,хьежа,esperar
897,warten::V,cобар дан,esperar
898,erwarten::V,хьоьжуш ӏан,esperar
899,suchen::V,леха,buscar
900,finden::V,каро,trobar
901,versuchen::V,дан хьажа,intentar
902,vorbereiten::V,кечъян,preparar
903,lieben::V,деза,estimar
904,mögen::V,безамхила,agradar a
905,lachen::V,дела,riure
906,rühren::V,хьедан,commoure
907,rühren::V,хьедан,emocionar
908,weinen::V,делха,plorar
909,schimpfen::V,чехо,renyar
910,sich ärgern::V,оьгӏазъэха,enfadar-se
911,sich fürchten::V,кхера,tenir por
912,fürchten::V,кхера,témer
913,fliehen::V,дӏадада,fugir
914,flüchten::V,дӏадада,refugiar-se
915,sehen::V,ган,veure
916,anschauen::V,хьажа,mirar
917,anschauen::V,хьежа,mirar
918,ansehen::V,хьовса,mirar
919,hören::V,хаза,oir
920,zuhören::V,ладогӏа,escoltar
921,probieren::V,хьажа,provar
922,riechen::V,хьожа яха,olorar
923,fühlen::V,хаадала,sentīr
924,scheinen::V,мотта,semblar
925,zu sehen sein::V,гуш хила,poder-se veure
926,vernehmen::V,бартхатта,percebre
927,frieren::V,гӏоро,tenir fred
928,tun::V,дан,fer
929,können::V,дадала,poder
930,wollen::V,тӏергӏа,voler
931,anfangen::V,доло,iniciar
932,beenden::V,довла,acabar
933,aufhören::V,саца,deixar
934,gelingen::V,кадала,sortir bé
935,geraten::V,хила,sortir
936,öffnen::V,дӏаделла,obrir
937,öffnen::V,схьаделла,obrir
938,schließen::V,къовла,tancar
939,schließen::V,дӏачӏагӏа,tancar
940,stellen::V,хlотто,posar
941,stellen::V,хlотто,col·locar
942,setzen::V,дийгӏа,assentar
943,legen::V,охьадилла,posar
944,berühren::V,хьедан,tocar
945,verbinden::V,вовшахтаса,unir
946,verbinden::V,вовшахтаса,connectar
947,bedecken::V,тилла,tapar
948,bedecken::V,тилла,cobrir
949,bedecken::V,тӏетаса,tapar
950,bedecken::V,тӏетаса,cobrir
951,aufhängen::V,хьалаолла,penjar
952,anzünden::V,лато,encendre
953,aufheben::V,айа,aixecar
954,zurücklassen::V,дита,deixar
955,verlieren::V,дайа,pērdre
956,fallen lassen::V,охьадожо,deixar caure
957,machen::V,дан,fer
958,herstellen::V,дан,producir
959,bauen::V,гӏишлоян,construir
960,reparieren::V,тадан,reparar
961,verbessern::V,нисдан,millorar
962,ändern::V,хийца,canviar
963,graben::V,ахка,cavar
964,beugen::V,сатто,doblegar
965,biegen::V,сатто,corbar
966,biegen::V,сатто,arquejar
967,drehen::V,хьовзо,girar
968,umdrehen::V,хьовзo,voltar
969,heben::V,айа,pujar
970,heben::V,айа,aixecar
971,heben::V,хьалаайа,pujar
972,heben::V,хьалаайа,aixecar
973,hochheben::V,хьалаайа,aixecar
974,ergreifen::V,дӏалаца,agafar
975,halten::V,латто,mantenir
976,drücken::V,тӏетаӏо,prémer
977,drücken::V,тӏетаӏо,estrènyer
978,schieben::V,татта,empènyer
979,kratzen::V,мӏараш тийса,raspar
980,lecken::V,мотт хьекха,llepar
981,beißen::V,катoха,mossegar
982,abreißen::V,схьадаккха,arrencar
983,abschneiden::V,кхада,tallar
984,binden::V,дӏадехка,lligar
985,binden::V,вовшахтаса,lligar
986,stecken::V,чудахийта,ficar
987,brechen::V,кагдан,trencar
988,klopfen::V,детта,trucar
989,hauen::V,етта,picar
990,hauen::V,етта,colpejar
991,kleben::V,тӏелато,enganxar
992,reiben::V,хьекхо,fregar
993,streichen::V,тlехьакха,untar
994,schleifen::V,ирдан,afilar
995,schleifen::V,ирдан,esmolar
996,schneiden::V,ларга,tallar
997,rütteln::V,лесто,sacsejar
998,schütteln::V,лесто,agitar
999,schütteln::V,лесто,sacsejar
1000,schwenken::V,лесто,agitar
1001,schütten::V,дотта,abocar
1002,füllen::V,дуза,omplir
1003,einwickeln::V,хьарчо,embolicar
1004,tragen::V,дахьа,dur
1005,tragen::V,дахьа,portar
1006,schleppen::V,ийзо,arrossegar
1007,ziehen::V,озо,tirar
1008,ziehen::V,озо,estirar
1009,aufbewahren::V,ӏалашдан,conservar
1010,werfen::V,кхосса,llançar
1011,fangen::V,леца,agafar
1012,fangen::V,леца,atrapar
1013,packen::V,леца,engrapar
1014,verstecken::V,къайладаккха,amagar
1015,teilen::V,декъа,dividir
1016,schicken::V,дӏадахьийта,enviar
1017,bringen::V,дан,portar
1018,hinzufügen::V,тӏетоха,afegir
1019,bekommen::V,даккха,obtenir
1020,erhalten::V,даккха,rebre
1021,nehmen::V,схьаэца,prendre
1022,wählen::V,харжа,triar
1023,wählen::V,харжа,elegir
1024,auswählen::V,харжа,escollir
1025,auswählen::V,харжа,seleccionar
1026,bewahren::V,lалашдан,conservar
1027,behindern::V,новкъарло ян,impedir
1028,behindern::V,новкъарло ян,obstaculitzar
1029,verderben::V,талхо,espatllar
1030,beschädigen::V,дохо,danyar
1031,beschädigen::V,дохо,destrossar
1032,zerbrechen::V,дохо,trencar
1033,zerbrechen::V,кагдан,trencar
1034,zerreißen::V,хадо,estripar
1035,zerstören::V,дохо,destruir
1036,zerstören::V,кагдан,destruir
1037,verbrennen::V,даго,cremar
1038,geben::V,яла,donar
1039,reichen::V,дӏадала,passar
1040,reichen::V,дӏакховдо,passar
1041,schenken::V,совгӏат дан,regalar
1042,versprechen::V,ваӏда дан,prometre
1043,wünschen::V,лаа,desitjar
1044,loben::V,хасто,elogiar
1045,küssen::V,оба яккха,fer un petó a
1046,wiegen::V,тахка,bressolar
1047,zudecken::V,тӏетаса,tapar
1048,zudecken::V,тӏетаса,cobrir
1049,wecken::V,самадаккха,despertar
1050,zeigen::V,гайта,mostrar
1051,zeigen::V,гайта,ensenyar
1052,führen::V,дига,guiar
1053,führen::V,дига,conduir
1054,lehren::V,ӏамо,ensenyar
1055,unterrichten::V,хьеха,ensenyar
1056,aufziehen::V,кхио,criar
1057,leiten::V,урхалла дан,dirigir
1058,antreiben::V,сихдан,impel·lir
1059,lassen::V,-йта,fer
1060,einladen::V,кхайкха,invitar
1061,einladen::V,кхайкха,convidar
1062,vereinigen::V,цхьаьнатоха,unir
1063,besuchen::V,хьажахIотта,visitar
1064,besuchen::V,хьажахIотта,anar a veure
1065,treffen::V,дуьхьалкхета,trobar
1066,sich versammeln::V,гулдан,reunir-se
1067,spielen::V,ловза,jugar
1068,singen::V,лакха,cantār
1069,tanzen::V,хелхадала,ballar
1070,sich trennen::V,къаста,separar-se
1071,verlassen::V,дита,deixar
1072,verlassen::V,дита,abandonar
1073,retten::V,кӏелхьардаккха,salvar
1074,bewachen::V,ха дан,vigilar
1075,schützen::V,лардан,protegir
1076,verteidigen::V,лардан,defensar
1077,sich schlagen::V,етта,barallar-se
1078,schießen::V,детта,tirar
1079,schießen::V,детта,disparar
1080,siegen::V,тола,vèncer
1081,ärgern::V,оьгӏаздахийта,enfadar
1082,schlagen::V,тоха,pegar
1083,schlagen::V,тоха,colpejar
1084,treten::V,мийра тоха,donar un cop de peu a
1085,stechen::V,ӏотта,punxar
1086,stechen::V,ӏотта,apunyalar
1087,stechen::V,къовзо,punxar
1088,stechen::V,къовзо,apunyalar
1089,stoßen::V,татта,empènyer
1090,stehlen::V,лачкъо,robar
1091,stören::V,новкъарло ян,molestar
1092,belästigen::V,сагатдан,importunar
1093,verbergen::V,къайладаккха,amagar
1094,verbergen::V,къайладаккха,ocultar
1095,täuschen::V,ӏexo,enganyar
1096,betrügen::V,ледан,estafar
1097,töten::V,ден,matar
1098,wohnen::V,даха,vīure
1099,wohnen::V,даха,habitar
1100,arbeiten::V,къахьега,treballar
1101,sammeln::V,гулдан,col·leccionar
1102,pflücken::V,даха,collir
1103,jagen::V,талла,caçar
1104,fischen::V,чӏерий леца,pescar
1105,fassen::V,лаца,atrapar
1106,fassen::V,схьалаца,atrapar
1107,hüten::V,лардан,pasturar
1108,treiben::V,лахка,arriar
1109,anbinden::V,дӏадехка,lligar
1110,füttern::V,хӏума яла,donar menjar a
1111,melken::V,оза,munyir
1112,gießen::V,хи тоха,regar
1113,reifen::V,хьекъа,madurar
1114,zubereiten::V,кечъян,preparar
1115,zubereiten::V,кхача бан,preparar
1116,kochen::V,кхача бан,coure
1117,backen::V,датта,coure al forn
1118,braten::V,кхарза,rostir
1119,umrühren::V,кего,remenar
1120,nähen::V,тега,cosir
1121,färben::V,басардан,tenyir
1122,reinigen::V,цӏандан,netejar
1123,waschen::V,йила,rentār
1124,waschen::V,йитта,rentār
1125,waschen::V,дӏадайа,rentār
1126,abwischen::V,дӏадайа,eixugar
1127,spülen::V,хи кхарза,esbandir
1128,fegen::V,нуй хьакха,escombrar
1129,kehren::V,нуй хьакха,escombrar
1130,baden::V,лийча,banyar-se
1131,sich waschen::V,юьхь йила,rentār-se
1132,ausziehen::V,духар дӏадаккха,treure's
1133,sich anziehen::V,духа,vestir-se
1134,kämmen::V,ехк хьакха,pentinar
1135,schmücken::V,хаздан,adornar
1136,sagen::V,ала,dir
1137,sprechen::V,баха,parlar
1138,sprechen::V,мотт бийца,parlar
1139,reden::V,къамел дан,parlar
1140,sich unterhalten::V,къамел дан,conversar
1141,fragen::V,хатта,preguntar
1142,bitten::V,деха,demanar
1143,erzählen::V,дийца,contar
1144,erzählen::V,дийца,explicar
1145,mitteilen::V,хаам бан,comunicar
1146,nennen::V,цӏе яккха,nomenar
1147,rufen::V,кхайкха,cridar
1148,prahlen::V,куралла ян,lloar-se
1149,prahlen::V,куралла ян,jactar-se
1150,prahlen::V,дозалла дан,lloar-se
1151,prahlen::V,дозалла дан,jactar-se
1152,übersetzen::V,гоч дан,traduir
1153,denken::V,ойла ян,pensar
1154,glauben::V,теша,creure
1155,bemerken::V,ган,notar
1156,erkennen::V,довза,reconèixer
1157,begreifen::V,кхета,comprendre
1158,verstehen::V,кхета,entendre
1159,lernen::V,деша,aprendre
1160,wissen::V,хаа,saber
1161,sich erinnern an::V,дагадан,recordar
1162,vergessen::V,дицдала,oblidar
1163,messen::V,дуста,mesurar
1164,zählen::V,дагардан,comptar
1165,rechnen::V,лара,calcular
1166,lesen::V,еша,llegir
1167,malen::V,сурт дилла,pintar
1168,zeichnen::V,сурт дилла,dibuixar
1169,schreiben::V,яздан,escrīure
1170,besitzen::V,доладан,posseir
1171,kaufen::V,эца,comprar
1172,verkaufen::V,дохка,vendre
1173,bezahlen::V,мах бала,pagar
1174,zahlen::V,мах бала,pagar per
1175,beherrschen::V,собаре хила,dominar
1176,ertragen::V,лан,aguantar
1177,ertragen::V,сатоха,aguantar
1178,ertragen::V,садетта,aguantar
1179,Schwarm::N,,bandada
1180,Schlinge::N,,baga
1181,Art::N,,tipus
1182,Art::N,,classe
1183,Entfernung::N,,distància
1184,Griff::N,,puny
1185,Griff::N,,mànec
1186,Figur::N,,figura
1187,Bogen[Waffe]::N,,arc
1188,so::ADV,,així
1189,abnehmen::V,,decréixer
1190,sausen::V,,córrer
1191,wenden::V,,girar
1192,hacken::V,,picar
1193,hacken::V,,tallar
1194,stricken::V,,tricotar
1195,stricken::V,,fer punt de mitja
1196,anziehen::V,,posar-se
