,Concept_ID,lbe,lez
722,zuerst::ADV,бакӏрай,сифте
723,zuerst::ADV,цӏу бутӏуй,сифте
724,einmal::ADV,цал,садра
725,manchmal::ADV,ваксса-таксса,гагь-гагь
726,oft::ADV,чӏявуну,гзаф вахтара
727,immer::ADV,мудан,гьамиша
728,immer::ADV,даиман,гьамиша
729,niemals::ADV,тачӏав,са чӏавузни
730,niemals::ADV,тачӏав,са вахтундани
731,hier::ADV,шикку,ина
732,hierhin::ADV,шиккун,иниз
733,von hier::ADV,шичча,инай
734,dort::ADV,гикку,ана
735,dorthin::ADV,тиккун,аниз
736,geradeaus::ADV,тӏайланм,дуьз
737,vorwärts::ADV,хьхьичӏунмай,вилик
738,vorwärts::ADV,хьхьичӏунмай,виликди
739,rückwärts::ADV,махъа-хьхьичӏунмай,кьулухъ
740,zurück::ADV,махъунмай,
741,unten::ADV,лув,агъада
742,hinab::ADV,бакӏ-ялавай,агъуз
743,hinab::ADV,бакӏъялавай,агъуз
744,oben::ADV,ялув,винел
745,hinauf::ADV,лавай,виниз
746,überall::ADV,гьариий,вирина
747,überall::ADV,хьу-хьуний,вирина
748,überall::ADV,гьарца кӏанай,вирина
749,nicht::ADV,къа-,ваъ
750,ein wenig::ADV,чанни,са тӏимил
751,ein wenig::ADV,ца чансса,са тӏимил
752,kaum::ADV,дахьа,жизви
753,sehr::ADV,оьну,лап
754,sehr::ADV,гужну,лап
755,sehr::ADV,хъинну,лап
756,so::ADV,укукн,икӏ
757,noch::ADV,гьала,гьеле
758,noch::ADV,уттигу,гьеле
759,noch::ADV,цакьинва,гьеле
760,noch::ADV,ттигу-шилагу,гьеле
761,nur::ADV,анжагь,анжах
762,wieder::ADV,цӏуницӏа,
763,vergebens::ADV,аьдада,нагьакь
764,vergebens::ADV,аьдада,нагьакьа
765,vergebens::ADV,нахӏакь,нагьакь
766,vergebens::ADV,нахӏакь,нагьакьа
767,vor::PRP,хьхьичӏ,вилик
768,hinter::PRP,махъ,кьулухъ
769,unter::PRP,лув,кӏаник
770,durch::PRP,-х,арадай
771,durch::PRP,-х,-кай хкатна
772,neben::PRP,чӏарав,патав
773,neben::PRP,чӏарав,мукьув
774,zwischen::PRP,дянив,ара
775,zwischen::PRP,дянив,арада
776,wegen::PRP,цӏаний,гъиляй
777,dies::PRN,ва,и
778,dies::PRN,ва,им
779,das::PRN,та,а
780,das::PRN,та,ам
781,das::PRN,кӏа,а
782,das::PRN,кӏа,ам
783,das::PRN,га,а
784,das::PRN,га,ам
785,alles::PRN,щала,вири
786,alles::PRN,щала,михьиз
787,ich::PRN,на,за
788,ich::PRN,на,зун
789,du::PRN,ина,вун
790,er::PRN,му,ам
791,er::PRN,му,гьа
792,wir::PRN,жу,чун
793,ihr::PRN,зу,куьн
794,was::FPRN,ци,вуч
795,wer::FPRN,цу,вуж
796,wo::FADV,чув,гьина
797,wohin::FADV,чун,гьиниз
798,wie::FADV,цукун,гьикӏ
799,warum::FADV,цан,вучиз
800,wieviel::FNUM,циксса,шумуд
801,eins::NUM,ца,са
802,zwei::NUM,кӏива,кьвед
803,drei::NUM,шамма,пуд
804,vier::NUM,мукьа,кьуд
805,vier::NUM,мукьва,кьуд
806,fünf::NUM,ххюва,вад
807,sechs::NUM,ряхва,ругуд
808,sieben::NUM,арула,ирид
809,acht::NUM,мяйва,муьжуьд
810,neun::NUM,урчӏва,кӏуьд
811,zehn::NUM,ацӏва,цӏуд
812,elf::NUM,ацӏния цава,цӏусад
813,zwölf::NUM,ацӏиия кӏива,цӏикьвед
814,zwanzig::NUM,кьува,къад
815,dreißig::NUM,зувира,къанницӏуд
816,vierzig::NUM,мукьцӏала,яхцӏур
817,fünfzig::NUM,ххюцӏала,яхцӏурни цӏуд
818,sechzig::NUM,ряхцӏала,пудкъад
819,achtzig::NUM,мяйцӏала,кьудкъад
820,neunzig::NUM,урчӏцӏала,кьудкъанни цӏуд
821,hundert::NUM,ттурш,виш
822,hundert::NUM,ттуршва,виш
823,tausend::NUM,азарва,агъзур
824,und::CNJ,-гу,ва
825,oder::CNJ,я,я
826,oder::CNJ,ягу,я
827,stehen::V,ацӏан,акъвазун
828,sitzen::V,щяивкӏун икӏан,ацукьун
829,liegen::V,утту нвхьуну икӏан,къаткун
830,hängen::V,зурчӏай тӏун,куьрс хьун
831,werden::V,хьун,хьун
832,passieren::V,хьун,хьун
833,beginnen::V,дайдишин,башламиш хьун
834,beginnen::V,дайдирхьуну дикӏан,башламиш хьун
835,enden::V,къуртал дан,куьтягь хьун
836,wechseln::V,даххана хьун,дегиш хьун
837,wechseln::V,даххана дуллан,дегиш хьун
838,aufgehen[Sonne]::V,буклай бур,экъечӏун
839,untergehen[Sonne]::V,лаглай бур,акӏун
840,scheinen[Sonne]::V,битан,ишигь гун
841,scheinen[Sonne]::V,чани буллан,ишигь гун
842,donnern::V,тӏий бур,къукърумар авун
843,wehen::V,бишлай бур,
844,strömen::V,экьинан,авахьун
845,fließen::V,экьинан,авахьун
846,sich drehen::V,гьанан,элкъуьн
847,schwanken::V,хъюлчу тӏун,юзун
848,schwanken::V,хӏуркку тӏун,юзун
849,schwingen::V,хъюлчай тӏун,галтад хьун
850,schwingen::V,хъюлчу тӏун,галтад хьун
851,fallen::V,багьлан,аватун
852,brennen::V,ччучлан,кун
853,brennen::V,ччучлан,ккун
854,rauchen::V,пуркӏу тӏун,
855,regnen::V,лачӏун,къун
856,regnen::V,лачIлай дур,къун
857,gefrieren::V,микӏ лачӏун,муркӏади кьун
858,tauen::V,баслан,цӏурун
859,schmelzen::V,баслан,цӏурун
860,trocknen::V,кьакьан,кьурун
861,sieden::V,щаран,ругун
862,faulen::V,аьллан,кутӏун
863,verfaulen::V,аьллан,чуьруьтмиш хьун
864,verfaulen::V,аьллан,кутӏун
865,verfaulen::V,аьян,чуьруьтмиш хьун
866,verfaulen::V,аьян,кутӏун
867,reißen::V,ххя дукан,атӏун
868,reißen::V,ххя дукан,къазунун
869,versinken::V,оькьлан,батмиш хьун
870,versinken::V,оькьан,батмиш хьун
871,vergehen::V,лялиян,алатун
872,erscheinen::V,буккан,майдандиз акъатун
873,erscheinen::V,загьир хьун,майдандиз акъатун
874,verschwinden::V,бат хьун,квахьун
875,verschwinden::V,акъа хьун,квахьун
876,sinken::V,чахь учин,элекьун
877,abnehmen::V,чан хьун,тӏимил хьун
878,abnehmen::V,чан хьун,гъвечӏи хьун
879,abnehmen::V,ссуссукьу хьун,тӏимил хьун
880,abnehmen::V,ссуссукьу хьун,гъвечӏи хьун
881,zunehmen::V,гьарза хьун,артух хьун
882,steigen::V,гьаз хьун,хкаж хьун
883,wachsen::V,ххяххан,экъечӏун
884,glänzen::V,цӏай буккан,цӏарцӏар гун
885,funkeln::V,цӏай-цӏай тӏун,нур гун
886,lärmen::V,чӏу буллан,ван авун
887,lärmen::V,аьлагъужа буллан,ван авун
888,läuten::V,занг ришлан,зенг ягъун
889,läuten::V,занг дуллан,зенг ягъун
890,klingeln::V,занг ришлан,зенг ягъун
891,klingeln::V,занг дуллан,зенг ягъун
892,brausen::V,никъащилан,къати хьун
893,rauschen::V,щурщур тӏун,вишриш авун
894,klingen::V,чӏу буклан,ван авун
895,bellen::V,хӏап тӏун,элуькьун
896,blasen::V,уф тӏун,уф гун
897,pfeifen::V,щютӏа тӏун,уьфт ягъун
898,schreien::V,чӏу бан,гьараюн
899,stöhnen::V,угь-къак тӏун,суза авун
900,zittern::V,зурзу чин,зурзун
901,zittern::V,зурзу тӏун,зурзун
902,leben::V,ялапар хъанан,яшамиш хьун
903,geboren werden::V,ан,хьун
904,atmen::V,ссихӏ ласлан,нефес чӏугун
905,atmen::V,ссихӏ бигьлан,нефес чӏугун
906,trinken::V,хӏачӏан,хъун
907,trinken::V,хӏачӏлан,хъун
908,essen::V,канан,тӏуьн
909,schlucken::V,кьюлтӏа тӏун,туькьуьнун
910,müde werden::V,аьхчӏин,галатун
911,müde werden::V,аьхчӏин,юргъун хьун
912,einschlafen::V,шанан икӏан,ксун
913,schlafen::V,шанан,ксун
914,aufwachen::V,чантӏ учин,ахварай аватун
915,aufstehen::V,бизан,къарагъун
916,sich erholen::V,бигьалаган,ял ягъун
917,krank werden::V,къашай хьун,кефсуз хьун
918,krank sein::V,къашай хъанан,тӏа хьун
919,krank sein::V,къашавай икӏан,тӏа хьун
920,schmerzen::V,цӏун,тӏа хьун
921,husten::V,хъугьу чин,уьгьуь ягъун
922,husten::V,хъугьу тӏун,уьгьуь ягъун
923,genesen::V,хъин хьун,сагъ хъхьун
924,genesen::V,сагъ лаган,сагъ хъхьун
925,sterben::V,ивчӏан,кьин
926,umkommen::V,лиллан,терг хьун
927,umkommen::V,литӏлан,терг хьун
928,umkommen::V,ажал биян,терг хьун
929,umkommen::V,личӏи хьун,терг хьун
930,umkommen::V,иакьлу хьун,терг хьун
931,umkommen::V,ахир жан хъанан,терг хьун
932,umkommen::V,рухӏирачӏа икӏан,терг хьун
933,sich bewegen::V,сукку хьун,юзун
934,sich rühren::V,сукку хьун,юзун
935,sich erheben::V,бизан,къарагъун
936,sich setzen::V,щяикӏан,ацукьун
937,sich setzen::V,щябикӏан,ацукьун
938,hinfallen::V,багьан,алукьун
939,laufen::V,занан,къекъуьн
940,schreiten::V,ша ласлан,ккамар къачун
941,spazierengehen::V,сайр буллан,сейр авун
942,eilen::V,анавар буккан,тади авун
943,sich beeilen::V,анавар буккан,гьерекатун
944,sausen::V,никъа щилан,чкурун
945,sausen::V,никъа щун,чкурун
946,rennen::V,лечлан,катун
947,rennen::V,лечлан,зверун
948,springen::V,тӏанкӏ дан,хкадарун
949,klettern::V,лахълан,акьахун
950,schaukeln::V,гьайжак бигьлан,
951,kriechen::V,ххярк тӏун,капаралди фин
952,schwimmen::V,гьузун,сирнав авун
953,tauchen::V,лултту уккан,кьилихъди циз вегьин
954,rudern::V,бяхлан,кьусуйралди лодка гьалун
955,rudern::V,бяхлан,цуьруьгъуьлдалди кӏватӏун
956,rudern::V,батӏлан,кьусуйралди лодка гьалун
957,rudern::V,батӏлан,цуьруьгъуьлдалди кӏватӏун
958,rudern::V,ххялаххи дуклан,кьусуйралди лодка гьалун
959,rudern::V,ххялаххи дуклан,цуьруьгъуьлдалди кӏватӏун
960,fahren::V,гьан,фин
961,fliegen::V,лехлан,лув гун
962,fliegen::V,лехлан,цавай фин
963,gehen::V,нан,фин
964,weggehen::V,ялагьан,хъфин
965,abfahren::V,гьан,фин
966,abfahren::V,гьан,рекье гьатун
967,anhalten::V,бацӏан,акъвазун
968,hineingehen::V,буххан,гьахьун
969,eintreten::V,буххан,гьахьун
970,kommen::V,учӏан,атун
971,ankommen::V,биян,атун
972,ankommen::V,бучӏан,атун
973,zurückkommen::V,зана хъун,хтун
974,zurückkommen::V,зана бикӏан,хтун
975,bleiben::V,личӏан,амукьун
976,warten::V,ялугьлан,гуьзлемишун
977,erwarten::V,ялугьлан,вил алаз акъвазун
978,suchen::V,луглан,къекъуьн
979,finden::V,лякъин,жугъун
980,versuchen::V,ххал буллан,алахъун
981,vorbereiten::V,хӏадур бан,гьазурун
982,lieben::V,эшкьи хьуиу бикӏан,кӏан хьун
983,mögen::V,ххиран бикӏан,рикӏ ацукьун
984,lachen::V,хъян,хъуьруьн
985,weinen::V,аьтӏун,шехьун
986,schimpfen::V,дяъван,сеперар гун
987,schimpfen::V,дяъван,экъуьгъунар авун
988,schimpfen::V,ссугайи агьан,сеперар гун
989,schimpfen::V,ссугайи агьан,экъуьгъунар авун
990,sich ärgern::V,ссибизлан,хъел акатун
991,sich fürchten::V,ингъауслан,кичӏе хьун
992,fürchten::V,хӏучӏ тӏун,къурхутмиш хьун
993,fliehen::V,ака бан,катун
994,flüchten::V,лихъан,катун
995,sehen::V,чӏалан,акун
996,anschauen::V,урган,вил вегьин
997,ansehen::V,буруглан,килигун
998,hören::V,баллан,ван хьун
999,zuhören::V,вичӏи дихьлан,яб гун
1000,probieren::V,тӏин ххал буллан,дад акун
1001,riechen::V,ссунтӏа тӏун,ни чӏугун
1002,fühlen::V,дакӏнил буслан,гьисс авун
1003,scheinen::V,ххан,
1004,scheinen::V,бизан,
1005,scheinen::V,ххан бикӏлай бикӏан,
1006,vernehmen::V,баян,
1007,frieren::V,лигьулул хъанан,кьун
1008,frieren::V,лигьулул хъанан,мекьи хьун
1009,tun::V,бан,авун
1010,können::V,хьун,хьун
1011,können::V,хьун,акъакьун
1012,anfangen::V,дайдишин,башламишун
1013,beenden::V,къуртал бан,куьтягьун
1014,aufhören::V,кьабагьан,акъвазун
1015,gelingen::V,бюхъан,арадал атун
1016,öffnen::V,тӏитӏин,ахъаюн
1017,schließen::V,лакьин,акьалун
1018,stellen::V,дацӏан дан,эцигун
1019,stellen::V,бишин,эцигун
1020,setzen::V,щяитан,ацукьарун
1021,legen::V,бишин,эцигун
1022,berühren::V,ка щун,хкӏурун
1023,verbinden::V,бахӏин,гилигун
1024,verbinden::V,дахӏин,гилигун
1025,bedecken::V,ялтту бущин,кӏевун
1026,bedecken::V,ялтту бакьин,кӏевун
1027,aufhängen::V,лахъан,куьрсарун
1028,anzünden::V,лахъан,куькӏуьрун
1029,aufheben::V,гьаз бан,хкажун
1030,zurücklassen::V,кьаитан,тун
1031,zurücklassen::V,битан,тун
1032,verlieren::V,дакъа дан,квадарун
1033,fallen lassen::V,рутан,авадрун
1034,machen::V,дан,авун
1035,machen::V,дан,кар авун
1036,herstellen::V,яраг ишла бувиу бан,расун
1037,bauen::V,дан,туькӏуьрун
1038,reparieren::V,дакьин дан,расун
1039,verbessern::V,ххуй дан,хъсанрун
1040,ändern::V,баххана бан,табдил авун
1041,graben::V,дуклан,эгъуьнун
1042,beugen::V,лахӏан бан,акӏажарун
1043,beugen::V,лахӏан бан,кангур авун
1044,beugen::V,кьус бикӏан,акӏажарун
1045,beugen::V,кьус бикӏан,кангур авун
1046,biegen::V,баччин,патахъарун
1047,biegen::V,лахӏан бан,патахъарун
1048,drehen::V,гьанан,алчударун
1049,wenden::V,кӏура баен бан,
1050,umdrehen::V,кӏура баен бан,элкъуьрун
1051,heben::V,гьаз бан,хкажун
1052,hochheben::V,гьаз бан,хкажун
1053,ergreifen::V,хъап дан,агалчна кьун
1054,ergreifen::V,хъап увиу угьан,агалчна кьун
1055,halten::V,бугьлан,кьун
1056,drücken::V,кьюч бигьлан,чуькьуьн
1057,schieben::V,щун,хуртӏ гун
1058,lecken::V,ланцӏа тӏун,мез гун
1059,beißen::V,хъапа тӏун,кӏасун
1060,beißen::V,кьацӏа тӏун,кӏасун
1061,abreißen::V,буцан,галудун
1062,abschneiden::V,бухъан,атӏун
1063,abschneiden::V,кьукьин,атӏун
1064,binden::V,бахӏин,
1065,binden::V,дахӏин,
1066,brechen::V,гъагъан,хун
1067,brechen::V,гъагъан,кукӏварун
1068,klopfen::V,кьутӏа тӏун,тахъ-тахъ авун
1069,hauen::V,рищун,ягъун
1070,kleben::V,лачӏун буллан,алкӏурун
1071,kleben::V,лачӏун буллан,кукӏурун
1072,reiben::V,ссуку буллан,тӏушунун
1073,streichen::V,дугъан,алтадун
1074,streichen::V,аьгъу дан,алтадун
1075,schneiden::V,духълан,атӏун
1076,schneiden::V,кьукьлан,атӏун
1077,schütteln::V,хъюлчу буллан,къарсурун
1078,schwenken::V,палцӏ дуллан,элягъун
1079,schwenken::V,палцӏ дуллан,галтадун
1080,schütten::V,рутӏин,цун
1081,füllen::V,буцӏин бан,ацӏурун
1082,einwickeln::V,кай-кай бан,кутун
1083,einwickeln::V,кай-кай бан,элкъуьрун
1084,tragen::V,ларсун занан,тухун
1085,tragen::V,ларсун ачин,тухун
1086,schleppen::V,ххилан,галчӏурун
1087,aufbewahren::V,ядан,хуьн
1088,aufbewahren::V,ядуллан,хуьн
1089,werfen::V,личин,гадрун
1090,fangen::V,бугьан,кьун
1091,fangen::V,бугьлан,кьун
1092,verstecken::V,ладитан,кӏевун
1093,verstecken::V,кьюлтӏ дан,кӏевун
1094,verstecken::V,дахьлаган дан,кӏевун
1095,teilen::V,бачӏин,паюн
1096,teilen::V,бутӏа бан,паюн
1097,schicken::V,тӏайла буккан,ракъурун
1098,bringen::V,диян дан,гъун
1099,hinzufügen::V,ххи бан,алава авун
1100,bekommen::V,ласун,къачун
1101,bekommen::V,ласун,жугъурун
1102,erhalten::V,ласун,къачун
1103,nehmen::V,ласун,къачун
1104,wählen::V,бувчӏин,хкягъун
1105,auswählen::V,бувчӏин,хкягъун
1106,auswählen::V,язи бугьан,хкягъун
1107,bewahren::V,ядан,хуьн
1108,behindern::V,дайщишруду дуллан,манийвал авун
1109,verderben::V,зия дан,чӏурун
1110,beschädigen::V,зарал буллан,нукьсанвал гун
1111,zerbrechen::V,гьагъан,хун
1112,zerbrechen::V,гьагъан бан,хун
1113,zerreißen::V,ххяхха дуккан,къазунун
1114,zerstören::V,лекьан дан,чӏурун
1115,zerstören::V,лекьан дан,барбатӏун
1116,verbrennen::V,ччуччин,ккун
1117,geben::V,дулун,гун
1118,reichen::V,дулун,вугун
1119,reichen::V,дулун,гун
1120,schenken::V,пишкаш дан,пишкеш авун
1121,schenken::V,багъишла дан,пишкеш авун
1122,schenken::V,ихӏсандалун дуллун,пишкеш авун
1123,versprechen::V,банна чин,гаф гун
1124,loben::V,цӏа дан,тариф авун
1125,küssen::V,ппай тӏун,темен гун
1126,wiegen::V,гьуркку тӏун,эчӏягъун
1127,wiegen::V,гьуркку буллан,эчӏягъун
1128,wiegen::V,гьуркку бан,эчӏягъун
1129,wecken::V,чантӏ учин ан,ахварай авудун
1130,zeigen::V,ккаккан бан,къалурун
1131,führen::V,буцин,тухун
1132,lehren::V,лахьхьин бан,кӏелиз тун
1133,lehren::V,лахьхьин буллан,кӏелиз тун
1134,unterrichten::V,дарс дишаван,тарс гун
1135,aufziehen::V,хъуна ан,тербия гун
1136,aufziehen::V,хъуна ан,тербияламишун
1137,aufziehen::V,тарбия ан,тербия гун
1138,aufziehen::V,тарбия ан,тербияламишун
1139,leiten::V,каялувшиву дан,идара авун
1140,einladen::V,хъамалу оьвчин,теклиф авун
1141,vereinigen::V,ца бан,сад авун
1142,besuchen::V,ялун уххан,кьилив атун
1143,treffen::V,хьуна бакьин,гьалтун
1144,sich versammeln::V,батӏин,алтӏушун
1145,spielen::V,тӏуркӏу тӏун,къугъун
1146,singen::V,балай тӏун,лугьун
1147,singen::V,балай тӏун,мани лугьун
1148,tanzen::V,къавтӏун,кьуьл авун
1149,sich trennen::V,ппив хьун,къакъатун
1150,verlassen::V,увккун гьан,гъил къачун
1151,retten::V,ххассал бан,къутармишун
1152,bewachen::V,къарал бан,хуьн
1153,schützen::V,ябан,хуьн
1154,verteidigen::V,буруччин,хуьн
1155,sich schlagen::V,биян,кукӏун
1156,schießen::V,битлан,акъатун
1157,siegen::V,ххув хьун,гъалиб хьун
1158,siegen::V,ххувшаву ласун,гъалиб хьун
1159,ärgern::V,ссибизан уллан,хъел гъун
1160,ärgern::V,ссибизан уллан,хъел кутун
1161,schlagen::V,рищун,ягъун
1162,schlagen::V,рищун,галукьарун
1163,stechen::V,кьутӏин,акьадарун
1164,stoßen::V,щун,эцягъун
1165,stehlen::V,дацин,чуьнуьхун
1166,stören::V,кьючин,хкуьрун
1167,belästigen::V,бизар уллан,хкуьрун
1168,belästigen::V,бизар уллан,азият гун
1169,verbergen::V,лабитан,далдаламишун
1170,verbergen::V,кӏучӏ бан,далдаламишун
1171,täuschen::V,хъяврин ан,алцурарун
1172,täuschen::V,хъяврин ан,алцуррун
1173,betrügen::V,аьикьин ан,алцурарун
1174,betrügen::V,аьикьин ан,гьарамзадавал авун
1175,töten::V,ивчӏан,яна кьин
1176,wohnen::V,оьрму бутлан,дуланмиш хьун
1177,arbeiten::V,зун,кӏвалахун
1178,arbeiten::V,зун,кӏвалах авун
1179,sammeln::V,ттихӏин,кӏватӏун
1180,sammeln::V,вив дишин,кӏватӏун
1181,pflücken::V,риттун,атӏун
1182,jagen::V,авли занан,гъуьрч авун
1183,fischen::V,чавахъру бугьлан,гъетер кьун
1184,fassen::V,бугьан,кьун
1185,hüten::V,урттуйн бакьлан,чӏура хуьн
1186,treiben::V,дачин дуллан,гьалун
1187,treiben::V,лихъан буллан,гьалун
1188,anbinden::V,бахӏин,акалун
1189,füttern::V,канаки буллан,ем гун
1190,melken::V,ттизин,ацун
1191,hacken::V,мюрш буллан,куьткуьнун
1192,hacken::V,мюрш бан,куьткуьнун
1193,gießen::V,щин дишин,яд гун
1194,reifen::V,диян,чурун
1195,reifen::V,диян,агакьун
1196,zubereiten::V,хӏадур дан,гьазурун
1197,zubereiten::V,хӏадур бан,гьазурун
1198,kochen::V,шашан,ругун
1199,kochen::V,шашан дуллан,ругун
1200,backen::V,бишлан,чурун
1201,backen::V,шахьлан,чурун
1202,braten::V,цӏарайх дуллан,чурун
1203,umrühren::V,хӏала бан,какадарун
1204,stricken::V,щащлан,хурун
1205,stricken::V,щащан,хурун
1206,nähen::V,дуруххан,цун
1207,färben::V,ранг щун,шир ягъун
1208,reinigen::V,марцӏ бан,михьун
1209,waschen::V,шюшин,чуьхуьн
1210,abwischen::V,лишин,гуьцӏун
1211,spülen::V,вилаган,экъуьрун
1212,fegen::V,башин,шуткун
1213,kehren::V,бахьлан,кул алтадун
1214,baden::V,щинавун учӏлан,эхъуьн
1215,sich waschen::V,диссун,жендек чуьхуьн
1216,sich waschen::V,лажин диссун,жендек чуьхуьн
1217,sich waschen::V,лажин дислан,жендек чуьхуьн
1218,sich waschen::V,биссун,жендек чуьхуьн
1219,sich waschen::V,чурх бислан,жендек чуьхуьн
1220,ausziehen::V,ликкан,хутӏунун
1221,ausziehen::V,ликкан,галудун
1222,anziehen::V,лаххан,алукӏун
1223,sich anziehen::V,янна лаххан,алукӏун
1224,sich anziehen::V,янна лаххан,парталар алукӏун
1225,kämmen::V,ттарал дуккан,эвягъун
1226,schmücken::V,чӏюлу бан,безетмишун
1227,schmücken::V,чӏюлу бан,гуьрчегарун
1228,sagen::V,учин,лугьун
1229,sprechen::V,гъалгъа тӏун,рахун
1230,reden::V,гъалгъа тӏун,рахун
1231,sich unterhalten::V,гъалгъа тӏун,ихтилат авун
1232,fragen::V,цӏуххин,жузун
1233,bitten::V,тавакъю буллан,тӏалабун
1234,erzählen::V,хавар бусан,ахъаюн
1235,mitteilen::V,баян бан,хабар гун
1236,mitteilen::V,хавар бан,хабар гун
1237,nennen::V,цӏа дизан,тӏвар гун
1238,rufen::V,оьвтӏун,эверун
1239,prahlen::V,цӏа дуллан,яцӏу гафар авун
1240,übersetzen::V,таржума бан,таржума авун
1241,übersetzen::V,таржума бан,гафладун
1242,denken::V,пикри буллан,фикир авун
1243,glauben::V,вих хьун,агъун
1244,bemerken::V,хӏисав хъун,фикир гун
1245,erkennen::V,увчӏин,
1246,begreifen::V,бувчӏин,гъавурда акьун
1247,lernen::V,лахьлан,кӏелун
1248,lernen::V,лахьхьин,кӏелун
1249,wissen::V,кӏулну бикӏан,чир хьун
1250,wissen::V,кӏулну бикӏан,чирхьун
1251,wissen::V,хавар бикӏан,чир хьун
1252,wissen::V,хавар бикӏан,чирхьун
1253,sich erinnern an::V,дакӏнин бутан,рикӏел хуьн
1254,vergessen::V,хъама битан,рикӏелай фин
1255,vergessen::V,хъама битан,рикӏелай алатун
1256,messen::V,дуцин дуллан,алцумун
1257,messen::V,дуцин дан,алцумун
1258,zählen::V,дуккин,гьисабун
1259,rechnen::V,хӏисав дан,гьисабун
1260,lesen::V,ккалан,кӏелун
1261,malen::V,сурат дуллан,кхьин
1262,malen::V,сурат дуллан,шикилар чӏугун
1263,zeichnen::V,сурат дуллан,чӏугун
1264,schreiben::V,чичин,кхьин
1265,schreiben::V,чичлан,кхьин
1266,besitzen::V,дуну икӏан,иеси хьун
1267,besitzen::V,дуну дикӏан,иеси хьун
1268,besitzen::V,заллуну икӏан,иеси хьун
1269,kaufen::V,машан ласун,къачун
1270,kaufen::V,машан ласун,маса къачун
1271,verkaufen::V,баххан,гун
1272,verkaufen::V,баххан,маса гун
1273,bezahlen::V,арцу дулун,къимет гун
1274,bezahlen::V,арцу дулун,эвезда авун
1275,bezahlen::V,арцу дулун,гьакъи агакьрун
1276,bezahlen::V,багьа булун,къимет гун
1277,bezahlen::V,багьа булун,эвезда авун
1278,bezahlen::V,багьа булун,гьакъи агакьрун
1279,zahlen::V,арцу дулун,къимет гун
1280,zahlen::V,арцу дулун,эвезда авун
1281,zahlen::V,арцу дулун,гьакъи агакьрун
1282,zahlen::V,багьа булун,къимет гун
1283,zahlen::V,багьа булун,эвезда авун
1284,zahlen::V,багьа булун,гьакъи агакьрун
1285,beherrschen::V,дуну икӏан,иеси хьун
1286,beherrschen::V,заллуну икӏан,иеси хьун
1287,ertragen::V,бухӏан,таб гун
1288,Leber::N,,лекь
1289,Anhöhe::N,,тепе
1290,Anhöhe::N,,гьуьндуьрвал
1291,Bucht::N,,бухта
1292,Barsch::N,,окунь
1293,Hecht::N,,щука
1294,Laus::N,,нет
1295,Ruf::N,,эвер
1296,Platz::N,,ара
1297,Kante::N,,син
1298,Größe::N,,кьадар
1299,Menge::N,,кьадар
1300,Figur::N,,фигура
1301,Tasche::N,,чанта
1302,Öl::N,,ягълу
1303,Schuh::N,,ботинка
1304,König::N,,пачагь
1305,fein::A,,шуькӏуь
1306,bald::ADV,,мукьва
1307,bald::ADV,,мукьвара
1308,einst::ADV,,садра
1309,schon::ADV,,хъувуна
1310,schon::ADV,,мадни дардиз
1311,schon::ADV,,мадни гуьтӏуьз
1312,schon::ADV,,мадни гуьтӏуь я
1313,sie::PRN,,абур
1314,siebzig::NUM,,пудкъанни цӏуд
1315,klirren::V,,зигринг авун
1316,heulen::V,,къув ягъун
1317,wollen::V,,кӏан хьун
1318,geraten::V,,акъатун
1319,kratzen::V,,къадгъунун
1320,stecken::V,,сухун
1321,schleifen::V,,кӏвенкӏв авун
1322,rütteln::V,,къарсурун
1323,ziehen::V,,ялун
1324,ziehen::V,,чӏугун
1325,packen::V,,кьун
1326,wünschen::V,,дуьа авун
1327,zudecken::V,,гьалдун
1328,antreiben::V,,тади кутун
1329,treten::V,,кьуьл къекъягъун
1330,treten::V,,кьуьл эцягъун
