,Concept_ID,,he
79,Frost::N,,צנה
80,Kälte::N,,קר
81,Hitze::N,,חם
82,Raureif::N,,כפור
83,Regenbogen::N,,קשת
84,Donner::N,,רעם
85,Strömung::N,,זרימה
86,Tropfen::N,,טפה
87,Schaum::N,,קצף
88,Schmutz::N,,לכלוך
89,See::N,,אגם
90,Sumpf::N,,בצה
91,Moor::N,,בצה
92,Wiese::N,,מרעה
93,Wald::N,,יער
94,Hügel::N,,תל
95,Anhöhe::N,,מעלה
96,Berg::N,,הר
97,Gipfel::N,,פסגה
98,Höhle::N,,מערה
99,Abhang::N,,מדרון
100,Abhang::N,,שפוע
101,Quelle::N,,מעין
102,Bach::N,,נחל
103,Fluss::N,,נהר
104,Ufer::N,,גדה
105,Küste::N,,חוף
106,Festland::N,,יבשה
107,Meer::N,,ים
108,Bucht::N,,מפרץ
109,Insel::N,,אי
110,Blume::N,,פרח
111,Gras::N,,דשא
112,Wurzel::N,,שרש
113,Baum::N,,עץ
114,Stamm::N,,גזע
115,Rinde::N,,קלפת עץ
116,Ast::N,,ענף
117,Zweig::N,,ענף
118,Blatt::N,,עלה
119,Birke::N,,שדר
120,Kiefer[Baum]::N,,ארן
121,Weide[Baum]::N,,ערבה
122,Tanne::N,,אשוח
123,Horn::N,,קרן
124,Feder::N,,נוצה
125,Fell::N,,פרוה
126,Flügel::N,,כנף
127,Klaue::N,,טלף
128,Kralle::N,,טפר
129,Schwanz::N,,זנב
130,Ei::N,,ביצה
131,Nest::N,,קן
132,Bau::N,,מחלה
133,Tier::N,,חיה
134,Herde::N,,עדר
135,Kuh::N,,פרה
136,Bulle::N,,פר
137,Pferd::N,,סוס
138,Schaf::N,,כבשה
139,Schwein::N,,חזיר
140,Hund::N,,כלב
141,Katze::N,,חתול
142,Bär::N,,דב
143,Eichhörnchen::N,,סנאי
144,Elch::N,,דישון
145,Fuchs::N,,שועל
146,Hase::N,,ארנב
147,Maus::N,,עכבר
148,Wolf::N,,זאב
149,Vogel::N,,צפור
150,Schwarm::N,,נחיל
151,Schwarm::N,,להקה
152,Huhn::N,,תרנגלת
153,Hahn::N,,תרנגול
154,Gans::N,,אוז
155,Adler::N,,עיט
156,Ente::N,,ברוז
157,Eule::N,,ינשוף
158,Kranich::N,,עגור
159,Kranich::N,,כרוכיה
160,Krähe::N,,עורב
161,Kuckuck::N,,קוקיה
162,Schwan::N,,ברבור
163,Fisch::N,,דג
164,Barsch::N,,אוקונוס
165,Hecht::N,,זאב הים
166,Schlange[Tier]::N,,נחש
167,Wurm::N,,תולעת
168,Spinne::N,,עכביש
169,Ameise::N,,נמלה
170,Laus::N,,כנה
171,Mücke::N,,יתוש
172,Fliege::N,,זבוב
173,Schmetterling::N,,פרפר
174,Beere::N,,ענבה
175,Apfel::N,,תפוח
176,Pilz::N,,פטריה
177,Zwiebel::N,,בצל
178,Saat::N,,זרעים
179,Korn::N,,גרעין
180,Heu::N,,חציר
181,Schale::N,,קלפה
182,Grube::N,,בור
183,Grube::N,,שוחה
184,Falle::N,,מלכדת
185,Schlinge::N,,לולאה
186,Spur::N,,עקבה
187,Asche::N,,אפר
188,Dreck::N,,זהמה
189,Eisen::N,,ברזל
190,Gold::N,,זהב
191,Silber::N,,כסף
192,Kohle::N,,פחם
193,Glas::N,,זכוכית
194,Lehm::N,,חרסית
195,Sand::N,,חול
196,Mensch::N,,אדם
197,Mann::N,,איש
198,Mann::N,,גבר
199,Frau::N,,אשה
200,Frau::N,,גברת
201,Kind::N,,ילד
202,Junge::N,,ילד
203,Mädchen::N,,נערה
204,Familie::N,,משפחה
205,Großvater::N,,סבא
206,Großmutter::N,,סבתא
207,Eltern::N,,הורים
208,Vater::N,,אב
209,Mutter::N,,אם
210,Sohn::N,,בן
211,Tochter::N,,בת
212,Bruder::N,,אח
213,Schwester::N,,אחות
214,Onkel::N,,דוד
215,Tante::N,,דודה
216,Ehemann::N,,איש
217,Ehemann::N,,בעל
218,Ehefrau::N,,אשה
219,Freude::N,,שמחה
220,Gelächter::N,,צחוק
221,Glück::N,,אשר
222,Kummer::N,,יגון
223,Kummer::N,,עגמה
224,Wunsch::N,,אחול
225,Wunsch::N,,משאלה
226,Lust::N,,חשק
227,Lust::N,,תשוקה
228,Geist::N,,רוח
229,Gedanke::N,,מחשבה
230,Gedächtnis::N,,זכרון
231,Verstand::N,,שכל
232,Sinn::N,,מובן
233,Sinn::N,,משמעות
234,Grund::N,,סבה
235,Wahrheit::N,,אמת
236,Gespräch::N,,דיון
237,Märchen::N,,אגדה
238,Erzählung::N,,ספור
239,Nachricht::N,,ידיעה
240,Neuigkeit::N,,חדשה
241,Name::N,,שם
242,Rätsel::N,,תעלומה
243,Rede::N,,נאום
244,Sprache::N,,לשון
245,Stimme::N,,קול
246,Wort::N,,מלה
247,Zeichen::N,,סימן
248,Ruf::N,,קריאה
249,Lärm::N,,רעש
250,Laut::N,,הגה
251,Ton::N,,צליל
252,Lied::N,,שיר
253,Ruhe::N,,שלוה
254,Leute::N,,אנשים
255,Volk::N,,עם
256,Arbeit::N,,עבודה
257,Gast::N,,אורח
258,Geschenk::N,,מתנה
259,Spiel::N,,משחק
260,Gesellschaft::N,,חברה
261,Hilfe::N,,עזרה
262,Freund::N,,חבר
263,Freund::N,,ידיד
264,Kamerad::N,,רע
265,Angelegenheit::N,,ענין
266,Anzahl::N,,מספר
267,Art::N,,סוג
268,Stück::N,,חתיכה
269,Teil::N,,פרק
270,Hälfte::N,,חצי
271,Kreis::N,,מעגל
272,Kreuz::N,,צלב
273,Linie::N,,קו
274,Strich::N,,קו קצר
275,Abstand::N,,מרחק
276,Entfernung::N,,מרחק
277,Gegend::N,,נוף
278,Platz::N,,שטח
279,Ort::N,,אתר
280,Ort::N,,מקום
281,Seite::N,,צד
282,Mitte::N,,אמצע
283,Gegenstand::N,,אוביקט
284,Sache::N,,דבר
285,Rand::N,,פרור
286,Kante::N,,קצה
287,Ecke::N,,פנה
288,Spitze::N,,קצה
289,Ende::N,,סוף
290,Loch::N,,חר
291,Winkel::N,,פנה
292,Muster::N,,תבנית
293,Größe::N,,גדל
294,Länge::N,,ארך
295,Höhe::N,,קומה
296,Höhe::N,,גבה
297,Gewicht::N,,משקל
298,Menge::N,,כמות
299,Haufen::N,,ערמה
300,Reihe::N,,רצף
301,Boot::N,,סירה
302,Ruder::N,,משוט
303,Schlitten::N,,מזחלת
304,Ski::N,,מגלשים
305,Lagerfeuer::N,,מדורה
306,Last::N,,משא
307,Gang::N,,הליכה
308,Schritt::N,,צעד
309,Norden::N,,צפון
310,Süden::N,,דרום
311,Westen::N,,מערב
312,Osten::N,,מזרח
313,Holz::N,,עץ
314,Brett::N,,קרש
315,Platte::N,,לוח
316,Stütze::N,,משען
317,Stange::N,,מוט
318,Stock::N,,מקל
319,Stab::N,,מוט
320,Rohr::N,,צנור
321,Haus::N,,בית
322,Heim::N,,בית
323,Ofen::N,,תנור
324,Fußboden::N,,רצפה
325,Tisch::N,,שלחן
326,Stuhl::N,,כסא
327,Wiege::N,,ערש
328,Bett::N,,מטה
329,Regal::N,,מדף
330,Kiste::N,,תבה
331,Kiste::N,,ארגז
332,Fenster::N,,חלון
333,Tür::N,,דלת
334,Tor::N,,שער
335,Zaun::N,,גדר
336,Dach::N,,גג
337,Leiter::N,,סלם
338,Besen::N,,מטאטא
339,Spaten::N,,את
340,Schaufel::N,,את
341,Gabel::N,,מזלג
342,Löffel::N,,כף
343,Messer::N,,סכין
344,Nagel::N,,מסמר
345,Netz::N,,רשת
346,Haken::N,,וו
347,Haken::N,,קרס
348,Griff::N,,ידית
349,Schloss::N,,מנעול
350,Bild::N,,תמונה
351,Figur::N,,פסל
352,Puppe::N,,בבה
353,Beutel::N,,שק
354,Bündel::N,,צרור
355,Tasche::N,,שקית
356,Eimer::N,,דלי
357,Deckel::N,,מכסה
358,Geschirr::N,,כלים
359,Sack::N,,שק
360,Tasse::N,,ספל
361,Topf::N,,סיר
362,Kessel::N,,קנקן
363,Essen::N,,אכל
364,Essen::N,,ארוחה
365,Nahrung::N,,הזנה
366,Nahrung::N,,תזונה
367,Speise::N,,מאכל
368,Speise::N,,ארוחה
369,Fleisch::N,,בשר
370,Getreide::N,,דגן
371,Brei::N,,מחית
372,Brot::N,,לחם
373,Scheibe::N,,עגול
374,Scheibe::N,,פרוסה
375,Fett::N,,שמן
376,Butter::N,,חמאה
377,Öl::N,,שמן
378,Salz::N,,מלח
379,Suppe::N,,מרק
380,Honig::N,,דבש
381,Milch::N,,חלב
382,Tee::N,,תה
383,Leder::N,,עור
384,Wolle::N,,צמר
385,Stoff::N,,בד
386,Stoff::N,,אריג
387,Nadel::N,,מחט
388,Faden::N,,חוט
389,Knopf::N,,כפתור
390,Knoten::N,,קשר
391,Farbe::N,,צבע
392,Kleidung::N,,בגדים
393,Hemd::N,,חלצה
394,Kragen::N,,צוארון
395,Ärmel::N,,שרוול
396,Hose::N,,מכנסים
397,Gürtel::N,,חגורה
398,Mütze::N,,כובע
399,Schuh::N,,נעל
400,Stiefel::N,,מגף
401,Ring::N,,טבעת
402,Band::N,,סרט
403,Kamm::N,,מסרק
404,Spiegel::N,,מראה
405,Riemen::N,,רצועה
406,Schnur::N,,חבל
407,Leine::N,,מושכות
408,Decke::N,,שמיכה
409,Kissen::N,,כרית
410,Tuch::N,,צעיף
411,Handtuch::N,,מגבת
412,Kraft::N,,כוח
413,Stärke::N,,און
414,Gesundheit::N,,בריאות
415,Krankheit::N,,מחלה
416,Schmerz::N,,כאב
417,Wunde::N,,פציעה
418,Fieber::N,,חם
419,Arznei::N,,תרופה
420,Brücke::N,,גשר
421,Brunnen::N,,באר
422,Weide::N,,אחו
423,Weide::N,,מרעה
424,Pfad::N,,שביל
425,Pfad::N,,מדרכה
426,Weg::N,,דרך
427,Straße::N,,כביש
428,Dorf::N,,כפר
429,Stadt::N,,עיר
430,Brief::N,,מכתב
431,Buch::N,,ספר
432,Buchstabe::N,,אות
433,Zeitung::N,,עתון
434,Leben::N,,חיים
435,Tod::N,,מות
436,Grab::N,,קבר
437,Kirche::N,,כנסיה
438,Sünde::N,,חטא
439,Gott::N,,אל
440,Arbeiter::N,,פועל
441,Chef::N,,ראש
442,Chef::N,,מנהל
443,Meister::N,,ממחה
444,Arzt::N,,רופא
445,Lehrer::N,,מורה
446,Geld::N,,כסף
447,Geschäft::N,,עסקה
448,Laden::N,,חנות
449,Preis::N,,מחיר
450,Ware::N,,סחורה
451,Nutzen::N,,תועלת
452,Reichtum::N,,עשר
453,Welt::N,,עולם
454,Land::N,,ארץ
455,Staat::N,,מדינה
456,König::N,,מלך
457,Macht::N,,כוח
458,Grenze::N,,גבול
459,Krieg::N,,מלחמה
460,Feind::N,,אויב
461,Gewalt::N,,אלימות
462,Kampf::N,,קרב
463,Kampf::N,,לחימה
464,Bogen[Waffe]::N,,קשת
465,Pfeil::N,,חץ
466,Gewehr::N,,רובה
467,Fehler::N,,טעות
468,Lüge::N,,שקר
469,Schaden::N,,נזק
470,Unglück::N,,מזל רע
471,Schuld::N,,אשמה
472,Alter::N,,גיל
473,Schluss::N,,סיום
474,Zeit::N,,זמן
475,Tag::N,,יום
476,Morgen::N,,בקר
477,Mittag::N,,צהרים
478,Abend::N,,ערב
479,Nacht::N,,לילה
480,Woche::N,,שבוע
481,Monat::N,,חדש
482,Jahr::N,,שנה
483,Frühling::N,,אביב
484,Sommer::N,,קיץ
485,Herbst::N,,סתו
486,Winter::N,,חרף
487,Januar::N,,ינואר
488,Februar::N,,פברואר
489,März::N,,מרץ
490,April::N,,אפריל
491,Mai::N,,מאי
492,Juni::N,,יוני
493,Juli::N,,יולי
494,August::N,,אוגוסט
495,September::N,,ספטמבר
496,Oktober::N,,אוקטובר
497,November::N,,נובמבר
498,Dezember::N,,דצמבר
499,Montag::N,,יום שני
500,Dienstag::N,,יום שלישי
501,Mittwoch::N,,יום רביעי
502,Donnerstag::N,,יום חמישי
503,Freitag::N,,יום ששי
504,Samstag::N,,יום שבת
505,Sonntag::N,,יום ראשון
506,groß::A,,גדול
507,klein::A,,קטן
508,lang::A,,ארך
509,kurz::A,,קצר
510,breit::A,,רחב
511,schmal::A,,צר
512,dicht::A,,צפוף
513,dick[Gegenstand]::A,,עבה
514,dünn::A,,דק
515,fein::A,,מעדן
516,fest::A,,מוצק
517,flach::A,,שטוח
518,glatt::A,,חלק
519,hart::A,,קשיח
520,weich::A,,רך
521,rund::A,,עגל
522,spitz::A,,חד
523,scharf::A,,חד
524,stumpf::A,,קהה
525,schwer::A,,כבד
526,schön::A,,יפה
527,heiß::A,,חם
528,warm::A,,חם
529,kalt::A,,קר
530,kühl::A,,צונן
531,frisch::A,,טרי
532,feucht::A,,לח
533,nass::A,,רטוב
534,trocken::A,,יבש
535,voll::A,,מלא
536,leer::A,,ריק
537,offen::A,,פתוח
538,geschlossen::A,,סגור
539,sauber::A,,נקי
540,schmutzig::A,,מלכלך
541,roh::A,,חי
542,reif::A,,בשל
543,lecker::A,,טעים
544,süß::A,,מתוק
545,bitter::A,,מר
546,sauer::A,,חמוץ
547,hell::A,,בהיר
548,dunkel::A,,עמום
549,schwarz::A,,שחר
550,weiß::A,,לבן
551,rot::A,,אדם
552,gelb::A,,צהב
553,blau::A,,כחל
554,grün::A,,ירק
555,grau::A,,אפר
556,bunt::A,,צבעוני
557,billig::A,,זול
558,teuer::A,,יקר
559,wertvoll::A,,יקר ערך
560,blind::A,,עור
561,taub::A,,חרש
562,kräftig::A,,חסן
563,stark::A,,חזק
564,schwach::A,,חלש
565,fett::A,,שמן
566,schlank::A,,רזה
567,hübsch::A,,יפה תאר
568,böse::A,,רשע
569,dumm::A,,טפש
570,faul::A,,עצלן
571,fleißig::A,,חרוץ
572,geizig::A,,קמצן
573,klug::A,,נבון
574,klug::A,,פקח
575,geschickt::A,,מימן
576,lieb::A,,יקר
577,lieb::A,,אהוב
578,lustig::A,,עליז
579,sanft::A,,עדין
580,hungrig::A,,רעב
581,krank::A,,חולה
582,nackt::A,,ערום
583,traurig::A,,עצוב
584,lebendig::A,,חי
585,gut::A,,טוב
586,schlecht::A,,גרוע
587,richtig::A,,נכון
588,schlimm::A,,רע
589,wahr::A,,אמתי
590,alt::A,,ישן
591,neu::A,,חדש
592,ehemalig::A,,לשעבר
593,alt[Lebewesen]::A,,זקן
594,jung::A,,צעיר
595,arm::A,,עני
596,reich::A,,עשיר
597,bekannt::A,,ידוע
598,berühmt::A,,מפרסם
599,fremd::A,,זר
600,verschieden::A,,שונה
601,nah::A,,קרוב
602,fern::A,,רחוק
603,linker::A,,שמאלי
604,rechter::A,,ימין
605,anderer::A,,אחר
606,erster::A,,ראשון
607,zweiter::A,,שני
608,dritter::A,,שלישי
609,letzter::A,,אחרון
610,allein::ADV,,לבד
611,auf einmal::ADV,,בו-זמנית
612,zusammen::ADV,,ביחד
613,lange::ADV,,הרבה זמן
614,plötzlich::ADV,,לפתע
615,plötzlich::ADV,,פתאום
616,sofort::ADV,,מיד
617,später::ADV,,לאחר זמן
618,später::ADV,,יותר מאחר
619,jetzt::ADV,,עכשיו
620,heute::ADV,,היום
621,morgen::ADV,,מחר
622,bald::ADV,,בקרוב
623,dann::ADV,,אחר-כך
624,gestern::ADV,,אתמול
625,einst::ADV,,לפנים
626,damals::ADV,,אז
627,danach::ADV,,אחר-כך
628,vorher::ADV,,לפני זה
629,zuerst::ADV,,קדם
630,einmal::ADV,,פעם
631,manchmal::ADV,,לפעמים
632,oft::ADV,,לעתים קרובות
633,immer::ADV,,תמיד
634,niemals::ADV,,אף פעם
635,hier::ADV,,כאן
636,hierhin::ADV,,פה
637,von hier::ADV,,מפה
638,dort::ADV,,שם
639,dorthin::ADV,,שם
640,geradeaus::ADV,,ישר
641,vorwärts::ADV,,קדימה
642,rückwärts::ADV,,לאחור
643,zurück::ADV,,בחזרה
644,zurück::ADV,,אחורנית
645,unten::ADV,,למטה
646,hinab::ADV,,למטה
647,oben::ADV,,מעל
648,oben::ADV,,למעלה
649,hinauf::ADV,,למעלה
650,überall::ADV,,בכל מקום
651,nicht::ADV,,לא
652,ein wenig::ADV,,קצת
653,kaum::ADV,,בקשי
654,sehr::ADV,,מאוד
655,so::ADV,,כך
656,so::ADV,,ככה
657,noch::ADV,,עוד
658,noch::ADV,,עדין
659,nur::ADV,,רק
660,schon::ADV,,כבר
661,wieder::ADV,,שוב
662,vergebens::ADV,,לריק
663,vergebens::ADV,,לשוא
664,vor::PRP,,מול
665,hinter::PRP,,מאחורי
666,unter::PRP,,מתחת
667,durch::PRP,,דרך
668,neben::PRP,,ליד
669,neben::PRP,,על-יד
670,zwischen::PRP,,בין
671,wegen::PRP,,בשל
672,wegen::PRP,,בגלל
673,dies::PRN,,זה
674,das::PRN,,זה
675,alles::PRN,,הכל
676,ich::PRN,,אני
677,du::PRN,,את
678,du::PRN,,אתה
679,er::PRN,,הוא
680,wir::PRN,,אנחנו
681,ihr::PRN,,לה
682,sie::PRN,,הם
683,was::FPRN,,מה
684,wer::FPRN,,מי
685,wo::FADV,,איפה
686,wohin::FADV,,לאן
687,wie::FADV,,איך
688,warum::FADV,,למה
689,wieviel::FNUM,,כמה
690,eins::NUM,,אחד
691,zwei::NUM,,שתים
692,drei::NUM,,שלושה
693,vier::NUM,,ארבעה
694,fünf::NUM,,חמשה
695,sechs::NUM,,ששה
696,sieben::NUM,,שבעה
697,acht::NUM,,שמונה
698,neun::NUM,,תשעה
699,zehn::NUM,,עשרה
700,elf::NUM,,אחת עשרה
701,zwölf::NUM,,שתים עשרה
702,zwanzig::NUM,,עשרים
703,dreißig::NUM,,שלושים
704,vierzig::NUM,,ארבעים
705,fünfzig::NUM,,חמשים
706,sechzig::NUM,,ששים
707,siebzig::NUM,,שבעים
708,achtzig::NUM,,שמונים
709,neunzig::NUM,,תשעים
710,hundert::NUM,,מאה
711,tausend::NUM,,אלף
712,und::CNJ,,ו
713,oder::CNJ,,או
714,stehen::V,,עמד
715,sitzen::V,,ישב
716,liegen::V,,שכב
717,hängen::V,,היה תלוי
718,werden::V,,הפך ל
719,passieren::V,,קרה
720,beginnen::V,,התחיל
721,enden::V,,הסתים
722,wechseln::V,,השתנה
723,aufgehen[Sonne]::V,,זרח
724,untergehen[Sonne]::V,,שקע
725,scheinen[Sonne]::V,,בהק
726,donnern::V,,רעם
727,wehen::V,,נשב
728,strömen::V,,זרם
729,fließen::V,,זרם
730,sich drehen::V,,הסתובב
731,schwanken::V,,התנודד
732,schwingen::V,,התנענע
733,fallen::V,,נפל
734,brennen::V,,בער
735,rauchen::V,,עשן
736,regnen::V,,ירד גשם
737,gefrieren::V,,קפא
738,tauen::V,,נמס
739,schmelzen::V,,התיך
740,trocknen::V,,התיבש
741,sieden::V,,רתח
742,faulen::V,,רקב
743,verfaulen::V,,רקב
744,reißen::V,,נקרע
745,versinken::V,,טבע
746,vergehen::V,,עבר
747,erscheinen::V,,נגלה
748,erscheinen::V,,הופיע
749,verschwinden::V,,נעלם
750,sinken::V,,ירד
751,abnehmen::V,,הפחית
752,zunehmen::V,,רבה
753,steigen::V,,עלה
754,wachsen::V,,גדל
755,glänzen::V,,נצץ
756,glänzen::V,,בהק
757,funkeln::V,,נצנץ
758,lärmen::V,,רעש
759,läuten::V,,צלצל
760,klingeln::V,,צלצל
761,klirren::V,,קרקש
762,brausen::V,,געש
763,rauschen::V,,רשרש
764,klingen::V,,נשמע
765,bellen::V,,נבח
766,heulen::V,,ילל
767,blasen::V,,נשף
768,pfeifen::V,,שרק
769,schreien::V,,צעק
770,stöhnen::V,,נאנק
771,zittern::V,,רעד
772,leben::V,,חי
773,geboren werden::V,,נולד
774,atmen::V,,נשם
775,trinken::V,,שתה
776,essen::V,,אכל
777,schlucken::V,,בלע
778,müde werden::V,,התעיף
779,einschlafen::V,,נרדם
780,schlafen::V,,ישן
781,aufwachen::V,,התעורר
782,aufstehen::V,,קם
783,sich erholen::V,,נפש
784,krank werden::V,,חלה
785,krank sein::V,,היה חולה
786,schmerzen::V,,כאב
787,husten::V,,השתעל
788,genesen::V,,הבריא
789,sterben::V,,מת
790,umkommen::V,,נספה
791,sich bewegen::V,,נע
792,sich rühren::V,,זז
793,sich erheben::V,,קם
794,sich setzen::V,,התישב
795,hinfallen::V,,נפל
796,laufen::V,,הלך ברגל
797,schreiten::V,,פסע
798,spazierengehen::V,,טיל
799,eilen::V,,אץ
800,eilen::V,,מהר
801,sich beeilen::V,,מהר
802,sausen::V,,אץ
803,rennen::V,,רץ
804,springen::V,,קפץ
805,klettern::V,,טפס
806,schaukeln::V,,התנדנד
807,kriechen::V,,זחל
808,schwimmen::V,,שחה
809,tauchen::V,,צלל
810,rudern::V,,חתר
811,fahren::V,,נסע
812,fliegen::V,,עף
813,gehen::V,,הלך
814,weggehen::V,,עזב
815,abfahren::V,,יצא
816,anhalten::V,,עצר
817,hineingehen::V,,נכנס
818,eintreten::V,,נכנס
819,kommen::V,,בא
820,ankommen::V,,הגיע
821,zurückkommen::V,,שב
822,zurückkommen::V,,חזר
823,bleiben::V,,נשאר
824,warten::V,,חכה
825,warten::V,,המתין
826,erwarten::V,,צפה
827,suchen::V,,חפש
828,finden::V,,מצא
829,versuchen::V,,נסה
830,vorbereiten::V,,הכין
831,lieben::V,,אהב
832,mögen::V,,אהב
833,lachen::V,,צחק
834,rühren::V,,נגע ללב
835,weinen::V,,בכה
836,schimpfen::V,,גער
837,sich ärgern::V,,זעם
838,sich ärgern::V,,כעס
839,sich fürchten::V,,פחד
840,sich fürchten::V,,חשש
841,fürchten::V,,פחד מ
842,fürchten::V,,חשש מ
843,fliehen::V,,ברח
844,flüchten::V,,נמלט
845,sehen::V,,ראה
846,anschauen::V,,הביט
847,ansehen::V,,התבונן
848,hören::V,,שמע
849,zuhören::V,,הקשיב
850,probieren::V,,נסה
851,riechen::V,,הריח
852,fühlen::V,,חש
853,scheinen::V,,נדמה
854,zu sehen sein::V,,נראה
855,vernehmen::V,,נודע ל
856,frieren::V,,קר ל
857,tun::V,,פעל
858,können::V,,יכל
859,wollen::V,,רצה
860,anfangen::V,,התחיל
861,beenden::V,,גמר
862,aufhören::V,,סים
863,gelingen::V,,הצליח
864,geraten::V,,עלה
865,öffnen::V,,פתח
866,schließen::V,,סגר
867,stellen::V,,העמיד
868,setzen::V,,הושיב
869,legen::V,,שם
870,berühren::V,,נגע
871,verbinden::V,,קשר
872,bedecken::V,,כסה
873,aufhängen::V,,תלה
874,anzünden::V,,הצית
875,aufheben::V,,אסף
876,zurücklassen::V,,השאיר
877,verlieren::V,,אבד
878,fallen lassen::V,,שמט
879,fallen lassen::V,,הפיל
880,machen::V,,עשה
881,herstellen::V,,יצר
882,bauen::V,,בנה
883,reparieren::V,,תקן
884,verbessern::V,,שפר
885,ändern::V,,שנה
886,graben::V,,חפר
887,beugen::V,,כפף
888,biegen::V,,כופף
889,drehen::V,,סובב
890,wenden::V,,הפך
891,umdrehen::V,,סובב
892,heben::V,,הרים
893,hochheben::V,,הרים
894,ergreifen::V,,אחז
895,halten::V,,החזיק
896,drücken::V,,לחץ
897,schieben::V,,הזיז
898,kratzen::V,,שרט
899,kratzen::V,,שפשף
900,lecken::V,,לקק
901,beißen::V,,נשך
902,abreißen::V,,קרע
903,abschneiden::V,,חתך
904,binden::V,,קשר
905,stecken::V,,תקע
906,brechen::V,,שבר
907,klopfen::V,,נקש
908,hauen::V,,הכה
909,kleben::V,,הדביק
910,reiben::V,,שפשף
911,streichen::V,,מרח
912,schleifen::V,,השחיז
913,schneiden::V,,גזר
914,rütteln::V,,נענע
915,schütteln::V,,נער
916,schwenken::V,,נופף
917,schwenken::V,,טלטל
918,schütten::V,,שפך
919,füllen::V,,מלא
920,einwickeln::V,,עטף
921,tragen::V,,נשא
922,schleppen::V,,סחב
923,ziehen::V,,משך
924,aufbewahren::V,,שמר
925,werfen::V,,זרק
926,fangen::V,,תפס
927,packen::V,,אחז
928,verstecken::V,,החביא
929,teilen::V,,חלק
930,schicken::V,,שלח
931,bringen::V,,הביא
932,hinzufügen::V,,הוסיף
933,bekommen::V,,תפס
934,erhalten::V,,קבל
935,nehmen::V,,אחז
936,wählen::V,,בחר
937,auswählen::V,,בחר ב
938,bewahren::V,,קים
939,behindern::V,,מנע
940,verderben::V,,מנע
941,beschädigen::V,,הזיק
942,zerbrechen::V,,נשבר
943,zerreißen::V,,קרע
944,zerstören::V,,הרס
945,zerstören::V,,השמיד
946,verbrennen::V,,שרף
947,geben::V,,נתן
948,reichen::V,,העביר
949,schenken::V,,נתן במתנה
950,versprechen::V,,הבטיח
951,wünschen::V,,אחל
952,loben::V,,שבח
953,küssen::V,,נשק
954,wiegen::V,,נדנד
955,zudecken::V,,כסה
956,wecken::V,,עורר
957,zeigen::V,,הראה
958,führen::V,,הביא
959,führen::V,,הוביל
960,lehren::V,,למד
961,unterrichten::V,,למד
962,aufziehen::V,,רומם
963,leiten::V,,נהל
964,antreiben::V,,המרץ
965,lassen::V,,נתן
966,einladen::V,,הזמין
967,vereinigen::V,,אחד
968,vereinigen::V,,לכד
969,besuchen::V,,בקר
970,treffen::V,,פגש
971,sich versammeln::V,,התאסף
972,spielen::V,,שחק
973,singen::V,,שר
974,tanzen::V,,רקד
975,sich trennen::V,,נפרד
976,verlassen::V,,עזב
977,retten::V,,הציל
978,bewachen::V,,שמר
979,schützen::V,,אבטח
980,verteidigen::V,,הגן
981,sich schlagen::V,,התכתש
982,schießen::V,,ירה
983,siegen::V,,גבר
984,siegen::V,,נצח
985,ärgern::V,,עצבן
