,Concept_ID,kk,es
529,Schuh::N,кебіс,zapato
530,Stiefel::N,етік,bota
531,Ring::N,жүзік,anillo
532,Band::N,таспа,cinta
533,Kamm::N,тарақ,peine
534,Spiegel::N,айна,espejo
535,Riemen::N,қайыс,correa
536,Schnur::N,жіп,cuerda
537,Leine::N,тізгін,correa
538,Decke::N,көрпе,manta
539,Kissen::N,жастық,almohada
540,Tuch::N,орамал,pañuelo
541,Handtuch::N,сүлгі,toalla
542,Kraft::N,қуат,fuerza
543,Kraft::N,қарқын,fuerza
544,Kraft::N,әл-шама,fuerza
545,Kraft::N,әл-дәрмен,fuerza
546,Stärke::N,әл,fuerza
547,Stärke::N,күш,fuerza
548,Gesundheit::N,денсаулык,salud
549,Krankheit::N,ауру,enfermedad
550,Schmerz::N,ауру,dolor
551,Wunde::N,зақым,llaga
552,Wunde::N,зақым,herida
553,Wunde::N,жарақат,llaga
554,Wunde::N,жарақат,herida
555,Fieber::N,безгек,fiebre
556,Fieber::N,қалтырау,fiebre
557,Fieber::N,қызу көтерілуі,fiebre
558,Arznei::N,дәрі,medicina
559,Arznei::N,дәрі,medicamento
560,Arznei::N,дәрі-дәрмек,medicina
561,Arznei::N,дәрі-дәрмек,medicamento
562,Brücke::N,көпір,puente
563,Brunnen::N,құдық,pozo
564,Weide::N,өріс,pasto
565,Weide::N,жайылым,pasto
566,Pfad::N,жол,sendero
567,Weg::N,жол,camino
568,Straße::N,жол,vía
569,Straße::N,жол,carretera
570,Dorf::N,ауыл,aldea
571,Dorf::N,ауыл,pueblo
572,Stadt::N,қала,ciudad
573,Stadt::N,шаһар,ciudad
574,Brief::N,хат,carta
575,Brief::N,жазу,carta
576,Buch::N,кітап,libro
577,Buchstabe::N,әріп,letra
578,Buchstabe::N,әріп,carácter
579,Buchstabe::N,қаріп,letra
580,Buchstabe::N,қаріп,carácter
581,Zeitung::N,газет,diario
582,Zeitung::N,газет,periódico
583,Leben::N,өмір,vida
584,Leben::N,тіршілік,vida
585,Tod::N,опат,muerte
586,Grab::N,мола,tumba
587,Grab::N,мола,sepulcro
588,Grab::N,мазар,tumba
589,Grab::N,мазар,sepulcro
590,Kirche::N,шіркеу,iglesia
591,Sünde::N,күнә,pecado
592,Gott::N,алла,dios
593,Gott::N,құдай,dios
594,Gott::N,тәңірі,dios
595,Gott::N,пәруардігер,dios
596,Gott::N,жаратқан тәңірі,dios
597,Arbeiter::N,жүмысшы,obrero
598,Arbeiter::N,жүмысшы,trabajador
599,Chef::N,басшы,jefe
600,Chef::N,жұмыс басқарушысы,jefe
601,Meister::N,шебер,maestro
602,Meister::N,өнерпаз,maestro
603,Arzt::N,дәрігер,médico
604,Lehrer::N,мұғалім,profesor
605,Geld::N,пұл,dinero
606,Geschäft::N,бизнес,negocio
607,Laden::N,дүкен,tienda
608,Preis::N,ақы,precio
609,Preis::N,құны,precio
610,Preis::N,нарық,precio
611,Ware::N,тауар,mercancía
612,Nutzen::N,пайда,provecho
613,Reichtum::N,бақ-дәулет,riqueza
614,Welt::N,әлем,mundo
615,Welt::N,жиһан,mundo
616,Land::N,аймақ,país
617,Staat::N,мемлекет,Estado
618,König::N,патша,rey
619,Macht::N,өкімет,poder
620,Macht::N,өкімет,potencia
621,Macht::N,қожалық,poder
622,Macht::N,қожалық,potencia
623,Grenze::N,шек,frontera
624,Krieg::N,соғыс,guerra
625,Feind::N,жау,enemigo
626,Feind::N,дұшпан,enemigo
627,Gewalt::N,зорлык,violencia
628,Gewalt::N,зорлық-зомбылык,violencia
629,Kampf::N,күрес,lucha
630,Kampf::N,күрес,combate
631,Kampf::N,алыспақ,lucha
632,Kampf::N,алыспақ,combate
633,Bogen[Waffe]::N,саржа,arco
634,Pfeil::N,жебе,flecha
635,Gewehr::N,қару,fusil
636,Gewehr::N,қару,escopeta
637,Fehler::N,әбес,error
638,Fehler::N,қаталық,error
639,Lüge::N,өтірік,mentira
640,Schaden::N,зиян,daño
641,Schaden::N,зарар,daño
642,Unglück::N,пәле,desgracia
643,Unglück::N,қасырет,desgracia
644,Unglück::N,ауыртпалық,desgracia
645,Schuld::N,айыптылық,culpa
646,Alter::N,жас,edad
647,Alter::N,жас шамасы,edad
648,Schluss::N,ада,fin
649,Schluss::N,ада,final
650,Schluss::N,бітуі,fin
651,Schluss::N,бітуі,final
652,Zeit::N,уақыт,tiempo
653,Tag::N,күн,día
654,Morgen::N,таң,mañana
655,Morgen::N,таңертең,mañana
656,Mittag::N,талтүс,mediodía
657,Abend::N,кеш,noche
658,Nacht::N,түн,noche
659,Woche::N,апта,semana
660,Monat::N,ай,mes
661,Jahr::N,жыл,año
662,Frühling::N,көктем,primavera
663,Sommer::N,жаз,verano
664,Herbst::N,күз,otoño
665,Winter::N,қыс,invierno
666,Januar::N,каңтар,enero
667,Februar::N,ақпан,febrero
668,März::N,наурыз,marzo
669,April::N,сәуір,abril
670,Mai::N,мамыр,mayo
671,Juni::N,маусым,junio
672,Juli::N,шілде,julio
673,August::N,сүмбіле,agosto
674,August::N,тамыз,agosto
675,September::N,қыркүйек,septiembre
676,Oktober::N,ақырап,octubre
677,November::N,қараша,noviembre
678,Dezember::N,желтоқсан,diciembre
679,Montag::N,дүйсенбі,lunes
680,Dienstag::N,сейсенбі,martes
681,Mittwoch::N,сәрсенбі,miércoles
682,Donnerstag::N,бейсенбі,jueves
683,Freitag::N,жұма,viernes
684,Samstag::N,сенбі,sábado
685,Sonntag::N,жексембі,domingo
686,groß::A,алпамсадай,grande
687,klein::A,кішкене,pequeño
688,klein::A,қарғадай,pequeño
689,lang::A,сопақ,largo
690,lang::A,сорайған,largo
691,kurz::A,кеспелтек,corto
692,breit::A,айдынды,ancho
693,schmal::A,қысық,estrecho
694,dicht::A,жиі,denso
695,dick[Gegenstand]::A,шомбал,grueso
696,dünn::A,жұқа,fino
697,dünn::A,жұқа,delgado
698,dünn::A,жіңішке,fino
699,dünn::A,жіңішке,delgado
700,fein::A,қаңылтақ,fino
701,fein::A,қаңылтақ,delicado
702,fest::A,берік,firme
703,fest::A,берік,sólido
704,fest::A,мызғымас,firme
705,fest::A,мызғымас,sólido
706,flach::A,жалпак,plano
707,glatt::A,типыл,liso
708,hart::A,қатты,duro
709,weich::A,жұмсақ,muelle
710,rund::A,домалақ,redondo
711,spitz::A,үшкір,agudo
712,spitz::A,үшкір,apuntado
713,scharf::A,сүйрік,agudo
714,scharf::A,сүйрік,afilado
715,stumpf::A,доғал,sin filo
716,stumpf::A,өтпейтін,sin filo
717,schwer::A,салмақты,pesado
718,schön::A,сұлу,bello
719,schön::A,сұлу,hermoso
720,heiß::A,ыссы,caluroso
721,warm::A,жылы,cálido
722,warm::A,жылы,caliente
723,kalt::A,аязды,frío
724,kühl::A,салқын,fresco
725,frisch::A,таза,fresco
726,frisch::A,жаңа,fresco
727,feucht::A,нам,húmedo
728,feucht::A,дымқылды,húmedo
729,nass::A,сулы,mojado
730,trocken::A,құрғақ,seco
731,voll::A,толы,lleno
732,leer::A,бос,vacío
733,offen::A,ашып қойылған,abierto
734,geschlossen::A,жабулы,cerrado
735,sauber::A,дақсыз,limpio
736,sauber::A,мұнтаздай,limpio
737,schmutzig::A,айғыз,sucio
738,schmutzig::A,сатпақ,sucio
739,schmutzig::A,сатал-сатал,sucio
740,roh::A,шикі,crudo
741,reif::A,піскен,maduro
742,lecker::A,дәмді,rico
743,lecker::A,дәмді,sabroso
744,süß::A,тәтті,dulce
745,bitter::A,ащы,amargo
746,sauer::A,қышқыл,agrio
747,hell::A,жарық,claro
748,hell::A,жарқын,claro
749,dunkel::A,қараңғы,oscuro
750,schwarz::A,қара,negro
751,weiß::A,ақ,blanco
752,rot::A,қызыл,rojo
753,gelb::A,сары,amarillo
754,blau::A,көк,azul
755,grün::A,жасыл,verde
756,grau::A,бозамық,gris
757,bunt::A,алабажак,multicolor
758,billig::A,арзан,barato
759,teuer::A,бағалы,caro
760,wertvoll::A,құнды,valioso
761,wertvoll::A,құнды,precioso
762,wertvoll::A,қымбат,valioso
763,wertvoll::A,қымбат,precioso
764,blind::A,көзсіз,ciego
765,blind::A,көр,ciego
766,blind::A,көр_соқыр,ciego
767,taub::A,керең,sordo
768,taub::A,саңырау,sordo
769,kräftig::A,қуатты,fuerte
770,kräftig::A,қарымды,fuerte
771,stark::A,білекті,fuerte
772,stark::A,білекті,vigoroso
773,schwach::A,әлсіз,débil
774,schwach::A,күшсіз,débil
775,schwach::A,қайратсыз,débil
776,fett::A,семіз,obeso
777,schlank::A,ашаң,esbelto
778,hübsch::A,ажарлы,mono
779,hübsch::A,ажарлы,guapo
780,hübsch::A,шырайлы,mono
781,hübsch::A,шырайлы,guapo
782,böse::A,өш,malo
783,böse::A,сұм,malo
784,böse::A,жауыз,malo
785,dumm::A,көкми,tonto
786,dumm::A,көкми,estúpido
787,dumm::A,ақымақ,tonto
788,dumm::A,ақымақ,estúpido
789,dumm::A,миы жоқ,tonto
790,dumm::A,миы жоқ,estúpido
791,faul::A,жалқау,vago
792,faul::A,жалқау,perezoso
793,faul::A,еріншек,vago
794,faul::A,еріншек,perezoso
795,fleißig::A,ұқыпты,aplicado
796,fleißig::A,ұқыпты,diligente
797,geizig::A,сараң,avaro
798,klug::A,жетік,sensato
799,klug::A,жетік,inteligente
800,klug::A,ақылды,sensato
801,klug::A,ақылды,inteligente
802,geschickt::A,шебер,hábil
803,lieb::A,абзал,querido
804,lieb::A,айналайын,querido
805,lustig::A,көңілді,alegre
806,sanft::A,жуас,suave
807,hungrig::A,аш,hambriento
808,krank::A,кеселді,enfermo
809,nackt::A,жалаңаш,desnudo
810,traurig::A,қапа,triste
811,lebendig::A,тірі,vivo
812,lebendig::A,тірі,viviente
