,Concept_ID,fa,ru
826,zwölf::NUM,دوازده,двенадцать
827,zwanzig::NUM,بیست,двадцать
828,dreißig::NUM,سی,тридцать
829,vierzig::NUM,چهل,сорок
830,fünfzig::NUM,پنجاه,пятьдесят
831,sechzig::NUM,شصت,шестьдесят
832,siebzig::NUM,هفتاد,семьдесят
833,achtzig::NUM,هشتاد,восемьдесят
834,neunzig::NUM,نود,девяносто
835,hundert::NUM,صد,сто
836,tausend::NUM,هزار,тысяча
837,und::CNJ,و,и
838,oder::CNJ,یا,или
839,oder::CNJ,یا,либо
840,stehen::V,ایستادن,стоять
841,sitzen::V,نشستن,сидеть
842,liegen::V,خوابیدن,лежать
843,liegen::V,دراز کشیدن,лежать
844,hängen::V,آویزان بودن,висеть
845,werden::V,شدن,стать
846,passieren::V,گذشتن,случиться
847,passieren::V,اتفاق افتادن,случиться
848,beginnen::V,شروع شدن,начаться
849,enden::V,تمام شدن,кончиться
850,wechseln::V,عوض شدن,меняться
851,aufgehen[Sonne]::V,برآمدن,взойти
852,aufgehen[Sonne]::V,طلوع کردن,взойти
853,untergehen[Sonne]::V,غروب کردن,зайти
854,scheinen[Sonne]::V,تابیدن,светить
855,donnern::V,رعد زدن,греметь
856,wehen::V,دمیدن,дуть
857,strömen::V,روان شدن,литься
858,fließen::V,روان شدن,течь
859,sich drehen::V,چرخیدن,вращаться
860,schwanken::V,خم و راست شدن,колебаться
861,schwingen::V,تاب خوردن,качаться
862,schwingen::V,نوسان کردن,качаться
863,fallen::V,افتادن,падать
864,fallen::V,سقوط کردن,падать
865,brennen::V,سوزاندن,гореть
866,rauchen::V,دود کردن,дымить
867,regnen::V,باران آمدن,дождить
868,gefrieren::V,یخ بستن,замерзнуть
869,tauen::V,آب شدن,таять
870,schmelzen::V,آب شدن,плавиться
871,trocknen::V,خشک شدن,сохнуть
872,sieden::V,جوشیدن,кипеть
873,faulen::V,فاسد شدن,гнить
874,verfaulen::V,پوسیدن,сгнить
875,reißen::V,پاره شدن,рваться
876,versinken::V,غرق شدن,тонуть
877,vergehen::V,گذشتن,проходить
878,erscheinen::V,ظاهر شدن,появиться
879,verschwinden::V,گم شدن,исчезнуть
880,verschwinden::V,از بین رفتن,исчезнуть
881,sinken::V,پایین آمدن,спадать
882,abnehmen::V,کم شدن,уменьшиться
883,zunehmen::V,زیاد شدن,увеличиваться
884,steigen::V,بالا رفتن,подниматься
885,wachsen::V,قد کشیدن,расти
886,glänzen::V,برق زدن,блестеть
887,funkeln::V,جرقه زدن,сверкать
888,lärmen::V,شلوغ کردن,шуметь
889,läuten::V,زنگ زدن,звонить
890,klingeln::V,زنگ زدن,звонить
891,klirren::V,جرنگ جرنگ صدا کردن,звякать
892,brausen::V,طوفانی بودن,бушевать
893,rauschen::V,خش‌خش کردن,шелестеть
894,klingen::V,صدا دادن,звучать
895,bellen::V,عوعو کردن,лаять
896,heulen::V,زوزه کشیدن,выть
897,blasen::V,فوت کردن,дунуть
898,pfeifen::V,سوت زدن,свистеть
899,schreien::V,فریاد زدن,кричать
900,stöhnen::V,نالیدن,стонать
901,zittern::V,لرزیدن,дрожать
902,leben::V,زیستن,жить
903,leben::V,زندگی کردن,жить
904,geboren werden::V,متولد شدن,родиться
905,atmen::V,تنفس کردن,дышать
906,trinken::V,نوشیدن,пить
907,essen::V,خوردن,есть
908,essen::V,خوردن,кушать
909,schlucken::V,بلعیدن,глотать
910,schlucken::V,قورت دادن,глотать
911,müde werden::V,خسته شدن,устать
912,einschlafen::V,خواب رفتن,заснуть
913,schlafen::V,خوابیدن,спать
914,aufwachen::V,از خواب بیدار شدن,проснуться
915,aufstehen::V,بیدار شدن,встать
916,sich erholen::V,استراحت کردن,отдыхать
917,krank werden::V,مریض شدن,заболеть
918,krank sein::V,بیمار بودن,болеть
919,schmerzen::V,درد کردن,болеть
920,husten::V,سرفه کردن,кашлять
921,genesen::V,بهبود یافتن,поправиться
922,sterben::V,مردن,умереть
923,umkommen::V,کشته شدن,погибнуть
924,sich bewegen::V,حرکت کردن,двигаться
925,sich rühren::V,تکان خوردن,шевельнуться
926,sich erheben::V,برخواستن,встать
927,sich setzen::V,نشستن,сесть
928,hinfallen::V,زمین خوردن,упасть
929,laufen::V,پیاده رفتن,ходить
930,schreiten::V,قدم زدن,шагать
931,spazierengehen::V,گردش رفتن,гулять
932,eilen::V,شتاب کردن,спешить
933,sich beeilen::V,عجله کردن,торопиться
934,sausen::V,صفیر کشیدن,мчаться
935,rennen::V,دویدن,бегать
936,springen::V,پریدن,прыгать
937,klettern::V,بالا رفتن,лазать
938,schaukeln::V,تاب خوردن,раскачиваться
939,kriechen::V,خزیدن,ползать
940,schwimmen::V,شنا کردن,плавать
941,tauchen::V,غواصی کردن,нырять
942,rudern::V,پارو زدن,грести
943,fahren::V,سواره رفتن,ехать
944,fliegen::V,پریدن,летать
945,gehen::V,رفتن,идти
946,weggehen::V,رفتن,уйти
947,abfahren::V,حرکت کردن,отправиться
948,anhalten::V,ایست کردن,остановиться
949,hineingehen::V,داخل شدن,входить
950,eintreten::V,وارد شدن,войти
951,kommen::V,آمدن,прийти
952,ankommen::V,رسیدن,прибыть
953,zurückkommen::V,برگشتن,возвратиться
954,bleiben::V,ماندن,остаться
955,warten::V,منتظر بودن,ждать
956,erwarten::V,انتظار داشتن,ожидать
957,suchen::V,جستجو کردن,искать
958,finden::V,یافتن,найти
959,finden::V,پیدا کردن,найти
960,versuchen::V,سعی کردن,пытаться
961,versuchen::V,کوشش کردن,пытаться
962,vorbereiten::V,آماده کردن,подготовить
963,lieben::V,عاشق بودن,любить
964,mögen::V,میل داشتن,любить
965,mögen::V,دوست داشتن,любить
966,lachen::V,خندیدن,смеяться
967,rühren::V,به رقت آوردن,растрогать
968,weinen::V,گریه کردن,плакать
969,schimpfen::V,فحاشی کردن,ругаться
970,sich ärgern::V,ناراحت شدن,сердиться
971,sich fürchten::V,واهمه کردن,бояться
972,fürchten::V,ترسیدن,бояться
973,fliehen::V,گریختن,убегать
974,flüchten::V,فرار کردن,убежать
975,sehen::V,دیدن,видеть
976,anschauen::V,نگاه کردن,посмотреть
977,ansehen::V,تماشا کردن,смотреть
978,hören::V,شنیدن,слышать
979,zuhören::V,گوش دادن,слушать
980,probieren::V,چشیدن,пробовать
981,riechen::V,بوییدن,нюхать
982,riechen::V,بو کردن,нюхать
983,fühlen::V,احساس کردن,чувствовать
984,scheinen::V,بنظر آمدن,казаться
985,zu sehen sein::V,دیده شدن,виднеться
986,vernehmen::V,شنیدن,услышать
987,frieren::V,سرد بودن,мерзнуть
988,tun::V,کردن,делать
989,können::V,توانستن,мочь
990,können::V,توانستن,уметь
991,wollen::V,خواستن,хотеть
992,anfangen::V,شروع کردن,начать
993,beenden::V,تمام کردن,закончить
994,beenden::V,پایان دادن,закончить
995,aufhören::V,دست کشیدن,перестать
996,gelingen::V,موفق شدن,удаться
997,geraten::V,نتیجه دادن,оказаться
998,öffnen::V,گشودن,открыть
999,öffnen::V,باز کردن,открыть
1000,schließen::V,بستن,закрыть
1001,schließen::V,قفل کردن,закрыть
1002,stellen::V,گذاردن,поставить
1003,setzen::V,نشاندن,посадить
1004,legen::V,گذاشتن,класть
1005,berühren::V,دست زدن,трогать
1006,berühren::V,لمس کردن,трогать
1007,verbinden::V,وصل کردن,связать
1008,bedecken::V,پوشاندن,покрыть
1009,aufhängen::V,آویختن,повесить
1010,anzünden::V,سوزاندن,зажечь
1011,aufheben::V,برداشتن,поднять
1012,aufheben::V,بلند کردن,поднять
1013,zurücklassen::V,گذاشتن,оставить
1014,verlieren::V,گم کردن,потерять
1015,fallen lassen::V,انداختن,уронить
1016,machen::V,کردن,сделать
1017,machen::V,ساختن,сделать
1018,herstellen::V,ساختن,изготовить
1019,herstellen::V,تولید کردن,изготовить
1020,bauen::V,ساختن,строить
1021,bauen::V,بنا کردن,строить
1022,reparieren::V,درست کردن,чинить
1023,reparieren::V,تعمیر کردن,чинить
1024,verbessern::V,بهتر کردن,улучшить
1025,ändern::V,تغییر دادن,изменить
1026,graben::V,کندن,копать
1027,graben::V,گود کردن,копать
1028,beugen::V,کج کردن,согнуть
1029,biegen::V,خم کردن,погнуть
1030,drehen::V,چرخاندن,вертеть
1031,wenden::V,برگرداندن,повернуть
1032,umdrehen::V,برگرداندن,перевернуть
1033,heben::V,برداشتن,поднимать
1034,hochheben::V,برآوردن,поднять
1035,hochheben::V,بلند کردن,поднять
1036,ergreifen::V,گرفتن,схватить
1037,halten::V,نگاه داشتن,держать
1038,drücken::V,فشار دادن,нажимать
1039,drücken::V,فشار آوردن,нажимать
1040,schieben::V,هل دادن,толкать
1041,kratzen::V,خاریدن,скрести
1042,lecken::V,لیسیدن,лизать
1043,beißen::V,گاز زدن,кусать
1044,abreißen::V,پاره کردن,оторвать
1045,abschneiden::V,بریدن,отрезать
1046,abschneiden::V,قطع کردن,отрезать
1047,binden::V,بستن,вязать
1048,stecken::V,فرو کردن,воткнуть
1049,brechen::V,شکستن,сломать
1050,klopfen::V,کوبیدن,стучать
1051,hauen::V,زدن,бить
1052,kleben::V,چسباندن,клеить
1053,reiben::V,مالش دادن,тереть
1054,streichen::V,مالیدن,намазать
1055,schleifen::V,تیز کردن,точить
1056,schneiden::V,چیدن,резать
1057,schneiden::V,بریدن,резать
1058,rütteln::V,لرزاندن,шатать
1059,rütteln::V,تکان دادن,шатать
1060,schütteln::V,تکان دادن,трясти
1061,schwenken::V,تاب دادن,махать
1062,schütten::V,ریختن,налить
1063,füllen::V,پر کردن,наполнить
1064,einwickeln::V,پیچیدن,завернуть
1065,tragen::V,بردن,нести
1066,tragen::V,حمل کردن,нести
1067,schleppen::V,کشیدن,тащить
1068,ziehen::V,کشیدن,тянуть
1069,aufbewahren::V,نگهداری کردن,хранить
1070,werfen::V,انداختن,бросать
1071,werfen::V,پرتاب کردن,бросать
1072,fangen::V,گرفتن,ловить
1073,packen::V,گرفتن,схватить
1074,verstecken::V,قایم کردن,спрятать
1075,verstecken::V,پنهان کردن,спрятать
1076,teilen::V,قسمت کردن,разделить
1077,teilen::V,تقسیم کردن,разделить
1078,schicken::V,فرستادن,посылать
1079,schicken::V,ارسال کردن,посылать
1080,bringen::V,آوردن,принести
1081,hinzufügen::V,افزودن,добавить
1082,hinzufügen::V,اضافه کردن,добавить
1083,bekommen::V,گرفتن,достать
1084,erhalten::V,دریافت کردن,получить
1085,nehmen::V,گرفتن,взять
1086,nehmen::V,برداشتن,взять
1087,wählen::V,انتخاب کردن,выбрать
1088,auswählen::V,برگزیدن,отобрать
1089,bewahren::V,حفظ کردن,сохранить
1090,bewahren::V,حفاظت کردن,сохранить
1091,behindern::V,مانع بودن,препятствовать
1092,verderben::V,از بین بردن,испортить
1093,beschädigen::V,صدمه زدن,повредить
1094,zerbrechen::V,شکستن,разбить
1095,zerreißen::V,دریدن,разорвать
1096,zerreißen::V,پاره کردن,разорвать
1097,zerstören::V,خراب کردن,разрушить
1098,zerstören::V,ویران کردن,разрушить
1099,verbrennen::V,سوزاندن,сжечь
1100,geben::V,دادن,дать
1101,reichen::V,دادن,передать
1102,schenken::V,هدیه دادن,дарить
1103,versprechen::V,قول دادن,обещать
1104,versprechen::V,وعده دادن,обещать
1105,wünschen::V,آرزو کردن,желать
1106,loben::V,ستایش کردن,хвалить
1107,küssen::V,بوسیدن,целовать
1108,wiegen::V,نوسان کردن,качать
1109,zudecken::V,پوشاندن,накрыть
1110,wecken::V,بیدار کردن,разбудить
1111,zeigen::V,نشان دادن,показать
1112,führen::V,رهنمائی کردن,вести
1113,lehren::V,آموختن,учить
1114,lehren::V,یاد دادن,учить
1115,unterrichten::V,درس دادن,преподавать
1116,unterrichten::V,تدریس کردن,преподавать
1117,aufziehen::V,تربیت کردن,воспитать
1118,leiten::V,اداره کردن,руководить
1119,antreiben::V,عجله دادن,подгонять
1120,lassen::V,وادار کردن,заставить
1121,einladen::V,دعوت کردن,пригласить
1122,einladen::V,مهمان کردن,пригласить
1123,vereinigen::V,یکی کردن,объединить
1124,vereinigen::V,متحد کردن,объединить
1125,besuchen::V,دیدار کردن,посетить
1126,treffen::V,ملاقات کردن,встретить
1127,sich versammeln::V,جمع شدن,собраться
1128,spielen::V,بازی کردن,играть
1129,singen::V,آواز خواندن,петь
1130,tanzen::V,رقصیدن,плясать
1131,tanzen::V,رقصیدن,танцевать
1132,sich trennen::V,جدا شدن,расстаться
1133,verlassen::V,ترک کردن,покинуть
1134,retten::V,نجات دادن,спасти
1135,bewachen::V,حراست کردن,охранять
1136,schützen::V,حفظ کردن,уберегать
1137,verteidigen::V,دفاع کردن,защитить
1138,sich schlagen::V,کتک‌کاری کردن,драться
1139,schießen::V,تیر زدن,стрелять
1140,siegen::V,پیروز شدن,победить
1141,ärgern::V,ناراحت کردن,сердить
1142,schlagen::V,زدن,ударить
1143,schlagen::V,کوبیدن,ударить
1144,treten::V,لگد زدن,пинать
1145,stechen::V,چاقو زدن,уколоть
1146,stoßen::V,هل دادن,толкнуть
1147,stehlen::V,دزدیدن,украсть
1148,stören::V,مزاحم شدن,помешать
1149,belästigen::V,زحمت دادن,надоедать
1150,verbergen::V,پنهان کردن,скрыть
1151,täuschen::V,گول زدن,обмануть
1152,täuschen::V,فریب دادن,обмануть
1153,betrügen::V,گول زدن,смошенничать
1154,betrügen::V,فریب دادن,смошенничать
1155,töten::V,کشتن,убить
1156,wohnen::V,منزل داشتن,проживать
1157,wohnen::V,سکونت داشتن,проживать
1158,arbeiten::V,کار کردن,работать
1159,sammeln::V,جمع کردن,собрать
1160,pflücken::V,چیدن,рвать
1161,pflücken::V,چیدن,срывать
1162,jagen::V,شکار کردن,охотиться
1163,fischen::V,صید کردن,рыбачить
1164,fischen::V,ماهی‌گیری کردن,рыбачить
1165,fassen::V,گرفتن,поймать
1166,hüten::V,چراندن,пасти
1167,hüten::V,مراقبت کردن,пасти
1168,treiben::V,راندن,гнать
1169,anbinden::V,متصل کردن,привязать
1170,füttern::V,غذا دادن,кормить
1171,melken::V,دوشیدن,доить
1172,hacken::V,خرد کردن,рубить
1173,gießen::V,ریختن,полить
1174,reifen::V,رسیدن,созреть
1175,zubereiten::V,طبخ کردن,приготовить
1176,zubereiten::V,آماده کردن,приготовить
1177,kochen::V,پختن,варить
1178,kochen::V,آشپزی کردن,варить
1179,backen::V,پختن,печь
1180,braten::V,سرخ کردن,жарить
1181,umrühren::V,هم زدن,перемешать
1182,stricken::V,بافتن,вязать
1183,nähen::V,دوختن,шить
1184,färben::V,رنگ زدن,покрасить
1185,reinigen::V,پاک کردن,очистить
1186,reinigen::V,تمیز کردن,очистить
1187,waschen::V,شستن,стирать
1188,abwischen::V,زدودن,вытереть
1189,spülen::V,شستن,полоскать
1190,fegen::V,جارو کردن,подметать
1191,kehren::V,جارو کردن,мести
1192,baden::V,شنا کردن,купаться
1193,baden::V,حمام کردن,купаться
1194,sich waschen::V,شستشو کردن,мыться
1195,ausziehen::V,درآوردن,снять
1196,anziehen::V,پوشیدن,надеть
1197,sich anziehen::V,لباس پوشیدن,одеться
1198,kämmen::V,شانه زدن,причесать
1199,schmücken::V,زینت دادن,украсить
1200,sagen::V,گفتن,сказать
1201,sprechen::V,حرف زدن,говорить
1202,sprechen::V,صحبت کردن,говорить
1203,reden::V,حرف زدن,разговаривать
1204,reden::V,صحبت کردن,разговаривать
1205,sich unterhalten::V,گپ زدن,беседовать
1206,fragen::V,پرسیدن,спросить
1207,fragen::V,سؤال کردن,спросить
1208,bitten::V,خواهش کردن,просить
1209,bitten::V,درخواست کردن,просить
1210,erzählen::V,نقل کردن,рассказать
1211,erzählen::V,حکایت کردن,рассказать
1212,mitteilen::V,خبر دادن,сообщить
1213,nennen::V,نامیدن,назвать
1214,rufen::V,صدا کردن,звать
1215,prahlen::V,پز آمدن,хвастаться
1216,übersetzen::V,ترجمه کردن,перевести
1217,denken::V,فکر کردن,думать
1218,glauben::V,باور کردن,верить
1219,glauben::V,عقیده داشتن,верить
1220,bemerken::V,متوجه شدن,заметить
1221,erkennen::V,شناختن,узнать
1222,erkennen::V,تشخیص دادن,узнать
1223,begreifen::V,فهمیدن,понять
1224,begreifen::V,فهمیدن,постичь
1225,begreifen::V,درک کردن,понять
1226,begreifen::V,درک کردن,постичь
1227,verstehen::V,فهمیدن,услышать
1228,lernen::V,آموختن,учиться
1229,lernen::V,یاد گرفتن,учиться
1230,wissen::V,دانستن,знать
1231,sich erinnern an::V,به یاد آوردن,вспомнить
1232,vergessen::V,فراموش کردن,забыть
1233,messen::V,اندازه گرفتن,мерить
1234,zählen::V,شمردن,считать
1235,rechnen::V,حساب کردن,считать
1236,lesen::V,خواندن,читать
1237,malen::V,نقاشی کردن,рисовать
1238,zeichnen::V,کشیدن,рисовать
1239,zeichnen::V,رسم کردن,рисовать
1240,schreiben::V,نوشتن,писать
1241,besitzen::V,داشتن,иметь
1242,kaufen::V,خریدن,купить
1243,kaufen::V,خرید کردن,купить
1244,verkaufen::V,فروختن,продать
1245,bezahlen::V,پرداختن,заплатить
1246,zahlen::V,پرداخت کردن,платить
1247,beherrschen::V,مسلط بودن,владеть
1248,ertragen::V,تحمل کردن,вытерпеть
