,Concept_ID,ps,ga
787,stark::A,قوی,tréan
788,stark::A,قوی,láidir
789,stark::A,تکړه,tréan
790,stark::A,تکړه,láidir
791,schwach::A,ضعیف,lag
792,schwach::A,ضعیف,fann
793,schwach::A,کمزوری,lag
794,schwach::A,کمزوری,fann
795,fett::A,چاغ,ramhar
796,schlank::A,خوش اندام,caol
797,schlank::A,خوش اندام,seang
798,hübsch::A,ښکلی,álainn
799,hübsch::A,ښکلی,dathúil
800,hübsch::A,ښایسته,álainn
801,hübsch::A,ښایسته,dathúil
802,böse::A,شریر,olc
803,böse::A,قهرناک,olc
804,dumm::A,احمق,dúr
805,dumm::A,احمق,amaideach
806,faul::A,لټ,falsa
807,faul::A,لټ,leisciúil
808,faul::A,تنبل,falsa
809,faul::A,تنبل,leisciúil
810,fleißig::A,زحمت کښ,dícheallach
811,geizig::A,بخیل,barainneach
812,geizig::A,بخیل,sprionlaithe
813,klug::A,عاقل,cliste
814,klug::A,هوښیار,cliste
815,geschickt::A,ماهر,oilte
816,geschickt::A,ماهر,ealaíonta
817,lieb::A,عزیز,dil
818,lieb::A,عزیز,dílis
819,lieb::A,محبوب,dil
820,lieb::A,محبوب,dílis
821,lustig::A,خوشحال,aerach
822,lustig::A,خوشحال,meidhreach
823,sanft::A,پوست,bog
824,sanft::A,پوست,séimh
825,sanft::A,ملایم,bog
826,sanft::A,ملایم,séimh
827,hungrig::A,وږی,ocrach
828,krank::A,مريض,tinn
829,krank::A,مريض,breoite
830,krank::A,ناروغ,tinn
831,krank::A,ناروغ,breoite
832,nackt::A,لوڅ,nocht
833,traurig::A,غمجن,brónach
834,lebendig::A,ژوندی,beo
835,gut::A,ښه,maith
836,schlecht::A,بد,dona
837,schlecht::A,بد,droch-
838,schlecht::A,خراب,dona
839,schlecht::A,خراب,droch-
840,richtig::A,سم,ceart
841,richtig::A,صحیح,ceart
842,schlimm::A,بد,gránna
843,schlimm::A,بد,tubaisteach
844,schlimm::A,مخوف,gránna
845,schlimm::A,مخوف,tubaisteach
846,wahr::A,واقعي,fíor
847,alt::A,زوړ,sean
848,neu::A,نوی,úr
849,neu::A,نوی,nua
850,ehemalig::A,پخوانی,iar-
851,ehemalig::A,پخوانی,sean-
852,alt[Lebewesen]::A,زوړ,sean
853,alt[Lebewesen]::A,زوړ,aosta
854,jung::A,ځوان,óg
855,arm::A,غریب,bocht
856,arm::A,بې وزله,bocht
857,reich::A,شتمن,saibhir
858,reich::A,شتمن,rachmasach
859,reich::A,دولتمند,saibhir
860,reich::A,دولتمند,rachmasach
861,bekannt::A,اشنا,atá eolas air
862,berühmt::A,مشهور,cailiúil
863,berühmt::A,مشهور,clúiteach
864,fremd::A,پردی,coimhthíoch
865,fremd::A,بېګانه,coimhthíoch
866,verschieden::A,مختلف,éagsúil
867,verschieden::A,مختلف,difriúil
868,nah::A,نژدې,gar
869,nah::A,نژدې,deas
870,fern::A,لیری,i bhfad uainn
871,fern::A,لیری,i bhfad i gcéin
872,linker::A,چپ,clé
873,linker::A,کیڼ,clé
874,rechter::A,ښی,deas
875,anderer::A,بل,eile
876,erster::A,لومړی,céad
877,zweiter::A,دوهم,dóú
878,zweiter::A,دوهم,dara
879,dritter::A,درېم,tríú
880,dritter::A,درېم,treas
881,letzter::A,آخرنی,déanach
882,letzter::A,آخرنی,deireanach
883,letzter::A,وروستی,déanach
884,letzter::A,وروستی,deireanach
885,allein::ADV,یوازې,i d'aonar
886,auf einmal::ADV,په یوه وخت کی,ag an am céanna
887,zusammen::ADV,یو ځای,le chéile
888,zusammen::ADV,یو ځای,in eineacht
889,lange::ADV,ډېر وخت,fada
890,lange::ADV,ډېره موده,fada
891,plötzlich::ADV,ناببره,go tobann
892,plötzlich::ADV,ناببره,i dtobainne
893,plötzlich::ADV,یوناڅاپه,go tobann
894,plötzlich::ADV,یوناڅاپه,i dtobainne
895,sofort::ADV,فوراً,ar an toirt
896,sofort::ADV,فوراً,ar an bpointe
897,sofort::ADV,سمدلاسه,ar an toirt
898,sofort::ADV,سمدلاسه,ar an bpointe
899,später::ADV,وروسته,níos déanaí
900,jetzt::ADV,اوس,anois
901,heute::ADV,نن,inniu
902,morgen::ADV,سبا,amárach
903,bald::ADV,ژر,go luath
904,bald::ADV,ژر,gan mhoill
905,dann::ADV,پس,ansin
906,dann::ADV,وروسته,ansin
907,gestern::ADV,پرون,inné
908,einst::ADV,پخوا,tráth
909,einst::ADV,پخوا,uair amháin
910,damals::ADV,هغه وخت,ag an am
911,damals::ADV,هغه وخت,an t-am sin
912,danach::ADV,بیا,ina dhiaidh sin
913,vorher::ADV,دمخه,cheana
914,vorher::ADV,دمخه,roimhe sin
915,zuerst::ADV,لومړی,ar dtús
916,einmal::ADV,یو ځل,uair amháin
917,manchmal::ADV,ګاهی ګاهی,uaireanta
918,oft::ADV,ډېر ځله,minic
919,immer::ADV,تل,i gcónaí
920,immer::ADV,همېشه,i gcónaí
921,niemals::ADV,هیڅکله نه,riamh
922,hier::ADV,دلته,anseo
923,hierhin::ADV,دلته,anseo
924,hierhin::ADV,دې ځای ته,anseo
925,von hier::ADV,د دې ځای نه,an áit seo
926,dort::ADV,هلته,ann
927,dort::ADV,هلته,ansin
928,dorthin::ADV,هلته,ann
929,dorthin::ADV,هلته,ansin
930,dorthin::ADV,هغه ځای ته,ann
931,dorthin::ADV,هغه ځای ته,ansin
932,geradeaus::ADV,مخامخ,ar aghaidh
933,vorwärts::ADV,مخ پهٔ وړاندې,
934,rückwärts::ADV,بېرته,siar
935,zurück::ADV,بېرته,ar ais
936,unten::ADV,لاندي,thíos
937,hinab::ADV,ښکته,síos
938,oben::ADV,پورته,thuas
939,hinauf::ADV,پاس,suas
940,überall::ADV,هره خوا,i ngach áit
941,überall::ADV,هره خوا,ar fud na háite
942,nicht::ADV,نه,ní
943,nicht::ADV,نه,cha
944,ein wenig::ADV,یو څه,beagán
945,kaum::ADV,ایله,ar éigean
946,sehr::ADV,ډېر,an-
947,sehr::ADV,زيات,an-
948,so::ADV,داسې,chomh
949,so::ADV,داسې,mar sin
950,so::ADV,دومره,chomh
951,so::ADV,دومره,mar sin
952,noch::ADV,نور,fós
953,noch::ADV,نور,go fóill
954,nur::ADV,تش,amháin
955,nur::ADV,تش,níl ach
956,nur::ADV,صرف,amháin
957,nur::ADV,صرف,níl ach
958,schon::ADV,دمخه,cheana
959,schon::ADV,دمخه,cheana féin
960,wieder::ADV,بیا,arís
961,wieder::ADV,بیا,athuair
962,vergebens::ADV,عبث,amú
963,vergebens::ADV,عبث,in aisce
964,vor::PRP,دمخه,ar thosach
965,hinter::PRP,شاته,laistiar de
966,hinter::PRP,شاته,taobh thiar de
967,unter::PRP,لاندي,faoi
968,durch::PRP,د مینځ نه,trí
969,neben::PRP,نژدې,taobh le
970,neben::PRP,نژدې,in aice le
971,zwischen::PRP,ترمینځ,idir
972,wegen::PRP,د ... له لاسه,de bharr
973,wegen::PRP,د ... له لاسه,mar gheall ar
974,dies::PRN,دا,seo
975,das::PRN,دا,sin
976,alles::PRN,هرڅهٔ,gach rud
977,ich::PRN,زه,mé
978,ich::PRN,زه,mise
979,du::PRN,ته,tú
980,du::PRN,ته,tusa
981,er::PRN,دی,sé
982,er::PRN,دی,seisean
983,wir::PRN,مونږ,sinn
984,ihr::PRN,تاسې,sibh
985,ihr::PRN,تاسې,sibhse
986,sie::PRN,هغوی,siad
987,sie::PRN,هغوی,siadsan
988,was::FPRN,څهٔ,cad
989,was::FPRN,څهٔ,céard
990,wer::FPRN,چا,cé
991,wer::FPRN,څوک,cé
992,wo::FADV,چيری,cá
993,wo::FADV,چيری,cén áit
994,wo::FADV,چېرته,cá
995,wo::FADV,چېرته,cén áit
996,wohin::FADV,چېرته,cá
997,wohin::FADV,چېرته,cén áit
998,wie::FADV,څنګه,conas
999,wie::FADV,څنګه,cén chaoi
1000,warum::FADV,ولې,cén fáth
1001,warum::FADV,ولې,cad chuige
1002,wieviel::FNUM,څو,cá mhéad
1003,wieviel::FNUM,څومره,cá mhéad
1004,eins::NUM,یو,aon
1005,zwei::NUM,دوه,dhá
1006,drei::NUM,درې,trí
1007,vier::NUM,څلور,ceathair
1008,fünf::NUM,پنځه,cúig
1009,sechs::NUM,شپږ,sé
1010,sieben::NUM,اوه,seacht
1011,acht::NUM,اته,ocht
1012,neun::NUM,نهه,naoi
1013,zehn::NUM,لس,deich
1014,elf::NUM,یوولس,aon déag
1015,zwölf::NUM,دولس,dó dhéag
1016,zwanzig::NUM,شل,fiche
1017,dreißig::NUM,دېرش,tríocha
1018,vierzig::NUM,څلوېښت,daichead
1019,vierzig::NUM,څلوېښت,ceathracha
1020,fünfzig::NUM,پنځوس,caoga
1021,sechzig::NUM,شپېته,seasca
1022,siebzig::NUM,اویا,seachtó
1023,achtzig::NUM,اتیا,ochtó
1024,neunzig::NUM,نوي,nócha
1025,hundert::NUM,سل,céad
1026,tausend::NUM,زر,míle
1027,und::CNJ,او,agus
1028,oder::CNJ,ېا,nó
1029,stehen::V,درېدل,seas
1030,sitzen::V,کښېنستل,suigh
1031,liegen::V,ملاستل,luigh
1032,hängen::V,ځړېدل,tá crochta
1033,werden::V,کېدل,éirigh
1034,passieren::V,پېښېدل,tarlaigh
1035,beginnen::V,شروع کېدل,tosaigh
1036,enden::V,خلاصدل,críochnaigh
1037,enden::V,تمامېدل,críochnaigh
1038,wechseln::V,تغییر موندل,athraigh
1039,aufgehen[Sonne]::V,ختل,éirigh
1040,untergehen[Sonne]::V,لوېدل,fuin
1041,untergehen[Sonne]::V,لوېدل,téigh faoi
1042,untergehen[Sonne]::V,پرېوتل,fuin
1043,untergehen[Sonne]::V,پرېوتل,téigh faoi
1044,scheinen[Sonne]::V,رڼا کول,taitin
1045,scheinen[Sonne]::V,رڼا کول,soilsigh
1046,donnern::V,تنېدل,tá toirneach ann
1047,donnern::V,غړمبېدل,tá toirneach ann
1048,wehen::V,چلېدل,séid
1049,strömen::V,بهېدل,sil
1050,fließen::V,بهېدل,rith
1051,fließen::V,بهېدل,snigh
1052,fließen::V,تویېدل,rith
1053,fließen::V,تویېدل,snigh
1054,sich drehen::V,ګرځېدل,cas
1055,sich drehen::V,ګرځېدل,imrothlaigh
1056,sich drehen::V,چورلېدل,cas
1057,sich drehen::V,چورلېدل,imrothlaigh
1058,schwanken::V,زنګېدل,luasc
1059,schwingen::V,زنګېدل,luasc
1060,fallen::V,ولېدل,tit
1061,brennen::V,سوځېدل,dóigh
1062,rauchen::V,لوګی کول,plúch toite
1063,regnen::V,باران اورېدل,báistigh
1064,regnen::V,باران اورېدل,tá ag cur báistí
1065,gefrieren::V,کنګل نيول,sioc
1066,gefrieren::V,کنګل نيول,reoigh
1067,tauen::V,وېلې کېدل,leáigh
1068,tauen::V,وېلې کېدل,coscair
1069,schmelzen::V,وېلې کېدل,leáigh
1070,trocknen::V,وچېدل,triomaigh
1071,sieden::V,اېشېدل,fiuch
1072,sieden::V,اېشېدل,beirigh
1073,faulen::V,خرابېدل,lobh
1074,faulen::V,خرابېدل,dreoigh
1075,verfaulen::V,ورستېدل,lobh
1076,verfaulen::V,ورستېدل,feoigh
1077,reißen::V,شلېدل,bris
1078,versinken::V,ډوېېدل,téigh síos
1079,vergehen::V,تېرېدل,téigh thart
1080,erscheinen::V,ښکارېدل,tar
1081,verschwinden::V,ورکېدل,imigh
1082,sinken::V,ښکته کېدل,tit
1083,sinken::V,ښکته کېدل,ísligh
1084,abnehmen::V,کمېدل,maolaigh
1085,abnehmen::V,کمېدل,laghdaigh
1086,zunehmen::V,زیاتېدل,méadaigh
1087,steigen::V,جګېدل,éirigh
1088,steigen::V,پورته کېدل,éirigh
1089,wachsen::V,وده کول,fás
1090,glänzen::V,ځلېدل,lonraigh
1091,funkeln::V,پړکېدل,drithligh
1092,lärmen::V,غال و غول کول,tóg callán
1093,läuten::V,زنګ وهل,buail
1094,klingeln::V,زنګ وهل,buail
1095,klirren::V,کړنګېدل,cling
1096,brausen::V,تلاطم کول,búir
1097,rauschen::V,شڼهار کول,tá ag siosarnach
1098,klingen::V,آواز کول,tá glór ag
1099,bellen::V,غپېدل,amhastraigh
1100,heulen::V,انګلل,glam
1101,blasen::V,پو کول,séid
1102,pfeifen::V,شپېلک وهل,lig fead
1103,schreien::V,ناره کول,béic
1104,schreien::V,ناره کول,glaoigh
1105,stöhnen::V,زګېروی کول,lig cnead
1106,zittern::V,لړزېدل,crith
1107,zittern::V,لړزېدل,creathnaigh
1108,leben::V,ژوند کول,mair
1109,geboren werden::V,زېږېدل,rugadh
1110,atmen::V,ساه کښل,análaigh
1111,atmen::V,تنفس کول,análaigh
1112,trinken::V,څښل,ól
1113,essen::V,خوړل,ith
1114,schlucken::V,غړپول,slog
1115,müde werden::V,ستړی کېدل,tuirsigh
1116,einschlafen::V,ویده کېدل,tit ina chodladh
1117,schlafen::V,خوب کول,codail
1118,aufwachen::V,ویښېدل,múscail
1119,aufstehen::V,پاڅېدل,éirigh
1120,sich erholen::V,استراحت کول,lig scíth
1121,krank werden::V,رنځورېدل,éirigh tinn
1122,krank sein::V,ناجوړېدل,tá tinn
1123,schmerzen::V,خوږېدل,tá pian i
1124,schmerzen::V,درد کول,tá pian i
1125,husten::V,ټوخېدل,déan casacht
1126,genesen::V,رغېدل,téarnaigh
1127,sterben::V,مړل,éag
1128,sterben::V,مړل,faigh bás
1129,umkommen::V,تلفېدل,caill
1130,sich bewegen::V,چلېدل,bog
1131,sich bewegen::V,چلېدل,gluais
1132,sich bewegen::V,حرکت کول,bog
1133,sich bewegen::V,حرکت کول,gluais
1134,sich rühren::V,ښورېدل,corraigh
1135,sich erheben::V,درېدل,seas suas
1136,sich setzen::V,کښېنستل,suigh
1137,hinfallen::V,لوېدل,tit
1138,laufen::V,منډې وهل,siúil
1139,schreiten::V,قدم ایښودل,siúil
1140,spazierengehen::V,چکر وهل,téigh ag spaisteoireacht
1141,eilen::V,بېړه کول,deifrigh
1142,eilen::V,بېړه کول,brostaigh
1143,sich beeilen::V,عجله کول,deifrigh
1144,sich beeilen::V,عجله کول,déan deifir
1145,sausen::V,ځغستل,luathaigh
1146,rennen::V,زغلېدل,rith
1147,springen::V,ټوپ وهل,léim
1148,klettern::V,ختل,dreap
1149,schaukeln::V,زنګېدل,téigh ar an maide corrach
1150,kriechen::V,خاپوړی وهل,snámh
1151,schwimmen::V,لامبو وهل,snámh
1152,tauchen::V,غوټه وهل,tum
1153,rudern::V,پارو وهل,iomair
1154,rudern::V,پارو وهل,rámhaigh
1155,fahren::V,تلل,tiomáin
1156,fliegen::V,الوتل,eitil
1157,gehen::V,تلل,téigh
1158,weggehen::V,بهر وتل,imigh
1159,abfahren::V,تلل,imigh
1160,anhalten::V,ودرېدل,stad
1161,hineingehen::V,داخلېدل,téigh isteach
1162,eintreten::V,ننوتل,téigh isteach
1163,kommen::V,راتلل,tar
1164,ankommen::V,رسېدل,tar
1165,zurückkommen::V,بېرته راتلل,fill
1166,bleiben::V,پاتې کېدل,fan
1167,warten::V,انتظار وېستل,fan
1168,erwarten::V,انتظار کول,tá ag súil le
1169,erwarten::V,انتظار کول,tá ag dréim le
1170,suchen::V,لټول,lorg
1171,finden::V,میندل,faigh
1172,finden::V,میندل,aimsigh
1173,finden::V,پیدا کول,faigh
1174,finden::V,پیدا کول,aimsigh
1175,versuchen::V,هڅه کول,triail
1176,vorbereiten::V,چمتوکول,réitigh
1177,lieben::V,مینه لرل,gráigh
1178,mögen::V,خوښول,taitin le
1179,mögen::V,خوښول,is maith le
1180,mögen::V,علاقه لرل,taitin le
1181,mögen::V,علاقه لرل,is maith le
1182,lachen::V,خندېدل,gáir
1183,rühren::V,اغېزه کول,téigh i bhfeidhm ar
1184,weinen::V,ژړل,goil
1185,weinen::V,ژړل,caoin
1186,schimpfen::V,ښکنځا کول,tá ag clamhsán
1187,sich ärgern::V,قهر راتلل,tá corraithe
1188,sich fürchten::V,ډارېدل,tá eagla ar
1189,fürchten::V,ډارېدل,tá eagla ar
1190,fliehen::V,تښتېدل,teith
1191,flüchten::V,تښتېدل,éalaigh
1192,sehen::V,لیدل,feic
1193,anschauen::V,کتل,dearc
1194,anschauen::V,کتل,féach ar
1195,ansehen::V,ننداره کول,breathnaigh
1196,hören::V,اورېدل,cluin
1197,zuhören::V,غوږ نیول,éist
1198,probieren::V,څکه کول,bliais
1199,probieren::V,چاشنی کول,bliais
1200,riechen::V,بويول,bolaigh
1201,fühlen::V,حسول,braith
1202,fühlen::V,حسول,mothaigh
1203,scheinen::V,ښکارېدل,tá an chuma ar
1204,zu sehen sein::V,ښکارېدل,tá le feiceáil
1205,vernehmen::V,خبرېدل,clois
1206,frieren::V,ساړه کېتل,tá fuar
1207,tun::V,کول,déan
1208,können::V,کولای شول,féad
1209,können::V,کولای شول,is féidir le
1210,können::V,د لاسه کېدل,féad
1211,können::V,د لاسه کېدل,is féidir le
1212,wollen::V,غوښتل,tá ag iarraidh
1213,anfangen::V,شروع کول,tosaigh
1214,anfangen::V,شروع کول,cuir tús le
1215,beenden::V,ختمول,críochnaigh
1216,beenden::V,ختمول,cuir deireadh le
1217,beenden::V,پای ته رسول,críochnaigh
1218,beenden::V,پای ته رسول,cuir deireadh le
1219,aufhören::V,بس کول,stad
1220,gelingen::V,موفق کېدل,éirigh le
1221,gelingen::V,بریالی کېدل,éirigh le
1222,geraten::V,کېدل,tá deireadh ar
1223,öffnen::V,خلاصول,oscail
1224,öffnen::V,پرانیستل,oscail
1225,schließen::V,تړل,dún
1226,schließen::V,تړل,iaigh
1227,stellen::V,ایښودل,cuir
1228,setzen::V,کښېنول,cuir
1229,setzen::V,کښېنول,socraigh
1230,legen::V,ایښودل,cuir
1231,berühren::V,لاس وهل,teagmhaigh le
1232,verbinden::V,تړل,ceangail
1233,bedecken::V,پوښول,clúdaigh
1234,bedecken::V,پوښول,cumhdaigh
1235,aufhängen::V,ځوړندول,croch
1236,anzünden::V,بلول,las
1237,anzünden::V,بلول,adhain
1238,aufheben::V,پورته کول,tóg
1239,aufheben::V,پورته کول,ardaigh
1240,zurücklassen::V,پرېښودل,fág
1241,verlieren::V,ورکول,caill
1242,fallen lassen::V,له لاسه لوېدل,lig uait
1243,fallen lassen::V,له لاسه لوېدل,caith uait
1244,machen::V,کول,déan
1245,machen::V,کول,réitigh
1246,herstellen::V,جوړول,táirg
1247,herstellen::V,توليدول,táirg
1248,bauen::V,جوړول,tóg
1249,reparieren::V,ترمیمول,deisigh
1250,verbessern::V,اصلاح کول,feabhsaigh
1251,ändern::V,تغیر ورکول,athraigh
1252,graben::V,کيندل,tochail
1253,beugen::V,ټیټول,crom
1254,biegen::V,کږول,lúb
1255,drehen::V,ګرځول,cas
1256,wenden::V,اړول,tiontaigh
1257,umdrehen::V,اړول,iompaigh
1258,umdrehen::V,اړول,tiontaigh
1259,heben::V,جګول,ardaigh
1260,heben::V,پورته کول,ardaigh
1261,hochheben::V,جګول,tóg
1262,ergreifen::V,نیول,beir ar
1263,halten::V,نیول,coimeád
1264,halten::V,نیول,coinnigh
1265,drücken::V,کښېکښل,brúigh
1266,schieben::V,پوری وهل,brúigh
1267,kratzen::V,ګرول,scríob
1268,lecken::V,څټل,ligh
1269,lecken::V,څټل,leadhb
1270,beißen::V,چیچل,bain greim as
1271,abreißen::V,شکول,stróic
1272,abreißen::V,شکول,tarraing
1273,abschneiden::V,پرېکول,scoith
1274,binden::V,تړل,ceangail
1275,stecken::V,ټومبل,sáigh
1276,brechen::V,ماتول,bris
1277,klopfen::V,ټکول,cnag
1278,hauen::V,ټکول,buail
1279,kleben::V,نښلول,gliúáil
1280,kleben::V,سرېښول,gliúáil
1281,reiben::V,مږل,cuimil
1282,streichen::V,مښل,leath
1283,schleifen::V,تېره کول,líomh
1284,schneiden::V,غوڅول,gearr
1285,schneiden::V,پرېکول,gearr
1286,rütteln::V,خوڅول,croith
1287,schütteln::V,ښورول,croith
1288,schwenken::V,خوڅول,luasc
1289,schütten::V,اچول,doirt
1290,schütten::V,تویول,doirt
1291,füllen::V,ډکول,líon
1292,einwickeln::V,پېچل,cuach
1293,einwickeln::V,پېچل,clúdaigh
1294,einwickeln::V,نغښتل,cuach
1295,einwickeln::V,نغښتل,clúdaigh
1296,tragen::V,وړل,iompair
1297,schleppen::V,وړل,tarraing
1298,ziehen::V,کښل,tarraing
1299,aufbewahren::V,ساتل,coinnigh
1300,werfen::V,اچول,caith
1301,werfen::V,غورځول,caith
1302,fangen::V,نیول,ceap
1303,fangen::V,ګیرول,ceap
1304,packen::V,نیول,beir ar
1305,verstecken::V,پټول,folaigh
1306,verstecken::V,پټول,cuir i bhfolach
1307,teilen::V,وېشل,roinn
1308,teilen::V,تقسیمول,roinn
1309,schicken::V,لېږل,seol
1310,schicken::V,استول,seol
1311,bringen::V,راوړل,beir
1312,bringen::V,راوړل,tabhair
1313,hinzufügen::V,زیاتول,cuir le
1314,bekommen::V,حاصلول,faigh
1315,erhalten::V,اخیستل,faigh
1316,nehmen::V,نیول,tóg
1317,nehmen::V,نیول,glac
1318,nehmen::V,اخيستل,tóg
1319,nehmen::V,اخيستل,glac
1320,wählen::V,خوښول,pioc
1321,wählen::V,خوښول,roghnaigh
1322,auswählen::V,چنده کول,roghnaigh
1323,bewahren::V,ساتل,caomhnaigh
1324,behindern::V,مانع کېدل,cuir bac ar
1325,behindern::V,ممانعت کول,cuir bac ar
1326,verderben::V,خرابېدل,mill
1327,beschädigen::V,ورانول,loit
1328,beschädigen::V,ورانول,déan damáiste do
1329,zerbrechen::V,ماتول,bris
1330,zerreißen::V,څیرې کول,stiall
1331,zerstören::V,ړنګول,mill
1332,zerstören::V,ړنګول,scrios
1333,zerstören::V,ورانول,mill
1334,zerstören::V,ورانول,scrios
1335,verbrennen::V,سوځول,las
1336,verbrennen::V,سوځول,dóigh
1337,geben::V,ورکول,tabhair
1338,reichen::V,ورکول,sín
1339,reichen::V,ورکول,cuir
1340,schenken::V,بښل,bronn
1341,schenken::V,بښل,tabhair
1342,versprechen::V,لوز کول,geall
1343,wünschen::V,غوښتل,guigh
1344,loben::V,ستایل,mol
1345,loben::V,تمجید کول,mol
1346,küssen::V,ښکلول,póg
1347,wiegen::V,زنګول,bog
1348,wiegen::V,زنګول,luasc
1349,zudecken::V,پوښول,clúdaigh
1350,wecken::V,ويښول,dúisigh
1351,zeigen::V,ښودل,taispeáin
1352,führen::V,بیول,treoraigh
1353,lehren::V,درس ورکول,múin
1354,lehren::V,درس ورکول,teagasc
1355,lehren::V,تعلیم ورکول,múin
1356,lehren::V,تعلیم ورکول,teagasc
1357,unterrichten::V,درس ورکول,múin
1358,unterrichten::V,درس ورکول,teagasc
1359,aufziehen::V,روزل,tóg
1360,leiten::V,رهبری کول,tá i gceannas ar
1361,leiten::V,لارښوونه کول,tá i gceannas ar
1362,antreiben::V,چټک کول,gríosaigh
1363,lassen::V,اړکول,cuir ag
1364,einladen::V,بلل,cuir cuireadh ar
1365,vereinigen::V,متحد کول,aontaigh
1366,vereinigen::V,یوځای کول,aontaigh
1367,besuchen::V,کتنه کول,tabhair cuairt ar
1368,treffen::V,ليدل,cas ar
1369,treffen::V,ليدل,buail le
1370,treffen::V,تلقی کول,cas ar
1371,treffen::V,تلقی کول,buail le
1372,sich versammeln::V,راغونډېدل,bailigh
1373,sich versammeln::V,راغونډېدل,cruinnigh
1374,spielen::V,لوبه کول,imir
1375,spielen::V,لوبه کول,tá ag spraoi
1376,singen::V,سندرې وېل,can
1377,tanzen::V,ګډېدل,rinc
1378,tanzen::V,ګډېدل,damhsaigh
1379,sich trennen::V,بېلېدل,scar
1380,verlassen::V,ترک کول,fág
1381,retten::V,نجات ورکول,tarrtháil
1382,bewachen::V,ساتل,cosain
1383,bewachen::V,ساتل,gardáil
1384,bewachen::V,حفاظت کول,cosain
1385,bewachen::V,حفاظت کول,gardáil
1386,schützen::V,ژغورل,cosain
1387,verteidigen::V,دفاع کول,cosain
1388,sich schlagen::V,جنګېدل,tá ag bruíon
1389,schießen::V,ویشتل,caith
1390,schießen::V,ویشتل,scaoil
1391,siegen::V,غالبېدل,bain
1392,siegen::V,غالبېدل,buaigh
1393,ärgern::V,خپه کول,cuir isteach ar
1394,schlagen::V,وهل,buail
1395,treten::V,په لغته وهل,ciceáil
1396,stechen::V,ټومبل,sáigh
1397,stoßen::V,ټېل وهل,brúigh
1398,stoßen::V,ټېل وهل,soncáil
1399,stoßen::V,پوری وهل,brúigh
1400,stoßen::V,پوری وهل,soncáil
1401,stehlen::V,تښتول,goid
1402,stehlen::V,غلا کول,goid
1403,stören::V,ماتول,cuir isteach ar
1404,belästigen::V,ځورول,cuir as do
1405,belästigen::V,تکلیف ورکول,cuir as do
1406,verbergen::V,پټول,ceil
1407,täuschen::V,تېرایستل,cuir dallamullóg ar
1408,täuschen::V,خطا ایستل,cuir dallamullóg ar
1409,betrügen::V,غولول,déan calaois ar
1410,töten::V,وژل,maraigh
1411,töten::V,مړ کول,maraigh
1412,wohnen::V,اوسېدل,cuir faoi
1413,wohnen::V,اوسېدل,tá ina chónaí
1414,arbeiten::V,کار کول,oibrigh
1415,sammeln::V,راټولول,bailigh
1416,sammeln::V,راټولول,cruinnigh
1417,sammeln::V,راغونډول,bailigh
1418,sammeln::V,راغونډول,cruinnigh
1419,pflücken::V,شکول,pioc
1420,jagen::V,ښکار کول,seilg
1421,fischen::V,کب نيول,iasc
1422,fassen::V,نیول,beir ar
1423,fassen::V,ګیرول,beir ar
1424,hüten::V,پوول,aoirigh
1425,treiben::V,بیول,seol
1426,treiben::V,بیول,tiomáin
1427,anbinden::V,تړل,ceangail
1428,füttern::V,خوراک ورکول,cothaigh
1429,füttern::V,خوراک ورکول,beathaigh
1430,melken::V,لوشل,bligh
1431,melken::V,لوشل,crúigh
1432,hacken::V,پی کول,gearr
1433,gießen::V,اوبه کول,uiscigh
1434,reifen::V,رسېدل,aibigh
1435,zubereiten::V,تیارول,cócaráil
1436,kochen::V,پخول,bruith
1437,kochen::V,پخول,beirigh
1438,backen::V,پخول,bácáil
1439,braten::V,وريتول,róst
1440,braten::V,وريتول,frioch
1441,umrühren::V,لړل,measc
1442,stricken::V,اوبدل,cniotáil
1443,nähen::V,ګنډل,fuaigh
1444,färben::V,رنګول,dathaigh
1445,reinigen::V,صافول,glan
1446,waschen::V,مینځل,nigh
1447,abwischen::V,وچول,glan
1448,spülen::V,کنګالول,sruthlaigh
1449,fegen::V,جارو کول,scuab
1450,kehren::V,جارو کول,scuab
1451,baden::V,لمبېدل,folc
1452,sich waschen::V,ځان مينځل,nigh é féin
1453,ausziehen::V,کښل,bain de
1454,ausziehen::V,ایستل,bain de
1455,anziehen::V,اغوستل,cuir ar
1456,sich anziehen::V,کالی اغوستل,gléas é féin
1457,kämmen::V,ګمنځول,cíor
1458,schmücken::V,ښکلی کول,maisigh
1459,sagen::V,وېل,abair
1460,sprechen::V,وېل,labhair
1461,sprechen::V,غږېدل,labhair
1462,reden::V,ګړېدل,caintigh
1463,reden::V,خبرې کول,caintigh
1464,sich unterhalten::V,خبری کول,caintigh
1465,sich unterhalten::V,خبری کول,tá ag comhrá
1466,fragen::V,پوښتنه کول,fiafraigh
1467,fragen::V,پوښتنه کول,cuir ceist
1468,bitten::V,غوښتل,iarr
1469,erzählen::V,کيسه کول,inis
1470,erzählen::V,کيسه کول,eachtraigh
1471,erzählen::V,حکايت کول,inis
1472,erzählen::V,حکايت کول,eachtraigh
1473,mitteilen::V,خبرول,aithris
1474,mitteilen::V,خبرول,cuir in iúl
1475,mitteilen::V,خبر ورکول,aithris
1476,mitteilen::V,خبر ورکول,cuir in iúl
1477,nennen::V,نوم ايښودل,ainmnigh
1478,rufen::V,بلل,glaoigh
