,Concept_ID,hr,uz
817,vor::PRP,pred,burun
818,vor::PRP,ispred,burun
819,hinter::PRP,za,ketida
820,hinter::PRP,iza,ketida
821,unter::PRP,pod,ostida
822,unter::PRP,ispod,ostida
823,durch::PRP,po,bo'ylab
824,durch::PRP,kroz,bo'ylab
825,neben::PRP,kraj,yonida
826,neben::PRP,pored,yonida
827,neben::PRP,pokraj,yonida
828,zwischen::PRP,među,orada
829,zwischen::PRP,između,orada
830,wegen::PRP,radi,sababli
831,wegen::PRP,zbog,sababli
832,dies::PRN,ovo,o'sha
833,das::PRN,to,narigi
834,das::PRN,ono,narigi
835,alles::PRN,sve,har nima
836,ich::PRN,ja,men
837,du::PRN,ti,sen
838,er::PRN,on,u
839,wir::PRN,mi,biz
840,ihr::PRN,vi,siz
841,sie::PRN,oni,ular
842,was::FPRN,što,nima
843,wer::FPRN,tko,kim
844,wo::FADV,gdje,qaerda
845,wohin::FADV,kuda,qayerga
846,wohin::FADV,kamo,qayerga
847,wie::FADV,kako,qanday
848,warum::FADV,zašto,nega
849,wieviel::FNUM,koliko,qancha
850,eins::NUM,jedan,bir
851,zwei::NUM,dva,ikki
852,drei::NUM,tri,uch
853,vier::NUM,četiri,to'rt
854,fünf::NUM,pet,besh
855,sechs::NUM,šest,olti
856,sieben::NUM,sedam,etti
857,acht::NUM,osam,sakkiz
858,neun::NUM,devet,to'qqiz
859,zehn::NUM,deset,o'n
860,elf::NUM,jedanaest,o'n bir
861,zwölf::NUM,dvanaest,o'n ikki
862,zwanzig::NUM,dvadeset,yigirma
863,dreißig::NUM,trideset,o'ttiz
864,vierzig::NUM,četrdeset,qirq
865,fünfzig::NUM,pedeset,ällik
866,sechzig::NUM,šezdeset,oltmish
867,siebzig::NUM,sedamdeset,etmish
868,achtzig::NUM,osamdeset,sakson
869,neunzig::NUM,devetdeset,to'qson
870,hundert::NUM,sto,yuz
871,tausend::NUM,tisuća,ming
872,und::CNJ,i,va
873,und::CNJ,te,va
874,oder::CNJ,ili,yo
875,stehen::V,stajati,turmoq
876,sitzen::V,sjediti,o'tirmoq
877,liegen::V,ležati,yotmoq
878,hängen::V,visiti,osilmoq
879,werden::V,postati,bo'lmoq
880,werden::V,činiti se,bo'lmoq
881,passieren::V,desiti se,bo'lib o'tmoq
882,passieren::V,dogoditi se,bo'lib o'tmoq
883,beginnen::V,početi,boshlanmoq
884,enden::V,prestati,bitmoq
885,enden::V,svršiti se,bitmoq
886,wechseln::V,mijenjati se,o'zgarmoq
887,aufgehen[Sonne]::V,izići,chiqmoq
888,untergehen[Sonne]::V,zaći,botmoq
889,scheinen[Sonne]::V,sijati,yaraqlamoq
890,donnern::V,grmjeti,gulduramoq
891,wehen::V,duhati,elpimoq
892,strömen::V,strujati,oqmoq
893,fließen::V,teći,oqmoq
894,sich drehen::V,obrtati se,aylanmoq
895,sich drehen::V,vrtjeti se,aylanmoq
896,schwanken::V,teturati,qoqilmoq
897,schwanken::V,kolebati se,qoqilmoq
898,schwingen::V,njihati,lopillamoq
899,schwingen::V,titrati,lopillamoq
900,fallen::V,padati,tushmoq
901,brennen::V,gorjeti,yonmoq
902,rauchen::V,dimiti se,tutamoq
903,regnen::V,kišiti,yomg'ir yog'moq
904,regnen::V,daždjeti,yomg'ir yog'moq
905,gefrieren::V,smrznuti se,muzlamoq
906,tauen::V,kopnjeti,ärimoq
907,tauen::V,kraviti se,ärimoq
908,schmelzen::V,topiti se,ärimoq
909,trocknen::V,sušiti se,qurimoq
910,sieden::V,kipjeti,qaynamoq
911,sieden::V,ključati,qaynamoq
912,faulen::V,gnjiti,chirimoq
913,verfaulen::V,sagnjiti,chirimoq
914,reißen::V,otrgnuti se,qayt qilmoq
915,versinken::V,tonuti,g'arq bo'lmoq
916,versinken::V,propasti,g'arq bo'lmoq
917,vergehen::V,prolaziti,o'tmoq
918,erscheinen::V,pojaviti se,zuhur ätmoq
919,verschwinden::V,nestati,yo'qolmoq
920,verschwinden::V,izgubiti se,yo'qolmoq
921,sinken::V,trgnuti,pasaymoq
922,sinken::V,spustiti se,pasaymoq
923,abnehmen::V,opasti,kamaymoq
924,zunehmen::V,povećati se,urchimoq
925,steigen::V,uzići,oshmoq
926,steigen::V,nadoći,oshmoq
927,wachsen::V,rasti,o'smoq
928,glänzen::V,blistati,porlamoq
929,glänzen::V,sjati se,porlamoq
930,funkeln::V,svjetlucati,yalt ätmoq
931,lärmen::V,bučati,taraq ätmoq
932,lärmen::V,galamiti,taraq ätmoq
933,läuten::V,zvoniti,jiringlamoq
934,klingeln::V,zvoniti,jiringlamoq
935,klirren::V,zvečati,sharaqlamoq
936,brausen::V,hujati,vag'illamoq
937,rauschen::V,šumiti,shitirlamoq
938,rauschen::V,šuškati,shitirlamoq
939,klingen::V,zvučati,yangramoq
940,bellen::V,lajati,hurmoq
941,heulen::V,zavijati,uvlamoq
942,blasen::V,puhati,puflamoq
943,pfeifen::V,fućkati,xushtak chalmoq 
944,schreien::V,vikati,qiyqirmoq
945,schreien::V,kričati,qiyqirmoq
946,stöhnen::V,stenjati,nola qilmoq
947,zittern::V,drhtati,titramoq
948,zittern::V,trepetati,titramoq
949,leben::V,živjeti,yashamoq
950,geboren werden::V,roditi se,tug'ilmoq
951,atmen::V,disati,nafas chiqarmoq
952,trinken::V,piti,ichmoq
953,essen::V,jesti,emoq
954,schlucken::V,gutati,yutmoq
955,müde werden::V,umoriti se,horimoq
956,einschlafen::V,usnuti,uxlab qolmoq
957,einschlafen::V,zaspati,uxlab qolmoq
958,schlafen::V,spati,uxlamoq
959,aufwachen::V,probuditi se,uyg'onmoq
960,aufstehen::V,ustati,qo'pmoq
961,sich erholen::V,odmoriti se,dam olmoq
962,krank werden::V,oboljeti se,kasallanmoq
963,krank werden::V,razboljeti se,kasallanmoq
964,krank sein::V,bolovati,betob yotmoq
965,schmerzen::V,boljeti,og'rimoq
966,husten::V,kašljati,yo'talmoq
967,genesen::V,ozdraviti,tuzalmoq
968,genesen::V,oporaviti se,tuzalmoq
969,sterben::V,umrijeti,o'lmoq
970,umkommen::V,skapati,halok bo'lmoq
971,sich bewegen::V,gibati se,harakat qilmoq
972,sich bewegen::V,kretati se,harakat qilmoq
973,sich rühren::V,maknuti se,qimirlamoq
974,sich erheben::V,dići se,qo'pmoq
975,sich setzen::V,sjesti,o'tirmoq
976,hinfallen::V,pasti,yiqilmoq
977,laufen::V,hodati,yurmoq
978,schreiten::V,stupati,yurmoq
979,spazierengehen::V,šetati se,sayr ätmoq
980,eilen::V,hitati,tezlamoq
981,sich beeilen::V,požuriti se,shoshmoq
982,sausen::V,juriti,chopqillamoq
983,rennen::V,trčati,yugurmoq
984,springen::V,skakati,sakramoq
985,klettern::V,popeti se,yuqorilamoq
986,klettern::V,penjati se,yuqorilamoq
987,schaukeln::V,ljuljati se,irg'amoq
988,kriechen::V,puzati,ämaklamoq
989,kriechen::V,gmizati,ämaklamoq
990,schwimmen::V,plivati,suzmoq
991,tauchen::V,roniti,chu'mmoq
992,tauchen::V,gnjuriti,chu'mmoq
993,rudern::V,veslati,eshkak eshmoq
994,fahren::V,voziti se,haydamoq
995,fliegen::V,letjeti,uchmoq
996,fliegen::V,lijetati,uchmoq
997,gehen::V,ići,bormoq
998,weggehen::V,otići,ketoq
999,abfahren::V,krenuti,jo'namoq
1000,abfahren::V,otputovati,jo'namoq
1001,anhalten::V,stati,to'xtamoq
1002,anhalten::V,zaustaviti,to'xtamoq
1003,hineingehen::V,ulaziti,kirmoq
1004,eintreten::V,ući,kirmoq
1005,kommen::V,doći,kelmoq
1006,ankommen::V,stići,etib kelmoq
1007,zurückkommen::V,vratiti se,qaytib kelmoq
1008,zurückkommen::V,povratiti se,qaytib kelmoq
1009,bleiben::V,ostati,qolmoq
1010,warten::V,čekati,poylamoq
1011,erwarten::V,očekivati,kutmoq
1012,suchen::V,tražiti,izlamoq
1013,finden::V,naći,topmoq
1014,versuchen::V,pokušati,chalishmoq
1015,vorbereiten::V,spremiti,hozirlamoq
1016,vorbereiten::V,pripremiti,hozirlamoq
1017,lieben::V,voljeti,sevmoq
1018,mögen::V,voljeti,ardoqlamoq
1019,lachen::V,smijati se,kulmoq
1020,rühren::V,taknuti,ta'sirlantirmoq
1021,weinen::V,plakati,yig'lamoq
1022,schimpfen::V,psovati,koyinmoq
1023,sich ärgern::V,ljutiti se,g'azab qilmoq
1024,sich fürchten::V,bojati se,hurkmoq
1025,fürchten::V,bojati se,qo'rqmoq
1026,fliehen::V,pobjeći,qochmoq
1027,flüchten::V,utjeći,qochmoq
1028,sehen::V,vidjeti,ko'rmoq
1029,anschauen::V,ogledati,razm solmoq
1030,ansehen::V,gledati,razm qilmoq
1031,hören::V,čuti,äshitmoq
1032,zuhören::V,slušati,tinglamoq
1033,probieren::V,probati,tatib ko'rmoq
1034,riechen::V,osjećati miris,iskamoq
1035,fühlen::V,osjećati,sezmoq
1036,scheinen::V,činiti se,tuyilmoq
1037,zu sehen sein::V,biti vidljiv,ko'rinmoq
1038,vernehmen::V,saznati,äshitmoq
1039,frieren::V,zima je,sovuq qotmoq
1040,tun::V,raditi,ätmoq
1041,können::V,moći,-a olmoq
1042,können::V,moći,-y olmoq
1043,wollen::V,htjeti,istamoq
1044,anfangen::V,početi,boshlamoq
1045,beenden::V,svršiti,bitirmoq
1046,beenden::V,dovršiti,bitirmoq
1047,aufhören::V,prestati,tinmoq
1048,gelingen::V,uspjeti,muvaffaqiyat qozonmoq
1049,geraten::V,desiti se,bo'lmoq
1050,öffnen::V,otvoriti,ochmoq
1051,schließen::V,zatvoriti,yopmoq
1052,stellen::V,metnuti,qo'ymoq
1053,stellen::V,postaviti,qo'ymoq
1054,setzen::V,posaditi,o'tqazmoq
1055,legen::V,polagati,yotqizmoq
1056,berühren::V,doticati,tegmoq
1057,berühren::V,dodirivati,tegmoq
1058,verbinden::V,spojiti,ulamoq
1059,verbinden::V,zavezati,ulamoq
1060,bedecken::V,pokriti,bekitmoq
1061,aufhängen::V,objesiti,ildirmoq
1062,anzünden::V,upaliti,yondirmoq
1063,anzünden::V,zapaliti,yondirmoq
1064,aufheben::V,podići,ko'tarmoq
1065,aufheben::V,podignuti,ko'tarmoq
1066,zurücklassen::V,ostaviti,ayrilmoq
1067,zurücklassen::V,pustiti natrag,ayrilmoq
1068,verlieren::V,izgubiti,yo'qotmoq
1069,fallen lassen::V,ispustiti,tushirmoq
1070,machen::V,uraditi,qilmoq
1071,machen::V,načiniti,qilmoq
1072,machen::V,napraviti,qilmoq
1073,herstellen::V,proizvesti,chiqarmoq
1074,bauen::V,graditi,solmoq
1075,reparieren::V,popraviti,tuzatmoq
1076,verbessern::V,poboljšati,isloh qilmoq
1077,ändern::V,promijeniti,o'zgartirmoq
1078,graben::V,kopati,qazimoq
1079,graben::V,kopkati,qazimoq
1080,beugen::V,saviti,bukmoq
1081,biegen::V,saviti,bukmoq
1082,biegen::V,sagnuti,bukmoq
1083,drehen::V,vrtjeti,aylantirmoq
1084,wenden::V,obrnuti,burmoq
1085,umdrehen::V,okrenuti,ag'darmoq
1086,umdrehen::V,prevŕnuti,ag'darmoq
1087,heben::V,dizati,yuksaltirmoq
1088,hochheben::V,dignuti,ko'tarmoq
1089,ergreifen::V,uhvatiti,tutamlamoq
1090,ergreifen::V,prihvatiti,tutamlamoq
1091,halten::V,držati,tutmoq
1092,drücken::V,pritiskivati,bosmoq
1093,schieben::V,gurati,surmoq
1094,kratzen::V,česati,qashimoq
1095,kratzen::V,grepsti,qashimoq
1096,lecken::V,lizati,mijimoq
1097,beißen::V,ujesti,tishlamoq
1098,beißen::V,gristi,tishlamoq
1099,abreißen::V,otkinuti,emirmoq
1100,abschneiden::V,odrezati,cho'rt kesmoq
1101,binden::V,vezati,bog'lamoq
1102,stecken::V,turiti,suqmoq
1103,brechen::V,slomiti,sindirmoq
1104,klopfen::V,lupati,dukurlamoq
1105,klopfen::V,kucati,dukurlamoq
1106,hauen::V,tući,urmoq
1107,hauen::V,udarati,urmoq
1108,kleben::V,lijepiti,yopishtirmoq
1109,reiben::V,trti,surkamoq
1110,streichen::V,namazati,surkamoq
1111,schleifen::V,brusiti,qayramoq
1112,schneiden::V,rezati,kesmoq
1113,rütteln::V,drmati,chayqamoq
1114,schütteln::V,tresti,chayqamoq
1115,schwenken::V,mahati,chayqatmoq
1116,schütten::V,sipati,quymoq
1117,schütten::V,lijevati,quymoq
1118,füllen::V,napuniti,to'ldirmoq
1119,einwickeln::V,umotati,chulg'amoq
1120,einwickeln::V,zamotati,chulg'amoq
1121,tragen::V,nositi,tashimoq
1122,schleppen::V,tegliti,sudramoq
1123,ziehen::V,vući,tortmoq
1124,aufbewahren::V,čuvati,tutmoq
1125,werfen::V,bacati,tashlamoq
1126,fangen::V,loviti,tutmoq
1127,fangen::V,hvatati,tutmoq
1128,packen::V,ščepati,opqochmoq
1129,packen::V,zgrabiti,opqochmoq
1130,verstecken::V,sakriti,yashirmoq
1131,teilen::V,podijeliti,bo'lmoq
1132,schicken::V,slati,yubormoq
1133,bringen::V,donijeti,keltirmoq
1134,hinzufügen::V,dodati,tirkamoq
1135,hinzufügen::V,pridati,tirkamoq
1136,bekommen::V,dobiti,olmoq
1137,erhalten::V,primiti,olmoq
1138,nehmen::V,uzeti,olmoq
1139,wählen::V,izabrati,saylamoq
1140,auswählen::V,odabrati,saylamoq
1141,bewahren::V,sačuvati,saqlamoq
1142,behindern::V,smetati,xalal bermoq
1143,verderben::V,pokvariti,xazon qilmoq
1144,beschädigen::V,oštetiti,buzmoq
1145,zerbrechen::V,razbiti,sindirmoq
1146,zerbrechen::V,prelomiti,sindirmoq
1147,zerreißen::V,poderati,yirtmoq
1148,zerreißen::V,rastrgnuti,yirtmoq
1149,zerstören::V,razoriti,vayron qilmoq
1150,zerstören::V,razrušiti,vayron qilmoq
1151,verbrennen::V,spaliti,kuydirmoq
1152,verbrennen::V,sagorjeti,kuydirmoq
1153,geben::V,dati,bermoq
1154,reichen::V,pružiti,bermoq
1155,schenken::V,darivati,sovg'a qilmoq
1156,versprechen::V,obećati,va'da bermoq
1157,wünschen::V,željeti,orziqmoq
1158,loben::V,hvaliti,maqtamoq
1159,küssen::V,ljubiti,o'pmoq
1160,wiegen::V,njihati,tebratmoq
1161,wiegen::V,ljuljati,tebratmoq
1162,zudecken::V,pokriti,yopmoq
1163,wecken::V,probuditi,uyg'otmoq
1164,zeigen::V,pokazati,ko'rsatmoq
1165,führen::V,voditi,boshlik bo'lmoq
1166,lehren::V,učiti,o'rgatmoq
1167,unterrichten::V,poučiti,dars bermoq
1168,aufziehen::V,uzgajati,o'stirmoq
1169,leiten::V,upravljati,boshqarmoq
1170,antreiben::V,natjeravati,shoshiltirmoq
1171,lassen::V,dati,ruxsat bermoq
1172,einladen::V,pozvati,taklif kilmoq
1173,vereinigen::V,ujediniti,qo'shmoq
1174,besuchen::V,posjetiti,mehmonga bormoq
1175,treffen::V,sresti,duchor bo'lmoq
1176,sich versammeln::V,okupiti se,to'planmoq
1177,spielen::V,igrati se,o'ynamoq
1178,singen::V,pjevati,yalla qilmoq
1179,tanzen::V,plesati,raqs qilmoq
1180,sich trennen::V,razići se,yakkalanmoq
1181,verlassen::V,ostaviti,qoldirmoq
1182,verlassen::V,napustiti,qoldirmoq
1183,retten::V,spasiti,qutqazmoq
1184,bewachen::V,čuvati,qo'rimoq
1185,bewachen::V,stražariti,qo'rimoq
1186,schützen::V,čuvati,yoniga olmoq
1187,verteidigen::V,obraniti,yoqlamoq
1188,sich schlagen::V,biti se,yoqalashmoq
1189,sich schlagen::V,udariti se,yoqalashmoq
1190,schießen::V,pucati,otmoq
1191,schießen::V,strijeljati,otmoq
1192,siegen::V,pobijediti,engmoq
1193,ärgern::V,ljutiti,jahl chiqarmoq
1194,schlagen::V,biti,urmoq
1195,schlagen::V,udariti,urmoq
1196,treten::V,šutnuti,tepmoq
1197,stechen::V,ubosti,qadamoq
1198,stoßen::V,gurnuti,turtmoq
1199,stehlen::V,ukrasti,o'g'rilamoq
1200,stören::V,smetati,tebratmoq
1201,belästigen::V,smetati,g'ashini keltirmoq
1202,belästigen::V,dosaditi,g'ashini keltirmoq
1203,verbergen::V,skriti,berkitmoq
1204,täuschen::V,obmanuti,aldamoq
1205,betrügen::V,prevarati,tirriq qilmoq
1206,töten::V,ubiti,o'ldirmoq
1207,wohnen::V,stanovati,istiqomat qilmoq
1208,arbeiten::V,raditi,ishlamoq
1209,sammeln::V,sabrati,yig'moq
1210,pflücken::V,ubrati,termoq
1211,jagen::V,loviti,ov qilmoq
1212,fischen::V,ribati,baliq ovlamoq
1213,fischen::V,loviti ribu,baliq ovlamoq
1214,fassen::V,uloviti,ilinmoq
1215,hüten::V,pasti,boqtirmoq
1216,treiben::V,goniti,haydamoq
1217,anbinden::V,privezati,bog'lamoq
1218,füttern::V,hraniti,edirmoq
1219,melken::V,musti,sog'moq
1220,hacken::V,sjeckati,chopmoq
1221,gießen::V,politi,oqizmoq
1222,reifen::V,sazreti,qizarmoq
1223,zubereiten::V,prigotoviti,pishirmoq
1224,kochen::V,kuhati,qaynatmoq
1225,backen::V,peći,yopmoq
1226,braten::V,peći,qovurmoq
1227,braten::V,pržiti,qovurmoq
1228,umrühren::V,promiješati,atalamoq
1229,stricken::V,plesti,to'qimoq
1230,nähen::V,šiti,tikmoq
1231,färben::V,obojiti,bo'yoqlamoq
1232,reinigen::V,očistiti,tozalamoq
1233,reinigen::V,počistiti,tozalamoq
1234,waschen::V,prati,yuvmoq
1235,abwischen::V,otrti,surkamoq
1236,spülen::V,isprati,chaymoq
1237,spülen::V,oplakati,chaymoq
1238,fegen::V,mesti,cho'tkalamoq
1239,fegen::V,pomesti,cho'tkalamoq
1240,kehren::V,mesti,supurmoq
1241,baden::V,kupati se,cho'milmoq
1242,sich waschen::V,umiti se,yuvinmoq
1243,sich waschen::V,prati se,yuvinmoq
1244,ausziehen::V,svući,echintirmoq
1245,anziehen::V,obući,kiymoq
1246,sich anziehen::V,obući se,kiyinmoq
1247,kämmen::V,češljati,taramoq
1248,schmücken::V,uresiti,yasatmoq
1249,schmücken::V,nakititi,yasatmoq
1250,sagen::V,reći,aytmoq
1251,sagen::V,kazati,aytmoq
1252,sprechen::V,govoriti,so'zlamoq
1253,reden::V,govoriti,gapirmoq
1254,reden::V,besjediti,gapirmoq
1255,sich unterhalten::V,razgovarati se,suhbatlashmoq
1256,fragen::V,pitati,so'ramoq
1257,bitten::V,moliti,iltimos qilmoq
1258,erzählen::V,ispričati,aytib bermoq
1259,erzählen::V,pripovjediti,aytib bermoq
1260,mitteilen::V,saopćiti,bildirmoq
1261,nennen::V,nazvati,atamoq
1262,rufen::V,zvati,chaqirmoq
1263,rufen::V,dozvati,chaqirmoq
1264,prahlen::V,hvalisati se,gerdaymoq
1265,übersetzen::V,prevesti,tarjima qilmoq
1266,denken::V,misliti,o'ylamoq
1267,glauben::V,vjerovati,ishonmoq
1268,bemerken::V,zapaziti,payqamoq
1269,bemerken::V,primijetiti,payqamoq
1270,erkennen::V,prepoznati,tanimoq
1271,begreifen::V,pojmiti,tushunmoq
1272,begreifen::V,shvatiti,tushunmoq
1273,verstehen::V,razabrati,anglamoq
1274,lernen::V,učiti se,o'qimoq
1275,wissen::V,znati,bilmoq
1276,sich erinnern an::V,sjetiti se,äsni tanimoq
1277,vergessen::V,zaboraviti,unutmoq
1278,messen::V,mjeriti,o'lchamoq
1279,zählen::V,brojiti,raqamlamoq
1280,rechnen::V,računati,cho'tlamoq
1281,lesen::V,čitati,o'qimoq
1282,malen::V,slikati,rasm solmoq
1283,zeichnen::V,crtati,chizmoq
1284,schreiben::V,pisati,yozmoq
1285,besitzen::V,imati,ägalamoq
1286,besitzen::V,posjedovati,ägalamoq
1287,kaufen::V,kupiti,olmoq
1288,verkaufen::V,prodati,sotmoq
1289,verkaufen::V,raspačati,sotmoq
1290,bezahlen::V,platiti,to'lamoq
1291,zahlen::V,plaćati,to'lamoq
1292,beherrschen::V,vladati,ägalamoq
1293,beherrschen::V,gospodariti,ägalamoq
1294,ertragen::V,trpjeti,chidamoq
1295,ertragen::V,podnijeti,chidamoq
1296,Gehirn::N,,miya
