,Concept_ID,pl,ta
686,hinab::ADV,w_dół,கீழ் நோக்கி
687,oben::ADV,w górze,மேலே
688,oben::ADV,na górze,மேலே
689,hinauf::ADV,w górę,மேலே
690,hinauf::ADV,na górę,மேலே
691,überall::ADV,wszędzie,எல்லா இடத்திலும்
692,nicht::ADV,nie,இல்லை
693,ein wenig::ADV,trochę,கொஞ்சம்
694,kaum::ADV,ledwie,அரிதாக
695,kaum::ADV,prawie nie,அரிதாக
696,sehr::ADV,bardzo,மிக்க
697,so::ADV,tak,மிகவும்
698,noch::ADV,jeszcze,இப்பொழுதும்
699,nur::ADV,tylko,மட்டும்
700,schon::ADV,już,ஏற்கனவே
701,wieder::ADV,znów,மறுபடியும்
702,wieder::ADV,znowu,மறுபடியும்
703,vergebens::ADV,na próżno,வீண்
704,vor::PRP,przed,முன்
705,hinter::PRP,za,பின்பக்கம்
706,unter::PRP,pod,கீழே
707,durch::PRP,przez,ஊடே
708,neben::PRP,obok,அடுத்து
709,zwischen::PRP,między,இடையில்
710,wegen::PRP,z powodu,ஏனெனில்
711,dies::PRN,to,இது
712,das::PRN,to,அது
713,alles::PRN,wszystko,ஒவ்வொன்றும்
714,ich::PRN,ja,நான்
715,du::PRN,ty,நீ
716,er::PRN,on,அவன்
717,wir::PRN,my,நாம்
718,wir::PRN,my,நாங்கள்
719,ihr::PRN,wy,நீங்கள்
720,sie::PRN,oni,அவர்கள்
721,was::FPRN,co,என்ன
722,wer::FPRN,kto,யார்
723,wo::FADV,gdzie,எங்கே
724,wohin::FADV,dokąd,எதற்கு
725,wie::FADV,jak,எப்படி
726,warum::FADV,dlaczego,ஏன்
727,wieviel::FNUM,ile,எவ்வளவு
728,eins::NUM,jeden,ஒன்று
729,zwei::NUM,dwa,இரண்டு
730,drei::NUM,trzy,மூன்று
731,vier::NUM,cztery,நான்கு
732,fünf::NUM,pięć,ஐந்து
733,sechs::NUM,sześć,ஆறு
734,sieben::NUM,siedem,ஏழு
735,acht::NUM,osiem,எட்டு
736,neun::NUM,dziewięć,ஒன்பது
737,zehn::NUM,dziesięć,பத்து
738,elf::NUM,jedenaście,பதினொன்று
739,zwölf::NUM,dwanaście,பன்னிரண்டு
740,zwanzig::NUM,dwadzieścia,இருபது
741,dreißig::NUM,trzydzieści,முப்பது
742,vierzig::NUM,czterdzieści,நாற்பது
743,fünfzig::NUM,pięćdziesiąt,ஐமபது
744,sechzig::NUM,sześćdziesiąt,அறுபது
745,siebzig::NUM,siedemdziesiąt,எழுபது
746,achtzig::NUM,osiemdziesiąt,எண்பது
747,neunzig::NUM,dziewięćdziesiąt,தொன்னூறு
748,hundert::NUM,sto,நூறு
749,tausend::NUM,tysiąc,ஆயிரம்
750,und::CNJ,i,மற்றும்
751,oder::CNJ,lub,அல்லது
752,oder::CNJ,albo,அல்லது
753,stehen::V,stać,நில்
754,sitzen::V,siedzieć,உட்கார்
755,liegen::V,leżeć,படு
756,hängen::V,wisieć,தொங்கச் செய்
757,werden::V,zostać,ஆகு
758,werden::V,stać się,ஆகு
759,passieren::V,dziać się,நிகழ்
760,passieren::V,zdarzyć się,நிகழ்
761,beginnen::V,zacząć się,ஆரம்பி
762,enden::V,kończyć się,முடி
763,wechseln::V,zmienić się,மாற்று
764,aufgehen[Sonne]::V,wzejść,உயர எழு
765,untergehen[Sonne]::V,zajść,பொறுத்து
766,scheinen[Sonne]::V,świecić,பிரகாசி
767,donnern::V,grzmieć,இடி
768,wehen::V,wiać,வீசு
769,strömen::V,płynąć,பாயதல்
770,strömen::V,lać się,பாயதல்
771,fließen::V,ciec,நீரோட்டம் போக்கில் போ
772,fließen::V,płynąć,நீரோட்டம் போக்கில் போ
773,sich drehen::V,obracać się,சுழல்
774,schwanken::V,chwiać się,தள்ளாடு
775,schwingen::V,wahać się,ஆடு
776,fallen::V,padać,விழு
777,brennen::V,palić się,எரி
778,rauchen::V,dymić,பகை பிடி
779,rauchen::V,dymić się,பகை பிடி
780,regnen::V,padać,மழை பெய்
781,gefrieren::V,zamarznąć,உறைந்துவிடு
782,tauen::V,tajać,உருகு
783,schmelzen::V,topnieć,உருகு
784,trocknen::V,schnąć,உலர்த்து
785,sieden::V,wrzeć,கொதிக்க வை
786,sieden::V,kipieć,கொதிக்க வை
787,faulen::V,gnić,அழுகச் செய்
788,verfaulen::V,zgnić,அழுகச் செய்
789,reißen::V,urywać się,திடீரென அறு
790,versinken::V,tonąć,மூழ்கு
791,vergehen::V,przechodzić,கடந்துசெல்
792,erscheinen::V,zjawiać się,தோன்றச்
793,verschwinden::V,zniknąć,மறைந்து போ
794,sinken::V,spadać,பதைவுறு
795,abnehmen::V,spadać,குறை
796,zunehmen::V,wzrosnąć,உயர்த்து
797,steigen::V,wzrastać,உயர எழு
798,wachsen::V,rosnąć,வளர்
799,glänzen::V,błyszczeć,மிளிர்
800,funkeln::V,zabłyszczeć,பிரகாசி
801,lärmen::V,hałasować,கொம்பு
802,läuten::V,dzwonić,மணியொலியிசை
803,klingeln::V,dzwonić,மணி அடி
804,klirren::V,brzęczeć,கிலுங்கு
805,brausen::V,huczeć,இரைதல்
806,rauschen::V,szumieć,சலசலப்பு
807,rauschen::V,szeleścić,சலசலப்பு
808,klingen::V,brzmieć,சிலம்புதல்
809,klingen::V,dźwięczeć,சிலம்புதல்
810,bellen::V,szczekać,குரை
811,heulen::V,wyć,ஊளையிடு
812,blasen::V,dmuchnąć,ஊது
813,pfeifen::V,gwizdać,சீழ்க்கை எழப்பு
814,schreien::V,krzyczeć,கூச்சலிடு
815,stöhnen::V,stękać,வேதனை
816,zittern::V,drżeć,நடுங்கு
817,leben::V,żyć,உயிருடனிரு
818,geboren werden::V,urodzić się,பிற
819,atmen::V,oddychać,சுவாசி
820,trinken::V,pić,குடி
821,essen::V,jeść,சாப்பிடு
822,schlucken::V,połknąć,முழுங்கு
823,müde werden::V,zmęczyć się,கையயர்தல்
824,einschlafen::V,zasnąć,தூங்க
825,schlafen::V,spać,தூங்கு
826,aufwachen::V,obudzić się,எழுப்பு
827,aufstehen::V,wstać,எழுந்திரு
828,sich erholen::V,wypoczywać,இளைப்பாறு
829,krank werden::V,zachorować,விழுதல்
830,krank sein::V,chorować,நருக்கலாயிருக்க
831,schmerzen::V,boleć,நோவுறு
832,husten::V,kaszlać,இருமு
833,genesen::V,wyzdrowieć,குணம் அடை
834,sterben::V,umrzeć,மரணமடை
835,umkommen::V,zginąć,நசி
836,sich bewegen::V,poruszać się,நகர்த்து
837,sich rühren::V,ruszyć się,அசை
838,sich erheben::V,podnieść się,எழுந்து நில்
839,sich setzen::V,usiąść,உட்கார்
840,hinfallen::V,upaść,விழு
841,laufen::V,chodzić,நட
842,schreiten::V,kroczyć,கவடுவைத்தல்
843,spazierengehen::V,iść na spacer,உலவு
844,eilen::V,pospieszać,விரைந்து
845,sich beeilen::V,pospieszyć się,அவசரப்படுத்து
846,sausen::V,pędzić,விரைந்து செல்
847,rennen::V,biec,ஓடு
848,rennen::V,biegać,ஓடு
849,springen::V,skakać,குதி
850,klettern::V,wspinać się,ஏறு
851,schaukeln::V,huśtać,தள்ளாடு
852,schaukeln::V,kołysać,தள்ளாடு
853,kriechen::V,pełzać,மெதுவாக நடந்து செல்
854,kriechen::V,czołgać się,மெதுவாக நடந்து செல்
855,schwimmen::V,pływać,நீந்து
856,tauchen::V,zanurzać się,மூழ்கி நீச்சலடி
857,rudern::V,wiosłować,துடுப்புப் போடு
858,fahren::V,jechać,ஓட்டு
859,fliegen::V,latać,பற
860,fliegen::V,lecieć,பற
861,gehen::V,iść,போ
862,weggehen::V,odejść,விலகிச் செல்
863,abfahren::V,odjechać,புறப்பட்டுச் செல்
864,anhalten::V,zatrzymać się,நின்றுவிடு
865,hineingehen::V,wchodzić,மறையச் செய்
866,eintreten::V,wejść,நுழை
867,eintreten::V,nastąpić,நுழை
868,kommen::V,przyjść,வா
869,ankommen::V,przybyć,வநது சேர்
870,zurückkommen::V,wrócić,திரும்பி வா
871,bleiben::V,zostać,இரு
872,warten::V,czekać,தாமதி
873,erwarten::V,oczekiwać,எதிர்நோக்கு
874,suchen::V,szukać,தேடு
875,finden::V,znaleźć,கண்டுபிடி
876,versuchen::V,próbować,முயற்சி செய்
877,vorbereiten::V,przygotować,ஆயத்தம் செய்
878,lieben::V,kochać,அன்பு செலுத்து
879,mögen::V,lubić,விரும்பு
880,lachen::V,śmiać się,சிரி
881,rühren::V,wzruszyć,இதயத்தைத் தொடு
882,weinen::V,płakać,அழு
883,schimpfen::V,kląć,சாபமிடு
884,sich ärgern::V,gniewać się,கோப்பபடு
885,sich fürchten::V,bać się,பயப்படு
886,fürchten::V,bać się,பயப்படுத்து
887,fliehen::V,uciekać,ஓடு
888,flüchten::V,uciec,தப்பிவிடு
889,sehen::V,widzieć,பார்
890,sehen::V,zobaczyć,பார்
891,anschauen::V,oglądać,கூர்ந்து கவனி
892,ansehen::V,popatrzeć na,கவனி
893,hören::V,słyszeć,கேள்
894,zuhören::V,słuchać,சுவைத்துப் பார்
895,probieren::V,kosztować,ருசி
896,riechen::V,wąchać,முகர்ந்து பார்
897,fühlen::V,czuć,தொட்டுணர்
898,fühlen::V,odczuwać,தொட்டுணர்
899,scheinen::V,wydawać się,காணப்படு
900,zu sehen sein::V,widnieć,தோன்றுதல்
901,vernehmen::V,usłyszeć,கேள்
902,frieren::V,marznąć,குதுகுதுகு
903,tun::V,czynić,செய்
904,können::V,móc,இயல்வது
905,können::V,umieć,இயல்வது
906,wollen::V,chcieć,விரும்பு
907,anfangen::V,zacząć,தொடங்கு
908,beenden::V,zakończyć,முடி
909,aufhören::V,przestać,நிறுத்து
910,gelingen::V,udać się,வெற்றி
911,geraten::V,udać się,ஏற்படுத்து
912,öffnen::V,otworzyć,திற
913,schließen::V,zamknąć,மூடு
914,stellen::V,postawić,வை
915,setzen::V,posadzić,வை
916,legen::V,kłaść,பரப்பி வை
917,berühren::V,dotykać,பதி
918,verbinden::V,łączyć,சேர்
919,bedecken::V,przykryć,உறைபோடு
920,aufhängen::V,powiesić,தொங்கவிடு
921,anzünden::V,zapalić,எரியூட்டு
922,aufheben::V,podnieść,பொறுக்கி எடு
923,zurücklassen::V,zostawić,விட்டுச் செல்
924,verlieren::V,zgubić,இழ
925,fallen lassen::V,upuścić,அளவில் குறைவு
926,machen::V,zrobić,தயார்செய்
927,herstellen::V,wytworzyć,உற்பத்தி செய்
928,bauen::V,budować,கட்டு
929,reparieren::V,naprawiać,பழுது பார்
930,verbessern::V,ulepszyć,மேம்படுத்து
931,ändern::V,zmienić,மாற்றி அமை
932,graben::V,kopać,குழி வெட்டு
933,beugen::V,zagiąć,வனை
934,biegen::V,zgiąć,வனை
935,drehen::V,obracać,சுழல்
936,wenden::V,obrocić,குடைகவிழு
937,umdrehen::V,obrocić,சுற்றும் முற்றும் பார்
938,heben::V,podnosić,தூக்கு
939,hochheben::V,podnieść,தூக்கு
940,ergreifen::V,chwycić,பறி
941,halten::V,trzymać,பிடித்துக் கொள்
942,drücken::V,naciskać,அழுத்து
943,schieben::V,pchać,தள்ளு
944,schieben::V,posuwać,தள்ளு
945,kratzen::V,drapać,கீறு
946,lecken::V,lizać,நக்கு
947,beißen::V,kąsać,கடி
948,abreißen::V,oderwać,கிழி
949,abschneiden::V,odciąć,வெட்டி எடு
950,binden::V,wiązać,கட்டு
951,stecken::V,wetknąć,பதிய வை
952,brechen::V,złamać,உடை
953,klopfen::V,pukać,தட்டு
954,klopfen::V,stukać,தட்டு
955,hauen::V,bić,அடி
956,kleben::V,kleić,ஒட்டு
957,reiben::V,trzeć,தேய்
958,streichen::V,smarować,பரவச்செய்
959,schleifen::V,ostrzyć,அரை
960,schneiden::V,ciąć,துண்டாக்கு
961,schneiden::V,krajać,துண்டாக்கு
962,rütteln::V,trząść,மெல்ல தள்ளு
963,schütteln::V,trząść,குலுக்கு
964,schwenken::V,machać,ஊஞ்சலாடு
965,schütten::V,nasypać,ஊற்று
966,füllen::V,napełnić,நிரப்பு
967,einwickeln::V,zawinąć,சுற்று
968,tragen::V,nieść,எடுத்துச் செல்
969,schleppen::V,wlec,இழுத்துச் செல்
970,ziehen::V,ciągnąć,இழு
971,aufbewahren::V,przechowywać,வைத்துக் கொள்
972,werfen::V,rzucać,வீசி எறி
973,fangen::V,łowić,பிடி
974,packen::V,chwycić,பிடித்துக்கொள்
975,verstecken::V,ukryć,மறை
976,verstecken::V,schować,மறை
977,teilen::V,podzielić,பாகங்களாகப் பிரி
978,schicken::V,posyłać,அனுப்பு
979,bringen::V,przynieść,கொண்டு வா
980,hinzufügen::V,dodać,சேர்
981,bekommen::V,dostać,பெறு
982,erhalten::V,otrzymać,பெறு
983,nehmen::V,wziąć,எடு
984,wählen::V,wybrać,தேர்ந்தெடு
985,auswählen::V,wybrać,தேர்ல்தெடு
986,bewahren::V,zachować,கெடாது பேணு
987,behindern::V,utrudnić,தடங்கல் செய்
988,behindern::V,przeszkadzać,தடங்கல் செய்
989,verderben::V,zepsuć,நாசமாக்கு
990,beschädigen::V,uszkodzić,சேதப்படுத்து
991,zerbrechen::V,złamać,உடை
992,zerreißen::V,drzeć,கிழி
993,zerreißen::V,rozdzierać,கிழி
994,zerstören::V,zniszczyć,அழி
995,verbrennen::V,spalić,எரியூட்டு
996,geben::V,dać,கொடு
997,reichen::V,podać,வழங்கு
998,schenken::V,darować,மொயத்தல்
999,versprechen::V,obiecać,உறுதியளி
1000,wünschen::V,życzyć,ஆசைப்படு
1001,loben::V,chwalić,புகழ்ச்சி கூறு
1002,küssen::V,całować,முத்தமிடு
1003,wiegen::V,kołysać,ஆட்டுத்தல்
1004,zudecken::V,przykryć,உறைபோடு
1005,wecken::V,zbudzić,எழுப்பு
1006,zeigen::V,pokazać,காட்டு
1007,führen::V,wieść,வழிகாட்டி
1008,führen::V,prowadzić,வழிகாட்டி
1009,lehren::V,uczyć,சொல்லிக் கொடு
1010,unterrichten::V,nauczać,அறிவுரை கூறு
1011,aufziehen::V,wychować,வளர்
1012,leiten::V,kierować,அழைத்துச் செல்
1013,antreiben::V,popędzić,தூண்டு
1014,lassen::V,zostawić,விடு
1015,einladen::V,zaprosić,அழை
1016,vereinigen::V,zjednoczyć,ஒன்றாகச் சேர்
1017,besuchen::V,odwiedzić,வருகை புரி
1018,treffen::V,trafić,சந்தி
1019,treffen::V,spotkać,சந்தி
1020,sich versammeln::V,zebrać się,தொகுப்பு
1021,sich versammeln::V,zgromadzić się,தொகுப்பு
1022,spielen::V,grać,விளையாடு
1023,spielen::V,bawić się,விளையாடு
1024,singen::V,śpiewać,பாடு
1025,tanzen::V,pląsać,நடனமாடு
1026,tanzen::V,tańczyć,நடனமாடு
1027,sich trennen::V,rozstać się,தனிப்படடுத்து
1028,verlassen::V,opuścić,கைவிடு
1029,retten::V,ocalić,காப்பாற்று
1030,retten::V,uratować,காப்பாற்று
1031,bewachen::V,pilnować,காவல் செய்
1032,schützen::V,ochronić,பாதுகாப்பு செய்
1033,verteidigen::V,bronić,எதிர்த்து நில்
1034,sich schlagen::V,pobić się,பூசலிடு
1035,schießen::V,strzelać,சுட்டுக் கொல்
1036,siegen::V,zwycziężyć,வெற்றி பெறு
1037,ärgern::V,gniewać,எரிச்சலூட்டு
1038,schlagen::V,bić,அடி
1039,schlagen::V,uderzyć,அடி
1040,treten::V,kopnąć,உதை
1041,stechen::V,ukłuć,கொட்டு
1042,stoßen::V,popchnąć,நெருக்கு
1043,stehlen::V,ukraść,திருடு
1044,stören::V,zakłócić,தொல்லைகொடு
1045,stören::V,przeszkodzić,தொல்லைகொடு
1046,belästigen::V,dokuczać,தொல்லை கொடு
1047,verbergen::V,ukryć,மறை
1048,täuschen::V,łudzić,ஏமாற்று
1049,betrügen::V,oszukać,ஏமாற்று
1050,töten::V,zabić,கொல்
1051,wohnen::V,mieszkać,தங்கியிரு
1052,arbeiten::V,pracować,வேலை செய்
1053,sammeln::V,zebrać,ஒன்றுசேர்
1054,pflücken::V,zerwać,கொய்து எடு
1055,jagen::V,polować,வேட்டையாடு
1056,fischen::V,łowić ryby,மீன் பிடி
1057,fassen::V,złapać,பிடி
1058,hüten::V,paść,காவல் செய்
1059,treiben::V,pędzić,ஓட்டு
1060,anbinden::V,przywiązać,கட்டு
1061,füttern::V,karmić,உணவளி
1062,melken::V,doić,பால் கற
1063,hacken::V,rąbać,வெட்டி எடு
1064,gießen::V,lać,நீர்ப் பாய்ச்சு
1065,gießen::V,podlać,நீர்ப் பாய்ச்சு
1066,reifen::V,dojrzeć,பழு
1067,zubereiten::V,przyrządzić,சமையல் செய்
1068,kochen::V,gotować,வேகவை
1069,backen::V,piec,வெப்பத்தில் வாட்டு
1070,braten::V,piec,பொரியச் செய்
1071,braten::V,smażyć,பொரியச் செய்
1072,umrühren::V,przemieszać,கலக்கு
1073,stricken::V,dziać,பின்னியிழை
1074,nähen::V,szyć,தையல் வேலை செய்
1075,färben::V,pofarbować,வண்ணம் பெறச் செய்
1076,reinigen::V,oczyścić,சுத்தம் செய்
1077,waschen::V,prać,கழுவு
1078,abwischen::V,obetrzeć,துடை
1079,spülen::V,płukać,அலசு
1080,fegen::V,zamiatać,பெறுக்கு
1081,kehren::V,zamieść,பெறுக்கு
1082,baden::V,kąpać się,குளி
1083,sich waschen::V,myć się,கழுவு
1084,ausziehen::V,zdjąć,கழற்று
1085,anziehen::V,włożyć,புனைதல்
1086,sich anziehen::V,ubrać się,உடுத்துதல்
1087,kämmen::V,uczesać,தலை வாரிக் கொள்
1088,schmücken::V,ozdabiać,அழகுபடுத்து
1089,sagen::V,powiedzieć,சொல்
1090,sprechen::V,mówić,பேசு
1091,reden::V,mówić,பெசு
1092,sich unterhalten::V,rozmawiać,இயல்பாக பேசிக்கொண்டிரு
1093,fragen::V,zapytać,கேள்
1094,bitten::V,prosić,வேண்டு
1095,erzählen::V,opowiedzieć,சொல்
1096,mitteilen::V,zawiadomić o,சொல்
1097,nennen::V,nazwać,பெயரிடுதல்
1098,rufen::V,wołać,கூச்சலிடு
1099,prahlen::V,chełpić się,தற்பெருமை பேசு
1100,übersetzen::V,tłumaczyć,மொழிபெயர்ப்பு செய்
1101,denken::V,myśleć,யோசி
1102,glauben::V,sądzić,நம்பு
1103,glauben::V,wierzyć,நம்பு
1104,bemerken::V,zauważyć,கவனி
1105,erkennen::V,poznać,அடையாளம் கண்டுகொள்
1106,begreifen::V,zrozumieć,பற்றிக்கொள்
1107,verstehen::V,rozumieć,புரிந்து கொள்
1108,verstehen::V,dosłyszeć,புரிந்து கொள்
1109,lernen::V,uczyć się,கற்றுக்கொள்
1110,wissen::V,wiedzieć,தெரிந்திரு
1111,sich erinnern an::V,przypomnieć sobie,நினைவு கூர்
1112,vergessen::V,zapomnieć,மற
1113,messen::V,mierzyć,அளவிடு
1114,zählen::V,liczyć,எண்ணு
1115,rechnen::V,rachować,கணக்கிடு
1116,lesen::V,czytać,படி
1117,malen::V,malować,வண்ணச்சித்திரம்
1118,zeichnen::V,rysować,வரை
1119,schreiben::V,pisać,எழுது
1120,besitzen::V,posiadać,உடைமையாகக் கொண்டிரு
1121,kaufen::V,kupić,வாங்கு
1122,verkaufen::V,sprzedać,விற்பனை செய்
1123,bezahlen::V,zapłacić,இறுத்தல்
1124,zahlen::V,płacić,பணம் செலுத்து
1125,beherrschen::V,opanować,ஆட்சிசெய்
1126,ertragen::V,znieść,தாங்கு
