,Concept_ID,is,be
112,Berg::N,fell,гара
113,Berg::N,fjall,гара
114,Gipfel::N,tindur,вяршыня
115,Höhle::N,hellir,пячора
116,Abhang::N,hlíð,схіл
117,Abhang::N,brekka,схіл
118,Quelle::N,lind,крыніца
119,Quelle::N,uppspretta,крыніца
120,Bach::N,lækur,ручай
121,Fluss::N,á,рака
122,Fluss::N,fljót,рака
123,Ufer::N,árbakki,бераг
124,Ufer::N,sjávarbakki,бераг
125,Küste::N,strönd,узбярэжжа
126,Festland::N,meginland,суша
127,Meer::N,haf,мора
128,Meer::N,sjór,мора
129,Bucht::N,vík,бухта
130,Insel::N,eyja,востраў
131,Blume::N,blóm,кветка
132,Gras::N,gras,трава
133,Wurzel::N,rót,корань
134,Baum::N,tré,дрэва
135,Stamm::N,stofn,ствол
136,Rinde::N,börkur,кара
137,Ast::N,grein,сук
138,Zweig::N,angi,галіна
139,Zweig::N,kvistur,галіна
140,Blatt::N,blað,ліст
141,Birke::N,birki,бяроза
142,Kiefer[Baum]::N,fura,хвоя
143,Kiefer[Baum]::N,fura,сасна
144,Weide[Baum]::N,víðir,вярба
145,Tanne::N,greni,яліна
146,Horn::N,horn,рог
147,Feder::N,fjöður,пяро
148,Fell::N,skinn,шкура
149,Flügel::N,vængur,крыло
150,Klaue::N,kló,кіпцюр
151,Kralle::N,kló,лапа
152,Schwanz::N,rófa,хвост
153,Schwanz::N,skott,хвост
154,Ei::N,egg,яйка
155,Nest::N,hreiður,гняздо
156,Bau::N,greni,нара
157,Bau::N,bæli,нара
158,Tier::N,dýr,жывёла
159,Herde::N,hjörð,статак
160,Kuh::N,kýr,карова
161,Bulle::N,boli,бык
162,Pferd::N,hestur,конь
163,Schaf::N,kind,авечка
164,Schwein::N,svín,свіння
165,Hund::N,hundur,сабака
166,Katze::N,köttur,кошка
167,Bär::N,björn,мядзведзь
168,Eichhörnchen::N,íkorni,вавёрка
169,Elch::N,elgur,лось
170,Fuchs::N,refur,ліса
171,Hase::N,héri,заяц
172,Maus::N,mús,мыш
173,Wolf::N,úlfur,воўк
174,Vogel::N,fugl,птах
175,Vogel::N,fugl,птушка
176,Schwarm::N,sægur,чарада
177,Huhn::N,hæna,курыца
178,Hahn::N,hani,певень
179,Gans::N,gæs,гусь
180,Adler::N,örn,арол
181,Ente::N,önd,качка
182,Eule::N,uggla,сава
183,Kranich::N,trana,жораў
184,Kranich::N,trana,журавель
185,Krähe::N,kráka,варона
186,Kuckuck::N,gaukur,зязюля
187,Schwan::N,svanur,лебедзь
188,Fisch::N,fiskur,рыба
189,Barsch::N,aborri,акунь
190,Hecht::N,gedda,шчупак
191,Schlange[Tier]::N,naðra,змяя
192,Wurm::N,ormur,чарвяк
193,Spinne::N,kónguló,павук
194,Ameise::N,maur,мурашка
195,Laus::N,lús,вош
196,Mücke::N,mý,камар
197,Mücke::N,mýfluga,камар
198,Fliege::N,fluga,муха
199,Schmetterling::N,fiðrildi,матыль
200,Beere::N,ber,ягада
201,Apfel::N,epli,яблык
202,Pilz::N,sveppur,грыб
203,Zwiebel::N,laukur,цыбуля
204,Saat::N,fræ,семя
205,Saat::N,útsæði,семя
206,Korn::N,korn,зерне
207,Heu::N,hey,сена
208,Schale::N,hýði,шалупінне
209,Grube::N,gryfja,яма
210,Falle::N,gildra,пастка
211,Schlinge::N,snara,сіло
212,Spur::N,spor,след
213,Asche::N,aska,попел
214,Dreck::N,óþverri,бруд
215,Eisen::N,járn,жалеза
216,Gold::N,gull,золата
217,Silber::N,silfur,сребра
218,Kohle::N,kol,вугаль
219,Glas::N,gler,шкло
220,Lehm::N,leir,гліна
221,Sand::N,sandur,пясок
222,Mensch::N,maður,чалавек
223,Mensch::N,manneskja,чалавек
224,Mann::N,maður,мужчына
225,Mann::N,karlmaður,мужчына
226,Frau::N,kona,жанчына
227,Kind::N,barn,дзіця
228,Kind::N,krakki,дзіця
229,Junge::N,drengur,хлопчык
230,Mädchen::N,stelpa,дзяўчынка
231,Familie::N,fjölskylda,сямʼя
232,Großvater::N,afi,дзядуля
233,Großmutter::N,amma,бабуля
234,Eltern::N,foreldrar,бацькі
235,Vater::N,faðir,бацька
236,Mutter::N,móðir,маці
237,Sohn::N,sonur,сын
238,Tochter::N,dóttir,дачка
239,Bruder::N,bróðir,брат
240,Schwester::N,systir,сястра
241,Onkel::N,föðurbróðir,дзядзька
242,Tante::N,frænka,цётка
243,Tante::N,móðursystir,цётка
244,Ehemann::N,eiginmaður,муж
245,Ehefrau::N,eiginkona,жонка
246,Freude::N,gleði,радасць
247,Gelächter::N,hlátur,смех
248,Glück::N,gæfa,шчасце
249,Kummer::N,sorg,гора
250,Wunsch::N,ósk,жаданне
251,Lust::N,fýsn,цяга
252,Lust::N,löngun,цяга
253,Geist::N,andi,дух
254,Gedanke::N,hugsun,думка
255,Gedächtnis::N,minni,памяць
256,Verstand::N,vit,розум
257,Sinn::N,merking,сэнс
258,Grund::N,ástæða,зачэпка
259,Wahrheit::N,sannleikur,праўда
260,Gespräch::N,samtal,размова
261,Märchen::N,ævintýri,казка
262,Erzählung::N,saga,расказ
263,Erzählung::N,saga,апавяданне
264,Nachricht::N,frétt,вестка
265,Nachricht::N,frétt,паведамленне
266,Neuigkeit::N,frétt,навіна
267,Name::N,nafn,імя
268,Rätsel::N,gáta,загадка
269,Rede::N,ræða,прамова
270,Sprache::N,mál,мова
271,Sprache::N,tungumál,мова
272,Stimme::N,rödd,голас
273,Wort::N,orð,слова
274,Zeichen::N,tákn,знак
275,Zeichen::N,merki,знак
276,Ruf::N,kall,кліч
277,Lärm::N,hávaði,шум
278,Laut::N,hljóð,гук
279,Ton::N,tónn,гучанне
280,Lied::N,ljóð,песня
281,Lied::N,söngur,песня
282,Ruhe::N,ró,спакой
283,Ruhe::N,kyrrð,спакой
284,Leute::N,fólk,людзі
285,Volk::N,þjóð,народ
286,Arbeit::N,vinna,праца
287,Arbeit::N,vinna,работа
288,Gast::N,gestur,госць
289,Geschenk::N,gjöf,падарунак
290,Spiel::N,leikur,гульня
291,Gesellschaft::N,selskapur,таварыства
292,Hilfe::N,hjálp,дапамога
293,Freund::N,vinur,друг
294,Freund::N,vinur,сябар
295,Kamerad::N,félagi,прыяцель
296,Angelegenheit::N,mál,справа
297,Angelegenheit::N,málefni,справа
298,Anzahl::N,tala,колькасць
299,Anzahl::N,fjöldi,колькасць
300,Art::N,tegund,від
301,Stück::N,biti,кусок
302,Stück::N,biti,кавалак
303,Stück::N,stykki,кусок
304,Stück::N,stykki,кавалак
305,Teil::N,hluti,частка
306,Teil::N,partur,частка
307,Hälfte::N,helmingur,палова
308,Hälfte::N,helmingur,палавіна
309,Kreis::N,hringur,круг
310,Kreuz::N,kross,крыж
311,Kreuz::N,krossmark,крыж
312,Linie::N,lína,лінія
313,Strich::N,strik,рыса
314,Abstand::N,millibil,прамежак
315,Entfernung::N,fjarlægð,адлегласць
316,Gegend::N,hérað,мясцовасць
317,Platz::N,pláss,месца
318,Ort::N,staður,месца
319,Seite::N,hlið,бок
320,Mitte::N,miðja,сярэдзіна
321,Gegenstand::N,hlutur,прадмет
322,Sache::N,mál,рэч
323,Rand::N,brún,край
324,Kante::N,rönd,руб
325,Kante::N,rönd,кант
326,Ecke::N,horn,вугал
327,Spitze::N,oddur,кончык
328,Ende::N,endi,канец
329,Loch::N,gat,дзірка
330,Loch::N,hola,дзірка
331,Winkel::N,skot,вугал
332,Winkel::N,krókur,вугал
333,Muster::N,munstur,узор
334,Größe::N,stærð,памер
335,Länge::N,lengd,даўжыня
336,Höhe::N,hæð,вышыня
337,Gewicht::N,vigt,вага
338,Gewicht::N,þyngd,вага
339,Menge::N,magn,колькасць
340,Haufen::N,hrúga,куча
341,Haufen::N,haugur,куча
342,Reihe::N,röð,рад
343,Boot::N,bátur,лодка
344,Ruder::N,ár,вясло
345,Schlitten::N,sleði,сані
346,Ski::N,skíði,лыжа
347,Lagerfeuer::N,varðeldur,вогнішча
348,Last::N,byrði,цяжар
349,Last::N,farmur,цяжар
350,Gang::N,ganga,ход
351,Schritt::N,skref,шаг
352,Schritt::N,skref,крок
353,Norden::N,norður,поўнач
354,Süden::N,suður,поўдзень
355,Westen::N,vestur,захад
356,Osten::N,austur,усход
357,Holz::N,viður,дрэва
358,Holz::N,viður,драўніна
359,Brett::N,fjöl,дошка
360,Platte::N,flötur,пліта
361,Stütze::N,stoð,падпорка
362,Stange::N,stöng,жэрдка
363,Stock::N,prik,палка
364,Stock::N,stafur,палка
365,Stab::N,prik,шост
366,Stab::N,stafur,шост
367,Rohr::N,rör,труба
368,Rohr::N,pípa,труба
369,Haus::N,hús,дом
370,Heim::N,heimili,дом
371,Heim::N,heimili,хата
372,Ofen::N,ofn,печ
373,Fußboden::N,gólf,падлога
374,Tisch::N,borð,стол
375,Stuhl::N,stóll,стул
376,Stuhl::N,stóll,крэсла
377,Wiege::N,vagga,калыска
378,Bett::N,rúm,ложак
379,Bett::N,rúm,пасцель
380,Bett::N,hvíla,ложак
381,Bett::N,hvíla,пасцель
382,Regal::N,hilla,паліца
383,Kiste::N,kassi,скрынка
384,Fenster::N,gluggi,акно
385,Tür::N,dyr,дзверы
386,Tür::N,hurð,дзверы
387,Tor::N,hlið,вароты
388,Zaun::N,girðing,агароджа
389,Zaun::N,limgarður,агароджа
390,Dach::N,þak,дах
391,Leiter::N,stigi,лесвіца
392,Besen::N,sópur,мятла
393,Spaten::N,spaði,лапата
394,Spaten::N,spaði,жалязняк
395,Schaufel::N,skófla,шуфлік
396,Schaufel::N,skófla,лапатка
397,Gabel::N,gaffall,відэлец
398,Löffel::N,skeið,лыжка
399,Messer::N,hnífur,нож
400,Nagel::N,nögl,цвік
401,Netz::N,net,сетка
402,Haken::N,krókur,крук
403,Griff::N,tak,ручка
404,Schloss::N,lás,замок
405,Bild::N,mynd,карціна
406,Figur::N,stytta,фігура
407,Puppe::N,brúða,лялька
408,Beutel::N,poki,мяшок
409,Beutel::N,baggi,мяшок
410,Bündel::N,böggull,вязка
411,Tasche::N,veski,торба
412,Eimer::N,fata,вядро
413,Deckel::N,lok,накрыўка
414,Geschirr::N,leirtau,пасуда
415,Sack::N,sekkur,мех
416,Tasse::N,bolli,кубак
417,Topf::N,pottur,каструля
418,Kessel::N,ketill,кацёл
419,Essen::N,matur,ежа
420,Nahrung::N,fæða,харч
421,Speise::N,réttur,страва
422,Speise::N,matarréttur,страва
423,Fleisch::N,kjöt,мяса
424,Getreide::N,korn,збожжа
425,Brei::N,grautur,каша
426,Brot::N,brauð,хлеб
427,Scheibe::N,sneið,луста
428,Scheibe::N,sneið,скібка
429,Fett::N,fita,тлушч
430,Butter::N,smjör,масла
431,Öl::N,olía,алей
432,Salz::N,salt,соль
433,Suppe::N,súpa,суп
434,Honig::N,hunang,мёд
435,Milch::N,mjólk,малако
436,Tee::N,te,чай
437,Tee::N,te,гарбата
438,Leder::N,skinn,скура
439,Wolle::N,ull,воўна
440,Stoff::N,dúkur,тканіна
441,Nadel::N,nál,іголка
442,Faden::N,þráður,нітка
443,Knopf::N,tala,гузік
444,Knopf::N,hnappur,гузік
445,Knoten::N,hnútur,вузел
446,Farbe::N,málning,фарба
447,Kleidung::N,búningur,адзенне
448,Kleidung::N,klæðnaður,адзенне
449,Hemd::N,skyrta,кашуля
450,Kragen::N,kragi,каўнер
451,Kragen::N,flibbi,каўнер
452,Ärmel::N,ermi,рукаў
453,Hose::N,buxur,штаны
454,Gürtel::N,belti,пояс
455,Mütze::N,húfa,шапка
456,Schuh::N,skór,чаравік
457,Stiefel::N,stígvél,бот
458,Ring::N,hringur,кольца
459,Band::N,band,стужка
460,Kamm::N,greiða,расчоска
461,Spiegel::N,spegill,люстра
462,Riemen::N,ól,рэмень
463,Riemen::N,reim,рэмень
464,Schnur::N,snúra,вяроўка
465,Leine::N,band,павадок
466,Decke::N,teppi,коўдра
467,Kissen::N,koddi,падушка
468,Tuch::N,klútur,хустка
469,Handtuch::N,þurrka,ручнік
470,Handtuch::N,handklæði,ручнік
471,Kraft::N,afl,сіла
472,Kraft::N,kraftur,сіла
473,Stärke::N,styrkur,моц
474,Gesundheit::N,heilsa,здароўе
475,Gesundheit::N,heilbrigði,здароўе
476,Krankheit::N,sjúkdómur,хвароба
477,Schmerz::N,sársauki,боль
478,Wunde::N,sár,рана
479,Fieber::N,hitasótt,гарачка
480,Fieber::N,hitasótt,ліхаманка
481,Arznei::N,lyf,лекі
482,Brücke::N,brú,мост
483,Brunnen::N,brunnur,калодзеж
484,Weide::N,hagi,паша
485,Pfad::N,stígur,сцежка
486,Weg::N,vegur,шлях
487,Weg::N,vegur,дарога
488,Straße::N,gata,вуліца
489,Straße::N,stræti,вуліца
490,Dorf::N,þorp,вёска
491,Stadt::N,borg,горад
492,Brief::N,bréf,ліст
493,Brief::N,bréf,пісьмо
494,Buch::N,bók,кніга
495,Buchstabe::N,bókstafur,літара
496,Zeitung::N,dagblað,газета
497,Leben::N,líf,жыццё
498,Tod::N,dauði,смерць
499,Grab::N,gröf,магіла
500,Kirche::N,kirkja,касцёл
501,Kirche::N,kirkja,царква
502,Sünde::N,synd,грэх
503,Gott::N,guð,бог
504,Arbeiter::N,verkamaður,рабочы
505,Chef::N,yfirmaður,начальнік
506,Meister::N,meistari,майстар
507,Arzt::N,læknir,урач
508,Lehrer::N,kennari,настаўнік
509,Geld::N,peningar,грошы
510,Geschäft::N,viðskipti,заняцце
511,Laden::N,búð,крама
512,Laden::N,búð,магазін
513,Laden::N,verslun,крама
514,Laden::N,verslun,магазін
515,Preis::N,verð,цана
516,Ware::N,vara,тавар
517,Nutzen::N,gagn,выгада
518,Reichtum::N,auður,багацце
519,Welt::N,veröld,свет
520,Land::N,land,краіна
521,Staat::N,ríki,дзяржава
522,König::N,konungur,кароль
523,Macht::N,vald,улада
524,Grenze::N,landamæri,граніца
525,Krieg::N,stríð,вайна
526,Feind::N,fjandmaður,вораг
527,Gewalt::N,ofbeldi,насілле
528,Kampf::N,bardagi,барацьба
529,Bogen[Waffe]::N,bogi,лук
530,Pfeil::N,ör,страла
531,Gewehr::N,byssa,ружжо
532,Fehler::N,villa,памылка
533,Lüge::N,lygi,хлусня
534,Schaden::N,skemmd,шкода
535,Unglück::N,óhamingja,ліха
536,Unglück::N,óhamingja,бядота
537,Schuld::N,sök,віна
538,Alter::N,aldur,узрост
539,Schluss::N,lok,канец
540,Schluss::N,endir,канец
541,Zeit::N,tími,час
542,Tag::N,dagur,дзень
543,Morgen::N,morgunn,ранак
544,Morgen::N,morgunn,раніца
545,Mittag::N,hádegi,паўдня
546,Mittag::N,hádegi,поўдзень
547,Abend::N,kvöld,вечар
548,Nacht::N,nótt,ноч
549,Woche::N,vika,тыдзень
550,Monat::N,mánuður,месяц
551,Jahr::N,ár,год
552,Frühling::N,vor,вясна
553,Sommer::N,sumar,лета
554,Herbst::N,haust,восень
555,Winter::N,vetur,зіма
556,Januar::N,janúar,студзень
557,Februar::N,február,люты
558,März::N,mars,сакавік
559,April::N,apríl,красавік
560,Mai::N,maí,май
561,Mai::N,maí,травень
562,Juni::N,júní,чэрвень
563,Juli::N,júlí,ліпень
564,August::N,ágúst,жнівень
565,September::N,september,верасень
566,Oktober::N,október,кастрычнік
567,November::N,nóvember,лістапад
568,Dezember::N,desember,снежань
569,Montag::N,mánudagur,панядзелак
570,Dienstag::N,þriðjudagur,аўторак
571,Mittwoch::N,miðvikudagur,серада
572,Donnerstag::N,fimmtudagur,чацвер
573,Freitag::N,föstudagur,пятніца
574,Samstag::N,laugardagur,субота
575,Sonntag::N,sunnudagur,нядзеля
576,groß::A,stór,вялікі
577,klein::A,lítill,маленькі
578,lang::A,langur,доўгі
579,kurz::A,stuttur,кароткі
580,breit::A,breiður,шырокі
581,schmal::A,mjór,вузкі
582,dicht::A,þéttur,густы
583,dick[Gegenstand]::A,þykkur,тоўсты
584,dünn::A,þunnur,тонкі
585,fein::A,fíngerður,тонкі
586,fest::A,fastur,моцны
587,flach::A,flatur,плоскі
588,glatt::A,háll,гладкі
589,glatt::A,sléttur,гладкі
590,hart::A,harður,цвёрды
591,weich::A,mjúkur,мяккі
592,rund::A,kringlóttur,круглы
593,spitz::A,oddhvass,спічасты
594,spitz::A,oddhvass,востраканцовы
595,scharf::A,beittur,востры
596,stumpf::A,bitlaus,тупы
597,schwer::A,þungur,цяжкі
598,schön::A,fagur,прыгожы
599,schön::A,fallegur,прыгожы
600,heiß::A,heitur,гарачы
601,warm::A,hlýr,цёплы
602,warm::A,heitur,цёплы
603,kalt::A,kaldur,холадны
604,kühl::A,svalur,халаднаваты
605,frisch::A,frískur,свежы
606,feucht::A,rakur,вільготны
607,feucht::A,þvalur,вільготны
608,nass::A,votur,мокры
609,nass::A,blautur,мокры
610,trocken::A,þurr,сухі
611,voll::A,fullur,поўны
612,leer::A,tómur,пусты
613,offen::A,opinn,адкрыты
614,offen::A,opinn,адчынены
615,geschlossen::A,lokaður,закрыты
616,geschlossen::A,lokaður,зачынены
617,sauber::A,þrifinn,чысты
618,schmutzig::A,óhreinn,брудны
619,schmutzig::A,sóðalegur,брудны
620,roh::A,hrár,сыры
621,reif::A,þroskaður,спелы
622,lecker::A,ljúffengur,смачны
623,süß::A,sætur,салодкі
624,bitter::A,beiskur,горкі
625,sauer::A,súr,кіслы
626,hell::A,bjartur,светлы
627,dunkel::A,dimmur,цёмны
628,schwarz::A,svartur,чорны
629,weiß::A,hvítur,белы
630,rot::A,rauður,чырвоны
631,gelb::A,gulur,жоўты
632,blau::A,blár,сіні
633,grün::A,grænn,зялёны
634,grau::A,grár,шэры
635,bunt::A,marglitur,пяресты
636,billig::A,ódýr,танны
637,teuer::A,dýr,дарагі
638,wertvoll::A,verðmætur,цэнны
639,wertvoll::A,verðmætur,каштоўны
640,blind::A,blindur,сляпы
641,taub::A,heyrnarlaus,глухі
642,kräftig::A,öflugur,магутны
643,stark::A,sterkur,сільны
644,schwach::A,veill,слабы
645,fett::A,feitur,тлусты
646,schlank::A,grannur,стройны
647,schlank::A,spengilegur,стройны
648,hübsch::A,snotur,чароўны
649,hübsch::A,laglegur,чароўны
650,böse::A,illur,злы
651,böse::A,vondur,злы
652,dumm::A,heimskur,дурны
653,faul::A,latur,лянівы
654,fleißig::A,iðinn,руплівы
655,geizig::A,nískur,прагны
656,klug::A,hygginn,разумны
657,geschickt::A,fimur,умелы
658,geschickt::A,laginn,умелы
659,lieb::A,kær,мілы
660,lieb::A,ljúfur,мілы
661,lustig::A,kátur,вясёлы
662,sanft::A,blíður,ласкавы
663,hungrig::A,soltinn,галодны
664,hungrig::A,hungraður,галодны
665,krank::A,sjúkur,хворы
666,nackt::A,nakinn,голы
667,traurig::A,dapur,сумны
668,traurig::A,hryggur,сумны
669,lebendig::A,lifandi,жывы
670,gut::A,góður,добры
671,schlecht::A,slæmur,кепскі
672,schlecht::A,lélegur,кепскі
673,richtig::A,réttur,правільны
674,schlimm::A,slæmur,агідны
675,wahr::A,sannur,сапраўдны
676,alt::A,gamall,стары
677,neu::A,nýr,новы
678,ehemalig::A,fyrrverandi,былы
679,alt[Lebewesen]::A,gamall,стары
680,jung::A,ungur,малады
681,arm::A,vesall,бедны
682,arm::A,fátækur,бедны
683,reich::A,ríkur,багаты
684,reich::A,auðugur,багаты
685,bekannt::A,kunnugur,знаёмы
686,berühmt::A,frægur,славуты
687,fremd::A,framandi,чужы
688,fremd::A,ókunnugur,чужы
689,verschieden::A,ýmis,розны
690,nah::A,nálægur,блізкі
691,fern::A,fjarri,далёкі
692,fern::A,fjarlægur,далёкі
693,linker::A,vinstri,левы
694,rechter::A,hægri,правы
695,anderer::A,annar,іншы
696,anderer::A,annar,другі
697,erster::A,fyrsti,першы
698,zweiter::A,annar,другі
699,dritter::A,þriðji,трэці
700,letzter::A,síðasti,апошні
701,allein::ADV,einn,сам
702,allein::ADV,einn,адзін
703,allein::ADV,aleinn,сам
704,allein::ADV,aleinn,адзін
705,auf einmal::ADV,allt í einu,адразу
706,zusammen::ADV,saman,разам
707,lange::ADV,lengi,доўга
708,plötzlich::ADV,skyndilega,раптам
709,sofort::ADV,strax,зараз
710,sofort::ADV,þegar í stað,зараз
711,später::ADV,seinna,пазней
712,jetzt::ADV,nú,цяпер
713,jetzt::ADV,núna,цяпер
714,heute::ADV,í dag,сёння
715,morgen::ADV,á morgun,заўтра
716,bald::ADV,brátt,хутка
717,bald::ADV,brátt,неўзабаве
718,bald::ADV,bráðum,хутка
719,bald::ADV,bráðum,неўзабаве
720,dann::ADV,svo,потым
721,dann::ADV,síðan,потым
722,gestern::ADV,í gær,учора
723,einst::ADV,forðum,аднойчы
724,damals::ADV,þá,тады
725,damals::ADV,á þeim tímum,тады
726,danach::ADV,á eftir því,затым
727,vorher::ADV,áður,раней
728,zuerst::ADV,fyrst,спярша
729,zuerst::ADV,fyrst,спачатку
730,einmal::ADV,einu sinni,адзін раз
731,manchmal::ADV,stundum,часам
732,oft::ADV,oft,часта
733,immer::ADV,alltaf,заўсёды
734,immer::ADV,sífellt,заўсёды
735,niemals::ADV,aldrei,ніколі
736,hier::ADV,hér,тут
737,hierhin::ADV,hingað,сюды
738,von hier::ADV,héðan,адсюль
739,von hier::ADV,héðan,адгэтуль
740,dort::ADV,þar,там
741,dort::ADV,þarna,там
742,dorthin::ADV,þangað,туды
743,geradeaus::ADV,beint áfram,прама
744,vorwärts::ADV,áfram,наперад
745,rückwärts::ADV,aftur á bak,назад
746,zurück::ADV,aftur,назад
747,zurück::ADV,til baka,назад
748,unten::ADV,niðri,унізе
749,unten::ADV,fyrir neðan,унізе
750,hinab::ADV,niður,уніз
751,hinab::ADV,niður eftir,уніз
752,oben::ADV,uppi,угары
753,oben::ADV,uppi,наверсе
754,hinauf::ADV,upp,угару
755,hinauf::ADV,upp eftir,угару
756,überall::ADV,alls staðar,усюды
757,nicht::ADV,ekki,не
758,ein wenig::ADV,dálítið,трошкі
759,kaum::ADV,varla,ледзьве
760,kaum::ADV,tæplega,ледзьве
761,sehr::ADV,mjög,вельмі
762,so::ADV,svo,так
763,so::ADV,þannig,так
764,noch::ADV,enn,яшчэ
765,noch::ADV,ennþá,яшчэ
766,nur::ADV,bara,толькі
767,nur::ADV,aðeins,толькі
768,schon::ADV,nú þegar,ужо
769,wieder::ADV,aftur,зноў
770,wieder::ADV,að nýju,зноў
771,vergebens::ADV,árangurslaust,дарма
772,vergebens::ADV,árangurslaust,дарэмна
773,vor::PRP,fyrir,перад
774,hinter::PRP,bak við,за
775,hinter::PRP,bak við,ззаду
776,hinter::PRP,aftur fyrir,за
777,hinter::PRP,aftur fyrir,ззаду
778,unter::PRP,undir,пад
779,durch::PRP,gegnum,праз
780,neben::PRP,hjá,каля
781,neben::PRP,við hliðina á,каля
782,zwischen::PRP,milli,між
783,zwischen::PRP,milli,паміж
784,zwischen::PRP,á milli,між
785,zwischen::PRP,á milli,паміж
786,wegen::PRP,vegna,з-за
787,dies::PRN,þetta,гэта
788,das::PRN,það,тое
789,alles::PRN,allt,усё
790,ich::PRN,ég,я
791,du::PRN,þú,ты
792,er::PRN,hann,ён
793,wir::PRN,við,мы
794,ihr::PRN,þið,вы
795,sie::PRN,þær,яны
796,sie::PRN,þeir,яны
797,was::FPRN,hvað,што
798,wer::FPRN,hver,хто
799,wo::FADV,hvar,дзе
800,wohin::FADV,hvert,куды
801,wie::FADV,hvernig,як
802,warum::FADV,hvers vegna,чаму
803,wieviel::FNUM,hve mikill,колькі
804,eins::NUM,einn,адзін
805,zwei::NUM,tveir,два
806,drei::NUM,þrír,тры
807,vier::NUM,fjórir,чатыры
808,fünf::NUM,fimm,пяць
809,sechs::NUM,sex,шесць
810,sieben::NUM,sjö,сем
811,acht::NUM,átta,восем
812,neun::NUM,níu,дзевяць
813,zehn::NUM,tíu,дзесяць
814,elf::NUM,ellefu,адзінаццаць
815,zwölf::NUM,tólf,дванаццаць
816,zwanzig::NUM,tuttugu,дваццаць
817,dreißig::NUM,þrjátíu,трыццаць
