,Concept_ID,fr,kv
820,schon::ADV,déjà,ни
821,wieder::ADV,de nouveau,бӧра
822,vergebens::ADV,en vain,весись
823,vor::PRP,devant,одзас
824,hinter::PRP,derrière,бӧрӧ
825,unter::PRP,sous,увтын
826,unter::PRP,au-dessous de,увтын
827,durch::PRP,par,пыр
828,durch::PRP,à travers,пыр
829,neben::PRP,à côté de,бокам
830,neben::PRP,à côté de,боксиным
831,zwischen::PRP,entre,коласас
832,wegen::PRP,à cause de,понда
833,dies::PRN,ceci,эта
834,das::PRN,ce,сiя
835,das::PRN,cela,сiя
836,alles::PRN,tout,быдӧс
837,ich::PRN,je,ме
838,ich::PRN,moi,ме
839,du::PRN,tu,тэ
840,du::PRN,toi,тэ
841,er::PRN,il,сiя
842,er::PRN,lui,сiя
843,wir::PRN,nous,мийӧ
844,ihr::PRN,vous,ті
845,sie::PRN,ils,нія
846,sie::PRN,elles,нія
847,was::FPRN,que,мый
848,was::FPRN,quoi,мый
849,wer::FPRN,qui,кин
850,wo::FADV,où,кытӧн
851,wohin::FADV,où,кытчӧ
852,wie::FADV,comment,дзик
853,warum::FADV,pourquoi,мыля
854,warum::FADV,pourquoi,мыйсянь
855,wieviel::FNUM,combien,мымда
856,eins::NUM,un,ӧт
857,zwei::NUM,deux,кык
858,drei::NUM,trois,куим
859,vier::NUM,quatre,нёль
860,fünf::NUM,cinq,вит
861,sechs::NUM,six,квать
862,sieben::NUM,sept,сизим
863,acht::NUM,huit,кыкьямыс
864,neun::NUM,neuf,ӧкмыс
865,zehn::NUM,dix,дас
866,elf::NUM,onze,дасотік
867,zwölf::NUM,douze,даскык
868,zwanzig::NUM,vingt,кыкдас
869,dreißig::NUM,trente,куимдас
870,vierzig::NUM,quarante,нёльдас
871,fünfzig::NUM,cinquante,витдас
872,sechzig::NUM,soixante,кватьдас
873,siebzig::NUM,soixante-dix,сизимдас
874,achtzig::NUM,quatre-vingt,кыкьямысдас
875,neunzig::NUM,quatre-vingt-dix,ӧкмысдас
876,hundert::NUM,cent,сто
877,tausend::NUM,mille,тысяча
878,und::CNJ,et,и
879,und::CNJ,et,да
880,oder::CNJ,ou,или
881,stehen::V,être debout,сулавны
882,sitzen::V,être assis,пукавны
883,liegen::V,être couché,куйлыны
884,hängen::V,pendre,ӧшавны
885,werden::V,devenir,лоны
886,passieren::V,se passer,аркмыны
887,beginnen::V,commencer,петны
888,enden::V,finir,-сь
889,enden::V,finir,бырны
890,enden::V,se terminer,-сь
891,enden::V,se terminer,бырны
892,wechseln::V,changer,вежсьыны
893,wechseln::V,alterner,вежсьыны
894,aufgehen[Sonne]::V,se lever,петавны
895,untergehen[Sonne]::V,se coucher,пуксьыны
896,scheinen[Sonne]::V,briller,югьявны
897,donnern::V,tonner,гымавны
898,wehen::V,souffler,пӧлявны
899,strömen::V,affluer,киссьыны
900,fließen::V,couler,визывтны
901,sich drehen::V,tourner,бергавны
902,schwanken::V,osciller,кӧвьясьны
903,schwanken::V,chanceler,кӧвьясьны
904,schwingen::V,vibrer,дюттясьны
905,schwingen::V,osciller,дюттясьны
906,fallen::V,tomber,усьны
907,brennen::V,brûler,сотчыны
908,brennen::V,flamber,сотчыны
909,rauchen::V,fumer,тшынасьны
910,regnen::V,pleuvoir,зэрны
911,gefrieren::V,geler,гегдыны
912,tauen::V,dégeler,сывны
913,schmelzen::V,fondre,сывны
914,trocknen::V,sécher,косьмыны
915,sieden::V,bouillir,пизьны
916,faulen::V,pourrir,нёльзьыны
917,faulen::V,se putréfier,нёльзьыны
918,verfaulen::V,pourrir,тӧрмыны
919,verfaulen::V,pourrir,сiсьмыны
920,reißen::V,rompre,косясьны
921,reißen::V,se déchirer,косясьны
922,versinken::V,s'enfoncer,вӧйны
923,vergehen::V,passer,мунны
924,erscheinen::V,apparaître,мыччисьны
925,verschwinden::V,disparaître,ӧшны
926,sinken::V,descendre,ямны
927,sinken::V,s'abaisser,ямны
928,abnehmen::V,diminuer,ямны
929,zunehmen::V,augmenter,паськавны
930,steigen::V,monter,лэбтiсьны
931,wachsen::V,croître,быдмыны
932,glänzen::V,briller,свиттявны
933,funkeln::V,étinceler,югйовтлыны
934,funkeln::V,étinceler,югйӧв-керны
935,lärmen::V,faire du bruit,чавзыны
936,läuten::V,sonner,диньгыны
937,klingeln::V,sonner,силькӧтны
938,klirren::V,cliqueter,жольӧтны
939,brausen::V,mugir,гуасьны
940,rauschen::V,bruire,кышӧтны
941,klingen::V,sonner,горавны
942,bellen::V,aboyer,увтны
943,bellen::V,aboyer,вувтны
944,heulen::V,hurler,уннявны
945,blasen::V,souffler,пӧлявны
946,pfeifen::V,siffler,пиксыны
947,schreien::V,crier,айзыны
948,stöhnen::V,gémir,ойзыны
949,stöhnen::V,gémir,ружтыны
950,zittern::V,trembler,легьявны
951,leben::V,vivre,овны
952,geboren werden::V,naître,шогмыны
953,atmen::V,respirer,лолавны
954,trinken::V,boire,юны
955,essen::V,manger,сёйны
956,schlucken::V,avaler,ньылавны
957,müde werden::V,se lasser,мыдзны
958,müde werden::V,se fatiguer,мыдзны
959,einschlafen::V,s'endormir,ланьтны
960,schlafen::V,dormir,узьны
961,aufwachen::V,se réveiller,саймыны
962,aufwachen::V,se réveiller,пальмыны
963,aufstehen::V,se lever,сувтны
964,sich erholen::V,se reposer,шоччисьлыны
965,sich erholen::V,se détendre,шоччисьлыны
966,krank werden::V,tomber malade,моржитны
967,krank sein::V,être malade,шогавны
968,krank sein::V,être malade,визьӧтны
969,schmerzen::V,faire mal,висьны
970,husten::V,tousser,кашляйтны
971,genesen::V,guérir,бурдны
972,genesen::V,se remettre,бурдны
973,sterben::V,mourir,кувны
974,umkommen::V,périr,вийсьыны
975,sich bewegen::V,bouger,локны
976,sich bewegen::V,bouger,ветлӧтны
977,sich rühren::V,broncher,вӧрзьӧтчыны
978,sich erheben::V,se lever,сувтны
979,sich setzen::V,s'asseoir,пуксьыны
980,hinfallen::V,tomber,пӧрласьны
981,laufen::V,marcher,мунны
982,laufen::V,aller à pied,мунны
983,schreiten::V,marcher,тальччавны
984,spazierengehen::V,se promener,котрасьны
985,eilen::V,courir,тэрмасьны
986,sich beeilen::V,se hâter,тэрмасьны
987,sich beeilen::V,se dépêcher,тэрмасьны
988,sausen::V,filer,вирдавны-котӧртны
989,rennen::V,courir,
990,springen::V,sauter,чеччавны
991,klettern::V,grimper,кышасьны
992,schaukeln::V,se balancer,чурликасьны
993,kriechen::V,ramper,кыскасьны-мунны
994,schwimmen::V,nager,вартчыны
995,tauchen::V,plonger,сунгисьны ваӧ
996,rudern::V,ramer,сынны
997,fahren::V,aller,мунны
998,fahren::V,rouler,мунны
999,fliegen::V,voler,лэбавны
1000,gehen::V,aller,мунны
1001,weggehen::V,s'en aller,мунны
1002,abfahren::V,partir,иньдӧтчыны
1003,abfahren::V,partir,мунны
1004,anhalten::V,s'arrêter,сувтны
1005,hineingehen::V,entrer,пырны
1006,eintreten::V,entrer,пырны
1007,kommen::V,venir,локны
1008,ankommen::V,arriver,локны
1009,zurückkommen::V,revenir,бертны
1010,zurückkommen::V,revenir,панӧвтсьыны
1011,bleiben::V,rester,кольччыны
1012,bleiben::V,demeurer,кольччыны
1013,warten::V,attendre,видзчисьны
1014,erwarten::V,attendre,видзчисьны
1015,suchen::V,chercher,кошшыны
1016,finden::V,trouver,адззыны
1017,versuchen::V,essayer,пондыны
1018,versuchen::V,essayer,пондӧтны
1019,vorbereiten::V,préparer,лӧсьӧтны
1020,lieben::V,aimer,милуйтны
1021,mögen::V,aimer,радейтны
1022,mögen::V,vouloir,радейтны
1023,lachen::V,rire,серавны
1024,rühren::V,toucher,сьӧлӧм вӧрзьӧтны
1025,rühren::V,attendrir,сьӧлӧм вӧрзьӧтны
1026,weinen::V,pleurer,горзыны
1027,schimpfen::V,gronder,видчыны
1028,sich ärgern::V,se fâcher,лёкавны
1029,sich fürchten::V,avoir peur,повны
1030,fürchten::V,craindre,повны
1031,fürchten::V,avoir peur de,повны
1032,fliehen::V,fuir,пышшыны
1033,flüchten::V,s'enfuir,пышшыны
1034,sehen::V,voir,адззыны
1035,anschauen::V,regarder,видзӧтны
1036,ansehen::V,regarder,видзӧтны
1037,hören::V,entendre,кывны
1038,zuhören::V,écouter,кывзыны
1039,probieren::V,goûter,пешлыны
1040,riechen::V,sentir,дукавны
1041,fühlen::V,sentir,кывны
1042,scheinen::V,sembler,декуйтчыны
1043,scheinen::V,paraître,декуйтчыны
1044,zu sehen sein::V,se voir,тыдавны
1045,zu sehen sein::V,être visible,тыдавны
1046,vernehmen::V,entendre,тӧдмавны
1047,vernehmen::V,percevoir,тӧдмавны
1048,frieren::V,avoir froid,гегдыны
1049,tun::V,faire,керны
1050,können::V,savoir,вермыны
1051,können::V,pouvoir,вермыны
1052,wollen::V,vouloir,мӧдны
1053,anfangen::V,commencer,петны
1054,beenden::V,finir,ештӧтны
1055,beenden::V,finir,керыштны
1056,beenden::V,terminer,ештӧтны
1057,beenden::V,terminer,керыштны
1058,aufhören::V,cesser,дугдыны
1059,aufhören::V,arrêter,дугдыны
1060,gelingen::V,réussir,шогмыны
1061,geraten::V,réussir,мыччисьны
1062,öffnen::V,ouvrir,осьтны
1063,schließen::V,fermer,пӧднавны
1064,stellen::V,poser,сувтӧтны
1065,stellen::V,mettre,сувтӧтны
1066,setzen::V,placer,пуксьӧтны
1067,legen::V,placer,пуктыны
1068,berühren::V,toucher,вӧрзьӧтны
1069,verbinden::V,lier,йитны
1070,bedecken::V,couvrir,вевттьыны
1071,aufhängen::V,accrocher,ӧшӧтны
1072,anzünden::V,allumer,ӧзтыны
1073,aufheben::V,ramasser,лэбтыны
1074,zurücklassen::V,laisser,кольны
1075,verlieren::V,perdre,ӧштыны
1076,fallen lassen::V,lâcher,уськӧтны
1077,fallen lassen::V,laisser tomber,уськӧтны
1078,machen::V,faire,керны
1079,herstellen::V,produire,вӧчны
1080,herstellen::V,fabriquer,вӧчны
1081,bauen::V,bâtir,строитны
1082,bauen::V,construire,строитны
1083,reparieren::V,réparer,вочны
1084,verbessern::V,améliorer,бурсьӧтны
1085,ändern::V,changer,вежны
1086,ändern::V,modifier,вежны
1087,graben::V,creuser,гарйыны
1088,beugen::V,plier,кусіньтны
1089,beugen::V,ployer,кусіньтны
1090,biegen::V,courber,чукыльтыштны
1091,drehen::V,tordre,бергӧтны
1092,drehen::V,tourner,бергӧтны
1093,wenden::V,retourner,бергӧтны
1094,umdrehen::V,tourner,бергӧтны
1095,heben::V,soulever,лэбтыны
1096,hochheben::V,lever,лэбтыны
1097,ergreifen::V,saisir,кватитны
1098,ergreifen::V,prendre,кватитны
1099,halten::V,tenir,видзны
1100,drücken::V,presser,личкыны
1101,schieben::V,pousser,тойлавны
1102,kratzen::V,gratter,шаркӧтны
1103,kratzen::V,égratigner,шаркӧтны
1104,lecken::V,lécher,нювны
1105,beißen::V,mordre,йирны
1106,abreißen::V,arracher,орӧтны
1107,abschneiden::V,couper,шӧрыштны
1108,abschneiden::V,couper,вундыштны
1109,binden::V,lier,гӧрдззыны
1110,binden::V,attacher,гӧрдззыны
1111,stecken::V,enfoncer,мӧртны
1112,brechen::V,rompre,жугдыны
1113,klopfen::V,frapper,зукӧтны
1114,hauen::V,frapper,желльыны
1115,kleben::V,coller,лякӧтны
1116,reiben::V,frotter,зыртны
1117,streichen::V,empâter,мавтны
1118,schleifen::V,affiler,кыскыны
1119,schleifen::V,aiguiser,кыскыны
1120,schneiden::V,couper,вундавны
1121,schneiden::V,trancher,вундавны
1122,rütteln::V,cahoter,шатлавны
1123,schütteln::V,secouer,зыбӧтны
1124,schwenken::V,agiter,ӧвтны
1125,schwenken::V,agiter,макайтны
1126,schütten::V,verser,кисьтны
1127,füllen::V,remplir,тыртны
1128,füllen::V,remplir,тырсьӧтны
1129,einwickeln::V,envelopper,тубны
1130,tragen::V,porter,новйӧтны
1131,schleppen::V,traîner,кыскыны
1132,ziehen::V,tirer,кыскыны
1133,aufbewahren::V,garder,видзны
1134,aufbewahren::V,conserver,видзны
1135,werfen::V,jeter,шентывлыны
1136,werfen::V,lancer,шентывлыны
1137,fangen::V,attraper,кутны
1138,packen::V,agripper,кутасьны
1139,packen::V,agripper,кватитны
1140,verstecken::V,cacher,дзебны
1141,teilen::V,diviser,торйӧтны
1142,schicken::V,envoyer,иньдыны
1143,bringen::V,apporter,вайны
1144,hinzufügen::V,ajouter,содтыны
1145,bekommen::V,obtenir,получитны
1146,erhalten::V,recevoir,получитны
1147,nehmen::V,prendre,босьтны
1148,wählen::V,choisir,бӧрйыны
1149,auswählen::V,choisir,бӧрйыны
1150,auswählen::V,sélectionner,бӧрйыны
1151,bewahren::V,préserver,видзны
1152,behindern::V,gêner,падтыны
1153,verderben::V,gâter,изводавны
1154,verderben::V,corrompre,изводавны
1155,beschädigen::V,endommager,паздыны
1156,zerbrechen::V,casser,паздыны
1157,zerreißen::V,déchirer,косявны
1158,zerstören::V,détruire,паздыны
1159,verbrennen::V,brûler,сотны
1160,geben::V,donner,сетны
1161,reichen::V,tendre,сетны
1162,schenken::V,offrir,козьнавны
1163,versprechen::V,promettre,кӧсйыны
1164,wünschen::V,souhaiter,бурсьыны
1165,loben::V,louer,ошкыны
1166,küssen::V,embrasser,окавны
1167,wiegen::V,bercer,тюттьӧтны
1168,zudecken::V,couvrir,вевттьыны
1169,wecken::V,éveiller,саймӧтны
1170,wecken::V,réveiller,саймӧтны
1171,zeigen::V,montrer,мыччавны
1172,zeigen::V,faire voir,мыччавны
1173,führen::V,guider,нуӧтны
1174,lehren::V,apprendre,велӧтны
1175,unterrichten::V,instruire,велӧтны
1176,aufziehen::V,élever,быдтыны
1177,leiten::V,diriger,юравны
1178,leiten::V,diriger,веськӧтлыны
1179,leiten::V,conduire,юравны
1180,leiten::V,conduire,веськӧтлыны
1181,antreiben::V,pousser,тэрмӧтны
1182,lassen::V,faire,-ӧтыны
1183,einladen::V,inviter,корны
1184,vereinigen::V,unir,ӧтувтны
1185,vereinigen::V,unir,ӧтлаавны
1186,vereinigen::V,réunir,ӧтувтны
1187,vereinigen::V,réunir,ӧтлаавны
1188,besuchen::V,visiter,пыравлыны
1189,besuchen::V,aller voir,пыравлыны
1190,treffen::V,rencontrer,пантавны
1191,sich versammeln::V,s'assembler,ӧксьыны
1192,spielen::V,jouer,орсны
1193,singen::V,chanter,сьывны
1194,tanzen::V,danser,йӧктыны
1195,sich trennen::V,se séparer,торьясьны
1196,verlassen::V,quitter,кольны
1197,retten::V,sauver,мынтны
1198,bewachen::V,garder,смекайтны
1199,schützen::V,protéger,дорйыны
1200,verteidigen::V,défendre,дорйыны
1201,sich schlagen::V,se taper,тышкасьны
1202,schießen::V,tirer,лыйны
1203,siegen::V,vaincre,вермыны
1204,ärgern::V,agacer,лӧгӧтны
1205,schlagen::V,battre,базнитны
1206,schlagen::V,frapper,базнитны
1207,treten::V,botter,чужьявны
1208,treten::V,donner un coup de pied à,чужьявны
1209,stechen::V,piquer,бытшкыны
1210,stoßen::V,heurter,тапкыны
1211,stoßen::V,heurter,тойыштны
1212,stehlen::V,voler,гусявны
1213,stören::V,gêner,костіавны
1214,stören::V,déranger,костіавны
1215,belästigen::V,molester,назыляйтны
1216,belästigen::V,importuner,назыляйтны
1217,verbergen::V,cacher,дзебны
1218,verbergen::V,dissimuler,дзебны
1219,täuschen::V,abuser,бӧбӧтны
1220,täuschen::V,abuser,пӧрьявны
1221,täuschen::V,tromper,бӧбӧтны
1222,täuschen::V,tromper,пӧрьявны
1223,betrügen::V,duper,муклачитны
1224,betrügen::V,frauder,муклачитны
1225,töten::V,tuer,вийны
1226,wohnen::V,habiter,овны
1227,wohnen::V,demeurer,овны
1228,arbeiten::V,travailler,уджавны
1229,sammeln::V,collectionner,ӧктыны
1230,pflücken::V,cueillir,судзлавны
1231,jagen::V,chasser,вӧравны
1232,fischen::V,pêcher,чериавны
1233,fassen::V,capturer,кутны
1234,hüten::V,garder,вердны
1235,hüten::V,garder,йирсьӧтны
1236,treiben::V,mener,вашӧтны
1237,anbinden::V,attacher,кӧртавны
1238,füttern::V,faire manger,вердны
1239,melken::V,traire,высьтыны
1240,melken::V,traire,чилькӧтны
1241,hacken::V,fendre,керавны
1242,gießen::V,arroser,киськавны
1243,reifen::V,mûrir,кисьмыны
1244,zubereiten::V,préparer,лӧсьӧтны
1245,kochen::V,cuire,пуны
1246,backen::V,cuire,пӧжавны
1247,braten::V,rôtir,жаритны
1248,umrühren::V,remuer,соравны
1249,stricken::V,tricoter,домавны
1250,nähen::V,coudre,вурны
1251,färben::V,teindre,краситны
1252,reinigen::V,nettoyer,весӧтны
1253,waschen::V,laver,пеславны
1254,abwischen::V,essuyer,чышкыны
1255,spülen::V,rincer,гывьявны
1256,fegen::V,balayer,чышкыны
1257,kehren::V,balayer,чышкыны
1258,baden::V,se baigner,купайтчыны 
1259,sich waschen::V,se laver,миссьыны
1260,ausziehen::V,ôter,гыжтӧтны
1261,ausziehen::V,ôter,пӧрччавны
1262,ausziehen::V,enlever,гыжтӧтны
1263,ausziehen::V,enlever,пӧрччавны
1264,anziehen::V,mettre,пасьтавны
1265,sich anziehen::V,s'habiller,пасьтасьны
1266,kämmen::V,peigner,сынавны
1267,schmücken::V,orner,баситны
1268,schmücken::V,décorer,баситны
1269,sagen::V,dire,висьтавны
1270,sprechen::V,parler,шуны
1271,reden::V,parler,баитны
1272,sich unterhalten::V,bavarder,сёрнитны
1273,sich unterhalten::V,s'entretenir,сёрнитны
1274,fragen::V,demander,юавны
1275,bitten::V,prier,корны
1276,erzählen::V,raconter,висьтавны
1277,mitteilen::V,communiquer,висьтавны
1278,nennen::V,nommer,нимтны
1279,nennen::V,appeler,нимтны
1280,rufen::V,appeler,китсавны
1281,rufen::V,appeler,корны
1282,rufen::V,appeler,чукӧстны
1283,prahlen::V,se vanter,ошшасьны
1284,übersetzen::V,traduire,вуджӧтны
1285,denken::V,penser,чайтны
1286,glauben::V,croire,веритны
1287,bemerken::V,remarquer,казявны
1288,bemerken::V,apercevoir,казявны
1289,erkennen::V,reconnaître,тӧдсавны
1290,begreifen::V,concevoir,вежӧртны
1291,verstehen::V,entendre,кывны
1292,verstehen::V,comprendre,кывны
1293,lernen::V,apprendre,велӧтчыны
1294,wissen::V,savoir,тӧдны
1295,sich erinnern an::V,se souvenir de,касьтывны
1296,vergessen::V,oublier,вунӧтны
1297,messen::V,mesurer,меряйтны
1298,zählen::V,compter,лыддьыны
1299,rechnen::V,calculer,лыддьыны
1300,lesen::V,lire,лыддьӧтны
1301,malen::V,peindre,
1302,zeichnen::V,dessiner,гижмавны
1303,schreiben::V,écrire,гижны
1304,besitzen::V,posséder,лоны
1305,kaufen::V,acheter,небны
1306,verkaufen::V,vendre,вузавны
1307,bezahlen::V,payer,вештыны
1308,zahlen::V,payer,вештыны
1309,beherrschen::V,dominer,
1310,beherrschen::V,maîtriser,
1311,ertragen::V,tolérer,терпитны
1312,ertragen::V,supporter,терпитны
