,Concept_ID,sq,kv
789,durch::PRP,nëpër,пыр
790,neben::PRP,pranë,бокам
791,neben::PRP,pranë,боксиным
792,neben::PRP,përbri,бокам
793,neben::PRP,përbri,боксиным
794,zwischen::PRP,midis,коласас
795,zwischen::PRP,ndërmjet,коласас
796,wegen::PRP,për,понда
797,dies::PRN,ky,эта
798,das::PRN,ky,сiя
799,alles::PRN,gjithçka,быдӧс
800,ich::PRN,unë,ме
801,du::PRN,ti,тэ
802,er::PRN,ai,сiя
803,wir::PRN,ne,мийӧ
804,ihr::PRN,ju,ті
805,sie::PRN,ata,нія
806,was::FPRN,ç',мый
807,was::FPRN,çfarë,мый
808,wer::FPRN,kush,кин
809,wo::FADV,ku,кытӧн
810,wohin::FADV,për ku,кытчӧ
811,wie::FADV,si,дзик
812,warum::FADV,pse,мыля
813,warum::FADV,pse,мыйсянь
814,warum::FADV,përse,мыля
815,warum::FADV,përse,мыйсянь
816,wieviel::FNUM,sa,мымда
817,eins::NUM,një,ӧт
818,zwei::NUM,dy,кык
819,drei::NUM,tre,куим
820,vier::NUM,katër,нёль
821,fünf::NUM,pesë,вит
822,sechs::NUM,gjashtë,квать
823,sieben::NUM,shtatë,сизим
824,acht::NUM,tetë,кыкьямыс
825,neun::NUM,nëntë,ӧкмыс
826,zehn::NUM,dhjetë,дас
827,elf::NUM,njëmbëdhjetë,дасотік
828,zwölf::NUM,dymbëdhjetë,даскык
829,zwanzig::NUM,njëzet,кыкдас
830,dreißig::NUM,tridhjetë,куимдас
831,vierzig::NUM,dyzet,нёльдас
832,fünfzig::NUM,pesëdhjetë,витдас
833,sechzig::NUM,gjashtëdhjetë,кватьдас
834,siebzig::NUM,shtatëdhjetë,сизимдас
835,achtzig::NUM,tetëdhjetë,кыкьямысдас
836,neunzig::NUM,nëntëdhjetë,ӧкмысдас
837,hundert::NUM,qind,сто
838,tausend::NUM,mijë,тысяча
839,und::CNJ,e,и
840,und::CNJ,e,да
841,und::CNJ,dhe,и
842,und::CNJ,dhe,да
843,oder::CNJ,a,или
844,oder::CNJ,apo,или
845,stehen::V,rri,сулавны
846,sitzen::V,rri,пукавны
847,liegen::V,rri shtrirë,куйлыны
848,hängen::V,varem,ӧшавны
849,werden::V,bëhem,лоны
850,passieren::V,ndodh,аркмыны
851,beginnen::V,filloj,петны
852,enden::V,përfundoj,-сь
853,enden::V,përfundoj,бырны
854,wechseln::V,ndërroj,вежсьыны
855,aufgehen[Sonne]::V,hapem,петавны
856,untergehen[Sonne]::V,hyj,пуксьыны
857,untergehen[Sonne]::V,perëndoj,пуксьыны
858,scheinen[Sonne]::V,ndriçoj,югьявны
859,donnern::V,gjëmoj,гымавны
860,donnern::V,bubulloj,гымавны
861,wehen::V,fryj,пӧлявны
862,strömen::V,derdh,киссьыны
863,fließen::V,rrjedh,визывтны
864,sich drehen::V,rrotullohem,бергавны
865,schwanken::V,dyzoj,кӧвьясьны
866,schwingen::V,dridhem,дюттясьны
867,fallen::V,bie,усьны
868,brennen::V,digjem,сотчыны
869,rauchen::V,nxjerr tym,тшынасьны
870,regnen::V,bie shi,зэрны
871,gefrieren::V,ngrij,гегдыны
872,tauen::V,shkrij,сывны
873,schmelzen::V,shkrij,сывны
874,trocknen::V,thaj,косьмыны
875,sieden::V,ziej,пизьны
876,faulen::V,kalbem,нёльзьыны
877,faulen::V,prishem,нёльзьыны
878,verfaulen::V,kalbem,тӧрмыны
879,verfaulen::V,kalbem,сiсьмыны
880,reißen::V,grisem,косясьны
881,reißen::V,shqyhem,косясьны
882,versinken::V,humboj,вӧйны
883,vergehen::V,kaloj,мунны
884,erscheinen::V,dukem,мыччисьны
885,verschwinden::V,zhdukem,ӧшны
886,sinken::V,ulem,ямны
887,abnehmen::V,pakësohem,ямны
888,abnehmen::V,zvogëlohem,ямны
889,zunehmen::V,shtohem,паськавны
890,steigen::V,rritem,лэбтiсьны
891,wachsen::V,rritem,быдмыны
892,glänzen::V,vezulloj,свиттявны
893,funkeln::V,xixoj,югйовтлыны
894,funkeln::V,xixoj,югйӧв-керны
895,funkeln::V,xixëlloj,югйовтлыны
896,funkeln::V,xixëlloj,югйӧв-керны
897,lärmen::V,oshtij,чавзыны
898,lärmen::V,zhurmoj,чавзыны
899,läuten::V,bie,диньгыны
900,klingeln::V,i bie ziles,силькӧтны
901,klirren::V,kërcëlloj,жольӧтны
902,brausen::V,gjëmoj,гуасьны
903,rauschen::V,fëshfërij,кышӧтны
904,klingen::V,tingëlloj,горавны
905,bellen::V,leh,увтны
906,bellen::V,leh,вувтны
907,heulen::V,ulërij,уннявны
908,blasen::V,fryj,пӧлявны
909,pfeifen::V,fishkëllej,пиксыны
910,schreien::V,bërtas,айзыны
911,stöhnen::V,rënkoj,ойзыны
912,stöhnen::V,rënkoj,ружтыны
913,zittern::V,trembem,легьявны
914,leben::V,rroj,овны
915,leben::V,jetoj,овны
916,geboren werden::V,lind,шогмыны
917,atmen::V,marr frymë,лолавны
918,trinken::V,pi,юны
919,essen::V,ha,сёйны
920,schlucken::V,gëlltis,ньылавны
921,schlucken::V,kapërdij,ньылавны
922,müde werden::V,lodhem,мыдзны
923,einschlafen::V,bie të fle,ланьтны
924,schlafen::V,fle,узьны
925,aufwachen::V,zgjohem,саймыны
926,aufwachen::V,zgjohem,пальмыны
927,aufstehen::V,çohem,сувтны
928,aufstehen::V,ngrihem,сувтны
929,sich erholen::V,qetësohem,шоччисьлыны
930,sich erholen::V,shtendosem,шоччисьлыны
931,krank werden::V,bie i sëmurë,моржитны
932,krank sein::V,jam i sëmurë,шогавны
933,krank sein::V,jam i sëmurë,визьӧтны
934,schmerzen::V,dhemb,висьны
935,husten::V,kollitem,кашляйтны
936,genesen::V,shërohem,бурдны
937,sterben::V,vdes,кувны
938,umkommen::V,vdes,вийсьыны
939,umkommen::V,mbaroj,вийсьыны
940,sich bewegen::V,shkundem,локны
941,sich bewegen::V,shkundem,ветлӧтны
942,sich rühren::V,lëviz,вӧрзьӧтчыны
943,sich erheben::V,ngrihem,сувтны
944,sich setzen::V,ulem,пуксьыны
945,hinfallen::V,gremisem,пӧрласьны
946,laufen::V,eci,мунны
947,schreiten::V,çapem,тальччавны
948,spazierengehen::V,shëtis,котрасьны
949,eilen::V,ngas,тэрмасьны
950,sich beeilen::V,nxitoj,тэрмасьны
951,sausen::V,eci shpejt,вирдавны-котӧртны
952,rennen::V,vrapoj,
953,springen::V,kërcej,чеччавны
954,klettern::V,hipi,кышасьны
955,schaukeln::V,kolovitem,чурликасьны
956,kriechen::V,zvarritem,кыскасьны-мунны
957,schwimmen::V,notoj,вартчыны
958,tauchen::V,zhytem,сунгисьны ваӧ
959,rudern::V,vozis,сынны
960,fahren::V,shkoj,мунны
961,fliegen::V,fluturoj,лэбавны
962,gehen::V,eci,мунны
963,gehen::V,shkoj,мунны
964,weggehen::V,vete,мунны
965,abfahren::V,nisem,иньдӧтчыны
966,abfahren::V,nisem,мунны
967,anhalten::V,ndalem,сувтны
968,hineingehen::V,futem,пырны
969,eintreten::V,hyj,пырны
970,kommen::V,vij,локны
971,ankommen::V,arrij,локны
972,ankommen::V,mbërrij,локны
973,zurückkommen::V,kthehem,бертны
974,zurückkommen::V,kthehem,панӧвтсьыны
975,bleiben::V,mbetem,кольччыны
976,bleiben::V,qëndroj,кольччыны
977,warten::V,pres,видзчисьны
978,erwarten::V,pres,видзчисьны
979,suchen::V,kërkoj,кошшыны
980,finden::V,gjej,адззыны
981,versuchen::V,mundohem,пондыны
982,versuchen::V,mundohem,пондӧтны
983,vorbereiten::V,përgatis,лӧсьӧтны
984,lieben::V,dashuroj,милуйтны
985,mögen::V,dua,радейтны
986,lachen::V,qesh,серавны
987,rühren::V,mallëngjej,сьӧлӧм вӧрзьӧтны
988,weinen::V,qaj,горзыны
989,schimpfen::V,shaj,видчыны
990,sich ärgern::V,bëhem verem,лёкавны
991,sich fürchten::V,kam frikë,повны
992,sich fürchten::V,frikësohem,повны
993,fürchten::V,kam frikë nga,повны
994,fliehen::V,arratisem,пышшыны
995,flüchten::V,iki,пышшыны
996,sehen::V,shoh,адззыны
997,anschauen::V,shikoj,видзӧтны
998,ansehen::V,shikoj,видзӧтны
999,hören::V,dëgjoj,кывны
1000,zuhören::V,veshtoj,кывзыны
1001,probieren::V,provoj,пешлыны
1002,riechen::V,nuhas,дукавны
1003,fühlen::V,ndiej,кывны
1004,scheinen::V,ndriçoj,декуйтчыны
1005,zu sehen sein::V,dukem,тыдавны
1006,vernehmen::V,dëgjoj,тӧдмавны
1007,frieren::V,mërdhij,гегдыны
1008,tun::V,bëj,керны
1009,können::V,mund,вермыны
1010,wollen::V,dua,мӧдны
1011,wollen::V,dëshiroj,мӧдны
1012,anfangen::V,filloj,петны
1013,beenden::V,kryej,ештӧтны
1014,beenden::V,kryej,керыштны
1015,beenden::V,mbaroj,ештӧтны
1016,beenden::V,mbaroj,керыштны
1017,aufhören::V,pushoj,дугдыны
1018,gelingen::V,më shkon mbarë,шогмыны
1019,geraten::V,del,мыччисьны
1020,öffnen::V,hap,осьтны
1021,schließen::V,mbyll,пӧднавны
1022,stellen::V,vë,сувтӧтны
1023,setzen::V,vë,пуксьӧтны
1024,legen::V,vë,пуктыны
1025,berühren::V,rrok,вӧрзьӧтны
1026,verbinden::V,bashkoj,йитны
1027,bedecken::V,mbuloj,вевттьыны
1028,aufhängen::V,var,ӧшӧтны
1029,anzünden::V,ndez,ӧзтыны
1030,aufheben::V,ngre,лэбтыны
1031,zurücklassen::V,lë pas,кольны
1032,verlieren::V,humb,ӧштыны
1033,fallen lassen::V,lëshoj,уськӧтны
1034,machen::V,bëj,керны
1035,herstellen::V,prodhoj,вӧчны
1036,bauen::V,ndërtoj,строитны
1037,reparieren::V,ndreq,вочны
1038,reparieren::V,meremetoj,вочны
1039,verbessern::V,përmirësoj,бурсьӧтны
1040,ändern::V,ndërroj,вежны
1041,graben::V,gërmoj,гарйыны
1042,beugen::V,kërrus,кусіньтны
1043,biegen::V,përkul,чукыльтыштны
1044,drehen::V,dredh,бергӧтны
1045,drehen::V,rrotulloj,бергӧтны
1046,wenden::V,kthej,бергӧтны
1047,umdrehen::V,kthej,бергӧтны
1048,heben::V,ngre,лэбтыны
1049,hochheben::V,ngre,лэбтыны
1050,ergreifen::V,rrëmbej,кватитны
1051,halten::V,mbaj,видзны
1052,drücken::V,shtyp,личкыны
1053,schieben::V,shtyj,тойлавны
1054,kratzen::V,kruaj,шаркӧтны
1055,kratzen::V,gërvisht,шаркӧтны
1056,lecken::V,lëpij,нювны
1057,beißen::V,kafshoj,йирны
1058,abreißen::V,shkëpus,орӧтны
1059,abschneiden::V,cungoj,шӧрыштны
1060,abschneiden::V,cungoj,вундыштны
1061,binden::V,lidh,гӧрдззыны
1062,stecken::V,fus,мӧртны
1063,stecken::V,ngul,мӧртны
1064,brechen::V,thyej,жугдыны
1065,klopfen::V,trokas,зукӧтны
1066,hauen::V,godas,желльыны
1067,kleben::V,ngjis,лякӧтны
1068,reiben::V,fërkoj,зыртны
1069,streichen::V,lyej,мавтны
1070,schleifen::V,mpreh,кыскыны
1071,schneiden::V,pres,вундавны
1072,rütteln::V,shkund,шатлавны
1073,schütteln::V,lëkund,зыбӧтны
1074,schwenken::V,valëvit,ӧвтны
1075,schwenken::V,valëvit,макайтны
1076,schütten::V,mbush,кисьтны
1077,füllen::V,mbush,тыртны
1078,füllen::V,mbush,тырсьӧтны
1079,einwickeln::V,mbështjell,тубны
1080,tragen::V,mbaj,новйӧтны
1081,tragen::V,mbart,новйӧтны
1082,schleppen::V,heq,кыскыны
1083,schleppen::V,zhgërryej,кыскыны
1084,ziehen::V,tërheq,кыскыны
1085,aufbewahren::V,ruaj,видзны
1086,werfen::V,hedh,шентывлыны
1087,fangen::V,kap,кутны
1088,packen::V,rrëmbej,кутасьны
1089,packen::V,rrëmbej,кватитны
1090,verstecken::V,fsheh,дзебны
1091,teilen::V,ndaj,торйӧтны
1092,schicken::V,dërgoj,иньдыны
1093,bringen::V,sjell,вайны
1094,hinzufügen::V,shtoj,содтыны
1095,bekommen::V,kap,получитны
1096,erhalten::V,marr,получитны
1097,nehmen::V,marr,босьтны
1098,wählen::V,zgjedh,бӧрйыны
1099,auswählen::V,përzgjedh,бӧрйыны
1100,bewahren::V,ruaj,видзны
1101,behindern::V,pengoj,падтыны
1102,verderben::V,prish,изводавны
1103,beschädigen::V,dëmtoj,паздыны
1104,zerbrechen::V,thyej,паздыны
1105,zerreißen::V,çjerr,косявны
1106,zerreißen::V,zheloj,косявны
1107,zerstören::V,prish,паздыны
1108,zerstören::V,shkatërroj,паздыны
1109,verbrennen::V,djeg,сотны
1110,geben::V,jap,сетны
1111,reichen::V,jap,сетны
1112,schenken::V,fal,козьнавны
1113,schenken::V,dhuroj,козьнавны
1114,versprechen::V,premtoj,кӧсйыны
1115,wünschen::V,uroj,бурсьыны
1116,loben::V,lëvdoj,ошкыны
1117,loben::V,lavdëroj,ошкыны
1118,küssen::V,puth,окавны
1119,wiegen::V,tund,тюттьӧтны
1120,zudecken::V,mbuloj,вевттьыны
1121,wecken::V,zgjoj,саймӧтны
1122,zeigen::V,dëftej,мыччавны
1123,führen::V,çoj,нуӧтны
1124,lehren::V,arsej,велӧтны
1125,unterrichten::V,arsimoj,велӧтны
1126,aufziehen::V,rris,быдтыны
1127,leiten::V,udhëheq,юравны
1128,leiten::V,udhëheq,веськӧтлыны
1129,antreiben::V,nxis,тэрмӧтны
1130,lassen::V,detyroj,-ӧтыны
1131,einladen::V,ftoj,корны
1132,vereinigen::V,bashkoj,ӧтувтны
1133,vereinigen::V,bashkoj,ӧтлаавны
1134,besuchen::V,vizitoj,пыравлыны
1135,treffen::V,ndesh,пантавны
1136,sich versammeln::V,tubohem,ӧксьыны
1137,spielen::V,loz,орсны
1138,spielen::V,luaj,орсны
1139,singen::V,këndoj,сьывны
1140,tanzen::V,kërcej,йӧктыны
1141,tanzen::V,vallëzoj,йӧктыны
1142,sich trennen::V,ndahem,торьясьны
1143,verlassen::V,braktis,кольны
1144,retten::V,shpëtoj,мынтны
1145,bewachen::V,ruaj,смекайтны
1146,schützen::V,ruaj,дорйыны
1147,schützen::V,mbroj,дорйыны
1148,verteidigen::V,mbroj,дорйыны
1149,sich schlagen::V,zihem,тышкасьны
1150,schießen::V,shtie,лыйны
1151,siegen::V,fitoj,вермыны
1152,siegen::V,ngadhënjej,вермыны
1153,ärgern::V,zemëroj,лӧгӧтны
1154,schlagen::V,rrah,базнитны
1155,schlagen::V,godas,базнитны
1156,treten::V,shtyj,чужьявны
1157,treten::V,shtyj më këmbë,чужьявны
1158,stechen::V,ther,бытшкыны
1159,stechen::V,shpoj,бытшкыны
1160,stoßen::V,shtyj,тапкыны
1161,stoßen::V,shtyj,тойыштны
1162,stehlen::V,vjedh,гусявны
1163,stören::V,pengoj,костіавны
1164,belästigen::V,bezdis,назыляйтны
1165,verbergen::V,fsheh,дзебны
1166,täuschen::V,mashtroj,бӧбӧтны
1167,täuschen::V,mashtroj,пӧрьявны
1168,betrügen::V,kobis,муклачитны
1169,töten::V,vras,вийны
1170,wohnen::V,banoj,овны
1171,arbeiten::V,punoj,уджавны
1172,arbeiten::V,vardoj,уджавны
1173,sammeln::V,mbledh,ӧктыны
1174,sammeln::V,grumbulloj,ӧктыны
1175,pflücken::V,vjel,судзлавны
1176,pflücken::V,mbledh,судзлавны
1177,jagen::V,gjuaj,вӧравны
1178,fischen::V,peshkoj,чериавны
1179,fischen::V,gjuaj peshk,чериавны
1180,fassen::V,zë,кутны
1181,hüten::V,kullos,вердны
1182,hüten::V,kullos,йирсьӧтны
1183,treiben::V,vë përpara,вашӧтны
1184,anbinden::V,lidh,кӧртавны
1185,füttern::V,grazhdoj,вердны
1186,melken::V,mjel,высьтыны
1187,melken::V,mjel,чилькӧтны
1188,hacken::V,grij,керавны
1189,gießen::V,ujis,киськавны
1190,reifen::V,piqem,кисьмыны
1191,zubereiten::V,gatuaj,лӧсьӧтны
1192,kochen::V,ziej,пуны
1193,backen::V,pjek,пӧжавны
1194,backen::V,furroj,пӧжавны
1195,braten::V,fërgoj,жаритны
1196,braten::V,tiganis,жаритны
1197,umrühren::V,trazoj,соравны
1198,stricken::V,thur,домавны
1199,nähen::V,qep,вурны
1200,färben::V,ngjyej,краситны
1201,färben::V,bojatis,краситны
1202,reinigen::V,qëroj,весӧтны
1203,reinigen::V,pastroj,весӧтны
1204,waschen::V,laj,пеславны
1205,waschen::V,finjos,пеславны
1206,abwischen::V,fshij,чышкыны
1207,spülen::V,kulloj,гывьявны
1208,fegen::V,fshij,чышкыны
1209,kehren::V,fshij,чышкыны
1210,baden::V,lahem,купайтчыны 
1211,sich waschen::V,lahem,миссьыны
1212,ausziehen::V,heq,гыжтӧтны
1213,ausziehen::V,heq,пӧрччавны
1214,ausziehen::V,zbath,гыжтӧтны
1215,ausziehen::V,zbath,пӧрччавны
1216,anziehen::V,vesh,пасьтавны
1217,anziehen::V,mbath,пасьтавны
1218,sich anziehen::V,vishem,пасьтасьны
1219,kämmen::V,kreh,сынавны
1220,schmücken::V,hijeshoj,баситны
1221,sagen::V,them,висьтавны
1222,sprechen::V,flas,шуны
1223,reden::V,fjalos,баитны
1224,reden::V,fjalëtoj,баитны
1225,sich unterhalten::V,bisedoj,сёрнитны
1226,fragen::V,pyes,юавны
1227,bitten::V,lus,корны
1228,bitten::V,lutem,корны
1229,erzählen::V,rrëfej,висьтавны
1230,mitteilen::V,kumtoj,висьтавны
1231,nennen::V,quaj,нимтны
1232,rufen::V,thërras,китсавны
1233,rufen::V,thërras,корны
1234,rufen::V,thërras,чукӧстны
1235,prahlen::V,mburrem,ошшасьны
1236,prahlen::V,kapardisem,ошшасьны
1237,übersetzen::V,përkthej,вуджӧтны
1238,denken::V,mendoj,чайтны
1239,glauben::V,besoj,веритны
1240,bemerken::V,vërej,казявны
1241,erkennen::V,njoh,тӧдсавны
1242,erkennen::V,shquaj,тӧдсавны
1243,begreifen::V,marr vesh,вежӧртны
1244,verstehen::V,marr vesh,кывны
1245,lernen::V,mësoj,велӧтчыны
1246,wissen::V,di,тӧдны
1247,sich erinnern an::V,kujtoj,касьтывны
1248,vergessen::V,harroj,вунӧтны
1249,messen::V,mas,меряйтны
1250,zählen::V,njeh,лыддьыны
1251,rechnen::V,llogaris,лыддьыны
1252,lesen::V,lexoj,лыддьӧтны
1253,lesen::V,këndoj,лыддьӧтны
1254,malen::V,lyej,
1255,zeichnen::V,vizatoj,гижмавны
1256,schreiben::V,shkruaj,гижны
1257,besitzen::V,kam,лоны
1258,kaufen::V,blej,небны
1259,verkaufen::V,shes,вузавны
1260,bezahlen::V,paguaj,вештыны
1261,zahlen::V,paguaj,вештыны
1262,beherrschen::V,zotëroj,
1263,ertragen::V,duroj,терпитны
