,Concept_ID,cy,lbe
184,Kranich::N,garan,кьурукь
185,Kranich::N,crychydd,кьурукь
186,Krähe::N,brân,хъатӏу
187,Kuckuck::N,cog,ччикку
188,Kuckuck::N,cwcw,ччикку
189,Schwan::N,alarch,урттил къаз
190,Fisch::N,pysgod,чавахъ
191,Barsch::N,draenog,
192,Hecht::N,penhwyad,
193,Schlange[Tier]::N,neidr,шатта
194,Wurm::N,abwydyn,кьюнукьай шатта
195,Wurm::N,pryf genwair,кьюнукьай шатта
196,Spinne::N,cor,ххялцу
197,Spinne::N,pryf copyn,ххялцу
198,Ameise::N,morgrugyn,митӏикьукьу
199,Laus::N,lleuen,
200,Mücke::N,gwybedyn,мичӏак
201,Fliege::N,cleren,зимиз
202,Schmetterling::N,glöyn byw,чӏимучӏали
203,Schmetterling::N,iâr fach yr haf,чӏимучӏали
204,Beere::N,aeronen,хӏаллил ахъулсса
205,Apfel::N,afal,гьивч
206,Pilz::N,madarch,ттуккул иис
207,Zwiebel::N,nionyn,лаччул чсмусул бакӏ
208,Zwiebel::N,winwnsyn,лаччул чсмусул бакӏ
209,Saat::N,had,гьанна
210,Korn::N,grawn,къама
211,Heu::N,gwair,ххулув
212,Schale::N,croen,ккиртту
213,Schale::N,plisgyn,ккиртту
214,Grube::N,pwll,кӏаланг
215,Grube::N,pydew,кӏаланг
216,Falle::N,magl,къатӏа
217,Schlinge::N,cwlwm rhedeg,хӏатӏ
218,Spur::N,ôl,ша
219,Asche::N,lludw,лах
220,Dreck::N,baw,кьяркьи
221,Dreck::N,baw,венп
222,Dreck::N,budreddi,кьяркьи
223,Dreck::N,budreddi,венп
224,Eisen::N,haearn,мах
225,Gold::N,aur,муси
226,Silber::N,arian,арцу
227,Kohle::N,glo,кӏалаш
228,Kohle::N,glo,хъуручӏ
229,Glas::N,gwydr,пюрун
230,Lehm::N,clai,сина аьрщи
231,Sand::N,tywod,къун
232,Mensch::N,dyn,инсан
233,Mann::N,dyn,чув
234,Mann::N,dyn,адимина
235,Frau::N,merch,щарсса
236,Frau::N,merch,хъамитайпа
237,Frau::N,gwraig,щарсса
238,Frau::N,gwraig,хъамитайпа
239,Kind::N,plentyn,чӏиви оьрчӏ
240,Junge::N,hogyn,оьрчӏ
241,Junge::N,hogyn,бурхьин оьрчӏ
242,Junge::N,bachgen,оьрчӏ
243,Junge::N,bachgen,бурхьин оьрчӏ
244,Mädchen::N,merch,душ
245,Mädchen::N,geneth,душ
246,Familie::N,teulu,кулпат
247,Familie::N,tylwyth,кулпат
248,Großvater::N,taid,ттатта
249,Großvater::N,taid,ниттил ппу
250,Großvater::N,tad-cu,ттатта
251,Großvater::N,tad-cu,ниттил ппу
252,Großmutter::N,nain,буттал нину
253,Großmutter::N,mam-gu,буттал нину
254,Eltern::N,rhieni,нину-ппу
255,Vater::N,tad,ппу
256,Mutter::N,mam,нину
257,Sohn::N,mab,арс
258,Tochter::N,merch,душ
259,Bruder::N,brawd,уссу
260,Schwester::N,chwaer,ссу
261,Onkel::N,ewythr,буттауссу
262,Tante::N,modryb,буттал ссу
263,Ehemann::N,gŵr,лас
264,Ehefrau::N,gwraig,щар
265,Ehefrau::N,gwraig,щарсса
266,Freude::N,gorfoledd,шадшиву
267,Freude::N,gorfoledd,ххаришиву
268,Gelächter::N,chwerthin,хъяхъаву
269,Glück::N,hapusrwydd,талихӏ
270,Kummer::N,galar,дард
271,Wunsch::N,dymuniad,мурад
272,Lust::N,chwant,гьавас
273,Lust::N,chwant,ччаву
274,Geist::N,ysbryd,рухӏ
275,Gedanke::N,meddwl,пикри
276,Gedächtnis::N,cof,дакӏний личӏаву
277,Verstand::N,meddwl,аькьлу
278,Sinn::N,ystyr,мяъна
279,Grund::N,achos,багьана
280,Grund::N,rheswm,багьана
281,Wahrheit::N,gwir,тӏайламур
282,Wahrheit::N,gwir,хӏакьмур
283,Wahrheit::N,gwirionedd,тӏайламур
284,Wahrheit::N,gwirionedd,хӏакьмур
285,Gespräch::N,sgwrs,ихтилат
286,Märchen::N,chwedl werin,магьа
287,Erzählung::N,stori,хавар
288,Nachricht::N,neges,хавар
289,Neuigkeit::N,newydd,хавар
290,Name::N,enw,цӏа
291,Rätsel::N,pos,ссигьа
292,Rede::N,araith,гъалгъа
293,Sprache::N,iaith,маз
294,Stimme::N,llais,чӏу
295,Stimme::N,llais,чӏукӏа
296,Wort::N,gair,махъ
297,Zeichen::N,arwydd,лишан
298,Ruf::N,galwad,
299,Lärm::N,trwst,чӏу
300,Laut::N,sain,чӏу
301,Ton::N,tôn,чӏу
302,Lied::N,cân,балай
303,Ruhe::N,tawelwch,дигьалагру
304,Leute::N,pobl,инсантал
305,Volk::N,pobl,ил
306,Volk::N,pobl,халкь
307,Arbeit::N,gwaith,заву
308,Gast::N,gwestai,хъамаличу
309,Geschenk::N,rhodd,бухчакарши
310,Geschenk::N,rhodd,лажинккакку
311,Geschenk::N,anrheg,бухчакарши
312,Geschenk::N,anrheg,лажинккакку
313,Spiel::N,chwarae,тӏуркӏу
314,Gesellschaft::N,cwmni,жямат
315,Gesellschaft::N,cwmni,ккуран
316,Hilfe::N,cymorth,кумаг
317,Freund::N,cyfaill,дус
318,Kamerad::N,cydymaith,хӏаласу
319,Angelegenheit::N,pwnc,иш
320,Anzahl::N,cyfrif,аьдад
321,Art::N,bath,жинс
322,Stück::N,darn,касак
323,Teil::N,rhan,бутӏа
324,Hälfte::N,hanner,дачӏи
325,Kreis::N,cylch,кюрщан
326,Kreuz::N,croes,ххач
327,Linie::N,llinell,щва
328,Strich::N,strôc,щва
329,Strich::N,trawiad,щва
330,Abstand::N,bwlch,манзил
331,Abstand::N,pellter,манзил
332,Entfernung::N,pellter,манзил
333,Gegend::N,cylch,кӏану
334,Platz::N,lle,
335,Ort::N,lle,кӏану
336,Seite::N,ochr,чул
337,Seite::N,ochr,чулухалу
338,Mitte::N,canol,дя
339,Gegenstand::N,eitem,зат
340,Sache::N,peth,зат
341,Rand::N,cwr,зума
342,Rand::N,ymyl,зума
343,Kante::N,min,
344,Kante::N,ymyl,
345,Ecke::N,cornel,мурцӏу
346,Spitze::N,blaen,мицӏ
347,Ende::N,pen,зума
348,Loch::N,twll,ккутӏ
349,Winkel::N,congl,мурцӏу
350,Muster::N,patrwm,накьич
351,Größe::N,maint,
352,Größe::N,maintioli,
353,Länge::N,hyd,лахъишиву
354,Höhe::N,uchder,лахъшиву
355,Gewicht::N,pwysau,дуццин
356,Gewicht::N,pwysau,кӏушиву
357,Menge::N,swm,
358,Menge::N,maint,
359,Haufen::N,pentwr,бакӏу
360,Reihe::N,rhes,кьюкьа
361,Boot::N,cwch,луткка
362,Ruder::N,rhwyf,весло
363,Ruder::N,rhwyf,чӏатӏа
364,Schlitten::N,sled,чана
365,Schlitten::N,sled,санкка
366,Schlitten::N,car llusg,чана
367,Schlitten::N,car llusg,санкка
368,Ski::N,sgi,лижарду
369,Lagerfeuer::N,coelcerth,къавтӏн
370,Last::N,llwyth,гьиву
371,Gang::N,tro,нанаву
372,Schritt::N,cam,ша
373,Norden::N,gogledd,ухссав
374,Norden::N,gogledd,ухссавнил чулухалу
375,Süden::N,de,кьилва
376,Westen::N,gorllewin,баргълагавал
377,Westen::N,gorllewin,баргълагавал чул
378,Osten::N,dwyrain,баргъбуккай чулухалу
379,Holz::N,pren,тӏама
380,Brett::N,bwrdd,тахта
381,Brett::N,astell,тахта
382,Platte::N,llech,гъуни
383,Stütze::N,ateg,гьалакӏу
384,Stütze::N,cynhalydd,гьалакӏу
385,Stange::N,polyn,къазихъ
386,Stock::N,ffon,ттархь
387,Stock::N,brigyn,ттархь
388,Stab::N,ffon,ччантӏакъу
389,Rohr::N,pibell,бургъу
390,Haus::N,tŷ,къатта
391,Heim::N,cartref,къатта
392,Ofen::N,stof,пач
393,Fußboden::N,llawr,чӏанкъатта
394,Tisch::N,bwrdd,усттул
395,Stuhl::N,cadair,кӏану
396,Wiege::N,crud,оьрчӏал кӏану
397,Bett::N,gwely,тах
398,Regal::N,silff,чӏаму
399,Kiste::N,bocs,яшикӏ
400,Kiste::N,bocs,къурши
401,Kiste::N,blwch,яшикӏ
402,Kiste::N,blwch,къурши
403,Fenster::N,ffenestr,чӏавахьулу
404,Tür::N,drws,нуз
405,Tür::N,drws,нузкьун
406,Tor::N,porth,къапу
407,Tor::N,porth,дарваза
408,Zaun::N,ffens,дайгьузанну
409,Dach::N,to,магъи
410,Dach::N,to,цӏиялу
411,Leiter::N,ysgol,чуртту
412,Besen::N,ysgub,чӏатлу
413,Spaten::N,rhaw,бил
414,Schaufel::N,rhaw,чӏатӏа
415,Gabel::N,fforc,гьиссилу
416,Löffel::N,llwy,къуса
417,Messer::N,cyllell,чӏила
418,Nagel::N,hoel,мяр
419,Netz::N,gwe,къери
420,Netz::N,rhwyd,къери
421,Haken::N,bach,къича
422,Griff::N,carn,куяму
423,Schloss::N,clo,кьункьула
424,Bild::N,llun,сурат
425,Bild::N,pictiwr,сурат
426,Figur::N,ffigur,
427,Puppe::N,dol,ссихьу
428,Beutel::N,cwd,чантай
429,Bündel::N,bwndel,гьи
430,Bündel::N,bwndel,къар
431,Bündel::N,coflaid,гьи
432,Bündel::N,coflaid,къар
433,Tasche::N,cod,
434,Eimer::N,bwced,бадра
435,Eimer::N,cunnog,бадра
436,Deckel::N,caead,къапаза
437,Geschirr::N,llestri,пюрунчӏул
438,Geschirr::N,llestri,тӏахӏникӏичӏу
439,Sack::N,sach,къап
440,Sack::N,sach,дарваг
441,Tasse::N,cwpan,пижан
442,Tasse::N,cwpan,пинжан
443,Tasse::N,cwpan,инкираччатӏи
444,Tasse::N,cwpan,цинцилттал бушкъап
445,Topf::N,pot,кӏункӏур
446,Topf::N,crochan,кӏункӏур
447,Kessel::N,tegell,чаг
448,Kessel::N,tegell,кӏункӏур
449,Essen::N,pryd o fwyd,дукия
450,Essen::N,pryd o fwyd,дукин
451,Nahrung::N,bwyd,дукра
452,Speise::N,saig,дукра
453,Fleisch::N,cig,дикӏ
454,Getreide::N,ŷd,къама
455,Getreide::N,llafur,къама
456,Brei::N,uwd,ккурч
457,Brot::N,bara,ччатӏ
458,Scheibe::N,tafell,парча
459,Fett::N,saim,аьгъушиву
460,Fett::N,braster,аьгъушиву
461,Butter::N,ymenyn,нагь
462,Butter::N,ymenyn,лагаву
463,Öl::N,olew,
464,Salz::N,halen,цӏву
465,Suppe::N,cawl,накь
466,Honig::N,mêl,ницӏ
467,Milch::N,llaeth,накӏ
468,Milch::N,llefrith,накӏ
469,Tee::N,te,чяй
470,Leder::N,lledr,бурчу
471,Wolle::N,gwlân,ппал
472,Stoff::N,lliain,янна
473,Stoff::N,brethyn,янна
474,Nadel::N,nodwydd,ххалаххи
475,Faden::N,edau,ххал
476,Faden::N,edefyn,ххал
477,Knopf::N,botwm,банд
478,Knoten::N,cwlwm,къурхъ
479,Farbe::N,paent,сир
480,Kleidung::N,dillad,янна
481,Kleidung::N,dillad,лаххия
482,Kleidung::N,gwisgoedd,янна
483,Kleidung::N,gwisgoedd,лаххия
484,Hemd::N,crys,гьухъа
485,Kragen::N,coler,дарвач
486,Ärmel::N,llawes,кахха
487,Hose::N,trowsus,хӏажак
488,Gürtel::N,gwregys,мухӏлу
489,Mütze::N,cap,кьяпа
490,Schuh::N,esgid,
491,Stiefel::N,botasen,чакма
492,Ring::N,modrwy,кӏисса
493,Band::N,rhuban,линт
494,Kamm::N,crib,ттарал
495,Spiegel::N,drych,дагьани
496,Riemen::N,strap,эн
497,Schnur::N,llinyn,хьхьа
498,Leine::N,tennyn,
499,Decke::N,blanced,виргъан
500,Decke::N,gwrthban,виргъан
501,Kissen::N,clustog,кӏаралу
502,Kissen::N,gobennydd,кӏаралу
503,Tuch::N,sgarff,карщи
504,Handtuch::N,tywel,калихьу
505,Handtuch::N,tywel,лажинлихьу
506,Handtuch::N,lliain sychu,калихьу
507,Handtuch::N,lliain sychu,лажинлихьу
508,Kraft::N,grym,эллаж
509,Stärke::N,nerth,гуж
510,Stärke::N,cryfder,гуж
511,Gesundheit::N,iechyd,цӏуллу-сагъшиву
512,Krankheit::N,afiechyd,къашайшиву
513,Krankheit::N,anhwylder,къашайшиву
514,Schmerz::N,poen,къюву
515,Schmerz::N,gwayw,къюву
516,Wunde::N,clwyf,щаву
517,Fieber::N,twymyn,кӏиришиву
518,Arznei::N,meddyginiaeth,дару
519,Brücke::N,pont,ламу
520,Brunnen::N,ffynnon,къуй
521,Weide::N,porfa,бизантту
522,Pfad::N,llwybr,жегъир ххуллу
523,Weg::N,ffordd,ххуллу
524,Straße::N,heol,ххуллу
525,Straße::N,ffordd,ххуллу
526,Dorf::N,pentref,щар
527,Dorf::N,pentref,шяравалу
528,Stadt::N,tref,шагьру
529,Brief::N,llythyr,чагъар
530,Buch::N,llyfr,лу
531,Buchstabe::N,llythyren,хӏарп
532,Zeitung::N,papur newydd,кказит
533,Leben::N,bywyd,оьрму
534,Tod::N,marwolaeth,ажал
535,Tod::N,marwolaeth,бивкӏу
536,Tod::N,marwolaeth,ивчӏаву
537,Grab::N,bedd,гьав
538,Kirche::N,eglwys,килиса
539,Sünde::N,pechod,бунагъ
540,Gott::N,duw,зал
541,Arbeiter::N,gweithiwr,зузала
542,Chef::N,pennaeth,ялувма
543,Meister::N,meistr,усттар
544,Arzt::N,meddyg,хӏакин
545,Lehrer::N,athro,учитель
546,Geld::N,pres,арцу
547,Geld::N,arian,арцу
548,Geschäft::N,busnes,даву
549,Laden::N,siop,ттучан
550,Preis::N,pris,багъа
551,Ware::N,nwydd,хъус
552,Nutzen::N,elw,хайр
553,Nutzen::N,elw,мюнпат
554,Nutzen::N,budd,хайр
555,Nutzen::N,budd,мюнпат
556,Reichtum::N,cyfoeth,давлат
557,Reichtum::N,cyfoeth,аваданшиву
558,Welt::N,byd,дуниял
559,Land::N,gwlad,билаят
560,Staat::N,gwladwriaeth,паччахӏлугъ
561,König::N,brenin,
562,Macht::N,grym,власть
563,Macht::N,awdurdod,власть
564,Grenze::N,ffin,дазу
565,Grenze::N,goror,дазу
566,Krieg::N,rhyfel,дяъви
567,Feind::N,gelyn,душман
568,Gewalt::N,ffyrnigrwydd,къия
569,Kampf::N,brwydr,лачӏуи уккаву
570,Bogen[Waffe]::N,bwa,ккуртта
571,Pfeil::N,saeth,чӏатӏаракӏ
572,Gewehr::N,dryll,ттупанг
573,Fehler::N,gwall,гъалатӏ
574,Fehler::N,camgymeriad,гъалатӏ
575,Lüge::N,celwydd,щялмахъ
576,Lüge::N,anwiredd,щялмахъ
577,Schaden::N,niwed,зарал
578,Schaden::N,difrod,зарал
579,Unglück::N,anffawd,бала
580,Schuld::N,bai,тахсир
581,Alter::N,oed,оьрму
582,Schluss::N,diwedd,ахир
583,Zeit::N,amser,чӏун
584,Tag::N,dydd,кьини
585,Tag::N,diwrnod,кьини
586,Morgen::N,bore,кӏюрх
587,Mittag::N,nawn,ахттайн
588,Mittag::N,nawn,дяахттайн
589,Mittag::N,nawn,ахттайн чӏун
590,Abend::N,noswaith,маркӏачӏан
591,Nacht::N,nos,хьхьу
592,Woche::N,wythnos,нюжмар
593,Monat::N,mis,барз
594,Jahr::N,blwyddyn,шин
595,Frühling::N,gwanwyn,инт
596,Sommer::N,haf,гъи
597,Herbst::N,hydref,ссут
598,Winter::N,gaeaf,кӏи
599,Januar::N,Ionawr,цалчинмур барз
600,Februar::N,Chwefror,кӏилчинмур барз
601,März::N,Mawrth,шамилчинмур барз
602,April::N,Ebrill,апрель
603,April::N,Ebrill,мукьилчинмур барз
604,Mai::N,Mai,май
605,Mai::N,Mai,ххюлчинмур барз
606,Juni::N,Mehefin,июнь
607,Juni::N,Mehefin,ряххилчинмур барз
608,Juli::N,Gorffennaf,июль
609,Juli::N,Gorffennaf,Арулчинмур барз
610,August::N,Awst,мяйлчинмур барз
611,September::N,Medi,урчӏилчинмур барз
612,Oktober::N,Hydref,ацӏилчинмур барз
613,November::N,Tachwedd,ацӏния цалчинмур барз
614,Dezember::N,Rhagfyr,ацӏния кӏилчинмур барз
615,Montag::N,dydd Llun,итин
616,Montag::N,dydd Llun,итин кьини
617,Dienstag::N,dydd Mawrth,тталат
618,Dienstag::N,dydd Mawrth,тталат кьини
619,Mittwoch::N,dydd Mercher,арвахӏ
620,Donnerstag::N,dydd Iau,хамис
621,Freitag::N,dydd Gwener,нюжмар
622,Freitag::N,dydd Gwener,нюжмар кьини
623,Samstag::N,dydd Sadwrn,ххуллун
624,Samstag::N,dydd Sadwrn,ххуллун кьини
625,Sonntag::N,dydd Sul,алхӏат
626,Sonntag::N,dydd Sul,алхӏат кьини
627,groß::A,mawr,бугъарасса
628,klein::A,bach,чӏивисса
629,lang::A,hir,лахъисса
630,kurz::A,byr,кутӏасса
631,kurz::A,cwta,кутӏасса
632,breit::A,llydan,уттасса
633,schmal::A,cul,уттакӏюласса
634,dicht::A,dwys,ццунсса
635,dick[Gegenstand]::A,trwchus,ганзсса
636,dünn::A,tenau,кӏюласса
637,fein::A,main,
638,fest::A,cadarn,цӏакьсса
639,fest::A,cadarn,кьянкьасса
640,flach::A,gwastad,баягъисса
641,flach::A,gwastad,цӏубакъасса
642,flach::A,gwastad,куртӏ дакъасса
643,glatt::A,llyfn,дюрчӏусса
644,hart::A,caled,кьянкьасса
645,weich::A,meddal,кӏукӏлусса
646,rund::A,crwn,ккурккисса
647,spitz::A,pigfain,ярксса
648,spitz::A,pigfain,дайлсса
649,spitz::A,pigfain,мицӏ бусса
650,scharf::A,miniog,ярксса
651,scharf::A,miniog,дайлсса
652,scharf::A,miniog,мицӏ бусса
653,stumpf::A,pŵl,къуркъасса
654,schwer::A,trwm,кӏусса
655,schön::A,teg,аьнтӏикӏасса
656,schön::A,hardd,аьнтӏикӏасса
657,schön::A,prydferth,аьнтӏикӏасса
658,heiß::A,poeth,кӏирисса
659,warm::A,twym,гъелисса
660,warm::A,cynnes,гъелисса
661,kalt::A,oer,дяркъусса
662,kühl::A,oeraidd,дюхлулсса
663,frisch::A,iach,цӏусса
664,feucht::A,llaith,атилсса
665,feucht::A,llaith,хъавтусса
666,nass::A,gwlyb,атилсса
667,nass::A,gwlyb,хъавтусса
668,trocken::A,sych,кьавкьсса
669,trocken::A,sych,кьакьан бувсса
670,voll::A,llawn,бувцӏусса
671,leer::A,gwag,бачӏвасса
672,offen::A,agored,тӏивтӏусса
673,geschlossen::A,caead,лавкьусса
674,geschlossen::A,caeëdig,лавкьусса
675,sauber::A,glân,марцӏсса
676,schmutzig::A,budr,чапалсса
677,schmutzig::A,brwnt,чапалсса
678,roh::A,amrwd,шакъавхьсса
679,reif::A,aeddfed,дирсса
680,lecker::A,blasus,нахӏусса
681,lecker::A,blasus,тӏааьнсса
682,lecker::A,danteithiol,нахӏусса
683,lecker::A,danteithiol,тӏааьнсса
684,süß::A,melys,нацӏусса
685,bitter::A,chwerw,кьурчӏисса
686,sauer::A,sur,туршсса
687,hell::A,disglair,чаннасса
688,dunkel::A,tywyll,цӏансса
689,schwarz::A,du,лухӏисса
690,weiß::A,gwyn,кӏяласса
691,rot::A,coch,ятӏулсса
692,gelb::A,melyn,хъахъисса
693,blau::A,glas,някӏсса
694,grün::A,gwyrdd,щюлисса
695,grau::A,llwyd,оьрусса
696,bunt::A,lliwgar,оьрчӏикӏурисса
697,billig::A,rhad,кьювкьусса
698,teuer::A,drud,ххирасса
699,wertvoll::A,gwerthfawr,багьасса
700,blind::A,dall,мурчӏисса
701,taub::A,byddar,къюкӏсса
702,kräftig::A,nerthol,гужсса
703,kräftig::A,grymus,гужсса
704,stark::A,cryf,кьянкьасса
705,stark::A,cadarn,кьянкьасса
706,schwach::A,gwan,заэвсса
707,fett::A,tew,бучсса
708,schlank::A,main,бювхъусса
709,hübsch::A,tlws,янусса
710,böse::A,drwg,оьсса
711,dumm::A,twp,ахӏмакьсса
712,faul::A,diog,танмалсса
713,faul::A,diog,курчӏилсса
714,fleißig::A,dyfal,хӏарачат бусса
715,geizig::A,crintach,янттарцӏансса
716,geizig::A,cybyddlyd,янттарцӏансса
717,klug::A,deallus,аькьлу бусса
718,geschickt::A,medrus,паргалсса
719,geschickt::A,deheuig,паргалсса
720,lieb::A,hoff,аьзизсса
721,lieb::A,annwyl,аьзизсса
722,lustig::A,llon,тяхъасса
723,sanft::A,mwyn,иминсса
724,hungrig::A,newynog,ккашилсса
725,krank::A,sâl,къашавайсса
726,krank::A,gwael,къашавайсса
727,nackt::A,noeth,кӏачӏасса
728,traurig::A,trist,пашмансса
729,lebendig::A,yn fyw,уттавасса
730,gut::A,da,ххуйсса
731,schlecht::A,drwg,оьккисса
732,schlecht::A,gwael,оьккисса
733,richtig::A,cywir,саргъунсса
734,schlimm::A,enbyd,оьккисса
735,wahr::A,gwir,хӏакьсса
736,alt::A,hen,кугьнасса
