,Concept_ID,ml,kv
628,zusammen::ADV,ഒരുമിച്ച,ӧтлаын
629,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,дыр
630,plötzlich::ADV,പെട്ടെന്ന്,друг
631,sofort::ADV,തത്ക്ഷണം,тшӧтш
632,später::ADV,പിന്നീട്,медбӧрын
633,jetzt::ADV,ഇപ്പോൾ,ӧні
634,heute::ADV,ഇന്ന്,талун
635,morgen::ADV,നാളെ,ашын
636,bald::ADV,ഉടനെ,чожа
637,dann::ADV,അപ്പോൾ,сыбӧрын
638,gestern::ADV,ഇന്നലെ,тӧн
639,einst::ADV,പണ്ടൊരിക്കല്,ӧтпыр
640,damals::ADV,അപ്പോൾ,сэк
641,damals::ADV,അപ്പോൾ,сэки
642,danach::ADV,പിന്നീട്,сэсся
643,vorher::ADV,മുൻപ്,одзжык
644,zuerst::ADV,ആദ്യം,наперво
645,einmal::ADV,ഒരിക്കൽ,ӧтпыр
646,manchmal::ADV,ചിലപ്പോൾ,мукӧдпыр
647,oft::ADV,പലപ്പോഴും,-лы-
648,immer::ADV,എപ്പോഴും,быдпыр
649,immer::ADV,എപ്പോഴും,быдпырся
650,niemals::ADV,ഒരിക്കലും,некӧр
651,hier::ADV,ഇവിടെ,татӧн
652,hierhin::ADV,ഇവിടേക്ക്,татчӧ
653,von hier::ADV,ഇവിടെനിന്ന്,тасянь
654,dort::ADV,അവിടെ,сэтӧн
655,dorthin::ADV,അവിടേക്ക്,сэтчин
656,geradeaus::ADV,മുമ്പിൽ,веськыта
657,geradeaus::ADV,മുമന്നോട്ട്,веськыта
658,vorwärts::ADV,മുന്നോട്ട്,одзӧ
659,rückwärts::ADV,തലതിരിച്ച്,бӧр
660,zurück::ADV,പുറകിലേക്ക്,бӧр
661,unten::ADV,താഴെ,увтын
662,hinab::ADV,താഴേക്ക്,увтас
663,oben::ADV,മുകളിൽ,вевдӧрас
664,hinauf::ADV,മുകളിൽ,вывлань
665,hinauf::ADV,മുകളിൽ,вывланьӧ
666,überall::ADV,എല്ലായിടത്തും,быдлан
667,nicht::ADV,ഇല്ല,ог
668,ein wenig::ADV,കുറച്ച്,-ышт
669,ein wenig::ADV,കുറച്ച്,невна
670,kaum::ADV,കഷ്ടിച്ച്,ӧдва
671,sehr::ADV,വളരെ,вывтi
672,so::ADV,അങ്ങനെ,сiдз
673,noch::ADV,ഇപ്പോഴും,эшӧ
674,nur::ADV,മാത്രം,только
675,schon::ADV,നേരത്തേ തന്നെ,ни
676,wieder::ADV,വീണ്ടും,бӧра
677,vergebens::ADV,വിഫല,весись
678,vor::PRP,മുമ്പിൽ,одзас
679,hinter::PRP,പുറകിൽ,бӧрӧ
680,unter::PRP,കീഴിൽ,увтын
681,durch::PRP,ഉള്ളിലൂടെ,пыр
682,neben::PRP,അടുത്ത്,бокам
683,neben::PRP,അടുത്ത്,боксиным
684,zwischen::PRP,ഇടയ്ക്ക്,коласас
685,wegen::PRP,നിമിത്തം,понда
686,dies::PRN,ഇത്,эта
687,das::PRN,അത്,сiя
688,alles::PRN,എല്ലാം,быдӧс
689,ich::PRN,ഞാൻ,ме
690,du::PRN,നിങ്ങൾ,тэ
691,er::PRN,അദ്ദേഹം,сiя
692,er::PRN,അയാൾ,сiя
693,er::PRN,അവൻ,сiя
694,er::PRN,അവർ,сiя
695,er::PRN,അവൾ,сiя
696,wir::PRN,നമ്മൾ,мийӧ
697,ihr::PRN,നിങ്ങൾ,ті
698,sie::PRN,അവർ,нія
699,was::FPRN,എന്ത്,мый
700,wer::FPRN,ആര്,кин
701,wo::FADV,എവിടെ,кытӧн
702,wohin::FADV,എവിടേക്ക്,кытчӧ
703,wie::FADV,എങ്ങനെ,дзик
704,warum::FADV,എന്തുകൊണ്ട്,мыля
705,warum::FADV,എന്തുകൊണ്ട്,мыйсянь
706,wieviel::FNUM,എത്ര,мымда
707,eins::NUM,ഒന്ന്,ӧт
708,zwei::NUM,രണ്ട്,кык
709,drei::NUM,മൂന്ന്,куим
710,vier::NUM,നാല്,нёль
711,fünf::NUM,അഞ്ച്,вит
712,sechs::NUM,ആറ്,квать
713,sieben::NUM,ഏഴ്,сизим
714,acht::NUM,എട്ട്,кыкьямыс
715,neun::NUM,ഒമ്പത്,ӧкмыс
716,zehn::NUM,പത്ത്,дас
717,elf::NUM,പതിനൊന്ന്,дасотік
718,zwölf::NUM,പന്ത്രണ്ട്,даскык
719,zwanzig::NUM,ഇരുപത്,кыкдас
720,dreißig::NUM,മുപ്പത്,куимдас
721,vierzig::NUM,നാൽപ്പത്,нёльдас
722,fünfzig::NUM,അൻപത്,витдас
723,sechzig::NUM,അറുപത്,кватьдас
724,siebzig::NUM,എഴുപത്,сизимдас
725,achtzig::NUM,എൺപത്,кыкьямысдас
726,neunzig::NUM,തൊണ്ണൂറ്,ӧкмысдас
727,hundert::NUM,നൂറ്,сто
728,tausend::NUM,ആയിരം,тысяча
729,und::CNJ,ഉം,и
730,und::CNJ,ഉം,да
731,oder::CNJ,അഥവാ,или
732,stehen::V,നിൽക്കുക,сулавны
733,sitzen::V,ഇരിക്കുക,пукавны
734,liegen::V,കിടക്കുക,куйлыны
735,hängen::V,തൂങ്ങുക,ӧшавны
736,werden::V,ആയിത്തീരുക,лоны
737,passieren::V,സംഭവിക്കുക,аркмыны
738,beginnen::V,ആരംഭിക്കുക,петны
739,enden::V,അവസാനിപ്പിക്കുക,-сь
740,enden::V,അവസാനിപ്പിക്കുക,бырны
741,wechseln::V,മാറ്റുക,вежсьыны
742,aufgehen[Sonne]::V,ഉയരുക,петавны
743,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,пуксьыны
744,scheinen[Sonne]::V,പ്രകാശിക്കുക,югьявны
745,donnern::V,ഇടിവെട്ടുക,гымавны
746,wehen::V,വീശുക,пӧлявны
747,strömen::V,ഒഴുകുക,киссьыны
748,fließen::V,ഒഴുകുക,визывтны
749,sich drehen::V,ചുറ്റുക,бергавны
750,sich drehen::V,കറക്കുക,бергавны
751,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,кӧвьясьны
752,schwingen::V,ആടുക,дюттясьны
753,fallen::V,വീഴുക,усьны
754,brennen::V,കത്തുക,сотчыны
755,rauchen::V,പുകയുക,тшынасьны
756,regnen::V,മഴ_പെയ്യുക,зэрны
757,gefrieren::V,തണത്ത്_മരവിക്കുക,гегдыны
758,tauen::V,അലിയുക,сывны
759,schmelzen::V,ഉരുകുക,сывны
760,trocknen::V,വരളുക,косьмыны
761,sieden::V,തിളപ്പിക്കുക,пизьны
762,faulen::V,ചീയുക,нёльзьыны
763,verfaulen::V,അഴുകുക,тӧрмыны
764,verfaulen::V,അഴുകുക,сiсьмыны
765,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,косясьны
766,versinken::V,മുക്കുക,вӧйны
767,vergehen::V,കടന്നുപോകുക,мунны
768,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,мыччисьны
769,verschwinden::V,അദൃശ്യമാകുക,ӧшны
770,sinken::V,താഴുക,ямны
771,abnehmen::V,കുറിയുക,ямны
772,zunehmen::V,വർദ്ധിക്കുക,паськавны
773,steigen::V,ഉയരുക,лэбтiсьны
774,wachsen::V,വളരുക,быдмыны
775,glänzen::V,മിന്നുക,свиттявны
776,funkeln::V,തിളങ്ങുക,югйовтлыны
777,funkeln::V,തിളങ്ങുക,югйӧв-керны
778,lärmen::V,ശബ്ദമുണ്ടാക്കുക,чавзыны
779,läuten::V,മണിമുഴങ്ങുക,диньгыны
780,klingeln::V,ചിലമ്പുക,силькӧтны
781,klirren::V,കിലുക്കുക,жольӧтны
782,brausen::V,മുഴങ്ങുക,гуасьны
783,rauschen::V,അനങ്ങുക,кышӧтны
784,klingen::V,മുഴക്കുക,горавны
785,bellen::V,കുരയ്ക്കുക,увтны
786,bellen::V,കുരയ്ക്കുക,вувтны
787,heulen::V,ഓരിയിടുക,уннявны
788,blasen::V,ഊതുക,пӧлявны
789,pfeifen::V,വിസിലടിക്കുക,пиксыны
790,schreien::V,ആക്രോശിക്കുക,айзыны
791,stöhnen::V,അരക്കം,ойзыны
792,stöhnen::V,അരക്കം,ружтыны
793,stöhnen::V,ആർത്തനാദം,ойзыны
794,stöhnen::V,ആർത്തനാദം,ружтыны
795,zittern::V,വിറയ്ക്കുക,легьявны
796,leben::V,താമസിക്കുക,овны
797,geboren werden::V,ജനിക്കുക,шогмыны
798,atmen::V,ശ്വസിക്കുക,лолавны
799,trinken::V,കുടിക്കുക,юны
800,essen::V,കഴിക്കുക,сёйны
801,schlucken::V,വിഴുങ്ങുക,ньылавны
802,müde werden::V,ക്ഷീണിക്കുക,мыдзны
803,einschlafen::V,നിദ്രിക്കുക,ланьтны
804,schlafen::V,ഉറങ്ങുക,узьны
805,aufwachen::V,ഉണരുക,саймыны
806,aufwachen::V,ഉണരുക,пальмыны
807,aufstehen::V,എഴുന്നേൽക്കുക,сувтны
808,sich erholen::V,വിശ്രമിക്കുക,шоччисьлыны
809,krank werden::V,ദീനംപിടിക്കുക,моржитны
810,krank sein::V,രോഗികളാകുക,шогавны
811,krank sein::V,രോഗികളാകുക,визьӧтны
812,schmerzen::V,വേദനിക്കുക,висьны
813,husten::V,ചുമയ്ക്കുക,кашляйтны
814,genesen::V,സുഖപ്പെടുക,бурдны
815,sterben::V,മരിക്കുക,кувны
816,umkommen::V,മരിക്കുക,вийсьыны
817,sich bewegen::V,സ്ഥലം_മാറുക,локны
818,sich bewegen::V,സ്ഥലം_മാറുക,ветлӧтны
819,sich rühren::V,ചലിക്കുക,вӧрзьӧтчыны
820,sich erheben::V,നിൽക്കുക,сувтны
821,sich setzen::V,ഇരിക്കുക,пуксьыны
822,hinfallen::V,വീഴുക,пӧрласьны
823,laufen::V,നടക്കുക,мунны
824,schreiten::V,നടക്കുക,тальччавны
825,spazierengehen::V,ഉലാത്തുക,котрасьны
826,eilen::V,പാഞ്ഞെത്തുക,тэрмасьны
827,sich beeilen::V,തിരിക്കുകൂട്ടുക,тэрмасьны
828,sich beeilen::V,തിടുക്കം_കാട്ടുക,тэрмасьны
829,sausen::V,കുതിക്കുക,вирдавны-котӧртны
830,rennen::V,ഓടുക,
831,springen::V,ചാടുക,чеччавны
832,klettern::V,കയറുക,кышасьны
833,schaukeln::V,ഇളകുക,чурликасьны
834,kriechen::V,പതുങ്ങികയറുക,кыскасьны-мунны
835,schwimmen::V,നീന്തുക,вартчыны
836,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,сунгисьны ваӧ
837,rudern::V,തുഴയുക,сынны
838,fahren::V,വാഹനം ഓടിക്കുക,мунны
839,fliegen::V,പറക്കുക,лэбавны
840,gehen::V,പോകുക,мунны
841,weggehen::V,വിടുക,мунны
842,abfahren::V,പുറപ്പെടുക,иньдӧтчыны
843,abfahren::V,പുറപ്പെടുക,мунны
844,anhalten::V,നിർത്തുക,сувтны
845,hineingehen::V,പ്രവേശിക്കുക,пырны
846,eintreten::V,പ്രവേശിക്കുക,пырны
847,kommen::V,വരുക,локны
848,ankommen::V,എത്തിച്ചേരുക,локны
849,zurückkommen::V,തിരിച്ചു വരുക,бертны
850,zurückkommen::V,തിരിച്ചു വരുക,панӧвтсьыны
851,bleiben::V,തുടരുക,кольччыны
852,warten::V,കാത്തിരിക്കുക,видзчисьны
853,erwarten::V,പ്രതീക്ഷിക്കുക,видзчисьны
854,suchen::V,തിരയുക,кошшыны
855,finden::V,കണ്ടെത്തുക,адззыны
856,versuchen::V,ശ്രമിക്കുക,пондыны
857,versuchen::V,ശ്രമിക്കുക,пондӧтны
858,vorbereiten::V,തയ്യാറെടുക്കുക,лӧсьӧтны
859,lieben::V,സ്നേഹിക്കുക,милуйтны
860,mögen::V,ഇഷ്ടപ്പെടുക,радейтны
861,lachen::V,ചിരിക്കുക,серавны
862,rühren::V,ഹൃദയം സ്പർശിക്കുക,сьӧлӧм вӧрзьӧтны
863,weinen::V,തേങ്ങുക,горзыны
864,schimpfen::V,പിറുപിറുക്കുക,видчыны
865,sich ärgern::V,കോപിക്കുക,лёкавны
866,sich fürchten::V,പേടിക്കുക,повны
867,fürchten::V,പേടിക്കുക,повны
868,fliehen::V,രക്ഷപ്പെടുക,пышшыны
869,flüchten::V,രക്ഷപ്പെടുക,пышшыны
870,sehen::V,കാണുക,адззыны
871,anschauen::V,നോക്കുക,видзӧтны
872,ansehen::V,നോക്കുക,видзӧтны
873,hören::V,കേൾക്കുക,кывны
874,zuhören::V,ശ്രദ്ധിക്കുക,кывзыны
875,probieren::V,രുചിയുള്ളതായി_തോന്നുക,пешлыны
876,riechen::V,മണത്തു_നോക്കുക,дукавны
877,fühlen::V,സ്പർശിച്ചറിയുക,кывны
878,scheinen::V,കാണപ്പെടുക,декуйтчыны
879,zu sehen sein::V,വെളിച്ചപ്പെടുക,тыдавны
880,vernehmen::V,കേൾക്കുക,тӧдмавны
881,frieren::V,വിറയ്ക്കുക,гегдыны
882,tun::V,ചെയ്യുക,керны
883,können::V,കഴിയുക,вермыны
884,wollen::V,വേണുക,мӧдны
885,anfangen::V,തുടങ്ങുക,петны
886,beenden::V,പൂർത്തിയാക്കുക,ештӧтны
887,beenden::V,പൂർത്തിയാക്കുക,керыштны
888,aufhören::V,നിർത്തുക,дугдыны
889,gelingen::V,വിജയിക്കുക,шогмыны
890,geraten::V,പരിണമിക്കുക,мыччисьны
891,öffnen::V,തുറക്കുക,осьтны
892,schließen::V,അടയ്ക്കുക,пӧднавны
893,stellen::V,വയ്ക്കുക,сувтӧтны
894,setzen::V,വയ്ക്കുക,пуксьӧтны
895,legen::V,ഇടുക,пуктыны
896,berühren::V,തൊടുക,вӧрзьӧтны
897,verbinden::V,ഘടിപ്പിക്കുക,йитны
898,bedecken::V,മുടുക,вевттьыны
899,aufhängen::V,കെട്ടിതൂക്കുക,ӧшӧтны
900,anzünden::V,കത്തിക്കുക,ӧзтыны
901,aufheben::V,പെറുക്കിയെടുക്കുക,лэбтыны
902,zurücklassen::V,വച്ചുപോരുക,кольны
903,verlieren::V,നഷ്ടപ്പെടുക,ӧштыны
904,fallen lassen::V,വീഴ്ത്തുക,уськӧтны
905,machen::V,ഉണ്ടാക്കുക,керны
906,herstellen::V,ഉൽപാദിപ്പിക്കുക,вӧчны
907,bauen::V,നിർമ്മിക്കുക,строитны
908,reparieren::V,നന്നാക്കുക,вочны
909,verbessern::V,മെച്ചപ്പെടുക,бурсьӧтны
910,ändern::V,മാറ്റംവരുത്തുക,вежны
911,graben::V,കുഴിക്കുക,гарйыны
912,beugen::V,വണങ്ങുക,кусіньтны
913,biegen::V,കുനിയുക,чукыльтыштны
914,drehen::V,തിരിക്കുക,бергӧтны
915,wenden::V,തിരിയുക,бергӧтны
916,umdrehen::V,തിരിയുക,бергӧтны
917,heben::V,ഉയർത്തുക,лэбтыны
918,hochheben::V,ഉയർത്തുക,лэбтыны
919,ergreifen::V,ബലമായി_പിടിക്കുക,кватитны
920,halten::V,പിടിക്കുക,видзны
921,drücken::V,അമർത്തുക,личкыны
922,schieben::V,തള്ളുക,тойлавны
923,kratzen::V,ചുരണ്ടുക,шаркӧтны
924,lecken::V,നക്കുക,нювны
925,beißen::V,കടിക്കുക,йирны
926,abreißen::V,കീറിക്കളയുക,орӧтны
927,abschneiden::V,മുറിച്ചുമാറ്റുക,шӧрыштны
928,abschneiden::V,മുറിച്ചുമാറ്റുക,вундыштны
929,binden::V,കെട്ടുക,гӧрдззыны
930,stecken::V,തുളയ്ക്കുക,мӧртны
931,brechen::V,ഉടയുക,жугдыны
932,klopfen::V,തട്ടുക,зукӧтны
933,hauen::V,അടിക്കുക,желльыны
934,kleben::V,ഒട്ടിക്കുക,лякӧтны
935,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,зыртны
936,streichen::V,പടർത്തുക,мавтны
937,schleifen::V,പൊടിക്കുക,кыскыны
938,schneiden::V,മുറിക്കുക,вундавны
939,rütteln::V,മുട്ടുക,шатлавны
940,schütteln::V,കുലുക്കുക,зыбӧтны
941,schwenken::V,ആടുക,ӧвтны
942,schwenken::V,ആടുക,макайтны
943,schütten::V,ഒഴിക്കുക,кисьтны
944,füllen::V,നിറയ്ക്കുക,тыртны
945,füllen::V,നിറയ്ക്കുക,тырсьӧтны
946,einwickeln::V,പൊതിയുക,тубны
947,tragen::V,വഹിക്കുക,новйӧтны
948,schleppen::V,വലിച്ചിഴയ്ക്കുക,кыскыны
949,ziehen::V,വലിക്കുക,кыскыны
950,aufbewahren::V,വയ്ക്കുക,видзны
951,werfen::V,എറിയുക,шентывлыны
952,fangen::V,പിടിക്കുക,кутны
953,packen::V,തട്ടിപ്പറിക്കുക,кутасьны
954,packen::V,തട്ടിപ്പറിക്കുക,кватитны
955,verstecken::V,മറയ്ക്കുക,дзебны
956,teilen::V,വിഭജിക്കുക,торйӧтны
957,schicken::V,അയയ്ക്കുക,иньдыны
958,bringen::V,കൊണ്ടുവരുക,вайны
959,hinzufügen::V,കൂട്ടുക,содтыны
960,bekommen::V,കിട്ടുക,получитны
961,erhalten::V,സ്വീകരിക്കുക,получитны
962,nehmen::V,എടുക്കുക,босьтны
963,wählen::V,തിരഞ്ഞെടുക്കുക,бӧрйыны
964,auswählen::V,തിരഞ്ഞെടുക്കുക,бӧрйыны
965,bewahren::V,പുലർത്തുക,видзны
966,behindern::V,തടയിടുക,падтыны
967,verderben::V,നശിപ്പിക്കുക,изводавны
968,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,паздыны
969,zerbrechen::V,ഉടയുക,паздыны
970,zerreißen::V,കീറുക,косявны
971,zerstören::V,നശിപ്പിക്കുക,паздыны
972,verbrennen::V,കത്തിനശിക്കുക,сотны
973,verbrennen::V,കത്തിച്ചുകളയുക,сотны
974,geben::V,കൊടുക്കുക,сетны
975,geben::V,തരുക,сетны
976,reichen::V,കൈമാറുക,сетны
977,schenken::V,സമ്മാനം കൊടുക്കുക,козьнавны
978,versprechen::V,വാഗ്ദാനം_നൽകുക,кӧсйыны
979,wünschen::V,ആഗ്രഹിക്കുക,бурсьыны
980,loben::V,പുകഴ്ത്തുക,ошкыны
981,küssen::V,ഉമ്മവയ്ക്കുക,окавны
982,wiegen::V,ഇളകുക,тюттьӧтны
983,zudecken::V,മുടുക,вевттьыны
984,wecken::V,ഉണർത്തുക,саймӧтны
985,zeigen::V,കാണിക്കുക,мыччавны
986,führen::V,നടത്തുക,нуӧтны
987,lehren::V,പഠിപ്പിക്കുക,велӧтны
988,unterrichten::V,പരിശീലിപ്പിക്കുക,велӧтны
989,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,быдтыны
990,leiten::V,നയിക്കുക,юравны
991,leiten::V,നയിക്കുക,веськӧтлыны
992,antreiben::V,പ്രേരിപ്പിക്കുക,тэрмӧтны
993,lassen::V,അനുവദിക്കുക,-ӧтыны
994,einladen::V,ക്ഷണിക്കുക,корны
995,vereinigen::V,കൂടിച്ചേരുക,ӧтувтны
996,vereinigen::V,കൂടിച്ചേരുക,ӧтлаавны
997,besuchen::V,സന്ദർശിക്കുക,пыравлыны
998,treffen::V,തമ്മിൽ കാണുക,пантавны
999,sich versammeln::V,സംയോജിപ്പിക്കുക,ӧксьыны
1000,spielen::V,കളിക്കുക,орсны
1001,singen::V,പാടുക,сьывны
1002,tanzen::V,നൃത്തം ചെയ്യുക,йӧктыны
1003,sich trennen::V,നേർപെടുത്തുക,торьясьны
1004,verlassen::V,പിൻവാങ്ങുക,кольны
1005,retten::V,രക്ഷിക്കുക,мынтны
1006,bewachen::V,കാവൽനിൽക്കുക,смекайтны
1007,schützen::V,പരിരക്ഷിക്കുക,дорйыны
1008,verteidigen::V,പ്രതിരോധിക്കുക,дорйыны
1009,sich schlagen::V,കലഹിക്കുക,тышкасьны
1010,schießen::V,വെടിവെക്കുക,лыйны
1011,siegen::V,വിജയിക്കുക,вермыны
1012,ärgern::V,വിഷമിപ്പിക്കുക,лӧгӧтны
1013,schlagen::V,അടിക്കുക,базнитны
1014,treten::V,തൊഴിക്കുക,чужьявны
1015,stechen::V,കുത്തുക,бытшкыны
1016,stoßen::V,തള്ളുക,тапкыны
1017,stoßen::V,തള്ളുക,тойыштны
1018,stehlen::V,മോഷ്ടിക്കുക,гусявны
1019,stören::V,ശല്യപ്പെടുത്തുക,костіавны
1020,belästigen::V,മെനക്കെടുക,назыляйтны
1021,verbergen::V,മറയ്ക്കുക,дзебны
1022,verbergen::V,ഒളിക്കുക,дзебны
1023,täuschen::V,കബളിപ്പിക്കുക,бӧбӧтны
1024,täuschen::V,കബളിപ്പിക്കുക,пӧрьявны
1025,betrügen::V,ചതിക്കുക,муклачитны
1026,töten::V,കൊല്ലുക,вийны
1027,wohnen::V,താമസിക്കുക,овны
1028,arbeiten::V,ജോലിചെയ്യുക,уджавны
1029,sammeln::V,സഞ്ചയിക്കുക,ӧктыны
1030,pflücken::V,പറിച്ചെടുക്കുക,судзлавны
1031,jagen::V,വേട്ടയാടുക,вӧравны
1032,fischen::V,മീൻ പിടിക്കുക,чериавны
1033,fassen::V,പിടിക്കുക,кутны
1034,hüten::V,ചേർക്കുക,вердны
1035,hüten::V,ചേർക്കുക,йирсьӧтны
1036,treiben::V,വാഹനം_ഓടിക്കുക,вашӧтны
1037,anbinden::V,കെട്ടിയിടുക,кӧртавны
1038,füttern::V,തീറ്റുക,вердны
1039,melken::V,പാലുകറക്കുക,высьтыны
1040,melken::V,പാലുകറക്കുക,чилькӧтны
1041,hacken::V,വെട്ടിമുറിക്കുക,керавны
1042,gießen::V,നനയ്ക്കുക,киськавны
1043,reifen::V,പാകമാകുക,кисьмыны
1044,zubereiten::V,പാചകം_ചെയ്യുക,лӧсьӧтны
1045,kochen::V,വേവിക്കുക,пуны
1046,backen::V,ബേക്ക് ചെയ്യുക,пӧжавны
1047,braten::V,പോരിക്കുക,жаритны
1048,umrühren::V,ഇളക്കുക,соравны
1049,stricken::V,മെടയുക,домавны
1050,nähen::V,തുന്നുക,вурны
1051,färben::V,ചായം പൂശുക,краситны
1052,reinigen::V,വൃത്തിയാക്കുക,весӧтны
1053,waschen::V,കഴുകുക,пеславны
1054,abwischen::V,തുടയ്ക്കുക,чышкыны
1055,spülen::V,കഴുകുക,гывьявны
1056,fegen::V,അടിച്ചുവാരുക,чышкыны
1057,kehren::V,അടിച്ചുവാരുക,чышкыны
1058,baden::V,നീന്തിത്തുടിക്കുക,купайтчыны 
1059,sich waschen::V,കഴുകുക,миссьыны
1060,ausziehen::V,ഇഴുക്കുക,гыжтӧтны
1061,ausziehen::V,ഇഴുക്കുക,пӧрччавны
1062,anziehen::V,ഉടുക്കുക,пасьтавны
1063,sich anziehen::V,ധരിച്ച നേടുകയുക,пасьтасьны
1064,kämmen::V,മുടിചീകുക,сынавны
1065,schmücken::V,അലങ്കരിക്കുക,баситны
1066,sagen::V,പറയുക,висьтавны
1067,sprechen::V,സംസാരിക്കുക,шуны
1068,reden::V,സംസാരിക്കുക,баитны
1069,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,сёрнитны
1070,fragen::V,ചോദിക്കുക,юавны
1071,bitten::V,അപേക്ഷിക്കുക,корны
1072,erzählen::V,പറയുക,висьтавны
1073,mitteilen::V,അറിയിക്കുക,висьтавны
1074,nennen::V,പേരിടുക,нимтны
1075,rufen::V,വിളിക്കുക,китсавны
1076,rufen::V,വിളിക്കുക,корны
1077,rufen::V,വിളിക്കുക,чукӧстны
1078,prahlen::V,പൊങ്ങച്ചം പറയുക,ошшасьны
1079,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,вуджӧтны
1080,denken::V,ചിന്തിക്കുക,чайтны
1081,glauben::V,വിശ്വസിക്കുക,веритны
1082,bemerken::V,ശ്രദ്ധിക്കുക,казявны
1083,erkennen::V,തിരിചറിയുക,тӧдсавны
1084,begreifen::V,കൈപ്പിടിയിലാക്കുക,вежӧртны
1085,verstehen::V,മനസ്സിലാക്കുക,кывны
1086,lernen::V,പഠിക്കുക,велӧтчыны
1087,wissen::V,അറിയുക,тӧдны
1088,sich erinnern an::V,ഓർമിക്കുക,касьтывны
1089,vergessen::V,മറക്കുക,вунӧтны
1090,messen::V,അളക്കുക,меряйтны
1091,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,лыддьыны
1092,rechnen::V,ഗണിക്കുക,лыддьыны
1093,lesen::V,വായിക്കുക,лыддьӧтны
1094,malen::V,ചിത്രം വരയ്ക്കുക,
1095,zeichnen::V,വരയ്ക്കുക,гижмавны
1096,schreiben::V,എഴുതുക,гижны
1097,besitzen::V,സ്വന്തമാക്കുക,лоны
1098,kaufen::V,വാങ്ങുക,небны
1099,verkaufen::V,വിൽക്കുക,вузавны
1100,bezahlen::V,പരിഹാരം ചെയ്യുക,вештыны
1101,zahlen::V,പണം അടയ്ക്കുക,вештыны
1102,beherrschen::V,ഭരിക്കുക,
1103,ertragen::V,താങ്ങുക,терпитны
