,Concept_ID,cv,pl
67,Luft::N,сывлӑш,powietrze
68,Wind::N,ҫил,wiatr
69,Welle::N,хум,fala
70,Wasser::N,шыв,woda
71,Wasser::N,шыв-шур,woda
72,Stein::N,чул,kamień
73,Boden::N,тӑпра,grunt
74,Erde::N,ҫӗр,ziemia
75,Staub::N,тусан,pył
76,Staub::N,тусан,kurz
77,Rauch::N,тӗтӗм,dym
78,Funke::N,хӗм,iskra
79,Feuer::N,вут,ogień
80,Feuer::N,ҫулӑм,ogień
81,Licht::N,ҫутӑ,światło
82,Schatten::N,сулхӑн,cień
83,Wetter::N,ҫанталӑк,pogoda
84,Nebel::N,тӗтре,mgła
85,Wolke::N,пӗлӗт,obłok
86,Wolke::N,пӗлӗт,chmura
87,Regen::N,ҫумӑр,deszcz
88,Schnee::N,юр,śnieg
89,Eis::N,пӑр,lód
90,Frost::N,сивӗ,mróz
91,Kälte::N,сивӗ,chłód
92,Hitze::N,вӗри,gorąco
93,Hitze::N,шӑрӑх,gorąco
94,Raureif::N,пас,szron
95,Regenbogen::N,асамат кӗперӗ,tęcza
96,Donner::N,аслати,grzmot
97,Strömung::N,юхӑ,nurt
98,Tropfen::N,тумлам,kropla
99,Schaum::N,кӑпӑк,piana
100,Schmutz::N,пылчӑк,brud
101,See::N,кӳлӗ,jezioro
102,Sumpf::N,шур,bagno
103,Sumpf::N,шурлӑх,bagno
104,Moor::N,торфлӑ шурлӑх,bagno
105,Wiese::N,улӑх,łąka
106,Wiese::N,ҫаран,łąka
107,Wald::N,вӑрман,las
108,Hügel::N,сӑрт,pagórek
109,Hügel::N,тӗмеске,pagórek
110,Anhöhe::N,сӑрт,wzgórze
111,Berg::N,ту,góra
112,Gipfel::N,тӳпе,szczyt
113,Gipfel::N,тӳпе,wierzchołek
114,Höhle::N,ҫӗр хӑвӑлӗ,pieczara
115,Abhang::N,тӑвайкки,stok
116,Abhang::N,тӑвайкки,zbocze
117,Quelle::N,ҫӑл куҫ,zdrój
118,Quelle::N,ҫӑл куҫ,źródło
119,Bach::N,пӗчӗк шыв,potok
120,Bach::N,пӗчӗк шыв,strumień
121,Fluss::N,юхан шыв,rzeka
122,Ufer::N,ҫыран,brzeg
123,Küste::N,тинӗс ҫыранӗ,wybrzeże
124,Festland::N,тип ҫӗр,ląd
125,Meer::N,тинӗс,morze
126,Bucht::N,тинӗс кукӑрӗ,zatoka
127,Insel::N,утрав,wyspa
128,Blume::N,чечек,kwiat
129,Gras::N,курӑк,trawa
130,Wurzel::N,тымар,korzeń
131,Baum::N,йывӑҫ,drzewo
132,Stamm::N,вулӑ,pień
133,Rinde::N,хуйӑр,kora
134,Ast::N,турат,gałąź
135,Zweig::N,турат,gałąź
136,Blatt::N,ҫулҫӑ,liść
137,Birke::N,хурӑн,brzoza
138,Kiefer[Baum]::N,хыр,sosna
139,Weide[Baum]::N,хӑва,wierzba
140,Tanne::N,чӑрӑш,jodła
141,Horn::N,мӑйрака,róg
142,Feder::N,тӗк,pióro
143,Fell::N,ҫӑм,futro
144,Flügel::N,ҫунат,skrzydło
145,Klaue::N,чӗрне,szpon
146,Kralle::N,ура,pazur
147,Schwanz::N,хӳре,ogon
148,Ei::N,ҫӑмарта,jajko
149,Nest::N,йӑва,gniazdo
150,Bau::N,йӗнӗ,nora
151,Tier::N,выльӑх,zwierzę
152,Herde::N,кӗтӳ,stado
153,Herde::N,кӗтӳ,trzoda
154,Kuh::N,ӗне,krowa
155,Bulle::N,вӑкӑр,byk
156,Pferd::N,лаша,koń
157,Schaf::N,сурӑх,owca
158,Schwein::N,сысна,świnia
159,Hund::N,йытӑ,pies
160,Katze::N,кушак,kot
161,Katze::N,кушак,kotka
162,Bär::N,упа,niedźwiedż
163,Eichhörnchen::N,пакша,wiewiórka
164,Elch::N,пӑши,łóś
165,Fuchs::N,тилӗ,lis
166,Hase::N,куян,zając
167,Hase::N,мулкач,zając
168,Maus::N,шӑши,mysz
169,Wolf::N,кашкӑр,wilk
170,Vogel::N,кайӑк,ptak
171,Vogel::N,вӗҫен кайӑк,ptak
172,Schwarm::N,ушкӑн,stado
173,Huhn::N,чӑх,kura
174,Huhn::N,чӑхӑ,kura
175,Hahn::N,автан,kogut
176,Gans::N,хур,gęś
177,Adler::N,ӑмӑрт кайӑк,orzeł
178,Ente::N,кӑвакал,kaczka
179,Eule::N,тӑмана,sowa
180,Kranich::N,тӑрна,żuraw
181,Krähe::N,ула курак,wrona
182,Kuckuck::N,куккук,kukułka
183,Schwan::N,акӑш,łabędż
184,Fisch::N,пулӑ,ryba
185,Barsch::N,уланкӑ,okoń
186,Hecht::N,ҫӑрттан,szczupak
187,Schlange[Tier]::N,ҫӗлен,wąż
188,Schlange[Tier]::N,ҫӗлен,żmija
189,Wurm::N,ӑман,robak
190,Spinne::N,эрешмен,pająk
191,Ameise::N,кӑткӑ,mrówka
192,Laus::N,пыйтӑ,wesz
193,Mücke::N,вӑрӑм туна,komar
194,Fliege::N,шӑна,mucha
195,Schmetterling::N,лӗпӗш,motyl
196,Beere::N,ҫырла,jagoda
197,Apfel::N,улма,jabłko
198,Apfel::N,пан улми,jabłko
199,Pilz::N,кӑмпа,grzyb
200,Zwiebel::N,сухан,cebula
201,Saat::N,вӑрӑ,siew
202,Korn::N,тӗшӗ,ziarno
203,Korn::N,пӗрчӗ,ziarno
204,Heu::N,утӑ,siano
205,Schale::N,хупӑ,łupina
206,Grube::N,шӑтӑк,dół
207,Grube::N,шӑтӑк,jama
208,Falle::N,тапӑ,pułapka
209,Falle::N,капкӑн,pułapka
210,Schlinge::N,йӑлӑ,sidła
211,Spur::N,йӗр,ślad
212,Asche::N,кӗл,popiół
213,Dreck::N,пылчӑк,brud
214,Eisen::N,тимӗр,żelazo
215,Gold::N,ылтӑн,złoto
216,Silber::N,кӗмӗл,srebro
217,Kohle::N,кӑмрӑк,węgiel
218,Glas::N,кӗленче,szkło
219,Lehm::N,тӑм,glina
220,Sand::N,хӑйӑр,piasek
221,Mensch::N,ҫын,człowiek
222,Mensch::N,этем,człowiek
223,Mann::N,ар,mężczyzna
224,Frau::N,хӗрарӑм,kobieta
225,Kind::N,ача,dziecko
226,Junge::N,ача,chłopak
227,Junge::N,ача,chłopiec
228,Junge::N,ар ҫын ача,chłopak
229,Junge::N,ар ҫын ача,chłopiec
230,Mädchen::N,хӗр ача,dziewczynka
231,Familie::N,ҫемье,rodzina
232,Familie::N,кил-йыш,rodzina
233,Großvater::N,кукаҫи,dziadek
234,Großmutter::N,кукамай,babka
235,Eltern::N,аҫа-ама,rodzice
236,Vater::N,атте,ojciec
237,Mutter::N,анне,matka
238,Sohn::N,ывӑл,syn
239,Tochter::N,хӗр,córka
240,Bruder::N,ар тӑван,brat
241,Schwester::N,аппа,siostra
242,Schwester::N,йӑмӑк,siostra
243,Onkel::N,мучи,wuj
244,Onkel::N,мучи,stryj
245,Onkel::N,пичче,wuj
246,Onkel::N,пичче,stryj
247,Tante::N,аппа,ciotka
248,Ehemann::N,упӑшка,mąż
249,Ehefrau::N,арӑм,żona
250,Freude::N,савӑнӑҫ,radość
251,Freude::N,хаваслӑх,radość
252,Gelächter::N,кулӑ,śmiech
253,Glück::N,телей,szczęście
254,Glück::N,ӑраскал,szczęście
255,Kummer::N,хурлӑх,zmartwienie
256,Wunsch::N,ӗмӗт,życzenie
257,Wunsch::N,кӑмӑл,życzenie
258,Lust::N,кӑмӑл,chęć
259,Lust::N,кӑмӑл,ochota
260,Geist::N,чун-чӗм,duch
261,Geist::N,ыр-усал,duch
262,Geist::N,чун хавалӗ,duch
263,Gedanke::N,шухӑш,myśl
264,Gedächtnis::N,ас,pamięć
265,Verstand::N,ӑс,rozum
266,Verstand::N,ӑс-тӑн,rozum
267,Verstand::N,ӑс-хакӑл,rozum
268,Sinn::N,тупсӑм,zmysł
269,Sinn::N,пӗлтерӗш,zmysł
270,Grund::N,сӑлтав,powód
271,Wahrheit::N,чӑнлӑх,prawda
272,Gespräch::N,калаҫу,rozmowa
273,Märchen::N,юмах,bajka
274,Erzählung::N,акалав,opowiadanie
275,Erzählung::N,каласа пани,opowiadanie
276,Nachricht::N,хыпар,wiadomość
277,Neuigkeit::N,ҫӗнӗ хыпар,nowina
278,Name::N,ят,imię
279,Rätsel::N,сутмалли юмах,zagadka
280,Rede::N,сӑмах,mowa
281,Sprache::N,чӗлхе,język
282,Stimme::N,сасӑ,głos
283,Wort::N,сӑмах,słowo
284,Zeichen::N,паллӑ,znak
285,Ruf::N,йыхрав,wołanie
286,Ruf::N,чӗнӳ,wołanie
287,Lärm::N,шав,hałas
288,Lärm::N,шав,zgiełk
289,Laut::N,сасӑ,dźwięk
290,Ton::N,сасӑ,ton
291,Ton::N,сасӑ,dźwięk
292,Lied::N,юрӑ,pieśń
293,Lied::N,юрӑ,piosenka
294,Ruhe::N,канӑҫлӑх,spokój
295,Ruhe::N,лӑпкӑлӑх,spokój
296,Leute::N,ҫамрӑксем,ludzie
297,Leute::N,ҫамрӑк ҫынсем,ludzie
298,Volk::N,халӑх,naród
299,Arbeit::N,ӗҫхӗл,praca
300,Arbeit::N,ӗҫхӗл,robota
301,Arbeit::N,ӗҫлев,praca
302,Arbeit::N,ӗҫлев,robota
303,Gast::N,хӑна,gość
304,Geschenk::N,парне,prezent
305,Geschenk::N,парне,podarunek
306,Geschenk::N,кучченеҫ,prezent
307,Geschenk::N,кучченеҫ,podarunek
308,Spiel::N,вӑйӑ,gra
309,Spiel::N,вӑйӑ,zabawa
310,Gesellschaft::N,общество,towarzystwo
311,Hilfe::N,пулӑшу,pomoc
312,Freund::N,тус,przyjaciel
313,Kamerad::N,юлташ,kolega
314,Kamerad::N,тус,kolega
315,Angelegenheit::N,ӗҫ,sprawa
316,Anzahl::N,йыш,ilość
317,Anzahl::N,хисеп,ilość
318,Art::N,тӗс,rodzaj
319,Stück::N,татӑк,kawałek
320,Teil::N,пай,część
321,Hälfte::N,ҫурӑ,połowa
322,Kreis::N,ункӑ,krąg
323,Kreis::N,ҫавракӑш,krąg
324,Kreuz::N,хӗрес,krzyż
325,Linie::N,йӗр,linia
326,Strich::N,йӗр,kreska
327,Abstand::N,хушӑ,odstęp
328,Entfernung::N,хушӑ,odległość
329,Gegend::N,вырӑн,okolica
330,Platz::N,хутлӑх,miejsce
331,Ort::N,вырӑн,miejsce
332,Seite::N,ен,bok
333,Seite::N,ен,strona
334,Seite::N,аяк,bok
335,Seite::N,аяк,strona
336,Seite::N,айӑк,bok
337,Seite::N,айӑк,strona
338,Mitte::N,варӑ,środek
339,Gegenstand::N,япала,przedmiot
340,Sache::N,япала,rzecz
341,Rand::N,вӗҫ,skraj
342,Rand::N,вӗҫ,krawędź
343,Rand::N,хӗрӗ,skraj
344,Rand::N,хӗрӗ,krawędź
345,Rand::N,хӗрри,skraj
346,Rand::N,хӗрри,krawędź
347,Kante::N,хайкача,kant
348,Kante::N,хайкача,krawędź
349,Kante::N,хысак,kant
350,Kante::N,хысак,krawędź
351,Ecke::N,кӗтес,róg
352,Spitze::N,вӗҫ,ostrze
353,Ende::N,вӗҫ,koniec
354,Loch::N,шӑтӑк,dziura
355,Winkel::N,кӗтес,kąt
356,Winkel::N,кӗтес,kącik
357,Muster::N,эреш,wzór
358,Größe::N,пысӑкӑш,rozmiar
359,Größe::N,пысӑкӑш,wielkość
360,Länge::N,вӑрӑмӑш,długość
361,Höhe::N,ҫӳллӗш,wysokość
362,Gewicht::N,виҫе,ciężar
363,Gewicht::N,йывӑрӑш,ciężar
364,Menge::N,йыш,ilość
365,Haufen::N,купа,kupa
366,Reihe::N,рет,rząd
367,Reihe::N,рет,szereg
368,Boot::N,кимӗ,łódź
369,Boot::N,кимӗ,łódka
370,Ruder::N,кӗсмен,wiosło
371,Schlitten::N,ҫуна,sanki
372,Ski::N,йӗлтӗр,narta
373,Lagerfeuer::N,вут,ognisko
374,Lagerfeuer::N,кӑвайт,ognisko
375,Last::N,сулмаклӑх,ciężar
376,Last::N,сулмаклӑх,brzemię
377,Last::N,йывӑр япала,ciężar
378,Last::N,йывӑр япала,brzemię
379,Gang::N,куҫӑм,chód
380,Schritt::N,утӑм,krok
381,Schritt::N,пусӑм,krok
382,Norden::N,ҫурҫӗр,północ
383,Süden::N,кӑнтӑр,południe
384,Westen::N,анӑҫ,zachód
385,Westen::N,хӗвел анӑҫ,zachód
386,Osten::N,хӗвел тухӑҫ,wschód
387,Holz::N,йывӑҫ,drzewo
388,Brett::N,хӑма,deska
389,Platte::N,плита,płyta
390,Stütze::N,ура,podpora
391,Stange::N,шерте,drąg
392,Stange::N,шерте,żerdź
393,Stock::N,патак,kij
394,Stock::N,патак,laska
395,Stab::N,шӑчӑ,pręt
396,Rohr::N,пӑрӑх,rura
397,Haus::N,ҫурт,dom
398,Heim::N,кил,dom
399,Ofen::N,кӑмака,piec
400,Fußboden::N,урай,podłoga
401,Tisch::N,сӗтел,stół
402,Stuhl::N,пукан,krzesło
403,Wiege::N,сӑпка,kołyska
404,Bett::N,кравать,łóżko
405,Bett::N,кравать,pościel
406,Regal::N,ҫӳлӗк,regał
407,Regal::N,сентре,regał
408,Kiste::N,ещӗк,skrzynia
409,Kiste::N,сунтӑх,skrzynia
410,Fenster::N,чӳрече,okno
411,Tür::N,алӑк,drzwi
412,Tor::N,хапха,brama
413,Zaun::N,хӳме,płot
414,Zaun::N,хӳме,parkan
415,Dach::N,тӑрӑ,dach
416,Leiter::N,пусма,drabina
417,Besen::N,шӑпӑр,miotła
418,Spaten::N,кӗреҫе,rydel
419,Schaufel::N,кӗреҫе,łopata
420,Gabel::N,вилка,widelec
421,Löffel::N,кашӑк,łyżka
422,Messer::N,ҫӗҫӗ,nóż
423,Nagel::N,пӑта,gwóźdź
424,Netz::N,тетел,sieć
425,Haken::N,йӑрхах,hak
426,Haken::N,ҫекӗл,hak
427,Griff::N,хӑлӑп,chwyt
428,Schloss::N,ҫӑра,zamek
429,Bild::N,сӑн,obraz
430,Bild::N,сӑнлӑх,obraz
431,Bild::N,картина,obraz
432,Figur::N,кӗлетке,figura
433,Puppe::N,пукане,lalka
434,Beutel::N,михӗ,torba
435,Bündel::N,ҫыхӑ,wiązka
436,Bündel::N,тӗрке,wiązka
437,Tasche::N,сумка,torba
438,Eimer::N,витре,kubeł
439,Eimer::N,витре,wiadro
440,Deckel::N,хупӑ,przykrywka
441,Geschirr::N,савӑт-сапа,statki
442,Geschirr::N,савӑт-сапа,naczynia
443,Sack::N,михӗ,worek
444,Tasse::N,курка,filiżanka
445,Topf::N,кастрюль,garnek
446,Kessel::N,хуран,kocioł
447,Essen::N,апат,jedzenie
448,Nahrung::N,апат-ҫимӗс,pokarm
449,Nahrung::N,апат-ҫимӗс,pożywienie
450,Speise::N,апат,potrawa
451,Speise::N,апат,jedzenie
452,Speise::N,ҫимӗҫ,potrawa
453,Speise::N,ҫимӗҫ,jedzenie
454,Fleisch::N,аш,mięso
455,Fleisch::N,какай,mięso
456,Getreide::N,тырӑ,zboże
457,Brei::N,пӑтӑ,kasza
458,Brot::N,ҫӑкӑр,chleb
459,Scheibe::N,чӗлӗ,kromka
460,Scheibe::N,касӑк,kromka
461,Fett::N,ҫу,tłuszcz
462,Butter::N,ҫу,masło
463,Öl::N,ҫу,olej
464,Salz::N,тӑвар,sól
465,Suppe::N,яшка,zupa
466,Honig::N,пыл,miód
467,Milch::N,сӗт,mleko
468,Tee::N,чей,herbata
469,Leder::N,сӑран,skóra
470,Wolle::N,ҫӑм,wełna
471,Stoff::N,тӗртӗм,tkanina
472,Stoff::N,тӗртӗм,materiał
473,Nadel::N,йӗп,igła
474,Faden::N,ҫип,nić
475,Faden::N,ҫип,nitka
476,Knopf::N,тӳме,guzik
477,Knoten::N,йӑлӑ,węzeł
478,Farbe::N,сӑрӑ,farba
479,Kleidung::N,тум,odzież
480,Kleidung::N,ҫипуҫ,odzież
481,Kleidung::N,тум-тир,odzież
482,Hemd::N,кӗпе,koszula
483,Kragen::N,ҫуха,kołnierz
484,Ärmel::N,ҫанӑ,rękaw
485,Hose::N,шӑлавар,spodnie
486,Gürtel::N,пиҫиххи,pasek
487,Mütze::N,ҫӗлӗк,czapka
488,Schuh::N,пушмак,but
489,Schuh::N,пушмак,bucik
490,Schuh::N,ботинок,but
491,Schuh::N,ботинок,bucik
492,Stiefel::N,атӑ,but
493,Stiefel::N,атӑ,kozak
494,Ring::N,ҫӗрӗ,pierścień
495,Band::N,хаю,wstęga
496,Band::N,йӗсме,wstęga
497,Kamm::N,тура,grzebień
498,Spiegel::N,тӗкӗр,lustro
499,Spiegel::N,куҫ кӗски,lustro
500,Riemen::N,чӗн,rzemień
501,Schnur::N,кантра,sznur
502,Leine::N,касмӑк,smycz
503,Decke::N,утиял,kołdra
504,Kissen::N,ҫытар,poduszka
505,Kissen::N,минтер,poduszka
506,Tuch::N,тутӑр,chustka
507,Handtuch::N,ал шӑлли,ręcznik
508,Kraft::N,вӑй,moc
509,Kraft::N,вӑй,siła
510,Kraft::N,хӑват,moc
511,Kraft::N,хӑват,siła
512,Stärke::N,хал,moc
513,Stärke::N,хал,siła
514,Stärke::N,хӑват,moc
515,Stärke::N,хӑват,siła
516,Gesundheit::N,хал,zdrowie
517,Gesundheit::N,сывлӑх,zdrowie
518,Krankheit::N,чир,choroba
519,Schmerz::N,ырату,ból
520,Wunde::N,суран,rana
521,Fieber::N,сив чир,gorączka
522,Arznei::N,эмел,lekarstwo
523,Brücke::N,кӗпер,most
524,Brunnen::N,ҫӑл,studnia
525,Brunnen::N,пусӑ,studnia
526,Weide::N,ҫаран,pastwisko
527,Pfad::N,йӗр,ścieżka
528,Pfad::N,сукмак,ścieżka
529,Weg::N,ҫул,droga
530,Weg::N,ҫул-йӗр,droga
531,Straße::N,ҫӳрев,ulica
532,Straße::N,ҫул ҫӳрени,ulica
533,Dorf::N,ял,wieś
534,Stadt::N,хула,miasto
535,Brief::N,ҫыру,list
536,Buch::N,кӗнеке,książka
537,Buchstabe::N,сас палли,litera
538,Zeitung::N,хаҫат,gazeta
539,Zeitung::N,хаҫат,dziennik
540,Leben::N,пурнӑҫ,życie
541,Tod::N,вилӗм,śmierć
542,Grab::N,масар шӑтӑкӗ,grób
543,Kirche::N,чиркӳ,kościół
544,Sünde::N,ҫылӑх,grzech
545,Gott::N,турӑ,bóg
546,Arbeiter::N,рабочи,robotnik
547,Chef::N,пуҫлӑх,szef
548,Meister::N,ӑста,mistrz
549,Meister::N,ӑста,majster
550,Meister::N,мастер,mistrz
551,Meister::N,мастер,majster
552,Arzt::N,врач,lekarz
553,Arzt::N,тухтӑр,lekarz
554,Lehrer::N,учитель,nauczyciel
555,Lehrer::N,вӗрентекен,nauczyciel
556,Geld::N,укҫа,pieniądze
557,Geschäft::N,бизнес,sprawa
558,Geschäft::N,бизнес,interes
559,Laden::N,магазин,sklep
560,Preis::N,хак,cena
561,Ware::N,тавар,towar
562,Nutzen::N,пайта,pożytek
563,Reichtum::N,мул,bogactwo
564,Welt::N,тӗнче,świat
565,Land::N,ҫӗр-шыв,kraj
566,Staat::N,патшàлӑх,państwo
567,König::N,король,król
568,Macht::N,власть,władza
569,Grenze::N,чикӗ,granica
570,Krieg::N,вӑрҫӑ,wojna
571,Feind::N,тӑшман,wróg
572,Gewalt::N,ирӗксӗрлӳ,władza
573,Kampf::N,кӗрешӳ,bój
574,Kampf::N,кӗрешӳ,walka
575,Bogen[Waffe]::N,ухӑ,łuk
576,Pfeil::N,ҫӗмрен,strzała
577,Pfeil::N,ухӑ йӗппи,strzała
578,Gewehr::N,пӑшал,karabin
579,Fehler::N,йӑнӑш,błąd
580,Lüge::N,суя,kłamstwo
581,Lüge::N,ултав,kłamstwo
582,Schaden::N,сиен,szkoda
583,Unglück::N,шар,nieszczęście
584,Unglück::N,инкек,nieszczęście
585,Schuld::N,айӑп,wina
586,Alter::N,ҫул шучӗ,wiek
587,Schluss::N,пӗтни,koniec
588,Schluss::N,пӗтни,zakończenie
589,Schluss::N,пӗтмӗш,koniec
590,Schluss::N,пӗтмӗш,zakończenie
591,Zeit::N,вӑхӑт,czas
592,Tag::N,кун,dzień
593,Morgen::N,ир,ranek
594,Morgen::N,ир,poranek
595,Mittag::N,кӑнтӑрла,południe
596,Abend::N,каҫ,wieczór
597,Nacht::N,каҫ,noc
598,Woche::N,эрне,tydzień
599,Monat::N,уйӑх,miesiąc
600,Jahr::N,ҫулталӑк,rok
601,Frühling::N,ҫур,wiosna
602,Frühling::N,ҫуркунне,wiosna
603,Sommer::N,ҫу,lato
604,Sommer::N,ҫулла,lato
605,Herbst::N,кӗр,jesień
606,Herbst::N,кӗркунне,jesień
607,Winter::N,хӗл,zima
608,Winter::N,хӗлле,zima
609,Januar::N,январь,styczeń
610,Februar::N,февраль,luty
611,Februar::N,кӗҫӗн кӑрлач,luty
612,März::N,март,marzec
613,März::N,пуш уйӑхӗ,marzec
614,April::N,апрель,kwiecień
615,Mai::N,май,maj
616,Juni::N,июнь,czerwiec
617,Juli::N,июль,lipiec
618,August::N,август,sierpień
619,September::N,сентябрь,wrzesień
620,September::N,авӑн уйӑхӗ,wrzesień
621,Oktober::N,октябрь,październik
622,November::N,ноябрь,listopad
623,Dezember::N,раштав,grudzień
624,Dezember::N,декабрь,grudzień
625,Montag::N,тунти кун,poniedziałek
626,Dienstag::N,ытлари кун,wtorek
627,Mittwoch::N,юн кун,środa
628,Donnerstag::N,кӗҫнерни кун,czwartek
629,Freitag::N,эрне кун,piątek
630,Samstag::N,шӑмат кун,sobota
631,Sonntag::N,вырсарни кун,niedziela
632,groß::A,пысӑк,duży
633,groß::A,пысӑк,wielki
634,klein::A,пӗчӗк,mały
635,lang::A,вӑрӑм,długi
636,kurz::A,кӗске,krótki
637,breit::A,сарлака,szeroki
638,schmal::A,ансӑр,wąski
639,dicht::A,йӑвӑ,gęsty
640,dick[Gegenstand]::A,хулӑн,gruby
641,dünn::A,ҫинҫе,cienki
642,dünn::A,ҫӳхе,cienki
643,fein::A,тарай,drobny
644,fein::A,вӗлтӗрти,drobny
645,fest::A,тӗреклӗ,mocny
646,fest::A,тӗреклӗ,twardy
647,flach::A,лаптак,płaski
648,glatt::A,такӑр,gładki
649,hart::A,хытӑ,twardy
650,weich::A,ҫемҫе,miękki
651,rund::A,ҫавра,okrągły
652,spitz::A,шӗвӗр,spiczasty
653,scharf::A,ҫивӗч,ostry
654,stumpf::A,мӑка,tępy
655,stumpf::A,пуклак,tępy
656,stumpf::A,тӗрӗнчӗк,tępy
657,stumpf::A,ӑнкарусӑр,tępy
658,schwer::A,йывӑр,ciężki
659,schön::A,илемлӗ,ładny
660,schön::A,илемлӗ,piękny
661,heiß::A,вӗри,gorący
662,warm::A,ӑшӑ,ciepły
663,kalt::A,сивӗ,zimny
664,kühl::A,уҫӑ,chłodny
665,frisch::A,уҫӑ,świeży
666,feucht::A,йӗпе,wilgotny
667,nass::A,нӳрӗ,mokry
668,trocken::A,типӗ,suchy
669,voll::A,тулли,pełny
670,leer::A,пушӑ,pusty
671,leer::A,пушӑ,próżny
672,offen::A,уҫӑ,otwarty
673,geschlossen::A,хупӑ,zamknięty
674,sauber::A,таса,czysty
675,schmutzig::A,пылчӑклӑ,brudny
676,schmutzig::A,вараланчӑк,brudny
677,roh::A,чӗрӗ,surowy
678,reif::A,пулнӑ,dojrzały
679,reif::A,пиҫӗхнӗ,dojrzały
680,reif::A,аталаннӑ,dojrzały
681,reif::A,пиҫсе ҫитнӗ,dojrzały
682,lecker::A,тутлӑ,smaczny
683,lecker::A,техӗмлӗ,smaczny
684,süß::A,пылак,słodki
685,bitter::A,йӳҫӗ,gorzki
686,sauer::A,йӳҫӗ,kwaśny
687,sauer::A,йӳҫек,kwaśny
688,sauer::A,кӑвасак,kwaśny
689,hell::A,ҫутӑ,jasny
690,dunkel::A,тӗттӗм,ciemny
691,schwarz::A,хура,czarny
692,weiß::A,шурӑ,biały
693,rot::A,хӗрлӗ,czerwony
694,gelb::A,сарӑ,żółty
695,blau::A,кӑвак,błękitny
696,blau::A,кӑвак,niebieski
697,grün::A,симӗс,zielony
698,grün::A,пиҫмен,zielony
699,grün::A,ӑс пухман,zielony
700,grau::A,кӑвак,szary
701,bunt::A,чӑпар,barwny
702,billig::A,йӳнӗ,tani
703,teuer::A,хаклӑ,drogi
704,wertvoll::A,паха,cenny
705,blind::A,суккӑр,ślepy
706,taub::A,хӑлхасӑр,głuchy
707,kräftig::A,хӑватлӑ,mocny
708,stark::A,вирлӗ,silny
709,schwach::A,халсӑр,słaby
710,fett::A,самӑр,tłusty
711,fett::A,мӑнтӑр,tłusty
712,schlank::A,йӑрӑс,smukły
713,schlank::A,яштака,smukły
714,hübsch::A,хитре,ładny
715,böse::A,усал,zły
716,dumm::A,ухмах,głupi
717,faul::A,наян,leniwy
718,faul::A,юлхав,leniwy
719,faul::A,ӳркенчӗк,leniwy
720,fleißig::A,хастар,pilny
721,geizig::A,хытӑ,skąpy
722,klug::A,ӑслӑ,mądry
723,geschickt::A,ӑста,zręczny
724,lieb::A,савнӑ,miły
725,lustig::A,хаваслӑ,wesoły
726,sanft::A,ачаш,łagodny
