,Concept_ID,ce,hr
806,überall::ADV,массанхьа,svagdje
807,nicht::ADV,ца,ne
808,ein wenig::ADV,кӏеззиг,malo
809,kaum::ADV,халла,tek
810,kaum::ADV,халла,jedva
811,sehr::ADV,вуно,jako
812,sehr::ADV,вуно,veoma
813,noch::ADV,кхин,još
814,nur::ADV,бен ...ца,samo
815,schon::ADV,хӏинцале,već
816,wieder::ADV,юха а,opet
817,wieder::ADV,юха а,ponovo
818,vergebens::ADV,эрна,uzalud
819,vergebens::ADV,эрна,zabadava
820,vor::PRP,хьалха,pred
821,vor::PRP,хьалха,ispred
822,hinter::PRP,тӏехьа,za
823,hinter::PRP,тӏехьа,iza
824,unter::PRP,кIелахь,pod
825,unter::PRP,кIелахь,ispod
826,durch::PRP,чекх,po
827,durch::PRP,чекх,kroz
828,neben::PRP,юххе,kraj
829,neben::PRP,юххе,pored
830,neben::PRP,юххе,pokraj
831,zwischen::PRP,юккъехь,među
832,zwischen::PRP,юккъехь,između
833,wegen::PRP,дуьхьа,radi
834,wegen::PRP,дуьхьа,zbog
835,dies::PRN,и,ovo
836,dies::PRN,иза,ovo
837,das::PRN,и,to
838,das::PRN,и,ono
839,das::PRN,иза,to
840,das::PRN,иза,ono
841,alles::PRN,дерриг,sve
842,ich::PRN,cо,ja
843,du::PRN,хьо,ti
844,er::PRN,и,on
845,er::PRN,иза,on
846,wir::PRN,тхо,mi
847,wir::PRN,вай,mi
848,ihr::PRN,шу,vi
849,sie::PRN,уьш,oni
850,was::FPRN,хӏун,što
851,wer::FPRN,мила,tko
852,wo::FADV,мичaхь,gdje
853,wohin::FADV,мича,kuda
854,wohin::FADV,мича,kamo
855,wie::FADV,муха,kako
856,warum::FADV,хӏунда,zašto
857,wieviel::FNUM,мел,koliko
858,wieviel::FNUM,маса,koliko
859,eins::NUM,цхьаъ,jedan
860,zwei::NUM,шиъ,dva
861,drei::NUM,кхоъ,tri
862,vier::NUM,диъ,četiri
863,fünf::NUM,пхиъ,pet
864,sechs::NUM,ялх,šest
865,sieben::NUM,ворхӏ,sedam
866,acht::NUM,бархӏ,osam
867,neun::NUM,исс,devet
868,zehn::NUM,итт,deset
869,elf::NUM,цхьайтта,jedanaest
870,zwölf::NUM,шийтта,dvanaest
871,zwanzig::NUM,ткъа,dvadeset
872,dreißig::NUM,ткъе итт,trideset
873,vierzig::NUM,шовзткъа,četrdeset
874,fünfzig::NUM,шовзткъе итт,pedeset
875,sechzig::NUM,кхузткъа,šezdeset
876,siebzig::NUM,кхузткъе итт,sedamdeset
877,achtzig::NUM,дезткъа,osamdeset
878,neunzig::NUM,дезткъе итт,devetdeset
879,hundert::NUM,бӏе,sto
880,tausend::NUM,эзар,tisuća
881,und::CNJ,a,i
882,und::CNJ,a,te
883,oder::CNJ,я,ili
884,stehen::V,латта,stajati
885,sitzen::V,хиъна ӏан,sjediti
886,liegen::V,ӏилла,ležati
887,hängen::V,кхаза,visiti
888,werden::V,хила,postati
889,werden::V,хила,činiti se
890,passieren::V,хила,desiti se
891,passieren::V,хила,dogoditi se
892,beginnen::V,доло,početi
893,enden::V,дӏадерза,prestati
894,enden::V,дӏадерза,svršiti se
895,wechseln::V,хийца,mijenjati se
896,aufgehen[Sonne]::V,кхета,izići
897,untergehen[Sonne]::V,чубуза,zaći
898,scheinen[Sonne]::V,серло яла,sijati
899,donnern::V,къекъа,grmjeti
900,wehen::V,хьекха,duhati
901,strömen::V,эха,strujati
902,fließen::V,охьаэха,teći
903,sich drehen::V,хьийза,obrtati se
904,sich drehen::V,хьийза,vrtjeti se
905,schwanken::V,леста,teturati
906,schwanken::V,леста,kolebati se
907,schwingen::V,лесто,njihati
908,schwingen::V,лесто,titrati
909,fallen::V,охьакхета,padati
910,brennen::V,дага,gorjeti
911,rauchen::V,оза,dimiti se
912,regnen::V,догlа догlу,kišiti
913,regnen::V,догlа догlу,daždjeti
914,gefrieren::V,гӏоро,smrznuti se
915,tauen::V,даша,kopnjeti
916,tauen::V,даша,kraviti se
917,schmelzen::V,лала,topiti se
918,trocknen::V,дакъо,sušiti se
919,sieden::V,кхехка,kipjeti
920,sieden::V,кхехка,ključati
921,faulen::V,дахкадала,gnjiti
922,verfaulen::V,дахкадала,sagnjiti
923,reißen::V,хеда,otrgnuti se
924,versinken::V,хичудаха,tonuti
925,versinken::V,хичудаха,propasti
926,vergehen::V,дlаэха,prolaziti
927,erscheinen::V,схьадала,pojaviti se
928,erscheinen::V,ӏоттадала,pojaviti se
929,verschwinden::V,къайладала,nestati
930,verschwinden::V,къайладала,izgubiti se
931,sinken::V,лахдала,trgnuti
932,sinken::V,лахдала,spustiti se
933,zunehmen::V,лакхадала,povećati se
934,steigen::V,хьаладала,uzići
935,steigen::V,хьаладала,nadoći
936,wachsen::V,кхиа,rasti
937,glänzen::V,лепа,blistati
938,glänzen::V,лепа,sjati se
939,funkeln::V,къега,svjetlucati
940,lärmen::V,гӏовгӏаян,bučati
941,lärmen::V,гӏовгӏаян,galamiti
942,läuten::V,детта,zvoniti
943,klingeln::V,дека,zvoniti
944,klirren::V,дека,zvečati
945,brausen::V,хьаьдда даха,hujati
946,rauschen::V,леста,šumiti
947,rauschen::V,леста,šuškati
948,klingen::V,дека,zvučati
949,bellen::V,лета,lajati
950,heulen::V,угӏа,zavijati
951,blasen::V,хӏуп баха,puhati
952,pfeifen::V,шок етта,fućkati
953,schreien::V,мохь бетта,vikati
954,schreien::V,мохь бетта,kričati
955,stöhnen::V,узарш дан,stenjati
956,zittern::V,дега,drhtati
957,zittern::V,дега,trepetati
958,leben::V,даха,živjeti
959,geboren werden::V,хила,roditi se
960,atmen::V,садеӏа,disati
961,trinken::V,мала,piti
962,essen::V,кхалла,jesti
963,schlucken::V,къурдбан,gutati
964,müde werden::V,кӏаддала,umoriti se
965,einschlafen::V,наб кхета,usnuti
966,einschlafen::V,наб кхета,zaspati
967,schlafen::V,вижа,spati
968,schlafen::V,наб ян,spati
969,schlafen::V,дижина хила,spati
970,aufwachen::V,самадала,probuditi se
971,aufstehen::V,гӏатта,ustati
972,sich erholen::V,садаӏа,odmoriti se
973,krank werden::V,цомгуш хила,oboljeti se
974,krank werden::V,цомгуш хила,razboljeti se
975,krank sein::V,цомгуш хила,bolovati
976,schmerzen::V,лаза,boljeti
977,schmerzen::V,ӏийжа,boljeti
978,husten::V,йовхарш етта,kašljati
979,genesen::V,тадала,ozdraviti
980,genesen::V,тадала,oporaviti se
981,sterben::V,дала,umrijeti
982,umkommen::V,хӏаллакхила,skapati
983,sich bewegen::V,лела,gibati se
984,sich bewegen::V,лела,kretati se
985,sich rühren::V,меттахъхьен,maknuti se
986,sich erheben::V,хьалагlатта,dići se
987,sich setzen::V,хаа,sjesti
988,hinfallen::V,дожа,pasti
989,hinfallen::V,охьакхета,pasti
990,laufen::V,вада,hodati
991,laufen::V,хьада,hodati
992,schreiten::V,болар дан,stupati
993,schreiten::V,ког баккха,stupati
994,spazierengehen::V,доладала,šetati se
995,eilen::V,сихдала,hitati
996,sich beeilen::V,сихдала,požuriti se
997,rennen::V,дада,trčati
998,springen::V,ирхкхийсадала,skakati
999,klettern::V,тӏедийла,popeti se
1000,klettern::V,тӏедийла,penjati se
1001,schaukeln::V,техко,ljuljati se
1002,kriechen::V,такха,puzati
1003,kriechen::V,такха,gmizati
1004,schwimmen::V,некадан,plivati
1005,tauchen::V,чулелха,roniti
1006,tauchen::V,чулелха,gnjuriti
1007,rudern::V,дига лело,veslati
1008,rudern::V,кема лело,veslati
1009,fahren::V,хахка,voziti se
1010,fliegen::V,тӏемадала,letjeti
1011,fliegen::V,тӏемадала,lijetati
1012,gehen::V,лeла,ići
1013,weggehen::V,дӏадаха,otići
1014,abfahren::V,дӏадаха,krenuti
1015,abfahren::V,дӏадаха,otputovati
1016,anhalten::V,саца,stati
1017,anhalten::V,саца,zaustaviti
1018,hineingehen::V,чудала,ulaziti
1019,eintreten::V,чудала,ući
1020,kommen::V,кхача,doći
1021,kommen::V,дӏакхача,doći
1022,kommen::V,схьакхача,doći
1023,ankommen::V,кхача,stići
1024,ankommen::V,схьакхача,stići
1025,zurückkommen::V,юхада,vratiti se
1026,zurückkommen::V,юхада,povratiti se
1027,bleiben::V,диса,ostati
1028,warten::V,хьежа,čekati
1029,warten::V,cобар дан,čekati
1030,erwarten::V,хьоьжуш ӏан,očekivati
1031,suchen::V,леха,tražiti
1032,finden::V,каро,naći
1033,versuchen::V,дан хьажа,pokušati
1034,vorbereiten::V,кечъян,spremiti
1035,vorbereiten::V,кечъян,pripremiti
1036,lieben::V,деза,voljeti
1037,mögen::V,безамхила,voljeti
1038,lachen::V,дела,smijati se
1039,rühren::V,хьедан,taknuti
1040,weinen::V,делха,plakati
1041,schimpfen::V,чехо,psovati
1042,sich ärgern::V,оьгӏазъэха,ljutiti se
1043,sich fürchten::V,кхера,bojati se
1044,fürchten::V,кхера,bojati se
1045,fliehen::V,дӏадада,pobjeći
1046,flüchten::V,дӏадада,utjeći
1047,sehen::V,ган,vidjeti
1048,anschauen::V,хьажа,ogledati
1049,anschauen::V,хьежа,ogledati
1050,ansehen::V,хьовса,gledati
1051,hören::V,хаза,čuti
1052,zuhören::V,ладогӏа,slušati
1053,probieren::V,хьажа,probati
1054,riechen::V,хьожа яха,osjećati miris
1055,fühlen::V,хаадала,osjećati
1056,scheinen::V,мотта,činiti se
1057,zu sehen sein::V,гуш хила,biti vidljiv
1058,vernehmen::V,бартхатта,saznati
1059,frieren::V,гӏоро,zima je
1060,tun::V,дан,raditi
1061,können::V,дадала,moći
1062,wollen::V,тӏергӏа,htjeti
1063,anfangen::V,доло,početi
1064,beenden::V,довла,svršiti
1065,beenden::V,довла,dovršiti
1066,aufhören::V,саца,prestati
1067,gelingen::V,кадала,uspjeti
1068,geraten::V,хила,desiti se
1069,öffnen::V,дӏаделла,otvoriti
1070,öffnen::V,схьаделла,otvoriti
1071,schließen::V,къовла,zatvoriti
1072,schließen::V,дӏачӏагӏа,zatvoriti
1073,stellen::V,хlотто,metnuti
1074,stellen::V,хlотто,postaviti
1075,setzen::V,дийгӏа,posaditi
1076,legen::V,охьадилла,polagati
1077,berühren::V,хьедан,doticati
1078,berühren::V,хьедан,dodirivati
1079,verbinden::V,вовшахтаса,spojiti
1080,verbinden::V,вовшахтаса,zavezati
1081,bedecken::V,тилла,pokriti
1082,bedecken::V,тӏетаса,pokriti
1083,aufhängen::V,хьалаолла,objesiti
1084,anzünden::V,лато,upaliti
1085,anzünden::V,лато,zapaliti
1086,aufheben::V,айа,podići
1087,aufheben::V,айа,podignuti
1088,zurücklassen::V,дита,ostaviti
1089,zurücklassen::V,дита,pustiti natrag
1090,verlieren::V,дайа,izgubiti
1091,fallen lassen::V,охьадожо,ispustiti
1092,machen::V,дан,uraditi
1093,machen::V,дан,načiniti
1094,machen::V,дан,napraviti
1095,herstellen::V,дан,proizvesti
1096,bauen::V,гӏишлоян,graditi
1097,reparieren::V,тадан,popraviti
1098,verbessern::V,нисдан,poboljšati
1099,ändern::V,хийца,promijeniti
1100,graben::V,ахка,kopati
1101,graben::V,ахка,kopkati
1102,beugen::V,сатто,saviti
1103,biegen::V,сатто,saviti
1104,biegen::V,сатто,sagnuti
1105,drehen::V,хьовзо,vrtjeti
1106,umdrehen::V,хьовзo,okrenuti
1107,umdrehen::V,хьовзo,prevŕnuti
1108,heben::V,айа,dizati
1109,heben::V,хьалаайа,dizati
1110,hochheben::V,хьалаайа,dignuti
1111,ergreifen::V,дӏалаца,uhvatiti
1112,ergreifen::V,дӏалаца,prihvatiti
1113,halten::V,латто,držati
1114,drücken::V,тӏетаӏо,pritiskivati
1115,schieben::V,татта,gurati
1116,kratzen::V,мӏараш тийса,česati
1117,kratzen::V,мӏараш тийса,grepsti
1118,lecken::V,мотт хьекха,lizati
1119,beißen::V,катoха,ujesti
1120,beißen::V,катoха,gristi
1121,abreißen::V,схьадаккха,otkinuti
1122,abschneiden::V,кхада,odrezati
1123,binden::V,дӏадехка,vezati
1124,binden::V,вовшахтаса,vezati
1125,stecken::V,чудахийта,turiti
1126,brechen::V,кагдан,slomiti
1127,klopfen::V,детта,lupati
1128,klopfen::V,детта,kucati
1129,hauen::V,етта,tući
1130,hauen::V,етта,udarati
1131,kleben::V,тӏелато,lijepiti
1132,reiben::V,хьекхо,trti
1133,streichen::V,тlехьакха,namazati
1134,schleifen::V,ирдан,brusiti
1135,schneiden::V,ларга,rezati
1136,rütteln::V,лесто,drmati
1137,schütteln::V,лесто,tresti
1138,schwenken::V,лесто,mahati
1139,schütten::V,дотта,sipati
1140,schütten::V,дотта,lijevati
1141,füllen::V,дуза,napuniti
1142,einwickeln::V,хьарчо,umotati
1143,einwickeln::V,хьарчо,zamotati
1144,tragen::V,дахьа,nositi
1145,schleppen::V,ийзо,tegliti
1146,ziehen::V,озо,vući
1147,aufbewahren::V,ӏалашдан,čuvati
1148,werfen::V,кхосса,bacati
1149,fangen::V,леца,loviti
1150,fangen::V,леца,hvatati
1151,packen::V,леца,ščepati
1152,packen::V,леца,zgrabiti
1153,verstecken::V,къайладаккха,sakriti
1154,teilen::V,декъа,podijeliti
1155,schicken::V,дӏадахьийта,slati
1156,bringen::V,дан,donijeti
1157,hinzufügen::V,тӏетоха,dodati
1158,hinzufügen::V,тӏетоха,pridati
1159,bekommen::V,даккха,dobiti
1160,erhalten::V,даккха,primiti
1161,nehmen::V,схьаэца,uzeti
1162,wählen::V,харжа,izabrati
1163,auswählen::V,харжа,odabrati
1164,bewahren::V,lалашдан,sačuvati
1165,behindern::V,новкъарло ян,smetati
1166,verderben::V,талхо,pokvariti
1167,beschädigen::V,дохо,oštetiti
1168,zerbrechen::V,дохо,razbiti
1169,zerbrechen::V,дохо,prelomiti
1170,zerbrechen::V,кагдан,razbiti
1171,zerbrechen::V,кагдан,prelomiti
1172,zerreißen::V,хадо,poderati
1173,zerreißen::V,хадо,rastrgnuti
1174,zerstören::V,дохо,razoriti
1175,zerstören::V,дохо,razrušiti
1176,zerstören::V,кагдан,razoriti
1177,zerstören::V,кагдан,razrušiti
1178,verbrennen::V,даго,spaliti
1179,verbrennen::V,даго,sagorjeti
1180,geben::V,яла,dati
1181,reichen::V,дӏадала,pružiti
1182,reichen::V,дӏакховдо,pružiti
1183,schenken::V,совгӏат дан,darivati
1184,versprechen::V,ваӏда дан,obećati
1185,wünschen::V,лаа,željeti
1186,loben::V,хасто,hvaliti
1187,küssen::V,оба яккха,ljubiti
1188,wiegen::V,тахка,njihati
1189,wiegen::V,тахка,ljuljati
1190,zudecken::V,тӏетаса,pokriti
1191,wecken::V,самадаккха,probuditi
1192,zeigen::V,гайта,pokazati
1193,führen::V,дига,voditi
1194,lehren::V,ӏамо,učiti
1195,unterrichten::V,хьеха,poučiti
1196,aufziehen::V,кхио,uzgajati
1197,leiten::V,урхалла дан,upravljati
1198,antreiben::V,сихдан,natjeravati
1199,lassen::V,-йта,dati
1200,einladen::V,кхайкха,pozvati
1201,vereinigen::V,цхьаьнатоха,ujediniti
1202,besuchen::V,хьажахIотта,posjetiti
1203,treffen::V,дуьхьалкхета,sresti
1204,sich versammeln::V,гулдан,okupiti se
1205,spielen::V,ловза,igrati se
1206,singen::V,лакха,pjevati
1207,tanzen::V,хелхадала,plesati
1208,sich trennen::V,къаста,razići se
1209,verlassen::V,дита,ostaviti
1210,verlassen::V,дита,napustiti
1211,retten::V,кӏелхьардаккха,spasiti
1212,bewachen::V,ха дан,čuvati
1213,bewachen::V,ха дан,stražariti
1214,schützen::V,лардан,čuvati
1215,verteidigen::V,лардан,obraniti
1216,sich schlagen::V,етта,biti se
1217,sich schlagen::V,етта,udariti se
1218,schießen::V,детта,pucati
1219,schießen::V,детта,strijeljati
1220,siegen::V,тола,pobijediti
1221,ärgern::V,оьгӏаздахийта,ljutiti
1222,schlagen::V,тоха,biti
1223,schlagen::V,тоха,udariti
1224,treten::V,мийра тоха,šutnuti
1225,stechen::V,ӏотта,ubosti
1226,stechen::V,къовзо,ubosti
1227,stoßen::V,татта,gurnuti
1228,stehlen::V,лачкъо,ukrasti
1229,stören::V,новкъарло ян,smetati
1230,belästigen::V,сагатдан,smetati
1231,belästigen::V,сагатдан,dosaditi
1232,verbergen::V,къайладаккха,skriti
1233,täuschen::V,ӏexo,obmanuti
1234,betrügen::V,ледан,prevarati
1235,töten::V,ден,ubiti
1236,wohnen::V,даха,stanovati
1237,arbeiten::V,къахьега,raditi
1238,sammeln::V,гулдан,sabrati
1239,pflücken::V,даха,ubrati
1240,jagen::V,талла,loviti
1241,fischen::V,чӏерий леца,ribati
1242,fischen::V,чӏерий леца,loviti ribu
1243,fassen::V,лаца,uloviti
1244,fassen::V,схьалаца,uloviti
1245,hüten::V,лардан,pasti
1246,treiben::V,лахка,goniti
1247,anbinden::V,дӏадехка,privezati
1248,füttern::V,хӏума яла,hraniti
1249,melken::V,оза,musti
1250,gießen::V,хи тоха,politi
1251,reifen::V,хьекъа,sazreti
1252,zubereiten::V,кечъян,prigotoviti
1253,zubereiten::V,кхача бан,prigotoviti
1254,kochen::V,кхача бан,kuhati
1255,backen::V,датта,peći
1256,braten::V,кхарза,peći
1257,braten::V,кхарза,pržiti
1258,umrühren::V,кего,promiješati
1259,nähen::V,тега,šiti
1260,färben::V,басардан,obojiti
1261,reinigen::V,цӏандан,očistiti
1262,reinigen::V,цӏандан,počistiti
1263,waschen::V,йила,prati
1264,waschen::V,йитта,prati
1265,waschen::V,дӏадайа,prati
1266,abwischen::V,дӏадайа,otrti
1267,spülen::V,хи кхарза,isprati
1268,spülen::V,хи кхарза,oplakati
1269,fegen::V,нуй хьакха,mesti
1270,fegen::V,нуй хьакха,pomesti
1271,kehren::V,нуй хьакха,mesti
1272,baden::V,лийча,kupati se
1273,sich waschen::V,юьхь йила,umiti se
1274,sich waschen::V,юьхь йила,prati se
1275,ausziehen::V,духар дӏадаккха,svući
1276,sich anziehen::V,духа,obući se
1277,kämmen::V,ехк хьакха,češljati
1278,schmücken::V,хаздан,uresiti
1279,schmücken::V,хаздан,nakititi
1280,sagen::V,ала,reći
1281,sagen::V,ала,kazati
1282,sprechen::V,баха,govoriti
1283,sprechen::V,мотт бийца,govoriti
1284,reden::V,къамел дан,govoriti
1285,reden::V,къамел дан,besjediti
1286,sich unterhalten::V,къамел дан,razgovarati se
1287,fragen::V,хатта,pitati
1288,bitten::V,деха,moliti
1289,erzählen::V,дийца,ispričati
1290,erzählen::V,дийца,pripovjediti
1291,mitteilen::V,хаам бан,saopćiti
1292,nennen::V,цӏе яккха,nazvati
1293,rufen::V,кхайкха,zvati
1294,rufen::V,кхайкха,dozvati
1295,prahlen::V,куралла ян,hvalisati se
1296,prahlen::V,дозалла дан,hvalisati se
1297,übersetzen::V,гоч дан,prevesti
1298,denken::V,ойла ян,misliti
1299,glauben::V,теша,vjerovati
1300,bemerken::V,ган,zapaziti
1301,bemerken::V,ган,primijetiti
1302,erkennen::V,довза,prepoznati
1303,begreifen::V,кхета,pojmiti
1304,begreifen::V,кхета,shvatiti
1305,verstehen::V,кхета,razabrati
1306,lernen::V,деша,učiti se
1307,wissen::V,хаа,znati
1308,sich erinnern an::V,дагадан,sjetiti se
1309,vergessen::V,дицдала,zaboraviti
1310,messen::V,дуста,mjeriti
1311,zählen::V,дагардан,brojiti
1312,rechnen::V,лара,računati
1313,lesen::V,еша,čitati
1314,malen::V,сурт дилла,slikati
1315,zeichnen::V,сурт дилла,crtati
1316,schreiben::V,яздан,pisati
1317,besitzen::V,доладан,imati
1318,besitzen::V,доладан,posjedovati
1319,kaufen::V,эца,kupiti
1320,verkaufen::V,дохка,prodati
1321,verkaufen::V,дохка,raspačati
1322,bezahlen::V,мах бала,platiti
1323,zahlen::V,мах бала,plaćati
1324,beherrschen::V,собаре хила,vladati
1325,beherrschen::V,собаре хила,gospodariti
1326,ertragen::V,лан,trpjeti
1327,ertragen::V,лан,podnijeti
1328,ertragen::V,сатоха,trpjeti
1329,ertragen::V,сатоха,podnijeti
1330,ertragen::V,садетта,trpjeti
1331,ertragen::V,садетта,podnijeti
1332,Schwarm::N,,roj
1333,Schwarm::N,,jato
1334,Schlinge::N,,uzao
1335,Schlinge::N,,petlja
1336,Art::N,,vid
1337,Art::N,,vrst
1338,Entfernung::N,,udaljenost
1339,Griff::N,,držak
1340,Griff::N,,ručica
1341,Figur::N,,figura
1342,Bogen[Waffe]::N,,luk
1343,so::ADV,,tako
1344,so::ADV,,ovako
1345,abnehmen::V,,opasti
1346,sausen::V,,juriti
1347,wenden::V,,obrnuti
1348,hacken::V,,sjeckati
1349,stricken::V,,plesti
1350,anziehen::V,,obući
