,Concept_ID,la,hr
844,hinab::ADV,pessum,nizbrdo
845,oben::ADV,supra,gore
846,hinauf::ADV,sursum,uzbrdo
847,überall::ADV,ubique,svuda
848,überall::ADV,ubique,svagdje
849,nicht::ADV,non,ne
850,ein wenig::ADV,paulum,malo
851,kaum::ADV,vix,tek
852,kaum::ADV,vix,jedva
853,kaum::ADV,aegre,tek
854,kaum::ADV,aegre,jedva
855,sehr::ADV,valde,jako
856,sehr::ADV,valde,veoma
857,sehr::ADV,magnopere,jako
858,sehr::ADV,magnopere,veoma
859,so::ADV,ita,tako
860,so::ADV,ita,ovako
861,noch::ADV,etiam,još
862,nur::ADV,solum,samo
863,nur::ADV,tantum,samo
864,schon::ADV,iam,već
865,wieder::ADV,rursus,opet
866,wieder::ADV,rursus,ponovo
867,vergebens::ADV,frustra,uzalud
868,vergebens::ADV,frustra,zabadava
869,vor::PRP,ante,pred
870,vor::PRP,ante,ispred
871,hinter::PRP,post,za
872,hinter::PRP,post,iza
873,unter::PRP,sub,pod
874,unter::PRP,sub,ispod
875,durch::PRP,per,po
876,durch::PRP,per,kroz
877,neben::PRP,iuxta,kraj
878,neben::PRP,iuxta,pored
879,neben::PRP,iuxta,pokraj
880,zwischen::PRP,inter,među
881,zwischen::PRP,inter,između
882,wegen::PRP,propter,radi
883,wegen::PRP,propter,zbog
884,dies::PRN,hoc,ovo
885,das::PRN,id,to
886,das::PRN,id,ono
887,alles::PRN,omnia,sve
888,ich::PRN,ego,ja
889,du::PRN,tu,ti
890,er::PRN,is,on
891,er::PRN,ille,on
892,wir::PRN,nos,mi
893,ihr::PRN,vos,vi
894,sie::PRN,ii,oni
895,sie::PRN,illi,oni
896,was::FPRN,quid,što
897,wer::FPRN,quis,tko
898,wo::FADV,ubi,gdje
899,wohin::FADV,quo,kuda
900,wohin::FADV,quo,kamo
901,wie::FADV,quomodo,kako
902,warum::FADV,cur,zašto
903,wieviel::FNUM,quantum,koliko
904,eins::NUM,unus,jedan
905,zwei::NUM,duo,dva
906,drei::NUM,tres,tri
907,vier::NUM,quattuor,četiri
908,fünf::NUM,quinque,pet
909,sechs::NUM,sex,šest
910,sieben::NUM,septem,sedam
911,acht::NUM,octo,osam
912,neun::NUM,novem,devet
913,zehn::NUM,decem,deset
914,elf::NUM,undecim,jedanaest
915,zwölf::NUM,duodecim,dvanaest
916,zwanzig::NUM,viginti,dvadeset
917,dreißig::NUM,triginta,trideset
918,vierzig::NUM,quadraginta,četrdeset
919,fünfzig::NUM,quinquaginta,pedeset
920,sechzig::NUM,sexaginta,šezdeset
921,siebzig::NUM,septuaginta,sedamdeset
922,achtzig::NUM,octoginta,osamdeset
923,neunzig::NUM,nonaginta,devetdeset
924,hundert::NUM,centum,sto
925,tausend::NUM,mille,tisuća
926,und::CNJ,et,i
927,und::CNJ,et,te
928,und::CNJ,-que,i
929,und::CNJ,-que,te
930,oder::CNJ,vel,ili
931,stehen::V,stare,stajati
932,sitzen::V,sedere,sjediti
933,liegen::V,iacere,ležati
934,hängen::V,pendere,visiti
935,werden::V,fieri,postati
936,werden::V,fieri,činiti se
937,passieren::V,accidere,desiti se
938,passieren::V,accidere,dogoditi se
939,beginnen::V,incipere,početi
940,enden::V,finem habere,prestati
941,enden::V,finem habere,svršiti se
942,wechseln::V,mutari,mijenjati se
943,aufgehen[Sonne]::V,oriri,izići
944,untergehen[Sonne]::V,occidere,zaći
945,scheinen[Sonne]::V,lucere,sijati
946,donnern::V,tonare,grmjeti
947,wehen::V,flare,duhati
948,strömen::V,fluere,strujati
949,fließen::V,manare,teći
950,sich drehen::V,torqueri,obrtati se
951,sich drehen::V,torqueri,vrtjeti se
952,schwanken::V,vacillare,teturati
953,schwanken::V,vacillare,kolebati se
954,schwingen::V,vibrare,njihati
955,schwingen::V,vibrare,titrati
956,fallen::V,cadere,padati
957,brennen::V,ardere,gorjeti
958,rauchen::V,fumare,dimiti se
959,regnen::V,pluere,kišiti
960,regnen::V,pluere,daždjeti
961,gefrieren::V,congelari,smrznuti se
962,tauen::V,rorare,kopnjeti
963,tauen::V,rorare,kraviti se
964,schmelzen::V,liquescere,topiti se
965,trocknen::V,arescere,sušiti se
966,sieden::V,fervere,kipjeti
967,sieden::V,fervere,ključati
968,faulen::V,putescere,gnjiti
969,verfaulen::V,putescere,sagnjiti
970,reißen::V,scindi,otrgnuti se
971,versinken::V,mergi,tonuti
972,versinken::V,mergi,propasti
973,vergehen::V,praeterire,prolaziti
974,erscheinen::V,apparere,pojaviti se
975,verschwinden::V,discedere,nestati
976,verschwinden::V,discedere,izgubiti se
977,sinken::V,labi,trgnuti
978,sinken::V,labi,spustiti se
979,abnehmen::V,deminui,opasti
980,zunehmen::V,augeri,povećati se
981,steigen::V,augescere,uzići
982,steigen::V,augescere,nadoći
983,wachsen::V,crescere,rasti
984,glänzen::V,splendere,blistati
985,glänzen::V,splendere,sjati se
986,funkeln::V,micare,svjetlucati
987,lärmen::V,strepere,bučati
988,lärmen::V,strepere,galamiti
989,läuten::V,sonare,zvoniti
990,klingeln::V,tinnire,zvoniti
991,klirren::V,crepare,zvečati
992,brausen::V,saevire,hujati
993,rauschen::V,crepare,šumiti
994,rauschen::V,crepare,šuškati
995,klingen::V,sonare,zvučati
996,bellen::V,latrare,lajati
997,heulen::V,ululare,zavijati
998,blasen::V,flare,puhati
999,pfeifen::V,sibilare,fućkati
1000,schreien::V,clamare,vikati
1001,schreien::V,clamare,kričati
1002,stöhnen::V,gemere,stenjati
1003,zittern::V,tremere,drhtati
1004,zittern::V,tremere,trepetati
1005,zittern::V,trepidare,drhtati
1006,zittern::V,trepidare,trepetati
1007,leben::V,vivere,živjeti
1008,geboren werden::V,nasci,roditi se
1009,atmen::V,spirare,disati
1010,trinken::V,bibere,piti
1011,essen::V,edere,jesti
1012,schlucken::V,devorare,gutati
1013,müde werden::V,fatigari,umoriti se
1014,einschlafen::V,obdormiscere,usnuti
1015,einschlafen::V,obdormiscere,zaspati
1016,schlafen::V,dormire,spati
1017,aufwachen::V,expergisci,probuditi se
1018,aufstehen::V,exsurgere,ustati
1019,sich erholen::V,se reficere,odmoriti se
1020,krank werden::V,aegrescere,oboljeti se
1021,krank werden::V,aegrescere,razboljeti se
1022,krank sein::V,aegrotare,bolovati
1023,schmerzen::V,dolere,boljeti
1024,husten::V,tussire,kašljati
1025,genesen::V,convalescere,ozdraviti
1026,genesen::V,convalescere,oporaviti se
1027,sterben::V,mori,umrijeti
1028,umkommen::V,perire,skapati
1029,sich bewegen::V,se movere,gibati se
1030,sich bewegen::V,se movere,kretati se
1031,sich rühren::V,micare,maknuti se
1032,sich erheben::V,surgere,dići se
1033,sich setzen::V,considere,sjesti
1034,hinfallen::V,cadere,pasti
1035,laufen::V,vadere,hodati
1036,schreiten::V,gradi,stupati
1037,spazierengehen::V,ambulare,šetati se
1038,eilen::V,properare,hitati
1039,sich beeilen::V,festinare,požuriti se
1040,sausen::V,currere,juriti
1041,rennen::V,currere,trčati
1042,springen::V,salire,skakati
1043,klettern::V,niti,popeti se
1044,klettern::V,niti,penjati se
1045,schaukeln::V,oscillare,ljuljati se
1046,kriechen::V,repere,puzati
1047,kriechen::V,repere,gmizati
1048,kriechen::V,serpere,puzati
1049,kriechen::V,serpere,gmizati
1050,schwimmen::V,nare,plivati
1051,schwimmen::V,natare,plivati
1052,tauchen::V,mergere,roniti
1053,tauchen::V,mergere,gnjuriti
1054,rudern::V,remigare,veslati
1055,fahren::V,vehi,voziti se
1056,fliegen::V,volare,letjeti
1057,fliegen::V,volare,lijetati
1058,gehen::V,ire,ići
1059,gehen::V,vadere,ići
1060,weggehen::V,abire,otići
1061,weggehen::V,discedere,otići
1062,abfahren::V,proficisci,krenuti
1063,abfahren::V,proficisci,otputovati
1064,anhalten::V,consistere,stati
1065,anhalten::V,consistere,zaustaviti
1066,hineingehen::V,inire,ulaziti
1067,hineingehen::V,ingredi,ulaziti
1068,eintreten::V,intrare,ući
1069,kommen::V,venire,doći
1070,ankommen::V,advenire,stići
1071,zurückkommen::V,revenire,vratiti se
1072,zurückkommen::V,revenire,povratiti se
1073,bleiben::V,manere,ostati
1074,warten::V,opperiri,čekati
1075,erwarten::V,opperiri,očekivati
1076,erwarten::V,expectare,očekivati
1077,suchen::V,quaerere,tražiti
1078,finden::V,reperire,naći
1079,versuchen::V,conari,pokušati
1080,versuchen::V,temptare,pokušati
1081,vorbereiten::V,parare,spremiti
1082,vorbereiten::V,parare,pripremiti
1083,lieben::V,amare,voljeti
1084,mögen::V,amare,voljeti
1085,lachen::V,ridere,smijati se
1086,rühren::V,commovere,taknuti
1087,weinen::V,flere,plakati
1088,schimpfen::V,increpare,psovati
1089,sich ärgern::V,indignari,ljutiti se
1090,sich fürchten::V,vereri,bojati se
1091,fürchten::V,timere,bojati se
1092,fliehen::V,fugere,pobjeći
1093,flüchten::V,effugere,utjeći
1094,sehen::V,videre,vidjeti
1095,anschauen::V,aspectare,ogledati
1096,ansehen::V,spectare,gledati
1097,hören::V,audire,čuti
1098,zuhören::V,auscultare,slušati
1099,probieren::V,gustare,probati
1100,riechen::V,olfacere,osjećati miris
1101,fühlen::V,sentire,osjećati
1102,scheinen::V,videri,činiti se
1103,zu sehen sein::V,conspici,biti vidljiv
1104,vernehmen::V,comperire,saznati
1105,frieren::V,algere,zima je
1106,tun::V,facere,raditi
1107,können::V,posse,moći
1108,wollen::V,velle,htjeti
1109,anfangen::V,incipere,početi
1110,beenden::V,finire,svršiti
1111,beenden::V,finire,dovršiti
1112,aufhören::V,desistere,prestati
1113,gelingen::V,contingere,uspjeti
1114,geraten::V,evenire,desiti se
1115,öffnen::V,aperire,otvoriti
1116,schließen::V,claudere,zatvoriti
1117,stellen::V,sistere,metnuti
1118,stellen::V,sistere,postaviti
1119,setzen::V,ponere,posaditi
1120,legen::V,ponere,polagati
1121,berühren::V,tangere,doticati
1122,berühren::V,tangere,dodirivati
1123,verbinden::V,iungere,spojiti
1124,verbinden::V,iungere,zavezati
1125,bedecken::V,tegere,pokriti
1126,bedecken::V,operire,pokriti
1127,aufhängen::V,suspendere,objesiti
1128,anzünden::V,accendere,upaliti
1129,anzünden::V,accendere,zapaliti
1130,anzünden::V,inflammare,upaliti
1131,anzünden::V,inflammare,zapaliti
1132,aufheben::V,tollere,podići
1133,aufheben::V,tollere,podignuti
1134,zurücklassen::V,relinquere,ostaviti
1135,zurücklassen::V,relinquere,pustiti natrag
1136,verlieren::V,perdere,izgubiti
1137,verlieren::V,amittere,izgubiti
1138,fallen lassen::V,dimittere,ispustiti
1139,machen::V,facere,uraditi
1140,machen::V,facere,načiniti
1141,machen::V,facere,napraviti
1142,herstellen::V,fabricare,proizvesti
1143,bauen::V,construere,graditi
1144,reparieren::V,reparare,popraviti
1145,verbessern::V,emendare,poboljšati
1146,ändern::V,mutare,promijeniti
1147,graben::V,fodere,kopati
1148,graben::V,fodere,kopkati
1149,beugen::V,flectere,saviti
1150,biegen::V,curvare,saviti
1151,biegen::V,curvare,sagnuti
1152,drehen::V,torquere,vrtjeti
1153,wenden::V,vertere,obrnuti
1154,umdrehen::V,convertere,okrenuti
1155,umdrehen::V,convertere,prevŕnuti
1156,heben::V,tollere,dizati
1157,hochheben::V,levare,dignuti
1158,ergreifen::V,capessere,uhvatiti
1159,ergreifen::V,capessere,prihvatiti
1160,halten::V,tenere,držati
1161,drücken::V,premere,pritiskivati
1162,schieben::V,promovere,gurati
1163,kratzen::V,radere,česati
1164,kratzen::V,radere,grepsti
1165,lecken::V,lambere,lizati
1166,beißen::V,mordere,ujesti
1167,beißen::V,mordere,gristi
1168,abreißen::V,avellere,otkinuti
1169,abschneiden::V,desecare,odrezati
1170,binden::V,ligare,vezati
1171,stecken::V,inserere,turiti
1172,brechen::V,rumpere,slomiti
1173,klopfen::V,pultare,lupati
1174,klopfen::V,pultare,kucati
1175,hauen::V,ferire,tući
1176,hauen::V,ferire,udarati
1177,kleben::V,agglutinare,lijepiti
1178,reiben::V,terere,trti
1179,streichen::V,oblinere,namazati
1180,schleifen::V,acuere,brusiti
1181,schneiden::V,secare,rezati
1182,rütteln::V,quassare,drmati
1183,schütteln::V,quatere,tresti
1184,schwenken::V,ventilare,mahati
1185,schütten::V,fundere,sipati
1186,schütten::V,fundere,lijevati
1187,füllen::V,complere,napuniti
1188,einwickeln::V,involvere,umotati
1189,einwickeln::V,involvere,zamotati
1190,tragen::V,ferre,nositi
1191,tragen::V,portare,nositi
1192,schleppen::V,pertrahere,tegliti
1193,ziehen::V,trahere,vući
1194,aufbewahren::V,asservare,čuvati
1195,werfen::V,iacere,bacati
1196,fangen::V,capere,loviti
1197,fangen::V,capere,hvatati
1198,packen::V,capessere,ščepati
1199,packen::V,capessere,zgrabiti
1200,verstecken::V,abdere,sakriti
1201,teilen::V,partiri,podijeliti
1202,teilen::V,dividere,podijeliti
1203,schicken::V,mittere,slati
1204,bringen::V,apportare,donijeti
1205,hinzufügen::V,addere,dodati
1206,hinzufügen::V,addere,pridati
1207,bekommen::V,adipisci,dobiti
1208,erhalten::V,accipere,primiti
1209,nehmen::V,sumere,uzeti
1210,wählen::V,eligere,izabrati
1211,auswählen::V,deligere,odabrati
1212,bewahren::V,conservare,sačuvati
1213,behindern::V,impedire,smetati
1214,verderben::V,corrumpere,pokvariti
1215,beschädigen::V,laedere,oštetiti
1216,zerbrechen::V,rumpere,razbiti
1217,zerbrechen::V,rumpere,prelomiti
1218,zerbrechen::V,frangere,razbiti
1219,zerbrechen::V,frangere,prelomiti
1220,zerreißen::V,discindere,poderati
1221,zerreißen::V,discindere,rastrgnuti
1222,zerstören::V,delere,razoriti
1223,zerstören::V,delere,razrušiti
1224,verbrennen::V,urere,spaliti
1225,verbrennen::V,urere,sagorjeti
1226,verbrennen::V,cremare,spaliti
1227,verbrennen::V,cremare,sagorjeti
1228,geben::V,dare,dati
1229,reichen::V,praebere,pružiti
1230,schenken::V,donare,darivati
1231,schenken::V,largiri,darivati
1232,versprechen::V,polliceri,obećati
1233,versprechen::V,promittere,obećati
1234,loben::V,laudare,hvaliti
1235,küssen::V,osculari,ljubiti
1236,zudecken::V,tegere,pokriti
1237,wecken::V,excitare,probuditi
1238,zeigen::V,monstrare,pokazati
1239,führen::V,ducere,voditi
1240,lehren::V,docere,učiti
1241,unterrichten::V,instituere,poučiti
1242,aufziehen::V,nutrire,uzgajati
1243,leiten::V,ducere,upravljati
1244,antreiben::V,incitare,natjeravati
1245,lassen::V,iubere,dati
1246,einladen::V,invitare,pozvati
1247,vereinigen::V,coniungere,ujediniti
1248,besuchen::V,visere,posjetiti
1249,treffen::V,convenire,sresti
1250,sich versammeln::V,convenire,okupiti se
1251,spielen::V,ludere,igrati se
1252,singen::V,cantare,pjevati
1253,tanzen::V,saltare,plesati
1254,sich trennen::V,digredi,razići se
1255,sich trennen::V,discedere,razići se
1256,verlassen::V,deserere,ostaviti
1257,verlassen::V,deserere,napustiti
1258,verlassen::V,relinquere,ostaviti
1259,verlassen::V,relinquere,napustiti
1260,retten::V,servare,spasiti
1261,bewachen::V,custodire,čuvati
1262,bewachen::V,custodire,stražariti
1263,schützen::V,tueri,čuvati
1264,schützen::V,tutari,čuvati
1265,verteidigen::V,defendere,obraniti
1266,sich schlagen::V,luctari,biti se
1267,sich schlagen::V,luctari,udariti se
1268,schießen::V,iaculari,pucati
1269,schießen::V,iaculari,strijeljati
1270,siegen::V,vincere,pobijediti
1271,ärgern::V,irritare,ljutiti
1272,schlagen::V,ferire,biti
1273,schlagen::V,ferire,udariti
1274,treten::V,calcare,šutnuti
1275,stechen::V,pungere,ubosti
1276,stoßen::V,tundere,gurnuti
1277,stehlen::V,furari,ukrasti
1278,stören::V,turbare,smetati
1279,belästigen::V,obtundere,smetati
1280,belästigen::V,obtundere,dosaditi
1281,verbergen::V,celare,skriti
1282,verbergen::V,occultare,skriti
1283,täuschen::V,fallere,obmanuti
1284,betrügen::V,fraudare,prevarati
1285,töten::V,necare,ubiti
1286,töten::V,caedere,ubiti
1287,wohnen::V,habitare,stanovati
1288,arbeiten::V,laborare,raditi
1289,sammeln::V,colligere,sabrati
1290,pflücken::V,carpere,ubrati
1291,jagen::V,venari,loviti
1292,fischen::V,piscari,ribati
1293,fischen::V,piscari,loviti ribu
1294,fassen::V,capere,uloviti
1295,hüten::V,custodire,pasti
1296,treiben::V,agere,goniti
1297,anbinden::V,alligare,privezati
1298,füttern::V,nutrire,hraniti
1299,melken::V,mulgere,musti
1300,hacken::V,findere,sjeckati
1301,gießen::V,rigare,politi
1302,reifen::V,maturescere,sazreti
1303,zubereiten::V,apparare,prigotoviti
1304,kochen::V,coquere,kuhati
1305,backen::V,coquere,peći
1306,braten::V,torrere,peći
1307,braten::V,torrere,pržiti
1308,umrühren::V,commovere,promiješati
1309,stricken::V,texere,plesti
1310,nähen::V,suere,šiti
1311,färben::V,tingere,obojiti
1312,reinigen::V,purgare,očistiti
1313,reinigen::V,purgare,počistiti
1314,waschen::V,lavare,prati
1315,abwischen::V,abstergere,otrti
1316,spülen::V,perluere,isprati
1317,spülen::V,perluere,oplakati
1318,fegen::V,verrere,mesti
1319,fegen::V,verrere,pomesti
1320,kehren::V,purgare,mesti
1321,baden::V,lavari,kupati se
1322,sich waschen::V,lavari,umiti se
1323,sich waschen::V,lavari,prati se
1324,ausziehen::V,exuere,svući
1325,anziehen::V,induere,obući
1326,sich anziehen::V,vestiri,obući se
1327,kämmen::V,pectere,češljati
1328,schmücken::V,ornare,uresiti
1329,schmücken::V,ornare,nakititi
1330,schmücken::V,decorare,uresiti
1331,schmücken::V,decorare,nakititi
1332,sagen::V,dicere,reći
1333,sagen::V,dicere,kazati
1334,sprechen::V,fari,govoriti
1335,reden::V,loqui,govoriti
1336,reden::V,loqui,besjediti
1337,sich unterhalten::V,colloqui,razgovarati se
1338,sich unterhalten::V,disputare,razgovarati se
1339,fragen::V,rogare,pitati
1340,fragen::V,quaerere,pitati
1341,bitten::V,orare,moliti
1342,bitten::V,rogare,moliti
1343,erzählen::V,narrare,ispričati
1344,erzählen::V,narrare,pripovjediti
1345,mitteilen::V,communicare,saopćiti
1346,nennen::V,appellare,nazvati
1347,rufen::V,vocare,zvati
1348,rufen::V,vocare,dozvati
1349,prahlen::V,gloriari,hvalisati se
1350,übersetzen::V,vertere,prevesti
1351,denken::V,cogitare,misliti
1352,glauben::V,credere,vjerovati
1353,bemerken::V,animadvertere,zapaziti
1354,bemerken::V,animadvertere,primijetiti
1355,erkennen::V,cognoscere,prepoznati
1356,begreifen::V,comprehendere,pojmiti
1357,begreifen::V,comprehendere,shvatiti
1358,verstehen::V,intellegere,razabrati
1359,lernen::V,discere,učiti se
1360,wissen::V,scire,znati
1361,sich erinnern an::V,meminisse,sjetiti se
1362,vergessen::V,oblivisci,zaboraviti
1363,messen::V,metiri,mjeriti
1364,zählen::V,numerare,brojiti
1365,rechnen::V,reri,računati
1366,rechnen::V,calculare,računati
1367,lesen::V,legere,čitati
1368,malen::V,pingere,slikati
1369,zeichnen::V,scribere,crtati
1370,schreiben::V,scribere,pisati
1371,besitzen::V,possidere,imati
1372,besitzen::V,possidere,posjedovati
1373,kaufen::V,emere,kupiti
1374,verkaufen::V,vendere,prodati
1375,verkaufen::V,vendere,raspačati
1376,bezahlen::V,pendere,platiti
1377,zahlen::V,solvere,plaćati
1378,beherrschen::V,regere,vladati
1379,beherrschen::V,regere,gospodariti
1380,beherrschen::V,imperare,vladati
1381,beherrschen::V,imperare,gospodariti
1382,ertragen::V,tolerare,trpjeti
1383,ertragen::V,tolerare,podnijeti
1384,ertragen::V,sustinere,trpjeti
1385,ertragen::V,sustinere,podnijeti
1386,wünschen::V,,željeti
1387,wiegen::V,,njihati
1388,wiegen::V,,ljuljati
