,Concept_ID,cy,sk
807,heute::ADV,heddiw,dnes
808,morgen::ADV,yfory,zajtra
809,bald::ADV,yn fuan,skoro
810,bald::ADV,gyda hyn,skoro
811,dann::ADV,yna,nato
812,dann::ADV,yna,potom
813,dann::ADV,y pryd hwnnw,nato
814,dann::ADV,y pryd hwnnw,potom
815,gestern::ADV,ddoe,včera
816,einst::ADV,gynt,kedysi
817,einst::ADV,gynt,niekedy
818,damals::ADV,ar y pryd,vtedy
819,damals::ADV,bryd hynny,vtedy
820,danach::ADV,wedyn,potom
821,danach::ADV,wedyn,podľa toho
822,vorher::ADV,o'r blaen,napred
823,vorher::ADV,o'r blaen,predtým
824,zuerst::ADV,yn gyntaf,najprv
825,einmal::ADV,unwaith,raz
826,einmal::ADV,unwaith,jedenkrát
827,manchmal::ADV,weithiau,občas
828,manchmal::ADV,weithiau,niekedy
829,manchmal::ADV,ar brydiau,občas
830,manchmal::ADV,ar brydiau,niekedy
831,oft::ADV,yn aml,často
832,oft::ADV,yn fynych,často
833,immer::ADV,bob amser,vždy
834,immer::ADV,bob amser,ustavične
835,niemals::ADV,ni ... byth,nikdy
836,niemals::ADV,ni ... erioed,nikdy
837,hier::ADV,yma,tu
838,hierhin::ADV,hyd yma,sem
839,hierhin::ADV,hyd yma,tade
840,von hier::ADV,oddi yma,odtiaľto
841,dort::ADV,acw,tam
842,dorthin::ADV,tuag yno,ta
843,dorthin::ADV,tuag yno,tam
844,geradeaus::ADV,syth ymlaen,rovno
845,geradeaus::ADV,syth ymlaen,priamo
846,vorwärts::ADV,ymlaen,napred
847,rückwärts::ADV,yn ôl,nazad
848,zurück::ADV,yn ôl,späť
849,zurück::ADV,yn ôl,naspäť
850,unten::ADV,isod,dolu
851,unten::ADV,isod,naspodku
852,unten::ADV,oddi tanodd,dolu
853,unten::ADV,oddi tanodd,naspodku
854,hinab::ADV,i lawr,dolu
855,hinab::ADV,i waered,dolu
856,oben::ADV,fry,hore
857,oben::ADV,fry,navrchu
858,hinauf::ADV,i fyny,hore
859,hinauf::ADV,i fyny,navrch
860,hinauf::ADV,i'r lan,hore
861,hinauf::ADV,i'r lan,navrch
862,überall::ADV,ym mhobman,všade
863,nicht::ADV,ni,nie
864,nicht::ADV,nid,nie
865,ein wenig::ADV,tipyn,trocha
866,ein wenig::ADV,ychydig,trocha
867,kaum::ADV,prin,ledva
868,sehr::ADV,iawn,veľmi
869,so::ADV,fel,tak
870,so::ADV,fel,takto
871,so::ADV,felly,tak
872,so::ADV,felly,takto
873,noch::ADV,eto,ešte
874,nur::ADV,yn unig,len
875,schon::ADV,eisoes,už
876,schon::ADV,yn barod,už
877,wieder::ADV,drachefn,zasa
878,vergebens::ADV,yn ofer,márne
879,vergebens::ADV,yn ofer,nadarmo
880,vor::PRP,o flaen,pred
881,hinter::PRP,ar ôl,za
882,unter::PRP,islaw,pod
883,durch::PRP,trwy,cez
884,neben::PRP,ar bwys,pri
885,neben::PRP,ar bwys,vedľa
886,zwischen::PRP,rhwng,medzi
887,zwischen::PRP,cydrhwng,medzi
888,wegen::PRP,o achos,pre
889,wegen::PRP,o achos,kvôli
890,wegen::PRP,oherwydd,pre
891,wegen::PRP,oherwydd,kvôli
892,dies::PRN,hyn,to
893,dies::PRN,hyn,táto
894,das::PRN,hynny,to
895,alles::PRN,popeth,všetko
896,ich::PRN,fi,ja
897,du::PRN,ti,ty
898,er::PRN,fe,on
899,wir::PRN,ni,my
900,ihr::PRN,chi,vy
901,sie::PRN,hwy,oni
902,was::FPRN,pa beth,čo
903,wer::FPRN,pwy,kto
904,wo::FADV,ble,kde
905,wo::FADV,ym mha le,kde
906,wohin::FADV,i ble,kam
907,wohin::FADV,i ba le,kam
908,wie::FADV,sut,ako
909,warum::FADV,pam,prečo
910,wieviel::FNUM,faint,koľko
911,eins::NUM,un,jeden
912,zwei::NUM,dau,dva
913,drei::NUM,tri,tri
914,vier::NUM,pedwar,štyri
915,fünf::NUM,pump,päť
916,sechs::NUM,chwech,šesť
917,sieben::NUM,saith,sedem
918,acht::NUM,wyth,osem
919,neun::NUM,naw,deväť
920,zehn::NUM,deg,desať
921,elf::NUM,un ar ddeg,jedenásť
922,zwölf::NUM,deuddeg,dvanásť
923,zwölf::NUM,un deg dau,dvanásť
924,zwanzig::NUM,ugain,dvadsať
925,dreißig::NUM,tri deg,tridsať
926,dreißig::NUM,deg ar hugain,tridsať
927,vierzig::NUM,deugain,štyridsať
928,fünfzig::NUM,hanner cant,päťdesiat
929,sechzig::NUM,chwe deg,šesťdesiat
930,siebzig::NUM,saith deg,sedemdesiat
931,siebzig::NUM,deg a thrigain,sedemdesiat
932,achtzig::NUM,wyth deg,osemdesiat
933,achtzig::NUM,pedar ugain,osemdesiat
934,neunzig::NUM,naw deg,deväťdesiat
935,neunzig::NUM,deg a phedwar ugain,deväťdesiat
936,hundert::NUM,cant,sto
937,tausend::NUM,mil,tisíc
938,und::CNJ,a,i
939,oder::CNJ,neu,alebo
940,stehen::V,sefyll,stáť
941,sitzen::V,eistedd,sedieť
942,liegen::V,gorwedd,ležať
943,hängen::V,hongian,visieť
944,werden::V,dod yn,stať sa
945,werden::V,mynd yn,stať sa
946,passieren::V,digwydd,stať sa
947,beginnen::V,cychwyn,začať sa
948,enden::V,gorffen,končiť sa
949,wechseln::V,newid,meniť sa
950,aufgehen[Sonne]::V,codi,vychádzať
951,untergehen[Sonne]::V,machlud,zapadnúť
952,scheinen[Sonne]::V,tywynnu,svietiť
953,donnern::V,taranu,hrmieť
954,wehen::V,chwythu,viať
955,strömen::V,ffrydio,prúdiť
956,fließen::V,llifo,tiecť
957,sich drehen::V,troi,točiť sa
958,sich drehen::V,troi,krútiť sa
959,sich drehen::V,cylchdroi,točiť sa
960,sich drehen::V,cylchdroi,krútiť sa
961,schwanken::V,siglo,kolísať
962,schwanken::V,siglo,klátiť sa
963,schwingen::V,siglo,kývať sa
964,schwingen::V,siglo,chvieť sa
965,fallen::V,cwympo,padať
966,brennen::V,llosgi,páliť
967,brennen::V,llosgi,horieť
968,rauchen::V,mygu,dymiť sa
969,regnen::V,glawio,pršať
970,gefrieren::V,rhewi,zamrznút
971,tauen::V,toddi,taviť sa
972,tauen::V,meirioli,taviť sa
973,schmelzen::V,toddi,taviť sa
974,trocknen::V,sychu,schnúť
975,sieden::V,berwi,vrieť
976,faulen::V,pydru,hniť
977,faulen::V,braenu,hniť
978,verfaulen::V,pydru,zhniť
979,verfaulen::V,dadfeilio,zhniť
980,reißen::V,clecian,pretrhnúť sa
981,reißen::V,torri'n glats,pretrhnúť sa
982,versinken::V,suddo,zapadnúť
983,versinken::V,suddo,potopiť sa
984,vergehen::V,myned heibio,plynúť
985,vergehen::V,pasio,plynúť
986,erscheinen::V,ymddangos,objaviť sa
987,verschwinden::V,diflannu,zmiznúť
988,sinken::V,syrthio,klesať
989,abnehmen::V,lleihau,ubúdať
990,zunehmen::V,cynyddu,pribúdať
991,steigen::V,codi,stúpať
992,wachsen::V,tyfu,rásť
993,glänzen::V,disgleirio,jagať sa
994,glänzen::V,disgleirio,lesknúť sa
995,funkeln::V,pefrio,iskriť sa
996,lärmen::V,cadw sŵn,lomoziť
997,lärmen::V,gwneud twrw,lomoziť
998,läuten::V,canu,cengať
999,klingeln::V,canu,zvoniť
1000,klingeln::V,seinio,zvoniť
1001,klirren::V,tincian,rinčať
1002,brausen::V,rhuo,hučať
1003,rauschen::V,siffrwd,šumieť
1004,rauschen::V,chwithrwd,šumieť
1005,klingen::V,seinio,znieť
1006,klingen::V,seinio,zvoniť
1007,bellen::V,cyfarth,štekať
1008,bellen::V,cyfarth,brechať
1009,heulen::V,udo,vyť
1010,heulen::V,oernadu,vyť
1011,blasen::V,chwythu,duť
1012,blasen::V,chwythu,fúkať
1013,pfeifen::V,chwibanu,pískať
1014,pfeifen::V,chwibanu,hvízdať
1015,schreien::V,gweiddi,kričať
1016,schreien::V,bloeddio,kričať
1017,stöhnen::V,griddfan,stenať
1018,zittern::V,crynu,triasť sa
1019,leben::V,byw,žiť
1020,geboren werden::V,cael eich geni,narodiť sa
1021,atmen::V,anadlu,dýchať
1022,trinken::V,yfed,piť
1023,essen::V,bwyta,jesť
1024,schlucken::V,llyncu,zhltnuť
1025,müde werden::V,blino,unaviť sa
1026,einschlafen::V,mynd i gysgu,usnúť
1027,einschlafen::V,mynd i gysgu,zaspať
1028,einschlafen::V,syrthio i gysgu,usnúť
1029,einschlafen::V,syrthio i gysgu,zaspať
1030,schlafen::V,huno,spať
1031,schlafen::V,cysgu,spať
1032,aufwachen::V,dihuno,zobudiť sa
1033,aufstehen::V,codi,vstať
1034,sich erholen::V,ymlacio,zotavovať sa
1035,sich erholen::V,ymlacio,oddýchovať si
1036,sich erholen::V,dadflino,zotavovať sa
1037,sich erholen::V,dadflino,oddýchovať si
1038,krank werden::V,mynd yn sâl,ochorieť
1039,krank werden::V,mynd yn wael,ochorieť
1040,krank sein::V,gwaelu,chorieť
1041,krank sein::V,gwaelu,byť chorý
1042,schmerzen::V,brifo,bolieť
1043,husten::V,pesychu,kašľať
1044,genesen::V,gwella,uzdraviť sa
1045,genesen::V,cael yn ôl,uzdraviť sa
1046,sterben::V,marw,umrieť
1047,sterben::V,marw,zomrieť
1048,umkommen::V,trengi,zahynúť
1049,sich bewegen::V,symud,pohybovať sa
1050,sich rühren::V,syflyd,hnúť sa
1051,sich erheben::V,codi,zdvihnúť sa
1052,sich setzen::V,eistedd,sadnúť si
1053,hinfallen::V,cwympo,spadnúť
1054,laufen::V,cerdded,bežať
1055,schreiten::V,camu,kráčať
1056,spazierengehen::V,mynd am dro,prechádzať sa
1057,eilen::V,rhuthro,súriť
1058,sich beeilen::V,brysio,ponáhľať sa
1059,sausen::V,rhuthro,hučať
1060,rennen::V,rhedeg,bežať
1061,springen::V,llamu,skákať
1062,springen::V,neidio,skákať
1063,klettern::V,dringo,liezť
1064,schaukeln::V,siglo,húpať
1065,schaukeln::V,siglo,hojdať
1066,kriechen::V,cropian,liezť
1067,kriechen::V,cropian,plaziť sa
1068,schwimmen::V,nofio,plávať
1069,tauchen::V,plymio,ponoriť sa
1070,tauchen::V,ymsuddo,ponoriť sa
1071,rudern::V,rhwyfo,veslovať
1072,fahren::V,gyrru,ísť
1073,fahren::V,gyrru,jazdiť
1074,fahren::V,dreifio,ísť
1075,fahren::V,dreifio,jazdiť
1076,fliegen::V,hedfan,letieť
1077,gehen::V,mynd,ísť
1078,weggehen::V,mynd,odísť
1079,weggehen::V,mynd,odchádzať
1080,weggehen::V,ymadael,odísť
1081,weggehen::V,ymadael,odchádzať
1082,abfahren::V,ymadael,odcestovať
1083,anhalten::V,stopio,zadržať sa
1084,anhalten::V,stopio,zastaviť sa
1085,hineingehen::V,mynd i mewn,vchádzať
1086,eintreten::V,mynd i,vojsť
1087,eintreten::V,mynd i,vstúpiť
1088,kommen::V,dod,prísť
1089,ankommen::V,cyrraedd,prísť
1090,ankommen::V,cyrraedd,doraziť
1091,zurückkommen::V,dychwelyd,vrátiť sa
1092,bleiben::V,aros,ostať
1093,bleiben::V,aros,zostať
1094,bleiben::V,sefyll,ostať
1095,bleiben::V,sefyll,zostať
1096,warten::V,aros,čakať
1097,warten::V,disgwyl,čakať
1098,erwarten::V,disgwyl,očakávať
1099,suchen::V,chwilio am,hľadať
1100,finden::V,darganfod,nájsť
1101,versuchen::V,profi,skúsiť
1102,versuchen::V,profi,pokúsiť sa
1103,versuchen::V,ceisio,skúsiť
1104,versuchen::V,ceisio,pokúsiť sa
1105,vorbereiten::V,paratoi,pripraviť
1106,lieben::V,caru,ľúbiť
1107,lieben::V,caru,milovať
1108,mögen::V,hoffi,mať rád
1109,lachen::V,chwerthin,smiať sa
1110,rühren::V,cynhyrfu,dojať
1111,weinen::V,wylo,plakať
1112,weinen::V,llefain,plakať
1113,schimpfen::V,grwgnach,nadávať
1114,sich ärgern::V,gofidio,hnevať sa
1115,sich ärgern::V,gofidio,zlostiť sa
1116,sich fürchten::V,ofni,báť sa
1117,fürchten::V,arswydo,báť sa
1118,fliehen::V,ffoi,utekať
1119,flüchten::V,dianc,utiecť
1120,sehen::V,gweld,vidieť
1121,anschauen::V,syllu,pozrieť sa na
1122,anschauen::V,edrych,pozrieť sa na
1123,ansehen::V,gwylio,pozrieť
1124,hören::V,clywed,počúvať
1125,zuhören::V,gwrando,počúvať
1126,probieren::V,profi,ochutnať
1127,riechen::V,arogli,ňuchať
1128,fühlen::V,teimlo,cítiť
1129,fühlen::V,teimlo,pociťovať
1130,fühlen::V,clywed,cítiť
1131,fühlen::V,clywed,pociťovať
1132,scheinen::V,ymddangos,zdať sa
1133,zu sehen sein::V,dod i'r golwg,byť vidieť
1134,vernehmen::V,clywed sôn am,počuť
1135,frieren::V,bod yn oer,mrznúť
1136,frieren::V,bod yn oer,oziabať
1137,tun::V,gwneud,robiť
1138,können::V,gallu,môcť
1139,wollen::V,bod mewn angen,chcieť
1140,anfangen::V,dechrau,začať
1141,beenden::V,darfod,skončiť
1142,beenden::V,gorffen,skončiť
1143,aufhören::V,peidio,prestať
1144,gelingen::V,llwyddo,podariť sa
1145,geraten::V,diweddu,dariť sa
1146,öffnen::V,agor,otvoriť
1147,schließen::V,cau,zavrieť
1148,stellen::V,gosod,postaviť
1149,setzen::V,gosod,posadiť
1150,legen::V,gosod,klásť
1151,legen::V,gosod,položiť
1152,berühren::V,cyffwrdd,dotykať sa
1153,verbinden::V,cysylltu,spojiť
1154,bedecken::V,gorchuddio,pokryť
1155,aufhängen::V,crogi,zavesiť
1156,aufhängen::V,hongian,zavesiť
1157,anzünden::V,cynnau,zapáliť
1158,aufheben::V,codi,zdvihnúť
1159,zurücklassen::V,gadael,zanechať
1160,verlieren::V,colli,stratiť
1161,fallen lassen::V,gollwng,pustiť
1162,machen::V,gwneud,robiť
1163,herstellen::V,cynhyrchu,vyrobiť
1164,bauen::V,adeiladu,stavať
1165,bauen::V,adeiladu,budovať
1166,reparieren::V,trwsio,opraviť
1167,reparieren::V,atgyweirio,opraviť
1168,verbessern::V,diwygio,zlepšiť
1169,ändern::V,altro,zmeniť
1170,ändern::V,altro,preinačiť
1171,graben::V,palu,ryť
1172,graben::V,palu,kopať
1173,graben::V,cloddio,ryť
1174,graben::V,cloddio,kopať
1175,beugen::V,plygu,ohnúť
1176,biegen::V,plygu,ohnúť
1177,drehen::V,troelli,točiť
1178,drehen::V,troelli,krútiť
1179,wenden::V,troi,obrátiť
1180,wenden::V,troi,prevrátiť
1181,umdrehen::V,troi,otočiť
1182,umdrehen::V,troi,obrátiť
1183,heben::V,codi,dvíhať
1184,heben::V,codi,povzniesť
1185,hochheben::V,dyrchafu,zdvihnúť
1186,ergreifen::V,gafael,uchopiť sa
1187,halten::V,dal,držať
1188,drücken::V,pwyso,tisnúť
1189,drücken::V,gwasgu,tisnúť
1190,schieben::V,gwthio,posunovať
1191,kratzen::V,crafu,škrabať
1192,lecken::V,llyfu,lízať
1193,beißen::V,cnoi,kúsať
1194,beißen::V,brathu,kúsať
1195,abreißen::V,tynnu ymaith,odtrhnúť
1196,abschneiden::V,torri,odrezať
1197,abschneiden::V,torri,odkrojiť
1198,binden::V,clymu,zaviazať
1199,binden::V,clymu,priviazať
1200,stecken::V,plannu,strčiť
1201,brechen::V,torri,zlomiť
1202,klopfen::V,taro,tĺcť
1203,klopfen::V,taro,klopať
1204,hauen::V,taro,nabiť
1205,kleben::V,gludio,lepiť
1206,kleben::V,gludio,nalepiť
1207,reiben::V,rhwbio,trieť
1208,streichen::V,taenu,namazať
1209,schleifen::V,hogi,ostríť
1210,schneiden::V,torri,rezať
1211,schneiden::V,torri,strihať
1212,rütteln::V,ysgytio,triasť
1213,rütteln::V,ysgytio,lomcovať
1214,schütteln::V,siglo,triasť
1215,schütteln::V,siglo,potriasť
1216,schütteln::V,ysgwyd,triasť
1217,schütteln::V,ysgwyd,potriasť
1218,schwenken::V,siglo,mávať
1219,schütten::V,tywallt,sypať
1220,füllen::V,llenwi,plniť
1221,einwickeln::V,lapio,zabaliť
1222,tragen::V,cludo,niesť
1223,schleppen::V,llusgo,vliecť
1224,ziehen::V,tynnu,ťahať
1225,aufbewahren::V,cadw,uložiť
1226,aufbewahren::V,cadw,uschovať
1227,werfen::V,taflu,hodiť
1228,werfen::V,taflu,vrhnúť
1229,fangen::V,dal,chytať
1230,packen::V,cipio,baliť
1231,packen::V,cipio,chytiť
1232,packen::V,crafangu,baliť
1233,packen::V,crafangu,chytiť
1234,verstecken::V,celu,skryť
1235,verstecken::V,celu,schovať
1236,verstecken::V,cuddio,skryť
1237,verstecken::V,cuddio,schovať
1238,teilen::V,rhannu,podeliť
1239,teilen::V,rhannu,rozdeliť
1240,schicken::V,anfon,posielať
1241,bringen::V,dod â,priniesť
1242,hinzufügen::V,chwanegu,pripojiť
1243,bekommen::V,cael,dostať
1244,erhalten::V,derbyn,prijať
1245,nehmen::V,cymryd,vziať
1246,wählen::V,dewis,voliť
1247,auswählen::V,dethol,vybrať
1248,auswählen::V,dethol,vyvoliť
1249,bewahren::V,cadw,zachovať
1250,behindern::V,atal,zavadzať
1251,behindern::V,atal,byť v ceste
1252,behindern::V,rhwystro,zavadzať
1253,behindern::V,rhwystro,byť v ceste
1254,verderben::V,difetha,skaziť
1255,beschädigen::V,niweidio,ublížiť
1256,beschädigen::V,niweidio,poškodiť
1257,zerbrechen::V,torri,rozbiť
1258,zerbrechen::V,torri,prelomiť
1259,zerreißen::V,rhwygo,pretrhnúť
1260,zerstören::V,dinistrio,zničiť
1261,verbrennen::V,llosgi,spáliť
1262,geben::V,rhoi,dať
1263,reichen::V,estyn,podať
1264,schenken::V,rhoddi,darovať
1265,versprechen::V,addo,sľúbiť
1266,wünschen::V,dymuno,želať
1267,loben::V,canmol,chváliť
1268,küssen::V,cusanu,bozkať
1269,wiegen::V,siglo,kolísať
1270,zudecken::V,gorchuddio,prikryť
1271,wecken::V,deffro,zobudiť
1272,zeigen::V,dangos,ukázať
1273,führen::V,arwain,viesť
1274,lehren::V,dysgu,učiť
1275,unterrichten::V,hyfforddi,vyučovať
1276,aufziehen::V,dod i fyny,vychovať
1277,leiten::V,arwain,viesť
1278,antreiben::V,annog,popudiť
1279,lassen::V,gadael,dať
1280,einladen::V,gwahodd,pozvať
1281,einladen::V,gwahodd,povolať
1282,vereinigen::V,uno,spojiť
1283,vereinigen::V,uno,zjednotiť
1284,vereinigen::V,cyfuno,spojiť
1285,vereinigen::V,cyfuno,zjednotiť
1286,besuchen::V,ymweld â,navštíviť
1287,treffen::V,cwrdd,stretnúť
1288,treffen::V,cyfarfod,stretnúť
1289,sich versammeln::V,casglu,zhromaždiť sa
1290,sich versammeln::V,cynnull,zhromaždiť sa
1291,spielen::V,chwarae,hrať
1292,singen::V,canu,spievať
1293,tanzen::V,dawnsio,tancovať
1294,sich trennen::V,ymwahanu,rozísť sa
1295,verlassen::V,gadael,opustiť
1296,retten::V,achub,zachrániť
1297,bewachen::V,gwarchod,strážiť
1298,schützen::V,noddi,chrániť
1299,verteidigen::V,amddiffyn,brániť
1300,sich schlagen::V,ffraeo,biť sa
1301,sich schlagen::V,terfysgu,biť sa
1302,schießen::V,saethu,streliť
1303,schießen::V,saethu,strieľať
1304,siegen::V,ennill,zvíťaziť
1305,ärgern::V,cythruddo,hnevať
1306,ärgern::V,cythruddo,zlostiť
1307,schlagen::V,curo,biť
1308,schlagen::V,curo,udrieť
1309,treten::V,cicio,kopnúť
1310,stechen::V,pigo,bodnúť
1311,stechen::V,pigo,pichnúť
1312,stoßen::V,gwthio,udrieť
1313,stehlen::V,dwyn,kradnúť
1314,stehlen::V,lladrata,kradnúť
1315,stören::V,aflonyddu,vyrušiť
1316,belästigen::V,trafferthu,obťažovať
1317,verbergen::V,cuddio,skryť
1318,täuschen::V,twyllo,sklamať
1319,betrügen::V,hocedu,klamať
1320,betrügen::V,hocedu,podvádzať
1321,töten::V,lladd,zabiť
1322,töten::V,lladd,usmrtiť
1323,wohnen::V,byw,bývať
1324,arbeiten::V,gweithio,pracovať
1325,sammeln::V,casglu,zbierať
1326,pflücken::V,casglu,trhať
1327,pflücken::V,casglu,oberať
1328,jagen::V,hela,poľovať
1329,fischen::V,pysgota,loviť ryby
1330,fischen::V,pysgota,chytať ryby
1331,fassen::V,dal,uloviť
1332,hüten::V,bugeilio,pásť
1333,treiben::V,gyrru,hnať
1334,anbinden::V,clymu,priviazať
1335,füttern::V,porthi,kŕmiť
1336,melken::V,godro,dojiť
1337,hacken::V,torri,seknúť
1338,gießen::V,dyfrhau,polievať
1339,reifen::V,aeddfedu,dozrieť
1340,zubereiten::V,coginio,pripraviť
1341,kochen::V,berwi,variť
1342,backen::V,pobi,piecť
1343,backen::V,pobi,smažiť
1344,backen::V,crasu,piecť
1345,backen::V,crasu,smažiť
1346,braten::V,ffrio,piecť
1347,braten::V,ffrio,pražiť
1348,umrühren::V,cyffroi,pomiešať
1349,stricken::V,gwau,pliesť
1350,nähen::V,gwnïo,šiť
1351,färben::V,lliwio,zafarbiť
1352,reinigen::V,glanhau,čistiť
1353,waschen::V,golchi,myť
1354,abwischen::V,sychu,utrieť
1355,spülen::V,streulio,vyplachovať
1356,fegen::V,ysgubo,zametať
1357,kehren::V,ysgubo,zametať
1358,baden::V,cael bath,kúpať sa
1359,sich waschen::V,ymolchi,umývať sa
1360,ausziehen::V,tynnu,zobliecť
1361,anziehen::V,gwisgo,obliecť
1362,sich anziehen::V,ymwisgo,obliecť sa
1363,kämmen::V,cribo,česať
1364,schmücken::V,harddu,ozdobiť
1365,schmücken::V,addurno,ozdobiť
1366,sagen::V,dweud,povedať
1367,sprechen::V,llefaru,hovoriť
1368,reden::V,siarad,rozprávať
1369,sich unterhalten::V,sgwrsio,rozprávať sa
1370,fragen::V,gofyn,spýtať sa
1371,bitten::V,gofyn am,prosiť
1372,erzählen::V,dweud,rozprávať
1373,mitteilen::V,cyfleu,oznámiť
1374,nennen::V,enwi,nazvať
1375,nennen::V,enwi,menovať
1376,rufen::V,galw,volať
1377,rufen::V,galw,zavolať
1378,prahlen::V,brolio,vystatovať sa
1379,prahlen::V,ymffrostio,vystatovať sa
1380,übersetzen::V,cyfieithu,preložiť
1381,denken::V,meddwl,myslieť
1382,glauben::V,credu,veriť
1383,glauben::V,coelio,veriť
1384,bemerken::V,sylwi,podotknuť
1385,bemerken::V,sylwi,spozorovať
1386,erkennen::V,adnabod,poznať
1387,begreifen::V,amgyffred,pochopiť
1388,begreifen::V,amgyffred,porozumieť
1389,verstehen::V,deall,rozumieť
1390,lernen::V,dysgu,učiť sa
1391,wissen::V,gwybod,vedieť
1392,sich erinnern an::V,cofio,pamätať si na
1393,vergessen::V,anghofio,zabudnuť
1394,messen::V,mesur,merať
1395,zählen::V,cyfrif,počítať
1396,rechnen::V,cyfrifo,rátať
1397,rechnen::V,cyfrifo,počítať
1398,lesen::V,darllen,čítať
1399,malen::V,peintio,maľovať
1400,zeichnen::V,tynnu,kresliť
1401,schreiben::V,ysgrifennu,písať
1402,besitzen::V,meddu,mať
1403,besitzen::V,meddu,vlastniť
1404,kaufen::V,prynu,kúpiť
1405,verkaufen::V,gwerthu,predať
1406,bezahlen::V,talu am,zaplatiť
1407,zahlen::V,talu,platiť
1408,beherrschen::V,rheoli,ovládať
1409,beherrschen::V,llywodraethu,ovládať
1410,ertragen::V,dioddef,znášať
1411,ertragen::V,dioddef,vydržať
