,Concept_ID,br,kk
792,hinab::ADV,a-izel,төмен
793,oben::ADV,en nec'h,жоғарыда
794,hinauf::ADV,e-krec'h,өрге
795,überall::ADV,dre-holl,әрқайда
796,nicht::ADV,ne ... ket,емес
797,ein wenig::ADV,un tammig,азырақ
798,ein wenig::ADV,un tammig,аздаған
799,ein wenig::ADV,un tammig,азғантай
800,kaum::ADV,a-boan,зорға
801,sehr::ADV,-tre,орасан
802,sehr::ADV,-kenañ,орасан
803,so::ADV,evel-se,бұлай
804,so::ADV,evel-se,былайша
805,noch::ADV,c'hoazh,әлі
806,nur::ADV,hepken,ғана
807,schon::ADV,dija,түге
808,wieder::ADV,adarre,жаңа
809,wieder::ADV,adarre,қайта
810,wieder::ADV,adarre,жаңадан
811,vor::PRP,dirak,алды
812,hinter::PRP,a-drek,артынан
813,hinter::PRP,a-dreñv,артынан
814,unter::PRP,dindan,түп
815,unter::PRP,dindan,маңында
816,durch::PRP,dre,арқылы
817,neben::PRP,e-kichen,іргеде
818,neben::PRP,e-kichen,жанында
819,zwischen::PRP,etre,арада
820,wegen::PRP,abalamour da,үшін
821,dies::PRN,hemañ,бұ
822,dies::PRN,hemañ,осы
823,das::PRN,se,сол
824,das::PRN,hennezh,сол
825,alles::PRN,pep tra,дүйім
826,alles::PRN,pep tra,күллі
827,ich::PRN,me,мен
828,du::PRN,te,сен
829,er::PRN,eñ,ол
830,wir::PRN,ni,біз
831,ihr::PRN,c'hwi,сіз
832,sie::PRN,int,олар
833,was::FPRN,petra,не
834,wer::FPRN,piv,кім
835,wo::FADV,pelec'h,кәні
836,wo::FADV,pelec'h,қайда
837,wohin::FADV,da belec'h,қайда
838,wie::FADV,penaos,калай
839,warum::FADV,perak,неғып
840,wieviel::FNUM,pet,неше
841,wieviel::FNUM,pet,қанша
842,eins::NUM,unan,бір
843,zwei::NUM,daou,екі
844,drei::NUM,tri,үш
845,vier::NUM,pevar,төрт
846,fünf::NUM,pemp,бес
847,sechs::NUM,c'hwec'h,алты
848,sieben::NUM,seizh,жеті
849,acht::NUM,eizh,сегіз
850,neun::NUM,nav,тоғыз
851,zehn::NUM,dek,он
852,elf::NUM,unnek,он бір
853,zwölf::NUM,daouzek,он екі
854,zwanzig::NUM,ugent,жиырма
855,dreißig::NUM,tregont,отыз
856,vierzig::NUM,daou-ugent,қырық
857,fünfzig::NUM,hanter-kant,елу
858,sechzig::NUM,tri-ugent,алпыс
859,siebzig::NUM,dek ha tri-ugent,жетпіс
860,achtzig::NUM,pevar-ugent,сексен
861,neunzig::NUM,dek ha pevar-ugent,тоқсан
862,hundert::NUM,kant,жүз
863,tausend::NUM,mil,мың
864,und::CNJ,ha,та
865,oder::CNJ,pe,әлде
866,oder::CNJ,pe,немесе
867,stehen::V,bezañ a-sav,тұру
868,sitzen::V,azezañ,отыру
869,sitzen::V,bezañ en e goazez,отыру
870,liegen::V,bezañ en e c'hourvez,жату
871,hängen::V,krougañ,ілу
872,werden::V,dazonet,болу
873,werden::V,dazonet,түрегелу
874,passieren::V,c'hoarvezout,болу
875,beginnen::V,stagañ,басталу
876,enden::V,achuiñ,ада болу
877,wechseln::V,cheñch,құбылу
878,wechseln::V,cheñch,өзгеру
879,aufgehen[Sonne]::V,dirouzañ,шығу
880,scheinen[Sonne]::V,lugernañ,жылтырау
881,donnern::V,taranal,күркіреу
882,wehen::V,c'hwezhañ,огып тур
883,strömen::V,deredek,сорғалау
884,fließen::V,redek,ағу
885,sich drehen::V,troiñ,айналу
886,schwanken::V,trantellat,толықсу
887,schwingen::V,froumal,тербелу
888,fallen::V,kouezhañ,құлау
889,fallen::V,kouezhañ,жығылу
890,fallen::V,kouezhañ,төмендеу
891,brennen::V,deviñ,жану
892,rauchen::V,divogedañ,түтету
893,regnen::V,glavañ,жауу
894,gefrieren::V,reviñ,мұздай қату
895,gefrieren::V,reviñ,мұз боп қату
896,tauen::V,diskornañ,жібу
897,schmelzen::V,teuziñ,еру
898,trocknen::V,sec'hañ,курау
899,sieden::V,berviñ,қайнау
900,faulen::V,breinañ,иістену
901,verfaulen::V,breinañ,шіру
902,reißen::V,darnaouiñ,жыртылу
903,versinken::V,sodellañ,малтығу
904,vergehen::V,tremen,өту
905,erscheinen::V,donet war-wel,көріну
906,erscheinen::V,donet war-wel,көрініп қалу
907,verschwinden::V,monet diwar wel,ғайып_болу
908,sinken::V,en em izelat,ылдилау
909,sinken::V,en em izelat,төмендеу
910,abnehmen::V,nebeutaat,кемітілу
911,zunehmen::V,kreskiñ,көбею
912,steigen::V,sevel,қобу
913,steigen::V,sevel,көтерілу
914,steigen::V,sevel,жоғарылау
915,wachsen::V,kreskiñ,өсу
916,glänzen::V,lugernañ,жалтырау
917,funkeln::V,elieniñ,жарқырау
918,funkeln::V,elieniñ,нұрлану
919,funkeln::V,elieniñ,жылтылдау
920,lärmen::V,rabotat,шулау
921,lärmen::V,rabotat,шуылдау
922,klirren::V,diridignat,дыңылдату
923,klirren::V,sterlinkañ,дыңылдату
924,brausen::V,gwegal,тасу
925,rauschen::V,trouzal,сусылдау
926,rauschen::V,trouzal,сыбдырлау
927,klingen::V,seniñ,дыбыс шығару
928,bellen::V,harzhal,үру
929,heulen::V,yudal,ұлу
930,blasen::V,c'hwezhañ,үру
931,pfeifen::V,c'hwitellat,ысқыру
932,schreien::V,huchal,шыңғыру
933,schreien::V,huchal,айғайлау
934,schreien::V,huchal,байбайлау
935,schreien::V,huchal,бажалақтау
936,stöhnen::V,hirvoudiñ,ыңырсу
937,stöhnen::V,hirvoudiñ,ыңкылдау
938,zittern::V,krenañ,қалш
939,zittern::V,krenañ,қалшылдату
940,leben::V,bevañ,жасау
941,leben::V,bevañ,күнелту
942,leben::V,bevañ,күн көру
943,leben::V,bevañ,тіршілік ету
944,geboren werden::V,genel,туу
945,atmen::V,tennañ e anal,дем алу
946,atmen::V,tennañ e anal,ауа жұту
947,trinken::V,evañ,ішу
948,trinken::V,evañ,ұрттау
949,essen::V,debriñ,жеу
950,essen::V,debriñ,тамақтану
951,schlucken::V,lonkañ,жұту
952,müde werden::V,skuizhañ,болдыру
953,einschlafen::V,menel kousket,үйыктап калу
954,schlafen::V,kousket,ұйықтау
955,aufwachen::V,dihuniñ,ояну
956,aufstehen::V,sevel,ояну
957,sich erholen::V,diskuizhañ,тынығу
958,krank werden::V,klañviñ,кеселдену
959,krank werden::V,klañviñ,сырқаттану
960,krank werden::V,klañviñ,ауырып қалу
961,krank werden::V,klañviñ,ауыра бастау
962,krank werden::V,klañviñ,кеселге ұшырау
963,krank werden::V,klañviñ,сырқаттанып қалу
964,krank sein::V,bezañ klañv,ауыру
965,krank sein::V,bezañ klañv,сырқаттану
966,schmerzen::V,skourjezañ,ауырады
967,husten::V,pasaat,жөтелу
968,husten::V,peudal,жөтелу
969,genesen::V,pareañ,айығу
970,sterben::V,mervel,өлу
971,sterben::V,mervel,қайтыс
972,sterben::V,mervel,жантапсыру
973,umkommen::V,perisañ,өлу
974,umkommen::V,perisañ,қаза табу
975,sich bewegen::V,bouljal,жылжу
976,sich rühren::V,fiñval,қыбырлау
977,sich erheben::V,sevel,тұру
978,sich setzen::V,azezañ,отыру
979,sich setzen::V,mont en e goazez,отыру
980,hinfallen::V,kouezhañ,жығылу
981,laufen::V,redek,жояу жүру
982,schreiten::V,kerzhet,кадамдау
983,spazierengehen::V,pourmen,қыдыру
984,eilen::V,hastañ,асығу
985,eilen::V,hastañ,жеделдену
986,eilen::V,hastañ,жедепдеу
987,sich beeilen::V,hastañ,асығу
988,sich beeilen::V,hastañ,жеделдену
989,sausen::V,karzhañ,заулау
990,rennen::V,redek,жүгіру
991,springen::V,lammat,секіру
992,klettern::V,krimpat,өрмелеп шығу
993,schaukeln::V,brañsellat,тербелу
994,kriechen::V,skrampañ,еңбектеу
995,schwimmen::V,neuial,жүзу
996,schwimmen::V,neuial,малту
997,schwimmen::V,neuial,қалықтау
998,tauchen::V,splujañ,сүңгу
999,rudern::V,roeñvat,есу
1000,fahren::V,kas,бару
1001,fahren::V,bleniañ,бару
1002,fliegen::V,nijal,ұшу
1003,gehen::V,mont,бару
1004,weggehen::V,mont kuit,кету
1005,abfahren::V,mont kuit,жөнелу
1006,anhalten::V,chom a-sav,тоқтау
1007,hineingehen::V,monet e-barzh,кіру
1008,eintreten::V,monet e-barzh,ену
1009,kommen::V,dont,жету
1010,ankommen::V,erruout,келу
1011,zurückkommen::V,addonet,қайту
1012,bleiben::V,chom,қалу
1013,warten::V,gortoz,тосу
1014,erwarten::V,gortoz,күту
1015,suchen::V,klask,іздеу
1016,finden::V,kavout,табу
1017,versuchen::V,klask,талпыну
1018,vorbereiten::V,aozañ,әзірлеу
1019,lieben::V,karout,сүю
1020,mögen::V,karout,жарату
1021,mögen::V,karout,жақсы_көру
1022,lachen::V,c'hoarzin,күлу
1023,lachen::V,c'hoarzin,күлісу
1024,rühren::V,tenerañ,көңілін бұзу
1025,weinen::V,gouelañ,жылау
1026,schimpfen::V,krozal,ақырып-бақыру
1027,sich ärgern::V,fachañ,ашулану
1028,sich ärgern::V,en em fachañ,ашулану
1029,fliehen::V,tec'het,қашу
1030,fliehen::V,tec'het,қашып кету
1031,flüchten::V,tuzañ,қашу
1032,flüchten::V,tuzañ,қашып кету
1033,sehen::V,gwelet,көру
1034,anschauen::V,sellout ouzh,назар салу
1035,ansehen::V,sellout ouzh,тамашалау
1036,hören::V,klevet,есту
1037,zuhören::V,selaou,тыңдау
1038,zuhören::V,selaou,құлақ қою
1039,probieren::V,blasa,тату
1040,probieren::V,blasa,дәм тату
1041,riechen::V,klevet,иіскеу
1042,fühlen::V,santout,сезу
1043,fühlen::V,santout,сезіну
1044,scheinen::V,diskouez bezañ,болып көріну
1045,zu sehen sein::V,bezañ gwelus,көріну
1046,vernehmen::V,merzhañ,есту
1047,vernehmen::V,merzhañ,есітіп қалу
1048,frieren::V,anoued,тоңу
1049,frieren::V,anoued,жаурау
1050,tun::V,ober,ету
1051,tun::V,ober,істеу
1052,können::V,gouzout,білу
1053,wollen::V,fellout da,қалау
1054,wollen::V,kaout c'hoant da,қалау
1055,anfangen::V,kregiñ,бастау
1056,beenden::V,achuiñ,бітіру
1057,beenden::V,achuiñ,адақтау
1058,beenden::V,achuiñ,тамамдау
1059,beenden::V,achuiñ,аяқтап шығу
1060,aufhören::V,paouez,доғару
1061,öffnen::V,digeriñ,ашу
1062,öffnen::V,digeriñ,ашып қою
1063,schließen::V,serriñ,жабу
1064,stellen::V,lakaat,қою
1065,stellen::V,lakaat,қойдыру
1066,setzen::V,lakaat,отырғызу
1067,legen::V,lakaat,салу
1068,legen::V,lakaat,калау
1069,berühren::V,touch,тию
1070,verbinden::V,eren,байлап алу
1071,verbinden::V,eren,сабақтастыру
1072,bedecken::V,goloiñ,бүркеу
1073,aufhängen::V,istribilhañ,ілу
1074,aufhängen::V,istribilhañ,асып қою
1075,anzünden::V,alumiñ,тұтату
1076,anzünden::V,c'hwezzañ,тұтату
1077,aufheben::V,dastum,көтеру
1078,zurücklassen::V,lezel,қалдыру
1079,verlieren::V,koll,жоғалту
1080,fallen lassen::V,laoskel,құлатып алу
1081,fallen lassen::V,laoskel,қолдан түсіріп алу
1082,fallen lassen::V,lezel da gouezhel,құлатып алу
1083,fallen lassen::V,lezel da gouezhel,қолдан түсіріп алу
1084,machen::V,ober,ету
1085,machen::V,ober,жасау
1086,machen::V,ober,жасап шығару
1087,herstellen::V,fardañ,жасап шығару
1088,bauen::V,sevel,тұрғызу
1089,reparieren::V,adaozañ,оңдау
1090,verbessern::V,gwellaat,дұрыстау
1091,ändern::V,cheñch,өзгерту
1092,graben::V,kleuzañ,үңгу
1093,beugen::V,plegañ,буғу
1094,biegen::V,krommañ,ию
1095,biegen::V,krommañ,майыстыру
1096,drehen::V,treiñ,айналдыру
1097,wenden::V,treiñ,екінші жағын айналдыру
1098,umdrehen::V,treiñ,бұру
1099,heben::V,sevel,көтеру
1100,hochheben::V,sevel,жоғарылату
1101,hochheben::V,sevel,көтеру
1102,ergreifen::V,kemer,бас_салу
1103,ergreifen::V,kemer,шап_беріп_ұстап_алу
1104,ergreifen::V,kemer,шап_беру
1105,ergreifen::V,kemer,шап_ете_түсу
1106,halten::V,dalc'hen,тұту
1107,halten::V,dalc'hen,ұстау
1108,drücken::V,bountañ,басу
1109,schieben::V,poulzañ,итеру
1110,kratzen::V,skrabat,қыру
1111,lecken::V,lipat,жалау
1112,beißen::V,kregiñ,қабу
1113,beißen::V,kregiñ,тістеу
1114,beißen::V,kregiñ,қауып алу
1115,abreißen::V,diframmañ,үзу
1116,abschneiden::V,troc'hañ,қырқу
1117,binden::V,stagañ,байланыстыру
1118,binden::V,stagañ,байлап_алу
1119,binden::V,stagañ,байластыру
1120,binden::V,stagañ,байлау
1121,binden::V,stagañ,буу
1122,binden::V,stagañ,матау
1123,binden::V,stagañ,сабақтастыру
1124,binden::V,stagañ,ұштастыру
1125,stecken::V,sankañ,сұғу
1126,brechen::V,darnaouiñ,сындыру
1127,klopfen::V,skoiñ,қағу
1128,hauen::V,dornañ,соғу
1129,kleben::V,pegañ,желімдеу
1130,reiben::V,taravat,үйкеу
1131,reiben::V,trekiñ,үйкеу
1132,streichen::V,toazañ,сүйкеу
1133,schleifen::V,lemmañ,егеу
1134,schleifen::V,lemmañ,қайрау
1135,schleifen::V,lemmañ,егеулеу
1136,schneiden::V,troc'hañ,кесу
1137,rütteln::V,tordorosañ,қозғау
1138,rütteln::V,tordorosañ,жұлмалау
1139,schütteln::V,hejañ,дірілдету
1140,schütteln::V,hejañ,селкілдету
1141,schütten::V,diskargañ,құю
1142,füllen::V,kargañ,толтыру
1143,einwickeln::V,gronnañ,орау
1144,tragen::V,dougen,алып жүру
1145,schleppen::V,stlejal,тарту
1146,ziehen::V,sachañ,тарту
1147,aufbewahren::V,miret,сақтау
1148,werfen::V,teuler,лақтыру
1149,fangen::V,tapañ,қармау
1150,fangen::V,tapañ,қағып алу
1151,packen::V,krapat,шап беру
1152,packen::V,krapat,шап ете түсу
1153,packen::V,krapat,шап беріп ұстап алу
1154,verstecken::V,kuzhat,тығу
1155,verstecken::V,kuzhat,жасыру
1156,teilen::V,rannañ,бөлу
1157,schicken::V,kas,жіберу
1158,bringen::V,degas,әкелу
1159,bringen::V,degas,алып келу
1160,hinzufügen::V,lakat ouzhpenn,қосу
1161,hinzufügen::V,lakat ouzhpenn,үстеу
1162,bekommen::V,kaout,алу
1163,erhalten::V,kaout,алмақ
1164,nehmen::V,kemer,алу
1165,nehmen::V,kemer,алмақ
1166,wählen::V,choaz,таңдау
1167,auswählen::V,dibab,екшеу
1168,auswählen::V,dibab,саралау
1169,auswählen::V,dibab,сұрыптау
1170,auswählen::V,dibab,сайлап алу
1171,bewahren::V,mirout,сақтау
1172,behindern::V,diaezañ,оралғы болу
1173,verderben::V,lovrañ,бүлдіру
1174,beschädigen::V,gwallegañ,бұзу
1175,zerbrechen::V,torriñ,уату
1176,zerreißen::V,diroegiñ,жырту
1177,zerstören::V,distrujañ,қирату
1178,zerstören::V,distrujañ,талқандау
1179,verbrennen::V,deviñ,өртеу
1180,verbrennen::V,deviñ,жандыру
1181,verbrennen::V,deviñ,өртеп жіберу
1182,verbrennen::V,deviñ,жандырып жіберу
1183,geben::V,reiñ,беру
1184,schenken::V,donezonañ,тарту
1185,versprechen::V,prometiñ,уәде беру
1186,wünschen::V,hetiñ,тілеу
1187,loben::V,feurmiñ,мақтау
1188,loben::V,feurmiñ,дәріптеу
1189,küssen::V,pokat,сүю
1190,wiegen::V,pouezañ,тербеу
1191,zudecken::V,goloiñ,бүркеу
1192,wecken::V,dihuniñ,ояту
1193,zeigen::V,diskouez,көрсету
1194,führen::V,kas,ерту
1195,führen::V,kas,жетектеу
1196,lehren::V,deskiñ,оқыту
1197,unterrichten::V,kelenn,оқыту
1198,leiten::V,bleinañ,басқару
1199,leiten::V,bleinañ,жетекшілік ету
1200,antreiben::V,poulzañ,асықтыру
1201,lassen::V,leuskel,-ткізу
1202,lassen::V,leuskel,мәжбүр ету
1203,einladen::V,pediñ,шақыру
1204,vereinigen::V,unisañ,біріктіру
1205,vereinigen::V,unisañ,біріктіріп қою
1206,besuchen::V,gweladenniñ,кіріп шығу
1207,besuchen::V,gweladenniñ,барып шығу
1208,treffen::V,kejal,кездесу
1209,treffen::V,ankontrañ,кездесу
1210,sich versammeln::V,bodennañ,топталу
1211,spielen::V,c'hoari,ойнау
1212,singen::V,kanañ,сайрау
1213,tanzen::V,dañsal,билеу
1214,sich trennen::V,dispartiañ,айрылысу
1215,verlassen::V,lezel,тастау
1216,retten::V,saveteiñ,құтқару
1217,bewachen::V,mesa,күзету
1218,schützen::V,diwall,жақтау
1219,schützen::V,diwall,жақтасу
1220,verteidigen::V,difenn,қорғау
1221,sich schlagen::V,lopañ,алысу
1222,siegen::V,trec'hiñ,жеңу
1223,ärgern::V,hegasiñ,ашуландыру
1224,schlagen::V,skeiñ,ұру
1225,treten::V,botaouiñ,тебу
1226,stechen::V,pikat,шаншу
1227,stoßen::V,stokañ,түрту
1228,stehlen::V,laerezh,ұрлау
1229,stören::V,direnkañ,кесірлен
1230,belästigen::V,dregasiñ,мазасын алу
1231,verbergen::V,skoachañ,сездірмеу
1232,täuschen::V,tromplañ,жалған айту
1233,betrügen::V,lorbañ,алдау
1234,betrügen::V,lorbañ,алдап кету
1235,betrügen::V,lorbañ,ақымақ қылу
1236,töten::V,lazhañ,құрту
1237,töten::V,lazhañ,өлтіру
1238,wohnen::V,bezañ o chom,мекендеу
1239,wohnen::V,bezañ o chom,өмір сүру
1240,arbeiten::V,labourat,істеу
1241,arbeiten::V,labourat,еңбектену
1242,sammeln::V,dastum,жыю
1243,pflücken::V,kuntuilhañ,жұлу
1244,jagen::V,chaseal,аулау
1245,fischen::V,pesketa,балык_аулау
1246,fassen::V,pakañ,ұстау
1247,hüten::V,geota,жаю
1248,hüten::V,geota,бағу
1249,anbinden::V,stagañ,байлау
1250,füttern::V,boueta,ас ішкізу
1251,füttern::V,boueta,азықтандыру
1252,füttern::V,boueta,қоректендіру
1253,melken::V,goro,сауу
1254,hacken::V,difrakal,турау
1255,gießen::V,dourañ,суару
1256,reifen::V,azviñ,жетілу
1257,zubereiten::V,keginañ,даяр ету
1258,kochen::V,poazhañ,асу
1259,backen::V,fritañ,пісіру
1260,braten::V,rostañ,қуыру
1261,stricken::V,stammañ,торлау
1262,stricken::V,stammañ,тоқу
1263,nähen::V,gwriat,тігу
1264,färben::V,livañ,бояу
1265,färben::V,livañ,сырлау
1266,reinigen::V,naetañ,аршу
1267,reinigen::V,naetañ,тазалау
1268,waschen::V,gwalc'hiñ,жуу
1269,abwischen::V,torchañ,сүрту
1270,spülen::V,disgwalc'hiñ,шаю
1271,fegen::V,skubañ,сыпыру
1272,kehren::V,skubañ,сыпыру
1273,baden::V,kouronkañ,шомылу
1274,sich waschen::V,en em walc'hiñ,жуыну
1275,sich anziehen::V,gwiskañ,киіну
1276,kämmen::V,kribat,тарау
1277,schmücken::V,kinklañ,әсемдеу
1278,schmücken::V,kinklañ,мәнерлеу
1279,schmücken::V,kinklañ,көріктендіру
1280,sagen::V,larêt,деу
1281,sagen::V,larêt,айту
1282,sagen::V,lavaret,деу
1283,sagen::V,lavaret,айту
1284,sprechen::V,komz,деу
1285,sprechen::V,komz,айту
1286,reden::V,kaozeal,сөйлеу
1287,reden::V,kaozeal,сөйлесу
1288,reden::V,kaozeal,тіл қатысу
1289,sich unterhalten::V,balbotal,сұхбаттасу
1290,fragen::V,goulenn,сұрау
1291,bitten::V,goulenn,өтіну
1292,bitten::V,goulenn,жалыну
1293,erzählen::V,kontañ,айту
1294,mitteilen::V,kemenn,білдіру
1295,nennen::V,anviñ,атау
1296,rufen::V,gelver,шақыру
1297,prahlen::V,fougeal,бөсу
1298,übersetzen::V,treiñ,аудару
1299,denken::V,soñjal,ойлау
1300,glauben::V,krediñ,нану
1301,glauben::V,krediñ,илану
1302,bemerken::V,apresevañ,аңғару
1303,erkennen::V,anavout,тану
1304,begreifen::V,meizañ,ұғу
1305,begreifen::V,meizañ,аңғарып алу
1306,verstehen::V,kompren,пайым
1307,verstehen::V,kompren,түсіну
1308,lernen::V,deskiñ,оқу
1309,wissen::V,gouzout,хабардар болу
1310,sich erinnern an::V,kaout soñj e,еске түсіру
1311,vergessen::V,ankouaat,ұмыту
1312,messen::V,muzuliañ,өлшеу
1313,zählen::V,kontañ,санау
1314,rechnen::V,jedañ,санап шығару
1315,rechnen::V,jedañ,санап шығу
1316,rechnen::V,jedañ,санау
1317,lesen::V,lenn,оқу
1318,malen::V,livañ,сурет салу
1319,zeichnen::V,tresañ,сурет салу
1320,schreiben::V,skrivañ,жазу
1321,besitzen::V,kaout,болу
1322,kaufen::V,prenañ,алу
1323,kaufen::V,prenañ,әперу
1324,verkaufen::V,gwerzhañ,сату
1325,bezahlen::V,paeañ,төлеу
1326,bezahlen::V,paeañ,ақы беру
1327,bezahlen::V,paeañ,ақы төлеу
1328,zahlen::V,paeañ,төлеу
1329,beherrschen::V,mestroniañ,билеу
1330,ertragen::V,anduriñ,төзу
1331,ertragen::V,anduriñ,шыдау
1332,Grube::N,,ор
1333,Spur::N,,із
1334,Lehm::N,,балшық
1335,Laut::N,,дыбыс
1336,Laut::N,,дауыс
1337,Winkel::N,,мүйіс
1338,Lagerfeuer::N,,алау
1339,vergebens::ADV,,бекер
1340,untergehen[Sonne]::V,,батыру
1341,läuten::V,,қоңыраулату
1342,klingeln::V,,дыңғырлау
1343,sich fürchten::V,,сескену
1344,fürchten::V,,қауіптену
1345,fürchten::V,,сақсыну
1346,gelingen::V,,жолы түсу
1347,geraten::V,,калу
1348,schwenken::V,,бұлғау
1349,schwenken::V,,сермеу
1350,reichen::V,,беру
1351,aufziehen::V,,бағу
1352,schießen::V,,ату
1353,treiben::V,,айдау
1354,umrühren::V,,былғалау
1355,umrühren::V,,сапырылыстыру
1356,ausziehen::V,,шешу
1357,anziehen::V,,кигізу
