,Concept_ID,vep,mdf
258,Schwester::N,čiža,сазор
259,Schwester::N,sizar,ака
260,Schwester::N,sizar,сазор
261,Onkel::N,däd',оця
262,Onkel::N,däd',патя
263,Onkel::N,däd',щеня́
264,Tante::N,tädi,ака
265,Tante::N,tädi,щака
266,Ehemann::N,mužik,мирде
267,Ehefrau::N,ak,ърьвя́
268,Freude::N,ilo,ке́нярдема
269,Freude::N,ihastuz,ке́нярдема
270,Gelächter::N,nagr,рахсема
271,Glück::N,oza,паваз
272,Kummer::N,gor'a,ризф
273,Kummer::N,gor'a,пичефкс
274,Wunsch::N,taht,мяль
275,Wunsch::N,taht,таколдома
276,Lust::N,himo,таколдома
277,Geist::N,heng,вайме
278,Gedanke::N,meletuz,мяль
279,Gedächtnis::N,mušt,прявий
280,Verstand::N,mel',прявий
281,Sinn::N,jüvä,ён
282,Grund::N,sü,туфта́л
283,Wahrheit::N,tozi,ви́де
284,Wahrheit::N,tozi,видеши́
285,Gespräch::N,lodu,корхтама
286,Gespräch::N,pagin,корхтама
287,Märchen::N,sarn,ёфкс
288,Erzählung::N,sanutez,азкс
289,Nachricht::N,tedotuz,куля́
290,Neuigkeit::N,uzištuz,куля́
291,Name::N,nimi,лем
292,Rätsel::N,ozoitez,со́дама ёфкс
293,Rede::N,pagin,вал
294,Rede::N,pagin,корхтама
295,Rede::N,sanad,вал
296,Rede::N,sanad,корхтама
297,Sprache::N,kel',кяль
298,Stimme::N,än',вайгяль
299,Wort::N,sana,вал
300,Zeichen::N,znam,тя́ште
301,Zeichen::N,znam,тя́штькс
302,Ruf::N,kida,тердема
303,Ruf::N,kucund,тердема
304,Lärm::N,judu,гайф
305,Lärm::N,judu,жалакодома
306,Laut::N,kulund,вайгяль
307,Ton::N,kulund,вайгяль
308,Lied::N,pajo,мора
309,Ruhe::N,lebu,сетьме
310,Leute::N,rahvaz,ломатть
311,Volk::N,rahvaz,наро́д
312,Arbeit::N,tö,тев
313,Arbeit::N,rad,тев
314,Gast::N,adiv,и́нжи
315,Gast::N,adiv,ко́нак
316,Geschenk::N,lahj,казне
317,Spiel::N,vänd,налхкома
318,Spiel::N,vänd,налхксема
319,Gesellschaft::N,sebr,кружок
320,Hilfe::N,abu,лездома
321,Freund::N,sebranik,я́лга
322,Kamerad::N,sebranik,я́лга
323,Angelegenheit::N,azj,тев
324,Anzahl::N,lugu,лувкс
325,Art::N,rod,вид
326,Art::N,rodsugu,вид
327,Stück::N,pala,пакш
328,Stück::N,supal,пакш
329,Teil::N,pala,часть
330,Teil::N,pala,пялькс
331,Hälfte::N,pol',пяле
332,Kreis::N,ümbruz,шаркс
333,Kreis::N,kehkruz,шаркс
334,Kreuz::N,rist,крёз
335,Linie::N,pird,межа
336,Linie::N,pird,китькс
337,Strich::N,pird,межа
338,Abstand::N,keskust,ётка
339,Entfernung::N,matk,ётка
340,Gegend::N,taho,ва́ста
341,Gegend::N,taho,перьфпя́ль
342,Platz::N,avaruz',ва́ста
343,Ort::N,koht,ва́ста
344,Seite::N,pol',пяле
345,Seite::N,kül'g,пяле
346,Mitte::N,kesk,кучка́
347,Gegenstand::N,kalu,веща
348,Sache::N,azj,тев
349,Sache::N,azj,веща
350,Rand::N,röun,пе
351,Kante::N,röun,и́рдез
352,Ecke::N,saum,ужа
353,Spitze::N,agjaine,пря
354,Ende::N,agj,пе
355,Loch::N,reig,варя
356,Winkel::N,čoga,ужа
357,Winkel::N,saum,ужа
358,Muster::N,kirjam,сёрма
359,Größe::N,suruz',серь
360,Länge::N,piduz,кува́лма
361,Höhe::N,korktuz',серь
362,Gewicht::N,jügu,сталма
363,Gewicht::N,vedäduz,сталма
364,Menge::N,äjüz',лувкс
365,Haufen::N,kogo,мар
366,Reihe::N,rivi,ряд
367,Boot::N,veneh,венеж
368,Ruder::N,air,миле
369,Schlitten::N,regi,ну́рда
370,Schlitten::N,regut,ну́рда
371,Ski::N,suks',сокс
372,Lagerfeuer::N,nodj,то́лмар
373,Lagerfeuer::N,pažag,то́лмар
374,Last::N,jüguz,канкс
375,Last::N,jüguz,сталма
376,Gang::N,astund,молема
377,Schritt::N,hašk,аськолкс
378,Norden::N,pohjoine,якшама шире
379,Süden::N,suvi,ля́мбе ши́ре
380,Westen::N,päivlaskm,ши валгома шире
381,Osten::N,päivnouzm,шинь стяма шире
382,Holz::N,pu,вирь
383,Holz::N,pu,шуфта
384,Brett::N,laud,лавця
385,Platte::N,keitim,плита́
386,Stütze::N,tugi,неже
387,Stange::N,arz',олга
388,Stock::N,kalu,байдек
389,Stab::N,seibaz,олгоня
390,Rohr::N,torv,турама
391,Haus::N,pert',куд
392,Heim::N,kodi,куд
393,Ofen::N,päč,пянакуд
394,Fußboden::N,lava,кия́кс
395,Tisch::N,laud,шра
396,Tisch::N,laud,моркш
397,Tisch::N,stal'c,шра
398,Tisch::N,stal'c,моркш
399,Stuhl::N,ištim,стул
400,Wiege::N,kätte,нюря́м
401,Bett::N,sija,ацам
402,Bett::N,magaduzsija,ацам
403,Regal::N,palič,лавцяланга
404,Kiste::N,mülütim,парга
405,Fenster::N,ikun,валмья
406,Tür::N,uks',кенкш
407,Tor::N,verai,ортат
408,Zaun::N,aid,перяфкс
409,Dach::N,katuz,кудпря
410,Leiter::N,pordhad,куцема
411,Besen::N,lud,тяльме
412,Besen::N,vast,тяльме
413,Spaten::N,labid,ка́йме
414,Schaufel::N,labid,ко́поня
415,Schaufel::N,labid,ця́рдом
416,Gabel::N,hangoine,ця́нгоня
417,Löffel::N,luzik,куцю
418,Messer::N,veič,пеель
419,Nagel::N,nagl,эска
420,Netz::N,verk,
421,Haken::N,kouk,кя́чказ
422,Griff::N,kägä,недь
423,Griff::N,kägä,кунда́мка
424,Griff::N,varz',недь
425,Griff::N,varz',кунда́мка
426,Schloss::N,lukkol,замо́к
427,Bild::N,kuva,карти́на
428,Figur::N,figur,ронга-понда
429,Puppe::N,tätüine,ня́ка
430,Beutel::N,havad,кяскав
431,Bündel::N,toppaz,кярьме
432,Bündel::N,käč,кярьме
433,Tasche::N,sumk,кошяльня
434,Eimer::N,vädr,ве́дарка
435,Deckel::N,katuz,тавадкс
436,Deckel::N,katuz,вельхкс
437,Geschirr::N,astii,кядьге
438,Sack::N,havad,кяскав
439,Tasse::N,čašk,ша́ваня
440,Topf::N,pada,кавозь
441,Kessel::N,katil,сргавозь
442,Essen::N,sönd,ярхцама
443,Nahrung::N,söm,ярхцампяль
444,Speise::N,sömine,ярхцама
445,Fleisch::N,liha,пал
446,Fleisch::N,liha,сиволь
447,Getreide::N,vill',сёра
448,Brei::N,pudr,ям
449,Brot::N,leib,кши
450,Scheibe::N,bibaleh,кочам
451,Scheibe::N,šlik,кочам
452,Fett::N,razv,куя́
453,Butter::N,voi,вай
454,Öl::N,voi,вай
455,Salz::N,sol,сал
456,Suppe::N,lem',шонгарям
457,Suppe::N,lem',коршампяль
458,Suppe::N,keitoz,шонгарям
459,Suppe::N,keitoz,коршампяль
460,Honig::N,mezi,медь
461,Milch::N,maid,лофца
462,Tee::N,čai,чай
463,Leder::N,nahk,кедь
464,Wolle::N,vill,пона
465,Stoff::N,kangaz,котф
466,Nadel::N,negl,салмокс
467,Faden::N,nit',сюре
468,Knopf::N,nübl',пуня
469,Knoten::N,sol'm,сюлма
470,Farbe::N,muju,архтомбяль
471,Kleidung::N,sobad,щам
472,Hemd::N,paid,па́нар
473,Kragen::N,kagluz,сиве
474,Ärmel::N,hijam,ожа
475,Hose::N,štanad,понкст
476,Gürtel::N,vö,каркс
477,Mütze::N,šapuk,вазь
478,Schuh::N,keng',башма́к
479,Stiefel::N,sapug,кя́ме
480,Ring::N,rengaz,суркс
481,Band::N,lentaine,керькс
482,Band::N,lentaine,лента
483,Kamm::N,suga,сюрьхцем
484,Spiegel::N,zerkol,ванома
485,Riemen::N,vö,шнань каркс
486,Schnur::N,nor,пикс
487,Schnur::N,nor,карькскя
488,Leine::N,talutimnor,вядьме
489,Decke::N,sijakatuz,вельхкс
490,Kissen::N,pöluz,тоду
491,Tuch::N,paik,руця́
492,Handtuch::N,käzipaik,на́рдама
493,Kraft::N,vägi,вий
494,Stärke::N,vahvuz',вииши
495,Gesundheit::N,tervhuz,шумбраши́
496,Krankheit::N,läžund,урма́
497,Krankheit::N,läžund,сярядема
498,Schmerz::N,kibu,маряма
499,Wunde::N,čapatez,керф
500,Fieber::N,säru,маштыкс
501,Arznei::N,zel'l',надо́бья
502,Arznei::N,zel'l',пъчка́фтома
503,Brücke::N,sild,седь
504,Brunnen::N,kaiv,эши
505,Weide::N,omaluine,ванома васта
506,Pfad::N,tehut,ян
507,Pfad::N,tehut,киня́
508,Weg::N,te,ки
509,Straße::N,te,ки
510,Dorf::N,külä,веле
511,Stadt::N,lidn,ош
512,Brief::N,kirjeine,сёрма
513,Buch::N,kirj,книга
514,Buchstabe::N,kirjam,бу́ква
515,Zeitung::N,lehtez,газе́та
516,Leben::N,elo,эряф
517,Leben::N,elo,эряма
518,Tod::N,surm,кулома́
519,Grab::N,kaum,калма
520,Kirche::N,jumalanpert',це́рькав
521,Sünde::N,grähk,пежеть
522,Sünde::N,grähk,муворкс
523,Gott::N,jumal,шкай
524,Arbeiter::N,radnik,трудендай
525,Arbeiter::N,radnik,работник
526,Chef::N,pämez',азор
527,Chef::N,pämez',оцюня
528,Meister::N,mastar,мастяр
529,Arzt::N,lekar',врач
530,Arzt::N,lekar',доктор
531,Lehrer::N,opendai,учи́тель
532,Geld::N,rahad,ярмакт
533,Geschäft::N,biznes,ладяфкс
534,Geschäft::N,biznes,ладяф тев
535,Laden::N,lauk,ла́вка
536,Preis::N,arv,питне
537,Ware::N,tavar,миф
538,Ware::N,tavar,ра́маф
539,Nutzen::N,liža,пара
540,Nutzen::N,liža,лезкс
541,Reichtum::N,kodielo,ко́зяши
542,Reichtum::N,kal'huz',ко́зяши
543,Welt::N,mail'm,свет
544,Land::N,ma,мастор
545,Staat::N,valdkund,государства
546,König::N,kunigaz,король
547,Macht::N,vald,азорондама
548,Macht::N,vald,азорксши
549,Grenze::N,röun,ёткаян
550,Krieg::N,soda,война́
551,Feind::N,vihanik,душман
552,Feind::N,vihanik,каршек тюри
553,Feind::N,vastustai,душман
554,Feind::N,vastustai,каршек тюри
555,Gewalt::N,vägivald,наругама
556,Kampf::N,tora,тюрема́
557,Bogen[Waffe]::N,taug,нал
558,Pfeil::N,nol,нал
559,Gewehr::N,oružj,винто́вка
560,Fehler::N,viga,эльбядькс
561,Lüge::N,kelastuz,васькафнема
562,Schaden::N,pahuz',зия́н
563,Unglück::N,bed,зия́н
564,Unglück::N,gor'a,зия́н
565,Schuld::N,värhuz',муворши
566,Alter::N,igä,эряф кизот
567,Alter::N,igä,эряфонь пинге
568,Schluss::N,lop,пе
569,Zeit::N,aig,пинге
570,Tag::N,päiv,ши
571,Morgen::N,homendez,шобдава
572,Mittag::N,keskpäiv,шикучка
573,Abend::N,eht,иля́дь
574,Nacht::N,ö,ве
575,Woche::N,nedal',недя́ля
576,Monat::N,ku,ков
577,Jahr::N,voz',киза
578,Frühling::N,keväz',тунда́
579,Sommer::N,keza,киза
580,Herbst::N,sügüz',сёксе
581,Winter::N,tal'v,тяла
582,Januar::N,viluku,кельмеков
583,Februar::N,uhoku,уфайков
584,März::N,keväz'ku,марайков
585,April::N,sulaku,шудиков
586,Mai::N,semendku,панжиков
587,Juni::N,kezaku,лямбеков
588,Juli::N,heinku,псиков
589,August::N,eloku,сёроньков
590,September::N,sügüz'ku,тюжягов
591,Oktober::N,reduku,кельмазаков
592,November::N,kül'mku,эйндамков
593,Dezember::N,tal'vku,кучкаков
594,Montag::N,ezmärg,одговши
595,Dienstag::N,tožnarg,ша́вши
596,Mittwoch::N,koumanz'päiv,вержи
597,Donnerstag::N,nellänz'päiv,шува́ланя
598,Freitag::N,pätnič,пя́денця
599,Freitag::N,videnz'päiv,пя́денця
600,Samstag::N,sobat,ёткши
601,Sonntag::N,pühäpäiv,таргоши
602,groß::A,sur',оцю
603,groß::A,järed,оцю
604,klein::A,pen',ёмла
605,klein::A,pičuine,ёмла
606,lang::A,pit'k,кува́ка
607,kurz::A,lühüd,нюрьхкя́ня
608,breit::A,leved,кели
609,schmal::A,kaid,тяйня
610,dicht::A,tihed,сиде
611,dicht::A,tihed,туста
612,dick[Gegenstand]::A,paks,эчке
613,dünn::A,hoik,шува́ня
614,fein::A,hen,шува́ня
615,fest::A,luja,кеме
616,fest::A,ninev,кеме
617,flach::A,lapak,лапш
618,glatt::A,siled,вадяв
619,glatt::A,siled,такор
620,hart::A,kova,калгода
621,weich::A,pehmed,ляпе
622,rund::A,kehker,кру́глай
623,spitz::A,nügu,ботаз
624,spitz::A,nügu,оржа
625,spitz::A,terav,ботаз
626,spitz::A,terav,оржа
627,scharf::A,terav,оржа
628,stumpf::A,tül'c,ношка
629,schwer::A,jüged,стака
630,schön::A,čoma,мазы
631,heiß::A,räk,пси
632,warm::A,läm',лямбе
633,kalt::A,vilu,кельме
634,kühl::A,raibak,эше
635,kühl::A,viluhk,эше
636,frisch::A,lahed,свежай
637,feucht::A,neps,летьке
638,feucht::A,toreh,летьке
639,nass::A,märg,начка
640,trocken::A,kuiv,коське
641,voll::A,täuz',пяшксе
642,leer::A,joudai,шава
643,offen::A,avoin,панжада
644,offen::A,avoin,виде
645,offen::A,avol'jaine,панжада
646,offen::A,avol'jaine,виде
647,geschlossen::A,saubaline,пякстаф
648,geschlossen::A,saubaline,сёлгф
649,sauber::A,puhtaz,ару
650,schmutzig::A,redukaz,рда́зу
651,schmutzig::A,redukaz,пя́ндра
652,roh::A,rohk,верок
653,roh::A,toreh,верок
654,reif::A,küps,ке́нерьф
655,lecker::A,magukaz,танцти
656,süß::A,maged,ламбама
657,bitter::A,karged,сяпи
658,sauer::A,muiged,шапама
659,hell::A,kirkas,валда
660,hell::A,valgei,валда
661,dunkel::A,pimed,шобда
662,schwarz::A,must,равжа
663,weiß::A,vauged,акша
664,rot::A,rusked,якстерь
665,gelb::A,pakuine,тюжя́
666,blau::A,sinine,сенем
667,grün::A,vihand,пиже
668,grün::A,vihand,сянгяря
669,grau::A,hahk,уле
670,bunt::A,kirjav,сёрмав
671,billig::A,odav,у́цез
672,billig::A,odav,аф пи́тни
673,teuer::A,kalliž,пи́тни
674,wertvoll::A,arvokas,питни
675,blind::A,soged,сокор
676,taub::A,kurdiž,пярав
677,kräftig::A,vägev,пяк вии
678,stark::A,vahv,вии
679,stark::A,vägekaz,вии
680,schwach::A,väll',лафча
681,fett::A,razvakaz,куя́
682,schlank::A,kapos,виде ронга
683,hübsch::A,čoma,мазы
684,böse::A,äred,кяжи
685,böse::A,käred,кяжи
686,dumm::A,el'getoi,аф ёню
687,dumm::A,el'getoi,шава пря
688,faul::A,lašk,нола
689,fleißig::A,radonnavedii,ку́лхцонды
690,geizig::A,ažlak,кирьжя
691,geizig::A,ažlak,жаднай
692,klug::A,melev,ёню
693,klug::A,melev,пря́ви
694,klug::A,melekaz,ёню
695,klug::A,melekaz,пря́ви
696,geschickt::A,mahtokaz,маштозь тиф
697,lieb::A,izo,цебярь
698,lieb::A,sula,цебярь
699,lustig::A,ilokaz,ра́хси
700,sanft::A,laskav,сетьме
701,hungrig::A,näl'ghine,вача
702,hungrig::A,näl'ghine,вачеда
703,krank::A,läžui,сяряди
704,nackt::A,alastoi,штада
705,nackt::A,alastoi,кърхтапа
706,traurig::A,opalahine,ла́жнай
707,lebendig::A,eläb,эряй
708,gut::A,hüvä,пара
709,gut::A,hüvä,цебярь
710,schlecht::A,huba,кальдяв
711,richtig::A,oiged,виде
712,schlimm::A,paha,кальдяв
713,wahr::A,todesine,афкуксонь
714,alt::A,vanh,ташта
715,neu::A,uz',од
716,ehemalig::A,edeline,и́нгольдень
717,alt[Lebewesen]::A,ravaz,сире
718,jung::A,nor',од
719,arm::A,gol'l',а́шу
720,reich::A,elokaz,козя
721,bekannt::A,tutab,содаф
722,berühmt::A,tetab,содавикс
723,fremd::A,veraz,лия
724,fremd::A,veraz,аф содаф
725,verschieden::A,erazvuitte,аф фкя ла́цонь
726,nah::A,läheline,мала
727,nah::A,läheline,аф ичкоздень
728,fern::A,edahaine,и́чкоздень
729,fern::A,edahaine,куна́рдонь
730,linker::A,hura,кержи
731,rechter::A,oiged,види
732,anderer::A,toine,лия
733,erster::A,ezmäine,васенце
734,zweiter::A,toine,омбоце
735,dritter::A,koumanz',колмоце
736,letzter::A,jäl'gmäine,ме́кольце
737,allein::ADV,üksnäze,ськамонза
738,auf einmal::ADV,ühten aigan,вихцок
739,zusammen::ADV,ühtes,марс
740,zusammen::ADV,ühtes,ма́рса
741,lange::ADV,hätken,кува́тьс
742,plötzlich::ADV,äkkid,а́пак учт
743,sofort::ADV,kerdalaz,тяникиге
744,später::ADV,möhemba,ме́ле
745,jetzt::ADV,nügüd',тяни
746,heute::ADV,tämbei,тячи
747,morgen::ADV,homen,ва́нды
748,bald::ADV,pigai,курок
749,dann::ADV,sid',меле
750,dann::ADV,sid',сяда меле
751,gestern::ADV,eglai,ися́к
752,einst::ADV,ende,весть
753,einst::ADV,ende,мзя́рда-бди
754,einst::ADV,kerdan,весть
755,einst::ADV,kerdan,мзя́рда-бди
756,damals::ADV,siloi,эста
757,danach::ADV,sid',меле
758,vorher::ADV,ende,инголи
759,zuerst::ADV,ezmäi,ва́сенда
760,einmal::ADV,kerdan,весть
761,manchmal::ADV,erašti,лия́ста
762,manchmal::ADV,erašti,ко́ста-ко́ста
763,oft::ADV,paksus,си́деста
764,immer::ADV,kaiken,фалу
765,immer::ADV,kaiken,най
766,niemals::ADV,ei nikonz,аф мзя́рдонга
767,hier::ADV,täs,тяса
768,hier::ADV,tägä,тяса
769,hierhin::ADV,tänna,сей
770,hierhin::ADV,tänna,тяза
771,von hier::ADV,täspäi,тя́ста
772,von hier::ADV,sid'päi,тя́ста
773,dort::ADV,sigä,тоса
774,dorthin::ADV,sinna,тов
775,dorthin::ADV,sinna,тоза
776,dorthin::ADV,nakkale,тов
777,dorthin::ADV,nakkale,тоза
778,geradeaus::ADV,kohtha,ви́деста
779,vorwärts::ADV,edehe,и́нголи
780,rückwärts::ADV,sel'gin,ме́ки
781,zurück::ADV,tagaze,ме́ки
782,unten::ADV,alahan,ала
783,hinab::ADV,alaz,алу
784,hinab::ADV,alahaks,алу
785,oben::ADV,ülähän,вяре
786,hinauf::ADV,ülez,вяри
787,hinauf::ADV,ülähäks,вяри
788,überall::ADV,kaikjal,се́мбе ва́стова
789,nicht::ADV,ei,аф
790,ein wenig::ADV,vähän,аф лама
791,kaum::ADV,habi,а́ньцек
792,sehr::ADV,lujas,пяк
793,so::ADV,muga,ста́не
794,so::ADV,ninga,ста́не
795,noch::ADV,völ,нинге
796,nur::ADV,järg,аньцек
797,nur::ADV,vaiše,аньцек
798,schon::ADV,jo,ни
799,wieder::ADV,möst,та́га
800,vergebens::ADV,uhtei,стак
