,Concept_ID,da,fa
829,ihr::PRN,I,شما
830,sie::PRN,de,آنها
831,was::FPRN,hvad,چه
832,wer::FPRN,hvem,کی
833,wo::FADV,hvor,کجا
834,wohin::FADV,hvorhen,بکجا
835,wie::FADV,hvordan,چطور
836,wie::FADV,hvordan,چگونه
837,warum::FADV,hvorfor,چرا
838,warum::FADV,hvorfor,برای چه
839,wieviel::FNUM,hvor meget,چند
840,wieviel::FNUM,hvor meget,چقدر
841,eins::NUM,én,یک
842,zwei::NUM,to,دو
843,drei::NUM,tre,سه
844,vier::NUM,fire,چهار
845,fünf::NUM,fem,پنج
846,sechs::NUM,seks,شش
847,sieben::NUM,syv,هفت
848,acht::NUM,otte,هشت
849,neun::NUM,ni,نه
850,zehn::NUM,ti,ده
851,elf::NUM,elleve,یازده
852,zwölf::NUM,tolv,دوازده
853,zwanzig::NUM,tyve,بیست
854,dreißig::NUM,tredive,سی
855,vierzig::NUM,fyrre,چهل
856,vierzig::NUM,fyrretyve,چهل
857,fünfzig::NUM,halvtreds,پنجاه
858,sechzig::NUM,tres,شصت
859,siebzig::NUM,halvfjerds,هفتاد
860,achtzig::NUM,firs,هشتاد
861,neunzig::NUM,halvfems,نود
862,hundert::NUM,hundrede,صد
863,tausend::NUM,tusind,هزار
864,und::CNJ,og,و
865,oder::CNJ,eller,یا
866,stehen::V,stå,ایستادن
867,sitzen::V,sidde,نشستن
868,liegen::V,ligge,خوابیدن
869,liegen::V,ligge,دراز کشیدن
870,hängen::V,hænge,آویزان بودن
871,werden::V,blive,شدن
872,passieren::V,ske,گذشتن
873,passieren::V,ske,اتفاق افتادن
874,passieren::V,hænde,گذشتن
875,passieren::V,hænde,اتفاق افتادن
876,beginnen::V,begynde,شروع شدن
877,enden::V,ende,تمام شدن
878,wechseln::V,veksle,عوض شدن
879,aufgehen[Sonne]::V,gå op,برآمدن
880,aufgehen[Sonne]::V,gå op,طلوع کردن
881,aufgehen[Sonne]::V,stå op,برآمدن
882,aufgehen[Sonne]::V,stå op,طلوع کردن
883,untergehen[Sonne]::V,gå ned,غروب کردن
884,scheinen[Sonne]::V,skinne,تابیدن
885,donnern::V,tordne,رعد زدن
886,wehen::V,blæse,دمیدن
887,strömen::V,strømme,روان شدن
888,fließen::V,flyde,روان شدن
889,sich drehen::V,dreje sig,چرخیدن
890,schwanken::V,vakle,خم و راست شدن
891,schwingen::V,svinge,تاب خوردن
892,schwingen::V,svinge,نوسان کردن
893,fallen::V,falde,افتادن
894,fallen::V,falde,سقوط کردن
895,brennen::V,brænde,سوزاندن
896,rauchen::V,ryge,دود کردن
897,regnen::V,regne,باران آمدن
898,gefrieren::V,fryse,یخ بستن
899,tauen::V,tø,آب شدن
900,schmelzen::V,smelte,آب شدن
901,trocknen::V,tørre,خشک شدن
902,sieden::V,koge,جوشیدن
903,faulen::V,rådne,فاسد شدن
904,verfaulen::V,rådne,پوسیدن
905,reißen::V,briste,پاره شدن
906,versinken::V,synke,غرق شدن
907,versinken::V,synke ned,غرق شدن
908,vergehen::V,forløbe,گذشتن
909,erscheinen::V,vise sig,ظاهر شدن
910,verschwinden::V,forsvinde,گم شدن
911,verschwinden::V,forsvinde,از بین رفتن
912,sinken::V,synke,پایین آمدن
913,abnehmen::V,aftage,کم شدن
914,zunehmen::V,tiltage,زیاد شدن
915,steigen::V,stige,بالا رفتن
916,wachsen::V,gro,قد کشیدن
917,wachsen::V,vokse,قد کشیدن
918,glänzen::V,glinse,برق زدن
919,funkeln::V,tindre,جرقه زدن
920,lärmen::V,larme,شلوغ کردن
921,läuten::V,ringe,زنگ زدن
922,klingeln::V,ringe,زنگ زدن
923,klirren::V,klirre,جرنگ جرنگ صدا کردن
924,brausen::V,bruse,طوفانی بودن
925,rauschen::V,suse,خش‌خش کردن
926,klingen::V,lyde,صدا دادن
927,klingen::V,klinge,صدا دادن
928,bellen::V,gø,عوعو کردن
929,heulen::V,hyle,زوزه کشیدن
930,blasen::V,blæse,فوت کردن
931,pfeifen::V,fløjte,سوت زدن
932,schreien::V,skrige,فریاد زدن
933,stöhnen::V,stønne,نالیدن
934,zittern::V,dirre,لرزیدن
935,zittern::V,skælve,لرزیدن
936,leben::V,leve,زیستن
937,leben::V,leve,زندگی کردن
938,geboren werden::V,fødes,متولد شدن
939,atmen::V,ånde,تنفس کردن
940,trinken::V,drikke,نوشیدن
941,essen::V,spise,خوردن
942,schlucken::V,synke,بلعیدن
943,schlucken::V,synke,قورت دادن
944,müde werden::V,blive træt,خسته شدن
945,einschlafen::V,falde i søvn,خواب رفتن
946,schlafen::V,sove,خوابیدن
947,aufwachen::V,vågne,از خواب بیدار شدن
948,aufstehen::V,stå op,بیدار شدن
949,sich erholen::V,komme sig,استراحت کردن
950,krank werden::V,blive syg,مریض شدن
951,krank sein::V,være syg,بیمار بودن
952,schmerzen::V,smerte,درد کردن
953,husten::V,hoste,سرفه کردن
954,genesen::V,komme sig,بهبود یافتن
955,sterben::V,dø,مردن
956,umkommen::V,omkomme,کشته شدن
957,sich bewegen::V,bevæge sig,حرکت کردن
958,sich rühren::V,røre på sig,تکان خوردن
959,sich erheben::V,rejse sig,برخواستن
960,sich setzen::V,sætte sig,نشستن
961,laufen::V,løbe,پیاده رفتن
962,schreiten::V,skride,قدم زدن
963,spazierengehen::V,gå en tur,گردش رفتن
964,eilen::V,ile,شتاب کردن
965,sich beeilen::V,skynde sig,عجله کردن
966,sausen::V,suse,صفیر کشیدن
967,rennen::V,løbe,دویدن
968,rennen::V,rende,دویدن
969,springen::V,hoppe,پریدن
970,springen::V,springe,پریدن
971,klettern::V,klatre,بالا رفتن
972,schaukeln::V,gynge,تاب خوردن
973,kriechen::V,krybe,خزیدن
974,schwimmen::V,svømme,شنا کردن
975,tauchen::V,dykke,غواصی کردن
976,rudern::V,ro,پارو زدن
977,fahren::V,køre,سواره رفتن
978,fliegen::V,flyve,پریدن
979,gehen::V,gå,رفتن
980,weggehen::V,gå bort,رفتن
981,abfahren::V,køre bort,حرکت کردن
982,anhalten::V,standse,ایست کردن
983,hineingehen::V,gå ind,داخل شدن
984,eintreten::V,træde ind,وارد شدن
985,kommen::V,komme,آمدن
986,ankommen::V,ankomme,رسیدن
987,zurückkommen::V,komme tilbage,برگشتن
988,bleiben::V,blive,ماندن
989,bleiben::V,forblive,ماندن
990,warten::V,vente,منتظر بودن
991,erwarten::V,vente,انتظار داشتن
992,erwarten::V,afvente,انتظار داشتن
993,suchen::V,søge,جستجو کردن
994,finden::V,finde,یافتن
995,finden::V,finde,پیدا کردن
996,versuchen::V,forsøge,سعی کردن
997,versuchen::V,forsøge,کوشش کردن
998,vorbereiten::V,forberede,آماده کردن
999,lieben::V,elske,عاشق بودن
1000,mögen::V,holde af,میل داشتن
1001,mögen::V,holde af,دوست داشتن
1002,mögen::V,kunne lide,میل داشتن
1003,mögen::V,kunne lide,دوست داشتن
1004,lachen::V,le,خندیدن
1005,rühren::V,røre,به رقت آوردن
1006,weinen::V,græde,گریه کردن
1007,schimpfen::V,skænde,فحاشی کردن
1008,sich ärgern::V,ærgre sig,ناراحت شدن
1009,sich fürchten::V,være bange,واهمه کردن
1010,fürchten::V,være bange for,ترسیدن
1011,fliehen::V,flygte,گریختن
1012,flüchten::V,flygte,فرار کردن
1013,sehen::V,se,دیدن
1014,anschauen::V,se på,نگاه کردن
1015,anschauen::V,betragte,نگاه کردن
1016,ansehen::V,anse,تماشا کردن
1017,hören::V,høre,شنیدن
1018,zuhören::V,høre til,گوش دادن
1019,probieren::V,smage,چشیدن
1020,probieren::V,smage på,چشیدن
1021,riechen::V,lugte,بوییدن
1022,riechen::V,lugte,بو کردن
1023,fühlen::V,føle,احساس کردن
1024,scheinen::V,synes,بنظر آمدن
1025,zu sehen sein::V,synes,دیده شدن
1026,vernehmen::V,erfare,شنیدن
1027,frieren::V,fryse,سرد بودن
1028,tun::V,gøre,کردن
1029,können::V,kunne,توانستن
1030,wollen::V,ville,خواستن
1031,anfangen::V,begynde,شروع کردن
1032,beenden::V,afslutte,تمام کردن
1033,beenden::V,afslutte,پایان دادن
1034,aufhören::V,ophøre,دست کشیدن
1035,aufhören::V,holde op,دست کشیدن
1036,gelingen::V,lykkes,موفق شدن
1037,geraten::V,blive,نتیجه دادن
1038,öffnen::V,åbne,گشودن
1039,öffnen::V,åbne,باز کردن
1040,schließen::V,lukke,بستن
1041,schließen::V,lukke,قفل کردن
1042,stellen::V,stille,گذاردن
1043,setzen::V,sætte,نشاندن
1044,legen::V,lægge,گذاشتن
1045,berühren::V,berøre,دست زدن
1046,berühren::V,berøre,لمس کردن
1047,verbinden::V,forbinde,وصل کردن
1048,bedecken::V,dække,پوشاندن
1049,bedecken::V,bedække,پوشاندن
1050,aufhängen::V,hænge,آویختن
1051,aufhängen::V,hænge op,آویختن
1052,anzünden::V,tænde,سوزاندن
1053,anzünden::V,antænde,سوزاندن
1054,aufheben::V,løfte,برداشتن
1055,aufheben::V,løfte,بلند کردن
1056,aufheben::V,tage op,برداشتن
1057,aufheben::V,tage op,بلند کردن
1058,zurücklassen::V,lade tilbage,گذاشتن
1059,verlieren::V,miste,گم کردن
1060,fallen lassen::V,tabe,انداختن
1061,fallen lassen::V,droppe,انداختن
1062,machen::V,gøre,کردن
1063,machen::V,gøre,ساختن
1064,herstellen::V,fremstille,ساختن
1065,herstellen::V,fremstille,تولید کردن
1066,bauen::V,bygge,ساختن
1067,bauen::V,bygge,بنا کردن
1068,reparieren::V,reparere,درست کردن
1069,reparieren::V,reparere,تعمیر کردن
1070,verbessern::V,rette,بهتر کردن
1071,verbessern::V,forbedre,بهتر کردن
1072,ändern::V,ændre,تغییر دادن
1073,graben::V,grave,کندن
1074,graben::V,grave,گود کردن
1075,beugen::V,bøje,کج کردن
1076,biegen::V,bøje,خم کردن
1077,drehen::V,dreje,چرخاندن
1078,wenden::V,vende,برگرداندن
1079,umdrehen::V,dreje om,برگرداندن
1080,heben::V,hæve,برداشتن
1081,hochheben::V,løfte,برآوردن
1082,hochheben::V,løfte,بلند کردن
1083,ergreifen::V,gribe fat i,گرفتن
1084,halten::V,holde,نگاه داشتن
1085,drücken::V,trykke,فشار دادن
1086,drücken::V,trykke,فشار آوردن
1087,schieben::V,skyde,هل دادن
1088,schieben::V,skubbe,هل دادن
1089,kratzen::V,klø,خاریدن
1090,kratzen::V,kradse,خاریدن
1091,lecken::V,slikke,لیسیدن
1092,beißen::V,bide,گاز زدن
1093,abreißen::V,rive af,پاره کردن
1094,abschneiden::V,skære af,بریدن
1095,abschneiden::V,skære af,قطع کردن
1096,binden::V,binde,بستن
1097,stecken::V,stikke,فرو کردن
1098,brechen::V,brække,شکستن
1099,klopfen::V,banke,کوبیدن
1100,hauen::V,hugge,زدن
1101,kleben::V,klistre,چسباندن
1102,reiben::V,gnide,مالش دادن
1103,streichen::V,smøre,مالیدن
1104,schleifen::V,slibe,تیز کردن
1105,schneiden::V,skære,چیدن
1106,schneiden::V,skære,بریدن
1107,schneiden::V,klippe,چیدن
1108,schneiden::V,klippe,بریدن
1109,rütteln::V,ruske,لرزاندن
1110,rütteln::V,ruske,تکان دادن
1111,schütteln::V,ryste,تکان دادن
1112,schwenken::V,svinge,تاب دادن
1113,schütten::V,hælde,ریختن
1114,füllen::V,fylde,پر کردن
1115,einwickeln::V,pakke ind,پیچیدن
1116,tragen::V,bære,بردن
1117,tragen::V,bære,حمل کردن
1118,schleppen::V,slæbe,کشیدن
1119,ziehen::V,trække,کشیدن
1120,aufbewahren::V,opbevare,نگهداری کردن
1121,werfen::V,kaste,انداختن
1122,werfen::V,kaste,پرتاب کردن
1123,fangen::V,fange,گرفتن
1124,packen::V,gribe,گرفتن
1125,verstecken::V,gemme,قایم کردن
1126,verstecken::V,gemme,پنهان کردن
1127,teilen::V,dele,قسمت کردن
1128,teilen::V,dele,تقسیم کردن
1129,schicken::V,sende,فرستادن
1130,schicken::V,sende,ارسال کردن
1131,bringen::V,bringe,آوردن
1132,hinzufügen::V,tilføje,افزودن
1133,hinzufügen::V,tilføje,اضافه کردن
1134,bekommen::V,få,گرفتن
1135,erhalten::V,få,دریافت کردن
1136,nehmen::V,tage,گرفتن
1137,nehmen::V,tage,برداشتن
1138,wählen::V,vælge,انتخاب کردن
1139,auswählen::V,udvælge,برگزیدن
1140,bewahren::V,bevare,حفظ کردن
1141,bewahren::V,bevare,حفاظت کردن
1142,behindern::V,hindre,مانع بودن
1143,behindern::V,forhindre,مانع بودن
1144,verderben::V,ødelægge,از بین بردن
1145,beschädigen::V,beskadige,صدمه زدن
1146,zerbrechen::V,brække itu,شکستن
1147,zerreißen::V,rive itu,دریدن
1148,zerreißen::V,rive itu,پاره کردن
1149,zerstören::V,ødelægge,خراب کردن
1150,zerstören::V,ødelægge,ویران کردن
1151,verbrennen::V,brænde,سوزاندن
1152,geben::V,give,دادن
1153,reichen::V,række,دادن
1154,schenken::V,forære,هدیه دادن
1155,versprechen::V,love,قول دادن
1156,versprechen::V,love,وعده دادن
1157,wünschen::V,ønske,آرزو کردن
1158,loben::V,rose,ستایش کردن
1159,küssen::V,kysse,بوسیدن
1160,wiegen::V,vugge,نوسان کردن
1161,zudecken::V,dække til,پوشاندن
1162,wecken::V,vække,بیدار کردن
1163,zeigen::V,vise,نشان دادن
1164,führen::V,føre,رهنمائی کردن
1165,lehren::V,lære,آموختن
1166,lehren::V,lære,یاد دادن
1167,unterrichten::V,undervise,درس دادن
1168,unterrichten::V,undervise,تدریس کردن
1169,aufziehen::V,opdrage,تربیت کردن
1170,leiten::V,lede,اداره کردن
1171,antreiben::V,skynde på,عجله دادن
1172,lassen::V,få til at,وادار کردن
1173,einladen::V,indbyde,دعوت کردن
1174,einladen::V,indbyde,مهمان کردن
1175,einladen::V,invitere,دعوت کردن
1176,einladen::V,invitere,مهمان کردن
1177,vereinigen::V,forene,یکی کردن
1178,vereinigen::V,forene,متحد کردن
1179,besuchen::V,besøge,دیدار کردن
1180,treffen::V,møde,ملاقات کردن
1181,sich versammeln::V,forsamles,جمع شدن
1182,spielen::V,lege,بازی کردن
1183,spielen::V,spille,بازی کردن
1184,singen::V,synge,آواز خواندن
1185,tanzen::V,danse,رقصیدن
1186,sich trennen::V,skilles,جدا شدن
1187,verlassen::V,forlade,ترک کردن
1188,retten::V,redde,نجات دادن
1189,bewachen::V,bevogte,حراست کردن
1190,schützen::V,skærme,حفظ کردن
1191,schützen::V,beskytte,حفظ کردن
1192,verteidigen::V,forsvare,دفاع کردن
1193,sich schlagen::V,slås,کتک‌کاری کردن
1194,schießen::V,skyde,تیر زدن
1195,siegen::V,sejre,پیروز شدن
1196,ärgern::V,ærgre,ناراحت کردن
1197,schlagen::V,slå,زدن
1198,schlagen::V,slå,کوبیدن
1199,treten::V,sparke,لگد زدن
1200,stechen::V,stikke,چاقو زدن
1201,stoßen::V,støde,هل دادن
1202,stehlen::V,stjæle,دزدیدن
1203,stören::V,forstyrre,مزاحم شدن
1204,belästigen::V,genere,زحمت دادن
1205,belästigen::V,ulejlige,زحمت دادن
1206,verbergen::V,skjule,پنهان کردن
1207,täuschen::V,villede,گول زدن
1208,täuschen::V,villede,فریب دادن
1209,betrügen::V,bedrage,گول زدن
1210,betrügen::V,bedrage,فریب دادن
1211,töten::V,dræbe,کشتن
1212,wohnen::V,bo,منزل داشتن
1213,wohnen::V,bo,سکونت داشتن
1214,arbeiten::V,arbejde,کار کردن
1215,sammeln::V,samle,جمع کردن
1216,pflücken::V,plukke,چیدن
1217,jagen::V,jage,شکار کردن
1218,fischen::V,fiske,صید کردن
1219,fischen::V,fiske,ماهی‌گیری کردن
1220,fassen::V,fange,گرفتن
1221,hüten::V,vogte,چراندن
1222,hüten::V,vogte,مراقبت کردن
1223,treiben::V,drive,راندن
1224,anbinden::V,binde fast,متصل کردن
1225,füttern::V,fodre,غذا دادن
1226,melken::V,malke,دوشیدن
1227,hacken::V,hakke,خرد کردن
1228,gießen::V,hælde,ریختن
1229,reifen::V,modne,رسیدن
1230,zubereiten::V,tilberede,طبخ کردن
1231,zubereiten::V,tilberede,آماده کردن
1232,kochen::V,koge,پختن
1233,kochen::V,koge,آشپزی کردن
1234,backen::V,bage,پختن
1235,braten::V,stege,سرخ کردن
1236,umrühren::V,røre om,هم زدن
1237,stricken::V,strikke,بافتن
1238,nähen::V,sy,دوختن
1239,färben::V,farve,رنگ زدن
1240,reinigen::V,rense,پاک کردن
1241,reinigen::V,rense,تمیز کردن
1242,reinigen::V,gøre ren,پاک کردن
1243,reinigen::V,gøre ren,تمیز کردن
1244,waschen::V,vaske,شستن
1245,abwischen::V,tørre af,زدودن
1246,spülen::V,skylle,شستن
1247,fegen::V,feje,جارو کردن
1248,kehren::V,feje,جارو کردن
1249,baden::V,bade,شنا کردن
1250,baden::V,bade,حمام کردن
1251,sich waschen::V,vaske sig,شستشو کردن
1252,ausziehen::V,tage af,درآوردن
1253,anziehen::V,tage på,پوشیدن
1254,sich anziehen::V,klæde sig på,لباس پوشیدن
1255,kämmen::V,rede,شانه زدن
1256,kämmen::V,frisere,شانه زدن
1257,schmücken::V,pynte,زینت دادن
1258,schmücken::V,smykke,زینت دادن
1259,sagen::V,sige,گفتن
1260,sprechen::V,snakke,حرف زدن
1261,sprechen::V,snakke,صحبت کردن
1262,reden::V,tale,حرف زدن
1263,reden::V,tale,صحبت کردن
1264,reden::V,snakke,حرف زدن
1265,reden::V,snakke,صحبت کردن
1266,sich unterhalten::V,snakke sammen,گپ زدن
1267,fragen::V,spørge,پرسیدن
1268,fragen::V,spørge,سؤال کردن
1269,bitten::V,bede,خواهش کردن
1270,bitten::V,bede,درخواست کردن
1271,erzählen::V,berette,نقل کردن
1272,erzählen::V,berette,حکایت کردن
1273,erzählen::V,fortælle,نقل کردن
1274,erzählen::V,fortælle,حکایت کردن
1275,mitteilen::V,meddele,خبر دادن
1276,nennen::V,nævne,نامیدن
1277,rufen::V,råbe,صدا کردن
1278,prahlen::V,prale,پز آمدن
1279,übersetzen::V,oversætte,ترجمه کردن
1280,denken::V,tænke,فکر کردن
1281,glauben::V,tro,باور کردن
1282,glauben::V,tro,عقیده داشتن
1283,bemerken::V,bemærke,متوجه شدن
1284,bemerken::V,lægge mærke til,متوجه شدن
1285,erkennen::V,genkende,شناختن
1286,erkennen::V,genkende,تشخیص دادن
1287,begreifen::V,begribe,فهمیدن
1288,begreifen::V,begribe,درک کردن
1289,verstehen::V,forstå,فهمیدن
1290,lernen::V,lære,آموختن
1291,lernen::V,lære,یاد گرفتن
1292,wissen::V,vide,دانستن
1293,sich erinnern an::V,mindes,به یاد آوردن
1294,sich erinnern an::V,huske på,به یاد آوردن
1295,vergessen::V,glemme,فراموش کردن
1296,messen::V,måle,اندازه گرفتن
1297,zählen::V,tælle,شمردن
1298,rechnen::V,regne,حساب کردن
1299,lesen::V,læse,خواندن
1300,malen::V,male,نقاشی کردن
1301,zeichnen::V,tegne,کشیدن
1302,zeichnen::V,tegne,رسم کردن
1303,schreiben::V,skrive,نوشتن
1304,besitzen::V,eje,داشتن
1305,besitzen::V,besidde,داشتن
1306,kaufen::V,købe,خریدن
1307,kaufen::V,købe,خرید کردن
1308,verkaufen::V,sælge,فروختن
1309,bezahlen::V,betale,پرداختن
1310,zahlen::V,betale,پرداخت کردن
1311,beherrschen::V,beherske,مسلط بودن
1312,ertragen::V,tåle,تحمل کردن
1313,ertragen::V,udholde,تحمل کردن
1314,hinfallen::V,,زمین خوردن
