,Concept_ID,ar,se
67,Haar::N,شعر,voepte
68,Haar::N,شعر,vuoppta
69,Haar::N,شعر,vuokta
70,Haar::N,شعر,vuop'tâ
71,Haar::N,شعر,vuõpt
72,Haar::N,شعر,вӯппт
73,Schnurrbart::N,شارب,bijjie-skaavtjoe
74,Schnurrbart::N,شارب,njunjevuolskávttjá
75,Schnurrbart::N,شارب,seamu
76,Schnurrbart::N,شارب,siämu
77,Schnurrbart::N,شارب,ää´bben
78,Schnurrbart::N,شارب,о̄а̄бпан
79,Bart::N,لحية,skaavtja
80,Bart::N,لحية,skaavtjoe
81,Bart::N,لحية,skávttjá
82,Bart::N,لحية,seamu
83,Bart::N,لحية,siämu
84,Bart::N,لحية,seäm
85,Bart::N,لحية,ся̄м
86,Kinn::N,ذقن,gaejpie
87,Kinn::N,ذقن,gájbbe
88,Kinn::N,ذقن,gáibi
89,Kinn::N,ذقن,käibi
90,Kinn::N,ذقن,käi´bb
91,Kinn::N,ذقن,ка̄ййп
92,Kiefer[Anatomie]::N,فك,gaejpie
93,Kiefer[Anatomie]::N,فك,oalol
94,Kiefer[Anatomie]::N,فك,oaloldákte
95,Kiefer[Anatomie]::N,فك,gáibi
96,Kiefer[Anatomie]::N,فك,uá'lultähti
97,Kiefer[Anatomie]::N,فك,vuâl'lõš
98,Kiefer[Anatomie]::N,فك,вуаллнешш
99,Kehle::N,حلق,gealoe
100,Kehle::N,حلق,tjåttå
101,Kehle::N,حلق,njiello
102,Kehle::N,حلق,čotta
103,Kehle::N,حلق,čuudâ
104,Kehle::N,حلق,čoodd
105,Kehle::N,حلق,чонт
106,Kehle::N,حلق,кэ̄ҏс
107,Hals::N,عنق,tjeapohke
108,Hals::N,عنق,tjiebet
109,Hals::N,عنق,čeabet
110,Hals::N,عنق,čiäppát
111,Hals::N,عنق,čeäppat
112,Hals::N,عنق,ча̄пэх
113,Hals::N,رقبة,tjeapohke
114,Hals::N,رقبة,tjiebet
115,Hals::N,رقبة,čeabet
116,Hals::N,رقبة,čiäppát
117,Hals::N,رقبة,čeäppat
118,Hals::N,رقبة,ча̄пэх
119,Genick::N,قفا,tjovrese
120,Genick::N,قفا,nisske
121,Genick::N,قفا,niehkki
122,Genick::N,قفا,niski
123,Genick::N,قفا,niek'ki
124,Genick::N,قفا,nji´šǩǩmaadd
125,Genick::N,قفا,нышшькмоант
126,Kopf::N,رأس,åejjie
127,Kopf::N,رأس,oajvve
128,Kopf::N,رأس,oaivi
129,Kopf::N,رأس,uái'vi
130,Kopf::N,رأس,vuei´vv
131,Kopf::N,رأس,вуэййв
132,Rücken::N,ظهر,rudtje
133,Rücken::N,ظهر,hárddo
134,Rücken::N,ظهر,tjavelk
135,Rücken::N,ظهر,sealgi
136,Rücken::N,ظهر,selgi
137,Rücken::N,ظهر,čielgi
138,Rücken::N,ظهر,seä´lǧǧ
139,Rücken::N,ظهر,се̄лльк
140,Bauch::N,بطن,tjåejjie
141,Bauch::N,بطن,tjoajvve
142,Bauch::N,بطن,čoavji
143,Bauch::N,بطن,čuáv'ji
144,Bauch::N,بطن,čåu´jj
145,Bauch::N,بطن,чо̄ввьй
146,Nabel::N,سرة,naepie
147,Nabel::N,سرة,náhpe
148,Nabel::N,سرة,náhpi
149,Nabel::N,سرة,nääpi
150,Nabel::N,سرة,nää´pp
151,Nabel::N,سرة,на̄бпь
152,Busen::N,ثدي,boenge
153,Busen::N,ثدي,bållå
154,Busen::N,ثدي,čižži
155,Busen::N,ثدي,njamma
156,Busen::N,ثدي,njižže
157,Busen::N,ثدي,nje´ǯǯ
158,Busen::N,ثدي,раннҍт
159,Brust::N,صدر,mïelke
160,Brust::N,صدر,radde
161,Brust::N,صدر,mielgga
162,Brust::N,صدر,raddi
163,Brust::N,صدر,radde
164,Brust::N,صدر,râ´dd
165,Brust::N,صدر,раннҍт
166,Schulter::N,كتف,åelkie
167,Schulter::N,كتف,oalgge
168,Schulter::N,كتف,hárdu
169,Schulter::N,كتف,ärdee
170,Schulter::N,كتف,uál'gi
171,Schulter::N,كتف,a´rddi
172,Schulter::N,كتف,vuä´lǧǧ
173,Schulter::N,كتف,вуэллык
174,Arm::N,ذراع,gïete
175,Arm::N,ذراع,giehta
176,Arm::N,ذراع,giehta
177,Arm::N,ذراع,kietâ
178,Arm::N,ذراع,kie'tâkaaṿâ
179,Arm::N,ذراع,ǩiõtt
180,Arm::N,ذراع,кӣдт
181,Ellenbogen::N,كوع,gernjere
182,Ellenbogen::N,كوع,garŋŋel
183,Ellenbogen::N,كوع,gargŋil
184,Ellenbogen::N,كوع,käŋŋir
185,Ellenbogen::N,كوع,kõõnjâr
186,Ellenbogen::N,كوع,карьнэль
187,Hand::N,يد,gïete
188,Hand::N,يد,giehta
189,Hand::N,يد,giehta
190,Hand::N,يد,kietâ
191,Hand::N,يد,ǩiõtt
192,Hand::N,يد,кӣдт
193,Handfläche::N,كف,gïeten-låapoe
194,Handfläche::N,كف,giehtavuodo
195,Handfläche::N,كف,tjårmmåvuodo
196,Handfläche::N,كف,giehtaloahpu
197,Handfläche::N,كف,kiämád
198,Handfläche::N,كف,kuámmir
199,Handfläche::N,كف,kuä´m'mer
200,Handfläche::N,كف,ǩiõttǩeä´m'men
201,Handfläche::N,كف,ко̄а̄ллдэгк
202,Handfläche::N,كف,кӣдткоалдэгк
203,Finger::N,إصبع,soerme
204,Finger::N,إصبع,tjuvdde
205,Finger::N,إصبع,suorbma
206,Finger::N,إصبع,čuvde
207,Finger::N,إصبع,suor'mâ
208,Finger::N,إصبع,suõrmm
209,Finger::N,إصبع,це̄ххп
210,Fingernagel::N,ظفر,gadtse
211,Fingernagel::N,ظفر,guehpere
212,Fingernagel::N,ظفر,gadtsa
213,Fingernagel::N,ظفر,gazza
214,Fingernagel::N,ظفر,kozzâ
215,Fingernagel::N,ظفر,kõʒʒ
216,Fingernagel::N,ظفر,кэ̄ннц
217,Nagel[Anatomie]::N,ظفر,gadtse
218,Nagel[Anatomie]::N,ظفر,guehpere
219,Nagel[Anatomie]::N,ظفر,gadtsa
220,Nagel[Anatomie]::N,ظفر,gazza
221,Nagel[Anatomie]::N,ظفر,kozzâ
222,Nagel[Anatomie]::N,ظفر,kõʒʒ
223,Nagel[Anatomie]::N,ظفر,кэ̄ннц
224,Zeh::N,إصبع القدم,tjiehtjere
225,Zeh::N,إصبع القدم,juolggetjuvdde
226,Zeh::N,إصبع القدم,juolgesuorbma
227,Zeh::N,إصبع القدم,jyel'gisuor'mâ
228,Zeh::N,إصبع القدم,jue´lǧǧsuõrmm
229,Zeh::N,إصبع القدم,ю̄лльк-це̄һп
230,Fuß::N,قدم,juelkie
231,Fuß::N,قدم,juolgge
232,Fuß::N,قدم,juolgi
233,Fuß::N,قدم,jyel'gi
234,Fuß::N,قدم,jue´lǧǧ
235,Fuß::N,قدم,ла̄бпь
236,Ferse::N,كعب,båetskie
237,Ferse::N,كعب,boasske
238,Ferse::N,كعب,šušmi
239,Ferse::N,كعب,šušme
240,Ferse::N,كعب,jue´lǧǧkädd
241,Ferse::N,كعب,ка̄ннт
242,Knie::N,ركبة,boelve
243,Knie::N,ركبة,buolvva
244,Knie::N,ركبة,čibbi
245,Knie::N,ركبة,veaŋki
246,Knie::N,ركبة,iidâ
247,Knie::N,ركبة,puõlvv
248,Knie::N,ركبة,пуллв
249,Oberschenkel::N,فخذ,ruaksja
250,Oberschenkel::N,فخذ,tjibbe
251,Oberschenkel::N,فخذ,gassaváhkká
252,Oberschenkel::N,فخذ,badjeváhkáa
253,Oberschenkel::N,فخذ,čuár'bpeeḷi
254,Oberschenkel::N,فخذ,če´bb
255,Oberschenkel::N,فخذ,чуаррбе̄лль
256,Bein::N,ساق,juelkie
257,Bein::N,ساق,juolgge
258,Bein::N,ساق,juolgi
259,Bein::N,ساق,jyel'gi
260,Bein::N,ساق,jue´lǧǧ
261,Bein::N,ساق,ю̄лльк
262,Körper::N,جسم,kråahpe
263,Körper::N,جسم,rumáj
264,Körper::N,جسم,rumaš
265,Körper::N,جسم,ruumâš
266,Körper::N,جسم,rå´pp
267,Körper::N,جسم,лышшьк
268,Körper::N,جسم,роаӈӈьк
269,Haut::N,بشرة,njaltja
270,Haut::N,بشرة,lijkke
271,Haut::N,بشرة,tjuobma
272,Haut::N,بشرة,liiki
273,Haut::N,بشرة,liške
274,Haut::N,بشرة,le´šǩǩ
275,Haut::N,بشرة,лышшьк
276,Blut::N,دم,vïrre
277,Blut::N,دم,maelie
278,Blut::N,دم,varra
279,Blut::N,دم,varra
280,Blut::N,دم,vorrâ
281,Blut::N,دم,võrr
282,Blut::N,دم,вэ̄рр
283,Ader::N,عرق,åerie
284,Ader::N,عرق,aajroe
285,Ader::N,عرق,suodna
286,Ader::N,عرق,varrasuotna
287,Ader::N,عرق,suoṇâ
288,Ader::N,عرق,suõnn
289,Ader::N,عرق,сӯнн
290,Sehne::N,طنب,soene
291,Sehne::N,طنب,gåårtenje
292,Sehne::N,طنب,suodna
293,Sehne::N,طنب,suotna
294,Sehne::N,طنب,suoṇâ
295,Sehne::N,طنب,suõnn
296,Sehne::N,طنب,сӯнн
297,Knochen::N,عظم,måara
298,Knochen::N,عظم,måaroe
299,Knochen::N,عظم,dákte
300,Knochen::N,عظم,dákti
301,Knochen::N,عظم,tähti
302,Knochen::N,عظم,tä´htt
303,Knochen::N,عظم,та̄ххт
304,Knochen::N,عظم,та̄ффьт
305,Gehirn::N,دماغ,aajla
306,Gehirn::N,دماغ,vuojŋam
307,Gehirn::N,دماغ,vuoigŋašat
308,Gehirn::N,دماغ,vuoi'ŋâšeh
309,Gehirn::N,دماغ,vuo'ivâšneh
310,Gehirn::N,دماغ,vuõivâšn
311,Gehirn::N,دماغ,вуэййвэшна
312,Herz::N,قلب,vaajmoe
313,Herz::N,قلب,tsåhke
314,Herz::N,قلب,váibmu
315,Herz::N,قلب,váimu
316,Herz::N,قلب,čââ´đ
317,Herz::N,قلب,кӯттҌк
318,Magen::N,معدة,tjåejjie
319,Magen::N,معدة,tjoajvve
320,Magen::N,معدة,čoavji
321,Magen::N,معدة,čuáv'ji
322,Magen::N,معدة,čåu´jj
323,Magen::N,معدة,чо̄ввьй
324,Leber::N,كبد,mueksie
325,Leber::N,كبد,librre
326,Leber::N,كبد,vuoivvas
327,Leber::N,كبد,vuoivâs
328,Leber::N,كبد,vuõivâs
329,Leber::N,كبد,вуйвас
330,Atem::N,نفس,voejngehtasse
331,Atem::N,نفس,båssånis
332,Atem::N,نفس,vuojŋadahka
333,Atem::N,نفس,vuoiŋŋahat
334,Atem::N,نفس,vuo'iŋâstim
335,Atem::N,نفس,jiõg'g
336,Atem::N,نفس,вӯйнас
337,Atem::N,نفس,вӯййнмушш
338,Hunger::N,جوع,nielkie
339,Hunger::N,جوع,nielgge
340,Hunger::N,جوع,nealgi
341,Hunger::N,جوع,nelgi
342,Hunger::N,جوع,neä´lǧǧ
343,Hunger::N,جوع,не̄лльк
344,Träne::N,دمعة,gïknjele
345,Träne::N,دمعة,ganjál
346,Träne::N,دمعة,ganjal
347,Träne::N,دمعة,koonjâl
348,Träne::N,دمعة,kõõnjâl
349,Träne::N,دمعة,кэ̄нял
350,Geschmack::N,طعم,aelmie
351,Geschmack::N,طعم,muosse
352,Geschmack::N,طعم,smáhkka
353,Geschmack::N,طعم,máhku
354,Geschmack::N,طعم,smáhkka
355,Geschmack::N,طعم,mááhu
356,Geschmack::N,طعم,smakkâ
357,Geschmack::N,طعم,njõõd
358,Geschmack::N,طعم,smääkk
359,Geschmack::N,طعم,ня̄лльк
360,Geschmack::N,مذاق,aelmie
361,Geschmack::N,مذاق,muosse
362,Geschmack::N,مذاق,smáhkka
363,Geschmack::N,مذاق,máhku
364,Geschmack::N,مذاق,smáhkka
365,Geschmack::N,مذاق,mááhu
366,Geschmack::N,مذاق,smakkâ
367,Geschmack::N,مذاق,njõõd
368,Geschmack::N,مذاق,smääkk
369,Geschmack::N,مذاق,ня̄лльк
370,Geruch::N,رائحة,haaje
371,Geruch::N,رائحة,habjja
372,Geruch::N,رائحة,hádja
373,Geruch::N,رائحة,opsâ
374,Geruch::N,رائحة,haajâ
375,Geruch::N,رائحة,õpss
376,Geruch::N,رائحة,haajj
377,Geruch::N,رائحة,апс
378,Geruch::N,رائحة,лэ̄гк
379,Schlaf::N,نوم,nahkerh
380,Schlaf::N,نوم,nager
381,Schlaf::N,نوم,oados
382,Schlaf::N,نوم,nagir
383,Schlaf::N,نوم,naṿer
384,Schlaf::N,نوم,nââ´er
385,Schlaf::N,نوم,нагерь
386,Schlaf::N,منام,nahkerh
387,Schlaf::N,منام,nager
388,Schlaf::N,منام,oados
389,Schlaf::N,منام,nagir
390,Schlaf::N,منام,naṿer
391,Schlaf::N,منام,nââ´er
392,Schlaf::N,منام,нагерь
393,Traum::N,حلم,nahkere
394,Traum::N,حلم,niehko
395,Traum::N,حلم,niehku
396,Traum::N,حلم,naṿer
397,Traum::N,حلم,nââ´er
398,Traum::N,حلم,нагерь
399,Himmel::N,سماء,elmie
400,Himmel::N,سماء,almme
401,Himmel::N,سماء,albmi
402,Himmel::N,سماء,alme
403,Himmel::N,سماء,â´lmm
404,Himmel::N,سماء,алльм
405,Sonne::N,شمس,biejjie
406,Sonne::N,شمس,bæjvásj
407,Sonne::N,شمس,beaivváš
408,Sonne::N,شمس,peivi
409,Sonne::N,شمس,piäiváš
410,Sonne::N,شمس,pei´vv
411,Sonne::N,شمس,пе̄ййв
412,Mond::N,قمر,aske
413,Mond::N,قمر,mánno
414,Mond::N,قمر,mánnu
415,Mond::N,قمر,máánu
416,Mond::N,قمر,mään
417,Mond::N,قمر,ма̄нн
418,Stern::N,نجم,daasta
419,Stern::N,نجم,naestie
420,Stern::N,نجم,násste
421,Stern::N,نجم,násti
422,Stern::N,نجم,täsni
423,Stern::N,نجم,tä´snn
424,Stern::N,نجم,та̄ссьт
425,Stern::N,كوكب,daasta
426,Stern::N,كوكب,naestie
427,Stern::N,كوكب,násste
428,Stern::N,كوكب,násti
429,Stern::N,كوكب,täsni
430,Stern::N,كوكب,tä´snn
431,Stern::N,كوكب,та̄ссьт
432,Luft::N,هواء,elmie
433,Luft::N,هواء,ájmmo
434,Luft::N,هواء,áibmu
435,Luft::N,هواء,áimu
436,Luft::N,هواء,šõŋŋ
437,Luft::N,هواء,вӯйнас
438,Wind::N,ريح,bïegke
439,Wind::N,ريح,biegga
440,Wind::N,ريح,biegga
441,Wind::N,ريح,pieg'gâ
442,Wind::N,ريح,piõg'g
443,Wind::N,ريح,пӣӈӈк
444,Welle::N,موجة,baaroe
445,Welle::N,موجة,bárro
446,Welle::N,موجة,bárru
447,Welle::N,موجة,pááṛu
448,Welle::N,موجة,päärr
449,Welle::N,موجة,нэ̄ммп
450,Wasser::N,ماء,tjaetsie
451,Wasser::N,ماء,tjáhtje
452,Wasser::N,ماء,čáhci
453,Wasser::N,ماء,čääci
454,Wasser::N,ماء,čää´cc
455,Wasser::N,ماء,ча̄дзь
456,Stein::N,حجر,gierkie
457,Stein::N,حجر,giergge
458,Stein::N,حجر,geađgi
459,Stein::N,حجر,keđgi
460,Stein::N,حجر,ǩeä´dǧǧ
461,Stein::N,حجر,ке̄ддҌк
462,Boden::N,تراب,betnie
463,Boden::N,تراب,ednam
464,Boden::N,تراب,bodni
465,Boden::N,تراب,vuođđu
466,Boden::N,تراب,ponne
467,Boden::N,تراب,vuáđ̣u
468,Boden::N,تراب,vuâđđ
469,Boden::N,تراب,лаввьн
470,Boden::N,تراب,е̄ммьне
471,Erde::N,أرض,jåarta
472,Erde::N,أرض,mueltie
473,Erde::N,أرض,ednam
474,Erde::N,أرض,mållde
475,Erde::N,أرض,eana
476,Erde::N,أرض,eennâm
477,Erde::N,أرض,mädd
478,Erde::N,أرض,jânnam
479,Erde::N,أرض,е̄ммьне
480,Staub::N,غبار,heblie
481,Staub::N,غبار,tsumhtsie
482,Staub::N,غبار,dubme
483,Staub::N,غبار,dopmu
484,Staub::N,غبار,kovjâ
485,Staub::N,غبار,põõ´l
486,Staub::N,غبار,кэ̄ббьй
487,Rauch::N,دخان,soeve
488,Rauch::N,دخان,suovva
489,Rauch::N,دخان,suovva
490,Rauch::N,دخان,suoṿâ
491,Rauch::N,دخان,suõvv
492,Rauch::N,دخان,сӯвв
493,Funke::N,شرارة,naestie
494,Funke::N,شرارة,tjuonam
495,Funke::N,شرارة,čuotnan
496,Funke::N,شرارة,čuođâlm
497,Funke::N,شرارة,iiskâr
498,Funke::N,شرارة,čuõzzâm
499,Funke::N,شرارة,чӯссэм
500,Feuer::N,نار,dålle
501,Feuer::N,نار,dållå
502,Feuer::N,نار,dolla
503,Feuer::N,نار,tullâ
504,Feuer::N,نار,toll
505,Feuer::N,نار,то̄лл
506,Licht::N,نور,tjoevke
507,Licht::N,نور,tjuovgga
508,Licht::N,نور,čuovga
509,Licht::N,نور,čuovggas
510,Licht::N,نور,čuoṿâ
511,Licht::N,نور,toll
512,Licht::N,نور,čuõvv
513,Licht::N,نور,то̄лл
514,Licht::N,ضوء,tjoevke
515,Licht::N,ضوء,tjuovgga
516,Licht::N,ضوء,čuovga
517,Licht::N,ضوء,čuovggas
518,Licht::N,ضوء,čuoṿâ
519,Licht::N,ضوء,toll
520,Licht::N,ضوء,čuõvv
521,Licht::N,ضوء,то̄лл
522,Schatten::N,ظل,skugkie
523,Schatten::N,ظل,soejvene
524,Schatten::N,ظل,irkes
525,Schatten::N,ظل,sieges
526,Schatten::N,ظل,itku
527,Schatten::N,ظل,suoivâ
528,Schatten::N,ظل,õõtt
529,Schatten::N,ظل,ǩeeu´niǩ
530,Schatten::N,ظل,кывьнэхь
531,Schatten::N,فيء,skugkie
532,Schatten::N,فيء,soejvene
533,Schatten::N,فيء,irkes
534,Schatten::N,فيء,sieges
535,Schatten::N,فيء,itku
536,Schatten::N,فيء,suoivâ
537,Schatten::N,فيء,õõtt
538,Schatten::N,فيء,ǩeeu´niǩ
539,Schatten::N,فيء,кывьнэхь
540,Wetter::N,جو,vïerhtse
541,Wetter::N,جو,dálkke
542,Wetter::N,جو,dálki
543,Wetter::N,جو,šoŋŋâ
544,Wetter::N,جو,šõŋŋ
545,Wetter::N,جو,шэ̄ӈӈ
546,Wetter::N,طقس,vïerhtse
547,Wetter::N,طقس,dálkke
548,Wetter::N,طقس,dálki
549,Wetter::N,طقس,šoŋŋâ
550,Wetter::N,طقس,šõŋŋ
551,Wetter::N,طقس,шэ̄ӈӈ
552,Nebel::N,ضباب,såavla
553,Nebel::N,ضباب,mearhka
554,Nebel::N,ضباب,murkko
555,Nebel::N,ضباب,mierkká
556,Nebel::N,ضباب,mierká
557,Nebel::N,ضباب,miär'kká
558,Nebel::N,ضباب,oṃo
559,Nebel::N,ضباب,sue´lnn
560,Nebel::N,ضباب,цӣгк
561,Nebel::N,ضباب,сулльн
562,Wolke::N,غيمة,balve
563,Wolke::N,غيمة,balvva
564,Wolke::N,غيمة,balva
565,Wolke::N,غيمة,polvâ
566,Wolke::N,غيمة,põlvv
567,Wolke::N,غيمة,пэллв
568,Wolke::N,سحابة,balve
569,Wolke::N,سحابة,balvva
570,Wolke::N,سحابة,balva
571,Wolke::N,سحابة,polvâ
572,Wolke::N,سحابة,põlvv
573,Wolke::N,سحابة,пэллв
574,Regen::N,مطر,ebrie
575,Regen::N,مطر,harvve
576,Regen::N,مطر,arvi
577,Regen::N,مطر,arve
578,Regen::N,مطر,â´brr
579,Regen::N,مطر,аббьр
580,Schnee::N,ثلج,lopme
581,Schnee::N,ثلج,moehtege
582,Schnee::N,ثلج,muohta
583,Schnee::N,ثلج,muohta
584,Schnee::N,ثلج,muotâ
585,Schnee::N,ثلج,muõtt
586,Schnee::N,ثلج,вэ̄дз
587,Schnee::N,ثلج,куэллт
588,Eis::N,جليد,jïenge
589,Eis::N,جليد,jiegŋa
590,Eis::N,جليد,jiekŋa
591,Eis::N,جليد,jieŋ̣â
592,Eis::N,جليد,jiõŋŋ
593,Eis::N,جليد,ӣӈӈ
594,Frost::N,صقيع,baajkoe
595,Frost::N,صقيع,tjoasskem
596,Frost::N,صقيع,buolaš
597,Frost::N,صقيع,puolâš
598,Frost::N,صقيع,puõlâš
599,Frost::N,صقيع,мӯнь
600,Kälte::N,برد,jueskie
601,Kälte::N,برد,tjåetskeme
602,Kälte::N,برد,tjoasskem
603,Kälte::N,برد,čoaskin
604,Kälte::N,برد,ko'lmâsvuotâ
605,Kälte::N,برد,ijss
606,Kälte::N,برد,čuä´cǩǩem
607,Kälte::N,برد,tuârggnjõs
608,Kälte::N,برد,кэ̄лмас
609,Hitze::N,حر,baahke
610,Hitze::N,حر,báhkka
611,Hitze::N,حر,báhkka
612,Hitze::N,حر,pakkâ
613,Hitze::N,حر,kuṃe
614,Hitze::N,حر,paašt
615,Hitze::N,حر,жоарр
616,Hitze::N,حرارة,baahke
617,Hitze::N,حرارة,báhkka
618,Hitze::N,حرارة,báhkka
619,Hitze::N,حرارة,pakkâ
620,Hitze::N,حرارة,kuṃe
621,Hitze::N,حرارة,paašt
622,Hitze::N,حرارة,жоарр
623,Raureif::N,صقيع,jyjse
624,Raureif::N,صقيع,ridne
625,Raureif::N,صقيع,goarre
626,Raureif::N,صقيع,ritni
627,Raureif::N,صقيع,suhči
628,Raureif::N,صقيع,riṇe
629,Raureif::N,صقيع,ай
630,Regenbogen::N,قوس قزح,aatjan goengere
631,Regenbogen::N,قوس قزح,aatjan joekse
632,Regenbogen::N,قوس قزح,ádjájuoksa
633,Regenbogen::N,قوس قزح,arvedávgi
634,Regenbogen::N,قوس قزح,bajándávgi
635,Regenbogen::N,قوس قزح,äijihtävgi
636,Regenbogen::N,قوس قزح,teârmmazjohss
637,Regenbogen::N,قوس قزح,тӣрмесью̄ккс
638,Donner::N,رعد,raejrie
639,Donner::N,رعد,átjek
640,Donner::N,رعد,átjárájdde
641,Donner::N,رعد,áddjá
642,Donner::N,رعد,baján
643,Donner::N,رعد,juuṛâ
644,Donner::N,رعد,tie´rmes
645,Donner::N,رعد,тӣрмесь
646,Donner::N,رعد,ча̄ркнэгк
647,Strömung::N,تيار,njuvvie
648,Strömung::N,تيار,ájggedáhpe
649,Strömung::N,تيار,rávdnji
650,Strömung::N,تيار,virde
651,Strömung::N,تيار,ve´rdd
652,Strömung::N,تيار,выррьт
653,Tropfen::N,قطرة,gåajhkohts
654,Tropfen::N,قطرة,gåjkudis
655,Tropfen::N,قطرة,goaikkanas
656,Tropfen::N,قطرة,čalme
657,Tropfen::N,قطرة,čâ´lmm
658,Tropfen::N,قطرة,ча̄лльм
659,Schaum::N,زبد,sapte
660,Schaum::N,زبد,såpptå
661,Schaum::N,زبد,sokta
662,Schaum::N,زبد,suptâ
663,Schaum::N,زبد,soptt
664,Schaum::N,زبد,со̄ппт
665,Schaum::N,رغوة,sapte
666,Schaum::N,رغوة,såpptå
667,Schaum::N,رغوة,sokta
668,Schaum::N,رغوة,suptâ
669,Schaum::N,رغوة,soptt
670,Schaum::N,رغوة,со̄ппт
671,Schmutz::N,وسخ,haaskoe
672,Schmutz::N,وسخ,duolvva
673,Schmutz::N,وسخ,duolva
674,Schmutz::N,وسخ,durdi
675,Schmutz::N,وسخ,stänži
676,Schmutz::N,وسخ,sähss
677,Schmutz::N,وسخ,са̄ккьс
678,Schmutz::N,وسخ,не̄шшь
679,See::N,بحيرة,jaevrie
680,See::N,بحيرة,jávrre
681,See::N,بحيرة,jávri
682,See::N,بحيرة,jävri
683,See::N,بحيرة,jâu´rr
684,See::N,بحيرة,я̄ввьр
685,Sumpf::N,مستنقع,pluevie
686,Sumpf::N,مستنقع,áhpe
687,Sumpf::N,مستنقع,sæmssa
688,Sumpf::N,مستنقع,jeaggi
689,Sumpf::N,مستنقع,jeggi
690,Sumpf::N,مستنقع,jeä´ǧ'ǧ
691,Sumpf::N,مستنقع,ла̄ммьп
692,Moor::N,مستنقع,pluevie
693,Moor::N,مستنقع,jiegge
694,Moor::N,مستنقع,suotnju
695,Moor::N,مستنقع,karrii
696,Moor::N,مستنقع,kä´rev
697,Moor::N,مستنقع,veättaǩ
698,Moor::N,مستنقع,ла̄ммьп
699,Wiese::N,مرج,ïentje
700,Wiese::N,مرج,giedde
701,Wiese::N,مرج,gieddi
702,Wiese::N,مرج,nijtto
703,Wiese::N,مرج,пуэшенҍ
704,Wald::N,غابة,skåake
705,Wald::N,غابة,skåajje
706,Wald::N,غابة,miehtsie
707,Wald::N,غابة,vuovdde
708,Wald::N,غابة,miehttse
709,Wald::N,غابة,vuovdi
710,Wald::N,غابة,meahcci
711,Wald::N,غابة,mecci
712,Wald::N,غابة,vyemi
713,Wald::N,غابة,vue´mm
714,Wald::N,غابة,meä´c'c
715,Wald::N,غابة,ля̄ммт
716,Hügel::N,تل,deava
717,Hügel::N,تل,dievvá
718,Hügel::N,تل,dievvá
719,Hügel::N,تل,čummâ
720,Hügel::N,تل,pä´rcc
721,Hügel::N,تل,teä´rmm
722,Hügel::N,تل,ка̄ннҌт
723,Anhöhe::N,تل,deava
724,Anhöhe::N,تل,jalladahke
725,Anhöhe::N,تل,dievásj
726,Anhöhe::N,تل,aláš
727,Anhöhe::N,تل,luohkká
728,Anhöhe::N,تل,tiävá
729,Anhöhe::N,تل,poorááš
730,Anhöhe::N,تل,ču´lpp
