,Concept_ID,se,en
198,Handfläche::N,tjårmmåvuodo,palm
199,Handfläche::N,giehtaloahpu,palm
200,Handfläche::N,kiämád,palm
201,Handfläche::N,kuámmir,palm
202,Handfläche::N,kuä´m'mer,palm
203,Handfläche::N,ǩiõttǩeä´m'men,palm
204,Handfläche::N,ко̄а̄ллдэгк,palm
205,Handfläche::N,кӣдткоалдэгк,palm
206,Finger::N,soerme,finger
207,Finger::N,tjuvdde,finger
208,Finger::N,suorbma,finger
209,Finger::N,čuvde,finger
210,Finger::N,suor'mâ,finger
211,Finger::N,suõrmm,finger
212,Finger::N,це̄ххп,finger
213,Fingernagel::N,gadtse,fingernail
214,Fingernagel::N,guehpere,fingernail
215,Fingernagel::N,gadtsa,fingernail
216,Fingernagel::N,gazza,fingernail
217,Fingernagel::N,kozzâ,fingernail
218,Fingernagel::N,kõʒʒ,fingernail
219,Fingernagel::N,кэ̄ннц,fingernail
220,Nagel[Anatomie]::N,gadtse,nail
221,Nagel[Anatomie]::N,guehpere,nail
222,Nagel[Anatomie]::N,gadtsa,nail
223,Nagel[Anatomie]::N,gazza,nail
224,Nagel[Anatomie]::N,kozzâ,nail
225,Nagel[Anatomie]::N,kõʒʒ,nail
226,Nagel[Anatomie]::N,кэ̄ннц,nail
227,Zeh::N,tjiehtjere,toe
228,Zeh::N,juolggetjuvdde,toe
229,Zeh::N,juolgesuorbma,toe
230,Zeh::N,jyel'gisuor'mâ,toe
231,Zeh::N,jue´lǧǧsuõrmm,toe
232,Zeh::N,ю̄лльк-це̄һп,toe
233,Fuß::N,juelkie,foot
234,Fuß::N,juolgge,foot
235,Fuß::N,juolgi,foot
236,Fuß::N,jyel'gi,foot
237,Fuß::N,jue´lǧǧ,foot
238,Fuß::N,ла̄бпь,foot
239,Ferse::N,båetskie,heel
240,Ferse::N,boasske,heel
241,Ferse::N,šušmi,heel
242,Ferse::N,šušme,heel
243,Ferse::N,jue´lǧǧkädd,heel
244,Ferse::N,ка̄ннт,heel
245,Knie::N,boelve,knee
246,Knie::N,buolvva,knee
247,Knie::N,čibbi,knee
248,Knie::N,veaŋki,knee
249,Knie::N,iidâ,knee
250,Knie::N,puõlvv,knee
251,Knie::N,пуллв,knee
252,Oberschenkel::N,ruaksja,thigh
253,Oberschenkel::N,tjibbe,thigh
254,Oberschenkel::N,gassaváhkká,thigh
255,Oberschenkel::N,badjeváhkáa,thigh
256,Oberschenkel::N,čuár'bpeeḷi,thigh
257,Oberschenkel::N,če´bb,thigh
258,Oberschenkel::N,чуаррбе̄лль,thigh
259,Bein::N,juelkie,leg
260,Bein::N,juolgge,leg
261,Bein::N,juolgi,leg
262,Bein::N,jyel'gi,leg
263,Bein::N,jue´lǧǧ,leg
264,Bein::N,ю̄лльк,leg
265,Körper::N,kråahpe,body
266,Körper::N,rumáj,body
267,Körper::N,rumaš,body
268,Körper::N,ruumâš,body
269,Körper::N,rå´pp,body
270,Körper::N,лышшьк,body
271,Körper::N,роаӈӈьк,body
272,Haut::N,njaltja,skin
273,Haut::N,lijkke,skin
274,Haut::N,tjuobma,skin
275,Haut::N,liiki,skin
276,Haut::N,liške,skin
277,Haut::N,le´šǩǩ,skin
278,Haut::N,лышшьк,skin
279,Blut::N,vïrre,blood
280,Blut::N,maelie,blood
281,Blut::N,varra,blood
282,Blut::N,varra,blood
283,Blut::N,vorrâ,blood
284,Blut::N,võrr,blood
285,Blut::N,вэ̄рр,blood
286,Ader::N,åerie,vein
287,Ader::N,aajroe,vein
288,Ader::N,suodna,vein
289,Ader::N,varrasuotna,vein
290,Ader::N,suoṇâ,vein
291,Ader::N,suõnn,vein
292,Ader::N,сӯнн,vein
293,Sehne::N,soene,sinew
294,Sehne::N,gåårtenje,sinew
295,Sehne::N,suodna,sinew
296,Sehne::N,suotna,sinew
297,Sehne::N,suoṇâ,sinew
298,Sehne::N,suõnn,sinew
299,Sehne::N,сӯнн,sinew
300,Knochen::N,måara,bone
301,Knochen::N,måaroe,bone
302,Knochen::N,dákte,bone
303,Knochen::N,dákti,bone
304,Knochen::N,tähti,bone
305,Knochen::N,tä´htt,bone
306,Knochen::N,та̄ххт,bone
307,Knochen::N,та̄ффьт,bone
308,Gehirn::N,aajla,brain
309,Gehirn::N,vuojŋam,brain
310,Gehirn::N,vuoigŋašat,brain
311,Gehirn::N,vuoi'ŋâšeh,brain
312,Gehirn::N,vuo'ivâšneh,brain
313,Gehirn::N,vuõivâšn,brain
314,Gehirn::N,вуэййвэшна,brain
315,Herz::N,vaajmoe,heart
316,Herz::N,tsåhke,heart
317,Herz::N,váibmu,heart
318,Herz::N,váimu,heart
319,Herz::N,čââ´đ,heart
320,Herz::N,кӯттҌк,heart
321,Magen::N,tjåejjie,stomach
322,Magen::N,tjoajvve,stomach
323,Magen::N,čoavji,stomach
324,Magen::N,čuáv'ji,stomach
325,Magen::N,čåu´jj,stomach
326,Magen::N,чо̄ввьй,stomach
327,Leber::N,mueksie,liver
328,Leber::N,librre,liver
329,Leber::N,vuoivvas,liver
330,Leber::N,vuoivâs,liver
331,Leber::N,vuõivâs,liver
332,Leber::N,вуйвас,liver
333,Atem::N,voejngehtasse,breath
334,Atem::N,båssånis,breath
335,Atem::N,vuojŋadahka,breath
336,Atem::N,vuoiŋŋahat,breath
337,Atem::N,vuo'iŋâstim,breath
338,Atem::N,jiõg'g,breath
339,Atem::N,вӯйнас,breath
340,Atem::N,вӯййнмушш,breath
341,Hunger::N,nielkie,hunger
342,Hunger::N,nielgge,hunger
343,Hunger::N,nealgi,hunger
344,Hunger::N,nelgi,hunger
345,Hunger::N,neä´lǧǧ,hunger
346,Hunger::N,не̄лльк,hunger
347,Träne::N,gïknjele,tear
348,Träne::N,ganjál,tear
349,Träne::N,ganjal,tear
350,Träne::N,koonjâl,tear
351,Träne::N,kõõnjâl,tear
352,Träne::N,кэ̄нял,tear
353,Geschmack::N,aelmie,flavour
354,Geschmack::N,aelmie,flavor
355,Geschmack::N,muosse,flavour
356,Geschmack::N,muosse,flavor
357,Geschmack::N,smáhkka,flavour
358,Geschmack::N,smáhkka,flavor
359,Geschmack::N,máhku,flavour
360,Geschmack::N,máhku,flavor
361,Geschmack::N,smáhkka,flavour
362,Geschmack::N,smáhkka,flavor
363,Geschmack::N,mááhu,flavour
364,Geschmack::N,mááhu,flavor
365,Geschmack::N,smakkâ,flavour
366,Geschmack::N,smakkâ,flavor
367,Geschmack::N,njõõd,flavour
368,Geschmack::N,njõõd,flavor
369,Geschmack::N,smääkk,flavour
370,Geschmack::N,smääkk,flavor
371,Geschmack::N,ня̄лльк,flavour
372,Geschmack::N,ня̄лльк,flavor
373,Geruch::N,haaje,odour
374,Geruch::N,haaje,odor
375,Geruch::N,habjja,odour
376,Geruch::N,habjja,odor
377,Geruch::N,hádja,odour
378,Geruch::N,hádja,odor
379,Geruch::N,opsâ,odour
380,Geruch::N,opsâ,odor
381,Geruch::N,haajâ,odour
382,Geruch::N,haajâ,odor
383,Geruch::N,õpss,odour
384,Geruch::N,õpss,odor
385,Geruch::N,haajj,odour
386,Geruch::N,haajj,odor
387,Geruch::N,апс,odour
388,Geruch::N,апс,odor
389,Geruch::N,лэ̄гк,odour
390,Geruch::N,лэ̄гк,odor
391,Schlaf::N,nahkerh,sleep
392,Schlaf::N,nager,sleep
393,Schlaf::N,oados,sleep
394,Schlaf::N,nagir,sleep
395,Schlaf::N,naṿer,sleep
396,Schlaf::N,nââ´er,sleep
397,Schlaf::N,нагерь,sleep
398,Traum::N,nahkere,dream
399,Traum::N,niehko,dream
400,Traum::N,niehku,dream
401,Traum::N,naṿer,dream
402,Traum::N,nââ´er,dream
403,Traum::N,нагерь,dream
404,Himmel::N,elmie,sky
405,Himmel::N,almme,sky
406,Himmel::N,albmi,sky
407,Himmel::N,alme,sky
408,Himmel::N,â´lmm,sky
409,Himmel::N,алльм,sky
410,Sonne::N,biejjie,sun
411,Sonne::N,bæjvásj,sun
412,Sonne::N,beaivváš,sun
413,Sonne::N,peivi,sun
414,Sonne::N,piäiváš,sun
415,Sonne::N,pei´vv,sun
416,Sonne::N,пе̄ййв,sun
417,Mond::N,aske,moon
418,Mond::N,mánno,moon
419,Mond::N,mánnu,moon
420,Mond::N,máánu,moon
421,Mond::N,mään,moon
422,Mond::N,ма̄нн,moon
423,Stern::N,daasta,star
424,Stern::N,naestie,star
425,Stern::N,násste,star
426,Stern::N,násti,star
427,Stern::N,täsni,star
428,Stern::N,tä´snn,star
429,Stern::N,та̄ссьт,star
430,Luft::N,elmie,air
431,Luft::N,ájmmo,air
432,Luft::N,áibmu,air
433,Luft::N,áimu,air
434,Luft::N,šõŋŋ,air
435,Luft::N,вӯйнас,air
436,Wind::N,bïegke,wind
437,Wind::N,biegga,wind
438,Wind::N,biegga,wind
439,Wind::N,pieg'gâ,wind
440,Wind::N,piõg'g,wind
441,Wind::N,пӣӈӈк,wind
442,Welle::N,baaroe,wave
443,Welle::N,bárro,wave
444,Welle::N,bárru,wave
445,Welle::N,pááṛu,wave
446,Welle::N,päärr,wave
447,Welle::N,нэ̄ммп,wave
448,Wasser::N,tjaetsie,water
449,Wasser::N,tjáhtje,water
450,Wasser::N,čáhci,water
451,Wasser::N,čääci,water
452,Wasser::N,čää´cc,water
453,Wasser::N,ча̄дзь,water
454,Stein::N,gierkie,stone
455,Stein::N,giergge,stone
456,Stein::N,geađgi,stone
457,Stein::N,keđgi,stone
458,Stein::N,ǩeä´dǧǧ,stone
459,Stein::N,ке̄ддҌк,stone
460,Boden::N,betnie,soil
461,Boden::N,betnie,ground
462,Boden::N,ednam,soil
463,Boden::N,ednam,ground
464,Boden::N,bodni,soil
465,Boden::N,bodni,ground
466,Boden::N,vuođđu,soil
467,Boden::N,vuođđu,ground
468,Boden::N,ponne,soil
469,Boden::N,ponne,ground
470,Boden::N,vuáđ̣u,soil
471,Boden::N,vuáđ̣u,ground
472,Boden::N,vuâđđ,soil
473,Boden::N,vuâđđ,ground
474,Boden::N,лаввьн,soil
475,Boden::N,лаввьн,ground
476,Boden::N,е̄ммьне,soil
477,Boden::N,е̄ммьне,ground
478,Erde::N,jåarta,earth
479,Erde::N,mueltie,earth
480,Erde::N,ednam,earth
481,Erde::N,mållde,earth
482,Erde::N,eana,earth
483,Erde::N,eennâm,earth
484,Erde::N,mädd,earth
485,Erde::N,jânnam,earth
486,Erde::N,е̄ммьне,earth
487,Staub::N,heblie,dust
488,Staub::N,tsumhtsie,dust
489,Staub::N,dubme,dust
490,Staub::N,dopmu,dust
491,Staub::N,kovjâ,dust
492,Staub::N,põõ´l,dust
493,Staub::N,кэ̄ббьй,dust
494,Rauch::N,soeve,smoke
495,Rauch::N,suovva,smoke
496,Rauch::N,suovva,smoke
497,Rauch::N,suoṿâ,smoke
498,Rauch::N,suõvv,smoke
499,Rauch::N,сӯвв,smoke
500,Funke::N,naestie,spark
501,Funke::N,tjuonam,spark
502,Funke::N,čuotnan,spark
503,Funke::N,čuođâlm,spark
504,Funke::N,iiskâr,spark
505,Funke::N,čuõzzâm,spark
506,Funke::N,чӯссэм,spark
507,Feuer::N,dålle,fire
508,Feuer::N,dållå,fire
509,Feuer::N,dolla,fire
510,Feuer::N,tullâ,fire
511,Feuer::N,toll,fire
512,Feuer::N,то̄лл,fire
513,Licht::N,tjoevke,light
514,Licht::N,tjuovgga,light
515,Licht::N,čuovga,light
516,Licht::N,čuovggas,light
517,Licht::N,čuoṿâ,light
518,Licht::N,toll,light
519,Licht::N,čuõvv,light
520,Licht::N,то̄лл,light
521,Schatten::N,skugkie,shadow
522,Schatten::N,soejvene,shadow
523,Schatten::N,irkes,shadow
524,Schatten::N,sieges,shadow
525,Schatten::N,itku,shadow
526,Schatten::N,suoivâ,shadow
527,Schatten::N,õõtt,shadow
528,Schatten::N,ǩeeu´niǩ,shadow
529,Schatten::N,кывьнэхь,shadow
530,Wetter::N,vïerhtse,weather
531,Wetter::N,dálkke,weather
532,Wetter::N,dálki,weather
533,Wetter::N,šoŋŋâ,weather
534,Wetter::N,šõŋŋ,weather
535,Wetter::N,шэ̄ӈӈ,weather
536,Nebel::N,såavla,fog
537,Nebel::N,mearhka,fog
538,Nebel::N,murkko,fog
539,Nebel::N,mierkká,fog
540,Nebel::N,mierká,fog
541,Nebel::N,miär'kká,fog
542,Nebel::N,oṃo,fog
543,Nebel::N,sue´lnn,fog
544,Nebel::N,цӣгк,fog
545,Nebel::N,сулльн,fog
546,Wolke::N,balve,cloud
547,Wolke::N,balvva,cloud
548,Wolke::N,balva,cloud
549,Wolke::N,polvâ,cloud
550,Wolke::N,põlvv,cloud
551,Wolke::N,пэллв,cloud
552,Regen::N,ebrie,rain
553,Regen::N,harvve,rain
554,Regen::N,arvi,rain
555,Regen::N,arve,rain
556,Regen::N,â´brr,rain
557,Regen::N,аббьр,rain
558,Schnee::N,lopme,snow
559,Schnee::N,moehtege,snow
560,Schnee::N,muohta,snow
561,Schnee::N,muohta,snow
562,Schnee::N,muotâ,snow
563,Schnee::N,muõtt,snow
564,Schnee::N,вэ̄дз,snow
565,Schnee::N,куэллт,snow
566,Eis::N,jïenge,ice
567,Eis::N,jiegŋa,ice
568,Eis::N,jiekŋa,ice
569,Eis::N,jieŋ̣â,ice
570,Eis::N,jiõŋŋ,ice
571,Eis::N,ӣӈӈ,ice
572,Frost::N,baajkoe,frost
573,Frost::N,tjoasskem,frost
574,Frost::N,buolaš,frost
575,Frost::N,puolâš,frost
576,Frost::N,puõlâš,frost
577,Frost::N,мӯнь,frost
578,Kälte::N,jueskie,chill
579,Kälte::N,tjåetskeme,chill
580,Kälte::N,tjoasskem,chill
581,Kälte::N,čoaskin,chill
582,Kälte::N,ko'lmâsvuotâ,chill
583,Kälte::N,ijss,chill
584,Kälte::N,čuä´cǩǩem,chill
585,Kälte::N,tuârggnjõs,chill
586,Kälte::N,кэ̄лмас,chill
587,Hitze::N,baahke,heat
588,Hitze::N,báhkka,heat
589,Hitze::N,báhkka,heat
590,Hitze::N,pakkâ,heat
591,Hitze::N,kuṃe,heat
592,Hitze::N,paašt,heat
593,Hitze::N,жоарр,heat
594,Raureif::N,jyjse,hoarfrost
595,Raureif::N,ridne,hoarfrost
596,Raureif::N,goarre,hoarfrost
597,Raureif::N,ritni,hoarfrost
598,Raureif::N,suhči,hoarfrost
599,Raureif::N,riṇe,hoarfrost
600,Raureif::N,ай,hoarfrost
601,Regenbogen::N,aatjan goengere,rainbow
602,Regenbogen::N,aatjan joekse,rainbow
603,Regenbogen::N,ádjájuoksa,rainbow
604,Regenbogen::N,arvedávgi,rainbow
605,Regenbogen::N,bajándávgi,rainbow
606,Regenbogen::N,äijihtävgi,rainbow
607,Regenbogen::N,teârmmazjohss,rainbow
608,Regenbogen::N,тӣрмесью̄ккс,rainbow
609,Donner::N,raejrie,thunder
610,Donner::N,átjek,thunder
611,Donner::N,átjárájdde,thunder
612,Donner::N,áddjá,thunder
613,Donner::N,baján,thunder
614,Donner::N,juuṛâ,thunder
615,Donner::N,tie´rmes,thunder
616,Donner::N,тӣрмесь,thunder
617,Donner::N,ча̄ркнэгк,thunder
618,Strömung::N,njuvvie,current
619,Strömung::N,ájggedáhpe,current
620,Strömung::N,rávdnji,current
621,Strömung::N,virde,current
622,Strömung::N,ve´rdd,current
623,Strömung::N,выррьт,current
624,Tropfen::N,gåajhkohts,drop
625,Tropfen::N,gåjkudis,drop
626,Tropfen::N,goaikkanas,drop
627,Tropfen::N,čalme,drop
628,Tropfen::N,čâ´lmm,drop
629,Tropfen::N,ча̄лльм,drop
630,Schaum::N,sapte,foam
631,Schaum::N,såpptå,foam
632,Schaum::N,sokta,foam
633,Schaum::N,suptâ,foam
634,Schaum::N,soptt,foam
635,Schaum::N,со̄ппт,foam
636,Schmutz::N,haaskoe,dirt
637,Schmutz::N,duolvva,dirt
638,Schmutz::N,duolva,dirt
639,Schmutz::N,durdi,dirt
640,Schmutz::N,stänži,dirt
641,Schmutz::N,sähss,dirt
642,Schmutz::N,са̄ккьс,dirt
643,Schmutz::N,не̄шшь,dirt
644,See::N,jaevrie,lake
645,See::N,jávrre,lake
646,See::N,jávri,lake
647,See::N,jävri,lake
648,See::N,jâu´rr,lake
649,See::N,я̄ввьр,lake
650,Sumpf::N,pluevie,swamp
651,Sumpf::N,áhpe,swamp
652,Sumpf::N,sæmssa,swamp
653,Sumpf::N,jeaggi,swamp
654,Sumpf::N,jeggi,swamp
655,Sumpf::N,jeä´ǧ'ǧ,swamp
656,Sumpf::N,ла̄ммьп,swamp
657,Moor::N,pluevie,moor
658,Moor::N,jiegge,moor
659,Moor::N,suotnju,moor
660,Moor::N,karrii,moor
661,Moor::N,kä´rev,moor
662,Moor::N,veättaǩ,moor
663,Moor::N,ла̄ммьп,moor
664,Wiese::N,ïentje,meadow
665,Wiese::N,giedde,meadow
666,Wiese::N,gieddi,meadow
667,Wiese::N,nijtto,meadow
668,Wiese::N,пуэшенҍ,meadow
669,Wald::N,skåake,forest
670,Wald::N,skåajje,forest
671,Wald::N,miehtsie,forest
672,Wald::N,vuovdde,forest
673,Wald::N,miehttse,forest
674,Wald::N,vuovdi,forest
675,Wald::N,meahcci,forest
676,Wald::N,mecci,forest
677,Wald::N,vyemi,forest
678,Wald::N,vue´mm,forest
679,Wald::N,meä´c'c,forest
680,Wald::N,ля̄ммт,forest
681,Hügel::N,deava,hill
682,Hügel::N,dievvá,hill
683,Hügel::N,dievvá,hill
684,Hügel::N,čummâ,hill
685,Hügel::N,pä´rcc,hill
686,Hügel::N,teä´rmm,hill
687,Hügel::N,ка̄ннҌт,hill
688,Anhöhe::N,deava,elevation
689,Anhöhe::N,jalladahke,elevation
690,Anhöhe::N,dievásj,elevation
691,Anhöhe::N,aláš,elevation
692,Anhöhe::N,luohkká,elevation
693,Anhöhe::N,tiävá,elevation
694,Anhöhe::N,poorááš,elevation
695,Anhöhe::N,ču´lpp,elevation
696,Anhöhe::N,škâu´ŋŋ,elevation
697,Anhöhe::N,ка̄ннҌт,elevation
698,Berg::N,bïerje,mountain
699,Berg::N,várre,mountain
700,Berg::N,várri,mountain
701,Berg::N,vääṛi,mountain
702,Berg::N,vää´rr,mountain
703,Berg::N,те̄ррьм,mountain
704,Gipfel::N,dalvese,summit
705,Gipfel::N,tjåhkkå,summit
706,Gipfel::N,čohkka,summit
707,Gipfel::N,čokke,summit
708,Gipfel::N,čå´ǩǩ,summit
709,Gipfel::N,ла̄ддҍв,summit
710,Höhle::N,beajoe,cave
711,Höhle::N,rájgge,cave
712,Höhle::N,sluoggo,cave
713,Höhle::N,biedju,cave
714,Höhle::N,kuovđâšm,cave
715,Höhle::N,skuõrr,cave
716,Höhle::N,вуэӈӈк,cave
717,Abhang::N,boelte,slope
718,Abhang::N,brijrie,slope
719,Abhang::N,bállte,slope
720,Abhang::N,vielti,slope
721,Abhang::N,luohkká,slope
722,Abhang::N,viel'tti,slope
723,Abhang::N,vie´ltt,slope
724,Abhang::N,луэххк,slope
725,Quelle::N,aajege,source
726,Quelle::N,gaaltije,source
727,Quelle::N,ája,source
728,Quelle::N,ája,source
729,Quelle::N,gáldu,source
730,Quelle::N,aajâ,source
731,Quelle::N,käldee,source
732,Quelle::N,lädd,source
733,Quelle::N,käivv,source
734,Quelle::N,ка̄ййв,source
735,Bach::N,johketje,brook
736,Bach::N,jåhkå,brook
737,Bach::N,jågåsj,brook
738,Bach::N,jogaš,brook
739,Bach::N,aajâ,brook
740,Bach::N,vuäjj,brook
741,Bach::N,вуэйй,brook
742,Fluss::N,johke,river
743,Fluss::N,ædno,river
744,Fluss::N,jåhkå,river
745,Fluss::N,johka,river
746,Fluss::N,juuhâ,river
747,Fluss::N,jokk,river
748,Fluss::N,jeänn,river
749,Fluss::N,ё̄гк,river
750,Ufer::N,beala,shore
751,Ufer::N,gádde,shore
752,Ufer::N,gáddi,shore
753,Ufer::N,riddo,shore
754,Ufer::N,redd,shore
755,Ufer::N,рыннт,shore
756,Küste::N,mïere,coast
757,Küste::N,gaedtie,coast
758,Küste::N,merragádde,coast
759,Küste::N,merraguovllo,coast
760,Küste::N,gáddi,coast
761,Küste::N,riddo,coast
762,Küste::N,miârr'redd,coast
763,Küste::N,рыннт,coast
764,Festland::N,gaedtie,land
765,Festland::N,gádde,land
766,Festland::N,nannán,land
767,Festland::N,kušknjâs,land
768,Festland::N,eennâm,land
769,Festland::N,jânnam,land
770,Festland::N,ма̄ннтэр,land
771,Meer::N,mearoe,sea
772,Meer::N,merra,sea
773,Meer::N,nuorre,sea
774,Meer::N,áhpi,sea
775,Meer::N,mearra,sea
