,Concept_ID,ro,ru
330,Kreuz::N,cruce,крест
331,Linie::N,linie,линия
332,Strich::N,linie,черта
333,Strich::N,trăsătură,черта
334,Abstand::N,distanță,промежуток
335,Abstand::N,depărtare,промежуток
336,Entfernung::N,distanță,расстояние
337,Entfernung::N,depărtare,расстояние
338,Gegend::N,regiune,местность
339,Platz::N,loc,пространство
340,Ort::N,loc,место
341,Seite::N,latură,сторона
342,Mitte::N,centru,середина
343,Gegenstand::N,obiect,предмет
344,Sache::N,lucru,вещь
345,Sache::N,chestie,вещь
346,Rand::N,bordură,край
347,Kante::N,muchie,ребро
348,Kante::N,bordură,ребро
349,Ecke::N,colț,угол
350,Spitze::N,vârf,кончик
351,Spitze::N,creștet,кончик
352,Ende::N,capăt,конец
353,Loch::N,gaură,дыра
354,Winkel::N,colț,угол
355,Muster::N,desen,узор
356,Größe::N,mărime,размер
357,Länge::N,lungime,длина
358,Höhe::N,înălțime,высота
359,Gewicht::N,greutate,вес
360,Menge::N,cantitate,количество
361,Haufen::N,grămadă,куча
362,Reihe::N,șir,ряд
363,Reihe::N,rând,ряд
364,Boot::N,barcă,лодка
365,Boot::N,luntre,лодка
366,Ruder::N,vâslă,весло
367,Ruder::N,lopată,весло
368,Schlitten::N,sanie,сани
369,Ski::N,schi,лыжа
370,Lagerfeuer::N,foc de tabără,костер
371,Last::N,povară,тяжесть
372,Last::N,sarcină,тяжесть
373,Gang::N,mers,ход
374,Gang::N,umblet,ход
375,Schritt::N,pas,шаг
376,Norden::N,nord,север
377,Norden::N,miazănoapte,север
378,Süden::N,sud,юг
379,Süden::N,miazăzi,юг
380,Westen::N,apus,запад
381,Osten::N,est,восток
382,Osten::N,răsărit,восток
383,Holz::N,lemn,древесина
384,Brett::N,scândură,доска
385,Platte::N,placă,плита
386,Stütze::N,proptea,подпорка
387,Stange::N,bară,жердь
388,Stange::N,prăjină,жердь
389,Stock::N,băț,палка
390,Stock::N,baston,палка
391,Stab::N,baston,шест
392,Stab::N,prăjină,шест
393,Rohr::N,tub,труба
394,Rohr::N,țeavă,труба
395,Haus::N,casă,дом
396,Heim::N,casă,дом
397,Heim::N,cămin,дом
398,Ofen::N,sobă,печь
399,Fußboden::N,podea,пол
400,Fußboden::N,dușumea,пол
401,Tisch::N,masă,стол
402,Stuhl::N,scaun,стул
403,Wiege::N,leagăn,колыбель
404,Bett::N,pat,постель
405,Regal::N,rafturi,полка
406,Kiste::N,ladă,ящик
407,Kiste::N,cutie,ящик
408,Fenster::N,fereastră,окно
409,Tür::N,ușă,дверь
410,Tor::N,poartă,ворота
411,Zaun::N,gard,забор
412,Dach::N,acoperiș,крыша
413,Leiter::N,scară,лестница
414,Besen::N,mătură,метла
415,Spaten::N,cazma,лопата
416,Spaten::N,hârleț,лопата
417,Schaufel::N,lopată,совок
418,Gabel::N,furculiță,вилка
419,Löffel::N,lingură,ложка
420,Messer::N,cuțit,нож
421,Nagel::N,cui,гвоздь
422,Netz::N,plasă,сеть
423,Haken::N,cârlig,крюк
424,Griff::N,mâner,ручка
425,Schloss::N,lacăt,замок
426,Bild::N,tablou,картина
427,Bild::N,imagine,картина
428,Figur::N,chip,фигура
429,Figur::N,figură,фигура
430,Puppe::N,păpușă,кукла
431,Beutel::N,pungă,мешок
432,Beutel::N,săculeț,мешок
433,Bündel::N,mănunchi,связка
434,Tasche::N,geantă,сумка
435,Eimer::N,găleată,ведро
436,Deckel::N,capac,крышка
437,Geschirr::N,vase,посуда
438,Geschirr::N,tacâmuri,посуда
439,Sack::N,sac,мешок
440,Tasse::N,ceașcă,чашка
441,Topf::N,oală,кастрюля
442,Kessel::N,cazan,котел
443,Kessel::N,căldare,котел
444,Essen::N,mâncare,еда
445,Nahrung::N,hrană,пища
446,Nahrung::N,aliment,пища
447,Speise::N,bucate,блюдо
448,Speise::N,bucate,кушанье
449,Speise::N,fel de bucate,блюдо
450,Speise::N,fel de bucate,кушанье
451,Fleisch::N,carne,мясо
452,Getreide::N,cereale,хлеб
453,Brei::N,pireu,каша
454,Brot::N,pâine,хлеб
455,Scheibe::N,felie,ломоть
456,Scheibe::N,bucată,ломоть
457,Fett::N,untură,жир
458,Fett::N,grăsime,жир
459,Butter::N,unt,масло
460,Öl::N,ulei,масло
461,Salz::N,sare,соль
462,Suppe::N,supă,суп
463,Suppe::N,ciorbă,суп
464,Honig::N,miere,мед
465,Milch::N,lapte,молоко
466,Tee::N,ceai,чай
467,Leder::N,piele,кожа
468,Wolle::N,lână,шерсть
469,Stoff::N,stofă,ткань
470,Nadel::N,ac,игла
471,Faden::N,ață,нитка
472,Knopf::N,buton,пуговица
473,Knoten::N,nod,узел
474,Farbe::N,vopsea,краска
475,Kleidung::N,haine,одежда
476,Kleidung::N,îmbrăcăminte,одежда
477,Hemd::N,cămașă,рубашка
478,Kragen::N,guler,воротник
479,Ärmel::N,mânecă,рукав
480,Hose::N,pantaloni,брюки
481,Gürtel::N,cordon,пояс
482,Mütze::N,șapcă,шапка
483,Schuh::N,gheată,ботинок
484,Stiefel::N,cizmă,сапог
485,Ring::N,inel,кольцо
486,Ring::N,verigă,кольцо
487,Band::N,panglică,лента
488,Band::N,șiret,лента
489,Kamm::N,pieptene,расческа
490,Spiegel::N,oglindă,зеркало
491,Riemen::N,curea,ремень
492,Schnur::N,funie,веревка
493,Schnur::N,sfoară,веревка
494,Leine::N,lesă,поводок
495,Leine::N,curea,поводок
496,Decke::N,pătură,одеяло
497,Kissen::N,pernă,подушка
498,Tuch::N,batic,платок
499,Handtuch::N,prosop,полотенце
500,Handtuch::N,ștergar,полотенце
501,Kraft::N,forță,сила
502,Kraft::N,putere,сила
503,Stärke::N,tărie,крепость
504,Stärke::N,vigoare,крепость
505,Gesundheit::N,sănătate,здоровье
506,Krankheit::N,boală,болезнь
507,Krankheit::N,maladie,болезнь
508,Schmerz::N,durere,боль
509,Wunde::N,rană,рана
510,Fieber::N,febră,лихорадка
511,Fieber::N,febră,температура
512,Arznei::N,leac,лекарство
513,Arznei::N,medicament,лекарство
514,Brücke::N,pod,мост
515,Brücke::N,punte,мост
516,Brunnen::N,puț,колодец
517,Weide::N,izlaz,пастбище
518,Weide::N,pășune,пастбище
519,Pfad::N,cărare,тропа
520,Weg::N,drum,путь
521,Weg::N,drum,дорога
522,Straße::N,cale,улица
523,Straße::N,cale,дорога
524,Straße::N,stradă,улица
525,Straße::N,stradă,дорога
526,Dorf::N,sat,деревня
527,Stadt::N,oraș,город
528,Brief::N,scrisoare,письмо
529,Buch::N,carte,книга
530,Buchstabe::N,literă,буква
531,Buchstabe::N,caracter,буква
532,Zeitung::N,ziar,газета
533,Zeitung::N,gazetă,газета
534,Leben::N,viață,жизнь
535,Tod::N,moarte,смерть
536,Grab::N,groapă,могила
537,Grab::N,mormânt,могила
538,Kirche::N,biserică,церковь
539,Sünde::N,păcat,грех
540,Gott::N,zeu,бог
541,Arbeiter::N,muncitor,рабочий
542,Chef::N,șef,начальник
543,Meister::N,meșter,мастер
544,Meister::N,maestru,мастер
545,Arzt::N,medic,врач
546,Arzt::N,doctor,врач
547,Lehrer::N,profesor,учитель
548,Lehrer::N,învățător,учитель
549,Geld::N,bani,деньги
550,Geld::N,parale,деньги
551,Geschäft::N,treabă,занятие
552,Geschäft::N,afacere,занятие
553,Laden::N,magazin,магазин
554,Laden::N,prăvălie,магазин
555,Preis::N,preț,цена
556,Ware::N,marfă,товар
557,Nutzen::N,folos,выгода
558,Nutzen::N,profit,выгода
559,Reichtum::N,avuție,богатство
560,Reichtum::N,bogăție,богатство
561,Welt::N,lume,мир
562,Land::N,țară,страна
563,Staat::N,stat,государство
564,König::N,rege,король
565,Macht::N,putere,власть
566,Macht::N,putință,власть
567,Grenze::N,hotar,граница
568,Grenze::N,graniță,граница
569,Grenze::N,frontieră,граница
570,Krieg::N,război,война
571,Feind::N,dușman,враг
572,Gewalt::N,violență,насилие
573,Kampf::N,luptă,борьба
574,Bogen[Waffe]::N,arc,лук
575,Pfeil::N,săgeată,стрела
576,Gewehr::N,armă,ружье
577,Gewehr::N,pușcă,ружье
578,Fehler::N,eroare,ошибка
579,Fehler::N,greșeală,ошибка
580,Lüge::N,minciună,ложь
581,Schaden::N,daună,вред
582,Schaden::N,pagubă,вред
583,Unglück::N,nenorocire,беда
584,Schuld::N,vină,вина
585,Alter::N,etate,возраст
586,Alter::N,vârstă,возраст
587,Schluss::N,sfârșit,окончание
588,Zeit::N,timp,время
589,Zeit::N,vreme,время
590,Tag::N,zi,день
591,Morgen::N,dimineață,утро
592,Mittag::N,prânz,полдень
593,Mittag::N,amiază,полдень
594,Abend::N,seară,вечер
595,Nacht::N,noapte,ночь
596,Woche::N,săptămână,неделя
597,Monat::N,lună,месяц
598,Jahr::N,an,год
599,Frühling::N,primăvară,весна
600,Sommer::N,vară,лето
601,Herbst::N,toamnă,осень
602,Winter::N,iarnă,зима
603,Januar::N,ianuarie,январь
604,Februar::N,februarie,февраль
605,März::N,martie,март
606,April::N,aprilie,апрель
607,Mai::N,mai,май
608,Juni::N,iunie,июнь
609,Juli::N,iulie,июль
610,August::N,august,август
611,September::N,septembrie,сентябрь
612,Oktober::N,octombrie,октябрь
613,November::N,noiembrie,ноябрь
614,Dezember::N,decembrie,декабрь
615,Montag::N,luni,понедельник
616,Dienstag::N,marți,вторник
617,Mittwoch::N,miercuri,среда
618,Donnerstag::N,joi,четверг
619,Freitag::N,vineri,пятница
620,Samstag::N,sâmbătă,суббота
621,Sonntag::N,duminică,воскресенье
622,groß::A,mare,большой
623,klein::A,mic,маленький
624,lang::A,lung,длинный
625,kurz::A,scurt,короткий
626,breit::A,lat,широкий
627,breit::A,larg,широкий
628,schmal::A,strâmt,узкий
629,dicht::A,des,густой
630,dick[Gegenstand]::A,gros,толстый
631,dünn::A,subțire,тонкий
632,fein::A,fin,тонкий
633,fein::A,subțire,тонкий
634,fest::A,tare,крепкий
635,fest::A,solid,крепкий
636,flach::A,șes,плоский
637,flach::A,plan,плоский
638,glatt::A,lins,гладкий
639,hart::A,dur,твердый
640,weich::A,moale,мягкий
641,rund::A,rotund,круглый
642,rund::A,circular,круглый
643,spitz::A,ascuțit,остроконечный
644,scharf::A,tăios,острый
645,scharf::A,ascuțit,острый
646,stumpf::A,tocit,тупой
647,schwer::A,greu,тяжелый
648,schön::A,frumos,красивый
649,heiß::A,cald,жаркий
650,heiß::A,fierbinte,жаркий
651,warm::A,cald,теплый
652,warm::A,fierbinte,теплый
653,kalt::A,rece,холодный
654,kühl::A,rece,прохладный
655,kühl::A,răcoros,прохладный
656,frisch::A,răcoros,свежий
657,frisch::A,proaspăt,свежий
658,feucht::A,umed,влажный
659,feucht::A,jilav,влажный
660,nass::A,ud,мокрый
661,trocken::A,sec,сухой
662,trocken::A,uscat,сухой
663,voll::A,plin,полный
664,voll::A,plin,наполненный
665,leer::A,gol,пустой
666,offen::A,deschis,открытый
667,geschlossen::A,închis,закрытый
668,sauber::A,curat,чистый
669,schmutzig::A,murdar,грязный
670,roh::A,crud,сырой
671,reif::A,copt,зрелый
672,lecker::A,gustos,вкусный
673,süß::A,dulce,сладкий
674,bitter::A,amar,горький
675,sauer::A,acru,кислый
676,hell::A,clar,светлый
677,hell::A,luminos,светлый
678,dunkel::A,obscur,темный
679,dunkel::A,întunecos,темный
680,schwarz::A,negru,черный
681,weiß::A,alb,белый
682,rot::A,roșu,красный
683,gelb::A,galben,желтый
684,blau::A,albastru,синий
685,grün::A,verde,зеленый
686,grau::A,gri,серый
687,grau::A,cenușiu,серый
688,bunt::A,colorat,пестрый
689,billig::A,ieftin,дешевый
690,teuer::A,scump,дорогой
691,wertvoll::A,prețios,ценный
692,blind::A,orb,слепой
693,taub::A,surd,глухой
694,kräftig::A,tare,могучий
695,kräftig::A,forte,могучий
696,kräftig::A,robust,могучий
697,stark::A,viguros,сильный
698,stark::A,puternic,сильный
699,schwach::A,slab,слабый
700,schwach::A,debil,слабый
701,fett::A,gras,жирный
702,schlank::A,zvelt,стройный
703,hübsch::A,drăguț,прелестный
704,böse::A,rău,злой
705,böse::A,răutăcios,злой
706,dumm::A,nerod,глупый
707,dumm::A,tâmpit,глупый
708,faul::A,leneș,ленивый
709,fleißig::A,harnic,прилежный
710,fleißig::A,sârguincios,прилежный
711,geizig::A,calic,жадный
712,geizig::A,zgârcit,жадный
713,klug::A,isteț,умный
714,klug::A,deștept,умный
715,geschickt::A,dibaci,искусный
716,lieb::A,drag,милый
717,lieb::A,iubit,милый
718,lustig::A,vesel,веселый
719,sanft::A,blând,нежный
720,sanft::A,blajin,нежный
721,hungrig::A,flămând,голодный
722,krank::A,bolnav,больной
723,nackt::A,gol,голый
724,traurig::A,trist,грустный
725,traurig::A,mâhnit,грустный
726,lebendig::A,viu,живой
727,gut::A,bun,хороший
728,schlecht::A,rău,плохой
729,schlecht::A,prost,плохой
730,richtig::A,drept,правильный
731,richtig::A,corect,правильный
732,schlimm::A,rău,отвратительный
733,schlimm::A,rău,мерзкий
734,wahr::A,adevărat,настоящий
735,alt::A,uzat,старый
736,alt::A,vechi,старый
737,neu::A,nou,новый
738,ehemalig::A,fost,бывший
739,ehemalig::A,anterior,бывший
740,alt[Lebewesen]::A,bătrîn,пожилой
741,jung::A,tânăr,молодой
742,arm::A,sărac,бедный
743,arm::A,sărman,бедный
744,reich::A,avut,богатый
745,reich::A,bogat,богатый
746,bekannt::A,cunoscut,знакомый
747,berühmt::A,renumit,знаменитый
748,fremd::A,străin,чужой
749,verschieden::A,diferit,разный
750,verschieden::A,deosebit,разный
751,nah::A,apropiat,близкий
752,fern::A,departe,далекий
753,linker::A,stâng,левый
754,rechter::A,drept,правый
755,anderer::A,alt,другой
756,erster::A,prim,первый
757,zweiter::A,al doilea,второй
758,dritter::A,treilea,третий
759,letzter::A,final,последний
760,allein::ADV,singur,один
761,auf einmal::ADV,dintrodată,сразу
762,zusammen::ADV,împreună,вместе
763,lange::ADV,îndelung,долго
764,lange::ADV,mult timp,долго
765,plötzlich::ADV,deodată,вдруг
766,plötzlich::ADV,pe neașteptate,вдруг
767,sofort::ADV,imediat,тотчас
768,sofort::ADV,numaidecît,тотчас
769,später::ADV,mai apoi,позже
770,später::ADV,mai târziu,позже
771,jetzt::ADV,acum,сейчас
772,heute::ADV,azi,сегодня
773,heute::ADV,astăzi,сегодня
774,morgen::ADV,mâine,завтра
775,bald::ADV,curând,скоро
776,dann::ADV,apoi,потом
777,gestern::ADV,ieri,вчера
778,einst::ADV,odată,однажды
779,einst::ADV,odinioară,однажды
780,damals::ADV,atunci,тогда
781,damals::ADV,pe atunci,тогда
782,danach::ADV,după aceasta,затем
783,vorher::ADV,mai întâi,раньше
784,vorher::ADV,în prealabil,раньше
785,zuerst::ADV,întâi,сперва
786,zuerst::ADV,în primul rând,сперва
787,einmal::ADV,odată,раз
788,manchmal::ADV,uneori,иногда
789,manchmal::ADV,câteodată,иногда
790,oft::ADV,des,часто
791,oft::ADV,deseori,часто
792,immer::ADV,mereu,всегда
793,immer::ADV,întotdeauna,всегда
794,niemals::ADV,niciodată,никогда
795,hier::ADV,aci,здесь
796,hier::ADV,aici,здесь
797,hierhin::ADV,încoace,сюда
798,von hier::ADV,de aici,отсюда
799,dort::ADV,acolo,там
800,dorthin::ADV,dincolo,туда
801,geradeaus::ADV,drept înainte,прямо
802,vorwärts::ADV,înainte,вперед
803,rückwärts::ADV,îndărăt,назад
804,zurück::ADV,înapoi,обратно
805,unten::ADV,jos,внизу
806,unten::ADV,dedesubt,внизу
807,hinab::ADV,în jos,вниз
808,hinab::ADV,de vale,вниз
809,oben::ADV,sus,наверху
810,oben::ADV,deasupra,наверху
811,hinauf::ADV,în sus,вверх
812,überall::ADV,peste tot,везде
813,überall::ADV,pretutindeni,везде
814,nicht::ADV,nu,не
815,ein wenig::ADV,puțin,немного
816,kaum::ADV,cu greu,едва
817,kaum::ADV,cu anevoie,едва
818,sehr::ADV,mult,очень
819,sehr::ADV,foarte,очень
820,so::ADV,așa,так
821,so::ADV,atât,так
822,noch::ADV,încă,еще
823,nur::ADV,doar,только
824,schon::ADV,și,уже
825,schon::ADV,deja,уже
826,wieder::ADV,iar,опять
827,wieder::ADV,iarăși,опять
828,vergebens::ADV,în zadar,напрасно
829,vor::PRP,înainte de,перед
830,hinter::PRP,după,за
831,hinter::PRP,după,позади
832,hinter::PRP,în spatele,за
833,hinter::PRP,în spatele,позади
834,unter::PRP,sub,под
835,durch::PRP,prin,сквозь
836,neben::PRP,lângă,возле
837,neben::PRP,alături de,возле
838,zwischen::PRP,între,между
839,zwischen::PRP,dintre,между
840,wegen::PRP,pentru,из-за
841,dies::PRN,acesta,это
842,das::PRN,asta,то
843,alles::PRN,tot,все
844,ich::PRN,eu,я
845,du::PRN,tu,ты
846,er::PRN,el,он
847,er::PRN,dânsul,он
848,wir::PRN,noi,мы
849,ihr::PRN,voi,вы
850,sie::PRN,ei,они
851,sie::PRN,dânșii,они
852,was::FPRN,ce,что
853,wer::FPRN,cine,кто
