,Concept_ID,te,tr
700,wahr::A,నిజమైన,gerçek
701,alt::A,ముసలి,eski
702,neu::A,క్రొత్త,yeni
703,ehemalig::A,పూర్వపు,önceki
704,alt[Lebewesen]::A,ముసలి,yaşlı
705,jung::A,పసి,genç
706,arm::A,బీద,fakir
707,reich::A,ధనవంతుడైన,zengin
708,bekannt::A,తెలిసిన,bilinen
709,berühmt::A,ప్రపిద్దికెక్కివ,ünlü
710,berühmt::A,ప్రపిద్దికెక్కివ,meşhur
711,fremd::A,అన్యమైన,yabancı
712,verschieden::A,భేదమైన,ayrı
713,verschieden::A,భేదమైన,farklı
714,nah::A,దగ్గఱనున్న,yakın
715,nah::A,దగ్గఱనున్న,bitişik
716,fern::A,దూరమందున్న,uzak
717,linker::A,ఎడమప్రక్కగ,sol
718,rechter::A,కుడి,sağ
719,anderer::A,వేఱ్తెన,diğer
720,erster::A,మొదటి,ilk
721,erster::A,మొదటి,birinci
722,zweiter::A,రెండన,ikinci
723,dritter::A,మూడో,üçüncü
724,letzter::A,కడపటి,son
725,letzter::A,కడపటి,sonuncu
726,allein::ADV,ఒంటిగా,yalnız
727,allein::ADV,ఒంటిగా,tek başına
728,auf einmal::ADV,హరాత్తుగ,birden
729,zusammen::ADV,కలిసి,beraber
730,zusammen::ADV,కలిసి,birlikte
731,lange::ADV,బహుకాలము,çok
732,lange::ADV,బహుకాలము,uzun
733,plötzlich::ADV,హరాత్తుగ,ansızın
734,plötzlich::ADV,హరాత్తుగ,birdenbire
735,sofort::ADV,తక్షణము,hemen
736,sofort::ADV,తక్షణము,derhal
737,später::ADV,ఇటీవలి,daha sonra
738,jetzt::ADV,ఇప్పుడు,şimdi
739,heute::ADV,నేడు,bugün
740,morgen::ADV,ఱేపు,yarın
741,bald::ADV,శీఘ్రముగ,yakında
742,dann::ADV,అప్పుడు,sonra
743,gestern::ADV,నిన్నటి దినము,dün
744,einst::ADV,పూర్వమొకప్పుడు,eskiden
745,damals::ADV,అప్పుడు,o zamanlar
746,danach::ADV,అప్పుడు,sonradan
747,danach::ADV,అప్పుడు,ondan sonra
748,vorher::ADV,ఎదుట,önce
749,vorher::ADV,ఎదుట,önceden
750,zuerst::ADV,మొదటిలో,ilk önce
751,einmal::ADV,ఒకసారి,bir defa
752,manchmal::ADV,అప్పటప్పటికి,bazan
753,oft::ADV,తఱచుగా,sık sık
754,oft::ADV,తఱచుగా,çok defa
755,immer::ADV,ఎల్లప్పుడు,daima
756,immer::ADV,ఎల్లప్పుడు,her zaman
757,niemals::ADV,ఎప్పుడునులేదు,asla değil
758,niemals::ADV,ఎప్పుడునులేదు,hiçbir zaman
759,hier::ADV,ఇక్కడ,burada
760,hierhin::ADV,ఇక్కడకు,buraya
761,von hier::ADV,ఇక్కడనుండి,buradan
762,dort::ADV,అక్కడ,orada
763,dort::ADV,అక్కడ,şurada
764,dorthin::ADV,అక్కడికి,oraya
765,dorthin::ADV,అక్కడికి,şuraya
766,geradeaus::ADV,సూటిగా,doğru
767,vorwärts::ADV,ముందుకు,ileri
768,rückwärts::ADV,వెనుకకు,geri
769,zurück::ADV,వెనుకభాగము,geriye
770,unten::ADV,క్రింద,aşağıda
771,hinab::ADV,కిందికి,aşağıya
772,oben::ADV,మీద,yukarıda
773,hinauf::ADV,పైకి,yukarı
774,hinauf::ADV,పైకి,yukarıya
775,überall::ADV,అంతటా,her yerde
776,nicht::ADV,కాదు,-mi-
777,nicht::ADV,కాదు,değil
778,ein wenig::ADV,కొంచెము,biraz
779,kaum::ADV,చాలిచాలక,dar
780,kaum::ADV,చాలిచాలక,hemen hemen değil
781,sehr::ADV,చాల,pek
782,sehr::ADV,చాల,gayet
783,so::ADV,ఆలాగున,öyle
784,so::ADV,ఆలాగున,böyle
785,noch::ADV,ఇప్పటికిని,hâlâ
786,noch::ADV,ఇప్పటికిని,henüz
787,nur::ADV,మాత్రము,ancak
788,nur::ADV,మాత్రము,yalnız
789,schon::ADV,ఇదివఱకే,çoktan
790,wieder::ADV,తిరిగి,tekrar
791,wieder::ADV,తిరిగి,yeniden
792,vergebens::ADV,నిష్ఫలముగా,boşuna
793,vor::PRP,ముందు,önünde
794,hinter::PRP,వెనుక,arkasında
795,unter::PRP,క్రింద,altında
796,durch::PRP,ద్వారా,sayesinde
797,durch::PRP,ద్వారా,ortasından
798,neben::PRP,దగ్గెర,yanında
799,zwischen::PRP,మధ్య,arasında
800,wegen::PRP,కారణంగా,dolayı
801,dies::PRN,ఇది,bu
802,das::PRN,అది,o
803,das::PRN,అది,şu
804,alles::PRN,సకలము,hepsi
805,alles::PRN,సకలము,her şey
806,ich::PRN,నేను,ben
807,du::PRN,నీవు,sen
808,er::PRN,అతడు,o
809,wir::PRN,మనము,biz
810,ihr::PRN,మీరు,siz
811,sie::PRN,వారు,onlar
812,was::FPRN,ఏమి,ne
813,wer::FPRN,ఎవడు,kim
814,wo::FADV,ఎక్కడ,nerede
815,wohin::FADV,ఎందుకు,nereye
816,wie::FADV,ఎట్టు,nasıl
817,warum::FADV,ఏల,neden
818,wieviel::FNUM,ఎంత,kaç
819,wieviel::FNUM,ఎంత,ne kadar
820,eins::NUM,ఒకటి,bir
821,zwei::NUM,రెండు,iki
822,drei::NUM,మూడు,üç
823,vier::NUM,నాలుగు,dört
824,fünf::NUM,అయిదు,beş
825,sechs::NUM,ఆఱు,altı
826,sieben::NUM,ఏరు,yedi
827,acht::NUM,ఎనిమదు,sekiz
828,neun::NUM,తొమ్మిది,dokuz
829,zehn::NUM,పది,on
830,elf::NUM,పదునొకొండు,on bir
831,zwölf::NUM,పండ్రండు,on iki
832,zwanzig::NUM,ఇరుపది,yirmi
833,dreißig::NUM,ముప్పది,otuz
834,vierzig::NUM,నలువది,kırk
835,fünfzig::NUM,ఏబది,elli
836,sechzig::NUM,అరుపది,altmış
837,siebzig::NUM,డెబ్బది,yetmiş
838,achtzig::NUM,ఎనుబది,seksen
839,neunzig::NUM,తొంబది,doksan
840,hundert::NUM,నూఱు,yüz
841,tausend::NUM,వేయి,bin
842,und::CNJ,మఱియు,ve
843,und::CNJ,మఱియు,ile
844,oder::CNJ,లేక,ya
845,oder::CNJ,లేక,yahut
846,stehen::V,నిలుచు,durmak
847,sitzen::V,కూర్చుండు,oturmak
848,liegen::V,పండుకొనుట,yatmak
849,hängen::V,వ్రేలాడదీయు,asılı olmak
850,werden::V,అగు,olmak
851,werden::V,అగు,olunmak
852,passieren::V,సంభవించు,olmak
853,beginnen::V,ఆరంభించు,başlamak
854,enden::V,తీరుట,bitmek
855,enden::V,తీరుట,sona ermek
856,wechseln::V,మార్చు,değişmek
857,aufgehen[Sonne]::V,ఉదయించు,doğmak
858,untergehen[Sonne]::V,అస్తమించు,batmak
859,scheinen[Sonne]::V,ప్రకాశించు,parlamak
860,donnern::V,ఉరుముట,gök gürlemek
861,wehen::V,దురద్పప్టము,esmek
862,strömen::V,పారుట,akmak
863,fließen::V,ప్రవహించు,akmak
864,sich drehen::V,తిరుగు,dönmek
865,schwanken::V,ఆడించుట,sallanmak
866,schwingen::V,ఊగుట,titremek
867,fallen::V,పడు,düşmek
868,brennen::V,కాలుట,yanmak
869,rauchen::V,పొగసుట,tütmek
870,regnen::V,కురిపించుట,yağmak
871,gefrieren::V,గడ్డకట్టు,donmak
872,tauen::V,కరగు,erimek
873,schmelzen::V,కరగు,erimek
874,trocknen::V,యెండుట,kurumak
875,sieden::V,ఉడుకు,kaynamak
876,faulen::V,క్రుళ్లు,çürümek
877,verfaulen::V,క్షిణించు,çürümek
878,reißen::V,చించు,yırtılmak
879,versinken::V,మునుగు,batmak
880,vergehen::V,సంభవించు,geçmek
881,erscheinen::V,కనబడు,görünmek
882,verschwinden::V,అదృశ్యమగు,kaybolmak
883,sinken::V,ముణుగుట,inmek
884,abnehmen::V,తగ్గు,azalmak
885,zunehmen::V,పెరుగుట,artmak
886,zunehmen::V,పెరుగుట,çoğalmak
887,steigen::V,లేచు,artmak
888,steigen::V,లేచు,yükselmek
889,wachsen::V,పెరుగు,büyümek
890,wachsen::V,పెరుగు,gelişmek
891,glänzen::V,ప్రకాశించు,parlamak
892,funkeln::V,ప్రకాశించు,parıldamak
893,lärmen::V,అరుచుట,gürültü yapmak
894,läuten::V,మేళవించుట,çalmak
895,klingeln::V,వాయించుట,zil çalmak
896,klirren::V,ఘంటానాదము,şakırdamak
897,klirren::V,ఘంటానాదము,zangırdamak
898,brausen::V,గర్జించు,köpürmek
899,brausen::V,గర్జించు,kükremek
900,rauschen::V,చటచటమనుట,fışırdamak
901,klingen::V,ధ్వనించుట,tınlamak
902,bellen::V,అఱచు,havlamak
903,heulen::V,కూయు,ulumak
904,blasen::V,దురద్పప్టము,üflemek
905,pfeifen::V,ఈలవేయు,düdük çalmak
906,schreien::V,అఱచు,bağırmak
907,schreien::V,అఱచు,haykırmak
908,stöhnen::V,మూలుగు,inlemek
909,zittern::V,వణకు,titremek
910,leben::V,జీవించుట,yaşamak
911,leben::V,జీవించుట,hayatta olmak
912,geboren werden::V,పుట్టుట,doğmak
913,atmen::V,ఉపిరి తీయు,solunmak
914,atmen::V,ఉపిరి తీయు,nefes almak
915,trinken::V,త్రాగు,içmek
916,essen::V,తిను,yemek
917,schlucken::V,మ్రింగు,yutmak
918,müde werden::V,అలయు,yorulmak
919,einschlafen::V,నిద్రించు,uykuya dalmak
920,schlafen::V,నిద్రురించు,uyumak
921,aufwachen::V,మేలుకొను,uyanmak
922,aufstehen::V,లేచు,kalkmak
923,aufstehen::V,లేచు,yataktan kalkmak
924,sich erholen::V,నడ్డి వాల్చు,dinlenmek
925,krank werden::V,జబ్బుపడు,hastalanmak
926,krank sein::V,జబ్బు చేయు,hasta olmak
927,schmerzen::V,నొచ్చుట,ağrımak
928,husten::V,దగ్గుట,öksürmek
929,genesen::V,కుదురుట,şifa bulmak
930,sterben::V,మరణించు,ölmek
931,sterben::V,మరణించు,vefat etmek
932,umkommen::V,నశించు,ölmek
933,sich bewegen::V,కదలు,hareket etmek
934,sich rühren::V,కదలు,kımıldanmak
935,sich erheben::V,లేచు,kalkmak
936,sich erheben::V,లేచు,ayağa kalkmak
937,sich setzen::V,కూర్చుణ్డు,oturmak
938,hinfallen::V,దొర్లు,yere düşmek
939,laufen::V,నడచు,yürümek
940,schreiten::V,అడుగుపెట్టుట,yürümek
941,schreiten::V,అడుగుపెట్టుట,adım atmak
942,spazierengehen::V,పచారు చేయు,gezmek
943,spazierengehen::V,పచారు చేయు,dolaşmak
944,eilen::V,తొందరపడు,seğirtmek
945,sich beeilen::V,త్వరపెట్టు,acele etmek
946,sausen::V,విసరికొట్టు,hızla gitmek
947,rennen::V,పరుగెత్తు,koşmak
948,springen::V,దుముకు,atlamak
949,springen::V,దుముకు,sıçramak
950,klettern::V,ఎక్కు,tırmanmak
951,schaukeln::V,ఉయ్యాల ఊగు ,sallanmak
952,kriechen::V,ప్రాకు,sürünmek
953,schwimmen::V,ఈదు,yüzmek
954,tauchen::V,మునుగు,dalmak
955,rudern::V,తెడ్లతోఁగడపు,kürek çekmek
956,fahren::V,నడపు,gitmek
957,fliegen::V,ఎగురు,uçmak
958,gehen::V,పోవు,gitmek
959,weggehen::V,బయలుదేరు,gitmek
960,abfahren::V,విడిచిపోవు,kalkmak
961,anhalten::V,నిలుపు,durmak
962,hineingehen::V,ప్రవేశించు,içeri girmek
963,eintreten::V,ప్రవేశించు,girmek
964,kommen::V,వచ్చు,gelmek
965,ankommen::V,వచ్చి చేరు,varmak
966,zurückkommen::V,తిరిగీవచ్చుట,dönmek
967,bleiben::V,ఉండు,kalmak
968,warten::V,కనిపెట్టు,beklemek
969,erwarten::V,నిరిక్షించు,beklemek
970,suchen::V,వెదకు,aramak
971,finden::V,కనుగొను,bulmak
972,versuchen::V,ప్రయత్నించు,denemek
973,vorbereiten::V,తయారుచేయు,hazırlamak
974,lieben::V,ప్రేమించు,sevmek
975,mögen::V,ఇష్టపడు,beğenmek
976,lachen::V,నవ్వు,gülmek
977,rühren::V,గుండె తాకు,dokunmak
978,rühren::V,గుండె తాకు,duygulandırmak
979,weinen::V,వీడ్చు,ağlamak
980,schimpfen::V,గొణుగు,küfretmek
981,sich ärgern::V,అలుగు,kızmak
982,sich fürchten::V,భయపడు,korkmak
983,fürchten::V,భయపడు,korkmak
984,fliehen::V,పాఱిపోపు,kaçmak
985,flüchten::V,తప్పించుకొను,kaçmak
986,sehen::V,చూచు,görmek
987,anschauen::V,చూచు,seyretmek
988,ansehen::V,కాచియుండు,bakmak
989,hören::V,విను,duymak
990,hören::V,విను,işitmek
991,zuhören::V,విను,dinlemek
992,probieren::V,చవిచూచుట,denemek
993,probieren::V,చవిచూచుట,tadına bakmak
994,riechen::V,వాసనచూచు,kokusunu almak
995,fühlen::V,స్పర్శించుట,duymak
996,fühlen::V,స్పర్శించుట,hissetmek
997,scheinen::V,కనబడు,görünmek
998,zu sehen sein::V,చూవు,görünmek
999,vernehmen::V,విను,haber almak
1000,frieren::V,చలికి వడకు,üşümek
1001,tun::V,చేయు,etmek
1002,tun::V,చేయు,yapmak
1003,können::V,గల,bilmek
1004,wollen::V,కోరు,istemek
1005,anfangen::V,ఆరంభించు,başlamak
1006,beenden::V,ముగించు,bitirmek
1007,aufhören::V,నిలుపు,bitmek
1008,gelingen::V,గెలుపాందు,başarmak
1009,geraten::V,వెలువడు,düşmek
1010,öffnen::V,తెఱచు,açmak
1011,schließen::V,మూయు,kapamak
1012,stellen::V,ఉంచు,koymak
1013,setzen::V,ఉంచు,koymak
1014,setzen::V,ఉంచు,oturtmak
1015,legen::V,పెట్టు,koymak
1016,legen::V,పెట్టు,yatırmak
1017,berühren::V,తాకు,dokunmak
1018,verbinden::V,చేర్చుట,bağlamak
1019,verbinden::V,చేర్చుట,birleştirmek
1020,bedecken::V,మూయు,örtmek
1021,bedecken::V,మూయు,kaplamak
1022,aufhängen::V,వ్రేలాడదీయు,asmak
1023,anzünden::V,వెలిగించు,yakmak
1024,anzünden::V,వెలిగించు,ateşlemek
1025,aufheben::V,సేకరించు,kaldırmak
1026,zurücklassen::V,విడుచు,geride bırakmak
1027,verlieren::V,పోగొట్టుకొను,yitirmek
1028,verlieren::V,పోగొట్టుకొను,kaybetmek
1029,fallen lassen::V,జాఱవిడుచు,düşürmek
1030,machen::V,చేయు,yapmak
1031,herstellen::V,ఉత్పత్తిచేయు,yapmak
1032,herstellen::V,ఉత్పత్తిచేయు,imal etmek
1033,bauen::V,నిర్మించు,kurmak
1034,bauen::V,నిర్మించు,inşa etmek
1035,reparieren::V,సరిచేయు,onarmak
1036,reparieren::V,సరిచేయు,tamir etmek
1037,verbessern::V,వృద్ధి చేయు,düzeltmek
1038,ändern::V,మార్చు,değiştirmek
1039,graben::V,త్రవ్వు,kazmak
1040,beugen::V,వంచు,eğmek
1041,biegen::V,వంచు,bükmek
1042,drehen::V,నూలువడుకు,çevirmek
1043,drehen::V,నూలువడుకు,döndürmek
1044,wenden::V,త్రిప్పు,çevirmek
1045,umdrehen::V,త్రిప్పు,çevirmek
1046,heben::V,ఎత్తు,kaldırmak
1047,hochheben::V,ఎత్తు,yukarı kaldırmak
1048,ergreifen::V,వశపఱచుకొను,tutmak
1049,ergreifen::V,వశపఱచుకొను,yakalamak
1050,halten::V,ఉంచు,tutmak
1051,drücken::V,అణచు,sıkmak
1052,schieben::V,నొక్కు,itmek
1053,schieben::V,నొక్కు,sürmek
1054,kratzen::V,గోకు,kaşımak
1055,lecken::V,నాకు,yalamak
1056,beißen::V,కఱచు,ısırmak
1057,abreißen::V,తెగతెంచు,koparmak
1058,abschneiden::V,తెగకొట్టు,keserek ayırmak
1059,binden::V,కట్టు,bağlamak
1060,stecken::V,తగులుకొనివుండుట,sokmak
1061,brechen::V,పగులగొట్టు,kırmak
1062,klopfen::V,కొట్టు,çalmak
1063,hauen::V,కొట్టు,vurmak
1064,kleben::V,అంటుకొను,yapıştırmak
1065,reiben::V,రాచు,ovmak
1066,reiben::V,రాచు,sürtmek
1067,streichen::V,వ్యాపింపజేయు,sürmek
1068,schleifen::V,రాచు,bilemek
1069,schneiden::V,కోయు,kesmek
1070,rütteln::V,కుదిలించుట,sallamak
1071,schütteln::V,కదల్చు,sarsmak
1072,schütteln::V,కదల్చు,çalkamak
1073,schwenken::V,ఊచుట,sallamak
1074,schütten::V,పోయు,dökmek
1075,schütten::V,పోయు,akıtmak
1076,füllen::V,నింపు,doldurmak
1077,einwickeln::V,చుట్టు,sarmak
1078,tragen::V,మోయు,taşımak
1079,schleppen::V,ఈడ్చు,sürüklemek
1080,ziehen::V,ఈడ్చు,çekmek
1081,aufbewahren::V,కాపాడు,saklamak
1082,werfen::V,విసరు,atmak
1083,fangen::V,పట్టుకొను,tutmak
1084,fangen::V,పట్టుకొను,yakalamak
1085,packen::V,పట్టుకొను,tutmak
1086,packen::V,పట్టుకొను,yakalamak
1087,verstecken::V,దాచు,saklamak
1088,teilen::V,భాగించు,bölmek
1089,teilen::V,భాగించు,ayırmak
1090,schicken::V,పంపు,yollamak
1091,schicken::V,పంపు,göndermek
1092,bringen::V,తెచ్చు,getirmek
1093,hinzufügen::V,చేర్చు,katmak
1094,hinzufügen::V,చేర్చు,eklemek
1095,bekommen::V,సంపాదించు,almak
1096,bekommen::V,సంపాదించు,eline geçmek
1097,erhalten::V,పుచ్చుకొను,almak
1098,nehmen::V,తీసికొను,almak
1099,wählen::V,ఇష్టపడు,seçmek
1100,auswählen::V,ఏరుకొను,seçmek
1101,auswählen::V,ఏరుకొను,ayırmak
1102,bewahren::V,భద్రపఱుచు,korumak
1103,behindern::V,అడ్డగించుట,engellemek
1104,verderben::V,చెఱచు,bozmak
1105,beschädigen::V,చెరుపుట,zedelemek
1106,beschädigen::V,చెరుపుట,ziyan vermek
1107,zerbrechen::V,పగులగొట్టు,kırmak
1108,zerreißen::V,చించు,yırtmak
1109,zerstören::V,వాశనము చేయు,yıkmak
1110,zerstören::V,వాశనము చేయు,tahrip etmek
1111,verbrennen::V,కాల్చు,yakmak
1112,geben::V,ఇచ్చు,vermek
1113,reichen::V,అందుకొనుట,uzatmak
1114,schenken::V,అర్పించు,hediye etmek
1115,versprechen::V,వాగ్దత్తము చేయు,vaat etmek
1116,wünschen::V,కోరు,kutlamak
1117,loben::V,స్తుతించు,övmek
1118,küssen::V,ముద్దుపెట్టుకొను,öpmek
1119,wiegen::V,ఊచుట,sallamak
1120,zudecken::V,మూయు,örtmek
1121,wecken::V,నిద్రపలేపుట,uyandırmak
1122,zeigen::V,చూవు,göstermek
1123,führen::V,దారిచూపు,gezdirmek
1124,führen::V,దారిచూపు,yol göstermek
1125,lehren::V,బోధించు,okutmak
1126,lehren::V,బోధించు,öğretmek
1127,unterrichten::V,నేర్పు,öğretmek
1128,aufziehen::V,పెంచు,yetiştirmek
1129,leiten::V,తీసుకపోవుట,yönetmek
1130,leiten::V,తీసుకపోవుట,idare etmek
1131,antreiben::V,ప్రేరేపించు,teşvik etmek
1132,lassen::V,అనుమతించు,-tırmak
1133,einladen::V,ఆహ్వానించు,davet etmek
1134,vereinigen::V,కూడుట,birleştirmek
1135,besuchen::V,పోయి చూచు,uğramak
1136,besuchen::V,పోయి చూచు,ziyaret etmek
1137,besuchen::V,పోయి చూచు,görmeye gitmek
1138,treffen::V,కలియు,rastlamak
1139,treffen::V,కలియు,isabet etmek
1140,sich versammeln::V,కూర్చు,toplanmak
1141,spielen::V,ఆట లాడు,oynamak
1142,singen::V,పాడు,söylemek
1143,singen::V,పాడు,şarkı söylemek
1144,tanzen::V,నృత్యముచేయు,oynamak
1145,tanzen::V,నృత్యముచేయు,dans etmek
1146,sich trennen::V,ఎడబాయుట,ayrılmak
1147,verlassen::V,విడుచు,bırakmak
1148,verlassen::V,విడుచు,terk etmek
1149,retten::V,తప్పించుట,kurtarmak
1150,bewachen::V,కాపాడు,gözetmek
1151,schützen::V,రక్షించు,korumak
1152,verteidigen::V,రక్షించు,savunmak
1153,sich schlagen::V,జగడమాడు,dövüşmek
1154,schießen::V,కాల్చు,ateş etmek
1155,siegen::V,గెలుచు,yenmek
1156,ärgern::V,పీడించుట,kızdırmak
1157,schlagen::V,కొట్టు,dövmek
1158,treten::V,తన్ను,tepmek
1159,stechen::V,కుట్టు,sokmak
1160,stechen::V,కుట్టు,batırmak
1161,stoßen::V,గెంటు,itmek
1162,stehlen::V,దొంగిలించు,çalmak
1163,stören::V,కలతపఱచు,bozmak
1164,stören::V,కలతపఱచు,etkilemek
1165,belästigen::V,పీడించు,rahatsız etmek
1166,verbergen::V,దాచు,saklamak
1167,täuschen::V,మోసము చేయు,aldatmak
1168,betrügen::V,మోసపుచ్చు,aldatmak
1169,betrügen::V,మోసపుచ్చు,dolandırmak
1170,töten::V,చంపు,öldürmek
1171,wohnen::V,నివసించు,oturmak
1172,arbeiten::V,పనిచేయు,çalışmak
1173,sammeln::V,ప్రోగుచేయు,toplamak
1174,pflücken::V,యేరుట,koparmak
1175,jagen::V,వేటాడు,avlanmak
1176,fischen::V,వెదకు,balık tutmak
1177,fassen::V,పట్టుకొమ,tutmak
1178,fassen::V,పట్టుకొమ,yakalamak
1179,hüten::V,మందచేరుట,otlatmak
1180,treiben::V,నడపు,gütmek
1181,anbinden::V,కట్టు,bağlamak
1182,füttern::V,భోజనము పెట్టు,beslemek
1183,melken::V,పాలు పితుకు,sağmak
1184,hacken::V,నఱకు,yarmak
1185,gießen::V,నీళ్ళుకట్టుట,sulamak
1186,reifen::V,పండుట,olgunlaşmak
1187,zubereiten::V,వండు,hazırlamak
1188,kochen::V,వండు,pişirmek
1189,kochen::V,వండు,kaynatmak
1190,backen::V,రొట్టెకాల్చు,pişirmek
1191,backen::V,రొట్టెకాల్చు,fırında pişirmek
1192,braten::V,వేపు,kızartmak
1193,umrühren::V,కదులుట,karıştırmak
1194,stricken::V,అల్లు,örmek
1195,nähen::V,కుట్టు,dikmek
1196,färben::V,రంగు వేయు,boyamak
1197,reinigen::V,శుభ్రము చేయు,temizlemek
1198,waschen::V,కడుగు,yıkamak
1199,abwischen::V,తుడుచు,silmek
1200,spülen::V,నీటిలో జడించు,çalkamak
1201,fegen::V,ఊడ్చు,süpürmek
1202,kehren::V,ఊడ్చు,süpürmek
1203,baden::V,స్నానము చేయు,yıkanmak
1204,baden::V,స్నానము చేయు,banyo yapmak
1205,sich waschen::V,కడుగు,yıkanmak
1206,ausziehen::V,విప్పు,çıkarmak
1207,anziehen::V,ధరించు,giymek
1208,sich anziehen::V,బట్టలు వేసుకొను,giyinmek
1209,sich anziehen::V,తొడుగుకొను,giyinmek
1210,kämmen::V,దువ్వుట,taramak
1211,schmücken::V,అలంకరించు,süslemek
1212,sagen::V,చెప్పు,demek
1213,sagen::V,చెప్పు,söylemek
1214,sprechen::V,చెప్పు,konuşmak
1215,reden::V,మాటలాడు,konuşmak
1216,sich unterhalten::V,ముచ్చటలాడు,sohbet etmek
1217,fragen::V,ప్రశ్నించు,sormak
1218,bitten::V,కోరు,dilemek
1219,bitten::V,కోరు,rica etmek
1220,erzählen::V,చెప్పు,bahsetmek
1221,erzählen::V,చెప్పు,hikâye etmek
1222,mitteilen::V,తెలియజేయు,bildirmek
1223,nennen::V,పేరు వెట్టు,adlandırmak
1224,rufen::V,పిలుచు,çağırmak
1225,prahlen::V,జల్లి,övünmek
1226,übersetzen::V,తర్జుమాచేయు,çevirmek
1227,übersetzen::V,తర్జుమాచేయు,tercüme etmek
1228,denken::V,ఆలోచించు,düşünmek
1229,glauben::V,నమ్ము,inanmak
1230,glauben::V,నమ్ము,zannetmek
1231,bemerken::V,గుర్తించు,farkına varmak
1232,erkennen::V,గుర్తించు,tanımak
1233,begreifen::V,గ్రహించు,anlamak
1234,begreifen::V,గ్రహించు,kavramak
1235,verstehen::V,గ్రహించు,duymak
1236,verstehen::V,గ్రహించు,anlamak
1237,lernen::V,నేర్చు కొను,öğrenmek
1238,wissen::V,తెలిసికొను,bilmek
1239,sich erinnern an::V,జ్ఞాపకముంచుకొను,hatırlamak
1240,vergessen::V,మఱచిపోవు,unutmak
1241,messen::V,కొలుచుట,ölçmek
1242,zählen::V,లెక్కపెట్టు,saymak
1243,rechnen::V,లెక్కపెట్టు,hesap etmek
1244,lesen::V,చదువు,okumak
1245,malen::V,పూనుట,resmini yapmak
1246,zeichnen::V,వ్రాసుట,çizmek
1247,schreiben::V,వ్రాయు,yazmak
1248,besitzen::V,కలిగియుండు,haiz olmak
1249,besitzen::V,కలిగియుండు,sahip olmak
1250,kaufen::V,కొను,almak
1251,verkaufen::V,అమ్ము,satmak
1252,bezahlen::V,చెల్లించు,ödemek
1253,zahlen::V,చెల్లించు,ödemek
1254,beherrschen::V,ఏలు,hâkim olmak
1255,ertragen::V,భరించు,dayanmak
1256,ertragen::V,భరించు,katlanmak
