,Concept_ID,kk,ko
818,vergebens::ADV,бекер,헛되이
819,vor::PRP,алды,앞에
820,hinter::PRP,артынан,뒤에
821,unter::PRP,түп,잍에
822,unter::PRP,маңында,잍에
823,durch::PRP,арқылы,통고하여
824,neben::PRP,іргеде,와나란히
825,neben::PRP,жанында,와나란히
826,zwischen::PRP,арада,의사이로
827,wegen::PRP,үшін,때문에
828,dies::PRN,бұ,이
829,dies::PRN,осы,이
830,das::PRN,сол,저
831,alles::PRN,дүйім,모든것
832,alles::PRN,күллі,모든것
833,ich::PRN,мен,나
834,du::PRN,сен,너
835,er::PRN,ол,그
836,wir::PRN,біз,우리
837,ihr::PRN,сіз,너희들
838,sie::PRN,олар,그들
839,was::FPRN,не,뭣
840,wer::FPRN,кім,누구
841,wo::FADV,кәні,어디
842,wo::FADV,қайда,어디
843,wohin::FADV,қайда,어디로
844,wie::FADV,калай,어떻게
845,warum::FADV,неғып,왜
846,wieviel::FNUM,неше,얼마만큰
847,wieviel::FNUM,қанша,얼마만큰
848,eins::NUM,бір,하나
849,zwei::NUM,екі,둘
850,drei::NUM,үш,셋
851,vier::NUM,төрт,넷
852,fünf::NUM,бес,다섯
853,sechs::NUM,алты,여섯
854,sieben::NUM,жеті,일곱
855,acht::NUM,сегіз,여덟
856,neun::NUM,тоғыз,아홉
857,zehn::NUM,он,열
858,elf::NUM,он бір,열하나
859,zwölf::NUM,он екі,열둘
860,zwanzig::NUM,жиырма,스물
861,dreißig::NUM,отыз,서름
862,vierzig::NUM,қырық,마흔
863,fünfzig::NUM,елу,숸
864,sechzig::NUM,алпыс,에순
865,siebzig::NUM,жетпіс,일흔
866,achtzig::NUM,сексен,여든
867,neunzig::NUM,тоқсан,아흔
868,hundert::NUM,жүз,백
869,tausend::NUM,мың,천
870,und::CNJ,та,와
871,oder::CNJ,әлде,아니면
872,oder::CNJ,немесе,아니면
873,stehen::V,тұру,서다
874,sitzen::V,отыру,앉다
875,liegen::V,жату,눕다
876,hängen::V,ілу,달다
877,werden::V,болу,되다
878,werden::V,түрегелу,되다
879,passieren::V,болу,지장옶다
880,beginnen::V,басталу,시작되다
881,enden::V,ада болу,큳내다
882,wechseln::V,құбылу,병경하다
883,wechseln::V,өзгеру,병경하다
884,aufgehen[Sonne]::V,шығу,뜨다
885,untergehen[Sonne]::V,батыру,지다
886,scheinen[Sonne]::V,жылтырау,빛나다
887,donnern::V,күркіреу,천둥치다
888,wehen::V,огып тур,풀다
889,strömen::V,сорғалау,흐르다
890,fließen::V,ағу,흐르다
891,sich drehen::V,айналу,돌다
892,schwanken::V,толықсу,동요하다
893,schwingen::V,тербелу,흔들다
894,fallen::V,құлау,떨어지다
895,fallen::V,жығылу,떨어지다
896,fallen::V,төмендеу,떨어지다
897,brennen::V,жану,타다
898,rauchen::V,түтету,김이나다
899,regnen::V,жауу,비가오다
900,gefrieren::V,мұздай қату,얼다
901,gefrieren::V,мұз боп қату,얼다
902,tauen::V,жібу,녹다
903,schmelzen::V,еру,녹다
904,trocknen::V,курау,홈치다
905,sieden::V,қайнау,끓다
906,faulen::V,иістену,부패하다
907,verfaulen::V,шіру,썩다
908,reißen::V,жыртылу,지바찢다
909,versinken::V,малтығу,가라앉다
910,vergehen::V,өту,지나가다
911,erscheinen::V,көріну,나타나다
912,erscheinen::V,көрініп қалу,나타나다
913,verschwinden::V,ғайып_болу,사라지다
914,sinken::V,ылдилау,가라앉다
915,sinken::V,төмендеу,가라앉다
916,abnehmen::V,кемітілу,떼어내다
917,zunehmen::V,көбею,증가하다
918,steigen::V,қобу,상승하다
919,steigen::V,көтерілу,상승하다
920,steigen::V,жоғарылау,상승하다
921,wachsen::V,өсу,생기하다
922,glänzen::V,жалтырау,뛰오나다
923,funkeln::V,жарқырау,불티가잍어나다
924,funkeln::V,нұрлану,불티가잍어나다
925,funkeln::V,жылтылдау,불티가잍어나다
926,lärmen::V,шулау,떠들다
927,lärmen::V,шуылдау,떠들다
928,läuten::V,қоңыраулату,울시다
929,klingeln::V,дыңғырлау,초닌총을울리다
930,klirren::V,дыңылдату,탁탁울리다
931,brausen::V,тасу,쏴쏴소리내다
932,rauschen::V,сусылдау,솨솨
933,rauschen::V,сыбдырлау,솨솨
934,klingen::V,дыбыс шығару,반향하다
935,bellen::V,үру,짖다
936,heulen::V,ұлу,포효하다
937,blasen::V,үру,불다
938,pfeifen::V,ысқыру,피리를불다
939,schreien::V,шыңғыру,절규하다
940,schreien::V,айғайлау,절규하다
941,schreien::V,байбайлау,절규하다
942,schreien::V,бажалақтау,절규하다
943,stöhnen::V,ыңырсу,신음하다
944,stöhnen::V,ыңкылдау,신음하다
945,zittern::V,қалш,저뉼하다
946,zittern::V,қалшылдату,저뉼하다
947,leben::V,жасау,살다
948,leben::V,күнелту,살다
949,leben::V,күн көру,살다
950,leben::V,тіршілік ету,살다
951,geboren werden::V,туу,태어난
952,atmen::V,дем алу,숨쉬다
953,atmen::V,ауа жұту,숨쉬다
954,trinken::V,ішу,마시다
955,trinken::V,ұрттау,마시다
956,essen::V,жеу,먹다
957,essen::V,тамақтану,먹다
958,schlucken::V,жұту,들이켜다
959,müde werden::V,болдыру,
960,einschlafen::V,үйыктап калу,잠들다
961,schlafen::V,ұйықтау,자다
962,aufwachen::V,ояну,눈트다
963,aufstehen::V,ояну,서다
964,sich erholen::V,тынығу,회복하다
965,krank werden::V,кеселдену,
966,krank werden::V,сырқаттану,
967,krank werden::V,ауырып қалу,
968,krank werden::V,ауыра бастау,
969,krank werden::V,кеселге ұшырау,
970,krank werden::V,сырқаттанып қалу,
971,krank sein::V,ауыру,
972,krank sein::V,сырқаттану,
973,schmerzen::V,ауырады,아프다
974,husten::V,жөтелу,잔기침하다
975,genesen::V,айығу,낫다
976,sterben::V,өлу,죽다
977,sterben::V,қайтыс,죽다
978,sterben::V,жантапсыру,죽다
979,umkommen::V,өлу,못쓰게되다
980,umkommen::V,қаза табу,못쓰게되다
981,sich bewegen::V,жылжу,움직이다
982,sich rühren::V,қыбырлау,움직이다
983,sich erheben::V,тұру,이러서다
984,sich setzen::V,отыру,앉히다
985,hinfallen::V,жығылу,넘어지다
986,laufen::V,жояу жүру,걷다
987,schreiten::V,кадамдау,보행하다
988,spazierengehen::V,қыдыру,산보하다
989,eilen::V,асығу,서둘다
990,eilen::V,жеделдену,서둘다
991,eilen::V,жедепдеу,서둘다
992,sich beeilen::V,асығу,서둘게하다
993,sich beeilen::V,жеделдену,서둘게하다
994,sausen::V,заулау,서들러 떠나다
995,rennen::V,жүгіру,달리다
996,springen::V,секіру,도약하다
997,klettern::V,өрмелеп шығу,갑겨오르다
998,schaukeln::V,тербелу,흔들리게하다
999,kriechen::V,еңбектеу,기다
1000,schwimmen::V,жүзу,헤엄치다
1001,schwimmen::V,малту,헤엄치다
1002,schwimmen::V,қалықтау,헤엄치다
1003,tauchen::V,сүңгу,잠기다
1004,rudern::V,есу,물을헤치다
1005,fahren::V,бару,가다
1006,fahren::V,бару,나르다
1007,fliegen::V,ұшу,날다
1008,gehen::V,бару,가다
1009,weggehen::V,кету,팔리다
1010,abfahren::V,жөнелу,출발하다
1011,anhalten::V,тоқтау,멈추다
1012,hineingehen::V,кіру,(그리로)가다
1013,eintreten::V,ену,들러가다
1014,kommen::V,жету,오다
1015,ankommen::V,келу,고챀하다
1016,zurückkommen::V,қайту,보기
1017,bleiben::V,қалу,체류
1018,warten::V,тосу,기다리다
1019,erwarten::V,күту,기대하다
1020,suchen::V,іздеу,찾다
1021,suchen::V,іздеу,구하다
1022,finden::V,табу,찾아내다
1023,versuchen::V,талпыну,시험하다
1024,vorbereiten::V,әзірлеу,재비하다
1025,lieben::V,сүю,사랑하다
1026,mögen::V,жарату,줗아하다
1027,mögen::V,жақсы_көру,줗아하다
1028,lachen::V,күлу,웃다
1029,lachen::V,күлісу,웃다
1030,rühren::V,көңілін бұзу,건드리다
1031,weinen::V,жылау,울다
1032,schimpfen::V,ақырып-бақыру,꾸짖다
1033,sich ärgern::V,ашулану,화를내게 하다
1034,sich fürchten::V,сескену,두려원하다
1035,fürchten::V,қауіптену,두려원하다
1036,fürchten::V,сақсыну,두려원하다
1037,fliehen::V,қашу,도망치다
1038,fliehen::V,қашып кету,도망치다
1039,flüchten::V,қашу,도주하다
1040,flüchten::V,қашып кету,도주하다
1041,sehen::V,көру,보다
1042,anschauen::V,назар салу,바라보다
1043,ansehen::V,тамашалау,바라보다
1044,hören::V,есту,듣다
1045,zuhören::V,тыңдау,듣다
1046,zuhören::V,құлақ қою,듣다
1047,probieren::V,тату,시식하다
1048,probieren::V,дәм тату,시식하다
1049,riechen::V,иіскеу,내새를맡다
1050,fühlen::V,сезу,느끼다
1051,fühlen::V,сезіну,느끼다
1052,scheinen::V,болып көріну,...것같다
1053,zu sehen sein::V,көріну,보이는
1054,vernehmen::V,есту,듣다
1055,vernehmen::V,есту,들어서일다
1056,vernehmen::V,есітіп қалу,듣다
1057,vernehmen::V,есітіп қалу,들어서일다
1058,frieren::V,тоңу,춥다
1059,frieren::V,жаурау,춥다
1060,tun::V,ету,하다
1061,tun::V,істеу,하다
1062,können::V,білу,할주릴다
1063,wollen::V,қалау,바라다
1064,anfangen::V,бастау,시작하다
1065,beenden::V,бітіру,다하다
1066,beenden::V,адақтау,다하다
1067,beenden::V,тамамдау,다하다
1068,beenden::V,аяқтап шығу,다하다
1069,aufhören::V,доғару,그만두다
1070,gelingen::V,жолы түсу,성국하다
1071,geraten::V,калу,잘되어가다
1072,öffnen::V,ашу,열다
1073,öffnen::V,ашып қою,열다
1074,schließen::V,жабу,추측하다
1075,stellen::V,қою,세우다
1076,stellen::V,қойдыру,세우다
1077,setzen::V,отырғызу,놓다
1078,legen::V,салу,눕히다
1079,legen::V,калау,눕히다
1080,berühren::V,тию,대다
1081,verbinden::V,байлап алу,옝열하다
1082,verbinden::V,сабақтастыру,옝열하다
1083,bedecken::V,бүркеу,덮다
1084,aufhängen::V,ілу,매달다
1085,aufhängen::V,асып қою,매달다
1086,anzünden::V,тұтату,점화하다
1087,aufheben::V,көтеру,위로올리다
1088,zurücklassen::V,қалдыру,튀에남기다
1089,verlieren::V,жоғалту,잃다
1090,fallen lassen::V,құлатып алу,떨어뜨리다
1091,fallen lassen::V,қолдан түсіріп алу,떨어뜨리다
1092,machen::V,ету,하다
1093,machen::V,жасау,하다
1094,machen::V,жасап шығару,하다
1095,herstellen::V,жасап шығару,제조하다
1096,bauen::V,тұрғызу,짓다
1097,reparieren::V,оңдау,수셩자다
1098,verbessern::V,дұрыстау,정정하다
1099,ändern::V,өзгерту,바꾸다
1100,graben::V,үңгу,파다
1101,beugen::V,буғу,구부리다
1102,biegen::V,ию,굽히다
1103,biegen::V,майыстыру,굽히다
1104,drehen::V,айналдыру,회전
1105,wenden::V,екінші жағын айналдыру,회전시키다
1106,umdrehen::V,бұру,회전시키다
1107,heben::V,көтеру,일으아키다
1108,hochheben::V,жоғарылату,틀어올리다
1109,hochheben::V,көтеру,틀어올리다
1110,ergreifen::V,бас_салу,잡다
1111,ergreifen::V,шап_беріп_ұстап_алу,잡다
1112,ergreifen::V,шап_беру,잡다
1113,ergreifen::V,шап_ете_түсу,잡다
1114,halten::V,тұту,잡다
1115,halten::V,ұстау,잡다
1116,drücken::V,басу,누르다
1117,schieben::V,итеру,밀다
1118,kratzen::V,қыру,긁다
1119,lecken::V,жалау,핥다
1120,beißen::V,қабу,물다
1121,beißen::V,тістеу,물다
1122,beißen::V,қауып алу,물다
1123,abreißen::V,үзу,
1124,abschneiden::V,қырқу,귾어내다
1125,binden::V,байланыстыру,매다
1126,binden::V,байлап_алу,매다
1127,binden::V,байластыру,매다
1128,binden::V,байлау,매다
1129,binden::V,буу,매다
1130,binden::V,матау,매다
1131,binden::V,сабақтастыру,매다
1132,binden::V,ұштастыру,매다
1133,stecken::V,сұғу,찌르다
1134,brechen::V,сындыру,금
1135,klopfen::V,қағу,치다
1136,hauen::V,соғу,때리다
1137,kleben::V,желімдеу,들러붙다
1138,reiben::V,үйкеу,문지르다
1139,streichen::V,сүйкеу,쓰다듬다
1140,schleifen::V,егеу,갈다
1141,schleifen::V,қайрау,갈다
1142,schleifen::V,егеулеу,갈다
1143,schneiden::V,кесу,베다
1144,rütteln::V,қозғау,흔들다
1145,rütteln::V,жұлмалау,흔들다
1146,schütteln::V,дірілдету,흔들다
1147,schütteln::V,селкілдету,흔들다
1148,schwenken::V,бұлғау,흔들다
1149,schwenken::V,сермеу,흔들다
1150,schütten::V,құю,따르다
1151,füllen::V,толтыру,담다
1152,einwickeln::V,орау,싸다
1153,tragen::V,алып жүру,지우다
1154,schleppen::V,тарту,끌다
1155,ziehen::V,тарту,당기다
1156,aufbewahren::V,сақтау,간직하다
1157,werfen::V,лақтыру,던지다
1158,fangen::V,қармау,밥다
1159,fangen::V,қағып алу,밥다
1160,packen::V,шап беру,쥐다
1161,packen::V,шап ете түсу,쥐다
1162,packen::V,шап беріп ұстап алу,쥐다
1163,verstecken::V,тығу,숨기다
1164,verstecken::V,жасыру,숨기다
1165,teilen::V,бөлу,나누다
1166,schicken::V,жіберу,보내다
1167,bringen::V,әкелу,가겨
1168,bringen::V,алып келу,가겨
1169,hinzufügen::V,қосу,부가하다
1170,hinzufügen::V,үстеу,부가하다
1171,bekommen::V,алу,얻다
1172,erhalten::V,алмақ,지니다
1173,nehmen::V,алу,잡다
1174,nehmen::V,алмақ,잡다
1175,wählen::V,таңдау,선거하다
1176,auswählen::V,екшеу,선출하다
1177,auswählen::V,саралау,선출하다
1178,auswählen::V,сұрыптау,선출하다
1179,auswählen::V,сайлап алу,선출하다
1180,bewahren::V,сақтау,저장보종
1181,behindern::V,оралғы болу,훼방하다
1182,verderben::V,бүлдіру,못쓰게 되다
1183,beschädigen::V,бұзу,상하게하다
1184,zerbrechen::V,уату,깨뜨리다
1185,zerreißen::V,жырту,잡아쫓다
1186,zerstören::V,қирату,파괴하다
1187,zerstören::V,талқандау,파괴하다
1188,verbrennen::V,өртеу,소실하다
1189,verbrennen::V,жандыру,소실하다
1190,verbrennen::V,өртеп жіберу,소실하다
1191,verbrennen::V,жандырып жіберу,소실하다
1192,geben::V,беру,주다
1193,reichen::V,беру,내일다
1194,schenken::V,тарту,주다
1195,versprechen::V,уәде беру,약속하다
1196,wünschen::V,тілеу,바라다
1197,loben::V,мақтау,칭찬하다
1198,loben::V,дәріптеу,칭찬하다
1199,küssen::V,сүю,키스하다
1200,wiegen::V,тербеу,어르다
1201,zudecken::V,бүркеу,뚜꺼을하다
1202,wecken::V,ояту,깨우다
1203,zeigen::V,көрсету,보이다
1204,führen::V,ерту,가게하다
1205,führen::V,жетектеу,가게하다
1206,lehren::V,оқыту,가르치다
1207,unterrichten::V,оқыту,가르지다
1208,aufziehen::V,бағу,사육하다
1209,leiten::V,басқару,이끌다
1210,leiten::V,жетекшілік ету,이끌다
1211,antreiben::V,асықтыру,몰다
1212,lassen::V,-ткізу,내버려두다
1213,lassen::V,мәжбүр ету,내버려두다
1214,einladen::V,шақыру,초청하다
1215,vereinigen::V,біріктіру,하나로하다
1216,vereinigen::V,біріктіріп қою,하나로하다
1217,besuchen::V,кіріп шығу,방문하다
1218,besuchen::V,барып шығу,방문하다
1219,treffen::V,кездесу,만나다
1220,sich versammeln::V,топталу,조립하다
1221,spielen::V,ойнау,눌다
1222,singen::V,сайрау,노래하다
1223,tanzen::V,билеу,춤추하다
1224,sich trennen::V,айрылысу,가르다
1225,verlassen::V,тастау,버림받은
1226,retten::V,құтқару,구조하다
1227,bewachen::V,күзету,치키다
1228,schützen::V,жақтау,보호하다
1229,schützen::V,жақтасу,보호하다
1230,verteidigen::V,қорғау,막다
1231,sich schlagen::V,алысу,치다
1232,schießen::V,ату,쏘다
1233,siegen::V,жеңу,이기다
1234,ärgern::V,ашуландыру,성을내게하다
1235,schlagen::V,ұру,치다
1236,treten::V,тебу,디디다
1237,stechen::V,шаншу,찌르다
1238,stoßen::V,түрту,찌르다
1239,stehlen::V,ұрлау,훔치다
1240,stören::V,кесірлен,움직이다
1241,belästigen::V,мазасын алу,괴롭히다
1242,verbergen::V,сездірмеу,숨기다
1243,täuschen::V,жалған айту,속이다
1244,betrügen::V,алдау,속이다
1245,betrügen::V,алдап кету,속이다
1246,betrügen::V,ақымақ қылу,속이다
1247,töten::V,құрту,죽이다
1248,töten::V,өлтіру,죽이다
1249,wohnen::V,мекендеу,실다
1250,wohnen::V,өмір сүру,실다
1251,arbeiten::V,істеу,일하다
1252,arbeiten::V,еңбектену,일하다
1253,sammeln::V,жыю,모으다
1254,pflücken::V,жұлу,꿔다
1255,jagen::V,аулау,사냥하다
1256,fischen::V,балык_аулау,고기를잡다
1257,fassen::V,ұстау,움켜쥐다
1258,hüten::V,жаю,망보다
1259,hüten::V,бағу,망보다
1260,treiben::V,айдау,몰아세우다
1261,anbinden::V,байлау,묶다
1262,füttern::V,ас ішкізу,사료를주다
1263,füttern::V,азықтандыру,사료를주다
1264,füttern::V,қоректендіру,사료를주다
1265,melken::V,сауу,젖을짜다
1266,hacken::V,турау,자르다
1267,gießen::V,суару,물을대다
1268,reifen::V,жетілу,성숙하다
1269,zubereiten::V,даяр ету,조제하다
1270,kochen::V,асу,요리하다
1271,backen::V,пісіру,쿱다
1272,braten::V,қуыру,굽다
1273,umrühren::V,былғалау,교반하다
1274,umrühren::V,сапырылыстыру,교반하다
1275,stricken::V,торлау,뜨개질하다
1276,stricken::V,тоқу,뜨개질하다
1277,nähen::V,тігу,꿰매다
1278,färben::V,бояу,채색하다
1279,färben::V,сырлау,채색하다
1280,reinigen::V,аршу,청소하다
1281,reinigen::V,тазалау,청소하다
1282,waschen::V,жуу,씻다
1283,abwischen::V,сүрту,닦다
1284,spülen::V,шаю,씻다
1285,fegen::V,сыпыру,소체하다
1286,kehren::V,сыпыру,청소하다
1287,baden::V,шомылу,감다
1288,sich waschen::V,жуыну,모믈 씻다
1289,ausziehen::V,шешу,벗다
1290,anziehen::V,кигізу,끌어움직이다
1291,sich anziehen::V,киіну,
1292,kämmen::V,тарау,빗다
1293,schmücken::V,әсемдеу,치레하다
1294,schmücken::V,мәнерлеу,치레하다
1295,schmücken::V,көріктендіру,치레하다
1296,sagen::V,деу,말하다
1297,sagen::V,айту,말하다
1298,sprechen::V,деу,말하다
1299,sprechen::V,айту,말하다
1300,reden::V,сөйлеу,이야기하다
1301,reden::V,сөйлесу,이야기하다
1302,reden::V,тіл қатысу,이야기하다
1303,sich unterhalten::V,сұхбаттасу,
1304,fragen::V,сұрау,질문하다
1305,bitten::V,өтіну,원하다
1306,bitten::V,жалыну,원하다
1307,erzählen::V,айту,이야기하다
1308,mitteilen::V,білдіру,이야기하다
1309,nennen::V,атау,부르다
1310,rufen::V,шақыру,불러내다
1311,prahlen::V,бөсу,자랑하다
1312,übersetzen::V,аудару,번역하다
1313,denken::V,ойлау,생각하다
1314,glauben::V,нану,믿다
1315,glauben::V,илану,믿다
1316,bemerken::V,аңғару,인자하다
1317,erkennen::V,тану,인식하다
1318,begreifen::V,ұғу,파악하다
1319,begreifen::V,аңғарып алу,파악하다
1320,verstehen::V,пайым,이해하다
1321,verstehen::V,түсіну,이해하다
1322,lernen::V,оқу,배우다
1323,wissen::V,хабардар болу,알다
1324,sich erinnern an::V,еске түсіру,상기하다
1325,vergessen::V,ұмыту,잊다
1326,messen::V,өлшеу,측정하다
1327,zählen::V,санау,세다
1328,rechnen::V,санап шығару,게산하다
1329,rechnen::V,санап шығу,게산하다
1330,rechnen::V,санау,게산하다
1331,lesen::V,оқу,읽다
1332,malen::V,сурет салу,그리다
1333,zeichnen::V,сурет салу,소묘하다
1334,schreiben::V,жазу,쓰다
1335,besitzen::V,болу,소유하다
1336,kaufen::V,алу,사다
1337,kaufen::V,әперу,사다
1338,verkaufen::V,сату,팔다
1339,bezahlen::V,төлеу,지불하다
1340,bezahlen::V,ақы беру,지불하다
1341,bezahlen::V,ақы төлеу,지불하다
1342,zahlen::V,төлеу,치르다
1343,beherrschen::V,билеу,지배하다
1344,ertragen::V,төзу,참다
1345,ertragen::V,шыдау,참다
