,Concept_ID,fr,ko
111,Anhöhe::N,élévation,언덕
112,Berg::N,mont,산
113,Berg::N,montagne,산
114,Gipfel::N,cime,졀졍
115,Gipfel::N,sommet,졀졍
116,Höhle::N,caverne,공동
117,Abhang::N,pente,몰매
118,Abhang::N,versant,몰매
119,Quelle::N,source,근원
120,Quelle::N,fontaine,근원
121,Bach::N,ruisseau,내
122,Fluss::N,fleuve,강
123,Fluss::N,rivière,강
124,Ufer::N,bord,강변
125,Ufer::N,bord,바닷가
126,Ufer::N,rivage,강변
127,Ufer::N,rivage,바닷가
128,Küste::N,côte,해변
129,Küste::N,côte,해변가
130,Festland::N,terre ferme,본토
131,Meer::N,mer,바다
132,Bucht::N,baie,협만
133,Insel::N,île,섬
134,Blume::N,fleur,꽃
135,Gras::N,herbe,풀
136,Wurzel::N,racine,뿌리
137,Baum::N,arbre,나무
138,Stamm::N,tronc,대
139,Rinde::N,écorce,나무껍질
140,Ast::N,branche,가지
141,Zweig::N,rameau,가지
142,Blatt::N,feuille,잎
143,Birke::N,bouleau,자작나무
144,Kiefer[Baum]::N,pin,소나무
145,Weide[Baum]::N,saule,쉬양버들
146,Tanne::N,sapin,전나무
147,Horn::N,corne,뿔
148,Feder::N,plume,깃털
149,Fell::N,peau,피혁모피
150,Flügel::N,aile,날개
151,Klaue::N,serre,갈고리 발톺
152,Kralle::N,ongle,발툭
153,Kralle::N,griffe,발툭
154,Schwanz::N,queue,꼬리
155,Ei::N,œuf,알
156,Nest::N,nid,보금자리
157,Bau::N,terrier,굴
158,Tier::N,animal,짐승
159,Herde::N,troupeau,가축의떼
160,Kuh::N,vache,암소
161,Bulle::N,taureau,황소
162,Pferd::N,cheval,말
163,Schaf::N,mouton,양
164,Schwein::N,porc,돼지
165,Schwein::N,cochon,돼지
166,Hund::N,chien,개
167,Katze::N,chat,고양이
168,Bär::N,ours,콤
169,Eichhörnchen::N,écureuil,다람쥐
170,Elch::N,élan,고라니
171,Fuchs::N,renard,여우
172,Hase::N,lièvre,토끼
173,Maus::N,souris,쥐
174,Wolf::N,loup,늑대
175,Vogel::N,oiseau,새
176,Schwarm::N,nuée,뗴
177,Schwarm::N,volée,뗴
178,Huhn::N,poule,암탉
179,Hahn::N,coq,수탉
180,Gans::N,oie,거위
181,Adler::N,aigle,수리
182,Ente::N,canard,오리
183,Eule::N,hibou,부엉이
184,Kranich::N,grue,두루미
185,Krähe::N,corneille,까마귀
186,Kuckuck::N,coucou,뻐꾸기
187,Schwan::N,cygne,배조
188,Fisch::N,poisson,물고기
189,Barsch::N,perche,농어
190,Hecht::N,brochet,에속스
191,Schlange[Tier]::N,serpent,뱀
192,Wurm::N,ver,벌레
193,Spinne::N,araignée,거미
194,Ameise::N,fourmi,개미
195,Laus::N,pou,이
196,Mücke::N,moucheron,모기
197,Fliege::N,mouche,날기
198,Schmetterling::N,papillon,나비
199,Beere::N,baie,장과
200,Apfel::N,pomme,사과
201,Pilz::N,champignon,고방이
202,Zwiebel::N,oignon,양파
203,Saat::N,semence,씨
204,Korn::N,grain,알맹이
205,Heu::N,foin,건초
206,Schale::N,pelure,피상
207,Grube::N,fosse,
208,Falle::N,piège,함정
209,Schlinge::N,lacs,올가미
210,Schlinge::N,lacs,멜빵붕대
211,Spur::N,trace,발지국
212,Asche::N,cendre,재
213,Dreck::N,crotte,똥
214,Dreck::N,crotte,오물
215,Eisen::N,fer,쇠
216,Eisen::N,fer,철
217,Gold::N,or,항금
218,Silber::N,argent,은
219,Kohle::N,charbon,슻
220,Glas::N,verre,유리
221,Lehm::N,glaise,찰흙
222,Sand::N,sable,모래
223,Mensch::N,homme,사람
224,Mann::N,homme,남자
225,Frau::N,femme,여자
226,Kind::N,enfant,아이
227,Junge::N,garçon,소녁
228,Mädchen::N,fille,소녀
229,Mädchen::N,jeune fille,소녀
230,Familie::N,famille,가족
231,Großvater::N,grand-père,할아버지
232,Großmutter::N,grand-mère,할머니
233,Eltern::N,parents,어버오
234,Vater::N,père,아버지
235,Mutter::N,mère,어머니
236,Sohn::N,fils,아들
237,Tochter::N,fille,딸기
238,Bruder::N,frère,형제
239,Schwester::N,sœur,누이
240,Onkel::N,oncle,백부
241,Tante::N,tante,아주머니
242,Ehemann::N,mari,남편
243,Ehemann::N,époux,남편
244,Ehefrau::N,femme,아내
245,Ehefrau::N,épouse,아내
246,Freude::N,joie,기쁨
247,Freude::N,plaisir,기쁨
248,Gelächter::N,rires,웃음
249,Glück::N,bonheur,즐거움
250,Kummer::N,peine,슬픔
251,Kummer::N,chagrin,슬픔
252,Wunsch::N,désir,소망
253,Lust::N,envie,
254,Geist::N,esprit,할기
255,Gedanke::N,idée,상념
256,Gedanke::N,pensée,상념
257,Gedächtnis::N,mémoire,기억
258,Verstand::N,raison,분별
259,Verstand::N,raison,지능
260,Sinn::N,sens,센스
261,Grund::N,cause,까닭
262,Grund::N,raison,까닭
263,Wahrheit::N,vérité,참
264,Wahrheit::N,vérité,진실
265,Gespräch::N,conversation,대화
266,Märchen::N,conte,동화
267,Märchen::N,conte de fées,동화
268,Erzählung::N,conte,이야기
269,Erzählung::N,narration,이야기
270,Nachricht::N,message,
271,Neuigkeit::N,nouvelle,뉴스
272,Name::N,nom,이름
273,Rätsel::N,énigme,수수께끼
274,Rätsel::N,devinette,수수께끼
275,Rede::N,parole,연설
276,Rede::N,discours,연설
277,Sprache::N,langue,말
278,Sprache::N,langage,말
279,Stimme::N,voix,목소리
280,Wort::N,mot,낱말
281,Zeichen::N,signe,신호
282,Ruf::N,cri,부름
283,Ruf::N,appel,부름
284,Lärm::N,bruit,소동
285,Laut::N,son,음성
286,Ton::N,ton,목소리
287,Lied::N,chant,노래
288,Lied::N,chanson,노래
289,Ruhe::N,calme,쉼
290,Ruhe::N,tranquillité,쉼
291,Leute::N,gens,사람들
292,Volk::N,peuple,국중
293,Arbeit::N,travail,근로
294,Arbeit::N,travail,너무
295,Gast::N,hôte,손님
296,Gast::N,invité,손님
297,Geschenk::N,cadeau,행하
298,Geschenk::N,présent,행하
299,Spiel::N,jeu,무리
300,Gesellschaft::N,compagnie,교제
301,Hilfe::N,aide,거들음
302,Hilfe::N,aide,보좌
303,Hilfe::N,secours,거들음
304,Hilfe::N,secours,보좌
305,Freund::N,ami,친구
306,Kamerad::N,copain,동실자
307,Kamerad::N,camarade,동실자
308,Angelegenheit::N,affaire,용무
309,Anzahl::N,nombre,어떤
310,Anzahl::N,nombre,수
311,Art::N,sorte,정류
312,Art::N,espèce,정류
313,Stück::N,morceau,일부분
314,Teil::N,part,몱
315,Teil::N,part,구훠
316,Teil::N,partie,몱
317,Teil::N,partie,구훠
318,Hälfte::N,moitié,2분의
319,Kreis::N,cercle,고리
320,Kreuz::N,croix,열십자
321,Linie::N,ligne,선
322,Strich::N,trait,스침
323,Abstand::N,écart,거리
324,Entfernung::N,distance,거리
325,Gegend::N,région,곳
326,Gegend::N,région,부금
327,Gegend::N,contrée,곳
328,Gegend::N,contrée,부금
329,Platz::N,place,장소
330,Ort::N,lieu,장소
331,Ort::N,endroit,장소
332,Seite::N,côté,옆면
333,Mitte::N,milieu,궁간
334,Gegenstand::N,objet,항목
335,Sache::N,chose,뭉에
336,Rand::N,bord,가
337,Kante::N,arête,귀퉁
338,Ecke::N,coin,구석
339,Ecke::N,tournant,구석
340,Spitze::N,cime,끝
341,Spitze::N,cime,참단
342,Spitze::N,pointe,끝
343,Spitze::N,pointe,참단
344,Ende::N,bout,말당
345,Loch::N,trou,빙옷
346,Winkel::N,coin,각도
347,Winkel::N,réduit,각도
348,Muster::N,dessin,본
349,Muster::N,dessin,견복
350,Größe::N,grandeur,신장
351,Länge::N,longueur,길이긺
352,Höhe::N,hauteur,높이
353,Höhe::N,altitude,높이
354,Gewicht::N,poids,추
355,Menge::N,quantité,수양
356,Haufen::N,tas,퇴적
357,Reihe::N,file,열
358,Reihe::N,rangée,열
359,Boot::N,canot,보트
360,Boot::N,bateau,보트
361,Ruder::N,rame,노
362,Ruder::N,aviron,노
363,Schlitten::N,traîneau,썰매
364,Ski::N,ski,스키
365,Lagerfeuer::N,feu de camp,캠프의 모닥불
366,Last::N,charge,무거운짐
367,Last::N,fardeau,무거운짐
368,Gang::N,tour,걸음
369,Gang::N,marche,걸음
370,Schritt::N,pas,보조
371,Norden::N,nord,북쪽 
372,Süden::N,sud,남쪽
373,Westen::N,ouest,서쪽
374,Westen::N,occident,서쪽
375,Osten::N,est,동쪽
376,Osten::N,orient,동쪽
377,Holz::N,bois,목재
378,Brett::N,planche,마루널
379,Platte::N,plaque,탤
380,Platte::N,plaque,금속판
381,Stütze::N,appui,버팀목
382,Stütze::N,soutien,버팀목
383,Stange::N,barre,장대
384,Stange::N,perche,장대
385,Stock::N,canne,막대기
386,Stab::N,bâton,작대기
387,Rohr::N,tube,갈대
388,Rohr::N,tuyau,갈대
389,Haus::N,maison,집
390,Heim::N,maison,집
391,Ofen::N,poêle,아궁이
392,Fußboden::N,plancher,마루
393,Tisch::N,table,탁자
394,Stuhl::N,chaise,의자
395,Wiege::N,berceau,발상지
396,Bett::N,lit,침대
397,Regal::N,étagère,서가
398,Kiste::N,caisse,짐궤
399,Fenster::N,fenêtre,눔
400,Tür::N,porte,문
401,Tor::N,porte,대문
402,Tor::N,portail,대문
403,Zaun::N,clôture,담장
404,Dach::N,toit,지붕
405,Leiter::N,échelle,사닥다리
406,Besen::N,balai,비
407,Spaten::N,bêche,가래
408,Schaufel::N,pelle,삽
409,Gabel::N,fourchette,갈래
410,Löffel::N,cuiller,숟가락
411,Messer::N,couteau,나이프
412,Nagel::N,clou,발툽
413,Netz::N,filet,그물
414,Haken::N,croc,갈고리
415,Haken::N,crochet,갈고리
416,Griff::N,prise,움켜쥠
417,Griff::N,manche,움켜쥠
418,Schloss::N,serrure,자물쇠
419,Bild::N,image,그림
420,Bild::N,tableau,그림
421,Figur::N,figure,몸메
422,Puppe::N,poupée,인형
423,Beutel::N,sac,클
424,Beutel::N,petit sac,클
425,Bündel::N,paquet,자근다발
426,Bündel::N,faisceau,자근다발
427,Tasche::N,sac,가방
428,Eimer::N,seau,동이
429,Deckel::N,couvercle,뚜껑
430,Geschirr::N,vaisselle,식시
431,Sack::N,sac,조갑
432,Tasse::N,tasse,차잔
433,Topf::N,pot,단지
434,Topf::N,marmite,단지
435,Kessel::N,chaudron,주전자
436,Essen::N,repas,먹기
437,Essen::N,manger,먹기
438,Nahrung::N,nourriture,식료
439,Speise::N,plat,음식물
440,Fleisch::N,viande,고기
441,Getreide::N,blé,곡물
442,Getreide::N,céréales,곡물
443,Brei::N,purée,젤리
444,Brei::N,bouillie,젤리
445,Brot::N,pain,빵
446,Scheibe::N,tranche,원반
447,Fett::N,graisse,기름
448,Butter::N,beurre,버터
449,Öl::N,huile,올리브유
450,Salz::N,sel,소금
451,Suppe::N,soupe,국
452,Suppe::N,soupe,수프
453,Suppe::N,potage,국
454,Suppe::N,potage,수프
455,Honig::N,miel,감미
456,Milch::N,lait,유즙
457,Tee::N,thé,차
458,Leder::N,cuir,가죽
459,Wolle::N,laine,양털
460,Stoff::N,tissu,패료
461,Stoff::N,étoffe,패료
462,Nadel::N,aiguille,바늘
463,Faden::N,fil,콘실
464,Knopf::N,bouton,단추
465,Knoten::N,nœud,곁절
466,Farbe::N,peinture,색
467,Kleidung::N,vêtements,옷입기
468,Kleidung::N,habillement,옷입기
469,Hemd::N,chemise,속옷
470,Kragen::N,col,깃
471,Ärmel::N,manche,소매
472,Hose::N,pantalon,바지
473,Gürtel::N,ceinture,밴드
474,Mütze::N,bonnet,모자
475,Mütze::N,casquette,모자
476,Schuh::N,soulier,구두
477,Schuh::N,chaussure,구두
478,Stiefel::N,botte,장화
479,Ring::N,bague,고리
480,Band::N,ruban,리본
481,Kamm::N,peigne,빗
482,Spiegel::N,glace,거울
483,Spiegel::N,miroir,거울
484,Riemen::N,lanière,가죽끈
485,Riemen::N,courroie,가죽끈
486,Schnur::N,corde,밧줄
487,Schnur::N,ficelle,밧줄
488,Leine::N,laisse,고삐줄
489,Decke::N,couverture,이부자리
490,Kissen::N,oreiller,깔개
491,Tuch::N,drap,천
492,Tuch::N,fichu,천
493,Handtuch::N,serviette,수건
494,Handtuch::N,essuie-mains,수건
495,Kraft::N,force,세력
496,Stärke::N,vigueur,힘
497,Gesundheit::N,santé,위생
498,Krankheit::N,maladie,병
499,Schmerz::N,douleur,아픔고통
500,Wunde::N,plaie,상처
501,Wunde::N,blessure,상처
502,Fieber::N,fièvre,열별
503,Arznei::N,remède,약
504,Arznei::N,médecine,약
505,Brücke::N,pont,교량
506,Brunnen::N,puits,원천
507,Weide::N,pâturage,목장
508,Pfad::N,sentier,좁은길
509,Weg::N,voie,길
510,Weg::N,chemin,길
511,Straße::N,route,길
512,Dorf::N,village,촌
513,Dorf::N,village,촌락
514,Stadt::N,cité,도시
515,Stadt::N,ville,도시
516,Brief::N,lettre,서한
517,Buch::N,livre,책
518,Buchstabe::N,lettre,문자
519,Buchstabe::N,caractère,문자
520,Zeitung::N,journal,신문
521,Leben::N,vie,삶
522,Tod::N,mort,죽음
523,Grab::N,tombe,무덤
524,Kirche::N,église,교회
525,Sünde::N,péché,부정
526,Gott::N,dieu,하느님
527,Arbeiter::N,ouvrier,일하는사람
528,Arbeiter::N,travailleur,일하는사람
529,Chef::N,chef,사장
530,Chef::N,patron,사장
531,Meister::N,maître,명인
532,Meister::N,maître,대가
533,Arzt::N,médecin,의사
534,Lehrer::N,professeur,교사
535,Lehrer::N,instituteur,교사
536,Geld::N,argent,돈
537,Geschäft::N,affaire,일
538,Geschäft::N,commerce,일
539,Laden::N,magasin,가게
540,Laden::N,boutique,가게
541,Preis::N,prix,가격
542,Ware::N,marchandise,상품
543,Nutzen::N,profit,이익
544,Reichtum::N,richesse,많음
545,Welt::N,monde,세상
546,Land::N,pays,지방
547,Staat::N,État,국가
548,König::N,roi,국왕
549,Macht::N,pouvoir,힘
550,Macht::N,puissance,힘
551,Grenze::N,frontière,국경
552,Krieg::N,guerre,전쟁
553,Feind::N,ennemi,적
554,Gewalt::N,violence,권력
555,Kampf::N,lutte,전투
556,Kampf::N,combat,전투
557,Bogen[Waffe]::N,arc,활
558,Pfeil::N,flèche,화살
559,Gewehr::N,fusil,무기
560,Fehler::N,faute,오류
561,Fehler::N,erreur,오류
562,Lüge::N,mensonge,거짓말
563,Schaden::N,dégât,손상
564,Schaden::N,dommage,손상
565,Unglück::N,malheur,불행
566,Schuld::N,faute,부채
567,Schuld::N,culpabilité,부채
568,Alter::N,âge,연령
569,Schluss::N,fin,마감
570,Zeit::N,temps,때
571,Zeit::N,temps,시간
572,Tag::N,jour,하루
573,Tag::N,journée,하루
574,Morgen::N,matin,이침
575,Morgen::N,matinée,이침
576,Mittag::N,midi,대낮
577,Abend::N,soir,저녁
578,Abend::N,soirée,저녁
579,Nacht::N,nuit,밤
580,Woche::N,semaine,근무일
581,Monat::N,mois,달
582,Jahr::N,an,해
583,Jahr::N,année,해
584,Frühling::N,printemps,봄
585,Sommer::N,été,여름
586,Herbst::N,automne,가을
587,Winter::N,hiver,겨울
588,Januar::N,janvier,일월
589,Februar::N,février,이월
590,März::N,mars,삼월
591,April::N,avril,사월
592,Mai::N,mai,오월
593,Juni::N,juin,유월
594,Juli::N,juillet,칠월
595,August::N,août,팔월
596,September::N,septembre,구월
597,Oktober::N,octobre,시월
598,November::N,novembre,십일월
599,Dezember::N,décembre,십이월
600,Montag::N,lundi,월요일
601,Dienstag::N,mardi,화요일
602,Mittwoch::N,mercredi,수요일
603,Donnerstag::N,jeudi,모교일
604,Freitag::N,vendredi,그묘일
605,Samstag::N,samedi,토요일
606,Sonntag::N,dimanche,일요일
607,groß::A,grand,큰
608,klein::A,petit,자근
609,lang::A,long,긴
610,kurz::A,court,짧은
611,breit::A,large,넓은
612,schmal::A,étroit,좁은
613,dicht::A,dense,농밀한
614,dick[Gegenstand]::A,épais,두꺼운
615,dünn::A,mince,얇은
616,fein::A,fin,미세한
617,fein::A,menu,미세한
618,fest::A,ferme,굳은
619,fest::A,solide,굳은
620,flach::A,plat,얕은
621,glatt::A,poli,반들반들한
622,glatt::A,lisse,반들반들한
623,hart::A,dur,굳은
624,weich::A,mou,연한
625,rund::A,rond,둥근
626,spitz::A,aigu,뾰족한
627,spitz::A,pointu,뾰족한
628,scharf::A,tranchant,날카로운
629,stumpf::A,mousse,무딘
630,stumpf::A,émoussé,무딘
631,schwer::A,lourd,무거운
632,schwer::A,pesant,무거운
633,schön::A,beau,멋진
634,heiß::A,chaud,뜨거운
635,heiß::A,très chaud,뜨거운
636,warm::A,chaud,따뜻한
637,kalt::A,froid,찬
638,kühl::A,frais,서늘한
639,frisch::A,frais,신선한
640,feucht::A,humide,축축한
641,nass::A,mouillé,젖은
642,trocken::A,sec,마른
643,voll::A,plein,완전한
644,voll::A,rempli,완전한
645,leer::A,vide,빈
646,offen::A,ouvert,열린
647,geschlossen::A,clos,닫힌
648,geschlossen::A,fermé,닫힌
649,sauber::A,net,깨끗한
650,sauber::A,propre,깨끗한
651,schmutzig::A,sale,더러운
652,schmutzig::A,crasseux,더러운
653,roh::A,cru,날게잇의
654,roh::A,brut,날게잇의
655,reif::A,mûr,이근
656,lecker::A,délicieux,맛있는
657,lecker::A,appétissant,맛있는
658,süß::A,doux,단
659,bitter::A,amer,찌르는듯한
660,sauer::A,aigre,산성의
661,hell::A,clair,밝은
662,dunkel::A,sombre,어두운
663,schwarz::A,noir,검은
664,weiß::A,blanc,하얀
665,rot::A,rouge,붉은
666,gelb::A,jaune,황색
667,blau::A,bleu,푸른
668,grün::A,vert,녹색의
669,grau::A,gris,회색의
670,bunt::A,multicolore,알록달록한
671,billig::A,bon marché,싼
672,teuer::A,cher,값비산
673,wertvoll::A,précieux,가치가많은
674,blind::A,aveugle,눈먼
675,taub::A,sourd,무감간한
676,kräftig::A,fort,강장한
677,kräftig::A,vigoureux,강장한
678,stark::A,fort,강한
679,stark::A,puissant,강한
680,schwach::A,faible,약한
681,fett::A,gras,실찐
682,schlank::A,svelte,호리호리한
683,hübsch::A,joli,예쁜
684,böse::A,mauvais,나쁜
685,dumm::A,sot,어리석은
686,dumm::A,bête,어리석은
687,faul::A,fainéant,너덜너덜한
688,faul::A,paresseux,너덜너덜한
689,fleißig::A,appliqué,근면한
690,geizig::A,avare,인색한
691,klug::A,intelligent,
692,geschickt::A,habile,교묘한
693,lieb::A,cher,친애하는
694,lieb::A,gentil,친애하는
695,lustig::A,gai,유쾌한
696,lustig::A,joyeux,유쾌한
697,sanft::A,doux,온화한
698,hungrig::A,affamé,배고픈
699,krank::A,malade,병든
700,nackt::A,nu,벌거벗은
701,traurig::A,triste,슬픈
702,lebendig::A,vivant,살아있는
703,gut::A,bon,좋은
704,schlecht::A,mauvais,나쁜
705,richtig::A,juste,바른
706,richtig::A,correct,바른
707,schlimm::A,grave,못된
708,schlimm::A,mauvais,못된
709,wahr::A,vrai,참된
710,wahr::A,véritable,참된
711,alt::A,vieux,늙은
712,neu::A,neuf,새
713,neu::A,nouveau,새
714,ehemalig::A,ancien,전의
715,alt[Lebewesen]::A,âgé,낡은
716,alt[Lebewesen]::A,vieux,낡은
717,jung::A,jeune,젊은
718,arm::A,pauvre,가난한
719,reich::A,riche,풍부한
720,bekannt::A,connu,저명한
721,berühmt::A,fameux,유명한
722,berühmt::A,célèbre,유명한
723,fremd::A,étranger,타처이
724,verschieden::A,différent,따른
725,nah::A,lié,가까운
726,nah::A,proche,가까운
727,fern::A,éloigné,먼
728,fern::A,lointain,먼
729,linker::A,gauche,왼쭉의
730,rechter::A,droit,오른쪽의
731,anderer::A,autre,다른
732,erster::A,premier,첫째
733,zweiter::A,second,둘째
734,zweiter::A,deuxième,둘째
735,dritter::A,troisième,셋째
736,letzter::A,dernier,의후자의
737,allein::ADV,seul,훌로
738,auf einmal::ADV,à la fois,갑자기
739,zusammen::ADV,ensemble,모아서
740,lange::ADV,longtemps,오래
741,plötzlich::ADV,tout à coup,둘연한
742,sofort::ADV,immédiatement,즉시
743,später::ADV,plus tard,보다늦은
744,jetzt::ADV,maintenant,목하
745,heute::ADV,aujourd'hui,오늘
746,morgen::ADV,demain,내일
747,bald::ADV,bientôt,곱
748,dann::ADV,puis,그경우에
749,dann::ADV,ensuite,그경우에
750,gestern::ADV,hier,어제
751,einst::ADV,jadis,옛날에
752,einst::ADV,autrefois,옛날에
753,damals::ADV,alors,그때에
754,damals::ADV,à l'époque,그때에
755,danach::ADV,après,그 뒤에
756,danach::ADV,ensuite,그 뒤에
757,vorher::ADV,auparavant,미리
758,zuerst::ADV,d'abord,최초로
759,zuerst::ADV,premièrement,최초로
760,einmal::ADV,une fois,한번
761,manchmal::ADV,parfois,땓대로
762,manchmal::ADV,quelquefois,땓대로
763,oft::ADV,souvent,땓대로
764,immer::ADV,toujours,늘
765,niemals::ADV,ne ... jamais,결코...(하지)않다
766,hier::ADV,ici,여기
767,hierhin::ADV,par ici,여기로
768,von hier::ADV,d'ici,
769,dort::ADV,là,거기
770,dort::ADV,là-bas,거기
771,dorthin::ADV,y,저기예
772,dorthin::ADV,par là,저기예
773,geradeaus::ADV,tout droit,곧장
774,vorwärts::ADV,en avant,앞으로
775,rückwärts::ADV,en arrière,뒤로
776,zurück::ADV,de retour,제자리로
777,unten::ADV,en bas,아래에
778,unten::ADV,au-dessous,아래에
779,hinab::ADV,en bas,아래쪽으로
780,hinab::ADV,vers le bas,아래쪽으로
781,oben::ADV,dessus,위에
782,oben::ADV,en haut,위에
783,hinauf::ADV,en haut,위쪽으로
784,hinauf::ADV,vers le haut,위쪽으로
785,überall::ADV,partout,도처에
786,nicht::ADV,ne ... pas,안
787,ein wenig::ADV,un peu,적음
788,kaum::ADV,à peine,가의
789,sehr::ADV,très,자주
790,so::ADV,si,그와같이
791,so::ADV,ainsi,그와같이
792,noch::ADV,encore,아직
793,nur::ADV,seulement,다만
794,nur::ADV,ne ... que,다만
795,schon::ADV,déjà,이미
796,wieder::ADV,de nouveau,다시
797,vergebens::ADV,en vain,헛되이
798,vor::PRP,devant,앞에
799,hinter::PRP,derrière,뒤에
800,unter::PRP,sous,잍에
801,unter::PRP,au-dessous de,잍에
802,durch::PRP,par,통고하여
803,durch::PRP,à travers,통고하여
804,neben::PRP,à côté de,와나란히
805,zwischen::PRP,entre,의사이로
806,wegen::PRP,à cause de,때문에
807,dies::PRN,ceci,이
808,das::PRN,ce,저
809,das::PRN,cela,저
810,alles::PRN,tout,모든것
811,ich::PRN,je,나
812,ich::PRN,moi,나
813,du::PRN,tu,너
814,du::PRN,toi,너
815,er::PRN,il,그
816,er::PRN,lui,그
817,wir::PRN,nous,우리
818,ihr::PRN,vous,너희들
819,sie::PRN,ils,그들
820,sie::PRN,elles,그들
821,was::FPRN,que,뭣
822,was::FPRN,quoi,뭣
823,wer::FPRN,qui,누구
824,wo::FADV,où,어디
825,wohin::FADV,où,어디로
826,wie::FADV,comment,어떻게
827,warum::FADV,pourquoi,왜
828,wieviel::FNUM,combien,얼마만큰
829,eins::NUM,un,하나
830,zwei::NUM,deux,둘
831,drei::NUM,trois,셋
832,vier::NUM,quatre,넷
833,fünf::NUM,cinq,다섯
834,sechs::NUM,six,여섯
835,sieben::NUM,sept,일곱
836,acht::NUM,huit,여덟
837,neun::NUM,neuf,아홉
838,zehn::NUM,dix,열
839,elf::NUM,onze,열하나
840,zwölf::NUM,douze,열둘
841,zwanzig::NUM,vingt,스물
842,dreißig::NUM,trente,서름
843,vierzig::NUM,quarante,마흔
844,fünfzig::NUM,cinquante,숸
845,sechzig::NUM,soixante,에순
846,siebzig::NUM,soixante-dix,일흔
847,achtzig::NUM,quatre-vingt,여든
848,neunzig::NUM,quatre-vingt-dix,아흔
849,hundert::NUM,cent,백
850,tausend::NUM,mille,천
851,und::CNJ,et,와
852,oder::CNJ,ou,아니면
853,stehen::V,être debout,서다
854,sitzen::V,être assis,앉다
855,liegen::V,être couché,눕다
856,hängen::V,pendre,달다
857,werden::V,devenir,되다
858,passieren::V,se passer,지장옶다
859,beginnen::V,commencer,시작되다
860,enden::V,finir,큳내다
861,enden::V,se terminer,큳내다
