,Concept_ID,en,et
83,Nebel::N,fog,udu
84,Wolke::N,cloud,pilv
85,Regen::N,rain,sadu
86,Schnee::N,snow,lumi
87,Eis::N,ice,jää
88,Frost::N,frost,pakane
89,Kälte::N,chill,külm
90,Kälte::N,chill,külmus
91,Hitze::N,heat,kuumus
92,Hitze::N,heat,palavus
93,Raureif::N,hoarfrost,härmatis
94,Regenbogen::N,rainbow,vikerkaar
95,Donner::N,thunder,kõu
96,Donner::N,thunder,müristamine
97,Strömung::N,current,voolus
98,Strömung::N,current,jõevool
99,Tropfen::N,drop,tilk
100,Schaum::N,foam,vaht
101,Schmutz::N,dirt,pori
102,Schmutz::N,dirt,mustus
103,See::N,lake,järv
104,Sumpf::N,swamp,soo
105,Moor::N,moor,raba
106,Wiese::N,meadow,aas
107,Wiese::N,meadow,nurm
108,Wald::N,forest,mets
109,Hügel::N,hill,küngas
110,Anhöhe::N,elevation,küngas
111,Berg::N,mountain,mägi
112,Gipfel::N,summit,mäetipp
113,Höhle::N,cave,koobas
114,Abhang::N,slope,nõlvak
115,Quelle::N,source,allikas
116,Bach::N,brook,oja
117,Fluss::N,river,jõgi
118,Ufer::N,shore,kallas
119,Küste::N,coast,rannik
120,Festland::N,land,mander
121,Festland::N,land,maismaa
122,Meer::N,sea,meri
123,Bucht::N,cove,laht
124,Insel::N,island,saar
125,Blume::N,flower,lill
126,Gras::N,grass,rohi
127,Wurzel::N,root,juur
128,Baum::N,tree,puu
129,Stamm::N,trunk,tüvi
130,Rinde::N,bark,koor
131,Ast::N,limb,oks
132,Zweig::N,branch,oks
133,Blatt::N,leaf,leht
134,Birke::N,birch,kask
135,Kiefer[Baum]::N,pine,mänd
136,Weide[Baum]::N,willow,paju
137,Tanne::N,fir,nulg
138,Horn::N,horn,sarv
139,Feder::N,feather,sulg
140,Fell::N,fur,karvkate
141,Fell::N,fur,karusnahk
142,Flügel::N,wing,tiib
143,Flügel::N,wing,tiivik
144,Klaue::N,claw,küüs
145,Kralle::N,claw,küünis
146,Schwanz::N,tail,saba
147,Ei::N,egg,muna
148,Nest::N,nest,pesa
149,Bau::N,lair,urg
150,Tier::N,animal,loom
151,Herde::N,flock,kari
152,Kuh::N,cow,lehm
153,Bulle::N,bull,pull
154,Pferd::N,horse,hobune
155,Schaf::N,sheep,lammas
156,Schwein::N,pig,siga
157,Hund::N,dog,koer
158,Katze::N,cat,kass
159,Bär::N,bear,karu
160,Eichhörnchen::N,squirrel,orav
161,Elch::N,elk,põder
162,Fuchs::N,fox,rebane
163,Hase::N,hare,jänes
164,Maus::N,mouse,hiir
165,Wolf::N,wolf,hunt
166,Vogel::N,bird,lind
167,Schwarm::N,swarm,parv
168,Huhn::N,chicken,kana
169,Hahn::N,cock,kukk
170,Gans::N,goose,hani
171,Adler::N,eagle,kotkas
172,Ente::N,duck,part
173,Eule::N,owl,kakk
174,Eule::N,owl,öökull
175,Kranich::N,crane,kurg
176,Krähe::N,crow,vares
177,Kuckuck::N,cuckoo,kägu
178,Schwan::N,swan,luik
179,Fisch::N,fish,kala
180,Barsch::N,perch,ahven
181,Hecht::N,pike,haug
182,Schlange[Tier]::N,snake,uss
183,Wurm::N,worm,uss
184,Wurm::N,worm,vagel
185,Spinne::N,spider,ämblik
186,Ameise::N,ant,sipelgas
187,Laus::N,louse,täi
188,Mücke::N,midge,sääsk
189,Fliege::N,fly,kärbes
190,Schmetterling::N,butterfly,liblikas
191,Beere::N,berry,mari
192,Apfel::N,apple,õun
193,Pilz::N,mushroom,seen
194,Zwiebel::N,onion,sibul
195,Saat::N,seed,seeme
196,Korn::N,grain,iva
197,Korn::N,grain,tera
198,Heu::N,hay,hein
199,Schale::N,husk,koor
200,Grube::N,pit,kaevand
201,Falle::N,trap,lõks
202,Falle::N,trap,püünis
203,Schlinge::N,noose,aas
204,Spur::N,track,jälg
205,Asche::N,ashes,tuhk
206,Dreck::N,filth,saast
207,Dreck::N,filth,mustus
208,Eisen::N,iron,raud
209,Gold::N,gold,kuld
210,Silber::N,silver,hõbe
211,Kohle::N,coal,süsi
212,Glas::N,glass,klaas
213,Lehm::N,clay,savi
214,Sand::N,sand,liiv
215,Mensch::N,human,inimene
216,Mann::N,man,mees
217,Frau::N,woman,naine
218,Kind::N,child,laps
219,Junge::N,boy,poiss
220,Mädchen::N,girl,tüdruk
221,Familie::N,family,perekond
222,Großvater::N,grandfather,vanaisa
223,Großmutter::N,grandmother,vanaema
224,Eltern::N,parents,vanemad
225,Vater::N,father,isa
226,Mutter::N,mother,ema
227,Sohn::N,son,poeg
228,Tochter::N,daughter,tütar
229,Bruder::N,brother,vend
230,Schwester::N,sister,õde
231,Onkel::N,uncle,onu
232,Tante::N,aunt,tädi
233,Ehemann::N,husband,mees
234,Ehemann::N,husband,abikaasa
235,Ehefrau::N,wife,naine
236,Ehefrau::N,wife,abikaasa
237,Freude::N,joy,rõõm
238,Gelächter::N,laughter,naer
239,Glück::N,happiness,õnn
240,Kummer::N,grief,mure
241,Kummer::N,grief,kurbus
242,Wunsch::N,wish,soov
243,Lust::N,desire,himu
244,Geist::N,spirit,vaim
245,Gedanke::N,thought,mõte
246,Gedächtnis::N,memory,mälu
247,Verstand::N,mind,aru
248,Verstand::N,mind,mõistus
249,Sinn::N,meaning,tähendus
250,Grund::N,reason,põhjus
251,Wahrheit::N,truth,tõde
252,Gespräch::N,talk,kõne
253,Gespräch::N,talk,vestlus
254,Märchen::N,fairy tale,muinasjutt
255,Erzählung::N,story,jutustus
256,Nachricht::N,message,teade
257,Neuigkeit::N,news,uudis
258,Name::N,name,nimi
259,Rätsel::N,puzzle,mõistatus
260,Rede::N,speech,kõne
261,Sprache::N,language,keel
262,Stimme::N,voice,hääl
263,Wort::N,word,sõna
264,Zeichen::N,sign,märk
265,Ruf::N,call,hüüe
266,Lärm::N,noise,müra
267,Laut::N,sound,hääl
268,Ton::N,tone,toon
269,Lied::N,song,laul
270,Ruhe::N,calm,rahu
271,Ruhe::N,calm,vaikus
272,Leute::N,people,inimesed
273,Volk::N,nation,rahvas
274,Arbeit::N,work,töö
275,Gast::N,guest,külaline
276,Geschenk::N,gift,kingitus
277,Spiel::N,game,mäng
278,Gesellschaft::N,company,selts
279,Hilfe::N,help,abi
280,Freund::N,friend,sõber
281,Kamerad::N,companion,sõber
282,Angelegenheit::N,matter,asi
283,Anzahl::N,count,arv
284,Anzahl::N,count,hulk
285,Art::N,sort,liik
286,Stück::N,piece,tükk
287,Teil::N,part,osa
288,Hälfte::N,half,pool
289,Kreis::N,circle,ring
290,Kreuz::N,cross,rist
291,Linie::N,line,joon
292,Strich::N,stroke,joon
293,Abstand::N,gap,vahe
294,Entfernung::N,distance,kaugus
295,Entfernung::N,distance,vahemaa
296,Gegend::N,area,ümbrus
297,Platz::N,space,ruum
298,Ort::N,place,paik
299,Seite::N,side,pool
300,Mitte::N,middle,keskpaik
301,Gegenstand::N,item,ese
302,Sache::N,thing,ese
303,Rand::N,fringe,äär
304,Rand::N,fringe,serv
305,Kante::N,edge,kant
306,Ecke::N,corner,nurk
307,Spitze::N,tip,teravik
308,Ende::N,end,ots
309,Ende::N,end,jupp
310,Loch::N,hole,auk
311,Winkel::N,angle,nurk
312,Muster::N,pattern,muster
313,Größe::N,size,suurus
314,Länge::N,length,pikkus
315,Höhe::N,height,kõrgus
316,Gewicht::N,weight,kaal
317,Gewicht::N,weight,raskus
318,Menge::N,amount,arv
319,Menge::N,amount,hulk
320,Haufen::N,heap,hunnik
321,Reihe::N,row,rivi
322,Boot::N,boat,paat
323,Ruder::N,oar,aer
324,Schlitten::N,sleigh,saan
325,Ski::N,ski,suusk
326,Lagerfeuer::N,campfire,lõke
327,Last::N,load,koorem
328,Gang::N,walk,käik
329,Schritt::N,step,samm
330,Norden::N,north,põhi
331,Süden::N,south,lõuna
332,Westen::N,west,lääs
333,Osten::N,east,ida
334,Holz::N,wood,puu
335,Brett::N,board,saelaud
336,Platte::N,slab,plaat
337,Stütze::N,bracket,tugi
338,Stange::N,pole,latt
339,Stange::N,pole,teivas
340,Stock::N,stick,kepp
341,Stab::N,staff,varras
342,Rohr::N,pipe,toru
343,Haus::N,house,maja
344,Heim::N,home,kodu
345,Ofen::N,stove,ahi
346,Fußboden::N,floor,põrand
347,Tisch::N,table,laud
348,Stuhl::N,chair,tool
349,Wiege::N,cradle,häll
350,Wiege::N,cradle,kätki
351,Bett::N,bed,voodi
352,Regal::N,shelf,riiul
353,Kiste::N,box,kast
354,Fenster::N,window,aken
355,Tür::N,door,uks
356,Tor::N,gate,värav
357,Zaun::N,fence,aed
358,Zaun::N,fence,tara
359,Dach::N,roof,katus
360,Leiter::N,ladder,redel
361,Besen::N,broom,luud
362,Spaten::N,spade,labidas
363,Schaufel::N,shovel,kühvel
364,Gabel::N,fork,kahvel
365,Löffel::N,spoon,lusikas
366,Messer::N,knife,nuga
367,Nagel::N,nail,nael
368,Netz::N,net,võrk
369,Haken::N,hook,haak
370,Haken::N,hook,konks
371,Griff::N,handle,sang
372,Griff::N,handle,käepide
373,Schloss::N,lock,lukk
374,Bild::N,picture,pilt
375,Figur::N,figure,kuju
376,Figur::N,figure,kujund
377,Puppe::N,doll,nukk
378,Beutel::N,pouch,paun
379,Bündel::N,bundle,kimp
380,Tasche::N,bag,kott
381,Eimer::N,bucket,pang
382,Eimer::N,bucket,ämber
383,Deckel::N,cover,kaas
384,Geschirr::N,dishes,nõud
385,Sack::N,sack,kott
386,Tasse::N,cup,tass
387,Topf::N,pot,pada
388,Kessel::N,kettle,pada
389,Essen::N,meal,söök
390,Nahrung::N,food,toit
391,Speise::N,dish,roog
392,Fleisch::N,meat,liha
393,Getreide::N,corn,teravili
394,Brei::N,mush,puder
395,Brot::N,bread,sai
396,Brot::N,bread,leib
397,Scheibe::N,slice,viil
398,Scheibe::N,slice,viilukas
399,Fett::N,fat,rasv
400,Butter::N,butter,või
401,Öl::N,oil,õli
402,Salz::N,salt,sool
403,Suppe::N,soup,supp
404,Honig::N,honey,mesi
405,Milch::N,milk,piim
406,Tee::N,tea,tee
407,Leder::N,leather,nahk
408,Wolle::N,wool,vill
409,Stoff::N,cloth,kangas
410,Nadel::N,needle,nõel
411,Faden::N,thread,niit
412,Knopf::N,button,nööp
413,Knoten::N,knot,sõlm
414,Farbe::N,paint,värv
415,Kleidung::N,clothes,riided
416,Kleidung::N,clothes,riietus
417,Hemd::N,shirt,särk
418,Kragen::N,collar,krae
419,Ärmel::N,sleeve,varrukas
420,Hose::N,trousers,püksid
421,Gürtel::N,belt,vöö
422,Mütze::N,cap,müts
423,Schuh::N,shoe,king
424,Stiefel::N,boot,saabas
425,Ring::N,ring,sõrmus
426,Band::N,ribbon,lint
427,Kamm::N,comb,kamm
428,Spiegel::N,mirror,peegel
429,Riemen::N,strap,rihm
430,Schnur::N,string,nöör
431,Leine::N,leash,jalutusrihm
432,Decke::N,blanket,tekk
433,Kissen::N,pillow,padi
434,Tuch::N,scarf,kalev
435,Handtuch::N,towel,käterätik
436,Kraft::N,force,jõud
437,Stärke::N,strength,tugevus
438,Gesundheit::N,health,tervis
439,Krankheit::N,illness,haigus
440,Schmerz::N,pain,valu
441,Wunde::N,wound,haav
442,Fieber::N,fever,palavik
443,Arznei::N,medicine,ravim
444,Brücke::N,bridge,sild
445,Brunnen::N,well,kaev
446,Weide::N,pasture,karjamaa
447,Pfad::N,path,rada
448,Weg::N,way,tee
449,Straße::N,road,tee
450,Dorf::N,village,küla
451,Stadt::N,town,linn
452,Brief::N,letter,kiri
453,Buch::N,book,raamat
454,Buchstabe::N,character,täht
455,Zeitung::N,newspaper,ajaleht
456,Leben::N,life,elu
457,Tod::N,death,surm
458,Grab::N,grave,haud
459,Kirche::N,church,kirik
460,Sünde::N,sin,patt
461,Gott::N,god,jumal
462,Arbeiter::N,worker,tööline
463,Chef::N,boss,ülemus
464,Chef::N,boss,juhataja
465,Meister::N,master,meister
466,Arzt::N,doctor,arst
467,Lehrer::N,teacher,õpetaja
468,Geld::N,money,raha
469,Geschäft::N,business,äri
470,Laden::N,shop,pood
471,Laden::N,shop,kauplus
472,Preis::N,price,hind
473,Ware::N,ware,kaup
474,Nutzen::N,profit,tulu
475,Nutzen::N,profit,kasulikkus
476,Reichtum::N,wealth,rikkus
477,Welt::N,world,maailm
478,Land::N,country,maa
479,Staat::N,state,riik
480,König::N,king,kuningas
481,Macht::N,power,võim
482,Grenze::N,border,piir
483,Krieg::N,war,sõda
484,Feind::N,enemy,vaenlane
485,Gewalt::N,violence,väevõim
486,Kampf::N,fight,võitlus
487,Bogen[Waffe]::N,bow,vibu
488,Pfeil::N,arrow,nool
489,Gewehr::N,gun,püss
490,Fehler::N,mistake,viga
491,Lüge::N,lie,vale
492,Schaden::N,damage,kahju
493,Unglück::N,misfortune,häda
494,Unglück::N,misfortune,õnnetus
495,Schuld::N,fault,süü
496,Alter::N,age,iga
497,Schluss::N,conclusion,lõpp
498,Zeit::N,time,aeg
499,Tag::N,day,päev
500,Morgen::N,morning,hommik
501,Mittag::N,noon,lõuna
502,Mittag::N,noon,keskpäev
503,Abend::N,evening,õhtu
504,Nacht::N,night,öö
505,Woche::N,week,nädal
506,Monat::N,month,kuu
507,Jahr::N,year,aasta
508,Frühling::N,spring,kevad
509,Sommer::N,summer,suvi
510,Herbst::N,autumn,sügis
511,Winter::N,winter,talv
512,Januar::N,January,jaanuar
513,Februar::N,February,veebruar
514,März::N,March,märts
515,April::N,April,aprill
516,Mai::N,May,mai
517,Juni::N,June,juuni
518,Juli::N,July,juuli
519,August::N,August,august
520,September::N,September,september
521,Oktober::N,October,oktoober
522,November::N,November,november
523,Dezember::N,December,detsember
524,Montag::N,Monday,esmaspäev
525,Dienstag::N,Tuesday,teisipäev
526,Mittwoch::N,Wednesday,kesknädal
527,Donnerstag::N,Thursday,neljapäev
528,Freitag::N,Friday,reede
529,Samstag::N,Saturday,laupäev
530,Sonntag::N,Sunday,pühapäev
531,groß::A,big,suur
532,klein::A,little,väike
533,klein::A,little,pisike
534,lang::A,long,pikk
535,kurz::A,short,lühike
536,breit::A,wide,lai
537,schmal::A,narrow,kitsas
538,dicht::A,dense,tihe
539,dick[Gegenstand]::A,thick,jäme
540,dünn::A,thin,õhuke
541,dünn::A,thin,peenike
542,fein::A,delicate,peen
543,fein::A,delicate,õhuke
544,fest::A,firm,püsiv
545,fest::A,firm,kindel
546,flach::A,flat,lame
547,flach::A,flat,tasane
548,glatt::A,smooth,sile
549,hart::A,hard,kõva
550,weich::A,soft,pehme
551,rund::A,round,ümar
552,spitz::A,pointed,torkav
553,scharf::A,sharp,terav
554,stumpf::A,blunt,nüri
555,schwer::A,heavy,raske
556,schön::A,beautiful,kena
557,heiß::A,hot,kuum
558,heiß::A,hot,palav
559,warm::A,warm,soe
560,kalt::A,cold,külm
561,kühl::A,cool,jahe
562,frisch::A,fresh,värske
563,feucht::A,damp,niiske
564,nass::A,wet,märg
565,trocken::A,dry,kuiv
566,voll::A,full,täis
567,leer::A,empty,tühi
568,offen::A,open,avatud
569,offen::A,open,lahtine
570,geschlossen::A,closed,suletud
571,sauber::A,clean,puhas
572,schmutzig::A,dirty,räpane
573,schmutzig::A,dirty,määrdunud
574,roh::A,raw,toores
575,reif::A,ripe,küps
576,lecker::A,delicious,hõrk
577,lecker::A,delicious,maitsev
578,süß::A,sweet,magus
579,bitter::A,bitter,mõru
580,sauer::A,sour,hapu
581,hell::A,bright,hele
582,dunkel::A,dark,pime
583,schwarz::A,black,must
584,weiß::A,white,valge
585,rot::A,red,punane
586,gelb::A,yellow,kollane
587,blau::A,blue,sinine
588,grün::A,green,roheline
589,grau::A,grey,hall
590,bunt::A,colourful,kirju
591,bunt::A,colourful,värviline
592,bunt::A,colorful,kirju
593,bunt::A,colorful,värviline
594,billig::A,cheap,odav
595,teuer::A,dear,kallis
596,wertvoll::A,precious,väärtuslik
597,blind::A,blind,pime
598,taub::A,deaf,kurt
599,kräftig::A,powerful,jõuline
600,stark::A,strong,tugev
601,schwach::A,weak,nõrk
602,schwach::A,weak,jõuetu
603,fett::A,fat,rasvane
604,schlank::A,slim,sale
605,hübsch::A,pretty,kena
606,böse::A,evil,tige
607,dumm::A,stupid,juhm
608,dumm::A,stupid,rumal
609,faul::A,lazy,laisk
610,fleißig::A,diligent,virk
611,fleißig::A,diligent,hoolas
612,geizig::A,stingy,ihne
613,klug::A,clever,tark
614,klug::A,clever,arukas
615,klug::A,clever,mõistlik
616,geschickt::A,skilful,osav
617,geschickt::A,skillful,osav
618,lieb::A,dear,armas
619,lustig::A,merry,lõbus
620,sanft::A,gentle,õrn
621,hungrig::A,hungry,näljane
622,krank::A,sick,haige
623,nackt::A,naked,alasti
624,traurig::A,sad,kurb
625,lebendig::A,living,elus
626,gut::A,good,hea
627,schlecht::A,bad,halb
628,richtig::A,correct,õige
629,schlimm::A,nasty,paha
630,wahr::A,true,tõene
631,alt::A,old,vana
632,neu::A,new,uus
633,ehemalig::A,former,endine
634,alt[Lebewesen]::A,aged,vana
635,jung::A,young,noor
636,arm::A,poor,vaene
637,reich::A,rich,rikas
638,bekannt::A,familiar,teada
639,bekannt::A,familiar,tuttav
640,berühmt::A,famous,tuntud
641,fremd::A,foreign,võõras
642,verschieden::A,different,erinev
643,nah::A,near,lähedane
644,fern::A,far,kauge
645,linker::A,left,vasak
646,rechter::A,right,parem
647,anderer::A,other,muu
648,anderer::A,other,teine
649,erster::A,first,esimene
650,zweiter::A,second,teine
651,dritter::A,third,kolmas
652,letzter::A,last,viimane
653,allein::ADV,alone,üksi
654,auf einmal::ADV,at once,korraga
655,auf einmal::ADV,at once,ühekorraga
656,zusammen::ADV,together,koos
657,zusammen::ADV,together,üheskoos
658,lange::ADV,long,kaua
659,plötzlich::ADV,suddenly,äkki
660,plötzlich::ADV,suddenly,järsku
661,sofort::ADV,instantly,kohe
662,später::ADV,later,hiljem
663,jetzt::ADV,now,nüüd
664,heute::ADV,today,täna
665,morgen::ADV,tomorrow,homme
666,bald::ADV,soon,pea
667,bald::ADV,soon,varsti
668,dann::ADV,then,siis
669,gestern::ADV,yesterday,eile
670,einst::ADV,once,vanasti
671,damals::ADV,at that time,tookord
672,danach::ADV,afterwards,seejärel
673,vorher::ADV,before,enne
674,zuerst::ADV,at first,enne
675,zuerst::ADV,at first,esmalt
676,einmal::ADV,once,kord
677,einmal::ADV,once,üks kord
678,manchmal::ADV,sometimes,mõnikord
679,oft::ADV,often,tihti
680,oft::ADV,often,sageli
681,immer::ADV,always,ikka
682,immer::ADV,always,alati
683,niemals::ADV,never,mitte kunagi
684,hier::ADV,here,siin
685,hierhin::ADV,hither,siia
686,hierhin::ADV,to here,siia
687,hierhin::ADV,here,siia
688,von hier::ADV,hence,siit
689,dort::ADV,there,seal
690,dorthin::ADV,thither,sinna
691,dorthin::ADV,there,sinna
692,dorthin::ADV,to there,sinna
693,geradeaus::ADV,ahead,otse edasi
694,vorwärts::ADV,forward,edasi
695,rückwärts::ADV,backward,tagurpidi
696,zurück::ADV,back,tagasi
697,unten::ADV,below,all
698,unten::ADV,below,allpool
699,hinab::ADV,down,alla
700,oben::ADV,above,ülal
701,hinauf::ADV,up,üles
702,überall::ADV,everywhere,kõikjal
703,nicht::ADV,not,ei
704,nicht::ADV,not,mitte
705,ein wenig::ADV,a little,veidi
706,ein wenig::ADV,a little,natuke
707,kaum::ADV,hardly,vaevalt
708,sehr::ADV,very,väga
709,so::ADV,so,nii
710,noch::ADV,still,veel
711,nur::ADV,only,ainult
712,schon::ADV,already,juba
713,wieder::ADV,again,jälle
714,vergebens::ADV,in vain,asjata
715,vor::PRP,in front of,ees
716,hinter::PRP,behind,taha
717,unter::PRP,under,all
718,durch::PRP,through,läbi
719,durch::PRP,through,kaudu
720,neben::PRP,next to,kõrval
721,zwischen::PRP,between,vahel
722,wegen::PRP,because of,tõttu
723,wegen::PRP,because of,pärast
724,dies::PRN,this,see
725,das::PRN,that,see
726,alles::PRN,everything,kõik
727,ich::PRN,I,mina
728,du::PRN,you,sina
729,du::PRN,thou,sina
730,er::PRN,he,tema
731,wir::PRN,we,me
732,ihr::PRN,you,te
733,sie::PRN,they,nad
734,was::FPRN,what,mis
735,wer::FPRN,who,kes
736,wo::FADV,where,kus
737,wohin::FADV,where ... to,kuhu
738,wohin::FADV,where to,kuhu
739,wohin::FADV,where,kuhu
740,wie::FADV,how,kuidas
741,warum::FADV,why,miks
742,wieviel::FNUM,how much,mitu
743,wieviel::FNUM,how much,kui palju
744,eins::NUM,one,üks
745,zwei::NUM,two,kaks
746,drei::NUM,three,kolm
747,vier::NUM,four,neli
748,fünf::NUM,five,viis
749,sechs::NUM,six,kuus
750,sieben::NUM,seven,seitse
751,acht::NUM,eight,kaheksa
752,neun::NUM,nine,üheksa
753,zehn::NUM,ten,kümme
754,elf::NUM,eleven,üksteist
755,zwölf::NUM,twelve,kaksteist
756,zwanzig::NUM,twenty,kakskümmend
757,dreißig::NUM,thirty,kolmkümmend
758,vierzig::NUM,forty,nelikümmend
759,fünfzig::NUM,fifty,viiskümmend
760,sechzig::NUM,sixty,kuuskümmend
761,siebzig::NUM,seventy,seitsekümmend
762,achtzig::NUM,eighty,kaheksakümmend
763,neunzig::NUM,ninety,üheksakümmend
764,hundert::NUM,a hundred,sada
765,tausend::NUM,a thousand,tuhat
766,und::CNJ,and,ja
767,oder::CNJ,or,või
768,stehen::V,stand,seisma
769,sitzen::V,sit,istuma
770,liegen::V,lie,lamama
771,hängen::V,hang,rippuma
772,werden::V,become,saama
773,werden::V,become,hakkama
774,passieren::V,happen,juhtuma
775,beginnen::V,begin,algama
776,beginnen::V,begin,hakkama
777,enden::V,end,lõppema
778,wechseln::V,change,vahelduma
779,aufgehen[Sonne]::V,rise,tõusma
780,untergehen[Sonne]::V,set,loojuma
781,scheinen[Sonne]::V,shine,paistma
782,donnern::V,thunder,kõmisema
783,wehen::V,blow,puhuma
784,strömen::V,stream,voolama
785,fließen::V,flow,voolama
786,sich drehen::V,revolve,pöörduma
787,schwanken::V,sway,kõikuma
788,schwingen::V,swing,võnkuma
789,fallen::V,fall,langema
790,brennen::V,burn,põlema
791,rauchen::V,smoke,suitsema
792,regnen::V,rain,sadama
793,gefrieren::V,freeze,kinni külmuma
794,tauen::V,thaw,sulama
795,schmelzen::V,melt,sulama
796,trocknen::V,dry,kuivama
797,sieden::V,boil,keema
798,faulen::V,rot,mädanema
799,verfaulen::V,decay,mädanema
800,reißen::V,snap,rebenema
801,versinken::V,sink,uppuma
802,vergehen::V,pass,mööduma
803,erscheinen::V,appear,ilmuma
804,verschwinden::V,disappear,kaduma
805,sinken::V,drop,vajuma
806,sinken::V,drop,langema
807,abnehmen::V,decrease,vähenema
808,abnehmen::V,decrease,kahenema
809,zunehmen::V,increase,kasvama
810,steigen::V,rise,tõusma
811,steigen::V,rise,üles minema
812,wachsen::V,grow,kasvama
813,glänzen::V,shine,läikimä
814,funkeln::V,sparkle,sädelema
815,lärmen::V,be noisy,lärmama
816,läuten::V,chime,helisema
817,klingeln::V,ring,helisema
818,klirren::V,tinkle,kõlisema
819,brausen::V,roar,kohisema
820,rauschen::V,rustle,kohisema
821,klingen::V,sound,kõlama
822,bellen::V,bark,haukuma
823,heulen::V,howl,uluma
824,blasen::V,blow,puhuma
825,pfeifen::V,whistle,vilistama
826,schreien::V,shout,karjuma
827,stöhnen::V,groan,oigama
828,zittern::V,tremble,värisema
829,leben::V,be alive,elama
830,leben::V,be alive,elus olema
831,geboren werden::V,be born,sündima
832,atmen::V,breathe,hingama
833,trinken::V,drink,jooma
834,essen::V,eat,sööma
835,schlucken::V,swallow,neelama
836,müde werden::V,get tired,väsima
837,einschlafen::V,fall asleep,uinuma
838,schlafen::V,sleep,magama
839,aufwachen::V,wake up,ärkama
840,aufstehen::V,get up,ärkama
841,aufstehen::V,get up,üles tõusma
842,sich erholen::V,relax,puhkama
843,krank werden::V,fall ill,haigestuma
844,krank werden::V,fall ill,haigeks jääma
845,krank sein::V,be ill,haige olema
846,schmerzen::V,ache,valutama
847,husten::V,cough,köhima
848,genesen::V,recover,toibuma
849,sterben::V,die,surema
850,umkommen::V,perish,surma saama
851,sich bewegen::V,move,liikuma
852,sich rühren::V,budge,liikuma
853,sich erheben::V,stand up,kerkima
854,sich setzen::V,sit down,istet võtma
855,hinfallen::V,tumble,kukkuma
856,hinfallen::V,tumble,maha kukkuma
857,laufen::V,walk,kõndima
858,schreiten::V,pace,astuma
859,spazierengehen::V,go for a walk,jalutama
860,eilen::V,rush,ruttama
861,eilen::V,rush,kiirustama
862,sich beeilen::V,hurry,ruttama
863,sich beeilen::V,hurry,kiirustama
864,sausen::V,dash,kihutama
865,sausen::V,dash,tormama
866,rennen::V,run,jooksma
867,rennen::V,run,kihutama
868,springen::V,jump,hüppama
869,klettern::V,climb,ronima
870,schaukeln::V,seesaw,kiikuma
871,kriechen::V,creep,roomama
872,schwimmen::V,swim,ujuma
873,tauchen::V,dive,sukelduma
874,rudern::V,row,sõudma
875,fahren::V,drive,sõitma
876,fliegen::V,fly,lendama
877,gehen::V,go,käima
