,Concept_ID,az,uz
788,schwanken::V,yellənmək,qoqilmoq
789,schwingen::V,yellənmək,lopillamoq
790,fallen::V,düşmek,tushmoq
791,brennen::V,yanmaq,yonmoq
792,rauchen::V,tüstüləmək,tutamoq
793,regnen::V,yağmaq,yomg'ir yog'moq
794,gefrieren::V,donmaq,muzlamoq
795,tauen::V,ərimək,ärimoq
796,schmelzen::V,ərimək,ärimoq
797,trocknen::V,qurumaq,qurimoq
798,sieden::V,qaynamaq,qaynamoq
799,faulen::V,çürümək,chirimoq
800,verfaulen::V,çürümək,chirimoq
801,reißen::V,yırtılmaq,qayt qilmoq
802,versinken::V,batmaq,g'arq bo'lmoq
803,vergehen::V,ötmək,o'tmoq
804,erscheinen::V,görünmək,zuhur ätmoq
805,verschwinden::V,yox olmaq,yo'qolmoq
806,sinken::V,enmək,pasaymoq
807,abnehmen::V,azalmaq,kamaymoq
808,zunehmen::V,artmaq,urchimoq
809,steigen::V,yüksəlmək,oshmoq
810,wachsen::V,böyümək,o'smoq
811,glänzen::V,parlamaq,porlamoq
812,funkeln::V,parıldamaq,yalt ätmoq
813,lärmen::V,səs-küy etmək,taraq ätmoq
814,läuten::V,çalmaq,jiringlamoq
815,klingeln::V,zəng etmək,jiringlamoq
816,klirren::V,cingildəmək,sharaqlamoq
817,brausen::V,gurlamaq,vag'illamoq
818,rauschen::V,xışıldamaq,shitirlamoq
819,klingen::V,səslənmək,yangramoq
820,bellen::V,hürmək,hurmoq
821,heulen::V,ulamaq,uvlamoq
822,blasen::V,üfləmək,puflamoq
823,pfeifen::V,fit vermek,xushtak chalmoq 
824,schreien::V,bağırmaq,qiyqirmoq
825,schreien::V,qışqırmaq,qiyqirmoq
826,stöhnen::V,inləmək,nola qilmoq
827,zittern::V,titrəmək,titramoq
828,leben::V,yaşamaq,yashamoq
829,geboren werden::V,doğmaq,tug'ilmoq
830,atmen::V,nəfəs almaq,nafas chiqarmoq
831,trinken::V,içmek,ichmoq
832,essen::V,yemək,emoq
833,schlucken::V,udmaq,yutmoq
834,müde werden::V,yorulmaq,horimoq
835,einschlafen::V,yuxuya getmək,uxlab qolmoq
836,schlafen::V,uyumaq,uxlamoq
837,aufwachen::V,oyanmaq,uyg'onmoq
838,aufstehen::V,yuxudan durmaq,qo'pmoq
839,sich erholen::V,dincəlmək,dam olmoq
840,krank werden::V,xəstə olmaq,kasallanmoq
841,krank sein::V,azarlanmaq,betob yotmoq
842,krank sein::V,xəstələnmək,betob yotmoq
843,schmerzen::V,ağrimaq,og'rimoq
844,husten::V,öksürmək,yo'talmoq
845,genesen::V,sağalmaq,tuzalmoq
846,sterben::V,ölmək,o'lmoq
847,sterben::V,vəfat etmək,o'lmoq
848,umkommen::V,həlak olmaq,halok bo'lmoq
849,sich bewegen::V,hərəkət etmək,harakat qilmoq
850,sich rühren::V,tərpənmək,qimirlamoq
851,sich erheben::V,qalxmaq,qo'pmoq
852,sich setzen::V,oturmaq,o'tirmoq
853,hinfallen::V,yıxılmaq,yiqilmoq
854,laufen::V,yerimək,yurmoq
855,schreiten::V,addım atmaq,yurmoq
856,spazierengehen::V,gəzmək,sayr ätmoq
857,eilen::V,atılmaq,tezlamoq
858,sich beeilen::V,tələsmək,shoshmoq
859,sausen::V,çırpmaq,chopqillamoq
860,rennen::V,qaçmaq,yugurmoq
861,springen::V,sıçramaq,sakramoq
862,klettern::V,dırmanmaq,yuqorilamoq
863,schaukeln::V,sallanmaq,irg'amoq
864,kriechen::V,sürünmək,ämaklamoq
865,schwimmen::V,üzmek,suzmoq
866,tauchen::V,dalmaq,chu'mmoq
867,rudern::V,avarlamaq,eshkak eshmoq
868,fahren::V,sürmək,haydamoq
869,fliegen::V,uçmaq,uchmoq
870,gehen::V,getmək,bormoq
871,weggehen::V,getmək,ketoq
872,abfahren::V,yola düşmək,jo'namoq
873,anhalten::V,saxlamaq,to'xtamoq
874,hineingehen::V,girmək,kirmoq
875,eintreten::V,girmək,kirmoq
876,eintreten::V,daxil olmaq,kirmoq
877,kommen::V,gəlmək,kelmoq
878,ankommen::V,gəlib çatmaq,etib kelmoq
879,zurückkommen::V,qayıtmaq,qaytib kelmoq
880,bleiben::V,qalmaq,qolmoq
881,warten::V,gözləmək,poylamoq
882,erwarten::V,bəkləmək,kutmoq
883,suchen::V,aramaq,izlamoq
884,suchen::V,axtarmaq,izlamoq
885,finden::V,tapmaq,topmoq
886,versuchen::V,çalışmaq,chalishmoq
887,vorbereiten::V,hazırlamaq,hozirlamoq
888,lieben::V,sevmək,sevmoq
889,mögen::V,xoşlamaq,ardoqlamoq
890,lachen::V,gülmək,kulmoq
891,rühren::V,həyəcanlandırmaq,ta'sirlantirmoq
892,weinen::V,ağlamaq,yig'lamoq
893,schimpfen::V,küfr etmək,koyinmoq
894,sich ärgern::V,acıqlanmaq,g'azab qilmoq
895,sich fürchten::V,qorxmaq,hurkmoq
896,fürchten::V,qorxmaq,qo'rqmoq
897,fliehen::V,qaçmaq,qochmoq
898,flüchten::V,qaçmaq,qochmoq
899,sehen::V,görmək,ko'rmoq
900,anschauen::V,baxmaq,razm solmoq
901,ansehen::V,baxmaq,razm qilmoq
902,hören::V,duymaq,äshitmoq
903,hören::V,eşitmək,äshitmoq
904,zuhören::V,dinləmək,tinglamoq
905,probieren::V,dadına baxmaq,tatib ko'rmoq
906,riechen::V,qoxlamaq,iskamoq
907,fühlen::V,duymaq,sezmoq
908,scheinen::V,görünmək,tuyilmoq
909,zu sehen sein::V,görünmək,ko'rinmoq
910,vernehmen::V,eşitmək,äshitmoq
911,frieren::V,üşümək,sovuq qotmoq
912,tun::V,etmək,ätmoq
913,können::V,bilmək,-a olmoq
914,können::V,bilmək,-y olmoq
915,können::V,bacarmaq,-a olmoq
916,können::V,bacarmaq,-y olmoq
917,wollen::V,istəmək,istamoq
918,anfangen::V,başlamaq,boshlamoq
919,beenden::V,bitirmək,bitirmoq
920,aufhören::V,bitmək,tinmoq
921,aufhören::V,qurtarmaq,tinmoq
922,gelingen::V,müvəffəq olmaq,muvaffaqiyat qozonmoq
923,geraten::V,düşmək,bo'lmoq
924,öffnen::V,açmaq,ochmoq
925,schließen::V,qapamaq,yopmoq
926,stellen::V,qoymaq,qo'ymoq
927,setzen::V,oturtmaq,o'tqazmoq
928,legen::V,qoymaq,yotqizmoq
929,berühren::V,toxunmaq,tegmoq
930,verbinden::V,bağlamaq,ulamoq
931,bedecken::V,örtmək,bekitmoq
932,aufhängen::V,asmaq,ildirmoq
933,anzünden::V,yandırmaq,yondirmoq
934,aufheben::V,qaldırmaq,ko'tarmoq
935,zurücklassen::V,buraxmaq,ayrilmoq
936,verlieren::V,itirmək,yo'qotmoq
937,fallen lassen::V,düşürmək,tushirmoq
938,machen::V,etmək,qilmoq
939,herstellen::V,istehsal etmək,chiqarmoq
940,bauen::V,tikmək,solmoq
941,reparieren::V,təmir etmək,tuzatmoq
942,verbessern::V,düzəltmək,isloh qilmoq
943,ändern::V,dəyişdirmək,o'zgartirmoq
944,graben::V,qazımaq,qazimoq
945,beugen::V,əymək,bukmoq
946,biegen::V,bükmək,bukmoq
947,drehen::V,döndərmək,aylantirmoq
948,wenden::V,çevirmək,burmoq
949,umdrehen::V,çevirmək,ag'darmoq
950,heben::V,qaldırmaq,yuksaltirmoq
951,hochheben::V,qaldırmaq,ko'tarmoq
952,ergreifen::V,tutmaq,tutamlamoq
953,halten::V,saxlamaq,tutmoq
954,drücken::V,sıxmaq,bosmoq
955,schieben::V,sürmək,surmoq
956,kratzen::V,qaşımaq,qashimoq
957,lecken::V,yalamaq,mijimoq
958,beißen::V,dişləmək,tishlamoq
959,abreißen::V,qoparmaq,emirmoq
960,abschneiden::V,ayırmaq,cho'rt kesmoq
961,binden::V,bağlamaq,bog'lamoq
962,stecken::V,soxmaq,suqmoq
963,brechen::V,qırmaq,sindirmoq
964,klopfen::V,sındırmaq,dukurlamoq
965,hauen::V,vurmaq,urmoq
966,kleben::V,apışdırmaq,yopishtirmoq
967,reiben::V,ovmaq,surkamoq
968,streichen::V,sürtmək,surkamoq
969,schleifen::V,bülövləmək,qayramoq
970,schneiden::V,kəsmək,kesmoq
971,rütteln::V,sirkələmək,chayqamoq
972,schütteln::V,çalxalamaq,chayqamoq
973,schwenken::V,yelləmək,chayqatmoq
974,schütten::V,tökmək,quymoq
975,füllen::V,doldurmaq,to'ldirmoq
976,einwickeln::V,sarımaq,chulg'amoq
977,tragen::V,daşımaq,tashimoq
978,schleppen::V,sürükləmək,sudramoq
979,ziehen::V,çəkmək,tortmoq
980,aufbewahren::V,gizlətmək,tutmoq
981,werfen::V,atmaq,tashlamoq
982,fangen::V,tutmaq,tutmoq
983,packen::V,yaxalamaq,opqochmoq
984,verstecken::V,gizlətmək,yashirmoq
985,teilen::V,bölmək,bo'lmoq
986,schicken::V,yollamaq,yubormoq
987,schicken::V,göndərmək,yubormoq
988,bringen::V,gətirmək,keltirmoq
989,hinzufügen::V,əlavə etmək,tirkamoq
990,bekommen::V,almaq,olmoq
991,bekommen::V,əldə etmək,olmoq
992,erhalten::V,almaq,olmoq
993,nehmen::V,almaq,olmoq
994,wählen::V,seçmək,saylamoq
995,auswählen::V,arımaq,saylamoq
996,bewahren::V,qorumaq,saqlamoq
997,behindern::V,mane olmaq,xalal bermoq
998,verderben::V,pozmaq,xazon qilmoq
999,beschädigen::V,zədələmək,buzmoq
1000,zerbrechen::V,qırmaq,sindirmoq
1001,zerbrechen::V,sındırmaq,sindirmoq
1002,zerreißen::V,yırtmaq,yirtmoq
1003,zerstören::V,dağıtmaq,vayron qilmoq
1004,verbrennen::V,yandırmaq,kuydirmoq
1005,geben::V,vermək,bermoq
1006,reichen::V,uzatmaq,bermoq
1007,schenken::V,vermək,sovg'a qilmoq
1008,versprechen::V,vəd vermək,va'da bermoq
1009,wünschen::V,arzulamaq,orziqmoq
1010,loben::V,tərifləmək,maqtamoq
1011,küssen::V,öpmək,o'pmoq
1012,wiegen::V,tərpətmək,tebratmoq
1013,zudecken::V,örtmək,yopmoq
1014,wecken::V,oyatmaq,uyg'otmoq
1015,zeigen::V,göstərmək,ko'rsatmoq
1016,führen::V,rəhbərlik etmək,boshlik bo'lmoq
1017,lehren::V,öyrətmək,o'rgatmoq
1018,unterrichten::V,öyrətmək,dars bermoq
1019,unterrichten::V,dərs vermək,dars bermoq
1020,aufziehen::V,tərbiyə etmək,o'stirmoq
1021,leiten::V,idarə etmək,boshqarmoq
1022,antreiben::V,bizləmək,shoshiltirmoq
1023,lassen::V,-tırmaq,ruxsat bermoq
1024,einladen::V,dəvət etmək,taklif kilmoq
1025,vereinigen::V,birləşdirmək,qo'shmoq
1026,besuchen::V,baş çəkmək,mehmonga bormoq
1027,besuchen::V,ziyarət etmək,mehmonga bormoq
1028,treffen::V,rastlaşmaq,duchor bo'lmoq
1029,treffen::V,rast gəlmək,duchor bo'lmoq
1030,sich versammeln::V,toplanmaq,to'planmoq
1031,spielen::V,oynamaq,o'ynamoq
1032,singen::V,oxumaq,yalla qilmoq
1033,tanzen::V,oynamaq,raqs qilmoq
1034,tanzen::V,rəqs etmək,raqs qilmoq
1035,sich trennen::V,ayrılmaq,yakkalanmoq
1036,verlassen::V,tərk etmək,qoldirmoq
1037,retten::V,xilas etmək,qutqazmoq
1038,bewachen::V,gözətmək,qo'rimoq
1039,schützen::V,qorumaq,yoniga olmoq
1040,verteidigen::V,qorumaq,yoqlamoq
1041,sich schlagen::V,döyüşmək,yoqalashmoq
1042,schießen::V,atmaq,otmoq
1043,schießen::V,atəş açmaq,otmoq
1044,siegen::V,yenmək,engmoq
1045,ärgern::V,acışdırmaq,jahl chiqarmoq
1046,schlagen::V,döymək,urmoq
1047,treten::V,təpmək,tepmoq
1048,stechen::V,soxmaq,qadamoq
1049,stoßen::V,itələmək,turtmoq
1050,stehlen::V,çalmaq,o'g'rilamoq
1051,stehlen::V,oğurlamaq,o'g'rilamoq
1052,stören::V,pozmaq,tebratmoq
1053,belästigen::V,narahat etmək,g'ashini keltirmoq
1054,verbergen::V,gizləmək,berkitmoq
1055,täuschen::V,aldatmaq,aldamoq
1056,betrügen::V,aldatmaq,tirriq qilmoq
1057,töten::V,öldürmək,o'ldirmoq
1058,wohnen::V,yaşamaq,istiqomat qilmoq
1059,arbeiten::V,işləmək,ishlamoq
1060,arbeiten::V,çalışmaq,ishlamoq
1061,sammeln::V,yığmaq,yig'moq
1062,sammeln::V,toplamaq,yig'moq
1063,pflücken::V,qoparmaq,termoq
1064,jagen::V,ovlamaq,ov qilmoq
1065,fischen::V,balıq tutmaq,baliq ovlamoq
1066,fassen::V,tutmaq,ilinmoq
1067,hüten::V,güdmək,boqtirmoq
1068,treiben::V,haylamaq,haydamoq
1069,anbinden::V,bağlamaq,bog'lamoq
1070,füttern::V,bəsləmək,edirmoq
1071,melken::V,sağmaq,sog'moq
1072,hacken::V,yarmaq,chopmoq
1073,gießen::V,sulamaq,oqizmoq
1074,reifen::V,dəymək,qizarmoq
1075,zubereiten::V,bişirmək,pishirmoq
1076,kochen::V,qaynatmaq,qaynatmoq
1077,backen::V,bişirmək,yopmoq
1078,braten::V,qızartmaq,qovurmoq
1079,umrühren::V,qarışdırmaq,atalamoq
1080,stricken::V,hörmək,to'qimoq
1081,nähen::V,tikmək,tikmoq
1082,färben::V,boyamaq,bo'yoqlamoq
1083,reinigen::V,təmizləmək,tozalamoq
1084,waschen::V,yumaq,yuvmoq
1085,abwischen::V,silmək,surkamoq
1086,spülen::V,çalxamaq,chaymoq
1087,fegen::V,süpürmək,cho'tkalamoq
1088,kehren::V,süpürmək,supurmoq
1089,baden::V,çimmək,cho'milmoq
1090,sich waschen::V,yuyunmaq,yuvinmoq
1091,ausziehen::V,soyunmaq,echintirmoq
1092,anziehen::V,geymək,kiymoq
1093,sich anziehen::V,geyinmək,kiyinmoq
1094,kämmen::V,daramaq,taramoq
1095,schmücken::V,bəzəmək,yasatmoq
1096,sagen::V,demək,aytmoq
1097,sagen::V,söymek,aytmoq
1098,sprechen::V,danışmaq,so'zlamoq
1099,reden::V,danışmaq,gapirmoq
1100,sich unterhalten::V,söhbət etmək,suhbatlashmoq
1101,fragen::V,soruşmaq,so'ramoq
1102,bitten::V,diləmək,iltimos qilmoq
1103,bitten::V,xahiş etmək,iltimos qilmoq
1104,erzählen::V,bəhs etmək,aytib bermoq
1105,mitteilen::V,bildirmək,bildirmoq
1106,nennen::V,adlandırmaq,atamoq
1107,rufen::V,çağırmaq,chaqirmoq
1108,prahlen::V,öyünmək,gerdaymoq
1109,übersetzen::V,tərcümə etmək,tarjima qilmoq
1110,denken::V,düşünmək,o'ylamoq
1111,denken::V,fikirləşmək,o'ylamoq
1112,glauben::V,inanmaq,ishonmoq
1113,bemerken::V,qeyd etmək,payqamoq
1114,erkennen::V,tanımaq,tanimoq
1115,begreifen::V,anlamaq,tushunmoq
1116,verstehen::V,duymaq,anglamoq
1117,lernen::V,öyrənmək,o'qimoq
1118,wissen::V,bilmək,bilmoq
1119,sich erinnern an::V,xatırlamaq,äsni tanimoq
1120,vergessen::V,unutmaq,unutmoq
1121,messen::V,ölçmək,o'lchamoq
1122,zählen::V,saymaq,raqamlamoq
1123,rechnen::V,hesablamaq,cho'tlamoq
1124,lesen::V,oxumaq,o'qimoq
1125,malen::V,şəkil çəkmək,rasm solmoq
1126,zeichnen::V,cızmaq,chizmoq
1127,schreiben::V,yazmaq,yozmoq
1128,besitzen::V,yiyələnmək,ägalamoq
1129,besitzen::V,malik olmaq,ägalamoq
1130,kaufen::V,satın almaq,olmoq
1131,verkaufen::V,satmaq,sotmoq
1132,bezahlen::V,ödəmək,to'lamoq
1133,zahlen::V,ödəmək,to'lamoq
1134,beherrschen::V,idarə etmək,ägalamoq
1135,ertragen::V,dözmək,chidamoq
