,Concept_ID,cv,ps
338,Kamerad::N,тус,انډيوال
339,Angelegenheit::N,ӗҫ,موضوع
340,Anzahl::N,йыш,شمېر
341,Anzahl::N,йыш,تعداد
342,Anzahl::N,хисеп,شمېر
343,Anzahl::N,хисеп,تعداد
344,Art::N,тӗс,ډول
345,Stück::N,татӑк,ټوټه
346,Teil::N,пай,برخه
347,Hälfte::N,ҫурӑ,نیم
348,Kreis::N,ункӑ,دایره
349,Kreis::N,ҫавракӑш,دایره
350,Kreuz::N,хӗрес,صلیب
351,Linie::N,йӗр,خط
352,Linie::N,йӗр,لیکه
353,Strich::N,йӗр,کرښه
354,Abstand::N,хушӑ,فاصله
355,Entfernung::N,хушӑ,واټن
356,Gegend::N,вырӑн,سیمه
357,Gegend::N,вырӑн,منطقه
358,Platz::N,хутлӑх,ځای
359,Ort::N,вырӑн,ځای
360,Seite::N,ен,مخ
361,Seite::N,ен,اړخ
362,Seite::N,аяк,مخ
363,Seite::N,аяк,اړخ
364,Seite::N,айӑк,مخ
365,Seite::N,айӑк,اړخ
366,Mitte::N,варӑ,وسط
367,Mitte::N,варӑ,مینځ
368,Gegenstand::N,япала,شی
369,Sache::N,япала,شی
370,Sache::N,япала,څيز
371,Rand::N,вӗҫ,څنډه
372,Rand::N,вӗҫ,کناره
373,Rand::N,хӗрӗ,څنډه
374,Rand::N,хӗрӗ,کناره
375,Rand::N,хӗрри,څنډه
376,Rand::N,хӗрри,کناره
377,Kante::N,хайкача,اړخ
378,Kante::N,хысак,اړخ
379,Ecke::N,кӗтес,ګوټ
380,Spitze::N,вӗҫ,څوکه
381,Ende::N,вӗҫ,څوکه
382,Loch::N,шӑтӑк,سوری
383,Winkel::N,кӗтес,کنج
384,Winkel::N,кӗтес,کوتی
385,Muster::N,эреш,نمونه
386,Größe::N,пысӑкӑш,قد
387,Größe::N,пысӑкӑш,لويوالی
388,Länge::N,вӑрӑмӑш,طول
389,Länge::N,вӑрӑмӑш,اوږد والی
390,Höhe::N,ҫӳллӗш,جګوالی
391,Gewicht::N,виҫе,وزن
392,Gewicht::N,йывӑрӑш,وزن
393,Menge::N,йыш,اندازه
394,Haufen::N,купа,کوټه
395,Reihe::N,рет,صف
396,Reihe::N,рет,کتار
397,Boot::N,кимӗ,قايق
398,Ruder::N,кӗсмен,چپه
399,Schlitten::N,ҫуна,ښویېدونی
400,Ski::N,йӗлтӗр,سکي
401,Lagerfeuer::N,вут,اور
402,Lagerfeuer::N,кӑвайт,اور
403,Last::N,сулмаклӑх,بار
404,Last::N,сулмаклӑх,پېټی
405,Last::N,йывӑр япала,بار
406,Last::N,йывӑр япала,پېټی
407,Gang::N,куҫӑм,تګ
408,Schritt::N,утӑм,ګام
409,Schritt::N,пусӑм,ګام
410,Norden::N,ҫурҫӗр,شمال
411,Süden::N,кӑнтӑр,سوېل
412,Westen::N,анӑҫ,لوېدېځ
413,Westen::N,хӗвел анӑҫ,لوېدېځ
414,Osten::N,хӗвел тухӑҫ,شرق
415,Osten::N,хӗвел тухӑҫ,ختیځ
416,Holz::N,йывӑҫ,لرګی
417,Brett::N,хӑма,تخته
418,Platte::N,плита,تخته
419,Stütze::N,ура,تکیوان
420,Stange::N,шерте,ډاګه
421,Stock::N,патак,لرګی
422,Stab::N,шӑчӑ,چيخله
423,Rohr::N,пӑрӑх,نل
424,Haus::N,ҫурт,کور
425,Heim::N,кил,کور
426,Ofen::N,кӑмака,تودنۍ
427,Fußboden::N,урай,غولی
428,Tisch::N,сӗтел,مېز
429,Stuhl::N,пукан,چوکۍ
430,Wiege::N,сӑпка,زانګو
431,Bett::N,кравать,کټ
432,Bett::N,кравать,چپرکټ
433,Regal::N,ҫӳлӗк,تاخچۍ
434,Regal::N,сентре,تاخچۍ
435,Kiste::N,ещӗк,صندوق
436,Kiste::N,сунтӑх,صندوق
437,Fenster::N,чӳрече,کړکۍ
438,Tür::N,алӑк,دروازه
439,Tor::N,хапха,دروازه
440,Zaun::N,хӳме,کټاره
441,Dach::N,тӑрӑ,بام
442,Leiter::N,пусма,زينه
443,Besen::N,шӑпӑр,جارو
444,Spaten::N,кӗреҫе,یوم
445,Schaufel::N,кӗреҫе,بېلچه
446,Gabel::N,вилка,پنجه
447,Löffel::N,кашӑк,کاشوغه
448,Messer::N,ҫӗҫӗ,چاقو
449,Nagel::N,пӑта,ميخ
450,Netz::N,тетел,جال
451,Haken::N,йӑрхах,څنګک
452,Haken::N,ҫекӗл,څنګک
453,Griff::N,хӑлӑп,لاستی
454,Schloss::N,ҫӑра,کلپ
455,Bild::N,сӑн,رسم
456,Bild::N,сӑнлӑх,رسم
457,Bild::N,картина,رسم
458,Figur::N,кӗлетке,قدوقامت
459,Puppe::N,пукане,ګوډۍ
460,Beutel::N,михӗ,کڅوړه
461,Bündel::N,ҫыхӑ,دسته
462,Bündel::N,тӗрке,دسته
463,Tasche::N,сумка,بکس
464,Tasche::N,сумка,توبره
465,Eimer::N,витре,سطل
466,Deckel::N,хупӑ,سرپوښ
467,Geschirr::N,савӑт-сапа,لوښی
468,Sack::N,михӗ,جوال
469,Tasse::N,курка,پیاله
470,Topf::N,кастрюль,دېګی
471,Kessel::N,хуран,دېګ
472,Essen::N,апат,خوراک
473,Nahrung::N,апат-ҫимӗс,خوراک
474,Speise::N,апат,خواړه
475,Speise::N,ҫимӗҫ,خواړه
476,Fleisch::N,аш,غوښه
477,Fleisch::N,какай,غوښه
478,Getreide::N,тырӑ,غله
479,Brei::N,пӑтӑ,اوګره
480,Brot::N,ҫӑкӑр,ډوډۍ
481,Scheibe::N,чӗлӗ,مړۍ
482,Scheibe::N,касӑк,مړۍ
483,Fett::N,ҫу,غوړي
484,Butter::N,ҫу,کوچ
485,Öl::N,ҫу,تېل
486,Salz::N,тӑвар,مالګه
487,Suppe::N,яшка,شوربا
488,Honig::N,пыл,شات
489,Milch::N,сӗт,شوده
490,Tee::N,чей,چای
491,Leder::N,сӑран,څرمن
492,Wolle::N,ҫӑм,پشم
493,Stoff::N,тӗртӗм,ټوټه
494,Nadel::N,йӗп,ستن
495,Faden::N,ҫип,تار
496,Knopf::N,тӳме,تڼۍ
497,Knopf::N,тӳме,تکمه
498,Knoten::N,йӑлӑ,غوټه
499,Farbe::N,сӑрӑ,رنګ
500,Kleidung::N,тум,کالي
501,Kleidung::N,ҫипуҫ,کالي
502,Kleidung::N,тум-тир,کالي
503,Hemd::N,кӗпе,کميس
504,Kragen::N,ҫуха,غاړه
505,Ärmel::N,ҫанӑ,لستوڼی
506,Hose::N,шӑлавар,پطلون
507,Gürtel::N,пиҫиххи,کمربند
508,Mütze::N,ҫӗлӗк,خولۍ
509,Schuh::N,пушмак,بوټ
510,Schuh::N,ботинок,بوټ
511,Stiefel::N,атӑ,موزه
512,Ring::N,ҫӗрӗ,ګوته
513,Band::N,хаю,فيته
514,Band::N,йӗсме,فيته
515,Kamm::N,тура,ګمنځ
516,Spiegel::N,тӗкӗр,ایینه
517,Spiegel::N,тӗкӗр,هنداره
518,Spiegel::N,куҫ кӗски,ایینه
519,Spiegel::N,куҫ кӗски,هنداره
520,Riemen::N,чӗн,تسمه
521,Schnur::N,кантра,مزی
522,Leine::N,касмӑк,رسۍ
523,Decke::N,утиял,بړستن
524,Kissen::N,ҫытар,بالښت
525,Kissen::N,минтер,بالښت
526,Tuch::N,тутӑр,ټیکری
527,Handtuch::N,ал шӑлли,دسمال
528,Kraft::N,вӑй,زور
529,Kraft::N,вӑй,توان
530,Kraft::N,хӑват,زور
531,Kraft::N,хӑват,توان
532,Stärke::N,хал,قوت
533,Stärke::N,хӑват,قوت
534,Gesundheit::N,хал,صحت
535,Gesundheit::N,хал,روغتیا
536,Gesundheit::N,сывлӑх,صحت
537,Gesundheit::N,сывлӑх,روغتیا
538,Krankheit::N,чир,مرض
539,Krankheit::N,чир,ناروغي
540,Schmerz::N,ырату,درد
541,Wunde::N,суран,ټپ
542,Wunde::N,суран,زخم
543,Fieber::N,сив чир,تبه
544,Arznei::N,эмел,دوا
545,Arznei::N,эмел,دارو
546,Brücke::N,кӗпер,پول
547,Brunnen::N,ҫӑл,څاه
548,Brunnen::N,ҫӑл,کوهی
549,Brunnen::N,пусӑ,څاه
550,Brunnen::N,пусӑ,کوهی
551,Weide::N,ҫаран,وله
552,Pfad::N,йӗр,تړه
553,Pfad::N,сукмак,تړه
554,Weg::N,ҫул,لیار
555,Weg::N,ҫул-йӗр,لیار
556,Straße::N,ҫӳрев,سړک
557,Straße::N,ҫул ҫӳрени,سړک
558,Dorf::N,ял,کلی
559,Stadt::N,хула,ښار
560,Brief::N,ҫыру,لیک
561,Brief::N,ҫыру,مکتوب
562,Buch::N,кӗнеке,کتاب
563,Buchstabe::N,сас палли,حرف
564,Buchstabe::N,сас палли,توری
565,Zeitung::N,хаҫат,اخبار
566,Leben::N,пурнӑҫ,ژوند
567,Tod::N,вилӗм,مرګ
568,Tod::N,вилӗм,مړینه
569,Grab::N,масар шӑтӑкӗ,قبر
570,Grab::N,масар шӑтӑкӗ,ډورۍ
571,Kirche::N,чиркӳ,کلیسا
572,Sünde::N,ҫылӑх,ګناه
573,Gott::N,турӑ,خدای
574,Arbeiter::N,рабочи,کاریګر
575,Chef::N,пуҫлӑх,آمر
576,Meister::N,ӑста,استاد
577,Meister::N,мастер,استاد
578,Arzt::N,врач,طبیب
579,Arzt::N,врач,ډاکټر
580,Arzt::N,тухтӑр,طبیب
581,Arzt::N,тухтӑр,ډاکټر
582,Lehrer::N,учитель,معلم
583,Lehrer::N,учитель,ښوونکی
584,Lehrer::N,вӗрентекен,معلم
585,Lehrer::N,вӗрентекен,ښوونکی
586,Geld::N,укҫа,پیسې
587,Geschäft::N,бизнес,سوداګري
588,Laden::N,магазин,دکان
589,Laden::N,магазин,مغازه
590,Preis::N,хак,بیه
591,Ware::N,тавар,مال
592,Nutzen::N,пайта,ګټه
593,Reichtum::N,мул,شتمني
594,Welt::N,тӗнче,نړۍ
595,Welt::N,тӗнче,دنیا
596,Land::N,ҫӗр-шыв,هېواد
597,Staat::N,патшàлӑх,دولت
598,König::N,король,باچا
599,König::N,король,پادشاه
600,Macht::N,власть,قدرت
601,Grenze::N,чикӗ,حد
602,Grenze::N,чикӗ,سرحد
603,Krieg::N,вӑрҫӑ,جګړه
604,Feind::N,тӑшман,دښمن
605,Gewalt::N,ирӗксӗрлӳ,زور
606,Gewalt::N,ирӗксӗрлӳ,تشدد
607,Kampf::N,кӗрешӳ,جنګ
608,Kampf::N,кӗрешӳ,مبارزه
609,Bogen[Waffe]::N,ухӑ,لیندۍ
610,Pfeil::N,ҫӗмрен,غشی
611,Pfeil::N,ухӑ йӗппи,غشی
612,Gewehr::N,пӑшал,ټوپک
613,Fehler::N,йӑнӑш,خطا
614,Fehler::N,йӑнӑш,غلطي
615,Lüge::N,суя,دروغ
616,Lüge::N,ултав,دروغ
617,Schaden::N,сиен,زیان
618,Schaden::N,сиен,تاوان
619,Unglück::N,шар,بدبختي
620,Unglück::N,инкек,بدبختي
621,Schuld::N,айӑп,ګناه
622,Alter::N,ҫул шучӗ,منګ
623,Schluss::N,пӗтни,اخر
624,Schluss::N,пӗтмӗш,اخر
625,Zeit::N,вӑхӑт,وخت
626,Tag::N,кун,ورځ
627,Morgen::N,ир,سبا
628,Morgen::N,ир,سهار
629,Mittag::N,кӑнтӑрла,غرمه
630,Abend::N,каҫ,ماښام
631,Nacht::N,каҫ,شپه
632,Woche::N,эрне,اونۍ
633,Monat::N,уйӑх,مياشت
634,Jahr::N,ҫулталӑк,کال
635,Frühling::N,ҫур,پسرلی
636,Frühling::N,ҫуркунне,پسرلی
637,Sommer::N,ҫу,دوبی
638,Sommer::N,ҫулла,دوبی
639,Herbst::N,кӗр,منی
640,Herbst::N,кӗр,خزان
641,Herbst::N,кӗркунне,منی
642,Herbst::N,кӗркунне,خزان
643,Winter::N,хӗл,ژمی
644,Winter::N,хӗлле,ژمی
645,Januar::N,январь,جنوري
646,Februar::N,февраль,فبروري
647,Februar::N,кӗҫӗн кӑрлач,فبروري
648,März::N,март,مارچ
649,März::N,пуш уйӑхӗ,مارچ
650,April::N,апрель,اپریل
651,Mai::N,май,مې
652,Juni::N,июнь,جون
653,Juli::N,июль,جولای
654,August::N,август,اګست
655,September::N,сентябрь,سپټامبر
656,September::N,авӑн уйӑхӗ,سپټامبر
657,Oktober::N,октябрь,اکتوبر
658,November::N,ноябрь,نومبر
659,Dezember::N,раштав,دسمبر
660,Dezember::N,декабрь,دسمبر
661,Montag::N,тунти кун,دوشنبه
662,Dienstag::N,ытлари кун,سه شنبه
663,Mittwoch::N,юн кун,چارشنبه
664,Donnerstag::N,кӗҫнерни кун,پنجشنبه
665,Freitag::N,эрне кун,جمعه
666,Samstag::N,шӑмат кун,خالي
667,Sonntag::N,вырсарни кун,یکشنبه
668,groß::A,пысӑк,لوی
669,klein::A,пӗчӗк,وړوکی
670,lang::A,вӑрӑм,اوړد
671,kurz::A,кӗске,لنډ
672,breit::A,сарлака,پراخه
673,schmal::A,ансӑр,تنګ
674,dicht::A,йӑвӑ,ګڼ
675,dick[Gegenstand]::A,хулӑн,پنډ
676,dünn::A,ҫинҫе,نری
677,dünn::A,ҫӳхе,نری
678,fein::A,тарай,نازک
679,fein::A,вӗлтӗрти,نازک
680,fest::A,тӗреклӗ,کلک
681,fest::A,тӗреклӗ,ټینګ
682,flach::A,лаптак,هوار
683,glatt::A,такӑр,ښوی
684,hart::A,хытӑ,کلک
685,weich::A,ҫемҫе,نرم
686,weich::A,ҫемҫе,پوست
687,rund::A,ҫавра,ګرد
688,spitz::A,шӗвӗр,تېره
689,scharf::A,ҫивӗч,تېز
690,scharf::A,ҫивӗч,تېره
691,stumpf::A,мӑка,پڅ
692,stumpf::A,пуклак,پڅ
693,stumpf::A,тӗрӗнчӗк,پڅ
694,stumpf::A,ӑнкарусӑр,پڅ
695,schwer::A,йывӑр,دروند
696,schön::A,илемлӗ,ښکلی
697,heiß::A,вӗри,تود
698,warm::A,ӑшӑ,تود
699,kalt::A,сивӗ,ېخ
700,kalt::A,сивӗ,سوړ
701,kühl::A,уҫӑ,ېخ
702,kühl::A,уҫӑ,سوړ
703,frisch::A,уҫӑ,تازه
704,feucht::A,йӗпе,مرطوب
705,nass::A,нӳрӗ,لوند
