,Concept_ID,no,vep
841,brennen::V,brenne,pallada
842,rauchen::V,ryke,savustada
843,regnen::V,regne,vihmda
844,gefrieren::V,fryse,jäduda
845,gefrieren::V,fryse,kül'mdä
846,tauen::V,tine,sulada
847,schmelzen::V,smelte,sulada
848,trocknen::V,tørre,kuida
849,trocknen::V,tørre,kuivehtuda
850,sieden::V,koke,kehuda
851,faulen::V,råtne,hapata
852,faulen::V,råtne,traudäs
853,verfaulen::V,råtne,hapata
854,reißen::V,briste,rebita
855,versinken::V,synke,upota
856,versinken::V,synke ned,upota
857,vergehen::V,forløpe,mända
858,erscheinen::V,synes,ozutadas
859,verschwinden::V,forsvinne,hajeta
860,sinken::V,synke,väheta
861,sinken::V,synke,lasktas
862,abnehmen::V,avta,peneta
863,abnehmen::V,minske,peneta
864,zunehmen::V,tilta,ližaduda
865,steigen::V,stige,nousta
866,wachsen::V,gro,kazda
867,wachsen::V,vokse,kazda
868,glänzen::V,skinne,loštta
869,funkeln::V,tindre,hoštta
870,lärmen::V,bråke,robaita
871,läuten::V,ringe,judaita
872,klingeln::V,ringe,kelotada
873,klirren::V,klirre,biraita
874,brausen::V,bruse,bruncta
875,rauschen::V,suse,šobaita
876,klingen::V,lyde,heläita
877,klingen::V,klinge,heläita
878,bellen::V,gjø,nutta
879,bellen::V,bjeffe,nutta
880,heulen::V,ule,ulaita
881,blasen::V,blåse,puhuda
882,pfeifen::V,plystre,pistta
883,pfeifen::V,plystre,vihelta
884,schreien::V,skrike,kirkta
885,schreien::V,skrike,kidastada
886,stöhnen::V,stønne,ohkta
887,stöhnen::V,stønne,voivotada
888,zittern::V,dirre,säraita
889,zittern::V,skjelve,säraita
890,leben::V,leve,eläda
891,geboren werden::V,fødes,sünduda
892,atmen::V,ånde,henktä
893,atmen::V,puste,henktä
894,trinken::V,drikke,joda
895,essen::V,spise,söda
896,schlucken::V,svelge,lainata
897,müde werden::V,bli trett,väzuda
898,müde werden::V,bli trett,šuštuda
899,einschlafen::V,sovne,uinota
900,schlafen::V,sove,magata
901,schlafen::V,sove,nukkuda
902,aufwachen::V,våkne,heraštuda
903,aufstehen::V,stå opp,nousta
904,sich erholen::V,bli bra,lebaitas
905,sich erholen::V,komme seg,lebaitas
906,krank werden::V,bli syk,läžegata
907,krank sein::V,være syk,läžuda
908,schmerzen::V,gjøre vondt,kibištada
909,husten::V,hoste,rügda
910,genesen::V,komme seg,tervehtuda
911,sterben::V,dø,kolda
912,umkommen::V,omkomme,kolda
913,sich bewegen::V,bevege seg,likkuda
914,sich rühren::V,røre på seg,likahtada
915,sich rühren::V,røre på seg,kubahtada
916,sich erheben::V,reise seg,nousta
917,sich setzen::V,sette sig,išttas
918,hinfallen::V,falle over ende,langeta
919,laufen::V,løpe,kävuda
920,schreiten::V,skride,astta
921,schreiten::V,skride,haškta
922,spazierengehen::V,spasere,kävelta
923,spazierengehen::V,gå en tur,kävelta
924,eilen::V,ile,kiruhtada
925,sich beeilen::V,skynde seg,kiruhtada
926,sausen::V,suse,fun'urta
927,rennen::V,løpe,joksta
928,springen::V,hoppe,hüptä
929,springen::V,springe,hüptä
930,klettern::V,klatre,libuda
931,schaukeln::V,huske,čibuda
932,kriechen::V,krype,ličtas
933,schwimmen::V,svømme,ujuda
934,tauchen::V,dykke,čukautas
935,rudern::V,ro,souta
936,fahren::V,kjøre,ajada
937,fahren::V,kjøre,ajelda
938,fliegen::V,fly,leta
939,gehen::V,gå,mända
940,gehen::V,gå,kävuda
941,weggehen::V,gå bort,päzda
942,weggehen::V,gå bort,lähtta
943,abfahren::V,reise,tönduda
944,anhalten::V,stanse,seižutadas
945,hineingehen::V,gå inn,mända südäimehe
946,eintreten::V,tre inn,tulda
947,kommen::V,komme,tulda
948,ankommen::V,ankomme,tulda
949,ankommen::V,komme til,tulda
950,zurückkommen::V,komme tilbake,pörtas
951,bleiben::V,bli,jäda
952,bleiben::V,forbli,jäda
953,warten::V,vente,varastada
954,erwarten::V,vente,varastada
955,suchen::V,søke,ectä
956,finden::V,finne,löuta
957,versuchen::V,prøve,ladida
958,versuchen::V,prøve,rohkaita
959,versuchen::V,forsøke,ladida
960,versuchen::V,forsøke,rohkaita
961,vorbereiten::V,forberede,vaumita
962,lieben::V,elske,armastada
963,mögen::V,like,navedida
964,lachen::V,le,nagrda
965,rühren::V,røre,likutada
966,weinen::V,gråte,itkta
967,schimpfen::V,skjelle,laidas
968,schimpfen::V,skjelle,pačatada
969,sich ärgern::V,ergre seg,rändüda
970,sich fürchten::V,være redd,varaita
971,fürchten::V,være redd for,varaita
972,fliehen::V,rømme,pageta
973,fliehen::V,flykte,pageta
974,flüchten::V,flykte,pageta
975,flüchten::V,flykte,joksta
976,sehen::V,se,nähta
977,anschauen::V,se på,kacta
978,anschauen::V,betrakte,kacta
979,ansehen::V,anse,kacta
980,hören::V,høre,kulda
981,zuhören::V,tilhøre,kundeltas
982,probieren::V,smake,mujada
983,probieren::V,smake på,mujada
984,riechen::V,lukte,rižada
985,fühlen::V,føle,mujada
986,scheinen::V,se ut,näguda
987,zu sehen sein::V,synes,näguda
988,vernehmen::V,få vite,kulištada
989,frieren::V,fryse,kül'mdä
990,tun::V,gjøre,tehta
991,können::V,kunne,voida
992,können::V,kunne,mahtta
993,wollen::V,ville,himoita
994,wollen::V,ville,tahtoida
995,anfangen::V,begynne,zavottä
996,anfangen::V,begynne,augotada
997,beenden::V,avslutte,loptä
998,aufhören::V,slutte,loptas
999,aufhören::V,holde opp,loptas
1000,gelingen::V,lykkes,lähtta
1001,gelingen::V,lykkes,tehtas
1002,geraten::V,bli,tulda
1003,öffnen::V,åpne,avaita
1004,schließen::V,lukke,saubata
1005,schließen::V,stenge,saubata
1006,stellen::V,stille,panda
1007,stellen::V,stille,seižutada
1008,setzen::V,sette,ištutada
1009,legen::V,legge,panda
1010,berühren::V,berøre,koskta
1011,berühren::V,berøre,käziduda
1012,verbinden::V,forbinde,ühtenzoitta
1013,bedecken::V,dekke,katta
1014,bedecken::V,dekke,peitta
1015,aufhängen::V,henge,riputada
1016,aufhängen::V,henge opp,riputada
1017,anzünden::V,tenne,sütutada
1018,anzünden::V,antenne,sütutada
1019,anzünden::V,tenne på,sütutada
1020,aufheben::V,løfte,leta
1021,aufheben::V,ta opp,leta
1022,zurücklassen::V,slippe tilbake,jätta
1023,verlieren::V,miste,kadotada
1024,fallen lassen::V,droppe,kirbotada
1025,fallen lassen::V,la falle,kirbotada
1026,machen::V,lage,säta
1027,machen::V,lage,tehta
1028,machen::V,gjøre,säta
1029,machen::V,gjøre,tehta
1030,herstellen::V,fremstille,tehta
1031,bauen::V,bygge,leta
1032,bauen::V,bygge,sauda
1033,reparieren::V,reparere,koheta
1034,verbessern::V,rette,paremboita
1035,verbessern::V,forbedre,paremboita
1036,ändern::V,forandre,vajehtada
1037,graben::V,grave,kaida
1038,graben::V,grave,čongoida
1039,beugen::V,bøye,koverta
1040,biegen::V,bøye,painda
1041,drehen::V,dreie,punotada
1042,wenden::V,vende,käta
1043,wenden::V,vende,kärauta
1044,umdrehen::V,snu,käta
1045,heben::V,heve,leta
1046,hochheben::V,løfte,libutada
1047,ergreifen::V,gripe,tabata
1048,ergreifen::V,få tak i,tabata
1049,halten::V,holde,pidada
1050,drücken::V,trykke,painda
1051,schieben::V,skyve,žigutada
1052,kratzen::V,klø,künstä
1053,kratzen::V,klore,künstä
1054,lecken::V,slikke,nolda
1055,beißen::V,bite,purda
1056,beißen::V,bite,hambastada
1057,abreißen::V,rive av,ratketa
1058,abschneiden::V,skjære av,čapata
1059,abschneiden::V,skjære av,leikata
1060,binden::V,binde,sidoda
1061,stecken::V,stikke,čokaita
1062,brechen::V,bryte,katkaita
1063,brechen::V,briste,katkaita
1064,klopfen::V,banke,kolkotada
1065,hauen::V,hogge,löda
1066,kleben::V,klistre,klejata
1067,reiben::V,gni,hosta
1068,reiben::V,gni,törkita
1069,reiben::V,gni,jorotada
1070,streichen::V,stryke,voita
1071,schleifen::V,slipe,hijoida
1072,schleifen::V,slipe,teravzoitta
1073,schneiden::V,klippe,leikata
1074,rütteln::V,ruske,heilutada
1075,schütteln::V,riste,pudištada
1076,schwenken::V,svinge,maihutada
1077,schütten::V,helle,valada
1078,füllen::V,fylle,täutta
1079,einwickeln::V,vikle inn,kärdä
1080,tragen::V,bære,kantta
1081,tragen::V,bære,kandišta
1082,schleppen::V,slepe,vedätada
1083,ziehen::V,dra,vedada
1084,ziehen::V,trekke,vedada
1085,aufbewahren::V,oppbevare,kaita
1086,aufbewahren::V,ta vare på,kaita
1087,werfen::V,kaste,čuta
1088,werfen::V,kaste,tactä
1089,fangen::V,fange,püta
1090,packen::V,gripe,tabata
1091,packen::V,gripe tak i,tabata
1092,verstecken::V,gjemme,peitta
1093,teilen::V,dele,jagada
1094,schicken::V,sende,oigeta
1095,bringen::V,bringe,veda
1096,hinzufügen::V,tilføye,ližata
1097,bekommen::V,få,sada
1098,erhalten::V,få,sada
1099,nehmen::V,ta,otta
1100,wählen::V,velge,valita
1101,auswählen::V,velge ut,valita
1102,bewahren::V,bevare,kaita
1103,behindern::V,hindre,telustada
1104,behindern::V,forhindre,telustada
1105,verderben::V,ødelegge,travida
1106,beschädigen::V,skade,satatada
1107,zerbrechen::V,brekke i stykker,mureta
1108,zerreißen::V,rive i stykker,rebitada
1109,zerstören::V,ødelegge,mureta
1110,verbrennen::V,brenne,poltta
1111,verbrennen::V,brenne opp,poltta
1112,geben::V,gi,antta
1113,reichen::V,rekke,antta
1114,schenken::V,forære,lahjoita
1115,schenken::V,skjenke,lahjoita
1116,versprechen::V,love,toivotada
1117,wünschen::V,ønske,toivotada
1118,loben::V,rose,kitta
1119,küssen::V,kysse,tervehtada
1120,wiegen::V,vogge,likutada
1121,zudecken::V,dekke til,katta
1122,wecken::V,vekke,noustatada
1123,zeigen::V,vise,ozutada
1124,führen::V,føre,astutada
1125,lehren::V,lære,opeta
1126,unterrichten::V,undervise,opeta
1127,aufziehen::V,oppdra,kazvatada
1128,leiten::V,lede,ohjata
1129,antreiben::V,drive på,rigehtoitta
1130,lassen::V,få til å,käskta
1131,einladen::V,be,kucta
1132,einladen::V,invitere,kucta
1133,vereinigen::V,forene,ühtenzoitta
1134,besuchen::V,besøke,rižada
1135,treffen::V,møte,vastata
1136,treffen::V,treffe,vastata
1137,sich versammeln::V,forsamles,kägeta
1138,sich versammeln::V,forsamles,sätas
1139,spielen::V,leke,väta
1140,spielen::V,spille,väta
1141,singen::V,synge,pajatada
1142,tanzen::V,danse,kargaita
1143,sich trennen::V,skilles,erigata
1144,verlassen::V,forlate,jätta
1145,retten::V,redde,päzutada
1146,bewachen::V,bevokte,varjoita
1147,schützen::V,verne,kaita
1148,schützen::V,beskytte,kaita
1149,verteidigen::V,forsvare,kaita
1150,sich schlagen::V,slåss,torata
1151,schießen::V,skyte,ampta
1152,siegen::V,seire,vägestada
1153,ärgern::V,ergre,verdutada
1154,ärgern::V,ergre,rändütada
1155,treten::V,sparke,peksta
1156,treten::V,sparke,topsta
1157,stechen::V,stikke,pystiä
1158,stoßen::V,støte,iškta
1159,stoßen::V,støte,pudištada
1160,stehlen::V,stjele,vargastada
1161,stören::V,forstyrre,keskustada
1162,belästigen::V,plage,tartuteldas
1163,belästigen::V,sjenere,tartuteldas
1164,verbergen::V,gjemme,katelda
1165,täuschen::V,villede,manitada
1166,betrügen::V,bedra,manitada
1167,töten::V,drepe,rikta
1168,töten::V,drepe,surmita
1169,wohnen::V,bo,eläda
1170,arbeiten::V,arbeide,rata
1171,sammeln::V,samle,kogota
1172,pflücken::V,plukke,poimda
1173,jagen::V,jage,mecata
1174,fischen::V,fiske,kalatada
1175,fassen::V,fange,tabata
1176,hüten::V,vokte,paimeta
1177,treiben::V,drive,ajada
1178,anbinden::V,feste,küttestada
1179,anbinden::V,feste,sidoda
1180,füttern::V,fore,sötta
1181,melken::V,melke,lüpsta
1182,hacken::V,hakke,sauda
1183,gießen::V,helle,valada
1184,reifen::V,modne,küpseta
1185,zubereiten::V,lage,vaumištada
1186,zubereiten::V,tilberede,vaumištada
1187,kochen::V,koke,keitta
1188,backen::V,bake,paštta
1189,braten::V,steke,žarda
1190,umrühren::V,røre om,segoitada
1191,stricken::V,strikke,kudoda
1192,nähen::V,sy,ombelta
1193,färben::V,farge,mujutada
1194,reinigen::V,rense,puhtastada
1195,reinigen::V,gjøre ren,puhtastada
1196,waschen::V,vaske,pesta
1197,abwischen::V,tørke av,pühktä
1198,spülen::V,spyle,huhtoida
1199,spülen::V,skylle,huhtoida
1200,fegen::V,feie,pühkta
1201,kehren::V,koste,uhoita
1202,baden::V,bade,kül'ptäs
1203,sich waschen::V,vaske seg,pestas
1204,ausziehen::V,ta av,riičta
1205,ausziehen::V,ta av,rušta
1206,anziehen::V,ta på,panda päle
1207,anziehen::V,ta på,panda kädehe
1208,anziehen::V,ta på,panda jaugha
1209,sich anziehen::V,kle på seg,sobdas
1210,kämmen::V,gre,harjata
1211,kämmen::V,kjemme,harjata
1212,schmücken::V,pynte,čomitada
1213,schmücken::V,smykke,čomitada
1214,sagen::V,si,sanuda
1215,sprechen::V,snakke,pagišta
1216,reden::V,tale,pagišta
1217,reden::V,snakke,pagišta
1218,sich unterhalten::V,samtale,lodaita
1219,fragen::V,spørre,küzuda
1220,bitten::V,be,pakita
1221,erzählen::V,fortelle,sanuda
1222,erzählen::V,fortelle,starinoita
1223,mitteilen::V,meddele,tedotada
1224,nennen::V,kalle,nimitada
1225,rufen::V,rope,kucta
1226,prahlen::V,skryte,kittäs
1227,übersetzen::V,oversette,käta
1228,denken::V,tenke,meletada
1229,glauben::V,tro,uskta
1230,bemerken::V,bemerke,homaita
1231,bemerken::V,legge merke til,homaita
1232,erkennen::V,gjenkjenne,tundištada
1233,begreifen::V,begripe,tabata
1234,verstehen::V,forstå,el'geta
1235,verstehen::V,forstå,toimetada
1236,verstehen::V,skjønne,el'geta
1237,verstehen::V,skjønne,toimetada
1238,lernen::V,lære,opetas
1239,wissen::V,vite,teta
1240,sich erinnern an::V,huske på,johtutada
1241,vergessen::V,glemme,unohtada
1242,messen::V,måle,märita
1243,zählen::V,telle,lugeda
1244,rechnen::V,regne,lugeda
1245,lesen::V,lese,lugeda
1246,malen::V,male,pirta
1247,zeichnen::V,tegne,pirta
1248,schreiben::V,skrive,kirjutada
1249,besitzen::V,eie,omištada
1250,besitzen::V,inneha,omištada
1251,kaufen::V,kjøpe,ostta
1252,verkaufen::V,selge,möda
1253,bezahlen::V,betale,maksta
1254,zahlen::V,betale,maksta
1255,beherrschen::V,beherske,valdoita
1256,ertragen::V,orke,tirpta
1257,schlagen::V,,löda
1258,schlagen::V,,iškta
