,Concept_ID,hr,en
887,hängen::V,visiti,hang
888,werden::V,postati,become
889,werden::V,činiti se,become
890,passieren::V,desiti se,happen
891,passieren::V,dogoditi se,happen
892,beginnen::V,početi,begin
893,enden::V,prestati,end
894,enden::V,svršiti se,end
895,wechseln::V,mijenjati se,change
896,aufgehen[Sonne]::V,izići,rise
897,untergehen[Sonne]::V,zaći,set
898,scheinen[Sonne]::V,sijati,shine
899,donnern::V,grmjeti,thunder
900,wehen::V,duhati,blow
901,strömen::V,strujati,stream
902,fließen::V,teći,flow
903,sich drehen::V,obrtati se,revolve
904,sich drehen::V,vrtjeti se,revolve
905,schwanken::V,teturati,sway
906,schwanken::V,kolebati se,sway
907,schwingen::V,njihati,swing
908,schwingen::V,titrati,swing
909,fallen::V,padati,fall
910,brennen::V,gorjeti,burn
911,rauchen::V,dimiti se,smoke
912,regnen::V,kišiti,rain
913,regnen::V,daždjeti,rain
914,gefrieren::V,smrznuti se,freeze
915,tauen::V,kopnjeti,thaw
916,tauen::V,kraviti se,thaw
917,schmelzen::V,topiti se,melt
918,trocknen::V,sušiti se,dry
919,sieden::V,kipjeti,boil
920,sieden::V,ključati,boil
921,faulen::V,gnjiti,rot
922,verfaulen::V,sagnjiti,decay
923,reißen::V,otrgnuti se,snap
924,versinken::V,tonuti,sink
925,versinken::V,propasti,sink
926,vergehen::V,prolaziti,pass
927,erscheinen::V,pojaviti se,appear
928,verschwinden::V,nestati,disappear
929,verschwinden::V,izgubiti se,disappear
930,sinken::V,trgnuti,drop
931,sinken::V,spustiti se,drop
932,abnehmen::V,opasti,decrease
933,zunehmen::V,povećati se,increase
934,steigen::V,uzići,rise
935,steigen::V,nadoći,rise
936,wachsen::V,rasti,grow
937,glänzen::V,blistati,shine
938,glänzen::V,sjati se,shine
939,funkeln::V,svjetlucati,sparkle
940,lärmen::V,bučati,be noisy
941,lärmen::V,galamiti,be noisy
942,läuten::V,zvoniti,chime
943,klingeln::V,zvoniti,ring
944,klirren::V,zvečati,tinkle
945,brausen::V,hujati,roar
946,rauschen::V,šumiti,rustle
947,rauschen::V,šuškati,rustle
948,klingen::V,zvučati,sound
949,bellen::V,lajati,bark
950,heulen::V,zavijati,howl
951,blasen::V,puhati,blow
952,pfeifen::V,fućkati,whistle
953,schreien::V,vikati,shout
954,schreien::V,kričati,shout
955,stöhnen::V,stenjati,groan
956,zittern::V,drhtati,tremble
957,zittern::V,trepetati,tremble
958,leben::V,živjeti,be alive
959,geboren werden::V,roditi se,be born
960,atmen::V,disati,breathe
961,trinken::V,piti,drink
962,essen::V,jesti,eat
963,schlucken::V,gutati,swallow
964,müde werden::V,umoriti se,get tired
965,einschlafen::V,usnuti,fall asleep
966,einschlafen::V,zaspati,fall asleep
967,schlafen::V,spati,sleep
968,aufwachen::V,probuditi se,wake up
969,aufstehen::V,ustati,get up
970,sich erholen::V,odmoriti se,relax
971,krank werden::V,oboljeti se,fall ill
972,krank werden::V,razboljeti se,fall ill
973,krank sein::V,bolovati,be ill
974,schmerzen::V,boljeti,ache
975,husten::V,kašljati,cough
976,genesen::V,ozdraviti,recover
977,genesen::V,oporaviti se,recover
978,sterben::V,umrijeti,die
979,umkommen::V,skapati,perish
980,sich bewegen::V,gibati se,move
981,sich bewegen::V,kretati se,move
982,sich rühren::V,maknuti se,budge
983,sich erheben::V,dići se,stand up
984,sich setzen::V,sjesti,sit down
985,hinfallen::V,pasti,tumble
986,laufen::V,hodati,walk
987,schreiten::V,stupati,pace
988,spazierengehen::V,šetati se,go for a walk
989,eilen::V,hitati,rush
990,sich beeilen::V,požuriti se,hurry
991,sausen::V,juriti,dash
992,rennen::V,trčati,run
993,springen::V,skakati,jump
994,klettern::V,popeti se,climb
995,klettern::V,penjati se,climb
996,schaukeln::V,ljuljati se,seesaw
997,kriechen::V,puzati,creep
998,kriechen::V,gmizati,creep
999,schwimmen::V,plivati,swim
1000,tauchen::V,roniti,dive
1001,tauchen::V,gnjuriti,dive
1002,rudern::V,veslati,row
1003,fahren::V,voziti se,drive
1004,fliegen::V,letjeti,fly
1005,fliegen::V,lijetati,fly
1006,gehen::V,ići,go
1007,weggehen::V,otići,go away
1008,abfahren::V,krenuti,depart
1009,abfahren::V,otputovati,depart
1010,anhalten::V,stati,stop
1011,anhalten::V,zaustaviti,stop
1012,hineingehen::V,ulaziti,go in
1013,eintreten::V,ući,enter
1014,kommen::V,doći,come
1015,ankommen::V,stići,arrive
1016,zurückkommen::V,vratiti se,come back
1017,zurückkommen::V,povratiti se,come back
1018,bleiben::V,ostati,stay
1019,warten::V,čekati,wait
1020,erwarten::V,očekivati,wait for
1021,suchen::V,tražiti,seek
1022,suchen::V,tražiti,look for
1023,finden::V,naći,find
1024,versuchen::V,pokušati,try
1025,vorbereiten::V,spremiti,prepare
1026,vorbereiten::V,pripremiti,prepare
1027,lieben::V,voljeti,love
1028,mögen::V,voljeti,like
1029,lachen::V,smijati se,laugh
1030,rühren::V,taknuti,move
1031,weinen::V,plakati,weep
1032,schimpfen::V,psovati,grumble
1033,sich ärgern::V,ljutiti se,be annoyed
1034,sich fürchten::V,bojati se,be afraid
1035,fürchten::V,bojati se,be afraid of
1036,fliehen::V,pobjeći,flee
1037,flüchten::V,utjeći,escape
1038,sehen::V,vidjeti,see
1039,anschauen::V,ogledati,look at
1040,ansehen::V,gledati,watch
1041,hören::V,čuti,hear
1042,zuhören::V,slušati,listen
1043,probieren::V,probati,taste
1044,riechen::V,osjećati miris,smell
1045,fühlen::V,osjećati,feel
1046,scheinen::V,činiti se,seem
1047,zu sehen sein::V,biti vidljiv,show
1048,vernehmen::V,saznati,hear
1049,frieren::V,zima je,be cold
1050,tun::V,raditi,do
1051,können::V,moći,can
1052,wollen::V,htjeti,want
1053,anfangen::V,početi,start
1054,beenden::V,svršiti,finish
1055,beenden::V,dovršiti,finish
1056,aufhören::V,prestati,stop
1057,gelingen::V,uspjeti,succeed
1058,geraten::V,desiti se,turn out
1059,öffnen::V,otvoriti,open
1060,schließen::V,zatvoriti,close
1061,stellen::V,metnuti,put
1062,stellen::V,postaviti,put
1063,setzen::V,posaditi,place
1064,legen::V,polagati,lay
1065,berühren::V,doticati,touch
1066,berühren::V,dodirivati,touch
1067,verbinden::V,spojiti,connect
1068,verbinden::V,zavezati,connect
1069,bedecken::V,pokriti,cover
1070,aufhängen::V,objesiti,hang up
1071,anzünden::V,upaliti,light
1072,anzünden::V,zapaliti,light
1073,aufheben::V,podići,pick up
1074,aufheben::V,podignuti,pick up
1075,zurücklassen::V,ostaviti,leave
1076,zurücklassen::V,pustiti natrag,leave
1077,verlieren::V,izgubiti,lose
1078,fallen lassen::V,ispustiti,drop
1079,machen::V,uraditi,make
1080,machen::V,načiniti,make
1081,machen::V,napraviti,make
1082,herstellen::V,proizvesti,produce
1083,bauen::V,graditi,build
1084,reparieren::V,popraviti,mend
1085,verbessern::V,poboljšati,improve
1086,ändern::V,promijeniti,alter
1087,graben::V,kopati,dig
1088,graben::V,kopkati,dig
1089,beugen::V,saviti,bow
1090,biegen::V,saviti,bend
1091,biegen::V,sagnuti,bend
1092,drehen::V,vrtjeti,spin
1093,wenden::V,obrnuti,turn
1094,umdrehen::V,okrenuti,turn around
1095,umdrehen::V,prevŕnuti,turn around
1096,heben::V,dizati,raise
1097,hochheben::V,dignuti,lift
1098,ergreifen::V,uhvatiti,seize
1099,ergreifen::V,prihvatiti,seize
1100,halten::V,držati,hold
1101,drücken::V,pritiskivati,press
1102,schieben::V,gurati,push
1103,kratzen::V,česati,scrape
1104,kratzen::V,grepsti,scrape
1105,lecken::V,lizati,lick
1106,beißen::V,ujesti,bite
1107,beißen::V,gristi,bite
1108,abreißen::V,otkinuti,tear off
1109,abschneiden::V,odrezati,cut off
1110,binden::V,vezati,tie
1111,stecken::V,turiti,stick
1112,brechen::V,slomiti,break
1113,klopfen::V,lupati,knock
1114,klopfen::V,kucati,knock
1115,hauen::V,tući,hit
1116,hauen::V,udarati,hit
1117,kleben::V,lijepiti,glue
1118,reiben::V,trti,rub
1119,streichen::V,namazati,spread
1120,schleifen::V,brusiti,grind
1121,schneiden::V,rezati,cut
1122,rütteln::V,drmati,jolt
1123,schütteln::V,tresti,shake
1124,schwenken::V,mahati,swing
1125,schütten::V,sipati,pour
1126,schütten::V,lijevati,pour
1127,füllen::V,napuniti,fill
1128,einwickeln::V,umotati,wrap
1129,einwickeln::V,zamotati,wrap
1130,tragen::V,nositi,carry
1131,schleppen::V,tegliti,drag
1132,ziehen::V,vući,pull
1133,aufbewahren::V,čuvati,keep
1134,werfen::V,bacati,throw
1135,fangen::V,loviti,catch
1136,fangen::V,hvatati,catch
1137,packen::V,ščepati,grab
1138,packen::V,zgrabiti,grab
1139,verstecken::V,sakriti,hide
1140,teilen::V,podijeliti,divide
1141,schicken::V,slati,send
1142,bringen::V,donijeti,bring
1143,hinzufügen::V,dodati,add
1144,hinzufügen::V,pridati,add
1145,bekommen::V,dobiti,get
1146,erhalten::V,primiti,receive
1147,nehmen::V,uzeti,take
1148,wählen::V,izabrati,choose
1149,auswählen::V,odabrati,select
1150,bewahren::V,sačuvati,preserve
1151,behindern::V,smetati,hinder
1152,verderben::V,pokvariti,spoil
1153,beschädigen::V,oštetiti,damage
1154,zerbrechen::V,razbiti,break
1155,zerbrechen::V,prelomiti,break
1156,zerreißen::V,poderati,tear
1157,zerreißen::V,rastrgnuti,tear
1158,zerstören::V,razoriti,destroy
1159,zerstören::V,razrušiti,destroy
1160,verbrennen::V,spaliti,burn
1161,verbrennen::V,sagorjeti,burn
1162,geben::V,dati,give
1163,reichen::V,pružiti,hand
1164,schenken::V,darivati,give
1165,versprechen::V,obećati,promise
1166,wünschen::V,željeti,wish
1167,loben::V,hvaliti,praise
1168,küssen::V,ljubiti,kiss
1169,wiegen::V,njihati,rock
1170,wiegen::V,ljuljati,rock
1171,zudecken::V,pokriti,cover
1172,wecken::V,probuditi,wake
1173,zeigen::V,pokazati,show
1174,führen::V,voditi,guide
1175,lehren::V,učiti,teach
1176,unterrichten::V,poučiti,instruct
1177,aufziehen::V,uzgajati,bring up
1178,leiten::V,upravljati,lead
1179,antreiben::V,natjeravati,urge
1180,lassen::V,dati,let
1181,einladen::V,pozvati,invite
1182,vereinigen::V,ujediniti,unite
1183,besuchen::V,posjetiti,visit
1184,treffen::V,sresti,meet
1185,sich versammeln::V,okupiti se,assemble
1186,spielen::V,igrati se,play
1187,singen::V,pjevati,sing
1188,tanzen::V,plesati,dance
1189,sich trennen::V,razići se,separate
1190,verlassen::V,ostaviti,leave
1191,verlassen::V,napustiti,leave
1192,retten::V,spasiti,rescue
1193,bewachen::V,čuvati,guard
1194,bewachen::V,stražariti,guard
1195,schützen::V,čuvati,protect
1196,verteidigen::V,obraniti,defend
1197,sich schlagen::V,biti se,brawl
1198,sich schlagen::V,udariti se,brawl
1199,schießen::V,pucati,shoot
1200,schießen::V,strijeljati,shoot
1201,siegen::V,pobijediti,win
1202,ärgern::V,ljutiti,annoy
1203,schlagen::V,biti,beat
1204,schlagen::V,udariti,beat
1205,treten::V,šutnuti,kick
1206,stechen::V,ubosti,sting
1207,stoßen::V,gurnuti,shove
1208,stehlen::V,ukrasti,steal
1209,stören::V,smetati,disturb
1210,belästigen::V,smetati,bother
1211,belästigen::V,dosaditi,bother
1212,verbergen::V,skriti,conceal
1213,täuschen::V,obmanuti,deceive
1214,betrügen::V,prevarati,cheat
1215,töten::V,ubiti,kill
1216,wohnen::V,stanovati,dwell
1217,arbeiten::V,raditi,work
1218,sammeln::V,sabrati,gather
1219,pflücken::V,ubrati,pick
1220,jagen::V,loviti,hunt
1221,fischen::V,ribati,fish
1222,fischen::V,loviti ribu,fish
1223,fassen::V,uloviti,catch
1224,hüten::V,pasti,herd
1225,treiben::V,goniti,drive
1226,anbinden::V,privezati,tie up
1227,füttern::V,hraniti,feed
1228,melken::V,musti,milk
1229,hacken::V,sjeckati,chop
1230,gießen::V,politi,water
1231,reifen::V,sazreti,ripen
1232,zubereiten::V,prigotoviti,cook
1233,kochen::V,kuhati,boil
1234,backen::V,peći,bake
1235,braten::V,peći,fry
1236,braten::V,pržiti,fry
1237,umrühren::V,promiješati,stir
1238,stricken::V,plesti,knit
1239,nähen::V,šiti,sew
1240,färben::V,obojiti,dye
1241,reinigen::V,očistiti,clean
1242,reinigen::V,počistiti,clean
1243,waschen::V,prati,wash
1244,abwischen::V,otrti,wipe
1245,spülen::V,isprati,rinse
1246,spülen::V,oplakati,rinse
1247,fegen::V,mesti,sweep
1248,fegen::V,pomesti,sweep
1249,kehren::V,mesti,sweep
1250,baden::V,kupati se,bath
1251,sich waschen::V,umiti se,wash
1252,sich waschen::V,prati se,wash
1253,ausziehen::V,svući,take off
1254,anziehen::V,obući,put on
1255,sich anziehen::V,obući se,get dressed
1256,kämmen::V,češljati,comb
1257,schmücken::V,uresiti,decorate
1258,schmücken::V,nakititi,decorate
1259,sagen::V,reći,say
1260,sagen::V,kazati,say
1261,sprechen::V,govoriti,speak
1262,reden::V,govoriti,talk
1263,reden::V,besjediti,talk
1264,sich unterhalten::V,razgovarati se,chat
1265,fragen::V,pitati,ask
1266,bitten::V,moliti,request
1267,erzählen::V,ispričati,tell
1268,erzählen::V,pripovjediti,tell
1269,mitteilen::V,saopćiti,convey
1270,nennen::V,nazvati,name
1271,rufen::V,zvati,call
1272,rufen::V,dozvati,call
1273,prahlen::V,hvalisati se,brag
1274,übersetzen::V,prevesti,translate
1275,denken::V,misliti,think
1276,glauben::V,vjerovati,believe
1277,bemerken::V,zapaziti,notice
1278,bemerken::V,primijetiti,notice
1279,erkennen::V,prepoznati,recognize
1280,begreifen::V,pojmiti,grasp
1281,begreifen::V,shvatiti,grasp
1282,verstehen::V,razabrati,understand
1283,lernen::V,učiti se,learn
1284,wissen::V,znati,know
1285,sich erinnern an::V,sjetiti se,remember
1286,vergessen::V,zaboraviti,forget
1287,messen::V,mjeriti,measure
1288,zählen::V,brojiti,count
1289,rechnen::V,računati,calculate
1290,lesen::V,čitati,read
1291,malen::V,slikati,paint
1292,zeichnen::V,crtati,draw
1293,schreiben::V,pisati,write
1294,besitzen::V,imati,own
1295,besitzen::V,posjedovati,own
1296,kaufen::V,kupiti,buy
1297,verkaufen::V,prodati,sell
1298,verkaufen::V,raspačati,sell
1299,bezahlen::V,platiti,pay for
1300,zahlen::V,plaćati,pay
1301,beherrschen::V,vladati,rule
1302,beherrschen::V,gospodariti,rule
1303,ertragen::V,trpjeti,endure
1304,ertragen::V,podnijeti,endure
1305,Gehirn::N,,brain
