,Concept_ID,fa,et
819,einmal::ADV,یکدفعه,kord
820,einmal::ADV,یکدفعه,üks kord
821,manchmal::ADV,گاهی,mõnikord
822,manchmal::ADV,بعضی اوقات,mõnikord
823,oft::ADV,اغلب,tihti
824,oft::ADV,اغلب,sageli
825,immer::ADV,همیشه,ikka
826,immer::ADV,همیشه,alati
827,niemals::ADV,هرگز,mitte kunagi
828,hier::ADV,اینجا,siin
829,hierhin::ADV,به اینجا,siia
830,von hier::ADV,از اینجا,siit
831,dort::ADV,آنجا,seal
832,dorthin::ADV,به آنجا,sinna
833,geradeaus::ADV,راست,otse edasi
834,vorwärts::ADV,جلو,edasi
835,vorwärts::ADV,به پیش,edasi
836,rückwärts::ADV,عقب,tagurpidi
837,zurück::ADV,پس,tagasi
838,zurück::ADV,عقب,tagasi
839,zurück::ADV,بالعکس,tagasi
840,unten::ADV,زیر,all
841,unten::ADV,زیر,allpool
842,unten::ADV,پایین,all
843,unten::ADV,پایین,allpool
844,hinab::ADV,به پایین,alla
845,oben::ADV,بالا,ülal
846,hinauf::ADV,به بالا,üles
847,überall::ADV,همه‌جا,kõikjal
848,nicht::ADV,نه,ei
849,nicht::ADV,نه,mitte
850,ein wenig::ADV,کمی,veidi
851,ein wenig::ADV,کمی,natuke
852,kaum::ADV,به سختی,vaevalt
853,sehr::ADV,خیلی,väga
854,sehr::ADV,بسیار,väga
855,so::ADV,چنین,nii
856,so::ADV,اینطور,nii
857,noch::ADV,هنوز,veel
858,nur::ADV,فقط,ainult
859,nur::ADV,تنها,ainult
860,schon::ADV,قبلاً,juba
861,schon::ADV,به این زودی,juba
862,wieder::ADV,باز,jälle
863,wieder::ADV,دوباره,jälle
864,vergebens::ADV,بیهوده,asjata
865,vor::PRP,در جلوی,ees
866,hinter::PRP,پشت,taha
867,unter::PRP,تحت,all
868,durch::PRP,از وسط,läbi
869,durch::PRP,از وسط,kaudu
870,durch::PRP,از ميان,läbi
871,durch::PRP,از ميان,kaudu
872,neben::PRP,کنار,kõrval
873,neben::PRP,پهلوی,kõrval
874,zwischen::PRP,بین,vahel
875,zwischen::PRP,میان,vahel
876,wegen::PRP,برای,tõttu
877,wegen::PRP,برای,pärast
878,wegen::PRP,بخاطر,tõttu
879,wegen::PRP,بخاطر,pärast
880,dies::PRN,این,see
881,das::PRN,آن,see
882,alles::PRN,تمام,kõik
883,alles::PRN,همه‌چیر,kõik
884,ich::PRN,من,mina
885,du::PRN,تو,sina
886,er::PRN,او,tema
887,wir::PRN,ما,me
888,ihr::PRN,شما,te
889,sie::PRN,آنها,nad
890,was::FPRN,چه,mis
891,wer::FPRN,کی,kes
892,wo::FADV,کجا,kus
893,wohin::FADV,بکجا,kuhu
894,wie::FADV,چطور,kuidas
895,wie::FADV,چگونه,kuidas
896,warum::FADV,چرا,miks
897,warum::FADV,برای چه,miks
898,wieviel::FNUM,چند,mitu
899,wieviel::FNUM,چند,kui palju
900,wieviel::FNUM,چقدر,mitu
901,wieviel::FNUM,چقدر,kui palju
902,eins::NUM,یک,üks
903,zwei::NUM,دو,kaks
904,drei::NUM,سه,kolm
905,vier::NUM,چهار,neli
906,fünf::NUM,پنج,viis
907,sechs::NUM,شش,kuus
908,sieben::NUM,هفت,seitse
909,acht::NUM,هشت,kaheksa
910,neun::NUM,نه,üheksa
911,zehn::NUM,ده,kümme
912,elf::NUM,یازده,üksteist
913,zwölf::NUM,دوازده,kaksteist
914,zwanzig::NUM,بیست,kakskümmend
915,dreißig::NUM,سی,kolmkümmend
916,vierzig::NUM,چهل,nelikümmend
917,fünfzig::NUM,پنجاه,viiskümmend
918,sechzig::NUM,شصت,kuuskümmend
919,siebzig::NUM,هفتاد,seitsekümmend
920,achtzig::NUM,هشتاد,kaheksakümmend
921,neunzig::NUM,نود,üheksakümmend
922,hundert::NUM,صد,sada
923,tausend::NUM,هزار,tuhat
924,und::CNJ,و,ja
925,oder::CNJ,یا,või
926,stehen::V,ایستادن,seisma
927,sitzen::V,نشستن,istuma
928,liegen::V,خوابیدن,lamama
929,liegen::V,دراز کشیدن,lamama
930,hängen::V,آویزان بودن,rippuma
931,werden::V,شدن,saama
932,werden::V,شدن,hakkama
933,passieren::V,گذشتن,juhtuma
934,passieren::V,اتفاق افتادن,juhtuma
935,beginnen::V,شروع شدن,algama
936,beginnen::V,شروع شدن,hakkama
937,enden::V,تمام شدن,lõppema
938,wechseln::V,عوض شدن,vahelduma
939,aufgehen[Sonne]::V,برآمدن,tõusma
940,aufgehen[Sonne]::V,طلوع کردن,tõusma
941,untergehen[Sonne]::V,غروب کردن,loojuma
942,scheinen[Sonne]::V,تابیدن,paistma
943,donnern::V,رعد زدن,kõmisema
944,wehen::V,دمیدن,puhuma
945,strömen::V,روان شدن,voolama
946,fließen::V,روان شدن,voolama
947,sich drehen::V,چرخیدن,pöörduma
948,schwanken::V,خم و راست شدن,kõikuma
949,schwingen::V,تاب خوردن,võnkuma
950,schwingen::V,نوسان کردن,võnkuma
951,fallen::V,افتادن,langema
952,fallen::V,سقوط کردن,langema
953,brennen::V,سوزاندن,põlema
954,rauchen::V,دود کردن,suitsema
955,regnen::V,باران آمدن,sadama
956,gefrieren::V,یخ بستن,kinni külmuma
957,tauen::V,آب شدن,sulama
958,schmelzen::V,آب شدن,sulama
959,trocknen::V,خشک شدن,kuivama
960,sieden::V,جوشیدن,keema
961,faulen::V,فاسد شدن,mädanema
962,verfaulen::V,پوسیدن,mädanema
963,reißen::V,پاره شدن,rebenema
964,versinken::V,غرق شدن,uppuma
965,vergehen::V,گذشتن,mööduma
966,erscheinen::V,ظاهر شدن,ilmuma
967,verschwinden::V,گم شدن,kaduma
968,verschwinden::V,از بین رفتن,kaduma
969,sinken::V,پایین آمدن,vajuma
970,sinken::V,پایین آمدن,langema
971,abnehmen::V,کم شدن,vähenema
972,abnehmen::V,کم شدن,kahenema
973,zunehmen::V,زیاد شدن,kasvama
974,steigen::V,بالا رفتن,tõusma
975,steigen::V,بالا رفتن,üles minema
976,wachsen::V,قد کشیدن,kasvama
977,glänzen::V,برق زدن,läikimä
978,funkeln::V,جرقه زدن,sädelema
979,lärmen::V,شلوغ کردن,lärmama
980,läuten::V,زنگ زدن,helisema
981,klingeln::V,زنگ زدن,helisema
982,klirren::V,جرنگ جرنگ صدا کردن,kõlisema
983,brausen::V,طوفانی بودن,kohisema
984,rauschen::V,خش‌خش کردن,kohisema
985,klingen::V,صدا دادن,kõlama
986,bellen::V,عوعو کردن,haukuma
987,heulen::V,زوزه کشیدن,uluma
988,blasen::V,فوت کردن,puhuma
989,pfeifen::V,سوت زدن,vilistama
990,schreien::V,فریاد زدن,karjuma
991,stöhnen::V,نالیدن,oigama
992,zittern::V,لرزیدن,värisema
993,leben::V,زیستن,elama
994,leben::V,زیستن,elus olema
995,leben::V,زندگی کردن,elama
996,leben::V,زندگی کردن,elus olema
997,geboren werden::V,متولد شدن,sündima
998,atmen::V,تنفس کردن,hingama
999,trinken::V,نوشیدن,jooma
1000,essen::V,خوردن,sööma
1001,schlucken::V,بلعیدن,neelama
1002,schlucken::V,قورت دادن,neelama
1003,müde werden::V,خسته شدن,väsima
1004,einschlafen::V,خواب رفتن,uinuma
1005,schlafen::V,خوابیدن,magama
1006,aufwachen::V,از خواب بیدار شدن,ärkama
1007,aufstehen::V,بیدار شدن,ärkama
1008,aufstehen::V,بیدار شدن,üles tõusma
1009,sich erholen::V,استراحت کردن,puhkama
1010,krank werden::V,مریض شدن,haigestuma
1011,krank werden::V,مریض شدن,haigeks jääma
1012,krank sein::V,بیمار بودن,haige olema
1013,schmerzen::V,درد کردن,valutama
1014,husten::V,سرفه کردن,köhima
1015,genesen::V,بهبود یافتن,toibuma
1016,sterben::V,مردن,surema
1017,umkommen::V,کشته شدن,surma saama
1018,sich bewegen::V,حرکت کردن,liikuma
1019,sich rühren::V,تکان خوردن,liikuma
1020,sich erheben::V,برخواستن,kerkima
1021,sich setzen::V,نشستن,istet võtma
1022,hinfallen::V,زمین خوردن,kukkuma
1023,hinfallen::V,زمین خوردن,maha kukkuma
1024,laufen::V,پیاده رفتن,kõndima
1025,schreiten::V,قدم زدن,astuma
1026,spazierengehen::V,گردش رفتن,jalutama
1027,eilen::V,شتاب کردن,ruttama
1028,eilen::V,شتاب کردن,kiirustama
1029,sich beeilen::V,عجله کردن,ruttama
1030,sich beeilen::V,عجله کردن,kiirustama
1031,sausen::V,صفیر کشیدن,kihutama
1032,sausen::V,صفیر کشیدن,tormama
1033,rennen::V,دویدن,jooksma
1034,rennen::V,دویدن,kihutama
1035,springen::V,پریدن,hüppama
1036,klettern::V,بالا رفتن,ronima
1037,schaukeln::V,تاب خوردن,kiikuma
1038,kriechen::V,خزیدن,roomama
1039,schwimmen::V,شنا کردن,ujuma
1040,tauchen::V,غواصی کردن,sukelduma
1041,rudern::V,پارو زدن,sõudma
1042,fahren::V,سواره رفتن,sõitma
1043,fliegen::V,پریدن,lendama
1044,gehen::V,رفتن,käima
1045,gehen::V,رفتن,minema
1046,weggehen::V,رفتن,ära minema
1047,weggehen::V,رفتن,välja minema
1048,abfahren::V,حرکت کردن,väljuma
1049,abfahren::V,حرکت کردن,ära sõitma
1050,anhalten::V,ایست کردن,peatuma
1051,hineingehen::V,داخل شدن,sisenema
1052,hineingehen::V,داخل شدن,sisse minema
1053,eintreten::V,وارد شدن,sisenema
1054,eintreten::V,وارد شدن,sisse astuma
1055,kommen::V,آمدن,tulema
1056,ankommen::V,رسیدن,saabuma
1057,zurückkommen::V,برگشتن,tagasi tulema
1058,bleiben::V,ماندن,jääma
1059,warten::V,منتظر بودن,ootama
1060,erwarten::V,انتظار داشتن,ootama
1061,erwarten::V,انتظار داشتن,lootma
1062,suchen::V,جستجو کردن,otsima
1063,finden::V,یافتن,leidma
1064,finden::V,پیدا کردن,leidma
1065,versuchen::V,سعی کردن,püüdma
1066,versuchen::V,سعی کردن,üritama
1067,versuchen::V,سعی کردن,katsetama
1068,versuchen::V,کوشش کردن,püüdma
1069,versuchen::V,کوشش کردن,üritama
1070,versuchen::V,کوشش کردن,katsetama
1071,vorbereiten::V,آماده کردن,valmistama
1072,lieben::V,عاشق بودن,armastama
1073,mögen::V,میل داشتن,sallima
1074,mögen::V,میل داشتن,meeldima
1075,mögen::V,دوست داشتن,sallima
1076,mögen::V,دوست داشتن,meeldima
1077,lachen::V,خندیدن,naerma
1078,rühren::V,به رقت آوردن,liigutama
1079,rühren::V,به رقت آوردن,heldima panema
1080,weinen::V,گریه کردن,nutma
1081,schimpfen::V,فحاشی کردن,sõimama
1082,sich ärgern::V,ناراحت شدن,ärrituma
1083,sich ärgern::V,ناراحت شدن,vihastuma
1084,sich fürchten::V,واهمه کردن,kartma
1085,sich fürchten::V,واهمه کردن,hirmu tundma
1086,fürchten::V,ترسیدن,kartma
1087,fliehen::V,گریختن,põgenema
1088,flüchten::V,فرار کردن,põgenema
1089,sehen::V,دیدن,nägema
1090,anschauen::V,نگاه کردن,vaatama
1091,ansehen::V,تماشا کردن,vaatama
1092,hören::V,شنیدن,kuulma
1093,zuhören::V,گوش دادن,kuulama
1094,probieren::V,چشیدن,proovima
1095,riechen::V,بوییدن,nuusutama
1096,riechen::V,بو کردن,nuusutama
1097,fühlen::V,احساس کردن,tundma
1098,scheinen::V,بنظر آمدن,näida
1099,scheinen::V,بنظر آمدن,ilmuda
1100,zu sehen sein::V,دیده شدن,ilmuma
1101,vernehmen::V,شنیدن,üle kuulama
1102,frieren::V,سرد بودن,külmetada
1103,tun::V,کردن,tegema
1104,können::V,توانستن,võima
1105,können::V,توانستن,oskama
1106,wollen::V,خواستن,tahtma
1107,anfangen::V,شروع کردن,hakkama
1108,anfangen::V,شروع کردن,alustama
1109,beenden::V,تمام کردن,lõpetama
1110,beenden::V,پایان دادن,lõpetama
1111,aufhören::V,دست کشیدن,lakkama
1112,gelingen::V,موفق شدن,õnnestuma
1113,geraten::V,نتیجه دادن,jõudma
1114,öffnen::V,گشودن,avama
1115,öffnen::V,باز کردن,avama
1116,schließen::V,بستن,sulgema
1117,schließen::V,قفل کردن,sulgema
1118,stellen::V,گذاردن,panema
1119,stellen::V,گذاردن,asetama
1120,setzen::V,نشاندن,panema
1121,legen::V,گذاشتن,panema
1122,legen::V,گذاشتن,asetama
1123,berühren::V,دست زدن,riivama
1124,berühren::V,دست زدن,puudutama
1125,berühren::V,لمس کردن,riivama
1126,berühren::V,لمس کردن,puudutama
1127,verbinden::V,وصل کردن,ühendama
1128,bedecken::V,پوشاندن,katma
1129,aufhängen::V,آویختن,riputama
1130,anzünden::V,سوزاندن,süütama
1131,aufheben::V,برداشتن,üles tõstma
1132,aufheben::V,بلند کردن,üles tõstma
1133,zurücklassen::V,گذاشتن,jätma
1134,verlieren::V,گم کردن,kaotama
1135,fallen lassen::V,انداختن,maha pillama
1136,fallen lassen::V,انداختن,kukkuda laskma
1137,machen::V,کردن,tegema
1138,machen::V,ساختن,tegema
1139,herstellen::V,ساختن,valmistama
1140,herstellen::V,تولید کردن,valmistama
1141,bauen::V,ساختن,ehitama
1142,bauen::V,بنا کردن,ehitama
1143,reparieren::V,درست کردن,parandama
1144,reparieren::V,تعمیر کردن,parandama
1145,verbessern::V,بهتر کردن,parandama
1146,ändern::V,تغییر دادن,muutma
1147,ändern::V,تغییر دادن,ümber tegema
1148,graben::V,کندن,kaevama
1149,graben::V,گود کردن,kaevama
1150,beugen::V,کج کردن,painutama
1151,biegen::V,خم کردن,painutama
1152,drehen::V,چرخاندن,keerama
1153,wenden::V,برگرداندن,ümber pöörama
1154,umdrehen::V,برگرداندن,ümber keerama
1155,heben::V,برداشتن,tõstma
1156,hochheben::V,برآوردن,üles tõstma
1157,hochheben::V,برآوردن,kõrgele tõstma
1158,hochheben::V,بلند کردن,üles tõstma
1159,hochheben::V,بلند کردن,kõrgele tõstma
1160,ergreifen::V,گرفتن,haarama
1161,halten::V,نگاه داشتن,hoidma
1162,drücken::V,فشار دادن,pigistama
1163,drücken::V,فشار آوردن,pigistama
1164,schieben::V,هل دادن,lükkama
1165,kratzen::V,خاریدن,kraapima
1166,lecken::V,لیسیدن,lakkuma
1167,beißen::V,گاز زدن,purema
1168,beißen::V,گاز زدن,hammustama
1169,abreißen::V,پاره کردن,rebima
1170,abreißen::V,پاره کردن,ära rebima
1171,abschneiden::V,بریدن,ära lõikama
1172,abschneiden::V,قطع کردن,ära lõikama
1173,binden::V,بستن,siduma
1174,stecken::V,فرو کردن,pistma
1175,brechen::V,شکستن,murdma
1176,klopfen::V,کوبیدن,koputama
1177,hauen::V,زدن,lööma
1178,kleben::V,چسباندن,kleepima
1179,reiben::V,مالش دادن,hõõruma
1180,streichen::V,مالیدن,silitama
1181,schleifen::V,تیز کردن,lihvima
1182,schleifen::V,تیز کردن,teritama
1183,schneiden::V,چیدن,lõikama
1184,schneiden::V,بریدن,lõikama
1185,rütteln::V,لرزاندن,raputama
1186,rütteln::V,تکان دادن,raputama
1187,schütteln::V,تکان دادن,raputama
1188,schütteln::V,تکان دادن,loksutama
1189,schwenken::V,تاب دادن,vehkima
1190,schwenken::V,تاب دادن,lehvitama
1191,schütten::V,ریختن,kallama
1192,füllen::V,پر کردن,täitma
1193,einwickeln::V,پیچیدن,sisse mähkima
1194,tragen::V,بردن,kandma
1195,tragen::V,حمل کردن,kandma
1196,schleppen::V,کشیدن,tassima
1197,schleppen::V,کشیدن,lohistama
1198,ziehen::V,کشیدن,vedama
1199,ziehen::V,کشیدن,tõmbama
1200,aufbewahren::V,نگهداری کردن,säilitama
1201,aufbewahren::V,نگهداری کردن,alal hoidma
1202,werfen::V,انداختن,viskama
1203,werfen::V,پرتاب کردن,viskama
1204,fangen::V,گرفتن,püüdma
1205,packen::V,گرفتن,kinni haarama
1206,packen::V,گرفتن,kinni võtma
1207,verstecken::V,قایم کردن,peitma
1208,verstecken::V,پنهان کردن,peitma
1209,teilen::V,قسمت کردن,jagama
1210,teilen::V,قسمت کردن,jaotama
1211,teilen::V,تقسیم کردن,jagama
1212,teilen::V,تقسیم کردن,jaotama
1213,schicken::V,فرستادن,saatma
1214,schicken::V,ارسال کردن,saatma
1215,bringen::V,آوردن,viima
1216,hinzufügen::V,افزودن,lisama
1217,hinzufügen::V,اضافه کردن,lisama
1218,bekommen::V,گرفتن,saama
1219,erhalten::V,دریافت کردن,saama
1220,nehmen::V,گرفتن,võtma
1221,nehmen::V,برداشتن,võtma
1222,wählen::V,انتخاب کردن,valima
1223,auswählen::V,برگزیدن,valima
1224,bewahren::V,حفظ کردن,hoidma
1225,bewahren::V,حفاظت کردن,hoidma
1226,behindern::V,مانع بودن,takistama
1227,verderben::V,از بین بردن,rikkuma
1228,beschädigen::V,صدمه زدن,rikkuma
1229,zerbrechen::V,شکستن,katki tegema
1230,zerreißen::V,دریدن,katki rebima
1231,zerreißen::V,پاره کردن,katki rebima
1232,zerstören::V,خراب کردن,purustama
1233,zerstören::V,ویران کردن,purustama
1234,verbrennen::V,سوزاندن,põletama
1235,geben::V,دادن,andma
1236,reichen::V,دادن,andma
1237,reichen::V,دادن,ulatama
1238,schenken::V,هدیه دادن,kinkima
1239,versprechen::V,قول دادن,lubama
1240,versprechen::V,قول دادن,tõotama
1241,versprechen::V,وعده دادن,lubama
1242,versprechen::V,وعده دادن,tõotama
1243,wünschen::V,آرزو کردن,soovima
1244,loben::V,ستایش کردن,kiitma
1245,küssen::V,بوسیدن,suudlema
1246,wiegen::V,نوسان کردن,hällitama
1247,zudecken::V,پوشاندن,kaanetama
1248,zudecken::V,پوشاندن,kinni katma
1249,wecken::V,بیدار کردن,äratama
1250,zeigen::V,نشان دادن,näitama
1251,führen::V,رهنمائی کردن,juhatama
1252,lehren::V,آموختن,õpetama
1253,lehren::V,یاد دادن,õpetama
1254,unterrichten::V,درس دادن,õpetama
1255,unterrichten::V,تدریس کردن,õpetama
1256,aufziehen::V,تربیت کردن,üles kasvatama
1257,leiten::V,اداره کردن,juhtima
1258,antreiben::V,عجله دادن,ergutama
1259,lassen::V,وادار کردن,laskma
1260,einladen::V,دعوت کردن,kutsuma
1261,einladen::V,مهمان کردن,kutsuma
1262,vereinigen::V,یکی کردن,ühendama
1263,vereinigen::V,متحد کردن,ühendama
1264,besuchen::V,دیدار کردن,külastama
1265,treffen::V,ملاقات کردن,kohtama
1266,sich versammeln::V,جمع شدن,kogunema
1267,spielen::V,بازی کردن,mängima
1268,singen::V,آواز خواندن,laulma
1269,tanzen::V,رقصیدن,tantsima
1270,sich trennen::V,جدا شدن,lahku minema
1271,verlassen::V,ترک کردن,maha jätma
1272,retten::V,نجات دادن,päästma
1273,bewachen::V,حراست کردن,valvama
1274,schützen::V,حفظ کردن,kaitsma
1275,verteidigen::V,دفاع کردن,kaitsma
1276,sich schlagen::V,کتک‌کاری کردن,kaklema
1277,schießen::V,تیر زدن,tulistama
1278,siegen::V,پیروز شدن,võitma
1279,ärgern::V,ناراحت کردن,ärritama
1280,ärgern::V,ناراحت کردن,vihastama
1281,schlagen::V,زدن,lööma
1282,schlagen::V,کوبیدن,lööma
1283,treten::V,لگد زدن,sõtkuma
1284,stechen::V,چاقو زدن,pistma
1285,stechen::V,چاقو زدن,torkama
1286,stoßen::V,هل دادن,tõukama
1287,stehlen::V,دزدیدن,varastama
1288,stören::V,مزاحم شدن,segama
1289,stören::V,مزاحم شدن,häirima
1290,belästigen::V,زحمت دادن,ahistama
1291,verbergen::V,پنهان کردن,peitma
1292,verbergen::V,پنهان کردن,varjama
1293,täuschen::V,گول زدن,petma
1294,täuschen::V,گول زدن,tüssama
1295,täuschen::V,فریب دادن,petma
1296,täuschen::V,فریب دادن,tüssama
1297,betrügen::V,گول زدن,petma
1298,betrügen::V,گول زدن,tüssama
1299,betrügen::V,گول زدن,truudust murtma
1300,betrügen::V,فریب دادن,petma
1301,betrügen::V,فریب دادن,tüssama
1302,betrügen::V,فریب دادن,truudust murtma
1303,töten::V,کشتن,tapma
1304,töten::V,کشتن,surmama
1305,wohnen::V,منزل داشتن,elama
1306,wohnen::V,سکونت داشتن,elama
1307,arbeiten::V,کار کردن,töötama
1308,sammeln::V,جمع کردن,koguma
1309,sammeln::V,جمع کردن,korjama
1310,pflücken::V,چیدن,noppima
1311,jagen::V,شکار کردن,jahtima
1312,fischen::V,صید کردن,kalastama
1313,fischen::V,صید کردن,kala püüdma
1314,fischen::V,ماهی‌گیری کردن,kalastama
1315,fischen::V,ماهی‌گیری کردن,kala püüdma
1316,fassen::V,گرفتن,püüdma
1317,hüten::V,چراندن,karjatama
1318,hüten::V,مراقبت کردن,karjatama
1319,treiben::V,راندن,ajama
1320,anbinden::V,متصل کردن,kinni siduma
1321,füttern::V,غذا دادن,söötma
1322,melken::V,دوشیدن,lüpsma
1323,hacken::V,خرد کردن,raiuma
1324,hacken::V,خرد کردن,lõhkuma
1325,gießen::V,ریختن,kastma
1326,reifen::V,رسیدن,valmima
1327,zubereiten::V,طبخ کردن,valmistama
1328,zubereiten::V,آماده کردن,valmistama
1329,kochen::V,پختن,keetma
1330,kochen::V,آشپزی کردن,keetma
1331,backen::V,پختن,küpsetama
1332,braten::V,سرخ کردن,praadima
1333,umrühren::V,هم زدن,segama
1334,stricken::V,بافتن,kuduma
1335,nähen::V,دوختن,õmblema
1336,färben::V,رنگ زدن,värvima
1337,reinigen::V,پاک کردن,puhastama
1338,reinigen::V,تمیز کردن,puhastama
1339,waschen::V,شستن,pesema
1340,abwischen::V,زدودن,puhtaks pühkima
1341,spülen::V,شستن,uhtma
1342,fegen::V,جارو کردن,pühkima
1343,kehren::V,جارو کردن,pühkima
1344,baden::V,شنا کردن,suplema
1345,baden::V,شنا کردن,kümblema
1346,baden::V,حمام کردن,suplema
1347,baden::V,حمام کردن,kümblema
1348,sich waschen::V,شستشو کردن,end pesema
1349,ausziehen::V,درآوردن,käest võtma
1350,ausziehen::V,درآوردن,jalast võtma
1351,ausziehen::V,درآوردن,seljast võtma
1352,anziehen::V,پوشیدن,jalga panema
1353,sich anziehen::V,لباس پوشیدن,riietuma
1354,kämmen::V,شانه زدن,kammima
1355,schmücken::V,زینت دادن,kaunistama
1356,sagen::V,گفتن,ütlema
1357,sprechen::V,حرف زدن,rääkima
1358,sprechen::V,حرف زدن,kõnelema
1359,sprechen::V,صحبت کردن,rääkima
1360,sprechen::V,صحبت کردن,kõnelema
1361,reden::V,حرف زدن,kõnelema
1362,reden::V,صحبت کردن,kõnelema
1363,sich unterhalten::V,گپ زدن,vestlema
1364,fragen::V,پرسیدن,küsima
1365,fragen::V,سؤال کردن,küsima
1366,bitten::V,خواهش کردن,paluma
1367,bitten::V,درخواست کردن,paluma
1368,erzählen::V,نقل کردن,jutustama
1369,erzählen::V,حکایت کردن,jutustama
1370,mitteilen::V,خبر دادن,teatama
1371,mitteilen::V,خبر دادن,teada andma
1372,nennen::V,نامیدن,nimetama
1373,rufen::V,صدا کردن,kutsuma
1374,prahlen::V,پز آمدن,hooplema
1375,übersetzen::V,ترجمه کردن,tõlkima
1376,denken::V,فکر کردن,mõtlema
1377,glauben::V,باور کردن,uskuma
1378,glauben::V,عقیده داشتن,uskuma
1379,bemerken::V,متوجه شدن,märkama
1380,erkennen::V,شناختن,ära tundma
1381,erkennen::V,تشخیص دادن,ära tundma
1382,begreifen::V,فهمیدن,aru saama
1383,begreifen::V,درک کردن,aru saama
1384,verstehen::V,فهمیدن,mõistma
1385,lernen::V,آموختن,õppima
1386,lernen::V,یاد گرفتن,õppima
1387,wissen::V,دانستن,teadma
1388,sich erinnern an::V,به یاد آوردن,mäletama
1389,vergessen::V,فراموش کردن,unustama
1390,messen::V,اندازه گرفتن,mõõtma
1391,zählen::V,شمردن,loendama
1392,rechnen::V,حساب کردن,arvutama
1393,lesen::V,خواندن,lugema
1394,malen::V,نقاشی کردن,maalima
1395,zeichnen::V,کشیدن,joonistama
1396,zeichnen::V,رسم کردن,joonistama
1397,schreiben::V,نوشتن,kirjutama
1398,besitzen::V,داشتن,omama
1399,kaufen::V,خریدن,ostma
1400,kaufen::V,خرید کردن,ostma
1401,verkaufen::V,فروختن,müüma
1402,bezahlen::V,پرداختن,tasuma
1403,zahlen::V,پرداخت کردن,maksma
1404,beherrschen::V,مسلط بودن,valitsema
1405,ertragen::V,تحمل کردن,taluma
