,Concept_ID,mn,cv
708,Samstag::N,бямба,шӑмат кун
709,Sonntag::N,ням,вырсарни кун
710,groß::A,их,пысӑк
711,groß::A,том,пысӑк
712,klein::A,бага,пӗчӗк
713,klein::A,жаахан,пӗчӗк
714,lang::A,урт,вӑрӑм
715,kurz::A,охор,кӗске
716,kurz::A,богино,кӗске
717,breit::A,өргөн,сарлака
718,schmal::A,уйтан,ансӑр
719,schmal::A,нарийн,ансӑр
720,dicht::A,нягт,йӑвӑ
721,dicht::A,чигжүү,йӑвӑ
722,dick[Gegenstand]::A,зузаан,хулӑн
723,dünn::A,нимгэн,ҫинҫе
724,dünn::A,нимгэн,ҫӳхе
725,fein::A,нарийн,тарай
726,fein::A,нарийн,вӗлтӗрти
727,fest::A,бөх,тӗреклӗ
728,fest::A,хатуу,тӗреклӗ
729,flach::A,хавтгай,лаптак
730,glatt::A,цагаан,такӑр
731,hart::A,хатуу,хытӑ
732,weich::A,зөөлөн,ҫемҫе
733,rund::A,дугуй,ҫавра
734,rund::A,дугариг,ҫавра
735,spitz::A,шовх,шӗвӗр
736,spitz::A,шовгор,шӗвӗр
737,scharf::A,хурц,ҫивӗч
738,scharf::A,иртэй,ҫивӗч
739,stumpf::A,мохоо,мӑка
740,stumpf::A,мохоо,пуклак
741,stumpf::A,мохоо,тӗрӗнчӗк
742,stumpf::A,мохоо,ӑнкарусӑр
743,schwer::A,хүнд,йывӑр
744,schön::A,гуа,илемлӗ
745,schön::A,сайхан,илемлӗ
746,heiß::A,халуун,вӗри
747,warm::A,дулаан,ӑшӑ
748,kalt::A,хүйтэн,сивӗ
749,kühl::A,сэрүүн,уҫӑ
750,frisch::A,эрүүл,уҫӑ
751,frisch::A,жихүүн,уҫӑ
752,feucht::A,чийгтэй,йӗпе
753,nass::A,нойтон,нӳрӗ
754,trocken::A,хатсан,типӗ
755,voll::A,дүүрэн,тулли
756,leer::A,хоосон,пушӑ
757,offen::A,онгорхой,уҫӑ
758,geschlossen::A,битүү,хупӑ
759,geschlossen::A,хаалтай,хупӑ
760,sauber::A,цэвэр,таса
761,sauber::A,хиргүй,таса
762,schmutzig::A,бохир,пылчӑклӑ
763,schmutzig::A,бохир,вараланчӑк
764,schmutzig::A,хиртэй,пылчӑклӑ
765,schmutzig::A,хиртэй,вараланчӑк
766,roh::A,түүхий,чӗрӗ
767,reif::A,болсон,пулнӑ
768,reif::A,болсон,пиҫӗхнӗ
769,reif::A,болсон,аталаннӑ
770,reif::A,болсон,пиҫсе ҫитнӗ
771,lecker::A,амттай,тутлӑ
772,lecker::A,амттай,техӗмлӗ
773,süß::A,амттай,пылак
774,süß::A,чихэрлэг,пылак
775,bitter::A,гашуун,йӳҫӗ
776,sauer::A,эсгэлэн,йӳҫӗ
777,sauer::A,эсгэлэн,йӳҫек
778,sauer::A,эсгэлэн,кӑвасак
779,hell::A,гэгээн,ҫутӑ
780,hell::A,гэрэлтэй,ҫутӑ
781,dunkel::A,бараан,тӗттӗм
782,dunkel::A,харанхуй,тӗттӗм
783,schwarz::A,хар,хура
784,weiß::A,цагаан,шурӑ
785,rot::A,улаан,хӗрлӗ
786,gelb::A,шар,сарӑ
787,blau::A,хөх,кӑвак
788,blau::A,цэнхэр,кӑвак
789,grün::A,ногоон,симӗс
790,grün::A,ногоон,пиҫмен
791,grün::A,ногоон,ӑс пухман
792,grau::A,орог,кӑвак
793,grau::A,саарал,кӑвак
794,bunt::A,эрээн,чӑпар
795,billig::A,хямд,йӳнӗ
796,teuer::A,үнэтэй,хаклӑ
797,wertvoll::A,үнэт,паха
798,blind::A,сохор,суккӑр
799,taub::A,чих хатуу,хӑлхасӑр
800,kräftig::A,чийрэг,хӑватлӑ
801,stark::A,хүчтэй,вирлӗ
802,stark::A,чадалтай,вирлӗ
803,schwach::A,сул,халсӑр
804,fett::A,тарган,самӑр
805,fett::A,тарган,мӑнтӑр
806,fett::A,голигор,самӑр
807,fett::A,голигор,мӑнтӑр
808,schlank::A,голшиг,йӑрӑс
809,schlank::A,голшиг,яштака
810,hübsch::A,сайхан,хитре
811,hübsch::A,хөөрхөн,хитре
812,böse::A,муу,усал
813,böse::A,хортой,усал
814,dumm::A,тэнэг,ухмах
815,faul::A,залхуу,наян
816,faul::A,залхуу,юлхав
817,faul::A,залхуу,ӳркенчӗк
818,fleißig::A,чармайлтгай,хастар
819,geizig::A,харамч,хытӑ
820,klug::A,цэцэн,ӑслӑ
821,geschickt::A,дүйтэй,ӑста
822,lieb::A,хайрт,савнӑ
823,lustig::A,цэнгэлтэй,хаваслӑ
824,sanft::A,наалинхай,ачаш
825,hungrig::A,өлөн,выҫӑ
826,hungrig::A,өлссөн,выҫӑ
827,krank::A,өвчтэй,чирлӗ
828,nackt::A,нүцгэн,ҫара
829,traurig::A,гунигт,салхуллӑ
830,lebendig::A,амьд,чӗрӗ
831,lebendig::A,амьтай,чӗрӗ
832,gut::A,сайн,аван
833,gut::A,сайн,лайӑх
834,schlecht::A,муу,япӑх
835,schlecht::A,муу,начар
836,schlecht::A,өөдгүй,япӑх
837,schlecht::A,өөдгүй,начар
838,richtig::A,зөв,тӗрӗс
839,richtig::A,зүйтэй,тӗрӗс
840,schlimm::A,муухай,йӗрӗнчӗк
841,wahr::A,үнэн,чӑн
842,wahr::A,жинхэнэ,чӑн
843,alt::A,хуучин,кивӗ
844,neu::A,шинэ,ҫӗнӗ
845,ehemalig::A,агсан,пулнӑ
846,ehemalig::A,байсан,пулнӑ
847,alt[Lebewesen]::A,өвгөн,ватӑ
848,alt[Lebewesen]::A,хижээл,ватӑ
849,jung::A,залуу,яш
850,jung::A,залуу,ҫамрӑк
851,arm::A,ядуу,чухӑн
852,reich::A,баян,пуян
853,reich::A,баялаг,пуян
854,bekannt::A,танил,пӗлӗш
855,berühmt::A,цуутай,чаплӑ
856,berühmt::A,алдартай,чаплӑ
857,fremd::A,харь,ют
858,fremd::A,гадаад,ют
859,verschieden::A,ондоо,расна
860,verschieden::A,янз янзын,расна
861,nah::A,ойрын,ҫывӑх
862,nah::A,ойрын,ҫывӑхри
863,nah::A,дөтийн,ҫывӑх
864,nah::A,дөтийн,ҫывӑхри
865,fern::A,холын,инҫе
866,fern::A,холын,аякри
867,linker::A,буруу,сулахай
868,rechter::A,баруун,сылтӑм
869,anderer::A,өөр,урӑх
870,anderer::A,нөгөө,урӑх
871,erster::A,нэгдэх,пӗрремӗш
872,erster::A,нэгдүгээр,пӗрремӗш
873,zweiter::A,хоёрдугаар,иккӗмӗш
874,dritter::A,гуравдугаар,виҫҫӗмӗш
875,letzter::A,сүүлийн,юлашки
876,allein::ADV,ганцаараа,пӗччен
877,auf einmal::ADV,нэгмөсөн,кӗмӗрккен
878,zusammen::ADV,цуг,пӗрле
879,zusammen::ADV,хамт,пӗрле
880,lange::ADV,удаан,вӑрах
881,plötzlich::ADV,гэнэт,сасартӑк
882,sofort::ADV,дороо,тӳрех
883,später::ADV,дараа,кайран
884,jetzt::ADV,өнөө,халь
885,jetzt::ADV,өнөө,халӗ
886,heute::ADV,өнөө,паян
887,heute::ADV,өнөөдөр,паян
888,morgen::ADV,маргааш,ыран
889,morgen::ADV,маргаадар,ыран
890,bald::ADV,түргэн,халех
891,bald::ADV,түргэн,кӗҫех
892,bald::ADV,удахгүй,халех
893,bald::ADV,удахгүй,кӗҫех
894,dann::ADV,хожим,унтан
895,dann::ADV,тэгээд,унтан
896,gestern::ADV,өчигдөр,ӗнер
897,einst::ADV,нэг,пӗррехинче
898,damals::ADV,тэгэхэд,ун чухне
899,damals::ADV,тэгэхэд,апла пулсан
900,danach::ADV,тэгээд,унтан
901,danach::ADV,дараа нь,унтан
902,vorher::ADV,урьд,малтан
903,zuerst::ADV,анх,пирвай
904,zuerst::ADV,эхлээд,пирвай
905,einmal::ADV,нэг удаа,пӗррехинче
906,manchmal::ADV,хааяа,хӑш чухне
907,manchmal::ADV,заримдаа,хӑш чухне
908,oft::ADV,олонтоо,тӑтӑш
909,immer::ADV,байнга,ялан
910,niemals::ADV,хэзээ ч,нихӑҫан та
911,niemals::ADV,хэдийд ч,нихӑҫан та
912,hier::ADV,энд,кунта
913,hierhin::ADV,нааш,кунта
914,von hier::ADV,эндээс,кунтан
915,dort::ADV,тэнд,унта
916,dort::ADV,тэнд,ҫавӑнта
917,dorthin::ADV,тийш,унта
918,dorthin::ADV,тийш,ҫавӑнта
919,geradeaus::ADV,шулуун,тикӗс
920,vorwärts::ADV,урагшаа,малалла
921,rückwärts::ADV,буцаан,хыҫала
922,rückwärts::ADV,сөөргөө,хыҫала
923,zurück::ADV,буцаж,каялла
924,zurück::ADV,гэдрэг,каялла
925,unten::ADV,дор,аялта
926,hinab::ADV,уруу,аялта
927,oben::ADV,дээр,ҫӳлте
928,hinauf::ADV,өөд,ҫӳле
929,hinauf::ADV,дээш,ҫӳле
930,überall::ADV,хааяагүй,таҫта та
931,überall::ADV,хааяагүй,пур ҫӗрте те
932,überall::ADV,хааяагүй,кирек ӑҫта та
933,überall::ADV,энд тэндгүй,таҫта та
934,überall::ADV,энд тэндгүй,пур ҫӗрте те
935,überall::ADV,энд тэндгүй,кирек ӑҫта та
936,nicht::ADV,эс,мар
937,nicht::ADV,-гүй,мар
938,ein wenig::ADV,жаахан,пӑртак
939,kaum::ADV,арай,аран
940,kaum::ADV,арай гэж,аран
941,sehr::ADV,тун,питӗ
942,so::ADV,тэгж,апла
943,so::ADV,ингээд,апла
944,noch::ADV,дахин,татах
945,noch::ADV,дахиад,татах
946,nur::ADV,зөвхөн,ҫех
947,nur::ADV,гагцхүү,ҫех
948,schon::ADV,нэгэнт,ӗнтӗ
949,wieder::ADV,дахин,каллех
950,wieder::ADV,дахиад,каллех
951,vergebens::ADV,хий,харам
952,vor::PRP,өмнө,умӗнче
953,hinter::PRP,ард,кайра
954,unter::PRP,доор,айне
955,unter::PRP,доор,айӗпе
956,unter::PRP,доор,айӗнче
957,unter::PRP,доор,ҫитеспе
958,durch::PRP,дундуур,витӗр
959,neben::PRP,хажууд,патӗнче
960,zwischen::PRP,завсар,хушшинче
961,zwischen::PRP,хооронд,хушшинче
962,wegen::PRP,төлөө,пула
963,wegen::PRP,төлөө,пирки
964,wegen::PRP,дээрээс,пула
965,wegen::PRP,дээрээс,пирки
966,dies::PRN,энэ,ку
967,dies::PRN,энэ,ҫак
968,das::PRN,тэр,ҫав
969,alles::PRN,цөм,пурте
970,alles::PRN,цөм,йӑлт
971,alles::PRN,бүгд,пурте
972,alles::PRN,бүгд,йӑлт
973,ich::PRN,би,эп
974,du::PRN,чи,эс
975,er::PRN,тэр,вӑл
976,er::PRN,тэр хүн,вӑл
977,wir::PRN,бид,эпир
978,ihr::PRN,та нар,эсир
979,sie::PRN,тэд,вӗсем
980,was::FPRN,юу,мӗн
981,was::FPRN,юу,мӗскер
982,was::FPRN,юу,мӗн те пулин
983,wer::FPRN,хэн,кам
984,wo::FADV,хаа,ӑҫта
985,wo::FADV,хаана,ӑҫта
986,wohin::FADV,хааш,ӑҫта
987,wohin::FADV,хаана,ӑҫта
988,wie::FADV,яаж,епле
989,wie::FADV,яаж,мӗнле
990,wie::FADV,хэрхэн,епле
991,wie::FADV,хэрхэн,мӗнле
992,warum::FADV,юунд,ма
993,warum::FADV,юунд,мӗншӗн
994,warum::FADV,яагаад,ма
995,warum::FADV,яагаад,мӗншӗн
996,wieviel::FNUM,хэдий,миҫе
997,wieviel::FNUM,хэд,миҫе
998,eins::NUM,нэг,пӗр
999,eins::NUM,нэг,пӗрре
1000,zwei::NUM,хоёр,ик
1001,zwei::NUM,хоёр,икӗ
1002,zwei::NUM,хоёр,иккӗ
1003,drei::NUM,гурав,виҫ
1004,drei::NUM,гурав,виҫӗ
1005,drei::NUM,гурав,виҫҫӗ
1006,vier::NUM,дөрөв,тӑват
1007,fünf::NUM,тав,пилӗк
1008,fünf::NUM,тав,пиллӗк
1009,sechs::NUM,зургаа,улт
1010,sechs::NUM,зургаа,ултӑ
1011,sechs::NUM,зургаа,улттӑ
1012,sieben::NUM,долоо,ҫич
1013,sieben::NUM,долоо,ҫичӗ
1014,sieben::NUM,долоо,ҫиччӗ
1015,acht::NUM,найм,сакӑр
1016,acht::NUM,найм,саккӑр
1017,neun::NUM,ес,тӑхӑр
1018,neun::NUM,ес,тӑххӑр
1019,zehn::NUM,арав,вунӑ
1020,zehn::NUM,арав,вуннӑ
1021,elf::NUM,арван нэг,вун пӗр
1022,zwölf::NUM,арван хоёр,вун ик
1023,zwölf::NUM,арван хоёр,вун икӗ
1024,zwölf::NUM,арван хоёр,вун иккӗ
1025,zwanzig::NUM,хорь,ҫирӗм
1026,dreißig::NUM,гуч,вӑтӑр
1027,vierzig::NUM,дөч,хӗрӗх
1028,fünfzig::NUM,тавь,аллӑ
1029,sechzig::NUM,жар,утмӑл
1030,siebzig::NUM,дал,ҫитмӗл
1031,achtzig::NUM,ная,сакӑр вунӑ
1032,achtzig::NUM,ная,сакӑр вуннӑ
1033,neunzig::NUM,ер,тӑхӑр вун
1034,neunzig::NUM,ер,тӑхӑр вунӑ
1035,neunzig::NUM,ер,тӑхӑр вуннӑ
1036,hundert::NUM,зуу,ҫӗр
1037,tausend::NUM,мянга,пин
1038,und::CNJ,ч,та
1039,und::CNJ,болон,та
1040,oder::CNJ,буюу,е
1041,stehen::V,зогсох,тӑр
1042,sitzen::V,суух,лар
1043,liegen::V,хэвтэх,вырт
1044,hängen::V,өлгөөтэй байх,усӑнса тӑр
1045,hängen::V,өлгөөтэй байх,ҫакӑнса тӑр
1046,hängen::V,дүүжлээтэй байх,усӑнса тӑр
1047,hängen::V,дүүжлээтэй байх,ҫакӑнса тӑр
1048,werden::V,болох,пул
1049,passieren::V,тохиох,пул
1050,beginnen::V,эхлэх,пуҫлан
1051,enden::V,дүүрэх,пӗт
1052,enden::V,дүүрэх,вӗҫлен
1053,wechseln::V,хувирах,улшӑн
1054,aufgehen[Sonne]::V,мандах,тух
1055,untergehen[Sonne]::V,жаргах,анса лар
1056,scheinen[Sonne]::V,гэрэлтэх,пӑх
1057,donnern::V,дуугарах,кӗмсӗртет
1058,donnern::V,дуугарах,авӑт
1059,wehen::V,салхилах,варкӑш
1060,wehen::V,хөөрөгдөх,варкӑш
1061,strömen::V,гүйх,тӑкӑн
1062,strömen::V,урсах,тӑкӑн
1063,fließen::V,урсах,юх
1064,sich drehen::V,эргэлдэх,ҫаврӑн
1065,schwanken::V,хэлбэлзэх,чӳхен
1066,schwingen::V,ганхах,суллан
1067,schwingen::V,хэлбэлзэх,суллан
1068,fallen::V,унах,кип
1069,fallen::V,унах,тӳр кип
1070,fallen::V,унах,татӑлса ан
1071,brennen::V,шатах,ҫун
1072,rauchen::V,баагих,мӑкӑрлан
1073,rauchen::V,баагих,тӗтӗм кӑлар
1074,regnen::V,бороо орно,ҫумӑр ҫӑвать
1075,gefrieren::V,хөлдөх,шӑн
1076,tauen::V,хайлах,ирӗл
1077,schmelzen::V,уярах,ирӗл
1078,trocknen::V,хатах,тип
1079,sieden::V,буцлах,вӗре
1080,sieden::V,даргилах,вӗре
1081,faulen::V,үжрэх,ҫӗр
1082,faulen::V,өмхийрөх,ҫӗр
1083,verfaulen::V,бээх,ҫӗр
1084,verfaulen::V,өгрөх,ҫӗр
1085,reißen::V,цуурах,ҫурӑл
1086,versinken::V,живэх,пут
1087,vergehen::V,нөгчих,ирт
1088,vergehen::V,өнгөрөх,ирт
1089,erscheinen::V,гарах,курӑн
1090,erscheinen::V,гарах,курӑнса кай
1091,erscheinen::V,бултайх,курӑн
1092,erscheinen::V,бултайх,курӑнса кай
1093,verschwinden::V,далд орох,ҫухал
1094,verschwinden::V,алга болох,ҫухал
1095,sinken::V,татрах,чак
1096,sinken::V,доошлох,чак
1097,abnehmen::V,багасах,чак
1098,abnehmen::V,хорогдох,чак
1099,zunehmen::V,ихсэх,пысӑклан
1100,steigen::V,нэмэгдэх,ҫӗклен
1101,wachsen::V,өсөх,ӳс
1102,wachsen::V,ургах,ӳс
1103,glänzen::V,гилгэнэх,ҫиҫ
1104,glänzen::V,гилбэгнэх,ҫиҫ
1105,funkeln::V,гялжах,ялкӑш
1106,funkeln::V,гялжах,йӑлтӑртат
1107,funkeln::V,гялалзах,ялкӑш
1108,funkeln::V,гялалзах,йӑлтӑртат
1109,lärmen::V,шуугих,шавла
1110,läuten::V,цохих,шӑнкӑравла
1111,klingeln::V,хонхдох,шӑнкӑравла
1112,klingeln::V,дуугарах,шӑнкӑравла
1113,klirren::V,хангир жингэр хийх,калтлат
1114,klirren::V,хангир жингэр хийх,шӑнкӑлтат
1115,brausen::V,бургилах,ахӑр
1116,rauschen::V,сэржигнэх,вашӑлтат
1117,rauschen::V,сэржигнэх,чашӑлтат
1118,klingen::V,хангинах,янӑра
1119,bellen::V,хуцах,вӗр
1120,heulen::V,улих,ула
1121,blasen::V,үлзэх,вӗр
1122,pfeifen::V,исгэрэх,шӑхӑр
1123,schreien::V,хашгирах,кӑшкӑр
1124,stöhnen::V,ёолох,йынӑш
1125,stöhnen::V,гэнгэнэх,йынӑш
1126,zittern::V,дагжих,чӗтре
1127,leben::V,амьдрах,пурӑн
1128,geboren werden::V,төрөх,ҫурал
1129,atmen::V,амьсгалах,сывла
1130,trinken::V,уух,ӗҫ
1131,essen::V,идэх,ҫи
1132,schlucken::V,залгих,ҫӑт
1133,müde werden::V,ядрах,ӗшен
1134,einschlafen::V,унтчих,ыйха пут
1135,einschlafen::V,унтчих,ҫывӑрса кай
1136,schlafen::V,унтах,ҫывӑр
1137,aufwachen::V,сэрэх,вӑран
1138,aufstehen::V,босох,тӑр
1139,sich erholen::V,амрах,кан
1140,krank werden::V,өвдөж эхлэх,чирле
1141,krank sein::V,өвдөх,чирле
1142,schmerzen::V,өвдөх,сур
1143,schmerzen::V,өвдөх,ырат
1144,schmerzen::V,шархирах,сур
1145,schmerzen::V,шархирах,ырат
1146,husten::V,ханиах,ӳсӗр
1147,genesen::V,засрах,сывал
1148,genesen::V,засрах,тӳрлен
1149,sterben::V,үхэх,вил
1150,sterben::V,нас барах,вил
1151,umkommen::V,үхэх,вил
1152,sich bewegen::V,хөдлөх,куҫ
1153,sich rühren::V,хөдлөх,хускал
1154,sich erheben::V,босох,тӑр
1155,sich setzen::V,суух,лар
1156,hinfallen::V,ойчих,ӳк
1157,laufen::V,явган явах,ут
1158,schreiten::V,алхах,ут
1159,spazierengehen::V,зугаалах,уҫӑлса ҫӳре
1160,spazierengehen::V,зугаалах,уткаласа ҫӳре
1161,eilen::V,хурдлах,васка
1162,eilen::V,хурдлах,хыпалан
1163,sich beeilen::V,яарах,васка
1164,sich beeilen::V,яарах,хыпалан
1165,sich beeilen::V,шамдах,васка
1166,sich beeilen::V,шамдах,хыпалан
1167,sausen::V,давхих,ыткӑн
1168,sausen::V,давхих,вӗҫтер
1169,rennen::V,гүйх,чуп
1170,springen::V,харайх,сик
1171,springen::V,дэвхрэх,сик
1172,klettern::V,авирах,улӑх
1173,schaukeln::V,ганхалзах,йӳрӗн
1174,kriechen::V,мөлхөх,шу
1175,kriechen::V,мөлхөх,упален
1176,schwimmen::V,сэлэх,иш
1177,tauchen::V,шунгах,чӑм
1178,rudern::V,сэлүүрдэх,авӑс
1179,fahren::V,явах,пыр
1180,fliegen::V,нисэх,вӗҫ
1181,gehen::V,явах,кай
1182,weggehen::V,явах,кай
1183,abfahren::V,одох,тапран
1184,abfahren::V,хөдлөх,тапран
1185,anhalten::V,зогсох,чарӑн
1186,hineingehen::V,орох,кӗр
1187,eintreten::V,орох,кӗр
1188,kommen::V,ирэх,кил
1189,ankommen::V,хүрэх,ҫит
1190,zurückkommen::V,харих,таврӑн
1191,zurückkommen::V,харих,каялла кил
1192,zurückkommen::V,буцаж ирэх,таврӑн
1193,zurückkommen::V,буцаж ирэх,каялла кил
1194,bleiben::V,үлдэх,юл
1195,warten::V,хүлээх,кӗт
1196,erwarten::V,хүлээх,кӗт
1197,suchen::V,эрэх,шыра
1198,suchen::V,бэдрэх,шыра
1199,finden::V,олох,туп
1200,versuchen::V,оролдох,пикен
1201,vorbereiten::V,бэлтгэх,хатӗрле
1202,lieben::V,янаглах,юрат
1203,mögen::V,таалах,кӑмӑлла
1204,mögen::V,таалах,килӗштер
1205,lachen::V,инээх,кул
1206,lachen::V,инээх,ахӑлтат
1207,rühren::V,сэтгэл уяруулах,ҫулӑх
1208,weinen::V,уйлах,йӗр
1209,weinen::V,уйлах,макӑр
1210,schimpfen::V,хараах,вӑрҫ
1211,schimpfen::V,хараах,ятлаҫ
1212,sich ärgern::V,уурлах,ҫиллен
1213,sich fürchten::V,айх,шиклен
1214,fürchten::V,айх,хӑра
1215,fliehen::V,зугтах,тар
1216,fliehen::V,гүйж очих,тар
1217,flüchten::V,оргох,чупса тар
1218,sehen::V,үзэх,кур
1219,anschauen::V,харах,пӑхса ил
1220,ansehen::V,харах,пӑх
1221,hören::V,дуулах,илт
1222,zuhören::V,чагнах,итле
1223,zuhören::V,чагнах,тӑнла
1224,probieren::V,амсаж үзэх,астив
1225,riechen::V,үнэрлэх,шӑршла
1226,fühlen::V,мэдрэх,туй
1227,fühlen::V,мэдрэх,сис
1228,scheinen::V,шиг үзэгдэх,туйӑн
1229,zu sehen sein::V,үзэгдэх,курӑн
1230,zu sehen sein::V,харагдах,курӑн
1231,vernehmen::V,дуулах,пӑл
1232,frieren::V,даарах,йӳтен
1233,tun::V,хийх,ту
1234,tun::V,үйлдэх,ту
1235,können::V,болох,пултар
1236,wollen::V,хүсэх,те
1237,anfangen::V,эхлэх,пуҫла
1238,beenden::V,дуусгах,пӗтер
1239,aufhören::V,болих,пӑрах
1240,aufhören::V,зогсох,пӑрах
1241,gelingen::V,бүтэх,ӑн
1242,geraten::V,илрэх,пул
1243,öffnen::V,нээх,уҫ
1244,öffnen::V,тайлах,уҫ
1245,schließen::V,хаах,хуп
1246,stellen::V,тавих,ларт
1247,stellen::V,тавих,тӑрат
1248,stellen::V,босгох,ларт
1249,stellen::V,босгох,тӑрат
1250,setzen::V,суулгах,ларт
1251,legen::V,хийх,хур
1252,legen::V,тавих,хур
1253,berühren::V,шүргэх,перӗн
1254,verbinden::V,залгах,сып
1255,bedecken::V,бүрэх,вит
1256,aufhängen::V,өлгөх,ҫак
1257,aufhängen::V,дүүжлэх,ҫак
1258,anzünden::V,асаах,ҫут
1259,anzünden::V,ноцоох,ҫут
1260,aufheben::V,өргөх,ҫӗкле
1261,zurücklassen::V,орхих,манса хӑвар
1262,zurücklassen::V,үлдээх,манса хӑвар
1263,verlieren::V,гээх,ҫӗтер
1264,fallen lassen::V,унагах,ӳкер
1265,machen::V,хийх,ту
1266,machen::V,гаргах,ту
1267,herstellen::V,бүтээх,ӑстала
1268,bauen::V,барих,ту
1269,reparieren::V,засах,юса
1270,reparieren::V,сэлбэх,юса
1271,verbessern::V,засах,лайӑхлат
1272,verbessern::V,сайжруулах,лайӑхлат
1273,ändern::V,өөрчлөх,улӑштар
1274,graben::V,малтах,чав
1275,graben::V,малтах,чакала
1276,beugen::V,бөгтийлгөх,кукӑрт
1277,biegen::V,матах,ав
1278,biegen::V,матах,кукӑрт
1279,biegen::V,муруйлгах,ав
1280,biegen::V,муруйлгах,кукӑрт
1281,drehen::V,эргүүлэх,ҫавӑр
1282,wenden::V,эргүүлэх,ӳпӗнтер
1283,umdrehen::V,хөрвүүлэх,ҫавӑр
1284,heben::V,өргөх,хӑпарт
1285,hochheben::V,өргөх,йӑт
1286,ergreifen::V,атгах,тыт
1287,halten::V,барих,тыт
1288,drücken::V,дарах,пус
1289,schieben::V,түлхэх,тӗк
1290,schieben::V,түлхэх,тӗрт
1291,kratzen::V,хусах,хыр
1292,kratzen::V,маажих,хыр
1293,lecken::V,долоох,ҫула
1294,beißen::V,зуух,ҫырт
1295,beißen::V,зуух,хып
1296,beißen::V,хазах,ҫырт
1297,beißen::V,хазах,хып
1298,abreißen::V,таслах,тат
1299,abschneiden::V,тайрах,кас
1300,binden::V,боох,ҫых
1301,binden::V,хүлэх,ҫых
1302,stecken::V,шаах,чик
1303,stecken::V,шигтгэх,чик
1304,brechen::V,хугалах,хуҫ
1305,klopfen::V,цохих,такка
1306,klopfen::V,тогших,такка
1307,hauen::V,дэлдэх,шакка
1308,kleben::V,наах,ҫыпӑҫтар
1309,reiben::V,нухах,сӑтӑр
1310,reiben::V,нидчих,сӑтӑр
1311,streichen::V,нялах,сӗр
1312,streichen::V,түрхэх,сӗр
1313,schleifen::V,билүүдэх,хӑйра
1314,schleifen::V,гуранздах,хӑйра
1315,schneiden::V,огтлох,кас
1316,rütteln::V,холхнулах,лӑка
1317,rütteln::V,холхнулах,силлентер
1318,schütteln::V,сэгсрэх,лӑка
1319,schütteln::V,сэгсрэх,силлентер
1320,schwenken::V,дэвэх,сулла
1321,schwenken::V,даллах,сулла
1322,schütten::V,цутгах,тултар
1323,schütten::V,аягалах,тултар
1324,füllen::V,дүүргэх,тултар
1325,einwickeln::V,боох,чӗрке
1326,einwickeln::V,ороох,чӗрке
1327,tragen::V,авчрах,ҫӗкле
1328,schleppen::V,чирэх,сӗтӗр
1329,ziehen::V,татах,тӑс
1330,aufbewahren::V,хадгалах,усра
1331,werfen::V,хаях,пӑрах
1332,werfen::V,шидэх,пӑрах
1333,fangen::V,барих,тыт
1334,packen::V,шүүрэх,тыт
1335,verstecken::V,нуух,пытарса хур
1336,teilen::V,хуваах,уйӑр
1337,teilen::V,хуваах,пайла
1338,schicken::V,илгээх,яр
1339,schicken::V,явуулах,яр
1340,bringen::V,авчрах,кӳр
1341,bringen::V,аваачих,кӳр
1342,hinzufügen::V,нэмэх,хуш
1343,bekommen::V,хүлээн авах,ил
1344,bekommen::V,хүлээн авах,туян
1345,erhalten::V,хүлээн авах,ил
1346,erhalten::V,хүлээн авах,туян
1347,nehmen::V,авах,ил
1348,wählen::V,сонгох,суйла
1349,auswählen::V,шилэх,суйла
1350,bewahren::V,гамнах,упра
1351,behindern::V,саад хийх,кансӗрле
1352,behindern::V,саад хийх,чӑрмантар
1353,behindern::V,тотгор болох,кансӗрле
1354,behindern::V,тотгор болох,чӑрмантар
1355,verderben::V,эвдэх,пӑс
1356,beschädigen::V,гэмтээх,пӑс
1357,zerbrechen::V,хагалах,ват
1358,zerbrechen::V,хагалах,ҫӗмӗр
1359,zerbrechen::V,хага цохих,ват
1360,zerbrechen::V,хага цохих,ҫӗмӗр
1361,zerreißen::V,урах,ҫур
1362,zerstören::V,эвдэх,иш
1363,zerstören::V,сүйтгэх,иш
1364,verbrennen::V,шатаах,ҫунтар
1365,geben::V,өгөх,пар
1366,reichen::V,өгөх,пар
1367,reichen::V,дамжуулах,пар
1368,schenken::V,бэлэглэх,парнеле
1369,versprechen::V,амлах,тума пул
1370,versprechen::V,амлах,сӑмах пар
1371,wünschen::V,ерөөх,сун
1372,loben::V,магтах,ырла
1373,loben::V,сайшаах,ырла
1374,küssen::V,озох,чуп ту
1375,küssen::V,үнсэх,чуп ту
1376,wiegen::V,бүүвэйлэх,сиктер
1377,wiegen::V,бүүвэйлэх,силле
1378,zudecken::V,хучих,вит
1379,zudecken::V,бүтээх,вит
1380,wecken::V,сэрээх,вӑрат
1381,zeigen::V,үзүүлэх,кӑтарт
1382,führen::V,хөтлөх,илсе пыр
1383,führen::V,хөтлөх,ҫавӑтса пыр
1384,lehren::V,заах,вёрент
1385,unterrichten::V,сургах,вёрент
1386,aufziehen::V,өсгөх,вӗрент
1387,aufziehen::V,хүмүүжүүлэх,вӗрент
1388,leiten::V,удирдах,тытса пыр
1389,antreiben::V,шамдуулах,васкат
1390,lassen::V,-уулах,пусахла
1391,lassen::V,-уулах,хуш
1392,einladen::V,залах,чӗн
