,Concept_ID,fi,mrj
225,Gold::N,kulta,шöртньӹ
226,Silber::N,hopea,ши
227,Kohle::N,hiili,шӱ
228,Glas::N,lasi,охоница
229,Lehm::N,savi,шун
230,Sand::N,hiekka,ошма
231,Mensch::N,ihminen,эдем
232,Mann::N,mies,пӱэргӹ
233,Frau::N,nainen,ӹдӹрӓмӓш
234,Kind::N,lapsi,ӓзӓ
235,Kind::N,lapsi,шачшы
236,Junge::N,poika,рвезӹ
237,Junge::N,poika,ӹрвезӹ
238,Mädchen::N,tyttö,ӹдӹрӓш
239,Familie::N,perhe,йиш
240,Familie::N,perhe,семня
241,Großvater::N,isoisä,тьоти
242,Großmutter::N,isoäiti,папа
243,Eltern::N,vanhemmat,ӓтя-ӓвӓ
244,Vater::N,isä,ӓтя
245,Mutter::N,äiti,ӓвӓ
246,Sohn::N,poika,эргӹ
247,Tochter::N,tytär,ӹдӹр
248,Bruder::N,veli,ӹза
249,Schwester::N,sisko,ӓкӓ
250,Onkel::N,eno,кугуза
251,Onkel::N,setä,кугуза
252,Tante::N,täti,куака
253,Ehemann::N,mies,мары
254,Ehemann::N,aviomies,мары
255,Ehefrau::N,vaimo,вӓтӹ
256,Ehefrau::N,aviovaimo,вӓтӹ
257,Freude::N,ilo,ӹвӹртӹмӓш
258,Freude::N,riemu,ӹвӹртӹмӓш
259,Gelächter::N,nauru,ваштылмаш
260,Glück::N,onni,пиӓл
261,Kummer::N,suru,ясы
262,Kummer::N,murhe,ясы
263,Wunsch::N,toive,охата
264,Wunsch::N,toive,шанымаш
265,Wunsch::N,toivomus,охата
266,Wunsch::N,toivomus,шанымаш
267,Lust::N,himo,шӓр
268,Lust::N,himo,охата
269,Lust::N,himo,шанымаш
270,Geist::N,henki,тух
271,Gedanke::N,aate,шанымаш
272,Gedanke::N,ajatus,шанымаш
273,Gedächtnis::N,muisti,ӓш
274,Verstand::N,äly,ыш
275,Verstand::N,järki,ыш
276,Verstand::N,ymmärrys,ыш
277,Sinn::N,merkitys,кын
278,Grund::N,syy,вир
279,Grund::N,peruste,вир
280,Wahrheit::N,tosi,тöр
281,Wahrheit::N,totuus,тöр
282,Gespräch::N,puhelu,хытырымаш
283,Gespräch::N,keskustelu,хытырымаш
284,Märchen::N,satu,ямак
285,Erzählung::N,tarina,шайыштмаш
286,Erzählung::N,kertomus,шайыштмаш
287,Nachricht::N,tieto,увертӓрӹмӓш
288,Nachricht::N,ilmoitus,увертӓрӹмӓш
289,Neuigkeit::N,uutinen,увер
290,Name::N,nimi,лӹм
291,Rätsel::N,arvoitus,тышты
292,Rede::N,puhe,шая
293,Rede::N,puhe,шамак
294,Sprache::N,kieli,йӹлмӹ
295,Stimme::N,ääni,юк
296,Wort::N,sana,шамак
297,Zeichen::N,merkki,палӹ
298,Ruf::N,kutsu,сӹгӹрӹмӓш
299,Lärm::N,melu,юкланымащ
300,Lärm::N,hälinä,юкланымащ
301,Laut::N,ääni,юк
302,Ton::N,sävel,юк
303,Lied::N,laulu,мыры
304,Ruhe::N,lepo,тыр
305,Ruhe::N,rauha,тыр
306,Leute::N,väki,эдемвлӓ
307,Leute::N,ihmiset,эдемвлӓ
308,Volk::N,kansa,халык
309,Arbeit::N,työ,пӓшӓ
310,Gast::N,vieras,хына
311,Geschenk::N,lahja,подарка
312,Spiel::N,peli,мадыш
313,Spiel::N,leikki,мадыш
314,Gesellschaft::N,seura,йӓл
315,Gesellschaft::N,seura,йӓлвлӓ
316,Hilfe::N,apu,палшык
317,Freund::N,ystävä,тӓнг
318,Kamerad::N,toveri,тос
319,Angelegenheit::N,asia,дела
320,Angelegenheit::N,asia,йела
321,Angelegenheit::N,asia,йыла
322,Angelegenheit::N,asia,пӓшӓ
323,Anzahl::N,lukumäärä,шот
324,Art::N,laji,цӹре
325,Stück::N,pala,лаштык
326,Stück::N,kappale,лаштык
327,Teil::N,osa,пай
328,Teil::N,osa,часть
329,Hälfte::N,puoli,пел
330,Kreis::N,ympyrä,тӹртӹш
331,Kreuz::N,risti,крестӹ
332,Linie::N,viiva,
333,Strich::N,piirto,
334,Abstand::N,väli,ло
335,Abstand::N,väljyys,ло
336,Entfernung::N,etäisyys,ло
337,Gegend::N,seutu,вӓр
338,Platz::N,tila,вӓр
339,Ort::N,kohta,вӓр
340,Ort::N,paikka,вӓр
341,Seite::N,sivu,öрдӹж
342,Seite::N,kylki,öрдӹж
343,Mitte::N,keskus,ло
344,Mitte::N,puoliväli,ло
345,Gegenstand::N,kalu,хӓдӹр
346,Gegenstand::N,esine,хӓдӹр
347,Sache::N,asia,хӓдӹр
348,Rand::N,ääri,шöр
349,Rand::N,syrjä,шöр
350,Kante::N,särmä,шöр
351,Ecke::N,nurkka,лык
352,Spitze::N,terä,вуй
353,Spitze::N,kärki,вуй
354,Ende::N,pää,вуй
355,Ende::N,pää,мычаш
356,Ende::N,perä,вуй
357,Ende::N,perä,мычаш
358,Loch::N,kolo,ыраж
359,Loch::N,reikä,ыраж
360,Winkel::N,kulma,лык
361,Muster::N,kuvio,тӹрлец
362,Größe::N,koko,кӱкшӹц
363,Größe::N,suuruus,кӱкшӹц
364,Länge::N,pituus,кыт
365,Höhe::N,korkeus,кӱкшӹц
366,Gewicht::N,paino,нелӹц
367,Menge::N,määrä,шот
368,Haufen::N,kasa,ара
369,Reihe::N,rivi,ряд
370,Boot::N,vene,пыш
371,Ruder::N,airo,вешлӓ
372,Schlitten::N,reki,тир
373,Schlitten::N,kelkka,тир
374,Ski::N,suksi,ечӹ
375,Lagerfeuer::N,nuotio,тыл
376,Last::N,kuorma,нелӹц
377,Gang::N,kulku,ход
378,Gang::N,käynti,ход
379,Schritt::N,askel,ашкыл
380,Norden::N,pohjoinen,йыдпелвел
381,Süden::N,etelä,кечӹвӓлвел
382,Westen::N,länsi,кечӹ шӹцмӹ
383,Osten::N,itä,ирвел
384,Osten::N,itä,кечӹ лӱлтмӹ
385,Holz::N,puu,пушӓнгӹ
386,Brett::N,lauta,ханга
387,Platte::N,levy,плитӓ
388,Stütze::N,noja,цӓрӓк
389,Stange::N,tanko,равы
390,Stange::N,tanko,намаш
391,Stock::N,keppi,панды
392,Stab::N,sauva,равы
393,Stab::N,seiväs,равы
394,Rohr::N,putki,пыч
395,Haus::N,talo,пöрт
396,Heim::N,koti,пöрт
397,Ofen::N,uuni,камака
398,Fußboden::N,lattia,седӹрӓ
399,Tisch::N,pöytä,стöл
400,Stuhl::N,tuoli,пöкен
401,Wiege::N,kehto,шипкӓ
402,Bett::N,sänky,койка
403,Bett::N,sänky,кравать
404,Regal::N,hylly,полицӓ
405,Kiste::N,arkku,шӱ́ндӹк
406,Kiste::N,kirstu,шӱ́ндӹк
407,Kiste::N,laatikko,шӱ́ндӹк
408,Fenster::N,ikkuna,окня
409,Tür::N,ovi,амаса
410,Tor::N,portti,хапка
411,Zaun::N,aita,забор
412,Dach::N,katto,левӓш
413,Leiter::N,tikkaat,ташкалтыш
414,Leiter::N,tikapuut,ташкалтыш
415,Besen::N,luuta,сало
416,Besen::N,luuta,салко
417,Spaten::N,lapio,кольмы
418,Schaufel::N,lapio,лоток
419,Gabel::N,haarukka,ви́лка
420,Löffel::N,lusikka,савала
421,Messer::N,veitsi,кӹзӹ
422,Nagel::N,naula,пыда
423,Netz::N,verkko,вӓпш
424,Haken::N,haka,крӱк
425,Haken::N,haka,кагак
426,Haken::N,koukku,крӱк
427,Haken::N,koukku,кагак
428,Griff::N,ripa,кычем
429,Griff::N,kahva,кычем
430,Schloss::N,lukko,замок
431,Schloss::N,lukko,сыравач
432,Bild::N,kuva,картин
433,Figur::N,kuvio,кӓн
434,Puppe::N,nukke,поханя
435,Beutel::N,pussi,мешӓк
436,Bündel::N,nippu,топ
437,Bündel::N,nippu,пидӹш
438,Bündel::N,nippu,кӹлдӹш
439,Bündel::N,kimppu,топ
440,Bündel::N,kimppu,пидӹш
441,Bündel::N,kimppu,кӹлдӹш
442,Tasche::N,laukku,сумкы
443,Eimer::N,sanko,ведӹрӓ
444,Eimer::N,ämpäri,ведӹрӓ
445,Deckel::N,kansi,комдыш
446,Geschirr::N,astia,ӓтӹ
447,Sack::N,säkki,мешӓк
448,Tasse::N,kuppi,цӓшкӓ
449,Topf::N,pata,ми́ска
450,Kessel::N,kattila,пад
451,Essen::N,syönti,качкыш
452,Essen::N,syönti,качкыш-йӱш
453,Nahrung::N,ruoka,качкыш
454,Nahrung::N,ruoka,качкыш-йӱш
455,Nahrung::N,ravinto,качкыш
456,Nahrung::N,ravinto,качкыш-йӱш
457,Speise::N,ruoka,няня
458,Fleisch::N,liha,пай
459,Getreide::N,vilja,киндӹ
460,Brei::N,puuro,шӹрӓш
461,Brot::N,leipä,сыкыр
462,Scheibe::N,viipale,ламыт
463,Scheibe::N,viipale,лаштык
464,Fett::N,rasva,кая
465,Butter::N,voi,ӱ
466,Öl::N,öljy,ӱ
467,Salz::N,suola,санзал
468,Suppe::N,keitto,лем
469,Honig::N,hunaja,мӱ
470,Milch::N,maito,шӹшер
471,Tee::N,tee,чӓй
472,Leder::N,nahka,шарга
473,Leder::N,nahka,кавашты
474,Wolle::N,villa,миж
475,Stoff::N,kangas,матер
476,Stoff::N,kangas,матери
477,Nadel::N,neula,им
478,Faden::N,lanka,шӹртӹ
479,Knopf::N,nappi,полдыш
480,Knoten::N,solmu,пӱкшем
481,Farbe::N,maali,чиӓ
482,Farbe::N,maali,крӓскӓ
483,Kleidung::N,vaatteet,выргем
484,Hemd::N,paita,тыгыр
485,Kragen::N,kaulus,шӱ
486,Ärmel::N,hiha,шокш
487,Hose::N,housut,ялаш
488,Gürtel::N,vyö,ӹштӹ
489,Mütze::N,lakki,упш
490,Schuh::N,kenkä,ту́фльы
491,Stiefel::N,saapas,кем
492,Ring::N,sormus,шӓргӓш
493,Band::N,nauha,лемтӓ
494,Kamm::N,kampa,шерге
495,Spiegel::N,peili,тӹгӹр
496,Riemen::N,hihna,прӓжӓ
497,Schnur::N,naru,кӓндӹра
498,Schnur::N,nuora,кӓндӹра
499,Leine::N,talutushihna,керем
500,Decke::N,peite,одеял
501,Kissen::N,tyyny,кӹпцӹк
502,Kissen::N,pielus,кӹпцӹк
503,Tuch::N,huivi,савыц
504,Handtuch::N,pyyheliina,шӹргӹсавыц
505,Handtuch::N,pyyheliina,шӹргӹмсавыц
506,Kraft::N,väki,ви
507,Kraft::N,voima,ви
508,Stärke::N,vahvuus,ви
509,Gesundheit::N,terveys,шу
510,Gesundheit::N,terveys,шулык
511,Krankheit::N,tauti,мыж
512,Krankheit::N,sairaus,мыж
513,Schmerz::N,kipu,карштыш
514,Schmerz::N,särky,карштыш
515,Wunde::N,haava,шушыр
516,Fieber::N,kuume,ӱштӹмыж
517,Arznei::N,lääke,лекӓрцӹ
518,Brücke::N,silta,кӹвер
519,Brunnen::N,kaivo,вӹдсӹнзӓ
520,Weide::N,laidun,ныр
521,Pfad::N,polku,ялгорны
522,Weg::N,tie,корны
523,Straße::N,katu,корны
524,Dorf::N,kylä,сола
525,Stadt::N,kaupunki,города
526,Brief::N,kirje,сирмӓш
527,Buch::N,kirja,книгӓ
528,Buchstabe::N,kirjain,буква́
529,Zeitung::N,lehti,газет
530,Zeitung::N,lehti,кайзет
531,Zeitung::N,sanomalehti,газет
532,Zeitung::N,sanomalehti,кайзет
533,Leben::N,elo,житя
534,Leben::N,elämä,житя
535,Tod::N,kuolema,смöрт
536,Grab::N,hauta,шӹгер
537,Grab::N,hauta,мыгилӓ
538,Grab::N,hauta,шӹгерлӓ
539,Kirche::N,kirkko,церкӹ
540,Sünde::N,synti,сулык
541,Gott::N,jumala,йымы
542,Arbeiter::N,työläinen,пӓшӓзӹ
543,Chef::N,päällikkö,вуй
544,Meister::N,mestari,мастар
545,Arzt::N,lääkäri,доктор
546,Lehrer::N,opettaja,тымдышы
547,Geld::N,raha,окса
548,Geschäft::N,liike,торге́йӹмӓш
549,Laden::N,puoti,лапка
550,Laden::N,puoti,магазин
551,Laden::N,kauppa,лапка
552,Laden::N,kauppa,магазин
553,Preis::N,hinta,ӓк
554,Ware::N,tavara,товар
555,Nutzen::N,hyöty,пайда
556,Reichtum::N,rikkaus,перке
557,Welt::N,maailma,сӓндӓлӹк
558,Welt::N,maailma,свет
559,Land::N,maa,сӓндӓлӹк
560,Staat::N,valtio,кугижӓншӹ
561,König::N,kuningas,король
562,Macht::N,mahti,власть
563,Grenze::N,raja,пӹсмӓн
564,Krieg::N,sota,вырсы
565,Feind::N,vihollinen,тышман
566,Gewalt::N,väkivalta,ви
567,Kampf::N,taistelu,кредӓлмӓш
568,Bogen[Waffe]::N,jousi,янгеж
569,Pfeil::N,nuoli,пикш
570,Gewehr::N,kivääri,пичӓл
571,Fehler::N,vika,самынь
572,Fehler::N,virhe,самынь
573,Lüge::N,valhe,шая
574,Schaden::N,vaurio,вре́дӓ
575,Schaden::N,vahinko,вре́дӓ
576,Unglück::N,vahinko,пёда
577,Unglück::N,vahinko,тымаша
578,Unglück::N,onnettomuus,пёда
579,Unglück::N,onnettomuus,тымаша
580,Schuld::N,syy,вуйнамат
581,Alter::N,ikä,иӓш
582,Alter::N,ikä,игечӹ
583,Schluss::N,loppu,пӹтӓртӹш
584,Zeit::N,aika,веремӓ
585,Tag::N,päivä,кечӹ
586,Morgen::N,aamu,ир
587,Morgen::N,aamu,ирок
588,Morgen::N,huomen,ир
589,Morgen::N,huomen,ирок
590,Mittag::N,keskipäivä,кечӹвӓл
591,Abend::N,ilta,вады
592,Nacht::N,yö,йыд
593,Woche::N,viikko,ӓрня
594,Monat::N,kuukausi,тӹ́лзӹ
595,Jahr::N,vuosi,год
596,Frühling::N,kevät,шошым
597,Sommer::N,kesä,кӓнгӹж
598,Herbst::N,syksy,шӹжӹ
599,Winter::N,talvi,тел
600,Winter::N,talvi,телӹ
601,Januar::N,tammikuu,январ
602,Januar::N,tammikuu,январь
603,Februar::N,helmikuu,февраль
604,März::N,maaliskuu,март
605,April::N,huhtikuu,апрель
606,Mai::N,toukokuu,май
607,Juni::N,kesäkuu,июнь
608,Juli::N,heinäkuu,июль
609,August::N,elokuu,август
610,September::N,syyskuu,сентябрь
611,Oktober::N,lokakuu,октябрь
612,November::N,marraskuu,ноябрь
613,Dezember::N,joulukuu,декавыр
614,Montag::N,maanantai,шачмы
615,Dienstag::N,tiistai,кышкыжмы
616,Mittwoch::N,keskiviikko,вӹрчегӹ
617,Donnerstag::N,torstai,изӓрня
618,Freitag::N,perjantai,когарня
619,Samstag::N,lauantai,кукшыгечӹ
620,Sonntag::N,sunnuntai,рушӓрня
621,groß::A,iso,кого
622,groß::A,suuri,кого
623,klein::A,pieni,изи
624,lang::A,pitkä,кужы
625,kurz::A,lyhyt,кӹтӹк
626,breit::A,leveä,кымда
627,schmal::A,kapea,ӓнгӹсӹр
628,dicht::A,taaja,шӹре
629,dick[Gegenstand]::A,paksu,кӹжгӹ
630,dünn::A,ohut,вӹцкӹж
631,fein::A,hieno,пыльга
632,fest::A,luja,цаткыды
633,flach::A,litteä,тӓлякӓ
634,flach::A,tasainen,тӓлякӓ
635,glatt::A,sileä,ягылгы
636,glatt::A,siloinen,ягылгы
637,hart::A,kova,пингӹдӹ
638,weich::A,pehmeä,пышкыды
639,rund::A,pyöreä,тӹртӹш
640,spitz::A,terävä,кашар
641,scharf::A,terävä,кашар
642,stumpf::A,tylsä,нӹшкӹ
643,schwer::A,raskas,нелӹ
644,schwer::A,painava,нелӹ
645,schön::A,kaunis,цевер
646,schön::A,kaunis,олмыдшы
647,heiß::A,kuuma,шокшы
648,warm::A,lämmin,шокшы
649,kalt::A,kylmä,ӱштӹ
650,kalt::A,viluinen,ӱштӹ
651,kühl::A,viileä,юалгы
652,kühl::A,viileä,йонгата
653,frisch::A,tuore,йонгата
654,feucht::A,kostea,ӹлӹкшӹ
655,feucht::A,kostea,вӹдӹжгӹ
656,nass::A,märkä,начкы
657,trocken::A,kuiva,кукшы
658,voll::A,täysi,темшӹ
659,voll::A,täysi,темыман
660,leer::A,tyhjä,йӓрӓ
661,offen::A,avonainen,виш
662,geschlossen::A,suljettu,чӱчмӹ
663,geschlossen::A,suljettu,тӹкӹлӓлтшӹ
664,sauber::A,puhdas,ире
665,schmutzig::A,likainen,шоран
666,schmutzig::A,likainen,лявӹрӓн
667,schmutzig::A,likainen,шорангшы
668,roh::A,raaka,пеле кӱшӹ
669,reif::A,kypsä,кӱшӹ
670,lecker::A,herkullinen,тотан
671,süß::A,makea,мӱӓн
672,bitter::A,karvas,качы
673,bitter::A,kitkerä,качы
674,sauer::A,hapan,шапы
675,hell::A,kirkas,соты
676,hell::A,kirkas,валгыды
677,hell::A,valoisa,соты
678,hell::A,valoisa,валгыды
679,dunkel::A,pimeä,пӹц
680,dunkel::A,pimeä,пӹцкемӹш
681,schwarz::A,musta,шим
682,weiß::A,valkea,ош
683,weiß::A,valkea,ошы
684,rot::A,punainen,якшаргы
685,gelb::A,keltainen,сар
686,gelb::A,keltainen,сары
687,blau::A,sininen,симсӹ
688,grün::A,vihreä,ыжар
689,grau::A,harmaa,луды
690,bunt::A,kirjava,ала
691,billig::A,halpa,шулдаш
692,billig::A,huokea,шулдаш
693,teuer::A,kallis,шергӹ
694,teuer::A,kallis,шергӓкӓн
695,wertvoll::A,arvokas,ӓкӓн
696,blind::A,sokea,слöпöй
697,blind::A,sokea,сльöпöй
698,taub::A,kuuro,тӱтӱк
699,kräftig::A,väkevä,виӓн
700,kräftig::A,voimakas,виӓн
701,stark::A,vahva,виӓн
702,schwach::A,heikko,шава
703,schwach::A,heikko,лӹпкӓ
704,schwach::A,heikko,слабка
705,fett::A,lihava,таза
706,schlank::A,hoikka,яштака
707,schlank::A,solakka,яштака
708,hübsch::A,soma,сӹлнӹ
709,hübsch::A,soma,олмыдшы
710,hübsch::A,sievä,сӹлнӹ
711,hübsch::A,sievä,олмыдшы
712,böse::A,paha,шӹдӓн
713,böse::A,häijy,шӹдӓн
714,dumm::A,tyhmä,окмак
715,dumm::A,typerä,окмак
716,faul::A,laiska,ялахай
717,fleißig::A,ahkera,пӓшам яратышы
718,geizig::A,saita,шык
719,klug::A,älykäs,ышан
720,geschickt::A,taitava,мастар
721,lieb::A,rakas,тыри
722,lustig::A,hauska,мындыр
723,lustig::A,hauska,сусу
724,lustig::A,iloinen,мындыр
725,lustig::A,iloinen,сусу
726,sanft::A,lauha,йӹвӹжӓ
727,sanft::A,lempeä,йӹвӹжӓ
728,hungrig::A,nälkäinen,шужышы
729,krank::A,sairas,церлӹ
730,krank::A,sairas,хворой
731,nackt::A,alaston,цӓрӓ
732,traurig::A,surullinen,сы́лыкан
733,traurig::A,surullinen,кымы́лдымы
734,traurig::A,murheellinen,сы́лыкан
735,traurig::A,murheellinen,кымы́лдымы
736,lebendig::A,elävä,живой
737,gut::A,hyvä,яжо
738,schlecht::A,paha,уда
739,schlecht::A,paha,худа
740,schlecht::A,huono,уда
741,schlecht::A,huono,худа
742,richtig::A,oikea,вургамла
743,schlimm::A,paha,йӹрнык
744,wahr::A,tosi,настоящий
745,wahr::A,tosi,настояшый
746,alt::A,vanha,шонгы
747,neu::A,uusi,у
748,ehemalig::A,entinen,тошты
749,ehemalig::A,muinainen,тошты
750,alt[Lebewesen]::A,vanha,ӹлалшӹ
751,jung::A,nuori,нöргӹ
752,jung::A,nuori,молода
753,arm::A,köyhä,укеӓн
