,Concept_ID,is,kv
318,Gegend::N,hérað,места
319,Platz::N,pláss,места
320,Ort::N,staður,места
321,Seite::N,hlið,ладор
322,Mitte::N,miðja,шӧр
323,Gegenstand::N,hlutur,тор
324,Sache::N,mál,тор
325,Rand::N,brún,дор
326,Kante::N,rönd,ордлы
327,Ecke::N,horn,пельӧс
328,Spitze::N,oddur,йыв
329,Ende::N,endi,йыв
330,Loch::N,gat,осьта
331,Loch::N,hola,осьта
332,Winkel::N,skot,пельӧс
333,Winkel::N,krókur,пельӧс
334,Muster::N,munstur,сер
335,Größe::N,stærð,ыжда
336,Länge::N,lengd,кузя
337,Höhe::N,hæð,сувда
338,Höhe::N,hæð,вылына
339,Gewicht::N,vigt,сьӧкта
340,Gewicht::N,þyngd,сьӧкта
341,Menge::N,magn,
342,Haufen::N,hrúga,куча
343,Haufen::N,haugur,куча
344,Reihe::N,röð,лёдз
345,Boot::N,bátur,пыж
346,Ruder::N,ár,пелыс
347,Schlitten::N,sleði,додь
348,Ski::N,skíði,лямпа
349,Lagerfeuer::N,varðeldur,бипур
350,Last::N,byrði,тягота
351,Last::N,farmur,тягота
352,Gang::N,ganga,мунӧм
353,Schritt::N,skref,вожмӧв
354,Norden::N,norður,ой
355,Süden::N,suður,лун
356,Westen::N,vestur,рытвыв
357,Osten::N,austur,асыв
358,Holz::N,viður,пу
359,Brett::N,fjöl,пӧв
360,Platte::N,flötur,плита
361,Stütze::N,stoð,пика
362,Stange::N,stöng,зор
363,Stange::N,stöng,потш
364,Stock::N,prik,бедь
365,Stock::N,stafur,бедь
366,Stab::N,prik,шест
367,Stab::N,stafur,шест
368,Rohr::N,rör,труба
369,Rohr::N,pípa,труба
370,Haus::N,hús,керку
371,Heim::N,heimili,керку
372,Ofen::N,ofn,пӧжавны
373,Fußboden::N,gólf,джодж
374,Tisch::N,borð,пызан
375,Stuhl::N,stóll,стул
376,Wiege::N,vagga,зыбка
377,Bett::N,rúm,кровать
378,Bett::N,hvíla,кровать
379,Regal::N,hilla,джадж
380,Kiste::N,kassi,ящик
381,Fenster::N,gluggi,ӧшын
382,Tür::N,dyr,ыбӧс
383,Tür::N,hurð,ыбӧс
384,Tor::N,hlið,ворота
385,Zaun::N,girðing,забор
386,Zaun::N,limgarður,забор
387,Dach::N,þak,крыша
388,Leiter::N,stigi,лиснич
389,Besen::N,sópur,рос
390,Spaten::N,spaði,зыр
391,Schaufel::N,skófla,зыр
392,Gabel::N,gaffall,вила
393,Löffel::N,skeið,пань
394,Messer::N,hnífur,пурт
395,Nagel::N,nögl,кӧрттув
396,Netz::N,net,кыйӧт
397,Haken::N,krókur,ем
398,Griff::N,tak,пу
399,Schloss::N,lás,замок
400,Bild::N,mynd,картина
401,Figur::N,stytta,мыгӧр
402,Puppe::N,brúða,акань
403,Beutel::N,poki,мешӧк
404,Beutel::N,baggi,мешӧк
405,Bündel::N,böggull,нин
406,Tasche::N,veski,сумка
407,Eimer::N,fata,ведра
408,Deckel::N,lok,вевт
409,Geschirr::N,leirtau,доз
410,Geschirr::N,leirtau,бекӧрпань
411,Sack::N,sekkur,мешӧк
412,Tasse::N,bolli,бекӧр
413,Topf::N,pottur,кастрюля
414,Kessel::N,ketill,пӧрт
415,Essen::N,matur,сёйӧм
416,Nahrung::N,fæða,вердан
417,Speise::N,réttur,сёян
418,Speise::N,matarréttur,сёян
419,Fleisch::N,kjöt,яй
420,Getreide::N,korn,сю
421,Brei::N,grautur,каша
422,Brot::N,brauð,нянь
423,Scheibe::N,sneið,шӧрӧм
424,Fett::N,fita,гос
425,Butter::N,smjör,ви
426,Öl::N,olía,ви
427,Salz::N,salt,сов
428,Suppe::N,súpa,шыд
429,Honig::N,hunang,ма
430,Milch::N,mjólk,йӧв
431,Tee::N,te,чай
432,Leder::N,skinn,кучик
433,Wolle::N,ull,гӧн
434,Stoff::N,dúkur,дӧра
435,Nadel::N,nál,ем
436,Faden::N,þráður,сунис
437,Knopf::N,tala,кизь
438,Knopf::N,hnappur,кизь
439,Knoten::N,hnútur,узӧв
440,Knoten::N,hnútur,гӧрӧд
441,Farbe::N,málning,краска
442,Kleidung::N,búningur,паськӧм
443,Kleidung::N,klæðnaður,паськӧм
444,Hemd::N,skyrta,йӧрнӧс
445,Kragen::N,kragi,воротник
446,Kragen::N,flibbi,воротник
447,Ärmel::N,ermi,сос
448,Hose::N,buxur,вешьян
449,Gürtel::N,belti,йи
450,Mütze::N,húfa,шапка
451,Schuh::N,skór,ботинки
452,Stiefel::N,stígvél,сапог
453,Ring::N,hringur,чунькытш
454,Band::N,band,ленточка
455,Kamm::N,greiða,сынан
456,Spiegel::N,spegill,зеркало
457,Riemen::N,ól,ремень
458,Riemen::N,reim,ремень
459,Schnur::N,snúra,гез
460,Leine::N,band,повод
461,Decke::N,teppi,одеяло
462,Kissen::N,koddi,подушка
463,Tuch::N,klútur,чышьян
464,Handtuch::N,þurrka,чышкӧт
465,Handtuch::N,handklæði,чышкӧт
466,Kraft::N,afl,прак
467,Kraft::N,kraftur,прак
468,Stärke::N,styrkur,вын
469,Gesundheit::N,heilsa,здоровье
470,Gesundheit::N,heilbrigði,здоровье
471,Krankheit::N,sjúkdómur,шог
472,Schmerz::N,sársauki,зубыт
473,Wunde::N,sár,рана
474,Fieber::N,hitasótt,лёк тресся
475,Fieber::N,hitasótt,кынтан шогӧт
476,Arznei::N,lyf,лекарство
477,Brücke::N,brú,пос
478,Brunnen::N,brunnur,колодец 
479,Weide::N,hagi,пода йирсян
480,Pfad::N,stígur,туй
481,Weg::N,vegur,туй
482,Straße::N,gata,туй
483,Straße::N,stræti,туй
484,Dorf::N,þorp,деревня
485,Stadt::N,borg,город
486,Brief::N,bréf,гижӧт
487,Buch::N,bók,книга
488,Buchstabe::N,bókstafur,буква
489,Zeitung::N,dagblað,газета
490,Leben::N,líf,олан
491,Tod::N,dauði,кулӧм
492,Grab::N,gröf,гу
493,Kirche::N,kirkja,вичку
494,Sünde::N,synd,грек
495,Gott::N,guð,ен
496,Arbeiter::N,verkamaður,уджалiсь
497,Chef::N,yfirmaður,начальник
498,Meister::N,meistari,мастер
499,Arzt::N,læknir,врач
500,Lehrer::N,kennari,велӧтісь
501,Geld::N,peningar,деньга
502,Geschäft::N,viðskipti,удж
503,Laden::N,búð,магазин
504,Laden::N,verslun,магазин
505,Preis::N,verð,дон
506,Ware::N,vara,товар
507,Nutzen::N,gagn,путь
508,Reichtum::N,auður,богатство
509,Welt::N,veröld,му
510,Land::N,land,страна
511,Staat::N,ríki,государство
512,König::N,konungur,кан
513,Macht::N,vald,власть
514,Grenze::N,landamæri,граница
515,Krieg::N,stríð,война
516,Feind::N,fjandmaður,враг
517,Gewalt::N,ofbeldi,
518,Kampf::N,bardagi,нярасьӧм
519,Kampf::N,bardagi,вермасьӧм
520,Bogen[Waffe]::N,bogi,лук
521,Pfeil::N,ör,ньӧв
522,Gewehr::N,byssa,ружьё
523,Fehler::N,villa,ошибка
524,Lüge::N,lygi,ылӧтӧм
525,Lüge::N,lygi,пӧрьялӧм
526,Schaden::N,skemmd,лёк
527,Unglück::N,óhamingja,пик
528,Unglück::N,óhamingja,оказзё
529,Schuld::N,sök,вина
530,Alter::N,aldur,
531,Schluss::N,lok,ком
532,Schluss::N,endir,ком
533,Zeit::N,tími,кад
534,Tag::N,dagur,лун
535,Morgen::N,morgunn,асыв
536,Mittag::N,hádegi,луншӧр кад
537,Abend::N,kvöld,рыт
538,Nacht::N,nótt,ой
539,Woche::N,vika,неделя
540,Monat::N,mánuður,тӧлicь
541,Jahr::N,ár,год
542,Frühling::N,vor,тулыс
543,Sommer::N,sumar,гожум
544,Herbst::N,haust,ар
545,Winter::N,vetur,тӧв
546,Januar::N,janúar,январ
547,Februar::N,február,февраль
548,März::N,mars,март
549,April::N,apríl,апрель
550,Mai::N,maí,май
551,Juni::N,júní,юнь
552,Juli::N,júlí,юль
553,August::N,ágúst,август
554,September::N,september,сентяб
555,Oktober::N,október,октяб
556,November::N,nóvember,нояб
557,Dezember::N,desember,декаб
558,Montag::N,mánudagur,вильлун
559,Dienstag::N,þriðjudagur,мӧдӧдзлун
560,Mittwoch::N,miðvikudagur,шӧрлун
561,Donnerstag::N,fimmtudagur,нёльӧдзлун
562,Freitag::N,föstudagur,витӧдзлун
563,Samstag::N,laugardagur,пывсянлун
564,Sonntag::N,sunnudagur,кресення
565,groß::A,stór,ыджыт
566,klein::A,lítill,учӧтик
567,lang::A,langur,кузь
568,kurz::A,stuttur,дженыт
569,breit::A,breiður,ота
570,schmal::A,mjór,векнит
571,dicht::A,þéttur,тшӧк
572,dick[Gegenstand]::A,þykkur,кыз
573,dünn::A,þunnur,вӧснит
574,fein::A,fíngerður,вӧснит
575,fest::A,fastur,крепыт
576,flach::A,flatur,лапкӧса
577,glatt::A,háll,волькыт
578,glatt::A,sléttur,волькыт
579,hart::A,harður,чӧрыт
580,weich::A,mjúkur,небыт
581,rund::A,kringlóttur,гӧгрӧса
582,spitz::A,oddhvass,ёся
583,scharf::A,beittur,лэчыт
584,stumpf::A,bitlaus,ныж
585,schwer::A,þungur,сьӧкыт
586,schön::A,fagur,басӧк
587,schön::A,fallegur,басӧк
588,heiß::A,heitur,жар
589,warm::A,hlýr,шоныт
590,warm::A,heitur,шоныт
591,kalt::A,kaldur,кӧдзыт
592,kühl::A,svalur,сайкыт
593,frisch::A,frískur,виль
594,feucht::A,rakur,вакодь
595,feucht::A,þvalur,вакодь
596,nass::A,votur,ва
597,nass::A,blautur,ва
598,trocken::A,þurr,кӧс
599,voll::A,fullur,тыра
600,leer::A,tómur,тыртӧм
601,offen::A,opinn,оссьӧм
602,geschlossen::A,lokaður,игана
603,geschlossen::A,lokaður,пӧдана
604,sauber::A,þrifinn,сӧдз
605,sauber::A,þrifinn,сӧстӧм
606,schmutzig::A,óhreinn,нятьӧсь
607,schmutzig::A,sóðalegur,нятьӧсь
608,roh::A,hrár,путӧм
609,reif::A,þroskaður,кисьмалӧм
610,lecker::A,ljúffengur,кӧра 
611,süß::A,sætur,чӧскыт
612,bitter::A,beiskur,курыт
613,sauer::A,súr,шӧма 
614,hell::A,bjartur,югыт
615,dunkel::A,dimmur,пемыт
616,schwarz::A,svartur,сьӧд
617,weiß::A,hvítur,чочком
618,rot::A,rauður,гӧрд
619,gelb::A,gulur,веж
620,blau::A,blár,лӧз
621,grün::A,grænn,веж
622,grau::A,grár,руд
623,grau::A,grár,бусӧй
624,bunt::A,marglitur,быдрӧма
625,billig::A,ódýr,донтӧм
626,teuer::A,dýr,дона
627,wertvoll::A,verðmætur,дона
628,blind::A,blindur,синтӧм
629,taub::A,heyrnarlaus,пельтӧм
630,kräftig::A,öflugur,вына
631,stark::A,sterkur,вына
632,schwach::A,veill,некодя
633,fett::A,feitur,госа
634,schlank::A,grannur,статя
635,schlank::A,spengilegur,статя
636,hübsch::A,snotur,басӧк
637,hübsch::A,laglegur,басӧк
638,böse::A,illur,лёк
639,böse::A,vondur,лёк
640,dumm::A,heimskur,бӧбӧв
641,dumm::A,heimskur,вежӧртӧм
642,faul::A,latur,дыш
643,fleißig::A,iðinn,уджалicь
644,geizig::A,nískur,жикмӧра
645,geizig::A,nískur,горшаліcь
646,klug::A,hygginn,авья
647,klug::A,hygginn,вежӧра
648,geschickt::A,fimur,кипода
649,geschickt::A,laginn,кипода
650,lieb::A,kær,муса
651,lieb::A,kær,дзулиньӧй
652,lieb::A,ljúfur,муса
653,lieb::A,ljúfur,дзулиньӧй
654,lustig::A,kátur,гажа
655,sanft::A,blíður,лебезнӧй
656,hungrig::A,soltinn,тшыг
657,hungrig::A,hungraður,тшыг
658,krank::A,sjúkur,шогалiсь
659,nackt::A,nakinn,куш
660,traurig::A,dapur,жугыль
661,traurig::A,hryggur,жугыль
662,lebendig::A,lifandi,ловья
663,gut::A,góður,бур
664,schlecht::A,slæmur,умӧль
665,schlecht::A,lélegur,умӧль
666,richtig::A,réttur,
667,schlimm::A,slæmur,нештӧм
668,wahr::A,sannur,
669,alt::A,gamall,важ
670,neu::A,nýr,виль
671,ehemalig::A,fyrrverandi,вӧвлӧм
672,alt[Lebewesen]::A,gamall,года
673,alt[Lebewesen]::A,gamall,годдэза
674,jung::A,ungur,том
675,arm::A,vesall,гов
676,arm::A,vesall,беднӧй
677,arm::A,fátækur,гов
678,arm::A,fátækur,беднӧй
679,reich::A,ríkur,эма
680,reich::A,auðugur,эма
681,bekannt::A,kunnugur,тӧдса
682,berühmt::A,frægur,
683,fremd::A,framandi,чужӧй
684,fremd::A,ókunnugur,чужӧй
685,verschieden::A,ýmis,быдкодь
686,nah::A,nálægur,матiсь
687,fern::A,fjarri,ылicь
688,fern::A,fjarlægur,ылicь
689,linker::A,vinstri,шульга
690,rechter::A,hægri,веськытланись
691,anderer::A,annar,мукӧд
692,erster::A,fyrsti,медодзза
693,zweiter::A,annar,кыкӧт
694,dritter::A,þriðji,куимӧт
695,dritter::A,þriðji,куимӧдз
696,letzter::A,síðasti,бӧрья
697,letzter::A,síðasti,мёдбӧрья
698,allein::ADV,einn,
699,allein::ADV,aleinn,
700,auf einmal::ADV,allt í einu,тшӧтш
701,zusammen::ADV,saman,ӧтлаын
702,lange::ADV,lengi,дыр
703,plötzlich::ADV,skyndilega,друг
704,sofort::ADV,strax,тшӧтш
705,sofort::ADV,þegar í stað,тшӧтш
706,später::ADV,seinna,медбӧрын
707,jetzt::ADV,nú,ӧні
708,jetzt::ADV,núna,ӧні
709,heute::ADV,í dag,талун
710,morgen::ADV,á morgun,ашын
711,bald::ADV,brátt,чожа
712,bald::ADV,bráðum,чожа
713,dann::ADV,svo,сыбӧрын
714,dann::ADV,síðan,сыбӧрын
715,gestern::ADV,í gær,тӧн
716,einst::ADV,forðum,ӧтпыр
717,damals::ADV,þá,сэк
718,damals::ADV,þá,сэки
719,damals::ADV,á þeim tímum,сэк
720,damals::ADV,á þeim tímum,сэки
721,danach::ADV,á eftir því,сэсся
722,vorher::ADV,áður,одзжык
723,zuerst::ADV,fyrst,наперво
724,einmal::ADV,einu sinni,ӧтпыр
725,manchmal::ADV,stundum,мукӧдпыр
726,oft::ADV,oft,-лы-
727,immer::ADV,alltaf,быдпыр
728,immer::ADV,alltaf,быдпырся
729,immer::ADV,sífellt,быдпыр
730,immer::ADV,sífellt,быдпырся
731,niemals::ADV,aldrei,некӧр
732,hier::ADV,hér,татӧн
733,hierhin::ADV,hingað,татчӧ
734,von hier::ADV,héðan,тасянь
735,dort::ADV,þar,сэтӧн
736,dort::ADV,þarna,сэтӧн
737,dorthin::ADV,þangað,сэтчин
738,geradeaus::ADV,beint áfram,веськыта
739,vorwärts::ADV,áfram,одзӧ
740,rückwärts::ADV,aftur á bak,бӧр
741,zurück::ADV,aftur,бӧр
742,zurück::ADV,til baka,бӧр
743,unten::ADV,niðri,увтын
744,unten::ADV,fyrir neðan,увтын
745,hinab::ADV,niður,увтас
746,hinab::ADV,niður eftir,увтас
747,oben::ADV,uppi,вевдӧрас
748,hinauf::ADV,upp,вывлань
749,hinauf::ADV,upp,вывланьӧ
750,hinauf::ADV,upp eftir,вывлань
751,hinauf::ADV,upp eftir,вывланьӧ
752,überall::ADV,alls staðar,быдлан
753,nicht::ADV,ekki,ог
754,ein wenig::ADV,dálítið,-ышт
755,ein wenig::ADV,dálítið,невна
756,kaum::ADV,varla,ӧдва
757,kaum::ADV,tæplega,ӧдва
758,sehr::ADV,mjög,вывтi
759,so::ADV,svo,сiдз
760,so::ADV,þannig,сiдз
761,noch::ADV,enn,эшӧ
762,noch::ADV,ennþá,эшӧ
763,nur::ADV,bara,только
764,nur::ADV,aðeins,только
765,schon::ADV,nú þegar,ни
766,wieder::ADV,aftur,бӧра
767,wieder::ADV,að nýju,бӧра
768,vergebens::ADV,árangurslaust,весись
769,vor::PRP,fyrir,одзас
770,hinter::PRP,bak við,бӧрӧ
771,hinter::PRP,aftur fyrir,бӧрӧ
772,unter::PRP,undir,увтын
773,durch::PRP,gegnum,пыр
774,neben::PRP,hjá,бокам
775,neben::PRP,hjá,боксиным
776,neben::PRP,við hliðina á,бокам
777,neben::PRP,við hliðina á,боксиным
778,zwischen::PRP,milli,коласас
779,zwischen::PRP,á milli,коласас
780,wegen::PRP,vegna,понда
781,dies::PRN,þetta,эта
782,das::PRN,það,сiя
783,alles::PRN,allt,быдӧс
784,ich::PRN,ég,ме
785,du::PRN,þú,тэ
786,er::PRN,hann,сiя
787,wir::PRN,við,мийӧ
788,ihr::PRN,þið,ті
789,sie::PRN,þær,нія
790,sie::PRN,þeir,нія
791,was::FPRN,hvað,мый
792,wer::FPRN,hver,кин
793,wo::FADV,hvar,кытӧн
794,wohin::FADV,hvert,кытчӧ
795,wie::FADV,hvernig,дзик
796,warum::FADV,hvers vegna,мыля
797,warum::FADV,hvers vegna,мыйсянь
798,wieviel::FNUM,hve mikill,мымда
