,Concept_ID,sl,fi
150,Rinde::N,lúbje,parkki
151,Rinde::N,skórja,kuori
152,Rinde::N,skórja,parkki
153,Ast::N,véja,oksa
154,Zweig::N,véja,haara
155,Blatt::N,líst,lehti
156,Birke::N,bréza,koivu
157,Kiefer[Baum]::N,bòr,mänty
158,Kiefer[Baum]::N,bòr,petäjä
159,Weide[Baum]::N,vŕba,paju
160,Tanne::N,hója,kuusi
161,Horn::N,róg,sarvi
162,Feder::N,peró,sulka
163,Feder::N,peró,höyhen
164,Fell::N,kŕzno,talja
165,Flügel::N,krílo,siipi
166,Klaue::N,párkelj,kynsi
167,Kralle::N,krémpelj,kynsi
168,Schwanz::N,rèp,häntä
169,Schwanz::N,rèp,pyrstö
170,Ei::N,jájce,muna
171,Nest::N,gnézdo,pesä
172,Bau::N,brlòg,pesä
173,Tier::N,živál,eläin
174,Herde::N,čréda,lauma
175,Kuh::N,kráva,lehmä
176,Bulle::N,bìk,sonni
177,Pferd::N,kònj,hevonen
178,Schaf::N,ôvca,lammas
179,Schwein::N,svínja,sika
180,Hund::N,pès,koira
181,Katze::N,máčka,kissa
182,Bär::N,mêdved,karhu
183,Eichhörnchen::N,véverica,orava
184,Elch::N,lós,hirvi
185,Fuchs::N,lisíca,kettu
186,Hase::N,zájec,jänis
187,Maus::N,mìš,hiiri
188,Wolf::N,vólk,susi
189,Vogel::N,ptìč,lintu
190,Vogel::N,ptíca,lintu
191,Schwarm::N,játa,parvi
192,Huhn::N,kokóš,kana
193,Hahn::N,petêlin,kukko
194,Gans::N,gós,hanhi
195,Adler::N,ôrel,kotka
196,Ente::N,ráca,ankka
197,Eule::N,sôva,pöllö
198,Kranich::N,žerjàv,kurki
199,Krähe::N,vrána,varis
200,Kuckuck::N,kúkavica,käki
201,Schwan::N,labód,joutsen
202,Fisch::N,ríba,kala
203,Barsch::N,ostríž,ahven
204,Hecht::N,ščúka,hauki
205,Schlange[Tier]::N,káča,käärme
206,Wurm::N,čr̀v,mato
207,Wurm::N,glísta,mato
208,Spinne::N,pájek,hämähäkki
209,Ameise::N,mrávlja,muurahainen
210,Laus::N,úš,täi
211,Mücke::N,komár,sääski
212,Mücke::N,komár,hyttynen
213,Fliege::N,múha,kärpänen
214,Schmetterling::N,metúlj,perhonen
215,Beere::N,jágoda,marja
216,Apfel::N,jábolko,omena
217,Pilz::N,góba,sieni
218,Zwiebel::N,čebúla,sipuli
219,Saat::N,séme,siemenet
220,Korn::N,zŕno,jyvä
221,Korn::N,zŕno,vilja
222,Heu::N,senó,heinä
223,Schale::N,lupína,kuori
224,Grube::N,jáma,kuoppa
225,Falle::N,pást,loukku
226,Schlinge::N,zánka,ansa
227,Schlinge::N,pêtlja,ansa
228,Spur::N,sléd,jälki
229,Asche::N,pepél,tuhka
230,Dreck::N,bláto,lika
231,Eisen::N,želézo,rauta
232,Gold::N,zlató,kulta
233,Silber::N,srebró,hopea
234,Kohle::N,ógel,hiili
235,Glas::N,stêklo,lasi
236,Lehm::N,ílo,savi
237,Sand::N,pések,hiekka
238,Mensch::N,člôvek,ihminen
239,Mann::N,móž,mies
240,Mann::N,môški,mies
241,Frau::N,gospá,nainen
242,Frau::N,žénska,nainen
243,Kind::N,déte,lapsi
244,Kind::N,otròk,lapsi
245,Junge::N,fànt,poika
246,Junge::N,déček,poika
247,Mädchen::N,deklè,tyttö
248,Mädchen::N,déklica,tyttö
249,Familie::N,družína,perhe
250,Großvater::N,dèd,isoisä
251,Großvater::N,dédek,isoisä
252,Großmutter::N,bábica,isoäiti
253,Eltern::N,stárši,vanhemmat
254,Vater::N,ôče,isä
255,Mutter::N,máma,äiti
256,Sohn::N,sín,poika
257,Tochter::N,hčí,tytär
258,Tochter::N,hčérka,tytär
259,Bruder::N,bràt,veli
260,Schwester::N,sêstra,sisko
261,Onkel::N,újec,eno
262,Onkel::N,újec,setä
263,Onkel::N,stríc,eno
264,Onkel::N,stríc,setä
265,Tante::N,têta,täti
266,Tante::N,strína,täti
267,Ehemann::N,móž,mies
268,Ehemann::N,móž,aviomies
269,Ehemann::N,sopróg,mies
270,Ehemann::N,sopróg,aviomies
271,Ehefrau::N,žêna,vaimo
272,Ehefrau::N,žêna,aviovaimo
273,Ehefrau::N,sopróga,vaimo
274,Ehefrau::N,sopróga,aviovaimo
275,Freude::N,rádost,ilo
276,Freude::N,rádost,riemu
277,Freude::N,vesêlje,ilo
278,Freude::N,vesêlje,riemu
279,Gelächter::N,sméh,nauru
280,Gelächter::N,grohòt,nauru
281,Glück::N,sréča,onni
282,Kummer::N,gorjé,suru
283,Kummer::N,gorjé,murhe
284,Wunsch::N,žêlja,toive
285,Wunsch::N,žêlja,toivomus
286,Lust::N,poželênje,himo
287,Geist::N,dúša,henki
288,Gedanke::N,mísel,aate
289,Gedanke::N,mísel,ajatus
290,Gedächtnis::N,pámet,muisti
291,Sinn::N,pomèn,merkitys
292,Sinn::N,smísel,merkitys
293,Grund::N,vzròk,syy
294,Grund::N,vzròk,peruste
295,Wahrheit::N,resníca,tosi
296,Wahrheit::N,resníca,totuus
297,Gespräch::N,pogóvor,puhelu
298,Gespräch::N,pogóvor,keskustelu
299,Märchen::N,právljica,satu
300,Erzählung::N,povést,tarina
301,Erzählung::N,povést,kertomus
302,Nachricht::N,sporočílo,tieto
303,Nachricht::N,sporočílo,ilmoitus
304,Neuigkeit::N,novóst,uutinen
305,Name::N,imé,nimi
306,Rätsel::N,ugánka,arvoitus
307,Rede::N,góvor,puhe
308,Sprache::N,jêzik,kieli
309,Stimme::N,glás,ääni
310,Wort::N,beséda,sana
311,Zeichen::N,znák,merkki
312,Ruf::N,klíc,kutsu
313,Lärm::N,hrúp,melu
314,Lärm::N,hrúp,hälinä
315,Lärm::N,trúšč,melu
316,Lärm::N,trúšč,hälinä
317,Laut::N,glás,ääni
318,Ton::N,tón,sävel
319,Lied::N,pésem,laulu
320,Ruhe::N,pokòj,lepo
321,Ruhe::N,pokòj,rauha
322,Leute::N,ljudjé,väki
323,Leute::N,ljudjé,ihmiset
324,Volk::N,národ,kansa
325,Arbeit::N,délo,työ
326,Gast::N,gòst,vieras
327,Geschenk::N,darílo,lahja
328,Spiel::N,ígra,peli
329,Spiel::N,ígra,leikki
330,Gesellschaft::N,drúžba,seura
331,Hilfe::N,pomóč,apu
332,Freund::N,prijátelj,ystävä
333,Kamerad::N,továriš,toveri
334,Angelegenheit::N,zadéva,asia
335,Anzahl::N,števílo,lukumäärä
336,Art::N,vŕsta,laji
337,Stück::N,kós,pala
338,Stück::N,kós,kappale
339,Teil::N,dél,osa
340,Hälfte::N,polovíca,puoli
341,Kreis::N,króg,ympyrä
342,Kreis::N,kolobár,ympyrä
343,Kreuz::N,kríž,risti
344,Linie::N,próga,viiva
345,Strich::N,čŕta,piirto
346,Abstand::N,preslédek,väli
347,Abstand::N,preslédek,väljyys
348,Entfernung::N,oddáljenost,etäisyys
349,Gegend::N,kràj,seutu
350,Gegend::N,dežêla,seutu
351,Platz::N,prôstor,tila
352,Ort::N,mésto,kohta
353,Ort::N,mésto,paikka
354,Seite::N,bòk,sivu
355,Seite::N,bòk,kylki
356,Seite::N,strán,sivu
357,Seite::N,strán,kylki
358,Mitte::N,sredína,keskus
359,Mitte::N,sredína,puoliväli
360,Gegenstand::N,prédmet,kalu
361,Gegenstand::N,prédmet,esine
362,Sache::N,réč,asia
363,Sache::N,stvár,asia
364,Rand::N,kràj,ääri
365,Rand::N,kràj,syrjä
366,Kante::N,rób,särmä
367,Ecke::N,vogál,nurkka
368,Spitze::N,óst,terä
369,Spitze::N,óst,kärki
370,Ende::N,kônec,pää
371,Ende::N,kônec,perä
372,Loch::N,lúknja,kolo
373,Loch::N,lúknja,reikä
374,Winkel::N,kót,kulma
375,Muster::N,vzórec,kuvio
376,Größe::N,veličína,koko
377,Größe::N,veličína,suuruus
378,Länge::N,dolžína,pituus
379,Höhe::N,vršína,korkeus
380,Gewicht::N,téža,paino
381,Menge::N,količína,määrä
382,Haufen::N,kùp,kasa
383,Haufen::N,kopíca,kasa
384,Reihe::N,níz,rivi
385,Reihe::N,vŕsta,rivi
386,Boot::N,čóln,vene
387,Ruder::N,vêslo,airo
388,Schlitten::N,saní,reki
389,Schlitten::N,saní,kelkka
390,Ski::N,smučí,suksi
391,Lagerfeuer::N,táborni ôgenj,nuotio
392,Last::N,tôvor,kuorma
393,Gang::N,hòd,kulku
394,Gang::N,hòd,käynti
395,Schritt::N,korák,askel
396,Norden::N,séver,pohjoinen
397,Süden::N,júg,etelä
398,Westen::N,zapàd,länsi
399,Osten::N,vzhòd,itä
400,Holz::N,lés,puu
401,Brett::N,deskà,lauta
402,Platte::N,plôča,levy
403,Stütze::N,opóra,noja
404,Stütze::N,zaslómba,noja
405,Stange::N,gréd,tanko
406,Stock::N,pálica,keppi
407,Stab::N,pálica,sauva
408,Stab::N,pálica,seiväs
409,Rohr::N,cév,putki
410,Haus::N,híša,talo
411,Heim::N,dóm,koti
412,Ofen::N,péč,uuni
413,Fußboden::N,pòd,lattia
414,Tisch::N,míza,pöytä
415,Stuhl::N,stòl,tuoli
416,Wiege::N,zíbel,kehto
417,Bett::N,póstelja,sänky
418,Regal::N,políca,hylly
419,Kiste::N,zabòj,arkku
420,Kiste::N,zabòj,kirstu
421,Kiste::N,zabòj,laatikko
422,Fenster::N,ôkno,ikkuna
423,Tür::N,vráta,ovi
424,Tor::N,velíka vráta,portti
425,Zaun::N,ográja,aita
426,Dach::N,stréha,katto
427,Leiter::N,léstev,tikkaat
428,Leiter::N,léstev,tikapuut
429,Besen::N,mêtla,luuta
430,Spaten::N,lopáta,lapio
431,Schaufel::N,lopáta,lapio
432,Gabel::N,vílice,haarukka
433,Löffel::N,žlíca,lusikka
434,Messer::N,nòž,veitsi
435,Nagel::N,žebèlj,naula
436,Netz::N,mréža,verkko
437,Haken::N,kljúka,haka
438,Haken::N,kljúka,koukku
439,Griff::N,ročáj,ripa
440,Griff::N,ročáj,kahva
441,Griff::N,oprijèm,ripa
442,Griff::N,oprijèm,kahva
443,Schloss::N,ključávnica,lukko
444,Bild::N,slíka,kuva
445,Figur::N,figúra,kuvio
446,Figur::N,postáva,kuvio
447,Puppe::N,lútka,nukke
448,Beutel::N,môšnja,pussi
449,Bündel::N,cúla,nippu
450,Bündel::N,cúla,kimppu
451,Bündel::N,svéženj,nippu
452,Bündel::N,svéženj,kimppu
453,Tasche::N,tórba,laukku
454,Tasche::N,tobôlec,laukku
455,Eimer::N,vêdro,sanko
456,Eimer::N,vêdro,ämpäri
457,Deckel::N,pokròv,kansi
458,Deckel::N,poklópec,kansi
459,Geschirr::N,posóda,astia
460,Sack::N,vréča,säkki
461,Tasse::N,skodélica,kuppi
462,Topf::N,lônec,pata
463,Kessel::N,kôtel,kattila
464,Essen::N,hrána,syönti
465,Nahrung::N,živílo,ruoka
466,Nahrung::N,živílo,ravinto
467,Speise::N,jéd,ruoka
468,Fleisch::N,mesó,liha
469,Getreide::N,žíto,vilja
470,Brei::N,káša,puuro
471,Brot::N,krùh,leipä
472,Scheibe::N,réženj,viipale
473,Fett::N,mást,rasva
474,Fett::N,maščôba,rasva
475,Butter::N,máslo,voi
476,Öl::N,ólje,öljy
477,Salz::N,sól,suola
478,Suppe::N,júha,keitto
479,Honig::N,méd,hunaja
480,Milch::N,mléko,maito
481,Tee::N,čáj,tee
482,Leder::N,úsnje,nahka
483,Wolle::N,vólna,villa
484,Stoff::N,blagó,kangas
485,Nadel::N,ígla,neula
486,Faden::N,nít,lanka
487,Knopf::N,gúmb,nappi
488,Knoten::N,vôzel,solmu
489,Farbe::N,bárva,maali
490,Kleidung::N,obléka,vaatteet
491,Hemd::N,srájca,paita
492,Kragen::N,ovrátnik,kaulus
493,Ärmel::N,rokáv,hiha
494,Hose::N,hláče,housut
495,Gürtel::N,pás,vyö
496,Mütze::N,kápa,lakki
497,Mütze::N,čépica,lakki
498,Schuh::N,čévelj,kenkä
499,Stiefel::N,škórenj,saapas
500,Ring::N,pŕstan,sormus
501,Band::N,trák,nauha
502,Kamm::N,glavník,kampa
503,Spiegel::N,zrcálo,peili
504,Spiegel::N,ogledálo,peili
505,Riemen::N,jêrmen,hihna
506,Schnur::N,vŕvca,naru
507,Schnur::N,vŕvca,nuora
508,Leine::N,konôpec,talutushihna
509,Decke::N,odéja,peite
510,Kissen::N,blazína,tyyny
511,Kissen::N,blazína,pielus
512,Tuch::N,pŕt,huivi
513,Tuch::N,rúta,huivi
514,Handtuch::N,brisáča,pyyheliina
515,Kraft::N,síla,väki
516,Kraft::N,síla,voima
517,Stärke::N,jákost,vahvuus
518,Gesundheit::N,zdrávje,terveys
519,Krankheit::N,bolézen,tauti
520,Krankheit::N,bolézen,sairaus
521,Schmerz::N,ból,kipu
522,Schmerz::N,ból,särky
523,Schmerz::N,bolečína,kipu
524,Schmerz::N,bolečína,särky
525,Wunde::N,rána,haava
526,Fieber::N,vročína,kuume
527,Arznei::N,lék,lääke
528,Arznei::N,zdravílo,lääke
529,Brücke::N,móst,silta
530,Brunnen::N,vodnják,kaivo
531,Weide::N,páša,laidun
532,Pfad::N,stezà,polku
533,Weg::N,pót,tie
534,Straße::N,césta,katu
535,Dorf::N,vás,kylä
536,Stadt::N,mésto,kaupunki
537,Brief::N,písmo,kirje
538,Buch::N,knjíga,kirja
539,Buchstabe::N,čŕka,kirjain
540,Zeitung::N,čásnik,lehti
541,Zeitung::N,čásnik,sanomalehti
542,Leben::N,življênje,elo
543,Leben::N,življênje,elämä
544,Tod::N,smŕt,kuolema
545,Grab::N,gròb,hauta
546,Kirche::N,cérkev,kirkko
547,Sünde::N,gréh,synti
548,Gott::N,bóg,jumala
549,Arbeiter::N,délavec,työläinen
550,Chef::N,šéf,päällikkö
551,Meister::N,mójster,mestari
552,Arzt::N,zdravník,lääkäri
553,Lehrer::N,učítelj,opettaja
554,Geld::N,denár,raha
555,Geschäft::N,kupčíja,liike
556,Laden::N,trgovína,puoti
557,Laden::N,trgovína,kauppa
558,Preis::N,céna,hinta
559,Ware::N,róba,tavara
560,Nutzen::N,príd,hyöty
561,Reichtum::N,bogástvo,rikkaus
562,Welt::N,svét,maailma
563,Land::N,dežêla,maa
564,Staat::N,držáva,valtio
565,König::N,králj,kuningas
566,Macht::N,oblást,mahti
567,Grenze::N,mêja,raja
568,Krieg::N,vôjna,sota
569,Feind::N,sovrážnik,vihollinen
570,Gewalt::N,nasílje,väkivalta
571,Kampf::N,bòj,taistelu
572,Kampf::N,bórba,taistelu
573,Bogen[Waffe]::N,lók,jousi
574,Pfeil::N,puščíca,nuoli
575,Gewehr::N,púška,kivääri
576,Fehler::N,zmóta,vika
577,Fehler::N,zmóta,virhe
578,Lüge::N,láž,valhe
579,Schaden::N,okvára,vaurio
580,Schaden::N,okvára,vahinko
581,Unglück::N,nesréča,vahinko
582,Unglück::N,nesréča,onnettomuus
583,Schuld::N,krívda,syy
584,Alter::N,dôba,ikä
585,Schluss::N,kônec,loppu
586,Zeit::N,čàs,aika
587,Tag::N,dán,päivä
588,Morgen::N,jútro,aamu
589,Morgen::N,jútro,huomen
590,Mittag::N,póldan,keskipäivä
591,Abend::N,večér,ilta
592,Nacht::N,nóč,yö
593,Woche::N,téden,viikko
594,Monat::N,mésec,kuukausi
595,Jahr::N,léto,vuosi
596,Frühling::N,pomlád,kevät
597,Sommer::N,polétje,kesä
598,Herbst::N,jesén,syksy
599,Winter::N,zíma,talvi
600,Januar::N,jánuar,tammikuu
601,Februar::N,fébruar,helmikuu
602,März::N,márec,maaliskuu
603,April::N,apríl,huhtikuu
604,Mai::N,máj,toukokuu
605,Juni::N,júnij,kesäkuu
606,Juli::N,júlij,heinäkuu
607,August::N,avgúst,elokuu
608,September::N,septêmber,syyskuu
609,Oktober::N,október,lokakuu
610,November::N,novêmber,marraskuu
611,Dezember::N,decémber,joulukuu
612,Montag::N,ponedéljek,maanantai
613,Dienstag::N,tôrek,tiistai
614,Mittwoch::N,sréda,keskiviikko
615,Donnerstag::N,četŕtek,torstai
616,Freitag::N,pétek,perjantai
617,Samstag::N,sobóta,lauantai
618,Sonntag::N,nedélja,sunnuntai
619,groß::A,vêlik,iso
620,groß::A,vêlik,suuri
621,klein::A,májhen,pieni
622,lang::A,dólg,pitkä
623,kurz::A,krátek,lyhyt
624,breit::A,širòk,leveä
625,schmal::A,ózek,kapea
626,dicht::A,góst,taaja
627,dick[Gegenstand]::A,dêbel,paksu
628,dünn::A,tánek,ohut
629,fein::A,drôben,hieno
630,fest::A,tŕden,luja
631,flach::A,plán,litteä
632,flach::A,plán,tasainen
633,flach::A,plòsk,litteä
634,flach::A,plòsk,tasainen
635,glatt::A,gládek,sileä
636,glatt::A,gládek,siloinen
637,hart::A,tŕd,kova
638,weich::A,mehák,pehmeä
639,rund::A,okrógel,pyöreä
640,spitz::A,šílast,terävä
641,scharf::A,óster,terävä
642,stumpf::A,tóp,tylsä
643,stumpf::A,skŕhan,tylsä
644,schwer::A,têžek,raskas
645,schwer::A,têžek,painava
646,schön::A,lép,kaunis
647,schön::A,krásen,kaunis
648,heiß::A,vròč,kuuma
649,warm::A,tôpel,lämmin
650,kalt::A,mŕzel,kylmä
651,kalt::A,mŕzel,viluinen
652,kalt::A,hláden,kylmä
653,kalt::A,hláden,viluinen
654,kühl::A,hláden,viileä
655,frisch::A,svéž,tuore
656,feucht::A,vlážen,kostea
657,nass::A,móker,märkä
658,trocken::A,súh,kuiva
659,voll::A,póln,täysi
660,leer::A,prázen,tyhjä
661,offen::A,odpŕt,avonainen
662,geschlossen::A,zapŕt,suljettu
663,sauber::A,číst,puhdas
664,sauber::A,líčen,puhdas
665,schmutzig::A,umázan,likainen
666,roh::A,suròv,raaka
667,reif::A,zrèl,kypsä
668,lecker::A,okúsen,herkullinen
669,süß::A,sládek,makea
670,bitter::A,grenák,karvas
671,bitter::A,grenák,kitkerä
672,sauer::A,kísel,hapan
673,hell::A,svetèl,kirkas
674,hell::A,svetèl,valoisa
675,dunkel::A,temèn,pimeä
676,schwarz::A,čŕn,musta
677,weiß::A,bél,valkea
678,rot::A,rdèč,punainen
679,gelb::A,žólt,keltainen
680,gelb::A,rumèn,keltainen
681,blau::A,móder,sininen
682,grün::A,zelèn,vihreä
683,grau::A,sív,harmaa
684,bunt::A,písan,kirjava
685,billig::A,pocéni,halpa
686,billig::A,pocéni,huokea
687,teuer::A,drág,kallis
688,wertvoll::A,dragocén,arvokas
689,blind::A,slép,sokea
690,taub::A,glúh,kuuro
691,kräftig::A,močán,väkevä
692,kräftig::A,močán,voimakas
693,stark::A,ják,vahva
694,schwach::A,šíbek,heikko
695,fett::A,dêbel,lihava
696,schlank::A,vítek,hoikka
697,schlank::A,vítek,solakka
698,hübsch::A,lép,soma
699,hübsch::A,lép,sievä
700,böse::A,zèl,paha
701,böse::A,zèl,häijy
702,böse::A,hudôben,paha
703,böse::A,hudôben,häijy
704,dumm::A,glúp,tyhmä
705,dumm::A,glúp,typerä
706,dumm::A,bédast,tyhmä
707,dumm::A,bédast,typerä
708,faul::A,lén,laiska
709,fleißig::A,marljív,ahkera
710,geizig::A,škŕt,saita
711,klug::A,pámeten,älykäs
712,geschickt::A,spréten,taitava
713,lieb::A,míl,rakas
714,lieb::A,ljúb,rakas
715,lustig::A,vesél,hauska
716,lustig::A,vesél,iloinen
717,sanft::A,láhek,lauha
718,sanft::A,láhek,lempeä
719,hungrig::A,láčen,nälkäinen
720,krank::A,bolán,sairas
721,nackt::A,nág,alaston
722,traurig::A,túžen,surullinen
723,traurig::A,túžen,murheellinen
724,lebendig::A,žív,elävä
725,gut::A,dóber,hyvä
726,schlecht::A,malopríden,paha
727,schlecht::A,malopríden,huono
728,richtig::A,pravílen,oikea
729,schlimm::A,húd,paha
730,wahr::A,resníčen,tosi
731,alt::A,stàr,vanha
732,neu::A,nòv,uusi
733,ehemalig::A,nekdánji,entinen
734,ehemalig::A,nekdánji,muinainen
735,alt[Lebewesen]::A,stàr,vanha
736,jung::A,mlád,nuori
737,arm::A,ubóg,köyhä
738,arm::A,réven,köyhä
739,reich::A,bogàt,rikas
740,bekannt::A,znán,tuttu
741,bekannt::A,znán,tunnettu
742,berühmt::A,sláven,kuuluisa
743,berühmt::A,znamenít,kuuluisa
744,fremd::A,túj,vieras
745,verschieden::A,razlíčen,eri
746,verschieden::A,razlíčen,erilainen
747,nah::A,blížnji,läheinen
748,fern::A,dáleč,etäinen
749,linker::A,lévi,vasen
750,rechter::A,désni,oikea
751,anderer::A,drúgi,muu
752,anderer::A,drúgi,toinen
753,erster::A,pŕvi,ensimmäinen
754,zweiter::A,drúgi,toinen
755,dritter::A,trétji,kolmas
756,letzter::A,poslédnji,viimeinen
757,allein::ADV,sám,yksin
758,auf einmal::ADV,obênem,yhdellä kertaa
759,zusammen::ADV,skúpaj,yhdessä
760,lange::ADV,dólgo,kauan
761,lange::ADV,dólgo,pitkään
762,plötzlich::ADV,náglo,äkkiä
763,plötzlich::ADV,nenádoma,äkkiä
764,sofort::ADV,prècej,heti
765,später::ADV,poznêje,myöhemmin
766,jetzt::ADV,zdàj,nyt
767,heute::ADV,dánes,tänään
768,morgen::ADV,jútri,huomenna
769,bald::ADV,kmálu,pian
770,dann::ADV,nató,sitten
771,gestern::ADV,včéraj,eilen
772,einst::ADV,nékdaj,aikanaan
773,damals::ADV,tedàj,silloin
774,damals::ADV,tedàj,siihen aikaan
775,damals::ADV,takràt,silloin
776,damals::ADV,takràt,siihen aikaan
777,danach::ADV,potèm,sen jälkeen
778,vorher::ADV,poprèj,ennen
779,zuerst::ADV,spŕva,ensin
780,zuerst::ADV,spŕva,ensiksi
781,einmal::ADV,ênkrat,kerran
782,manchmal::ADV,včásih,joskus
783,oft::ADV,pogósto,usein
784,immer::ADV,védno,aina
785,immer::ADV,zméraj,aina
786,niemals::ADV,nikdàr,ei koskaan
787,hier::ADV,tù,tässä
788,hier::ADV,tù,täällä
789,hier::ADV,túkaj,tässä
790,hier::ADV,túkaj,täällä
791,hierhin::ADV,sèmkaj,tähän
792,von hier::ADV,od tú,tästä
793,von hier::ADV,od tú,täältä
794,dort::ADV,tàm,siinä
795,dort::ADV,tàm,siellä
796,dorthin::ADV,tjà,sinne
797,dorthin::ADV,tjà,tuonne
798,geradeaus::ADV,rávno napréj,suoraan
799,vorwärts::ADV,napréj,eteenpäin
800,rückwärts::ADV,zádaj,taaksepäin
801,zurück::ADV,nazáj,takaisin
802,unten::ADV,dôli,alhaalla
803,unten::ADV,spôdaj,alhaalla
804,hinab::ADV,dôl,alas
805,oben::ADV,gôri,ylhäällä
806,oben::ADV,zgôraj,ylhäällä
