,Concept_ID,mrj,kl
696,roh::A,пеле кӱшӹ,aapavoq
697,reif::A,кӱшӹ,qaarulerpoq
698,lecker::A,тотан,
699,süß::A,мӱӓн,tungusunnippoq
700,bitter::A,качы,qasilippoq
701,sauer::A,шапы,
702,hell::A,соты,qaamavoq
703,hell::A,валгыды,qaamavoq
704,dunkel::A,пӹц,qernerpoq
705,dunkel::A,пӹцкемӹш,qernerpoq
706,schwarz::A,шим,qernerpoq
707,weiß::A,ош,qaqorpoq
708,weiß::A,ошы,qaqorpoq
709,rot::A,якшаргы,aappaluppoq
710,gelb::A,сар,sungaarpoq
711,gelb::A,сары,sungaarpoq
712,blau::A,симсӹ,tungujorpoq
713,grün::A,ыжар,qorsooqqippoq
714,grau::A,луды,qaserpoq
715,bunt::A,ала,
716,billig::A,шулдаш,akikippoq
717,teuer::A,шергӹ,
718,teuer::A,шергӓкӓн,
719,wertvoll::A,ӓкӓн,erlinnarpoq
720,blind::A,слöпöй,tappiippoq
721,blind::A,слöпöй,isigisaqanngilaq
722,blind::A,сльöпöй,tappiippoq
723,blind::A,сльöпöй,isigisaqanngilaq
724,taub::A,тӱтӱк,tusilarpoq
725,kräftig::A,виӓн,pissaq
726,kräftig::A,виӓн,pissarsuaq
727,stark::A,виӓн,sanngivoq
728,schwach::A,шава,nakuippoq
729,schwach::A,лӹпкӓ,nakuippoq
730,schwach::A,слабка,nakuippoq
731,fett::A,таза,pualavoq
732,schlank::A,яштака,tuappoq
733,hübsch::A,сӹлнӹ,aatsialaq
734,hübsch::A,олмыдшы,aatsialaq
735,böse::A,шӹдӓн,ajorpoq
736,dumm::A,окмак,taqajak
737,dumm::A,окмак,sikkilluppoq
738,dumm::A,окмак,qaatusimasaqanngilaq
739,faul::A,ялахай,eqiasuppoq
740,faul::A,ялахай,eqiattortuvoq
741,fleißig::A,пӓшам яратышы,eqiasuippoq
742,geizig::A,шык,iasilaarpoq
743,geizig::A,шык,tukkuippoq
744,klug::A,ышан,mallak
745,klug::A,ышан,ittanneq
746,klug::A,ышан,kutaappoq
747,klug::A,ышан,kuttaappoq
748,klug::A,ышан,qarasagippoq
749,geschickt::A,мастар,
750,lieb::A,тыри,akisooq
751,lustig::A,мындыр,piikulavoq
752,lustig::A,сусу,piikulavoq
753,sanft::A,йӹвӹжӓ,isumagippoq
754,hungrig::A,шужышы,kaappoq
755,hungrig::A,шужышы,perlilerpoq
756,krank::A,церлӹ,napparsimavoq
757,krank::A,хворой,napparsimavoq
758,nackt::A,цӓрӓ,
759,traurig::A,сы́лыкан,aliasuppoq
760,traurig::A,кымы́лдымы,aliasuppoq
761,lebendig::A,живой,uumavoq
762,gut::A,яжо,ajunngilaq
763,schlecht::A,уда,sualuppoq
764,schlecht::A,худа,sualuppoq
765,richtig::A,вургамла,iluarpoq
766,schlimm::A,йӹрнык,amiilaarnarpoq
767,wahr::A,настоящий,ilumoorpoq
768,wahr::A,настояшый,ilumoorpoq
769,alt::A,шонгы,pisoqaq
770,neu::A,у,nutaavoq
771,ehemalig::A,тошты,
772,alt[Lebewesen]::A,ӹлалшӹ,utoqqaq
773,jung::A,нöргӹ,inuusuppoq
774,jung::A,нöргӹ,kingulliarsuk
775,jung::A,молода,inuusuppoq
776,jung::A,молода,kingulliarsuk
777,arm::A,укеӓн,piillasoq
778,arm::A,укеӓн,piitsuuvoq
779,reich::A,паян,pisuuvoq
780,reich::A,пурлыкан,pisuuvoq
781,bekannt::A,палӹмӹ,
782,berühmt::A,лӹмлы,tusaamasaq
783,fremd::A,эдемӹн,ajasoornarpoq
784,verschieden::A,тӹрлӹ,allatut
785,verschieden::A,тӹрлӹ,tamalaat
786,nah::A,лишӹл,qanippoq
787,fern::A,мӹндӹр,ungasippoq
788,linker::A,шалахай,saamerleq
789,rechter::A,вургамла,innarluissut
790,anderer::A,вес,
791,anderer::A,весӹ,
792,erster::A,икшӹ,siulleq
793,erster::A,икӹмшӹ,siulleq
794,zweiter::A,кокшы,qataatsup tullia
795,dritter::A,кымшы,pingajorarterut
796,letzter::A,остатка,kingulleq
797,allein::ADV,иктӹ,kisimiippoq
798,allein::ADV,иктӹт,kisimiippoq
799,auf einmal::ADV,тöрöк,tassanngaannaq
800,zusammen::ADV,икараш,attaasa
801,zusammen::ADV,икараш,attarmik
802,zusammen::ADV,цымырын,attaasa
803,zusammen::ADV,цымырын,attarmik
804,lange::ADV,кужын,akuni
805,plötzlich::ADV,трӱк,tassanngaannaq
806,sofort::ADV,полт,erniinnaq
807,sofort::ADV,тöрöк,erniinnaq
808,sofort::ADV,тӹшӓкок,erniinnaq
809,später::ADV,вара,kingorna
810,heute::ADV,тагачы,ullumi
811,morgen::ADV,иргод,aqagu
812,morgen::ADV,иргодым,aqagu
813,bald::ADV,чӹнь,erniinnaq
814,bald::ADV,вӓшке,erniinnaq
815,bald::ADV,выртышты,erniinnaq
816,dann::ADV,пакыла,taava
817,gestern::ADV,тенгечӹ,ippassaq
818,einst::ADV,икӓнӓ,ataatsimik
819,einst::ADV,икӓнӓ,ilaanni
820,damals::ADV,тӹнӓм,taamani
821,damals::ADV,тӹнӓм,taamanikkut
822,damals::ADV,тӹнӓм,taassumuunakkut
823,danach::ADV,пакыла,taava
824,vorher::ADV,перви,siornagut
825,zuerst::ADV,андак,
826,einmal::ADV,гӓнӓк,ilaanni
827,einmal::ADV,гӓнӓк,ataatsimik
828,einmal::ADV,гӓнӓ,ilaanni
829,einmal::ADV,гӓнӓ,ataatsimik
830,manchmal::ADV,кынамжы,qaqutigu
831,manchmal::ADV,кынамжы,qaqutigut
832,oft::ADV,чӹчкӹдӹн,akulikitsumik
833,immer::ADV,со,tamatigut
834,immer::ADV,соок,tamatigut
835,niemals::ADV,нинам,
836,niemals::ADV,нигынам,
837,niemals::ADV,нигынамат,
838,hier::ADV,тиштӹ,maani
839,hierhin::ADV,тишкӹ,maani
840,von hier::ADV,тишец,
841,von hier::ADV,тишецӹн,
842,dort::ADV,тӹштӹ,
843,dorthin::ADV,тӹшкӹ,ikuuna
844,dorthin::ADV,тӹшкӹлӓ,ikuuna
845,geradeaus::ADV,вик,narlumut
846,geradeaus::ADV,тура,narlumut
847,vorwärts::ADV,анзыкы,pilangavoc
848,rückwärts::ADV,мӹнгеш,kingumut
849,rückwärts::ADV,мӹнгеш,tunumut or tunummut
850,zurück::ADV,мӹнгеш,kingumut
851,zurück::ADV,мӹнгеш,tunumut or tunummut
852,unten::ADV,ӱлнӹ,kana
853,unten::ADV,лӹвӓлнӹ,kana
854,hinab::ADV,ӱлӹкӹ,qiviu
855,hinab::ADV,лӹвӓкӹ,qiviu
856,oben::ADV,вӹлнӹ,
857,hinauf::ADV,кӱшкӹлӓ,
858,hinauf::ADV,кӱш,
859,überall::ADV,йӹлт,tamaginni
860,überall::ADV,йӹлт,tamani tamaani
861,überall::ADV,цилӓ вӓре,tamaginni
862,überall::ADV,цилӓ вӓре,tamani tamaani
863,nicht::ADV,уке,
864,ein wenig::ADV,изиш,
865,ein wenig::ADV,иклаштык,
866,kaum::ADV,цылик,qaqutigorsuaq
867,kaum::ADV,чучок-чучок,qaqutigorsuaq
868,sehr::ADV,чоте,assut
869,so::ADV,тенге,
870,so::ADV,тенгелӓ,
871,noch::ADV,мол,qeratavoq
872,noch::ADV,моло,qeratavoq
873,nur::ADV,веле,
874,schon::ADV,уже,taava-una
875,schon::ADV,ӹнде,taava-una
876,wieder::ADV,уэш,kingumut
877,vergebens::ADV,зря,angiluk
878,vergebens::ADV,ӹзрӓ,angiluk
879,vergebens::ADV,ӹзӹрӓ,angiluk
880,vor::PRP,анзыц,
881,vor::PRP,анзыцын,
882,hinter::PRP,шайылан,
883,hinter::PRP,шайылный,
884,unter::PRP,лӹвӓкӹ,
885,durch::PRP,вашт,
886,neben::PRP,сага,
887,zwischen::PRP,лош,
888,zwischen::PRP,лошкы,
889,wegen::PRP,мычыц,
890,dies::PRN,тидӹ,manna
891,dies::PRN,тидӹ,matuma
892,dies::PRN,ти,manna
893,dies::PRN,ти,matuma
894,das::PRN,тидӹ,ua
895,das::PRN,ти,ua
896,alles::PRN,цилӓ,
897,ich::PRN,мый,uanga
898,du::PRN,тӹнь,illit
899,er::PRN,тӹдӹ,una
900,wir::PRN,мӓ,uagut
901,ihr::PRN,вӓ,ilissi
902,sie::PRN,нӹнӹ,uku
903,was::FPRN,ма,aat?
904,wer::FPRN,кӱ,kikkut
905,wo::FADV,кышан,sumi
906,wo::FADV,кыштакен,sumi
907,wohin::FADV,кышкы,sumut
908,wie::FADV,кыце,qanoq
909,warum::FADV,малын,sooq
910,wieviel::FNUM,кынар,qassit
911,wieviel::FNUM,кынар,qanoq atsigisumik?
912,wieviel::FNUM,кынары,qassit
913,wieviel::FNUM,кынары,qanoq atsigisumik?
914,wieviel::FNUM,кынаркы,qassit
915,wieviel::FNUM,кынаркы,qanoq atsigisumik?
916,eins::NUM,иктӹ,ataaseq
917,eins::NUM,иктӹт,ataaseq
918,zwei::NUM,кок,marluk
919,zwei::NUM,кокты,marluk
920,drei::NUM,кым,pingasut
921,drei::NUM,кымыт,pingasut
922,vier::NUM,нӹл,sisamat
923,vier::NUM,нӹл,qajuusat
924,fünf::NUM,вӹц,tallimat
925,sechs::NUM,куд,arfineq
926,sechs::NUM,куд,arfinillit
927,sechs::NUM,кудытмозн,arfineq
928,sechs::NUM,кудытмозн,arfinillit
929,sieben::NUM,шӹм,arfineq-marluk
930,sieben::NUM,шӹмӹт,arfineq-marluk
931,acht::NUM,кӓндӓкш,arfineq pingasut
932,acht::NUM,кӓндӓкшӹ,arfineq pingasut
933,neun::NUM,ӹндекшшӱдӹ,qulingiluat
934,neun::NUM,ӹндекшшӱдӹ,arfineq sisamat
935,zehn::NUM,лу,qulit
936,elf::NUM,луатик,aqqaneq
937,elf::NUM,луатиктӹ,aqqaneq
938,zwölf::NUM,луаткок,aqqaneq-marluk
939,zwölf::NUM,луаткокты,aqqaneq-marluk
940,zwanzig::NUM,коклы,tyve
941,dreißig::NUM,кымлы,tredive
942,dreißig::NUM,кымлы,pingasunik qulillit
943,vierzig::NUM,нӹллӹ,fyrre
944,fünfzig::NUM,вӹцлӹ,halvtreds
945,fünfzig::NUM,вӹцлӹ,tallimanik qulillit
946,sechzig::NUM,кудлу,tres
947,siebzig::NUM,шӹмлу,halvfjerds
948,achtzig::NUM,кӓндӓкшлу,firs
949,neunzig::NUM,ӹндекшлу,halvfems
950,hundert::NUM,шӱдӹ,et hundrede
951,tausend::NUM,тӹжем,et tusinde
952,und::CNJ,дöн,aamma
953,oder::CNJ,льывы,imalluunnit
954,stehen::V,шалшаг,sikingavoq
955,sitzen::V,шӹнзӓш,ingippoq
956,liegen::V,киӓш,nalavoq
957,liegen::V,киӓш,aqupivoq
958,hängen::V,кечӓш,nivinngarpaa
959,werden::V,шагалаш,pinngorpoq
960,passieren::V,ӹштӓ́лтӓш,pivoq
961,beginnen::V,тӹнгӓлӓлтӓш,aallarnerpaa
962,enden::V,пӹтӓш,naggaserpaa
963,wechseln::V,весемӓш,immikkut ilivoq
964,wechseln::V,весемӓлтӓш,immikkut ilivoq
965,aufgehen[Sonne]::V,авараш,
966,untergehen[Sonne]::V,шӹ́нзӓш,ilioqqaasoq
967,scheinen[Sonne]::V,сотемдӓрӓш,qinnorpoq
968,scheinen[Sonne]::V,сотемдӓрӓш,qinngorpoq
969,donnern::V,хӹдӹртӓш,kalleq
970,wehen::V,ӹфӹлӓш,timmivoq
971,strömen::V,йогащ,
972,fließen::V,йогащ,
973,sich drehen::V,пöрдӓш,ipippaa
974,schwanken::V,лыпшалташ,aalavoq
975,schwingen::V,кӓчӓйӓш,issakajaat or issakatsiaarut
976,fallen::V,кенвазаш,quasivaa
977,fallen::V,шынгалташ,quasivaa
978,brennen::V,йылаш,seerpoq
979,brennen::V,йылаш,uuppaa
980,rauchen::V,шыпшаш,pujoorpoq
981,regnen::V,юраш,siallerpoq
982,gefrieren::V,гӓш,qiulerpoq
983,gefrieren::V,кӹлмаш,qiulerpoq
984,tauen::V,шылаш,aappoq
985,schmelzen::V,шӹрӓнӓш,aappoq
986,schmelzen::V,шӹрӓнӓш,aatsippaa
987,trocknen::V,кошкаш,panerserpaa
988,sieden::V,шолаш,qalappoq
989,faulen::V,шӱӓш,
990,verfaulen::V,йӓнгӓрӓлтӓш,
991,reißen::V,кышкедӓлтӓш,qulli
992,reißen::V,кышкедӓлтӓш,alittorpaa
993,reißen::V,кышкедӓлтӓш,kimillanneq
994,versinken::V,ва́лаш,kivivaa
995,versinken::V,ва́лаш,apparpoq
996,vergehen::V,эртӓш,qaangerpaa
997,vergehen::V,эртӓш,sarsuppoq
998,erscheinen::V,каяш,takutippoq
999,verschwinden::V,ямаш,
1000,sinken::V,пычаш,kivivaa
1001,sinken::V,пычаш,apparpoq
1002,abnehmen::V,чӹдемӓш,ikillipput
1003,abnehmen::V,кöтӹргӓш,ikillipput
1004,zunehmen::V,когоэмӓш,allisippaa
1005,steigen::V,лӱлта́лташ,allisippaa
1006,wachsen::V,кушкаш,allivoq
1007,glänzen::V,йӹлгӹжӓш,qinngorpoq
1008,glänzen::V,йӹлгӹжӓш,qinnorpoq
1009,funkeln::V,валгалташ,uisorilavoq
1010,lärmen::V,юкланаш,
1011,läuten::V,цоргаш,avilualaarpoq
1012,klingeln::V,цоргаш,aviluarpoq
1013,klingeln::V,цоргаш,aviluarpaluppoq
1014,klirren::V,цонгырталгаш,
1015,brausen::V,ышдымыла́наш,ittuk
1016,brausen::V,ышдымыла́наш,ittuppoq
1017,brausen::V,ышдымыла́наш,ittuppaluppoq
1018,rauschen::V,шу́жгаш,
1019,klingen::V,йо́нгаш,
1020,bellen::V,опташ,qiluppoq
1021,heulen::V,урмыжаш,maarpoq
1022,heulen::V,урмыжаш,maalavoq
1023,heulen::V,урмыжаш,miaggoorpoq
1024,blasen::V,ӹфӹлӓш,aporneq
1025,pfeifen::V,ши́шкаш,siggartartitsivoq
1026,pfeifen::V,ши́шкаш,siorsulavoq
1027,schreien::V,уташ,suaarpoq
1028,schreien::V,саслаш,suaarpoq
1029,schreien::V,варгынзаш,suaarpoq
1030,stöhnen::V,ӹнгӹрӓш,nipiliorpoq
1031,stöhnen::V,ӹнгӹрӓш,nipilliorpoq
1032,zittern::V,цӹтӹрӓш,qarsulivik
1033,leben::V,ӹлӓш,inuuvoq
1034,geboren werden::V,шачаш,inuuvoq
1035,geboren werden::V,шачаш,inunngorpoq
1036,atmen::V,шӱлӓш,anersaarpoq
1037,trinken::V,йӱӓш,imerpoq
1038,essen::V,качкаш,tamorpoq
1039,schlucken::V,нелӓш,tuluarnaq
1040,müde werden::V,янгылаш,
1041,einschlafen::V,амален кеӓш,sinippoq
1042,schlafen::V,амалаш,sinik
1043,aufwachen::V,понгыжалташ,iterpoq
1044,aufwachen::V,понгыжалташ,eqqumavoq
1045,aufstehen::V,кӹньӹл шагалаш,makippoq
1046,sich erholen::V,кӓнаш,qasuerserpoq
1047,krank werden::V,церлӓнен вазаш,
1048,krank sein::V,церлӓнӓш,
1049,krank sein::V,ясланаш,
1050,krank sein::V,ясыланаш,
1051,schmerzen::V,каршташ,anneraa
1052,schmerzen::V,каршташ,annernarpoq
1053,husten::V,кахыраш,quersorpoq
1054,genesen::V,паремӓш,ajunngissivoq
1055,genesen::V,паремӓш,ilisimmarpoq
1056,genesen::V,паремӓш,ilorrippoq
1057,genesen::V,тöрлӓнӓш,ajunngissivoq
1058,genesen::V,тöрлӓнӓш,ilisimmarpoq
1059,genesen::V,тöрлӓнӓш,ilorrippoq
1060,sterben::V,вазын колаш,toquvoq
1061,umkommen::V,пӹтӓш,
1062,sich bewegen::V,кашташ,ingerlavoq
1063,sich rühren::V,тӓрвӓнӓш,
1064,sich erheben::V,кӹньӹлӓш,
1065,sich setzen::V,шӹнзӓш,ingippoq
1066,hinfallen::V,кенвазаш,
1067,hinfallen::V,шынгалташ,
1068,laufen::V,кашташ,arpappoq
1069,schreiten::V,ашкедӓш,ingerlavoq
1070,spazierengehen::V,мадын кашташ,utertakajaarpoq
1071,spazierengehen::V,мадын кашташ,utertakattajaarpoq
1072,eilen::V,вӓшкӓш,qaa qaa
1073,eilen::V,вӓшкӓш,qiilasaarpoq
1074,eilen::V,вӓшкӓш,ingerlasaarpaa
1075,sich beeilen::V,вӓшкӓш,tuaviorpoq
1076,sich beeilen::V,талашаш,tuaviorpoq
1077,sausen::V,хойхаланаш,uiguut
1078,sausen::V,хояш,uiguut
1079,rennen::V,кыргыжаш,igivoq
1080,springen::V,тӹршештӓш,upernassaq
1081,klettern::V,ку́заш,pilaakkeerpoq
1082,schaukeln::V,лыпшалташ,aalavoq
1083,kriechen::V,авалянаш,
1084,kriechen::V,ньыжиклӓш,
1085,schwimmen::V,илӓш,naluppoq
1086,tauchen::V,цымаш,allorpoq
1087,rudern::V,шуалташ,ipuppaa
1088,fahren::V,кеӓш,qimusserpoq
1089,fliegen::V,чонгештӓш,timmivoq
1090,gehen::V,кеӓш,
1091,weggehen::V,кеӓш,piiarpoq
1092,abfahren::V,кеӓш,
1093,anhalten::V,цӓрнӓш,unitsippaa
1094,hineingehen::V,пыраш,timaappaa
1095,eintreten::V,пыраш,allattorpaa
1096,kommen::V,толаш,qaa-
1097,kommen::V,толаш,pivaa
1098,ankommen::V,шоаш,tikippoq
1099,zurückkommen::V,пöртӹлӓш,angerlarpoq
1100,bleiben::V,кодаш,uninngavoq
1101,warten::V,вычаш,paavoq
1102,warten::V,вычаш,utaqqivoq
1103,erwarten::V,вычаш,
1104,suchen::V,кӹчӓлӓш,nivivaa
1105,finden::V,моаш,nanivaa
1106,versuchen::V,путаяш,uuppaa
1107,versuchen::V,путаяш,ussersarpaa
1108,versuchen::V,цацаш,uuppaa
1109,versuchen::V,цацаш,ussersarpaa
1110,vorbereiten::V,поспейӹктӓш,piareersarpaa
1111,lieben::V,яраташ,asavaa
1112,mögen::V,яраташ,akaaraa
1113,lachen::V,ваштылаш,
1114,rühren::V,тӓрвӓтӓш,qeerlerpaa
1115,weinen::V,мӓгӹрӓш,qiavoq
1116,schimpfen::V,свырседӓлӓш,qatimaarpoq
1117,sich ärgern::V,шӹдешкӓш,ugguutigaa
1118,sich fürchten::V,лӱдӓш,eqqanaarpoq
1119,fürchten::V,лӱдӓш,ersigaa
1120,fliehen::V,кыргыжаш,qimaavoq
1121,flüchten::V,кыргыж шӹлӓш,allikarfigaa
1122,sehen::V,ужаш,isigaa
1123,anschauen::V,анжалаш,
1124,ansehen::V,анжаш,alaatsinaappaa
1125,hören::V,колаш,tusarpaa
1126,zuhören::V,колышташ,naalappoq
1127,probieren::V,тотештӓш,
1128,probieren::V,подыл анжаш,
1129,riechen::V,ӱпшӹнзӓш,tipippoq
1130,fühlen::V,шижӓш,misigaa
1131,scheinen::V,каяш,takutippoq
1132,zu sehen sein::V,каяш,
1133,vernehmen::V,колын колташ,
1134,frieren::V,кӹлмаш,qiiavoq
1135,frieren::V,тӹнгӹргӓш,qiiavoq
1136,tun::V,ӹштӓш,iliorpoq
1137,können::V,кердӓш,
1138,wollen::V,жалаяш,piumavaa
1139,anfangen::V,тӹнгӓлӓш,pilerpoq
1140,beenden::V,пӹтӓрӓш,naggaserpaa
1141,aufhören::V,цӓрнӓш,naammatsippaa
1142,gelingen::V,цӓш лиӓш,
1143,geraten::V,лиӓш,
1144,öffnen::V,пачаш,ammarpaa
1145,schließen::V,чӱчӓш,matuaa
1146,stellen::V,шӹндӓш,ilivaa
1147,stellen::V,шӹндӓш,iliorarpai
1148,stellen::V,шӹндӓш,ilioqqarpai
1149,setzen::V,шӹндӓш,iliorarpai
1150,setzen::V,шӹндӓш,ilioqqarpai
1151,legen::V,опташ,ilivaa
1152,legen::V,пиштӓш,ilivaa
1153,berühren::V,тӹкӓлӓш,attorpaa
1154,verbinden::V,пидӓш,taperserpaa
1155,bedecken::V,леведӓш,iikkerpaa
1156,bedecken::V,леведӓш,iikkersorpaa
1157,aufhängen::V,сӓкӓш,inivaa
1158,aufhängen::V,сӓкӓш,iniorarpai
1159,anzünden::V,чӱктӓш,saggaavoq
1160,aufheben::V,кузыкташ,allisippaa
1161,zurücklassen::V,кодаш,aallarpoq
1162,verlieren::V,ямдаш,annaavaa
1163,fallen lassen::V,кенвацтараш,nakkaavaa
1164,machen::V,ӹштӓш,iliorpoq
1165,herstellen::V,йӓмдӹлӓш,anillatsippaa
1166,bauen::V,ӹштӓш,marrarterpaa
1167,reparieren::V,чиняш,iluarsaappaa
1168,reparieren::V,алалаш,iluarsaappaa
1169,verbessern::V,яжоэмден шӹндӓш,naqqippaa
1170,ändern::V,вашталташ,
1171,graben::V,капаяш,assappaa
1172,beugen::V,лывырташ,qappappoq
1173,beugen::V,каклярташ,qappappoq
1174,biegen::V,лывырташ,qappappoq
1175,drehen::V,сӓрӓш,
1176,drehen::V,сӓрӹкӓлӓш,
1177,wenden::V,сӓрӓлӓш,assappaa
1178,wenden::V,сӓрӓлӓш,assakarpoq
1179,umdrehen::V,сӓрӓлӓш,assakartippaa
1180,heben::V,лӱктӓш,kivippaa
1181,hochheben::V,кузыкташ,kissumiarpaa
1182,ergreifen::V,хватяш,isaappaa
1183,ergreifen::V,хватяш,isaguppaa
1184,halten::V,кычаш,minarpaa
1185,drücken::V,темдӓш,naqittaat
1186,schieben::V,шӹкӓш,
1187,kratzen::V,нӹжӓш,qitsuppaa
1188,lecken::V,нылаш,aluppaa
1189,beißen::V,пыралаш,kiivaa
1190,abreißen::V,кӹрӓш,aqqarpaa
1191,abreißen::V,кӹрӓш,isaterpaa
1192,abreißen::V,кышкед нӓлӓш,aqqarpaa
1193,abreißen::V,кышкед нӓлӓш,isaterpaa
1194,abschneiden::V,шулаш,kipivaa
1195,abschneiden::V,лаштыклаш,kipivaa
1196,binden::V,пидӓш,kakkersarpaa
1197,stecken::V,шыралаш,kussunneq
1198,brechen::V,тодылаш,nallorpaa
1199,brechen::V,пыдырташ,nallorpaa
1200,klopfen::V,рушткаш,pattappaa
1201,hauen::V,шелӹштӓш,aqivaa
1202,kleben::V,клейӓш,qaappoq
1203,reiben::V,нӹжӓш,tagiarpaa
1204,reiben::V,нӹжӓш,tangiarpaa
1205,streichen::V,шӹрӓш,erlerpoq
1206,schleifen::V,шымаш,sequppaa
1207,schneiden::V,пӹчкӓш,uullivoq
1208,rütteln::V,мыльгыкташ,
1209,schütteln::V,цӹтӹртӓш,aalavoq
1210,schütteln::V,мыльгыкташ,aalavoq
1211,schwenken::V,машыяш,issarpoq
1212,schütten::V,опталаш,
1213,füllen::V,темӓш,immerpaa
1214,einwickeln::V,пӹтӹрӓ́лӓш,immoqquserpaa
1215,tragen::V,намалаш,maqippaa
1216,tragen::V,намалаш,assartorpoq
1217,schleppen::V,шӹдӹрӓш,assartorpoq
1218,ziehen::V,шыпшаш,kalippaa
1219,ziehen::V,шыпшаш,kalissarpoq
1220,aufbewahren::V,перегӓш,toqqorpaa
1221,werfen::V,кӹшкӓш,kuivaa
1222,fangen::V,кычаш,anguaa
1223,packen::V,хватяш,
1224,verstecken::V,шӹлтӓш,anngigaa
1225,teilen::V,пайылаш,agguut
1226,teilen::V,пайылаш,agguusersorpaa
1227,schicken::V,колташ,nassiuppaa
1228,bringen::V,кандаш,aggiuppaa
1229,bringen::V,кандаш,nassataraa
1230,bekommen::V,лыкташ,tiguaa
1231,erhalten::V,получаяш,tiguaa
1232,nehmen::V,налаш,pivoq
1233,nehmen::V,налаш,tiguaa
1234,wählen::V,айыраш,
1235,auswählen::V,айыраш,
1236,bewahren::V,перегӓш,sukkunik simerserpaa
1237,behindern::V,мешӓйӓш,
1238,verderben::V,портяш,asiutippaa
1239,verderben::V,портяш,piuneerunnerit
1240,beschädigen::V,шушырташ,
1241,zerbrechen::V,пыдырташ,ukuvoq
1242,zerreißen::V,кӹрӓш,tisavaa
1243,zerreißen::V,кӹрӓш,alittorpaa
1244,zerstören::V,шӓлӓтӓш,aserorpaa
1245,verbrennen::V,йылаташ,seerpoq
1246,verbrennen::V,йылалташ,seerpoq
1247,geben::V,пуаш,pivoq
1248,reichen::V,пуаш,
1249,schenken::V,подараш,
1250,versprechen::V,сöрӓш,neriorsorpaa
1251,wünschen::V,жалаяш,kissaat
1252,loben::V,хваляш,nersorpaa
1253,loben::V,хваляш,nersornaat
1254,küssen::V,шышшалаш,kunippaa
1255,küssen::V,шышшалаш,kunissorpaa
1256,wiegen::V,лӱнгӓлтӓш,
1257,zudecken::V,пиштӓш,majorpaa
1258,wecken::V,понгыжалтараш,itersarpaa
1259,zeigen::V,анжыкташ,tikkuuppaa
1260,führen::V,видӓш,tasissiuppaa
1261,führen::V,видӓш,ilitsersorpaa
1262,führen::V,видӓш,tasissersuuppaa
1263,lehren::V,тымдаш,ilinniartippaa
1264,unterrichten::V,тымдаш,ajoqerpaa
1265,unterrichten::V,тымдаш,ajoqersorpaa
1266,unterrichten::V,тымдаш,ilinniartitsivoq
1267,aufziehen::V,кушташ,inororsarpaa
1268,leiten::V,видӓш,iluatsippaa
1269,leiten::V,вуйлаташ,iluatsippaa
1270,leiten::V,вуйлалташ,iluatsippaa
1271,antreiben::V,талаштараш,ikusimmippaa
1272,lassen::V,-ыкт,
1273,einladen::V,ӱжӓш,qaaqquaa
1274,einladen::V,ӱжӓш,qaasarpaa
1275,vereinigen::V,иктештӓш,taperserpaa
1276,besuchen::V,толаш,tikeraarpaa
1277,treffen::V,вӓшлиӓш,aporappaa
1278,treffen::V,вӓшлиӓлтӓш,aporappaa
1279,sich versammeln::V,цымыргаш,majorpoq
1280,spielen::V,мадаш,pinnguarpoq
1281,singen::V,мыраш,erinarsorpoq
1282,tanzen::V,кушташ,qitippoq
1283,sich trennen::V,айырлаш,immikkoortippaa
1284,verlassen::V,шуаш,
1285,retten::V,ытараш,annaappaa
1286,bewachen::V,оролаш,
1287,schützen::V,перегӓш,eriagaa
1288,schützen::V,перегӓш,pineqartaalivaa
1289,verteidigen::V,перегӓш,
1290,sich schlagen::V,шидӓлӓш,
1291,sich schlagen::V,шиэдӓлӓш,
1292,schießen::V,лӱӓш,aallaavaa
1293,schießen::V,лӱӓш,piseriuppaa
1294,siegen::V,сӹнгӓш,
1295,ärgern::V,шӹдештӓрӓш,ninngassarpaa
1296,ärgern::V,шӹдештӓрӓш,ninngassaarpaa
1297,schlagen::V,пӓрен колташ,unatarpaa
1298,schlagen::V,хӹрӹктен колташ,unatarpaa
1299,treten::V,чымаш,tukerpoq
1300,stechen::V,пышкылаш,iguppaa
1301,stechen::V,пышкылаш,qasilippoq
1302,stoßen::V,шыркедӓш,ikuserpaa
1303,stoßen::V,шыркедӓш,ikusimmippaa
1304,stehlen::V,шолышт толаш,tillippaa
1305,stören::V,ӓрештӹлӓш,akornuserpaa
1306,belästigen::V,кӓньӹсӹрлӓндӓрӓш,
1307,belästigen::V,шытырланыкташ,
1308,verbergen::V,шӹлтӓш,anngigaa
1309,täuschen::V,алталаш,
1310,täuschen::V,аталаш,
1311,betrügen::V,мошеньӹчӓйӓш,peqquserluttuliorfigaa
1312,töten::V,пуштын шуаш,maappaa
1313,töten::V,пуштын шуаш,toquppaa
1314,wohnen::V,ӹлӓш,najugaqarpoq
1315,arbeiten::V,пӓшӓлӓш,sulivoq
1316,arbeiten::V,ровотаяш,sulivoq
1317,sammeln::V,погаш,katersorpai
1318,pflücken::V,кӹрӓш,
1319,jagen::V,охотничӓйӓш,piniarpoq
1320,fischen::V,кол кычаш,aalisarpoq
1321,fassen::V,кычаш,
1322,hüten::V,кӹтӓш,
1323,treiben::V,шуруяш,
1324,anbinden::V,ялшташ,qilerut
1325,anbinden::V,ялшташ,qilersorpaa
1326,anbinden::V,ялшташ,ungerlatserpaa
