,Concept_ID,zh,mn
186,Kuckuck::N,布谷鸟,хөхөө
187,Schwan::N,天鹅,хун
188,Fisch::N,鱼,загас
189,Barsch::N,鲈鱼,алгана
190,Hecht::N,狗鱼,цурхай
191,Schlange[Tier]::N,蛇,могой
192,Wurm::N,蠕虫,өт
193,Wurm::N,蠕虫,хорхой
194,Spinne::N,蜘蛛,аалз
195,Ameise::N,蚂蚁,шоргоолж
196,Laus::N,虱子,бөөс
197,Mücke::N,蚊子,шумуул
198,Fliege::N,苍蝇,ялаа
199,Schmetterling::N,蝴蝶,эрвээхэй
200,Beere::N,将果,жимсгэнэ
201,Apfel::N,苹果,алим
202,Pilz::N,蘑菇,мөөг
203,Zwiebel::N,洋葱,сонгино
204,Saat::N,种子,тариа
205,Korn::N,谷粒,үр
206,Korn::N,谷粒,мөхлөг
207,Heu::N,干草,өвс
208,Schale::N,壳,хальс
209,Grube::N,坑,алам
210,Grube::N,坑,нүх
211,Falle::N,圈套,хавх
212,Falle::N,圈套,занга
213,Schlinge::N,活扣,урхи
214,Spur::N,踪迹,мөр
215,Asche::N,灰烬,үнс
216,Dreck::N,污垢,хир
217,Eisen::N,铁,төмөр
218,Gold::N,金子,алт
219,Silber::N,银,мөнгө
220,Kohle::N,煤,нүүрс
221,Glas::N,玻璃,шил
222,Lehm::N,粘土,шавар
223,Sand::N,沙,элс
224,Mensch::N,人,хүн
225,Mann::N,男子,эр
226,Mann::N,男子,эрэгтэй
227,Frau::N,妇女,эмэгтэй
228,Frau::N,妇女,хатагтай
229,Kind::N,小孩,хүүхэд
230,Junge::N,男孩,хүү
231,Mädchen::N,女孩,охин
232,Mädchen::N,女孩,бүсгүй
233,Familie::N,家庭,айл
234,Großvater::N,祖父,өвгөн аав
235,Großmutter::N,祖母,эмэг эх
236,Großmutter::N,祖母,эмгээ
237,Eltern::N,父母,эцэг эх
238,Vater::N,父亲,аав
239,Vater::N,父亲,эцэг
240,Mutter::N,母亲,эх
241,Mutter::N,母亲,ээж
242,Sohn::N,儿子,хүү
243,Tochter::N,女儿,охин
244,Bruder::N,兄弟,ах
245,Bruder::N,兄弟,дүү
246,Schwester::N,姐妹,эгч
247,Schwester::N,姐妹,охин дүү
248,Onkel::N,伯父,авга ах
249,Onkel::N,伯父,нагац ах
250,Tante::N,阿姨,авга эгч
251,Tante::N,阿姨,нагац эгч
252,Ehemann::N,丈夫,нөхөр
253,Ehefrau::N,妻子,эхнэр
254,Ehefrau::N,妻子,гэргий
255,Freude::N,愉快,баяр
256,Freude::N,愉快,баясгалан
257,Gelächter::N,大笑,инээдэм
258,Glück::N,运气,жаргалан
259,Kummer::N,苦恼,гаслан
260,Wunsch::N,愿望,ерөөл
261,Lust::N,乐趣,дур
262,Lust::N,乐趣,хүсэл
263,Geist::N,精神,оюун
264,Gedanke::N,思想,сэтгэл
265,Gedächtnis::N,记性,ой
266,Gedächtnis::N,记性,цээж
267,Verstand::N,理智,ухаан
268,Sinn::N,感觉,утга
269,Grund::N,理由,учир
270,Wahrheit::N,真理,үнэн
271,Gespräch::N,谈话,яриа
272,Märchen::N,童话,явган үлгэр
273,Erzählung::N,故事,тууж
274,Nachricht::N,消息,мэдээ
275,Neuigkeit::N,新闻,сонин
276,Name::N,名字,нэр
277,Rätsel::N,谜语,оньсого
278,Rede::N,讲话,хэлсэн үг
279,Sprache::N,语言,хэл
280,Stimme::N,声音,дуу
281,Wort::N,词,үг
282,Zeichen::N,标记,тамга
283,Zeichen::N,标记,тэмдэг
284,Ruf::N,呼喊,дуудлага
285,Lärm::N,噪音,шуугиан
286,Lärm::N,噪音,чимээ
287,Laut::N,响声,анир
288,Laut::N,响声,дуу
289,Ton::N,声音,авиа
290,Ton::N,声音,аялгуу
291,Lied::N,歌曲,дуу
292,Ruhe::N,安静,энх
293,Ruhe::N,安静,тайван
294,Leute::N,人们,хүмүүс
295,Volk::N,人民,улс
296,Arbeit::N,劳动,ажил
297,Arbeit::N,劳动,хөдөлмөр
298,Gast::N,客人,зочин
299,Gast::N,客人,айлчин
300,Geschenk::N,礼物,бэлэг
301,Spiel::N,游戏,наадам
302,Spiel::N,游戏,тоглоом
303,Gesellschaft::N,陪同,хамт байх
304,Hilfe::N,帮助,тусламж
305,Freund::N,朋友,найз
306,Freund::N,朋友,нөхөр
307,Kamerad::N,同志,хань
308,Kamerad::N,同志,нөхөр
309,Angelegenheit::N,事情,хэрэг
310,Anzahl::N,数目,тоо
311,Art::N,种类,төрөл
312,Art::N,种类,янз
313,Stück::N,块,хэсэг
314,Teil::N,部分,хувь
315,Teil::N,部分,хэсэг
316,Hälfte::N,一半,хагас
317,Kreis::N,圆,тойрог
318,Kreis::N,圆,хүрээ
319,Kreuz::N,十字架,загалмай
320,Linie::N,线条,шугам
321,Strich::N,划,зураас
322,Abstand::N,距离,зай
323,Entfernung::N,距离,зай
324,Entfernung::N,距离,хол ойр
325,Gegend::N,地区,хавь
326,Gegend::N,地区,газар
327,Platz::N,场所,зай
328,Platz::N,场所,завсар
329,Ort::N,地点,газар
330,Ort::N,地点,байр
331,Seite::N,面,тал
332,Seite::N,面,этгээд
333,Mitte::N,中间,төв
334,Mitte::N,中间,дунд
335,Gegenstand::N,物品,юм
336,Sache::N,物,үйл
337,Sache::N,物,хэрэг
338,Rand::N,边,зах
339,Rand::N,边,хөвөө
340,Kante::N,棱,ирмэг
341,Ecke::N,角,өнцөг
342,Spitze::N,尖,үзүүр
343,Ende::N,结尾,зах
344,Ende::N,结尾,үзүүр
345,Loch::N,洞,цоорхой
346,Loch::N,洞,онгорхой
347,Winkel::N,角度,өнцөг
348,Muster::N,模型,хээ
349,Muster::N,模型,угалз
350,Größe::N,大小,хэмжээ
351,Länge::N,长度,урт
352,Höhe::N,高度,өндөр
353,Gewicht::N,重量,жин
354,Menge::N,数量,тоо
355,Haufen::N,堆,бөөн
356,Reihe::N,行,эгнээ
357,Boot::N,小船,завь
358,Ruder::N,奖,сэлүүр
359,Schlitten::N,雪橇,чарга
360,Ski::N,雪板,цана
361,Lagerfeuer::N,营火,түүдэг
362,Last::N,负担,ачаа
363,Gang::N,行走,явдал
364,Schritt::N,步伐,алхам
365,Norden::N,北,умар
366,Süden::N,南,урд
367,Süden::N,南,өмнө
368,Westen::N,西,өрнө
369,Westen::N,西,баруун
370,Osten::N,东,зүүн
371,Osten::N,东,дорно
372,Holz::N,木材,мод
373,Brett::N,木板,банз
374,Platte::N,平板,хавтан
375,Stütze::N,支架,тулгуур
376,Stütze::N,支架,тулга
377,Stange::N,杆,сургааг
378,Stock::N,棒,саваа
379,Stab::N,棍,таяг
380,Rohr::N,管子,хоолой
381,Haus::N,房屋,гэр
382,Haus::N,房屋,байшин
383,Heim::N,家,гэр
384,Ofen::N,炉子,зуух
385,Ofen::N,炉子,пийшин
386,Fußboden::N,地板,шал
387,Tisch::N,桌子,ширээ
388,Stuhl::N,椅子,сандал
389,Wiege::N,摇蓝,өлгий
390,Bett::N,床,ор
391,Regal::N,架子,тавиур
392,Kiste::N,箱子,авдар
393,Kiste::N,箱子,хайрцаг
394,Fenster::N,窗户,гэгээвч
395,Tür::N,门,үүд
396,Tür::N,门,хаалга
397,Tor::N,大门,хаалга
398,Zaun::N,篱笆,хашаа
399,Dach::N,屋顶,дээвэр
400,Leiter::N,梯子,шат
401,Besen::N,扫帚,хамуур
402,Besen::N,扫帚,туужуу
403,Spaten::N,铁锹,хүрз
404,Schaufel::N,铁锹,хүрз
405,Gabel::N,叉,сэрээ
406,Löffel::N,食匙,халбага
407,Messer::N,刀,хутга
408,Nagel::N,钉子,хадаас
409,Netz::N,网,өөш
410,Netz::N,网,тор
411,Haken::N,钩子,гох
412,Griff::N,把柄,иш
413,Griff::N,把柄,сэнж
414,Schloss::N,锁,цуурга
415,Schloss::N,锁,цоож
416,Bild::N,图画,зураг
417,Figur::N,人像,баримал
418,Puppe::N,娃娃,хүүхэлдэй
419,Beutel::N,袋子,агсаа
420,Beutel::N,袋子,уут
421,Bündel::N,捆,боодол
422,Tasche::N,手提包,цүнх
423,Eimer::N,桶,хөнөг
424,Eimer::N,桶,хувин
425,Deckel::N,盖子,таг
426,Deckel::N,盖子,хавхаг
427,Geschirr::N,餐具,сав суулга
428,Sack::N,袋子,шуудай
429,Tasse::N,杯子,аяга
430,Topf::N,锅,тогоо
431,Kessel::N,水壶,тогоо
432,Essen::N,进餐,идээ
433,Nahrung::N,食物,хүнс
434,Speise::N,菜肴,идээ
435,Fleisch::N,肉,мах
436,Getreide::N,谷物,будаа
437,Brei::N,粥,богшмол
438,Brei::N,粥,будаа
439,Brot::N,面包,талх
440,Scheibe::N,片,зүсэм
441,Scheibe::N,片,хэрчим
442,Fett::N,脂肪,өөх
443,Butter::N,黄油,тос
444,Öl::N,油,тос
445,Salz::N,盐,давс
446,Suppe::N,汤,шөл
447,Honig::N,蜂蜜,бал
448,Milch::N,奶,сүү
449,Tee::N,茶,цай
450,Leder::N,皮革,арьс
451,Leder::N,皮革,савхи
452,Wolle::N,毛线,ноос
453,Wolle::N,毛线,унгас
454,Stoff::N,织物,бөс
455,Nadel::N,针,зүү
456,Faden::N,线,боолт
457,Faden::N,线,утас
458,Knopf::N,纽扣,товч
459,Knoten::N,结,зангилаа
460,Farbe::N,颜色,будаг
461,Kleidung::N,衣服,хувцас
462,Hemd::N,衬衫,цамц
463,Kragen::N,领子,зах заам
464,Ärmel::N,袖子,ханцуй
465,Hose::N,裤子,өмд
466,Gürtel::N,腰带,бүс
467,Mütze::N,帽子,малгай
468,Mütze::N,帽子,бүрх
469,Schuh::N,鞋,туфли
470,Stiefel::N,靴子,гутал
471,Ring::N,戒指,бөгж
472,Band::N,带子,тууз
473,Kamm::N,梳子,сам
474,Spiegel::N,镜子,толь
475,Riemen::N,皮带,тасам
476,Riemen::N,皮带,сур
477,Schnur::N,绳子,татлага
478,Leine::N,皮带,оосор
479,Decke::N,被子,хөнжил
480,Decke::N,被子,хучлага
481,Kissen::N,软垫,дэр
482,Tuch::N,巾,алчуур
483,Tuch::N,巾,даавуу
484,Handtuch::N,手巾,алчуур
485,Kraft::N,力,чадал
486,Kraft::N,力,хүч
487,Stärke::N,力量,эрч
488,Stärke::N,力量,тэнхээ
489,Gesundheit::N,健康,бие
490,Gesundheit::N,健康,эрүүл мэнд
491,Krankheit::N,病,эмгэг
492,Schmerz::N,痛,өвчин
493,Wunde::N,伤口,шарх
494,Fieber::N,发烧,халуун
495,Arznei::N,药,эм
496,Brücke::N,桥,гүүр
497,Brunnen::N,井,худаг
498,Weide::N,牧场,бэлчээр
499,Pfad::N,小路,жим
500,Pfad::N,小路,зөрөг
501,Weg::N,路,зам
502,Weg::N,路,харгуй
503,Straße::N,街,зам
504,Straße::N,街,харгуй
505,Dorf::N,村庄,тосгон
506,Dorf::N,村庄,гацаа
507,Stadt::N,城市,хот
508,Brief::N,信,захидал
509,Brief::N,信,захиа
510,Buch::N,书,ном
511,Buch::N,书,бичиг
512,Buchstabe::N,字母,үсэг
513,Zeitung::N,报纸,сонин
514,Leben::N,生命,амь
515,Leben::N,生命,амьдрал
516,Tod::N,死亡,үхэл
517,Grab::N,坟墓,булш
518,Kirche::N,教堂,сүм
519,Sünde::N,罪,нүгэл
520,Sünde::N,罪,хилэнц
521,Gott::N,上帝,бурхан
522,Arbeiter::N,工人,ажилчин
523,Arbeiter::N,工人,хөдөлмөрчин
524,Chef::N,上司,дарга
525,Meister::N,师傅,дархан
526,Arzt::N,医生,эмч
527,Lehrer::N,教师,багш
528,Geld::N,钱,цаас
529,Geld::N,钱,мөнгө
530,Geschäft::N,交易,наймаа
531,Laden::N,商店,дэлгүүр
532,Preis::N,价格,үнэ
533,Ware::N,商品,таваар
534,Ware::N,商品,бараа
535,Nutzen::N,好处,ашиг
536,Reichtum::N,财富,баялаг
537,Welt::N,世界,дэлхий
538,Welt::N,世界,орчлон
539,Land::N,国家,улс
540,Land::N,国家,орон
541,Staat::N,国家,төр
542,Staat::N,国家,гүрэн
543,König::N,国王,ван
544,Macht::N,权力,засаг
545,Grenze::N,边界,хил
546,Krieg::N,战争,дайн
547,Feind::N,敌人,дайсан
548,Gewalt::N,暴力,хүчирхэх
549,Kampf::N,战斗,тэмцэл
550,Kampf::N,战斗,байлдаан
551,Bogen[Waffe]::N,弓,нум
552,Pfeil::N,箭,годил
553,Pfeil::N,箭,сум
554,Gewehr::N,枪,буу
555,Fehler::N,错误,эндэл
556,Fehler::N,错误,алдаа
557,Lüge::N,谎话,худал
558,Schaden::N,损失,хор
559,Schaden::N,损失,хөнөөл
560,Unglück::N,不幸,гай
561,Unglück::N,不幸,гамшиг
562,Schuld::N,过错,гэм
563,Schuld::N,过错,буруу
564,Alter::N,年龄,нас
565,Schluss::N,结束,эцэс
566,Schluss::N,结束,төгсгөл
567,Zeit::N,时间,цаг
568,Tag::N,天,өдөр
569,Morgen::N,早晨,өглөө
570,Mittag::N,中午,үд
571,Abend::N,晚上,үдэш
572,Nacht::N,夜,шөнө
573,Woche::N,星期,долоо хоног
574,Monat::N,月,сар
575,Jahr::N,年,жил
576,Frühling::N,春天,хавар
577,Sommer::N,夏天,зун
578,Herbst::N,秋天,намар
579,Winter::N,冬天,өвөл
580,Januar::N,一月,нэгдүгээр сар
581,Februar::N,二月,хоёрдугаар сар
582,März::N,三月,гуравдугаар сар
583,April::N,四月,дөрөвдүгээр сар
584,Mai::N,五月,тавдугаар сар
585,Juni::N,六月,зургаадугаар сар
586,Juli::N,七月,долдугаар сар
587,August::N,八月,наймдугаар сар
588,September::N,九月,есдүгээр сар
589,Oktober::N,十月,аравдугаар сар
590,November::N,十一月,арван нэгдүгээр сар
591,Dezember::N,十二月,арван хоёрдугаар сар
592,Montag::N,星期一,даваа
593,Dienstag::N,星期二,мягмар
594,Mittwoch::N,星期三,лхагва
595,Donnerstag::N,星期四,пүрэв
596,Freitag::N,星期五,баасан
597,Samstag::N,星期六,бямба
598,Sonntag::N,星期日,ням
599,groß::A,大,их
600,groß::A,大,том
601,klein::A,小,бага
602,klein::A,小,жаахан
603,lang::A,长,урт
604,kurz::A,短,охор
605,kurz::A,短,богино
606,breit::A,宽,өргөн
607,schmal::A,细长的,уйтан
608,schmal::A,细长的,нарийн
609,dicht::A,密,нягт
610,dicht::A,密,чигжүү
611,dick[Gegenstand]::A,厚,зузаан
612,dünn::A,薄,нимгэн
613,fein::A,细小,нарийн
614,fest::A,固体,бөх
615,fest::A,固体,хатуу
616,flach::A,平坦,хавтгай
617,glatt::A,光滑,цагаан
618,hart::A,硬,хатуу
619,weich::A,软,зөөлөн
620,rund::A,圆,дугуй
621,rund::A,圆,дугариг
622,spitz::A,尖,шовх
623,spitz::A,尖,шовгор
624,scharf::A,锋利,хурц
625,scharf::A,锋利,иртэй
626,stumpf::A,钝,мохоо
627,schwer::A,重,хүнд
628,schön::A,美丽,гуа
629,schön::A,美丽,сайхан
630,heiß::A,烫,халуун
631,warm::A,暖和,дулаан
632,kalt::A,冷,хүйтэн
633,kühl::A,凉,сэрүүн
634,frisch::A,新鲜,эрүүл
635,frisch::A,新鲜,жихүүн
636,feucht::A,潮湿,чийгтэй
637,nass::A,湿,нойтон
638,trocken::A,干,хатсан
639,voll::A,满,дүүрэн
640,leer::A,空,хоосон
641,offen::A,敞开,онгорхой
642,geschlossen::A,关闭,битүү
643,geschlossen::A,关闭,хаалтай
644,sauber::A,干净,цэвэр
645,sauber::A,干净,хиргүй
646,schmutzig::A,肮脏,бохир
647,schmutzig::A,肮脏,хиртэй
648,roh::A,生,түүхий
649,reif::A,成熟,болсон
650,lecker::A,好吃,амттай
651,süß::A,甜,амттай
652,süß::A,甜,чихэрлэг
653,bitter::A,苦,гашуун
654,sauer::A,酸,эсгэлэн
655,hell::A,亮,гэгээн
656,hell::A,亮,гэрэлтэй
657,dunkel::A,阴暗,бараан
658,dunkel::A,阴暗,харанхуй
659,schwarz::A,黑,хар
660,weiß::A,白,цагаан
661,rot::A,红,улаан
662,gelb::A,黄,шар
663,blau::A,蓝,хөх
664,blau::A,蓝,цэнхэр
665,grün::A,绿,ногоон
666,grau::A,灰色,орог
667,grau::A,灰色,саарал
668,bunt::A,五彩,эрээн
669,billig::A,便宜,хямд
670,teuer::A,贵,үнэтэй
671,wertvoll::A,贵重,үнэт
672,blind::A,瞎,сохор
673,taub::A,聋,чих хатуу
674,kräftig::A,强壮,чийрэг
675,stark::A,强壮,хүчтэй
676,stark::A,强壮,чадалтай
677,schwach::A,弱,сул
678,fett::A,胖,тарган
679,fett::A,胖,голигор
680,schlank::A,苗条,голшиг
681,hübsch::A,漂亮,сайхан
682,hübsch::A,漂亮,хөөрхөн
683,böse::A,邪恶,муу
684,böse::A,邪恶,хортой
685,dumm::A,笨,тэнэг
686,faul::A,懒惰,залхуу
687,fleißig::A,勤奋,чармайлтгай
688,geizig::A,吝啬,харамч
689,klug::A,聪明,цэцэн
690,geschickt::A,灵巧,дүйтэй
691,lieb::A,可爱,хайрт
692,lustig::A,快乐,цэнгэлтэй
693,sanft::A,柔和,наалинхай
694,hungrig::A,饥饿,өлөн
695,hungrig::A,饥饿,өлссөн
696,krank::A,患病,өвчтэй
697,nackt::A,裸体,нүцгэн
698,traurig::A,悲哀,гунигт
699,lebendig::A,活,амьд
700,lebendig::A,活,амьтай
701,gut::A,好,сайн
702,schlecht::A,坏,муу
703,schlecht::A,坏,өөдгүй
704,richtig::A,正确,зөв
705,richtig::A,正确,зүйтэй
706,schlimm::A,糟糕,муухай
707,wahr::A,真,үнэн
708,wahr::A,真,жинхэнэ
709,alt::A,旧,хуучин
710,neu::A,新,шинэ
711,ehemalig::A,以前,агсан
712,ehemalig::A,以前,байсан
713,alt[Lebewesen]::A,老,өвгөн
714,alt[Lebewesen]::A,老,хижээл
715,jung::A,年轻,залуу
716,arm::A,贫穷,ядуу
717,reich::A,富裕,баян
718,reich::A,富裕,баялаг
719,bekannt::A,出名,танил
720,berühmt::A,著名,цуутай
721,berühmt::A,著名,алдартай
722,fremd::A,陌生,харь
723,fremd::A,陌生,гадаад
724,verschieden::A,不同,ондоо
725,verschieden::A,不同,янз янзын
726,nah::A,近,ойрын
727,nah::A,近,дөтийн
728,fern::A,遥远,холын
729,linker::A,左,буруу
730,rechter::A,右,баруун
731,anderer::A,别的,өөр
732,anderer::A,别的,нөгөө
733,erster::A,第一,нэгдэх
734,erster::A,第一,нэгдүгээр
735,zweiter::A,第二,хоёрдугаар
736,dritter::A,第三,гуравдугаар
737,letzter::A,最后,сүүлийн
738,allein::ADV,单独,ганцаараа
739,auf einmal::ADV,同时,нэгмөсөн
740,zusammen::ADV,一起,цуг
741,zusammen::ADV,一起,хамт
742,lange::ADV,许久,удаан
743,plötzlich::ADV,忽然,гэнэт
744,sofort::ADV,立刻,дороо
745,später::ADV,以后,дараа
746,jetzt::ADV,现在,өнөө
747,heute::ADV,今天,өнөө
748,heute::ADV,今天,өнөөдөр
749,morgen::ADV,明天,маргааш
750,morgen::ADV,明天,маргаадар
751,bald::ADV,即将,түргэн
752,bald::ADV,即将,удахгүй
753,dann::ADV,然后,хожим
754,dann::ADV,然后,тэгээд
755,gestern::ADV,昨天,өчигдөр
756,einst::ADV,曾经,нэг
757,damals::ADV,当时,тэгэхэд
758,danach::ADV,随后,тэгээд
759,danach::ADV,随后,дараа нь
760,vorher::ADV,事先,урьд
761,zuerst::ADV,首先,анх
762,zuerst::ADV,首先,эхлээд
763,einmal::ADV,一次,нэг удаа
764,manchmal::ADV,有时,хааяа
765,manchmal::ADV,有时,заримдаа
766,oft::ADV,时常,олонтоо
767,immer::ADV,总是,байнга
768,niemals::ADV,从未,хэзээ ч
769,niemals::ADV,从未,хэдийд ч
770,hier::ADV,这里,энд
771,hierhin::ADV,到这里,нааш
772,von hier::ADV,由此,эндээс
773,dort::ADV,那里,тэнд
774,dorthin::ADV,到那里,тийш
775,geradeaus::ADV,一直往前,шулуун
776,vorwärts::ADV,向前,урагшаа
777,rückwärts::ADV,向后,буцаан
778,rückwärts::ADV,向后,сөөргөө
779,zurück::ADV,退后,буцаж
780,zurück::ADV,退后,гэдрэг
781,unten::ADV,下面,дор
782,hinab::ADV,向下,уруу
783,oben::ADV,上面,дээр
784,hinauf::ADV,向上,өөд
785,hinauf::ADV,向上,дээш
786,überall::ADV,到处,хааяагүй
787,überall::ADV,到处,энд тэндгүй
788,nicht::ADV,不,эс
789,nicht::ADV,不,-гүй
790,ein wenig::ADV,一点儿,жаахан
791,kaum::ADV,几乎不,арай
792,kaum::ADV,几乎不,арай гэж
793,sehr::ADV,很,тун
794,so::ADV,如此,тэгж
795,so::ADV,如此,ингээд
796,noch::ADV,还,дахин
797,noch::ADV,还,дахиад
798,nur::ADV,只,зөвхөн
799,nur::ADV,只,гагцхүү
800,schon::ADV,已经,нэгэнт
801,wieder::ADV,又,дахин
802,wieder::ADV,又,дахиад
803,vor::PRP,在...面前,өмнө
804,hinter::PRP,在...背后,ард
805,unter::PRP,在...下面,доор
806,durch::PRP,穿过,дундуур
807,neben::PRP,在...旁,хажууд
808,zwischen::PRP,在...之间,завсар
809,zwischen::PRP,在...之间,хооронд
810,wegen::PRP,由于,төлөө
811,wegen::PRP,由于,дээрээс
812,dies::PRN,这,энэ
813,das::PRN,那,тэр
814,alles::PRN,一切,цөм
815,alles::PRN,一切,бүгд
816,ich::PRN,我,би
817,du::PRN,你,чи
818,er::PRN,他,тэр
819,er::PRN,他,тэр хүн
820,wir::PRN,我们,бид
