,Concept_ID,mrj,no
775,ein wenig::ADV,иклаштык,litt
776,kaum::ADV,цылик,neppe
777,kaum::ADV,чучок-чучок,neppe
778,sehr::ADV,чоте,svært
779,so::ADV,тенге,så
780,so::ADV,тенгелӓ,så
781,noch::ADV,мол,enda
782,noch::ADV,моло,enda
783,nur::ADV,веле,bare
784,schon::ADV,уже,alt
785,schon::ADV,уже,allerede
786,schon::ADV,ӹнде,alt
787,schon::ADV,ӹнде,allerede
788,wieder::ADV,уэш,igjen
789,vergebens::ADV,зря,forgjeves
790,vergebens::ADV,ӹзрӓ,forgjeves
791,vergebens::ADV,ӹзӹрӓ,forgjeves
792,vor::PRP,анзыц,foran
793,vor::PRP,анзыц,utenfor
794,vor::PRP,анзыцын,foran
795,vor::PRP,анзыцын,utenfor
796,hinter::PRP,шайылан,bak
797,hinter::PRP,шайылан,bakom
798,hinter::PRP,шайылный,bak
799,hinter::PRP,шайылный,bakom
800,unter::PRP,лӹвӓкӹ,under
801,durch::PRP,вашт,gjennom
802,durch::PRP,вашт,igjennom
803,neben::PRP,сага,ved siden av
804,zwischen::PRP,лош,mellom
805,zwischen::PRP,лошкы,mellom
806,wegen::PRP,мычыц,på grunn av
807,dies::PRN,тидӹ,dette
808,dies::PRN,ти,dette
809,das::PRN,тидӹ,det
810,das::PRN,ти,det
811,alles::PRN,цилӓ,alt
812,ich::PRN,мый,jeg
813,du::PRN,тӹнь,du
814,er::PRN,тӹдӹ,han
815,wir::PRN,мӓ,vi
816,ihr::PRN,вӓ,dere
817,sie::PRN,нӹнӹ,de
818,was::FPRN,ма,hva
819,wer::FPRN,кӱ,hvem
820,wo::FADV,кышан,hvor
821,wo::FADV,кыштакен,hvor
822,wohin::FADV,кышкы,hvor ... hen
823,wie::FADV,кыце,hvordan
824,warum::FADV,малын,hvorfor
825,wieviel::FNUM,кынар,hvor mye
826,wieviel::FNUM,кынары,hvor mye
827,wieviel::FNUM,кынаркы,hvor mye
828,eins::NUM,иктӹ,en
829,eins::NUM,иктӹ,ett
830,eins::NUM,иктӹт,en
831,eins::NUM,иктӹт,ett
832,zwei::NUM,кок,to
833,zwei::NUM,кокты,to
834,drei::NUM,кым,tre
835,drei::NUM,кымыт,tre
836,vier::NUM,нӹл,fire
837,fünf::NUM,вӹц,fem
838,sechs::NUM,куд,seks
839,sechs::NUM,кудытмозн,seks
840,sieben::NUM,шӹм,sju
841,sieben::NUM,шӹмӹт,sju
842,acht::NUM,кӓндӓкш,åtte
843,acht::NUM,кӓндӓкшӹ,åtte
844,neun::NUM,ӹндекшшӱдӹ,ni
845,zehn::NUM,лу,ti
846,elf::NUM,луатик,elleve
847,elf::NUM,луатиктӹ,elleve
848,zwölf::NUM,луаткок,tolv
849,zwölf::NUM,луаткокты,tolv
850,zwanzig::NUM,коклы,tjue
851,dreißig::NUM,кымлы,tretti
852,vierzig::NUM,нӹллӹ,førti
853,fünfzig::NUM,вӹцлӹ,femti
854,sechzig::NUM,кудлу,seksti
855,siebzig::NUM,шӹмлу,sytti
856,achtzig::NUM,кӓндӓкшлу,åtti
857,neunzig::NUM,ӹндекшлу,nitti
858,hundert::NUM,шӱдӹ,hundre
859,tausend::NUM,тӹжем,tusen
860,und::CNJ,дöн,og
861,oder::CNJ,льывы,eller
862,stehen::V,шалшаг,stå
863,sitzen::V,шӹнзӓш,sitte
864,liegen::V,киӓш,ligge
865,hängen::V,кечӓш,henge
866,werden::V,шагалаш,bli
867,passieren::V,ӹштӓ́лтӓш,skje
868,passieren::V,ӹштӓ́лтӓш,hende
869,beginnen::V,тӹнгӓлӓлтӓш,begynne
870,enden::V,пӹтӓш,ende
871,enden::V,пӹтӓш,slutte
872,wechseln::V,весемӓш,veksle
873,wechseln::V,весемӓлтӓш,veksle
874,aufgehen[Sonne]::V,авараш,stå opp
875,untergehen[Sonne]::V,шӹ́нзӓш,gå ned
876,scheinen[Sonne]::V,сотемдӓрӓш,skinne
877,donnern::V,хӹдӹртӓш,tordne
878,wehen::V,ӹфӹлӓш,blåse
879,strömen::V,йогащ,strømme
880,fließen::V,йогащ,flyte
881,sich drehen::V,пöрдӓш,dreie seg
882,schwanken::V,лыпшалташ,svaie
883,schwingen::V,кӓчӓйӓш,svinge
884,fallen::V,кенвазаш,falle
885,fallen::V,шынгалташ,falle
886,brennen::V,йылаш,brenne
887,rauchen::V,шыпшаш,ryke
888,regnen::V,юраш,regne
889,gefrieren::V,гӓш,fryse
890,gefrieren::V,кӹлмаш,fryse
891,tauen::V,шылаш,tine
892,schmelzen::V,шӹрӓнӓш,smelte
893,trocknen::V,кошкаш,tørre
894,sieden::V,шолаш,koke
895,faulen::V,шӱӓш,råtne
896,verfaulen::V,йӓнгӓрӓлтӓш,råtne
897,reißen::V,кышкедӓлтӓш,briste
898,versinken::V,ва́лаш,synke
899,versinken::V,ва́лаш,synke ned
900,vergehen::V,эртӓш,forløpe
901,erscheinen::V,каяш,synes
902,verschwinden::V,ямаш,forsvinne
903,sinken::V,пычаш,synke
904,abnehmen::V,чӹдемӓш,avta
905,abnehmen::V,чӹдемӓш,minske
906,abnehmen::V,кöтӹргӓш,avta
907,abnehmen::V,кöтӹргӓш,minske
908,zunehmen::V,когоэмӓш,tilta
909,steigen::V,лӱлта́лташ,stige
910,wachsen::V,кушкаш,gro
911,wachsen::V,кушкаш,vokse
912,glänzen::V,йӹлгӹжӓш,skinne
913,funkeln::V,валгалташ,tindre
914,lärmen::V,юкланаш,bråke
915,läuten::V,цоргаш,ringe
916,klingeln::V,цоргаш,ringe
917,klirren::V,цонгырталгаш,klirre
918,brausen::V,ышдымыла́наш,bruse
919,rauschen::V,шу́жгаш,suse
920,klingen::V,йо́нгаш,lyde
921,klingen::V,йо́нгаш,klinge
922,bellen::V,опташ,gjø
923,bellen::V,опташ,bjeffe
924,heulen::V,урмыжаш,ule
925,blasen::V,ӹфӹлӓш,blåse
926,pfeifen::V,ши́шкаш,plystre
927,schreien::V,уташ,skrike
928,schreien::V,саслаш,skrike
929,schreien::V,варгынзаш,skrike
930,stöhnen::V,ӹнгӹрӓш,stønne
931,zittern::V,цӹтӹрӓш,dirre
932,zittern::V,цӹтӹрӓш,skjelve
933,leben::V,ӹлӓш,leve
934,geboren werden::V,шачаш,fødes
935,atmen::V,шӱлӓш,ånde
936,atmen::V,шӱлӓш,puste
937,trinken::V,йӱӓш,drikke
938,essen::V,качкаш,spise
939,schlucken::V,нелӓш,svelge
940,müde werden::V,янгылаш,bli trett
941,einschlafen::V,амален кеӓш,sovne
942,schlafen::V,амалаш,sove
943,aufwachen::V,понгыжалташ,våkne
944,aufstehen::V,кӹньӹл шагалаш,stå opp
945,sich erholen::V,кӓнаш,bli bra
946,sich erholen::V,кӓнаш,komme seg
947,krank werden::V,церлӓнен вазаш,bli syk
948,krank sein::V,церлӓнӓш,være syk
949,krank sein::V,ясланаш,være syk
950,krank sein::V,ясыланаш,være syk
951,schmerzen::V,каршташ,gjøre vondt
952,husten::V,кахыраш,hoste
953,genesen::V,паремӓш,komme seg
954,genesen::V,тöрлӓнӓш,komme seg
955,sterben::V,вазын колаш,dø
956,umkommen::V,пӹтӓш,omkomme
957,sich bewegen::V,кашташ,bevege seg
958,sich rühren::V,тӓрвӓнӓш,røre på seg
959,sich erheben::V,кӹньӹлӓш,reise seg
960,sich setzen::V,шӹнзӓш,sette sig
961,hinfallen::V,кенвазаш,falle over ende
962,hinfallen::V,шынгалташ,falle over ende
963,laufen::V,кашташ,løpe
964,schreiten::V,ашкедӓш,skride
965,spazierengehen::V,мадын кашташ,spasere
966,spazierengehen::V,мадын кашташ,gå en tur
967,eilen::V,вӓшкӓш,ile
968,sich beeilen::V,вӓшкӓш,skynde seg
969,sich beeilen::V,талашаш,skynde seg
970,sausen::V,хойхаланаш,suse
971,sausen::V,хояш,suse
972,rennen::V,кыргыжаш,løpe
973,springen::V,тӹршештӓш,hoppe
974,springen::V,тӹршештӓш,springe
975,klettern::V,ку́заш,klatre
976,schaukeln::V,лыпшалташ,huske
977,kriechen::V,авалянаш,krype
978,kriechen::V,ньыжиклӓш,krype
979,schwimmen::V,илӓш,svømme
980,tauchen::V,цымаш,dykke
981,rudern::V,шуалташ,ro
982,fahren::V,кеӓш,kjøre
983,fliegen::V,чонгештӓш,fly
984,gehen::V,кеӓш,gå
985,weggehen::V,кеӓш,gå bort
986,abfahren::V,кеӓш,reise
987,anhalten::V,цӓрнӓш,stanse
988,hineingehen::V,пыраш,gå inn
989,eintreten::V,пыраш,tre inn
990,kommen::V,толаш,komme
991,ankommen::V,шоаш,ankomme
992,ankommen::V,шоаш,komme til
993,zurückkommen::V,пöртӹлӓш,komme tilbake
994,bleiben::V,кодаш,bli
995,bleiben::V,кодаш,forbli
996,warten::V,вычаш,vente
997,erwarten::V,вычаш,vente
998,suchen::V,кӹчӓлӓш,søke
999,finden::V,моаш,finne
1000,versuchen::V,путаяш,prøve
1001,versuchen::V,путаяш,forsøke
1002,versuchen::V,цацаш,prøve
1003,versuchen::V,цацаш,forsøke
1004,vorbereiten::V,поспейӹктӓш,forberede
1005,lieben::V,яраташ,elske
1006,mögen::V,яраташ,like
1007,lachen::V,ваштылаш,le
1008,rühren::V,тӓрвӓтӓш,røre
1009,weinen::V,мӓгӹрӓш,gråte
1010,schimpfen::V,свырседӓлӓш,skjelle
1011,sich ärgern::V,шӹдешкӓш,ergre seg
1012,sich fürchten::V,лӱдӓш,være redd
1013,fürchten::V,лӱдӓш,være redd for
1014,fliehen::V,кыргыжаш,rømme
1015,fliehen::V,кыргыжаш,flykte
1016,flüchten::V,кыргыж шӹлӓш,flykte
1017,sehen::V,ужаш,se
1018,anschauen::V,анжалаш,se på
1019,anschauen::V,анжалаш,betrakte
1020,ansehen::V,анжаш,anse
1021,hören::V,колаш,høre
1022,zuhören::V,колышташ,tilhøre
1023,probieren::V,тотештӓш,smake
1024,probieren::V,тотештӓш,smake på
1025,probieren::V,подыл анжаш,smake
1026,probieren::V,подыл анжаш,smake på
1027,riechen::V,ӱпшӹнзӓш,lukte
1028,fühlen::V,шижӓш,føle
1029,scheinen::V,каяш,se ut
1030,zu sehen sein::V,каяш,synes
1031,vernehmen::V,колын колташ,få vite
1032,frieren::V,кӹлмаш,fryse
1033,frieren::V,тӹнгӹргӓш,fryse
1034,tun::V,ӹштӓш,gjøre
1035,können::V,кердӓш,kunne
1036,wollen::V,жалаяш,ville
1037,anfangen::V,тӹнгӓлӓш,begynne
1038,beenden::V,пӹтӓрӓш,avslutte
1039,aufhören::V,цӓрнӓш,slutte
1040,aufhören::V,цӓрнӓш,holde opp
1041,gelingen::V,цӓш лиӓш,lykkes
1042,geraten::V,лиӓш,bli
1043,öffnen::V,пачаш,åpne
1044,schließen::V,чӱчӓш,lukke
1045,schließen::V,чӱчӓш,stenge
1046,stellen::V,шӹндӓш,stille
1047,setzen::V,шӹндӓш,sette
1048,legen::V,опташ,legge
1049,legen::V,пиштӓш,legge
1050,berühren::V,тӹкӓлӓш,berøre
1051,verbinden::V,пидӓш,forbinde
1052,bedecken::V,леведӓш,dekke
1053,aufhängen::V,сӓкӓш,henge
1054,aufhängen::V,сӓкӓш,henge opp
1055,anzünden::V,чӱктӓш,tenne
1056,anzünden::V,чӱктӓш,antenne
1057,anzünden::V,чӱктӓш,tenne på
1058,aufheben::V,кузыкташ,løfte
1059,aufheben::V,кузыкташ,ta opp
1060,zurücklassen::V,кодаш,slippe tilbake
1061,verlieren::V,ямдаш,miste
1062,fallen lassen::V,кенвацтараш,droppe
1063,fallen lassen::V,кенвацтараш,la falle
1064,machen::V,ӹштӓш,lage
1065,machen::V,ӹштӓш,gjøre
1066,herstellen::V,йӓмдӹлӓш,fremstille
1067,bauen::V,ӹштӓш,bygge
1068,reparieren::V,чиняш,reparere
1069,reparieren::V,алалаш,reparere
1070,verbessern::V,яжоэмден шӹндӓш,rette
1071,verbessern::V,яжоэмден шӹндӓш,forbedre
1072,ändern::V,вашталташ,forandre
1073,graben::V,капаяш,grave
1074,beugen::V,лывырташ,bøye
1075,beugen::V,каклярташ,bøye
1076,biegen::V,лывырташ,bøye
1077,drehen::V,сӓрӓш,dreie
1078,drehen::V,сӓрӹкӓлӓш,dreie
1079,wenden::V,сӓрӓлӓш,vende
1080,umdrehen::V,сӓрӓлӓш,snu
1081,heben::V,лӱктӓш,heve
1082,hochheben::V,кузыкташ,løfte
1083,ergreifen::V,хватяш,gripe
1084,ergreifen::V,хватяш,få tak i
1085,halten::V,кычаш,holde
1086,drücken::V,темдӓш,trykke
1087,schieben::V,шӹкӓш,skyve
1088,kratzen::V,нӹжӓш,klø
1089,kratzen::V,нӹжӓш,klore
1090,lecken::V,нылаш,slikke
1091,beißen::V,пыралаш,bite
1092,abreißen::V,кӹрӓш,rive av
1093,abreißen::V,кышкед нӓлӓш,rive av
1094,abschneiden::V,шулаш,skjære av
1095,abschneiden::V,лаштыклаш,skjære av
1096,binden::V,пидӓш,binde
1097,stecken::V,шыралаш,stikke
1098,brechen::V,тодылаш,bryte
1099,brechen::V,тодылаш,briste
1100,brechen::V,пыдырташ,bryte
1101,brechen::V,пыдырташ,briste
1102,klopfen::V,рушткаш,banke
1103,hauen::V,шелӹштӓш,hogge
1104,kleben::V,клейӓш,klistre
1105,reiben::V,нӹжӓш,gni
1106,streichen::V,шӹрӓш,stryke
1107,schleifen::V,шымаш,slipe
1108,schneiden::V,пӹчкӓш,klippe
1109,rütteln::V,мыльгыкташ,ruske
1110,schütteln::V,цӹтӹртӓш,riste
1111,schütteln::V,мыльгыкташ,riste
1112,schwenken::V,машыяш,svinge
1113,schütten::V,опталаш,helle
1114,füllen::V,темӓш,fylle
1115,einwickeln::V,пӹтӹрӓ́лӓш,vikle inn
1116,tragen::V,намалаш,bære
1117,schleppen::V,шӹдӹрӓш,slepe
1118,ziehen::V,шыпшаш,dra
1119,ziehen::V,шыпшаш,trekke
1120,aufbewahren::V,перегӓш,oppbevare
1121,aufbewahren::V,перегӓш,ta vare på
1122,werfen::V,кӹшкӓш,kaste
1123,fangen::V,кычаш,fange
1124,packen::V,хватяш,gripe
1125,packen::V,хватяш,gripe tak i
1126,verstecken::V,шӹлтӓш,gjemme
1127,teilen::V,пайылаш,dele
1128,schicken::V,колташ,sende
1129,bringen::V,кандаш,bringe
1130,bekommen::V,лыкташ,få
1131,erhalten::V,получаяш,få
1132,nehmen::V,налаш,ta
1133,wählen::V,айыраш,velge
1134,auswählen::V,айыраш,velge ut
1135,bewahren::V,перегӓш,bevare
1136,behindern::V,мешӓйӓш,hindre
1137,behindern::V,мешӓйӓш,forhindre
1138,verderben::V,портяш,ødelegge
1139,beschädigen::V,шушырташ,skade
1140,zerbrechen::V,пыдырташ,brekke i stykker
1141,zerreißen::V,кӹрӓш,rive i stykker
1142,zerstören::V,шӓлӓтӓш,ødelegge
1143,verbrennen::V,йылаташ,brenne
1144,verbrennen::V,йылаташ,brenne opp
1145,verbrennen::V,йылалташ,brenne
1146,verbrennen::V,йылалташ,brenne opp
1147,geben::V,пуаш,gi
1148,reichen::V,пуаш,rekke
1149,schenken::V,подараш,forære
1150,schenken::V,подараш,skjenke
1151,versprechen::V,сöрӓш,love
1152,wünschen::V,жалаяш,ønske
1153,loben::V,хваляш,rose
1154,küssen::V,шышшалаш,kysse
1155,wiegen::V,лӱнгӓлтӓш,vogge
1156,zudecken::V,пиштӓш,dekke til
1157,wecken::V,понгыжалтараш,vekke
1158,zeigen::V,анжыкташ,vise
1159,führen::V,видӓш,føre
1160,lehren::V,тымдаш,lære
1161,unterrichten::V,тымдаш,undervise
1162,aufziehen::V,кушташ,oppdra
1163,leiten::V,видӓш,lede
1164,leiten::V,вуйлаташ,lede
1165,leiten::V,вуйлалташ,lede
1166,antreiben::V,талаштараш,drive på
1167,lassen::V,-ыкт,få til å
1168,einladen::V,ӱжӓш,be
1169,einladen::V,ӱжӓш,invitere
1170,vereinigen::V,иктештӓш,forene
1171,besuchen::V,толаш,besøke
1172,treffen::V,вӓшлиӓш,møte
1173,treffen::V,вӓшлиӓш,treffe
1174,treffen::V,вӓшлиӓлтӓш,møte
1175,treffen::V,вӓшлиӓлтӓш,treffe
1176,sich versammeln::V,цымыргаш,forsamles
1177,spielen::V,мадаш,leke
1178,spielen::V,мадаш,spille
1179,singen::V,мыраш,synge
1180,tanzen::V,кушташ,danse
1181,sich trennen::V,айырлаш,skilles
1182,verlassen::V,шуаш,forlate
1183,retten::V,ытараш,redde
1184,bewachen::V,оролаш,bevokte
1185,schützen::V,перегӓш,verne
1186,schützen::V,перегӓш,beskytte
1187,verteidigen::V,перегӓш,forsvare
1188,sich schlagen::V,шидӓлӓш,slåss
1189,sich schlagen::V,шиэдӓлӓш,slåss
1190,schießen::V,лӱӓш,skyte
1191,siegen::V,сӹнгӓш,seire
1192,ärgern::V,шӹдештӓрӓш,ergre
1193,schlagen::V,пӓрен колташ,
1194,schlagen::V,хӹрӹктен колташ,
1195,treten::V,чымаш,sparke
1196,stechen::V,пышкылаш,stikke
1197,stoßen::V,шыркедӓш,støte
1198,stehlen::V,шолышт толаш,stjele
1199,stören::V,ӓрештӹлӓш,forstyrre
1200,belästigen::V,кӓньӹсӹрлӓндӓрӓш,plage
1201,belästigen::V,кӓньӹсӹрлӓндӓрӓш,sjenere
1202,belästigen::V,шытырланыкташ,plage
1203,belästigen::V,шытырланыкташ,sjenere
1204,verbergen::V,шӹлтӓш,gjemme
1205,täuschen::V,алталаш,villede
1206,täuschen::V,аталаш,villede
1207,betrügen::V,мошеньӹчӓйӓш,bedra
1208,töten::V,пуштын шуаш,drepe
1209,wohnen::V,ӹлӓш,bo
1210,arbeiten::V,пӓшӓлӓш,arbeide
1211,arbeiten::V,ровотаяш,arbeide
1212,sammeln::V,погаш,samle
1213,pflücken::V,кӹрӓш,plukke
1214,jagen::V,охотничӓйӓш,jage
1215,fischen::V,кол кычаш,fiske
1216,fassen::V,кычаш,fange
1217,hüten::V,кӹтӓш,vokte
1218,treiben::V,шуруяш,drive
1219,anbinden::V,ялшташ,feste
1220,anbinden::V,ялышташ,feste
1221,füttern::V,пукшаш,fore
1222,melken::V,шыпшылаш,melke
1223,hacken::V,роаш,hakke
1224,gießen::V,шӓвӓш,helle
1225,reifen::V,кӱӓш,modne
1226,reifen::V,поспейӓш,modne
1227,zubereiten::V,йӓмдӹлӓш,lage
1228,zubereiten::V,йӓмдӹлӓш,tilberede
1229,kochen::V,шолташ,koke
1230,backen::V,кӱктӓш,bake
1231,braten::V,жӓрӓш,steke
1232,umrühren::V,намалаш,røre om
1233,stricken::V,пидӓш,strikke
1234,nähen::V,ыргаш,sy
1235,färben::V,пидӓш,farge
1236,reinigen::V,чиӓлтӓш,rense
1237,reinigen::V,чиӓлтӓш,gjøre ren
1238,waschen::V,мышкаш,vaske
1239,abwischen::V,ӹштӓш,tørke av
1240,spülen::V,шӱӓлтӓш,spyle
1241,spülen::V,шӱӓлтӓш,skylle
1242,fegen::V,ӹштӓш,feie
1243,kehren::V,ӹштӓш,koste
1244,baden::V,нӱштӹлӓш,bade
1245,sich waschen::V,мышкылташ,vaske seg
1246,ausziehen::V,кыдашаш,ta av
1247,anziehen::V,чиӓш,ta på
1248,sich anziehen::V,чиӓш,kle på seg
1249,kämmen::V,шерӓш,gre
1250,kämmen::V,шерӓш,kjemme
1251,schmücken::V,цеверемдӓш,pynte
1252,schmücken::V,цеверемдӓш,smykke
1253,sagen::V,манаш,si
1254,sagen::V,келесӓш,si
1255,sprechen::V,манаш,snakke
1256,reden::V,шайышташ,tale
1257,reden::V,шайышташ,snakke
1258,sich unterhalten::V,хытыраш,samtale
1259,sich unterhalten::V,хытыргаш,samtale
1260,fragen::V,ядаш,spørre
1261,bitten::V,ядаш,be
1262,erzählen::V,келесӓш,fortelle
1263,mitteilen::V,попаш,meddele
1264,mitteilen::V,увертӓш,meddele
1265,mitteilen::V,увертӓрӓш,meddele
1266,nennen::V,лӹмдӓш,kalle
1267,rufen::V,ӱжӓш,rope
1268,prahlen::V,хайзаш,skryte
1269,prahlen::V,шаргаланаш,skryte
1270,übersetzen::V,вашташ,oversette
1271,denken::V,машанаш,tenke
1272,glauben::V,ӹнянӓш,tro
1273,bemerken::V,цаклаш,bemerke
1274,bemerken::V,цаклаш,legge merke til
1275,erkennen::V,пӓлӓш,gjenkjenne
1276,begreifen::V,ынгылаш,begripe
1277,verstehen::V,ынгылаш,forstå
1278,verstehen::V,ынгылаш,skjønne
1279,lernen::V,тыменяш,lære
1280,wissen::V,пӓлӓш,vite
1281,sich erinnern an::V,ышештӓрӓш,huske på
1282,vergessen::V,монден кодаш,glemme
1283,messen::V,висӓш,måle
1284,zählen::V,шотаяш,telle
1285,rechnen::V,шотаяш,regne
1286,lesen::V,лыдаш,lese
1287,malen::V,рисуяш,male
1288,zeichnen::V,ыдырка́лаш,tegne
1289,schreiben::V,вазаш,skrive
1290,besitzen::V,кы́чаш,eie
1291,besitzen::V,кы́чаш,inneha
1292,kaufen::V,нӓлӓш,kjøpe
1293,verkaufen::V,выжалаш,selge
1294,bezahlen::V,тӱлӓш,betale
1295,zahlen::V,тӱлӓш,betale
1296,beherrschen::V,кы́чаш,beherske
1297,ertragen::V,цӹтӓш,orke
1298,Linie::N,,linje
1299,Strich::N,,strek
1300,jetzt::ADV,,nå
1301,hinzufügen::V,,tilføye
