,Concept_ID,ca,en
890,mögen::V,agradar a,like
891,lachen::V,riure,laugh
892,rühren::V,commoure,move
893,rühren::V,emocionar,move
894,weinen::V,plorar,weep
895,schimpfen::V,renyar,grumble
896,sich ärgern::V,enfadar-se,be annoyed
897,sich fürchten::V,tenir por,be afraid
898,fürchten::V,témer,be afraid of
899,fliehen::V,fugir,flee
900,flüchten::V,refugiar-se,escape
901,sehen::V,veure,see
902,anschauen::V,mirar,look at
903,ansehen::V,mirar,watch
904,hören::V,oir,hear
905,zuhören::V,escoltar,listen
906,probieren::V,provar,taste
907,riechen::V,olorar,smell
908,fühlen::V,sentīr,feel
909,scheinen::V,semblar,seem
910,zu sehen sein::V,poder-se veure,show
911,vernehmen::V,percebre,hear
912,frieren::V,tenir fred,be cold
913,tun::V,fer,do
914,können::V,poder,can
915,wollen::V,voler,want
916,anfangen::V,iniciar,start
917,beenden::V,acabar,finish
918,aufhören::V,deixar,stop
919,gelingen::V,sortir bé,succeed
920,geraten::V,sortir,turn out
921,öffnen::V,obrir,open
922,schließen::V,tancar,close
923,stellen::V,posar,put
924,stellen::V,col·locar,put
925,setzen::V,assentar,place
926,legen::V,posar,lay
927,berühren::V,tocar,touch
928,verbinden::V,unir,connect
929,verbinden::V,connectar,connect
930,bedecken::V,tapar,cover
931,bedecken::V,cobrir,cover
932,aufhängen::V,penjar,hang up
933,anzünden::V,encendre,light
934,aufheben::V,aixecar,pick up
935,zurücklassen::V,deixar,leave
936,verlieren::V,pērdre,lose
937,fallen lassen::V,deixar caure,drop
938,machen::V,fer,make
939,herstellen::V,producir,produce
940,bauen::V,construir,build
941,reparieren::V,reparar,mend
942,verbessern::V,millorar,improve
943,ändern::V,canviar,alter
944,graben::V,cavar,dig
945,beugen::V,doblegar,bow
946,biegen::V,corbar,bend
947,biegen::V,arquejar,bend
948,drehen::V,girar,spin
949,wenden::V,girar,turn
950,umdrehen::V,voltar,turn around
951,heben::V,pujar,raise
952,heben::V,aixecar,raise
953,hochheben::V,aixecar,lift
954,ergreifen::V,agafar,seize
955,halten::V,mantenir,hold
956,drücken::V,prémer,press
957,drücken::V,estrènyer,press
958,schieben::V,empènyer,push
959,kratzen::V,raspar,scrape
960,lecken::V,llepar,lick
961,beißen::V,mossegar,bite
962,abreißen::V,arrencar,tear off
963,abschneiden::V,tallar,cut off
964,binden::V,lligar,tie
965,stecken::V,ficar,stick
966,brechen::V,trencar,break
967,klopfen::V,trucar,knock
968,hauen::V,picar,hit
969,hauen::V,colpejar,hit
970,kleben::V,enganxar,glue
971,reiben::V,fregar,rub
972,streichen::V,untar,spread
973,schleifen::V,afilar,grind
974,schleifen::V,esmolar,grind
975,schneiden::V,tallar,cut
976,rütteln::V,sacsejar,jolt
977,schütteln::V,agitar,shake
978,schütteln::V,sacsejar,shake
979,schwenken::V,agitar,swing
980,schütten::V,abocar,pour
981,füllen::V,omplir,fill
982,einwickeln::V,embolicar,wrap
983,tragen::V,dur,carry
984,tragen::V,portar,carry
985,schleppen::V,arrossegar,drag
986,ziehen::V,tirar,pull
987,ziehen::V,estirar,pull
988,aufbewahren::V,conservar,keep
989,werfen::V,llançar,throw
990,fangen::V,agafar,catch
991,fangen::V,atrapar,catch
992,packen::V,engrapar,grab
993,verstecken::V,amagar,hide
994,teilen::V,dividir,divide
995,schicken::V,enviar,send
996,bringen::V,portar,bring
997,hinzufügen::V,afegir,add
998,bekommen::V,obtenir,get
999,erhalten::V,rebre,receive
1000,nehmen::V,prendre,take
1001,wählen::V,triar,choose
1002,wählen::V,elegir,choose
1003,auswählen::V,escollir,select
1004,auswählen::V,seleccionar,select
1005,bewahren::V,conservar,preserve
1006,behindern::V,impedir,hinder
1007,behindern::V,obstaculitzar,hinder
1008,verderben::V,espatllar,spoil
1009,beschädigen::V,danyar,damage
1010,beschädigen::V,destrossar,damage
1011,zerbrechen::V,trencar,break
1012,zerreißen::V,estripar,tear
1013,zerstören::V,destruir,destroy
1014,verbrennen::V,cremar,burn
1015,geben::V,donar,give
1016,reichen::V,passar,hand
1017,schenken::V,regalar,give
1018,versprechen::V,prometre,promise
1019,wünschen::V,desitjar,wish
1020,loben::V,elogiar,praise
1021,küssen::V,fer un petó a,kiss
1022,wiegen::V,bressolar,rock
1023,zudecken::V,tapar,cover
1024,zudecken::V,cobrir,cover
1025,wecken::V,despertar,wake
1026,zeigen::V,mostrar,show
1027,zeigen::V,ensenyar,show
1028,führen::V,guiar,guide
1029,führen::V,conduir,guide
1030,lehren::V,ensenyar,teach
1031,unterrichten::V,ensenyar,instruct
1032,aufziehen::V,criar,bring up
1033,leiten::V,dirigir,lead
1034,antreiben::V,impel·lir,urge
1035,lassen::V,fer,let
1036,einladen::V,invitar,invite
1037,einladen::V,convidar,invite
1038,vereinigen::V,unir,unite
1039,besuchen::V,visitar,visit
1040,besuchen::V,anar a veure,visit
1041,treffen::V,trobar,meet
1042,sich versammeln::V,reunir-se,assemble
1043,spielen::V,jugar,play
1044,singen::V,cantār,sing
1045,tanzen::V,ballar,dance
1046,sich trennen::V,separar-se,separate
1047,verlassen::V,deixar,leave
1048,verlassen::V,abandonar,leave
1049,retten::V,salvar,rescue
1050,bewachen::V,vigilar,guard
1051,schützen::V,protegir,protect
1052,verteidigen::V,defensar,defend
1053,sich schlagen::V,barallar-se,brawl
1054,schießen::V,tirar,shoot
1055,schießen::V,disparar,shoot
1056,siegen::V,vèncer,win
1057,ärgern::V,enfadar,annoy
1058,schlagen::V,pegar,beat
1059,schlagen::V,colpejar,beat
1060,treten::V,donar un cop de peu a,kick
1061,stechen::V,punxar,sting
1062,stechen::V,apunyalar,sting
1063,stoßen::V,empènyer,shove
1064,stehlen::V,robar,steal
1065,stören::V,molestar,disturb
1066,belästigen::V,importunar,bother
1067,verbergen::V,amagar,conceal
1068,verbergen::V,ocultar,conceal
1069,täuschen::V,enganyar,deceive
1070,betrügen::V,estafar,cheat
1071,töten::V,matar,kill
1072,wohnen::V,vīure,dwell
1073,wohnen::V,habitar,dwell
1074,arbeiten::V,treballar,work
1075,sammeln::V,col·leccionar,gather
1076,pflücken::V,collir,pick
1077,jagen::V,caçar,hunt
1078,fischen::V,pescar,fish
1079,fassen::V,atrapar,catch
1080,hüten::V,pasturar,herd
1081,treiben::V,arriar,drive
1082,anbinden::V,lligar,tie up
1083,füttern::V,donar menjar a,feed
1084,melken::V,munyir,milk
1085,hacken::V,picar,chop
1086,hacken::V,tallar,chop
1087,gießen::V,regar,water
1088,reifen::V,madurar,ripen
1089,zubereiten::V,preparar,cook
1090,kochen::V,coure,boil
1091,backen::V,coure al forn,bake
1092,braten::V,rostir,fry
1093,umrühren::V,remenar,stir
1094,stricken::V,tricotar,knit
1095,stricken::V,fer punt de mitja,knit
1096,nähen::V,cosir,sew
1097,färben::V,tenyir,dye
1098,reinigen::V,netejar,clean
1099,waschen::V,rentār,wash
1100,abwischen::V,eixugar,wipe
1101,spülen::V,esbandir,rinse
1102,fegen::V,escombrar,sweep
1103,kehren::V,escombrar,sweep
1104,baden::V,banyar-se,bath
1105,sich waschen::V,rentār-se,wash
1106,ausziehen::V,treure's,take off
1107,anziehen::V,posar-se,put on
1108,sich anziehen::V,vestir-se,get dressed
1109,kämmen::V,pentinar,comb
1110,schmücken::V,adornar,decorate
1111,sagen::V,dir,say
1112,sprechen::V,parlar,speak
1113,reden::V,parlar,talk
1114,sich unterhalten::V,conversar,chat
1115,fragen::V,preguntar,ask
1116,bitten::V,demanar,request
1117,erzählen::V,contar,tell
1118,erzählen::V,explicar,tell
1119,mitteilen::V,comunicar,convey
1120,nennen::V,nomenar,name
1121,rufen::V,cridar,call
1122,prahlen::V,lloar-se,brag
1123,prahlen::V,jactar-se,brag
1124,übersetzen::V,traduir,translate
1125,denken::V,pensar,think
1126,glauben::V,creure,believe
1127,bemerken::V,notar,notice
1128,erkennen::V,reconèixer,recognize
1129,begreifen::V,comprendre,grasp
1130,verstehen::V,entendre,understand
1131,lernen::V,aprendre,learn
1132,wissen::V,saber,know
1133,sich erinnern an::V,recordar,remember
1134,vergessen::V,oblidar,forget
1135,messen::V,mesurar,measure
1136,zählen::V,comptar,count
1137,rechnen::V,calcular,calculate
1138,lesen::V,llegir,read
1139,malen::V,pintar,paint
1140,zeichnen::V,dibuixar,draw
1141,schreiben::V,escrīure,write
1142,besitzen::V,posseir,own
1143,kaufen::V,comprar,buy
1144,verkaufen::V,vendre,sell
1145,bezahlen::V,pagar,pay for
1146,zahlen::V,pagar per,pay
1147,beherrschen::V,dominar,rule
1148,ertragen::V,aguantar,endure
