,Concept_ID,no,be
840,rauschen::V,suse,шастаць
841,klingen::V,lyde,гучаць
842,klingen::V,klinge,гучаць
843,bellen::V,gjø,брахаць
844,bellen::V,bjeffe,брахаць
845,heulen::V,ule,выць
846,blasen::V,blåse,дзьмухнуць
847,pfeifen::V,plystre,свістаць
848,schreien::V,skrike,крычаць
849,stöhnen::V,stønne,стагнаць
850,zittern::V,dirre,дрыжаць
851,zittern::V,skjelve,дрыжаць
852,leben::V,leve,жыць
853,geboren werden::V,fødes,нарадзіцца
854,atmen::V,ånde,дыхаць
855,atmen::V,puste,дыхаць
856,trinken::V,drikke,піць
857,essen::V,spise,есці
858,schlucken::V,svelge,глытаць
859,müde werden::V,bli trett,стаміцца
860,einschlafen::V,sovne,заснуць
861,schlafen::V,sove,спаць
862,aufwachen::V,våkne,рассыпацца
863,aufstehen::V,stå opp,устаць
864,sich erholen::V,bli bra,адпачываць
865,sich erholen::V,komme seg,адпачываць
866,krank werden::V,bli syk,захварэць
867,krank sein::V,være syk,хварэць
868,schmerzen::V,gjøre vondt,балець
869,husten::V,hoste,кашляць
870,genesen::V,komme seg,паправіцца
871,genesen::V,komme seg,паздаравець
872,sterben::V,dø,памерці
873,umkommen::V,omkomme,загінуць
874,sich bewegen::V,bevege seg,рухацца
875,sich rühren::V,røre på seg,варушыцца
876,sich erheben::V,reise seg,устаць
877,sich setzen::V,sette sig,сесці
878,hinfallen::V,falle over ende,упасці
879,laufen::V,løpe,хадзіць
880,schreiten::V,skride,шагаць
881,schreiten::V,skride,крочыць
882,spazierengehen::V,spasere,гуляць
883,spazierengehen::V,gå en tur,гуляць
884,eilen::V,ile,спяшацца
885,sich beeilen::V,skynde seg,спяшацца
886,sausen::V,suse,імчацца
887,rennen::V,løpe,бегаць
888,springen::V,hoppe,скакаць
889,springen::V,springe,скакаць
890,klettern::V,klatre,лазіць
891,schaukeln::V,huske,гайдацца
892,kriechen::V,krype,поўзаць
893,schwimmen::V,svømme,плаваць
894,tauchen::V,dykke,ныраць
895,rudern::V,ro,веславаць
896,fahren::V,kjøre,ехаць
897,fliegen::V,fly,лятаць
898,gehen::V,gå,ісці
899,weggehen::V,gå bort,пайсці
900,abfahren::V,reise,адʼяжджаць
901,anhalten::V,stanse,спыніцца
902,anhalten::V,stanse,затрымацца
903,hineingehen::V,gå inn,уваходзіць
904,eintreten::V,tre inn,увайсці
905,kommen::V,komme,прыйсці
906,ankommen::V,ankomme,прыбыць
907,ankommen::V,komme til,прыбыць
908,zurückkommen::V,komme tilbake,вярнуцца
909,bleiben::V,bli,застацца
910,bleiben::V,forbli,застацца
911,warten::V,vente,чакаць
912,erwarten::V,vente,чакаць
913,suchen::V,søke,шукаць
914,finden::V,finne,знайсці
915,versuchen::V,prøve,прабаваць
916,versuchen::V,forsøke,прабаваць
917,vorbereiten::V,forberede,падрыхтаваць
918,lieben::V,elske,кахаць
919,mögen::V,like,любіць
920,lachen::V,le,смяяцца
921,rühren::V,røre,расчуліць
922,weinen::V,gråte,плакаць
923,schimpfen::V,skjelle,лаяцца
924,sich ärgern::V,ergre seg,сердаваць
925,sich fürchten::V,være redd,баяцца
926,fürchten::V,være redd for,баяцца
927,fliehen::V,rømme,уцякаць
928,fliehen::V,flykte,уцякаць
929,flüchten::V,flykte,уцячы
930,sehen::V,se,бачыць
931,anschauen::V,se på,паглядзець
932,anschauen::V,betrakte,паглядзець
933,ansehen::V,anse,глядзець
934,hören::V,høre,чуць
935,zuhören::V,tilhøre,слухаць
936,probieren::V,smake,каштаваць
937,probieren::V,smake på,каштаваць
938,riechen::V,lukte,нюхаць
939,fühlen::V,føle,адчуваць
940,scheinen::V,se ut,здавацца
941,zu sehen sein::V,synes,віднецца
942,vernehmen::V,få vite,пачуць
943,frieren::V,fryse,мёрзнуць
944,tun::V,gjøre,рабіць
945,können::V,kunne,умець
946,wollen::V,ville,хацець
947,anfangen::V,begynne,пачаць
948,beenden::V,avslutte,закончыць
949,aufhören::V,slutte,перастаць
950,aufhören::V,holde opp,перастаць
951,gelingen::V,lykkes,удацца
952,geraten::V,bli,аказацца
953,öffnen::V,åpne,адчыніць
954,schließen::V,lukke,зачыніць
955,schließen::V,stenge,зачыніць
956,stellen::V,stille,паставіць
957,setzen::V,sette,пасадзіць
958,legen::V,legge,класці
959,berühren::V,berøre,чапаць
960,verbinden::V,forbinde,звязаць
961,bedecken::V,dekke,накрыць
962,aufhängen::V,henge,павесіць
963,aufhängen::V,henge opp,павесіць
964,anzünden::V,tenne,запаліць
965,anzünden::V,antenne,запаліць
966,anzünden::V,tenne på,запаліць
967,aufheben::V,løfte,падняць
968,aufheben::V,ta opp,падняць
969,zurücklassen::V,slippe tilbake,пакінуць
970,verlieren::V,miste,згубіць
971,fallen lassen::V,droppe,упусціць
972,fallen lassen::V,la falle,упусціць
973,machen::V,lage,зрабіць
974,machen::V,gjøre,зрабіць
975,herstellen::V,fremstille,вырабіць
976,bauen::V,bygge,будаваць
977,reparieren::V,reparere,правіць
978,verbessern::V,rette,палепшыць
979,verbessern::V,forbedre,палепшыць
980,ändern::V,forandre,змяніць
981,graben::V,grave,капаць
982,beugen::V,bøye,сагнуць
983,biegen::V,bøye,пагнуць
984,drehen::V,dreie,вярцець
985,wenden::V,vende,павярнуць
986,umdrehen::V,snu,перавярнуць
987,heben::V,heve,падымаць
988,hochheben::V,løfte,падняць
989,ergreifen::V,gripe,схапіць
990,ergreifen::V,gripe,схваціць
991,ergreifen::V,få tak i,схапіць
992,ergreifen::V,få tak i,схваціць
993,halten::V,holde,трымаць
994,drücken::V,trykke,націскаць
995,schieben::V,skyve,пхаць
996,schieben::V,skyve,штурхаць
997,kratzen::V,klø,скрэбці
998,kratzen::V,klore,скрэбці
999,lecken::V,slikke,лізаць
1000,beißen::V,bite,кусаць
1001,abreißen::V,rive av,адарваць
1002,abschneiden::V,skjære av,адрэзаць
1003,binden::V,binde,вязаць
1004,stecken::V,stikke,уваткнуць
1005,brechen::V,bryte,зламаць
1006,brechen::V,briste,зламаць
1007,klopfen::V,banke,стукаць
1008,hauen::V,hogge,біць
1009,kleben::V,klistre,клеіць
1010,reiben::V,gni,церці
1011,streichen::V,stryke,намазаць
1012,schleifen::V,slipe,тачыць
1013,schneiden::V,klippe,рэзаць
1014,rütteln::V,ruske,хістаць
1015,schütteln::V,riste,трэсці
1016,schwenken::V,svinge,махаць
1017,schütten::V,helle,наліць
1018,füllen::V,fylle,напоўніць
1019,einwickeln::V,vikle inn,загарнуць
1020,tragen::V,bære,несці
1021,schleppen::V,slepe,цягнуць
1022,ziehen::V,dra,цягнуць
1023,ziehen::V,trekke,цягнуць
1024,aufbewahren::V,oppbevare,захоўваць
1025,aufbewahren::V,ta vare på,захоўваць
1026,werfen::V,kaste,кідаць
1027,fangen::V,fange,лавіць
1028,packen::V,gripe,схапіць
1029,packen::V,gripe,схваціць
1030,packen::V,gripe tak i,схапіць
1031,packen::V,gripe tak i,схваціць
1032,verstecken::V,gjemme,схаваць
1033,teilen::V,dele,раздзяліць
1034,schicken::V,sende,пасылаць
1035,bringen::V,bringe,прынесці
1036,hinzufügen::V,tilføye,дабавіць
1037,bekommen::V,få,дастаць
1038,erhalten::V,få,атрымаць
1039,nehmen::V,ta,ўзяць
1040,wählen::V,velge,выбраць
1041,auswählen::V,velge ut,адабраць
1042,bewahren::V,bevare,захаваць
1043,behindern::V,hindre,перашкаджаць
1044,behindern::V,forhindre,перашкаджаць
1045,verderben::V,ødelegge,сапсаваць
1046,beschädigen::V,skade,пашкодзіць
1047,zerbrechen::V,brekke i stykker,разбіць
1048,zerreißen::V,rive i stykker,разадраць
1049,zerstören::V,ødelegge,разбурыць
1050,verbrennen::V,brenne,спаліць
1051,verbrennen::V,brenne opp,спаліць
1052,geben::V,gi,даць
1053,reichen::V,rekke,перадаць
1054,schenken::V,forære,дарыць
1055,schenken::V,skjenke,дарыць
1056,versprechen::V,love,абяцаць
1057,wünschen::V,ønske,жадаць
1058,loben::V,rose,хваліць
1059,küssen::V,kysse,цалаваць
1060,wiegen::V,vogge,гушкаць
1061,wiegen::V,vogge,калыхаць
1062,zudecken::V,dekke til,накрыць
1063,wecken::V,vekke,пабудзіць
1064,zeigen::V,vise,паказаць
1065,führen::V,føre,весці
1066,lehren::V,lære,вучыць
1067,unterrichten::V,undervise,выкладаць
1068,aufziehen::V,oppdra,выхаваць
1069,leiten::V,lede,кіраваць
1070,antreiben::V,drive på,падганяць
1071,lassen::V,få til å,прымусіць
1072,einladen::V,be,запрасіць
1073,einladen::V,invitere,запрасіць
1074,vereinigen::V,forene,абʼяднаць
1075,besuchen::V,besøke,наведаць
1076,treffen::V,møte,сустрэць
1077,treffen::V,treffe,сустрэць
1078,sich versammeln::V,forsamles,сабрацца
1079,spielen::V,leke,гуляць
1080,spielen::V,spille,гуляць
1081,singen::V,synge,пець
1082,singen::V,synge,спяваць
1083,tanzen::V,danse,танцаваць
1084,sich trennen::V,skilles,расстацца
1085,verlassen::V,forlate,пакінуць
1086,retten::V,redde,выратаваць
1087,bewachen::V,bevokte,ахоўваць
1088,schützen::V,verne,уберагаць
1089,schützen::V,beskytte,уберагаць
1090,verteidigen::V,forsvare,абараніць
1091,sich schlagen::V,slåss,біцца
1092,sich schlagen::V,slåss,драцца
1093,schießen::V,skyte,страляць
1094,siegen::V,seire,перамагчы
1095,ärgern::V,ergre,злаваць
1096,treten::V,sparke,штурхаць
1097,stechen::V,stikke,укалоць
1098,stoßen::V,støte,папхнуць
1099,stehlen::V,stjele,украсці
1100,stören::V,forstyrre,перашкодзіць
1101,belästigen::V,plage,дакучаць
1102,belästigen::V,sjenere,дакучаць
1103,verbergen::V,gjemme,скрыць
1104,verbergen::V,gjemme,схаваць
1105,täuschen::V,villede,падмануць
1106,betrügen::V,bedra,змахляваць
1107,töten::V,drepe,забіць
1108,wohnen::V,bo,жыць
1109,arbeiten::V,arbeide,працаваць
1110,sammeln::V,samle,сабраць
1111,pflücken::V,plukke,зрываць
1112,jagen::V,jage,паляваць
1113,fischen::V,fiske,рыбачыць
1114,fassen::V,fange,злавіць
1115,hüten::V,vokte,пасвіць
1116,treiben::V,drive,гнаць
1117,anbinden::V,feste,прывязаць
1118,füttern::V,fore,карміць
1119,melken::V,melke,даіць
1120,hacken::V,hakke,сячы
1121,gießen::V,helle,паліць
1122,reifen::V,modne,паспець
1123,zubereiten::V,lage,зварыць
1124,zubereiten::V,lage,згатаваць
1125,zubereiten::V,tilberede,зварыць
1126,zubereiten::V,tilberede,згатаваць
1127,kochen::V,koke,варыць
1128,backen::V,bake,пячы
1129,braten::V,steke,смажыць
1130,umrühren::V,røre om,перамяшаць
1131,stricken::V,strikke,вязаць
1132,nähen::V,sy,шыць
1133,färben::V,farge,пафарбаваць
1134,reinigen::V,rense,ачысціць
1135,reinigen::V,gjøre ren,ачысціць
1136,waschen::V,vaske,мыць
1137,abwischen::V,tørke av,выцерці
1138,spülen::V,spyle,паласкаць
1139,spülen::V,skylle,паласкаць
1140,fegen::V,feie,падмятаць
1141,kehren::V,koste,месці
1142,baden::V,bade,купацца
1143,sich waschen::V,vaske seg,мыцца
1144,ausziehen::V,ta av,зняць
1145,anziehen::V,ta på,надзець
1146,sich anziehen::V,kle på seg,адзецца
1147,kämmen::V,gre,прычасаць
1148,kämmen::V,kjemme,прычасаць
1149,schmücken::V,pynte,аздобіць
1150,schmücken::V,smykke,аздобіць
1151,sagen::V,si,сказаць
1152,sprechen::V,snakke,гаварыць
1153,reden::V,tale,размаўляць
1154,reden::V,snakke,размаўляць
1155,sich unterhalten::V,samtale,гутарыць
1156,fragen::V,spørre,спытаць
1157,bitten::V,be,прасіць
1158,erzählen::V,fortelle,расказаць
1159,mitteilen::V,meddele,паведаміць
1160,nennen::V,kalle,назваць
1161,rufen::V,rope,зваць
1162,prahlen::V,skryte,хваліцца
1163,übersetzen::V,oversette,перакласці
1164,denken::V,tenke,думаць
1165,glauben::V,tro,верыць
1166,bemerken::V,bemerke,заўважыць
1167,bemerken::V,legge merke til,заўважыць
1168,erkennen::V,gjenkjenne,пазнаць
1169,begreifen::V,begripe,спасцігнуць
1170,verstehen::V,forstå,пачуць
1171,verstehen::V,skjønne,пачуць
1172,lernen::V,lære,вучыцца
1173,wissen::V,vite,знаць
1174,sich erinnern an::V,huske på,памятаць
1175,vergessen::V,glemme,забыць
1176,messen::V,måle,мераць
1177,zählen::V,telle,лічыць
1178,rechnen::V,regne,лічыць
1179,lesen::V,lese,чытаць
1180,malen::V,male,маляваць
1181,zeichnen::V,tegne,рысаваць
1182,schreiben::V,skrive,пісаць
1183,besitzen::V,eie,мець
1184,besitzen::V,inneha,мець
1185,kaufen::V,kjøpe,купіць
1186,verkaufen::V,selge,прадаць
1187,bezahlen::V,betale,заплаціць
1188,zahlen::V,betale,плаціць
1189,beherrschen::V,beherske,уладаць
1190,beherrschen::V,beherske,валодаць
1191,ertragen::V,orke,выцерпець
1192,schlagen::V,,ударыць
