,Concept_ID,uk,ta
696,wer::FPRN,хто,யார்
697,wo::FADV,де,எங்கே
698,wohin::FADV,куди,எதற்கு
699,wie::FADV,як,எப்படி
700,warum::FADV,чому,ஏன்
701,wieviel::FNUM,скільки,எவ்வளவு
702,eins::NUM,один,ஒன்று
703,zwei::NUM,два,இரண்டு
704,drei::NUM,три,மூன்று
705,vier::NUM,чотири,நான்கு
706,fünf::NUM,п’ять,ஐந்து
707,sechs::NUM,шість,ஆறு
708,sieben::NUM,сім,ஏழு
709,acht::NUM,вісім,எட்டு
710,neun::NUM,дев’ять,ஒன்பது
711,zehn::NUM,десять,பத்து
712,elf::NUM,одинадцять,பதினொன்று
713,zwölf::NUM,дванадцять,பன்னிரண்டு
714,zwanzig::NUM,двадцять,இருபது
715,dreißig::NUM,тридцять,முப்பது
716,vierzig::NUM,сорок,நாற்பது
717,fünfzig::NUM,п’ятдесят,ஐமபது
718,sechzig::NUM,шістдесят,அறுபது
719,siebzig::NUM,сімдесят,எழுபது
720,achtzig::NUM,вісімдесят,எண்பது
721,neunzig::NUM,дев’яносто,தொன்னூறு
722,hundert::NUM,сто,நூறு
723,tausend::NUM,тисяча,ஆயிரம்
724,und::CNJ,і,மற்றும்
725,oder::CNJ,або,அல்லது
726,stehen::V,стояти,நில்
727,sitzen::V,сидіти,உட்கார்
728,liegen::V,лежати,படு
729,hängen::V,висіти,தொங்கச் செய்
730,werden::V,стати,ஆகு
731,werden::V,робитися,ஆகு
732,passieren::V,трапитися,நிகழ்
733,beginnen::V,початися,ஆரம்பி
734,enden::V,кінчитися,முடி
735,wechseln::V,мінятися,மாற்று
736,aufgehen[Sonne]::V,зійти,உயர எழு
737,untergehen[Sonne]::V,зайти,பொறுத்து
738,scheinen[Sonne]::V,світити,பிரகாசி
739,donnern::V,гриміти,இடி
740,wehen::V,віяти,வீசு
741,strömen::V,литися,பாயதல்
742,fließen::V,текти,நீரோட்டம் போக்கில் போ
743,sich drehen::V,обертатися,சுழல்
744,schwanken::V,коливатися,தள்ளாடு
745,schwingen::V,хитатися,ஆடு
746,schwingen::V,гойдатися,ஆடு
747,fallen::V,падати,விழு
748,brennen::V,горіти,எரி
749,rauchen::V,диміти,பகை பிடி
750,regnen::V,дощити,மழை பெய்
751,gefrieren::V,змерзнути,உறைந்துவிடு
752,tauen::V,танути,உருகு
753,schmelzen::V,плавитися,உருகு
754,trocknen::V,сохнути,உலர்த்து
755,sieden::V,кипіти,கொதிக்க வை
756,faulen::V,гнити,அழுகச் செய்
757,verfaulen::V,згнити,அழுகச் செய்
758,reißen::V,рватися,திடீரென அறு
759,versinken::V,тонути,மூழ்கு
760,vergehen::V,проходити,கடந்துசெல்
761,erscheinen::V,з’явитися,தோன்றச்
762,verschwinden::V,щезнути,மறைந்து போ
763,verschwinden::V,зникнути,மறைந்து போ
764,sinken::V,спадати,பதைவுறு
765,abnehmen::V,поменшитися,குறை
766,zunehmen::V,збільшуватися,உயர்த்து
767,steigen::V,підніматися,உயர எழு
768,wachsen::V,рости,வளர்
769,glänzen::V,блищати,மிளிர்
770,funkeln::V,блискати,பிரகாசி
771,lärmen::V,шуміти,கொம்பு
772,läuten::V,дзвонити,மணியொலியிசை
773,klingeln::V,дзвонити,மணி அடி
774,klirren::V,дзвякати,கிலுங்கு
775,brausen::V,бушувати,இரைதல்
776,rauschen::V,шелестіти,சலசலப்பு
777,klingen::V,лунати,சிலம்புதல்
778,klingen::V,звучати,சிலம்புதல்
779,bellen::V,гавкати,குரை
780,heulen::V,вити,ஊளையிடு
781,blasen::V,дунути,ஊது
782,pfeifen::V,свистіти,சீழ்க்கை எழப்பு
783,schreien::V,кричати,கூச்சலிடு
784,stöhnen::V,стогнати,வேதனை
785,zittern::V,тремтіти,நடுங்கு
786,leben::V,жити,உயிருடனிரு
787,geboren werden::V,народитися,பிற
788,atmen::V,дихати,சுவாசி
789,trinken::V,пити,குடி
790,essen::V,їсти,சாப்பிடு
791,schlucken::V,ковтати,முழுங்கு
792,müde werden::V,втомитися,கையயர்தல்
793,einschlafen::V,заснути,தூங்க
794,schlafen::V,спати,தூங்கு
795,aufwachen::V,прокинутися,எழுப்பு
796,aufstehen::V,встати,எழுந்திரு
797,sich erholen::V,відпочивати,இளைப்பாறு
798,krank werden::V,захворіти,விழுதல்
799,krank sein::V,хворіти,நருக்கலாயிருக்க
800,schmerzen::V,боліти,நோவுறு
801,husten::V,кашляти,இருமு
802,genesen::V,одужати,குணம் அடை
803,genesen::V,видужати,குணம் அடை
804,sterben::V,померти,மரணமடை
805,umkommen::V,згинути,நசி
806,sich bewegen::V,рухатися,நகர்த்து
807,sich rühren::V,ворушитися,அசை
808,sich erheben::V,встати,எழுந்து நில்
809,sich setzen::V,сісти,உட்கார்
810,hinfallen::V,упасти,விழு
811,laufen::V,ходити,நட
812,schreiten::V,крокувати,கவடுவைத்தல்
813,spazierengehen::V,гуляти,உலவு
814,eilen::V,спішити,விரைந்து
815,sich beeilen::V,поспішати,அவசரப்படுத்து
816,sausen::V,мчатися,விரைந்து செல்
817,rennen::V,бігати,ஓடு
818,springen::V,скакати,குதி
819,springen::V,стрибати,குதி
820,klettern::V,лазити,ஏறு
821,schaukeln::V,гойдатися,தள்ளாடு
822,kriechen::V,повзати,மெதுவாக நடந்து செல்
823,schwimmen::V,пливти,நீந்து
824,schwimmen::V,плавати,நீந்து
825,tauchen::V,пірнати,மூழ்கி நீச்சலடி
826,rudern::V,гребти,துடுப்புப் போடு
827,rudern::V,веслувати,துடுப்புப் போடு
828,fahren::V,їхати,ஓட்டு
829,fliegen::V,літати,பற
830,gehen::V,іти,போ
831,weggehen::V,піти,விலகிச் செல்
832,abfahren::V,від’їхати,புறப்பட்டுச் செல்
833,abfahren::V,відправитися,புறப்பட்டுச் செல்
834,anhalten::V,зупинитися,நின்றுவிடு
835,hineingehen::V,входити,மறையச் செய்
836,eintreten::V,увійти,நுழை
837,kommen::V,прийти,வா
838,ankommen::V,прибути,வநது சேர்
839,zurückkommen::V,повернутися,திரும்பி வா
840,bleiben::V,залишитися,இரு
841,warten::V,чекати,தாமதி
842,erwarten::V,чекати,எதிர்நோக்கு
843,suchen::V,шукати,தேடு
844,finden::V,знайти,கண்டுபிடி
845,versuchen::V,випробовувати,முயற்சி செய்
846,vorbereiten::V,підготувати,ஆயத்தம் செய்
847,lieben::V,любити,அன்பு செலுத்து
848,mögen::V,любити,விரும்பு
849,mögen::V,подобатися,விரும்பு
850,lachen::V,сміятися,சிரி
851,rühren::V,розчулити,இதயத்தைத் தொடு
852,weinen::V,плакати,அழு
853,schimpfen::V,лаятися,சாபமிடு
854,sich ärgern::V,сердитися,கோப்பபடு
855,sich fürchten::V,боятися,பயப்படு
856,fürchten::V,боятися,பயப்படுத்து
857,fliehen::V,тікати,ஓடு
858,flüchten::V,утекти,தப்பிவிடு
859,sehen::V,бачити,பார்
860,anschauen::V,поглянути,கூர்ந்து கவனி
861,ansehen::V,дивитися на,கவனி
862,hören::V,чути,கேள்
863,zuhören::V,слухати,சுவைத்துப் பார்
864,probieren::V,покуштувати,ருசி
865,riechen::V,нюхати,முகர்ந்து பார்
866,fühlen::V,відчувати,தொட்டுணர்
867,scheinen::V,здаватися,காணப்படு
868,zu sehen sein::V,виднітися,தோன்றுதல்
869,vernehmen::V,почути,கேள்
870,frieren::V,мерзнути,குதுகுதுகு
871,tun::V,робити,செய்
872,können::V,могти,இயல்வது
873,wollen::V,хотіти,விரும்பு
874,anfangen::V,почати,தொடங்கு
875,beenden::V,закінчити,முடி
876,aufhören::V,перестати,நிறுத்து
877,gelingen::V,вдатися,வெற்றி
878,geraten::V,опинитися,ஏற்படுத்து
879,öffnen::V,відкрити,திற
880,schließen::V,закрити,மூடு
881,stellen::V,поставити,வை
882,setzen::V,посадити,வை
883,legen::V,класти,பரப்பி வை
884,berühren::V,чіпати,பதி
885,verbinden::V,зв’язати,சேர்
886,bedecken::V,покрити,உறைபோடு
887,aufhängen::V,повісити,தொங்கவிடு
888,anzünden::V,запалити,எரியூட்டு
889,aufheben::V,підняти,பொறுக்கி எடு
890,zurücklassen::V,залишити,விட்டுச் செல்
891,verlieren::V,загубити,இழ
892,fallen lassen::V,упустити,அளவில் குறைவு
893,machen::V,зробити,தயார்செய்
894,herstellen::V,виготовити,உற்பத்தி செய்
895,bauen::V,будувати,கட்டு
896,reparieren::V,лагодити,பழுது பார்
897,verbessern::V,поліпшити,மேம்படுத்து
898,ändern::V,змінити,மாற்றி அமை
899,graben::V,копати,குழி வெட்டு
900,beugen::V,зігнути,வனை
901,biegen::V,погнути,வனை
902,drehen::V,вертіти,சுழல்
903,wenden::V,повернути,குடைகவிழு
904,umdrehen::V,перевернути,சுற்றும் முற்றும் பார்
905,heben::V,піднімати,தூக்கு
906,hochheben::V,підняти,தூக்கு
907,ergreifen::V,схопити,பறி
908,halten::V,тримати,பிடித்துக் கொள்
909,drücken::V,натискати,அழுத்து
910,schieben::V,пхати,தள்ளு
911,schieben::V,штовхати,தள்ளு
912,kratzen::V,шкребти,கீறு
913,lecken::V,лизати,நக்கு
914,beißen::V,кусати,கடி
915,abreißen::V,відірвати,கிழி
916,abschneiden::V,відрізати,வெட்டி எடு
917,binden::V,в’язати,கட்டு
918,stecken::V,увіткнути,பதிய வை
919,brechen::V,зламати,உடை
920,klopfen::V,стукати,தட்டு
921,hauen::V,бити,அடி
922,kleben::V,клеїти,ஒட்டு
923,reiben::V,терти,தேய்
924,streichen::V,намазати,பரவச்செய்
925,schleifen::V,точити,அரை
926,schneiden::V,різати,துண்டாக்கு
927,rütteln::V,хитати,மெல்ல தள்ளு
928,schütteln::V,трясти,குலுக்கு
929,schwenken::V,махати,ஊஞ்சலாடு
930,schütten::V,налити,ஊற்று
931,füllen::V,наповнити,நிரப்பு
932,einwickeln::V,загорнути,சுற்று
933,tragen::V,нести,எடுத்துச் செல்
934,schleppen::V,тягти,இழுத்துச் செல்
935,ziehen::V,тягнути,இழு
936,aufbewahren::V,зберігати,வைத்துக் கொள்
937,werfen::V,кидати,வீசி எறி
938,fangen::V,ловити,பிடி
939,packen::V,схопити,பிடித்துக்கொள்
940,verstecken::V,сховати,மறை
941,teilen::V,розділити,பாகங்களாகப் பிரி
942,schicken::V,посилати,அனுப்பு
943,bringen::V,принести,கொண்டு வா
944,hinzufügen::V,додати,சேர்
945,bekommen::V,дістати,பெறு
946,erhalten::V,одержати,பெறு
947,nehmen::V,взяти,எடு
948,wählen::V,вибрати,தேர்ந்தெடு
949,auswählen::V,відібрати,தேர்ல்தெடு
950,bewahren::V,зберегти,கெடாது பேணு
951,behindern::V,перешкоджати,தடங்கல் செய்
952,verderben::V,зіпсувати,நாசமாக்கு
953,beschädigen::V,зашкодити,சேதப்படுத்து
954,zerbrechen::V,розбити,உடை
955,zerreißen::V,розірвати,கிழி
956,zerstören::V,зруйнувати,அழி
957,verbrennen::V,спалити,எரியூட்டு
958,geben::V,дати,கொடு
959,reichen::V,передати,வழங்கு
960,schenken::V,дарувати,மொயத்தல்
961,versprechen::V,обіцяти,உறுதியளி
962,wünschen::V,бажати,ஆசைப்படு
963,loben::V,хвалити,புகழ்ச்சி கூறு
964,küssen::V,цілувати,முத்தமிடு
965,wiegen::V,качати,ஆட்டுத்தல்
966,zudecken::V,накрити,உறைபோடு
967,wecken::V,розбудити,எழுப்பு
968,zeigen::V,показати,காட்டு
969,führen::V,вести,வழிகாட்டி
970,lehren::V,вчити,சொல்லிக் கொடு
971,unterrichten::V,викладати,அறிவுரை கூறு
972,aufziehen::V,виховати,வளர்
973,leiten::V,керувати,அழைத்துச் செல்
974,antreiben::V,підганяти,தூண்டு
975,lassen::V,змусити,விடு
976,einladen::V,запросити,அழை
977,vereinigen::V,об’єднати,ஒன்றாகச் சேர்
978,besuchen::V,завітати,வருகை புரி
979,besuchen::V,відвідати,வருகை புரி
980,treffen::V,зустріти,சந்தி
981,sich versammeln::V,зібратися,தொகுப்பு
982,spielen::V,грати,விளையாடு
983,singen::V,співати,பாடு
984,tanzen::V,танцювати,நடனமாடு
985,sich trennen::V,розлучитися,தனிப்படடுத்து
986,verlassen::V,покинути,கைவிடு
987,retten::V,врятувати,காப்பாற்று
988,bewachen::V,охороняти,காவல் செய்
989,schützen::V,уберігати,பாதுகாப்பு செய்
990,verteidigen::V,захистити,எதிர்த்து நில்
991,sich schlagen::V,битися,பூசலிடு
992,sich schlagen::V,дратися,பூசலிடு
993,schießen::V,стріляти,சுட்டுக் கொல்
994,siegen::V,перемогти,வெற்றி பெறு
995,ärgern::V,сердити,எரிச்சலூட்டு
996,schlagen::V,ударити,அடி
997,treten::V,штовхати,உதை
998,stechen::V,вколоти,கொட்டு
999,stoßen::V,штовхнути,நெருக்கு
1000,stehlen::V,украсти,திருடு
1001,stören::V,перешкодити,தொல்லைகொடு
1002,belästigen::V,докучати,தொல்லை கொடு
1003,verbergen::V,сховати,மறை
1004,täuschen::V,обдурити,ஏமாற்று
1005,betrügen::V,зшахраювати,ஏமாற்று
1006,töten::V,убити,கொல்
1007,wohnen::V,жити,தங்கியிரு
1008,wohnen::V,мешкати,தங்கியிரு
1009,arbeiten::V,працювати,வேலை செய்
1010,sammeln::V,зібрати,ஒன்றுசேர்
1011,pflücken::V,зривати,கொய்து எடு
1012,jagen::V,полювати,வேட்டையாடு
1013,fischen::V,рибалити,மீன் பிடி
1014,fassen::V,піймати,பிடி
1015,hüten::V,пасти,காவல் செய்
1016,treiben::V,гнати,ஓட்டு
1017,anbinden::V,прив’язати,கட்டு
1018,füttern::V,годувати,உணவளி
1019,füttern::V,харчувати,உணவளி
1020,melken::V,доїти,பால் கற
1021,hacken::V,рубати,வெட்டி எடு
1022,gießen::V,полити,நீர்ப் பாய்ச்சு
1023,reifen::V,дозріти,பழு
1024,zubereiten::V,зготовити,சமையல் செய்
1025,zubereiten::V,приготувати,சமையல் செய்
1026,kochen::V,варити,வேகவை
1027,kochen::V,готувати,வேகவை
1028,backen::V,пекти,வெப்பத்தில் வாட்டு
1029,braten::V,смажити,பொரியச் செய்
1030,umrühren::V,переміщати,கலக்கு
1031,stricken::V,в’язати,பின்னியிழை
1032,nähen::V,шити,தையல் வேலை செய்
1033,färben::V,пофарбувати,வண்ணம் பெறச் செய்
1034,reinigen::V,очистити,சுத்தம் செய்
1035,waschen::V,мити,கழுவு
1036,abwischen::V,витерти,துடை
1037,spülen::V,полоскати,அலசு
1038,fegen::V,підмітати,பெறுக்கு
1039,kehren::V,мести,பெறுக்கு
1040,baden::V,купатися,குளி
1041,sich waschen::V,митися,கழுவு
1042,ausziehen::V,зняти,கழற்று
1043,anziehen::V,надіти,புனைதல்
1044,sich anziehen::V,одягтися,உடுத்துதல்
1045,sich anziehen::V,одягнутися,உடுத்துதல்
1046,kämmen::V,зачесати,தலை வாரிக் கொள்
1047,schmücken::V,оздобити,அழகுபடுத்து
1048,sagen::V,сказати,சொல்
1049,sprechen::V,говорити,பேசு
1050,reden::V,розмовляти,பெசு
1051,sich unterhalten::V,бесідувати,இயல்பாக பேசிக்கொண்டிரு
1052,fragen::V,запитати,கேள்
1053,bitten::V,просити,வேண்டு
1054,erzählen::V,розповісти,சொல்
1055,mitteilen::V,повідомити,சொல்
1056,nennen::V,назвати,பெயரிடுதல்
1057,rufen::V,кликати,கூச்சலிடு
1058,prahlen::V,хвалитися,தற்பெருமை பேசு
1059,übersetzen::V,перекласти,மொழிபெயர்ப்பு செய்
1060,denken::V,думати,யோசி
1061,denken::V,мислити,யோசி
1062,glauben::V,вірити,நம்பு
1063,bemerken::V,помітити,கவனி
1064,erkennen::V,пізнати,அடையாளம் கண்டுகொள்
1065,begreifen::V,осягнути,பற்றிக்கொள்
1066,verstehen::V,почути,புரிந்து கொள்
1067,lernen::V,навчатися,கற்றுக்கொள்
1068,wissen::V,знати,தெரிந்திரு
1069,sich erinnern an::V,пам’ятати,நினைவு கூர்
1070,vergessen::V,забути,மற
1071,messen::V,міряти,அளவிடு
1072,zählen::V,лічити,எண்ணு
1073,rechnen::V,рахувати,கணக்கிடு
1074,lesen::V,читати,படி
1075,malen::V,малювати,வண்ணச்சித்திரம்
1076,zeichnen::V,рисувати,வரை
1077,schreiben::V,писати,எழுது
1078,besitzen::V,мати,உடைமையாகக் கொண்டிரு
1079,kaufen::V,купити,வாங்கு
1080,verkaufen::V,продати,விற்பனை செய்
1081,bezahlen::V,заплатити,இறுத்தல்
1082,zahlen::V,платити,பணம் செலுத்து
1083,beherrschen::V,володіти,ஆட்சிசெய்
1084,ertragen::V,витерпіти,தாங்கு
