,Concept_ID,sah,myv
179,Huhn::N,куурусса,сараз
180,Hahn::N,бөтүүк,атякш
181,Gans::N,хаас,гала
182,Gans::N,хаас,мацей
183,Adler::N,хотой,куцькан
184,Adler::N,хотой,тумоатякш
185,Ente::N,кус,яксярго
186,Eule::N,мэкчиргэ,корж
187,Kranich::N,туруйа,карго
188,Krähe::N,тураах,варака
189,Kuckuck::N,кэҕэ,куко
190,Schwan::N,куба,локсей
191,Fisch::N,балык,кал
192,Barsch::N,алыһар,окунь
193,Hecht::N,сордон,щука
194,Schlange[Tier]::N,моҕой,гуй
195,Schlange[Tier]::N,эриэн үөн,гуй
196,Wurm::N,үөн,сукс
197,Spinne::N,ооҕуй,шанжав
198,Ameise::N,кымырдаҕас,коткудав
199,Laus::N,быт,сий
200,Mücke::N,кумаар,сеське
201,Fliege::N,сахсырҕа,карво
202,Schmetterling::N,лыах,нимиляв
203,Schmetterling::N,үрүмэччи,нимиляв
204,Beere::N,отон,умарь
205,Apfel::N,яблоко,умарь
206,Pilz::N,тэллэй,панго
207,Zwiebel::N,луук,чурька
208,Saat::N,сиэмэ,видьметь
209,Korn::N,сиэмэ,сюро
210,Heu::N,от,тикше
211,Schale::N,хах,кедь
212,Schale::N,хах,ваткавкс
213,Grube::N,дьаама,латко
214,Falle::N,сохсо,тувор
215,Falle::N,сохсо,кундамка
216,Schlinge::N,уктаа,килькш
217,Spur::N,суол,челькс
218,Spur::N,суол,пильгеки
219,Asche::N,күл,кулов
220,Dreck::N,бадараан,рудаз
221,Eisen::N,тимир,кшни
222,Gold::N,көмүс,сырне
223,Gold::N,кыһыл көмүс,сырне
224,Silber::N,көмүс,сия
225,Silber::N,үрүҥ көмүс,сия
226,Kohle::N,чох,сэдь
227,Kohle::N,чох,уголия
228,Glas::N,өстүөкүлэ,сулика
229,Lehm::N,туой,сёвонь
230,Sand::N,кумах,човар
231,Mensch::N,киһи,ломань
232,Mann::N,эр,аля
233,Mann::N,эр,цёраломань
234,Frau::N,дьахтар,ава
235,Kind::N,оҕо,эйкакш
236,Junge::N,уол,цёрыне
237,Mädchen::N,кыыс оҕо,тейтерне
238,Familie::N,кэргэн,семия
239,Großvater::N,эһэ,покштя
240,Großmutter::N,эбэ,баба
241,Eltern::N,аҕа-ийэ,тетят-ават
242,Vater::N,аҕа,тетя
243,Mutter::N,ийэ,ава
244,Sohn::N,уол,цёра
245,Tochter::N,кыыс,тейтерь
246,Bruder::N,убай,леля
247,Bruder::N,убай,ялакс
248,Bruder::N,быраат,леля
249,Bruder::N,быраат,ялакс
250,Schwester::N,аҕас,сазор
251,Schwester::N,балыс,сазор
252,Onkel::N,таай,леля
253,Onkel::N,абаҕа,леля
254,Tante::N,эдьиий,патя
255,Ehemann::N,эр,мирде
256,Ehefrau::N,ойох,ни
257,Freude::N,үөрүү,кеняркс
258,Gelächter::N,күлүү,ракамо
259,Gelächter::N,күлүү,пейдема
260,Glück::N,дьол,уцяска
261,Glück::N,соргу,уцяска
262,Kummer::N,кутурҕан,рискс
263,Kummer::N,кутурҕан,мелявкс
264,Wunsch::N,баҕарыы,мель
265,Wunsch::N,баҕарыы,бажамо
266,Lust::N,баҕа,бажамо
267,Geist::N,тыын,ойме
268,Gedanke::N,санаа,мель
269,Gedächtnis::N,өй,мель
270,Verstand::N,өй,прев
271,Sinn::N,суолта,толк
272,Sinn::N,суолта,смысла
273,Grund::N,төрүөт,тувтал
274,Wahrheit::N,кырдьык,видечи
275,Gespräch::N,бэсиэдэ,кортнема
276,Gespräch::N,кэпсэтии,кортнема
277,Märchen::N,остуоруйа,ёвкс
278,Erzählung::N,кэпсээн,ёвтнема
279,Nachricht::N,биллэриллии,куля
280,Neuigkeit::N,сонун,куля
281,Name::N,аат,лем
282,Rätsel::N,таабырын,содамоёвкс
283,Rede::N,этии,кортамо
284,Sprache::N,тыл,кель
285,Stimme::N,куолас,ваигель
286,Wort::N,тыл,вал
287,Zeichen::N,бэлиэ,теште
288,Ruf::N,ыҥырыы,тердема
289,Lärm::N,айдаан,шалнома
290,Laut::N,тыас,вайгель
291,Ton::N,дорҕоон,гайнема
292,Lied::N,ырыа,моро
293,Ruhe::N,уу чуумпу,оймамо
294,Leute::N,дьон,ломанть
295,Volk::N,дьон,народ
296,Volk::N,норуот,народ
297,Arbeit::N,үлэ,тев
298,Gast::N,ыалдьыт,инже
299,Geschenk::N,бэлэх,казне
300,Spiel::N,оонньуу,налксема
301,Gesellschaft::N,общество,община
302,Hilfe::N,көмө,лездамо
303,Freund::N,доҕор,оя
304,Freund::N,доҕор,ялга
305,Kamerad::N,атас,оя
306,Kamerad::N,атас,ялга
307,Angelegenheit::N,дьыала,тев
308,Anzahl::N,ахсаан,ламоксчи
309,Art::N,биис,вид
310,Stück::N,кырбас,пакш
311,Stück::N,кырбас,пелькс
312,Teil::N,ирээт,часть
313,Teil::N,ирээт,пелькс
314,Hälfte::N,аҥар,пель
315,Hälfte::N,аҥар,пелькс
316,Kreis::N,төгүрүк,кирькс
317,Kreis::N,төгүрүмтэ,кирькс
318,Kreuz::N,кириэс,крёст
319,Linie::N,сурааһын,кикс
320,Strich::N,сурааһын,межа
321,Abstand::N,арыт,ютко
322,Entfernung::N,ыраах,ютко
323,Gegend::N,сир,тарка
324,Gegend::N,сир,пертьпелькс
325,Platz::N,арыт,васолкс
326,Ort::N,сир,тарка
327,Seite::N,өрүт,ён
328,Seite::N,өрүт,чире
329,Seite::N,сирэй,ён
330,Seite::N,сирэй,чире
331,Mitte::N,орто,куншка
332,Gegenstand::N,предмет,предмет
333,Sache::N,мал,тев
334,Sache::N,мал,веща
335,Rand::N,кытыы,пе
336,Rand::N,кытыы,чире
337,Rand::N,ойоҕос,пе
338,Rand::N,ойоҕос,чире
339,Kante::N,кырыы,ирдез
340,Ecke::N,муннук,ужо
341,Spitze::N,чыпчаал,пряне
342,Spitze::N,чыпчаал,пе
343,Ende::N,төбө,пе
344,Loch::N,тэһэҕэс,варя
345,Loch::N,дьөлөҕөс,варя
346,Winkel::N,муннук,ужо
347,Muster::N,оһуор,сёрма
348,Größe::N,кээмэй,сэрь
349,Größe::N,кээмэй,покшолма
350,Länge::N,уста,кувалмо
351,Höhe::N,үрдүк,сэрь
352,Höhe::N,үрдүк,пандо
353,Gewicht::N,ыйааһын,сталмо
354,Menge::N,ахсаан,лововкс
355,Haufen::N,чөмчөх,мар
356,Haufen::N,чөмчөх,валявкс
357,Reihe::N,кэккэ,ряд
358,Boot::N,оҥочо,венч
359,Ruder::N,эрдии,милё
360,Schlitten::N,сыарҕа,нурдт
361,Ski::N,хайыһар,сокс
362,Lagerfeuer::N,кутаа,толбандя
363,Last::N,ыарахан,сталмо
364,Last::N,ыарахан,кандома
365,Gang::N,хаамыы,молема
366,Gang::N,хаамыы,якамо
367,Schritt::N,хардыы,эскелькс
368,Norden::N,хоту,якшамо ёнкс
369,Süden::N,соҕуруу,лембе ёнкс
370,Westen::N,арҕаа,чивалгома
371,Osten::N,илин,чилисема
372,Holz::N,мас,чувто
373,Brett::N,дуоска,лаз
374,Brett::N,хаптаһын,лаз
375,Platte::N,билиитэ,плита
376,Stütze::N,тулааһын,неже
377,Stange::N,ураҕас,олга
378,Stock::N,мас,мандо
379,Stock::N,баалкы,мандо
380,Stab::N,ураҕас,олога
381,Rohr::N,турба,турба
382,Haus::N,дьиэ,кудо
383,Heim::N,дьиэ,кудо
384,Ofen::N,оһох,каштомо
385,Fußboden::N,муоста,киякс
386,Tisch::N,остуол,столь
387,Stuhl::N,устуул,стул
388,Wiege::N,биһик,лавсь
389,Wiege::N,биһик,нурямот
390,Bett::N,кырабаат,ацамо
391,Regal::N,долбуур,лався
392,Regal::N,долбуур,лавсяланго
393,Kiste::N,дьааһык,горобия
394,Kiste::N,дьааһык,сундук
395,Fenster::N,түннүк,вальма
396,Tür::N,аан,кенкш
397,Tor::N,аан,ортат
398,Zaun::N,соппулуот,пирявт
399,Zaun::N,соппулуот,пирвякс
400,Dach::N,кырыыса,кудопря
401,Leiter::N,кирилиэс,кузтема
402,Besen::N,миинньик,тенсть
403,Spaten::N,күрдьэх,койме
404,Schaufel::N,күрдьэх,кече
405,Schaufel::N,күрдьэх,келей койме
406,Gabel::N,биилкэ,сянгине
407,Löffel::N,луоска,пенч
408,Messer::N,быһах,пеель
409,Nagel::N,тоһоҕо,эске
410,Netz::N,илим,алтыма
411,Haken::N,көхө,кечказ
412,Griff::N,ук,кедне
413,Griff::N,тутаах,кедне
414,Schloss::N,күлүүс,замок
415,Schloss::N,күлүүс,панжома
416,Bild::N,хартыына,картина
417,Figur::N,фигура,рунго
418,Puppe::N,куукула,няка
419,Beutel::N,мөһөөччук,кескав
420,Bündel::N,баайыы,керькс
421,Tasche::N,суумка,юдма
422,Eimer::N,биэдэрэ,ведра
423,Deckel::N,хаппах,велькс
424,Geschirr::N,иһит,кедьге
425,Sack::N,куул,кескав
426,Tasse::N,сэлиэнэй,чакш
427,Topf::N,көстүрүүҥкэ,кастрюля
428,Kessel::N,хочуол,котёл
429,Essen::N,аһылык,ярсамо
430,Nahrung::N,ас,ярсамопель
431,Speise::N,аһылык,ярсамопель
432,Fleisch::N,эт,сывель
433,Getreide::N,злактар,сюро
434,Brei::N,хааһы,каша
435,Brot::N,килиэп,кши
436,Scheibe::N,куһуок,кочом
437,Scheibe::N,куһуок,сускомо
438,Fett::N,сыа,куя
439,Butter::N,арыы,ой
440,Öl::N,арыы,ой
441,Salz::N,туус,сал
442,Suppe::N,мин,ям
443,Honig::N,мүөт,медь
444,Milch::N,үүт,ловсо
445,Tee::N,чэй,чай
446,Leder::N,тирии,киське
447,Wolle::N,түү,пона
448,Stoff::N,таҥас,коцт
449,Nadel::N,иннэ,салмукс
450,Faden::N,сап,суре
451,Knopf::N,тимэх,пов
452,Knoten::N,түмүк,сюлмо
453,Farbe::N,кырааска,артомапель
454,Kleidung::N,таҥас,оршамот
455,Hemd::N,ырбаахы,панар
456,Kragen::N,саҕа,сиве
457,Ärmel::N,сиэх,ожа
458,Hose::N,ыстаан,понкст
459,Hose::N,бүрүүкэ,понкст
460,Gürtel::N,кур,каркс
461,Mütze::N,бэргэһэ,чапка
462,Schuh::N,бачыыҥка,туфля
463,Stiefel::N,саппыкы,кем
464,Ring::N,биһилэх,суркс
465,Band::N,лиэнтэ,лента
466,Kamm::N,тараах,сурсеме
467,Spiegel::N,сиэркилэ,чавачамо
468,Riemen::N,кур,кшнань каркс
469,Schnur::N,быа,пикс
470,Leine::N,тэһиин,ведьме
471,Decke::N,суорҕан,вельтямо
472,Kissen::N,сыттык,тодов
473,Tuch::N,былаат,паця
474,Handtuch::N,соттор,нардамо
475,Kraft::N,сыра,вий
476,Stärke::N,күүс,виевчи
477,Gesundheit::N,доруобуйа,шумбрачи
478,Krankheit::N,ыарыы,орма
479,Krankheit::N,ыарыы,сэредема
480,Schmerz::N,ыарыы,сэредькс
481,Wunde::N,баас,керявкс
482,Fieber::N,түрүлгэн,маштыкс
483,Fieber::N,лихорадка,маштыкс
484,Fieber::N,температура,маштыкс
485,Arznei::N,эмп,ормаменькс
486,Brücke::N,күргэ,сэдь
487,Brücke::N,күргэ,мадамо
488,Brunnen::N,холуодьас,лисьма
489,Weide::N,мэччирэҥ,ракшань ванома тарка
490,Pfad::N,ыллык,ян
491,Weg::N,суол,ки
492,Straße::N,суол,ки
493,Dorf::N,дэриэбинэ,веле
494,Stadt::N,куорат,ош
495,Brief::N,сурук,сёрма
496,Buch::N,кинигэ,книга
497,Buchstabe::N,буква,буква
498,Zeitung::N,хаһыат,газета
499,Leben::N,тыын,эрямо
500,Tod::N,өлүү,кулома
501,Grab::N,иин,калмо
502,Kirche::N,таҥара дьиэтэ,церькова
503,Sünde::N,айыы,чумочи
504,Gott::N,тангара,паз
505,Arbeiter::N,үлэһит,робочей
506,Chef::N,баһылык,прявт
507,Chef::N,начальник,прявт
508,Meister::N,уус,кол тевень тенця
509,Meister::N,маастар,кол тевень тенця
510,Arzt::N,врач,врач
511,Lehrer::N,учуутал,учитель
512,Lehrer::N,учуутал,тонавтыця
513,Geld::N,харчы,ярмак
514,Geschäft::N,идэ,ладязь тев
515,Laden::N,маҕаһыын,лавка
516,Preis::N,сыана,питне
517,Ware::N,табаар,миевкс
518,Ware::N,табаар,рамавкс
519,Nutzen::N,туһа,паро
520,Nutzen::N,туһа,лезэ
521,Reichtum::N,баай,сюпавчи
522,Welt::N,аан дойду,мир
523,Welt::N,аан дойду,мастор ланго
524,Land::N,дойду,мастор
525,Staat::N,государство,государства
526,König::N,король,король
527,Macht::N,былаас,азорксчи
528,Grenze::N,кыраныысса,буен тешкс
529,Krieg::N,сэрии,война
530,Feind::N,өстөөх,душман
531,Gewalt::N,күүһүлээһин,нарьгамо
532,Kampf::N,охсуһуу,тюрема
533,Bogen[Waffe]::N,ох,нал
534,Pfeil::N,ох,нал
535,Gewehr::N,саа,ружия
536,Gewehr::N,саа,винтовка
537,Fehler::N,сыыһа,ильведькс
538,Fehler::N,сыыһа,ильведевкс
539,Lüge::N,сымыйа,манчема
540,Lüge::N,сымыйа,кенгелема
541,Schaden::N,хоромньу,зыян
542,Unglück::N,алдьархай,зыян
543,Schuld::N,буруй,чумочи
544,Alter::N,саас,шка
545,Schluss::N,тиһэх,пе
546,Zeit::N,бириэмэ,шка
547,Zeit::N,бириэмэ,пинге
548,Tag::N,күн,чи
549,Morgen::N,сарсыарда,валске
550,Mittag::N,күн ортото,чикуншка
551,Abend::N,киэһэ,чокшнэ
552,Nacht::N,түүн,ве
553,Woche::N,нэдиэлэ,недля
554,Monat::N,ый,ков
555,Jahr::N,сыл,ие
556,Jahr::N,дьыл,ие
557,Frühling::N,саас,тундо
558,Sommer::N,сайын,кизэ
559,Herbst::N,күһүн,сёксь
560,Winter::N,кыһын,теле
561,Januar::N,тохсунньу,якшамков
562,Februar::N,олунньу,февраль
563,März::N,кулун тутар,март
564,April::N,муус устар ый,апрель
565,Mai::N,ыам ыйа,май
566,Juni::N,бэс ыйа,июнь
567,Juli::N,от ыйа,июль
568,August::N,атырдьах ыйа,август
569,September::N,балаҕан ыйа,сентября
570,Oktober::N,алтынньы,октября
571,November::N,сэтинньи,ноября
572,Dezember::N,ахсынньы,декабря
573,Montag::N,бэнидиэнньик,пондельник
574,Dienstag::N,оптуорунньук,овторник
575,Mittwoch::N,сэрэдэ,серёда
576,Donnerstag::N,чэппиэр,цетьверьг
577,Freitag::N,бээтинсэ,пеця
578,Samstag::N,субуота,субута
579,Samstag::N,субуота,шлямочи
580,Sonntag::N,баскыһыанньа,недлячи
581,groß::A,бөдөҥ,ине
582,groß::A,бөдөҥ,покш
583,groß::A,улахан,ине
584,groß::A,улахан,покш
585,klein::A,кыр,вишка
586,lang::A,уһун,кувака
587,kurz::A,кылгас,нурькине
588,breit::A,кэтит,келей
589,schmal::A,кыараҕас,теине
590,dicht::A,хойуу,тусто
591,dick[Gegenstand]::A,суон,эчке
592,dick[Gegenstand]::A,хойуу,эчке
593,dünn::A,чараас,човине
594,fein::A,бытархай,човине
595,fein::A,синньигес,човине
596,fest::A,бөҕө,кеме
597,fest::A,кытаанах,кеме
598,flach::A,хаптаҕай,лапужа
599,glatt::A,кылааккай,валаня
600,hart::A,хатан,калгодо
601,hart::A,кытаанах,калгодо
602,weich::A,сымнаҕас,чевте
603,rund::A,төгүрүк,кеверь
604,spitz::A,сытыы,пшти
605,spitz::A,уһуктаах,пшти
606,scharf::A,сытыы,пшти
607,stumpf::A,сыппах,ношка
608,schwer::A,ыарахан,стака
609,schön::A,кыраһыабай,мазый
610,heiß::A,итии,пси
611,warm::A,ичигэс,лембе
612,kalt::A,тымныы,якшамо
613,kühl::A,сөрүүн,экше
614,frisch::A,ыраас,свежа
615,frisch::A,сөрүүн,свежа
616,frisch::A,тымныы,свежа
617,feucht::A,сииктээх,летьке
618,nass::A,инчэҕэй,начко
619,trocken::A,кураан,коське
620,voll::A,толору,пешксе
621,leer::A,иччитэх,чаво
622,offen::A,аһаҕас,панжадо
623,offen::A,аһаҕас,виде
624,geschlossen::A,бүтэй,пекстазь
625,geschlossen::A,бүтэй,сёлгозь
626,sauber::A,сэбэр,ванькс
627,schmutzig::A,кирдээх,ливезев
628,roh::A,сиикэй,верек
629,reif::A,буспут,кенерезь
630,reif::A,сиппит-хоппут,кенерезь
631,lecker::A,минньигэс,тантей
632,süß::A,минньигэс,ламбамо
633,bitter::A,аһыы,сэпей
634,sauer::A,аһыы,чапамо
635,hell::A,сырдык,валдо
636,dunkel::A,хараҥа,чопода
637,schwarz::A,хара,раужо
638,weiß::A,үрүҥ,ашо
639,weiß::A,маҥан,ашо
640,rot::A,кыһыл,якстере
641,gelb::A,саһархай,ожо
642,blau::A,күөх,сэнь
643,grün::A,күөх,пиже
644,grün::A,от күөҕэ,пиже
645,grau::A,сиэрэй,шержев
646,bunt::A,эриэн,сёрмав
647,billig::A,чэпчэки,аволь питней
648,teuer::A,сыаналаах,питней
649,wertvoll::A,сыаналаах,питней
650,blind::A,хараҕа суох,сокор
651,taub::A,дьүлэй,амариця
652,kräftig::A,модун,пек виев
653,stark::A,күүстээх,виев
654,schwach::A,мөлтөх,лавшо
655,fett::A,эмис,куя
656,schlank::A,дьылҕан,виде ронга
657,schlank::A,дьыпсаҕай,виде ронга
658,hübsch::A,олус кэрэ,мазый
659,hübsch::A,көрүөхтэн үчүгэй,мазый
660,böse::A,өһүөннээх,кежей
661,dumm::A,акаары,чавола
662,dumm::A,акаары,превтеме
663,faul::A,нэс,нузякс
664,fleißig::A,кыһамньылаах,мелень путыця
665,geizig::A,иҥсэлээх,скупой
666,klug::A,өйдөөх,превей
667,geschickt::A,наһаа дьоҕурдаах,маштозь теезь
668,lieb::A,тапталлаах,вадря
669,lustig::A,көрдөөх,весёла
670,sanft::A,намчы,сэтьме
671,sanft::A,сымнаҕас,сэтьме
672,hungrig::A,аччык,вачо
673,krank::A,ыалдьар,сэредиця
674,nackt::A,сыгынньах,штапо
675,traurig::A,санаарҕабыллаах,нусманя
676,lebendig::A,тыыннаах,эриця
677,gut::A,үтүө,паро
678,gut::A,үчүгэй,паро
679,schlecht::A,куһаҕан,берянь
680,richtig::A,сөп,виде
681,schlimm::A,сидьиҥ,берянь
682,schlimm::A,быдьар,берянь
683,wahr::A,кырдьык,алкуксонь
684,alt::A,былыргы,ташто
685,neu::A,саҥа,од
686,ehemalig::A,урукку,икелень
687,alt[Lebewesen]::A,кырдьаҕас,сыре
688,jung::A,эдэр,од
689,arm::A,дьадаҥы,кажов
690,reich::A,баай,сюпав
691,bekannt::A,билэр,содавикс
692,berühmt::A,аатырбыт,содавикс
693,fremd::A,атын,лия
694,fremd::A,атын,асодавикс
695,verschieden::A,араас,эрьва
696,nah::A,чугас,а васолонь
697,fern::A,ыраах,умонь
698,fern::A,ыраах,кезэрень
699,linker::A,хаҥас,керш
700,rechter::A,уҥа,вить
701,anderer::A,атын,лия
702,erster::A,маҥнайгы,васень
703,erster::A,маҥнайгы,васенце
704,zweiter::A,иккис,омбоце
705,dritter::A,үһүс,колмоце
706,letzter::A,тиһэх,меельце
707,allein::ADV,соҕотох,башка
708,allein::ADV,соҕотох,ськамонзо
709,auf einmal::ADV,биирдэ,вейсэ
710,zusammen::ADV,холбуу,вейс
711,zusammen::ADV,холбуу,вейсэ
712,lange::ADV,уһуннук,кувать
713,plötzlich::ADV,эмискэ,апак учо
714,sofort::ADV,тута,курок
715,sofort::ADV,тута,нейке
716,später::ADV,хойут,мейле
717,jetzt::ADV,билигин,ней
718,heute::ADV,бүгүн,течи
719,morgen::ADV,сарсын,ванды
720,bald::ADV,өтөр,курок
721,dann::ADV,кэнна,мейле
722,dann::ADV,кэнна,седе мейле
723,gestern::ADV,бэҕэһээ,исяк
724,einst::ADV,биир төгүл,весть
725,einst::ADV,биир төгүл,зярдо-бути
726,einst::ADV,арай биирдэ,весть
727,einst::ADV,арай биирдэ,зярдо-бути
728,damals::ADV,оччоҕо,сестэ
729,danach::ADV,аары,мейле
730,danach::ADV,аары,седе мейле
731,danach::ADV,ол кэнниттэн,мейле
732,danach::ADV,ол кэнниттэн,седе мейле
733,vorher::ADV,урут,васняяк
734,zuerst::ADV,маҥнай,васня
735,einmal::ADV,биирдэ,весть
736,manchmal::ADV,арыт,лиясто
737,oft::ADV,чаастатык,сеетьстэ
738,immer::ADV,мэлдьи,свал
739,niemals::ADV,хаһан да,а зярдояк
740,hier::ADV,маныаха,тесэ
741,hierhin::ADV,бэттэх,тей
742,von hier::ADV,мантан,тестэ
743,dort::ADV,онно,тосо
744,dorthin::ADV,онно,тов
745,geradeaus::ADV,быһа,витьстэ
746,geradeaus::ADV,быһаччы,витьстэ
747,vorwärts::ADV,инники,икелев
748,rückwärts::ADV,төттөру,мекев
749,zurück::ADV,төттөрү,мекев
750,unten::ADV,аллара,ало
751,hinab::ADV,аллара,алов
752,oben::ADV,үөһэ,вере
753,hinauf::ADV,өрө,верев
754,hinauf::ADV,үөһэ,верев
755,überall::ADV,бэйдиэ,эрьва косо
756,nicht::ADV,буолбатах,а
757,ein wenig::ADV,кыратык,аламошка
758,kaum::ADV,нэһиилэ,ансяк
759,sehr::ADV,бэрт,пек
760,sehr::ADV,бэрт,вельть
761,sehr::ADV,наһаа,пек
762,sehr::ADV,наһаа,вельть
