,Concept_ID,vep,vep
62,Gehirn::N,aivod,aivod
63,Herz::N,südäin,südäin
64,Magen::N,südäikoht,südäikoht
65,Leber::N,maks,maks
66,Atem::N,hengaiduz,hengaiduz
67,Hunger::N,näl'g,näl'g
68,Träne::N,kündal',kündal'
69,Geschmack::N,magu,magu
70,Geruch::N,haju,haju
71,Schlaf::N,uni,uni
72,Traum::N,unikuva,unikuva
73,Himmel::N,taivaz,taivaz
74,Sonne::N,päiväine,päiväine
75,Mond::N,kudmaine,kudmaine
76,Stern::N,tähtaz,tähtaz
77,Luft::N,il'm,il'm
78,Wind::N,döl,döl
79,Wind::N,döl,tullei
80,Wind::N,tullei,döl
81,Wind::N,tullei,tullei
82,Welle::N,ald,ald
83,Welle::N,ald,laineh
84,Welle::N,laineh,ald
85,Welle::N,laineh,laineh
86,Wasser::N,vezi,vezi
87,Stein::N,kivi,kivi
88,Boden::N,ma,ma
89,Boden::N,ma,pohj
90,Boden::N,pohj,ma
91,Boden::N,pohj,pohj
92,Erde::N,ma,ma
93,Staub::N,pölü,pölü
94,Rauch::N,savu,savu
95,Funke::N,kibin,kibin
96,Feuer::N,lämoi,lämoi
97,Licht::N,vauktuz,vauktuz
98,Schatten::N,pil'vez,pil'vez
99,Schatten::N,pil'vez,kuvahaine
100,Schatten::N,kuvahaine,pil'vez
101,Schatten::N,kuvahaine,kuvahaine
102,Wetter::N,sä,sä
103,Nebel::N,sumeg,sumeg
104,Wolke::N,pil'v,pil'v
105,Regen::N,vihm,vihm
106,Schnee::N,lumi,lumi
107,Eis::N,jä,jä
108,Frost::N,hala,hala
109,Frost::N,hala,pakaine
110,Frost::N,pakaine,hala
111,Frost::N,pakaine,pakaine
112,Kälte::N,vilu,vilu
113,Hitze::N,räk,räk
114,Raureif::N,hüde,hüde
115,Regenbogen::N,jumalanbembel',jumalanbembel'
116,Donner::N,juru,juru
117,Donner::N,juru,jumalanjuru
118,Donner::N,jumalanjuru,juru
119,Donner::N,jumalanjuru,jumalanjuru
120,Strömung::N,joksmuz,joksmuz
121,Tropfen::N,tilkuine,tilkuine
122,Schaum::N,vaht,vaht
123,Schmutz::N,redu,redu
124,Schmutz::N,redu,pačak
125,Schmutz::N,pačak,redu
126,Schmutz::N,pačak,pačak
127,See::N,järv,järv
128,Sumpf::N,so,so
129,Moor::N,so,so
130,Wiese::N,nit,nit
131,Wald::N,mec,mec
132,Hügel::N,kukaz,kukaz
133,Anhöhe::N,kukaz,kukaz
134,Berg::N,mägi,mägi
135,Gipfel::N,ladv,ladv
136,Höhle::N,mägionduz,mägionduz
137,Abhang::N,paute,paute
138,Quelle::N,lähte,lähte
139,Bach::N,oja,oja
140,Fluss::N,jogi,jogi
141,Ufer::N,rand,rand
142,Küste::N,randišt,randišt
143,Festland::N,kuivma,kuivma
144,Meer::N,meri,meri
145,Bucht::N,laht,laht
146,Insel::N,sar',sar'
147,Blume::N,änik,änik
148,Gras::N,hein,hein
149,Wurzel::N,jur',jur'
150,Baum::N,pu,pu
151,Stamm::N,tüvi,tüvi
152,Rinde::N,kor',kor'
153,Ast::N,oks,oks
154,Zweig::N,oks,oks
155,Zweig::N,oks,barb
156,Zweig::N,barb,oks
157,Zweig::N,barb,barb
158,Blatt::N,lehtez,lehtez
159,Birke::N,koiv,koiv
160,Kiefer[Baum]::N,pedai,pedai
161,Weide[Baum]::N,raid,raid
162,Tanne::N,kuz',kuz'
163,Horn::N,sar'v,sar'v
164,Feder::N,höuneh,höuneh
165,Fell::N,nahk,nahk
166,Flügel::N,suug,suug
167,Klaue::N,künz',künz'
168,Kralle::N,künz',künz'
169,Schwanz::N,händ,händ
170,Ei::N,muna,muna
171,Nest::N,peza,peza
172,Bau::N,uru,uru
173,Tier::N,živat,živat
174,Herde::N,kogo,kogo
175,Kuh::N,lehm,lehm
176,Bulle::N,härg,härg
177,Pferd::N,hebo,hebo
178,Schaf::N,lambaz,lambaz
179,Schwein::N,siga,siga
180,Hund::N,koir,koir
181,Katze::N,kaži,kaži
182,Bär::N,kondi,kondi
183,Eichhörnchen::N,orav,orav
184,Elch::N,hirb',hirb'
185,Fuchs::N,reboi,reboi
186,Hase::N,jäniš,jäniš
187,Maus::N,hir',hir'
188,Wolf::N,händikaz,händikaz
189,Vogel::N,lind,lind
190,Schwarm::N,parveh,parveh
191,Huhn::N,kana,kana
192,Hahn::N,kukoi,kukoi
193,Gans::N,hanh',hanh'
194,Adler::N,orl,orl
195,Ente::N,sorz,sorz
196,Eule::N,hir'pulo,hir'pulo
197,Kranich::N,kurg,kurg
198,Krähe::N,variš,variš
199,Kuckuck::N,kägi,kägi
200,Schwan::N,joucen,joucen
201,Fisch::N,kala,kala
202,Barsch::N,ahven,ahven
203,Hecht::N,haug',haug'
204,Schlange[Tier]::N,kü,kü
205,Schlange[Tier]::N,kü,mado
206,Schlange[Tier]::N,mado,kü
207,Schlange[Tier]::N,mado,mado
208,Wurm::N,mado,mado
209,Spinne::N,hämähouk,hämähouk
210,Ameise::N,murahaine,murahaine
211,Laus::N,täi,täi
212,Mücke::N,säs'k,säs'k
213,Fliege::N,kärbhaine,kärbhaine
214,Schmetterling::N,lipkaine,lipkaine
215,Beere::N,marj,marj
216,Apfel::N,jablok,jablok
217,Pilz::N,sen',sen'
218,Pilz::N,sen',babuk
219,Pilz::N,babuk,sen'
220,Pilz::N,babuk,babuk
221,Zwiebel::N,lauk,lauk
222,Saat::N,semned,semned
223,Korn::N,jüvä,jüvä
224,Korn::N,jüvä,vill'
225,Korn::N,vill',jüvä
226,Korn::N,vill',vill'
227,Heu::N,hein,hein
228,Schale::N,kor',kor'
229,Grube::N,kop,kop
230,Falle::N,rida,rida
231,Schlinge::N,rihm,rihm
232,Spur::N,jäl'g,jäl'g
233,Asche::N,tuhk,tuhk
234,Dreck::N,redu,redu
235,Dreck::N,redu,pačak
236,Dreck::N,pačak,redu
237,Dreck::N,pačak,pačak
238,Eisen::N,raud,raud
239,Gold::N,kuld,kuld
240,Silber::N,hobed,hobed
241,Kohle::N,hil',hil'
242,Glas::N,stökol,stökol
243,Lehm::N,savi,savi
244,Sand::N,lete,lete
245,Mensch::N,mez',mez'
246,Mensch::N,mez',ristit
247,Mensch::N,ristit,mez'
248,Mensch::N,ristit,ristit
249,Mann::N,mez',mez'
250,Frau::N,naine,naine
251,Kind::N,laps',laps'
252,Junge::N,poig,poig
253,Junge::N,poig,prihaine
254,Junge::N,prihaine,poig
255,Junge::N,prihaine,prihaine
256,Mädchen::N,neičukaine,neičukaine
257,Familie::N,kanz,kanz
258,Familie::N,kanz,pereh
259,Familie::N,pereh,kanz
260,Familie::N,pereh,pereh
261,Großvater::N,ded,ded
262,Großmutter::N,bab,bab
263,Eltern::N,vanhembad,vanhembad
264,Eltern::N,vanhembad,kazvatajad
265,Eltern::N,kazvatajad,vanhembad
266,Eltern::N,kazvatajad,kazvatajad
267,Vater::N,tat,tat
268,Mutter::N,mam,mam
269,Sohn::N,poig,poig
270,Tochter::N,tütär,tütär
271,Bruder::N,veik,veik
272,Bruder::N,veik,vell'
273,Bruder::N,vell',veik
274,Bruder::N,vell',vell'
275,Schwester::N,čiža,čiža
276,Schwester::N,čiža,sizar
277,Schwester::N,sizar,čiža
278,Schwester::N,sizar,sizar
279,Onkel::N,däd',däd'
280,Tante::N,tädi,tädi
281,Ehemann::N,mužik,mužik
282,Ehefrau::N,ak,ak
283,Freude::N,ilo,ilo
284,Freude::N,ilo,ihastuz
285,Freude::N,ihastuz,ilo
286,Freude::N,ihastuz,ihastuz
287,Gelächter::N,nagr,nagr
288,Glück::N,oza,oza
289,Kummer::N,gor'a,gor'a
290,Wunsch::N,taht,taht
291,Lust::N,himo,himo
292,Geist::N,heng,heng
293,Gedanke::N,meletuz,meletuz
294,Gedächtnis::N,mušt,mušt
295,Verstand::N,mel',mel'
296,Sinn::N,jüvä,jüvä
297,Grund::N,sü,sü
298,Wahrheit::N,tozi,tozi
299,Gespräch::N,lodu,lodu
300,Gespräch::N,lodu,pagin
301,Gespräch::N,pagin,lodu
302,Gespräch::N,pagin,pagin
303,Märchen::N,sarn,sarn
304,Erzählung::N,sanutez,sanutez
305,Nachricht::N,tedotuz,tedotuz
306,Neuigkeit::N,uzištuz,uzištuz
307,Name::N,nimi,nimi
308,Rätsel::N,ozoitez,ozoitez
309,Rede::N,pagin,pagin
310,Rede::N,pagin,sanad
311,Rede::N,sanad,pagin
312,Rede::N,sanad,sanad
313,Sprache::N,kel',kel'
314,Stimme::N,än',än'
315,Wort::N,sana,sana
316,Zeichen::N,znam,znam
317,Ruf::N,kida,kida
318,Ruf::N,kida,kucund
319,Ruf::N,kucund,kida
320,Ruf::N,kucund,kucund
321,Lärm::N,judu,judu
322,Laut::N,kulund,kulund
323,Ton::N,kulund,kulund
324,Lied::N,pajo,pajo
325,Ruhe::N,lebu,lebu
326,Leute::N,rahvaz,rahvaz
327,Volk::N,rahvaz,rahvaz
328,Arbeit::N,tö,tö
329,Arbeit::N,tö,rad
330,Arbeit::N,rad,tö
331,Arbeit::N,rad,rad
332,Gast::N,adiv,adiv
333,Geschenk::N,lahj,lahj
334,Spiel::N,vänd,vänd
335,Gesellschaft::N,sebr,sebr
336,Hilfe::N,abu,abu
337,Freund::N,sebranik,sebranik
338,Kamerad::N,sebranik,sebranik
339,Angelegenheit::N,azj,azj
340,Anzahl::N,lugu,lugu
341,Art::N,rod,rod
342,Art::N,rod,rodsugu
343,Art::N,rodsugu,rod
344,Art::N,rodsugu,rodsugu
345,Stück::N,pala,pala
346,Stück::N,pala,supal
347,Stück::N,supal,pala
348,Stück::N,supal,supal
349,Teil::N,pala,pala
350,Hälfte::N,pol',pol'
351,Kreis::N,ümbruz,ümbruz
352,Kreis::N,ümbruz,kehkruz
353,Kreis::N,kehkruz,ümbruz
354,Kreis::N,kehkruz,kehkruz
355,Kreuz::N,rist,rist
356,Linie::N,pird,pird
357,Strich::N,pird,pird
358,Abstand::N,keskust,keskust
359,Entfernung::N,matk,matk
360,Gegend::N,taho,taho
361,Platz::N,avaruz',avaruz'
362,Ort::N,koht,koht
363,Seite::N,pol',pol'
364,Seite::N,pol',kül'g
365,Seite::N,kül'g,pol'
366,Seite::N,kül'g,kül'g
367,Mitte::N,kesk,kesk
368,Gegenstand::N,kalu,kalu
369,Sache::N,azj,azj
370,Rand::N,röun,röun
371,Kante::N,röun,röun
372,Ecke::N,saum,saum
373,Spitze::N,agjaine,agjaine
374,Ende::N,agj,agj
375,Loch::N,reig,reig
376,Winkel::N,čoga,čoga
377,Winkel::N,čoga,saum
378,Winkel::N,saum,čoga
379,Winkel::N,saum,saum
380,Muster::N,kirjam,kirjam
381,Größe::N,suruz',suruz'
382,Länge::N,piduz,piduz
383,Höhe::N,korktuz',korktuz'
384,Gewicht::N,jügu,jügu
385,Gewicht::N,jügu,vedäduz
386,Gewicht::N,vedäduz,jügu
387,Gewicht::N,vedäduz,vedäduz
388,Menge::N,äjüz',äjüz'
389,Haufen::N,kogo,kogo
390,Reihe::N,rivi,rivi
391,Boot::N,veneh,veneh
392,Ruder::N,air,air
393,Schlitten::N,regi,regi
394,Schlitten::N,regi,regut
395,Schlitten::N,regut,regi
396,Schlitten::N,regut,regut
397,Ski::N,suks',suks'
398,Lagerfeuer::N,nodj,nodj
399,Lagerfeuer::N,nodj,pažag
400,Lagerfeuer::N,pažag,nodj
401,Lagerfeuer::N,pažag,pažag
402,Last::N,jüguz,jüguz
403,Gang::N,astund,astund
404,Schritt::N,hašk,hašk
405,Norden::N,pohjoine,pohjoine
406,Süden::N,suvi,suvi
407,Westen::N,päivlaskm,päivlaskm
408,Osten::N,päivnouzm,päivnouzm
409,Holz::N,pu,pu
410,Brett::N,laud,laud
411,Platte::N,keitim,keitim
412,Stütze::N,tugi,tugi
413,Stange::N,arz',arz'
414,Stock::N,kalu,kalu
415,Stab::N,seibaz,seibaz
416,Rohr::N,torv,torv
417,Haus::N,pert',pert'
418,Heim::N,kodi,kodi
419,Ofen::N,päč,päč
420,Fußboden::N,lava,lava
421,Tisch::N,laud,laud
422,Tisch::N,laud,stal'c
423,Tisch::N,stal'c,laud
424,Tisch::N,stal'c,stal'c
425,Stuhl::N,ištim,ištim
426,Wiege::N,kätte,kätte
427,Bett::N,sija,sija
428,Bett::N,sija,magaduzsija
429,Bett::N,magaduzsija,sija
430,Bett::N,magaduzsija,magaduzsija
431,Regal::N,palič,palič
432,Kiste::N,mülütim,mülütim
433,Fenster::N,ikun,ikun
434,Tür::N,uks',uks'
435,Tor::N,verai,verai
436,Zaun::N,aid,aid
437,Dach::N,katuz,katuz
438,Leiter::N,pordhad,pordhad
439,Besen::N,lud,lud
440,Besen::N,lud,vast
441,Besen::N,vast,lud
442,Besen::N,vast,vast
443,Spaten::N,labid,labid
444,Schaufel::N,labid,labid
445,Gabel::N,hangoine,hangoine
446,Löffel::N,luzik,luzik
447,Messer::N,veič,veič
448,Nagel::N,nagl,nagl
449,Netz::N,verk,verk
450,Haken::N,kouk,kouk
451,Griff::N,kägä,kägä
452,Griff::N,kägä,varz'
453,Griff::N,varz',kägä
454,Griff::N,varz',varz'
455,Schloss::N,lukkol,lukkol
456,Bild::N,kuva,kuva
457,Figur::N,figur,figur
458,Puppe::N,tätüine,tätüine
459,Beutel::N,havad,havad
460,Bündel::N,toppaz,toppaz
461,Bündel::N,toppaz,käč
462,Bündel::N,käč,toppaz
463,Bündel::N,käč,käč
464,Tasche::N,sumk,sumk
465,Eimer::N,vädr,vädr
466,Deckel::N,katuz,katuz
467,Geschirr::N,astii,astii
468,Sack::N,havad,havad
469,Tasse::N,čašk,čašk
470,Topf::N,pada,pada
471,Kessel::N,katil,katil
472,Essen::N,sönd,sönd
473,Nahrung::N,söm,söm
474,Speise::N,sömine,sömine
475,Fleisch::N,liha,liha
476,Getreide::N,vill',vill'
477,Brei::N,pudr,pudr
478,Brot::N,leib,leib
479,Scheibe::N,bibaleh,bibaleh
480,Scheibe::N,bibaleh,šlik
481,Scheibe::N,šlik,bibaleh
482,Scheibe::N,šlik,šlik
483,Fett::N,razv,razv
484,Butter::N,voi,voi
485,Öl::N,voi,voi
486,Salz::N,sol,sol
487,Suppe::N,lem',lem'
488,Suppe::N,lem',keitoz
489,Suppe::N,keitoz,lem'
490,Suppe::N,keitoz,keitoz
491,Honig::N,mezi,mezi
492,Milch::N,maid,maid
493,Tee::N,čai,čai
494,Leder::N,nahk,nahk
495,Wolle::N,vill,vill
496,Stoff::N,kangaz,kangaz
497,Nadel::N,negl,negl
498,Faden::N,nit',nit'
499,Knopf::N,nübl',nübl'
500,Knoten::N,sol'm,sol'm
501,Farbe::N,muju,muju
502,Kleidung::N,sobad,sobad
503,Hemd::N,paid,paid
504,Kragen::N,kagluz,kagluz
505,Ärmel::N,hijam,hijam
506,Hose::N,štanad,štanad
507,Gürtel::N,vö,vö
508,Mütze::N,šapuk,šapuk
509,Schuh::N,keng',keng'
510,Stiefel::N,sapug,sapug
511,Ring::N,rengaz,rengaz
512,Band::N,lentaine,lentaine
513,Kamm::N,suga,suga
514,Spiegel::N,zerkol,zerkol
515,Riemen::N,vö,vö
516,Schnur::N,nor,nor
517,Leine::N,talutimnor,talutimnor
518,Decke::N,sijakatuz,sijakatuz
519,Kissen::N,pöluz,pöluz
520,Tuch::N,paik,paik
521,Handtuch::N,käzipaik,käzipaik
522,Kraft::N,vägi,vägi
523,Stärke::N,vahvuz',vahvuz'
524,Gesundheit::N,tervhuz,tervhuz
525,Krankheit::N,läžund,läžund
526,Schmerz::N,kibu,kibu
527,Wunde::N,čapatez,čapatez
528,Fieber::N,säru,säru
529,Arznei::N,zel'l',zel'l'
530,Brücke::N,sild,sild
531,Brunnen::N,kaiv,kaiv
532,Weide::N,omaluine,omaluine
533,Pfad::N,tehut,tehut
534,Weg::N,te,te
535,Straße::N,te,te
536,Dorf::N,külä,külä
537,Stadt::N,lidn,lidn
538,Brief::N,kirjeine,kirjeine
539,Buch::N,kirj,kirj
540,Buchstabe::N,kirjam,kirjam
541,Zeitung::N,lehtez,lehtez
542,Leben::N,elo,elo
543,Tod::N,surm,surm
544,Grab::N,kaum,kaum
545,Kirche::N,jumalanpert',jumalanpert'
546,Sünde::N,grähk,grähk
547,Gott::N,jumal,jumal
548,Arbeiter::N,radnik,radnik
549,Chef::N,pämez',pämez'
550,Meister::N,mastar,mastar
551,Arzt::N,lekar',lekar'
552,Lehrer::N,opendai,opendai
553,Geld::N,rahad,rahad
554,Geschäft::N,biznes,biznes
555,Laden::N,lauk,lauk
556,Preis::N,arv,arv
557,Ware::N,tavar,tavar
558,Nutzen::N,liža,liža
559,Reichtum::N,kodielo,kodielo
560,Reichtum::N,kodielo,kal'huz'
561,Reichtum::N,kal'huz',kodielo
562,Reichtum::N,kal'huz',kal'huz'
563,Welt::N,mail'm,mail'm
564,Land::N,ma,ma
565,Staat::N,valdkund,valdkund
566,König::N,kunigaz,kunigaz
567,Macht::N,vald,vald
568,Grenze::N,röun,röun
569,Krieg::N,soda,soda
570,Feind::N,vihanik,vihanik
571,Feind::N,vihanik,vastustai
572,Feind::N,vastustai,vihanik
573,Feind::N,vastustai,vastustai
574,Gewalt::N,vägivald,vägivald
575,Kampf::N,tora,tora
576,Bogen[Waffe]::N,taug,taug
577,Pfeil::N,nol,nol
578,Gewehr::N,oružj,oružj
579,Fehler::N,viga,viga
580,Lüge::N,kelastuz,kelastuz
581,Schaden::N,pahuz',pahuz'
582,Unglück::N,bed,bed
583,Unglück::N,bed,gor'a
584,Unglück::N,gor'a,bed
585,Unglück::N,gor'a,gor'a
586,Schuld::N,värhuz',värhuz'
587,Alter::N,igä,igä
588,Schluss::N,lop,lop
589,Zeit::N,aig,aig
590,Tag::N,päiv,päiv
591,Morgen::N,homendez,homendez
592,Mittag::N,keskpäiv,keskpäiv
593,Abend::N,eht,eht
594,Nacht::N,ö,ö
595,Woche::N,nedal',nedal'
596,Monat::N,ku,ku
597,Jahr::N,voz',voz'
598,Frühling::N,keväz',keväz'
599,Sommer::N,keza,keza
600,Herbst::N,sügüz',sügüz'
601,Winter::N,tal'v,tal'v
602,Januar::N,viluku,viluku
603,Februar::N,uhoku,uhoku
604,März::N,keväz'ku,keväz'ku
605,April::N,sulaku,sulaku
606,Mai::N,semendku,semendku
607,Juni::N,kezaku,kezaku
608,Juli::N,heinku,heinku
609,August::N,eloku,eloku
610,September::N,sügüz'ku,sügüz'ku
611,Oktober::N,reduku,reduku
612,November::N,kül'mku,kül'mku
613,Dezember::N,tal'vku,tal'vku
614,Montag::N,ezmärg,ezmärg
615,Dienstag::N,tožnarg,tožnarg
616,Mittwoch::N,koumanz'päiv,koumanz'päiv
617,Donnerstag::N,nellänz'päiv,nellänz'päiv
618,Freitag::N,pätnič,pätnič
619,Freitag::N,pätnič,videnz'päiv
620,Freitag::N,videnz'päiv,pätnič
621,Freitag::N,videnz'päiv,videnz'päiv
622,Samstag::N,sobat,sobat
623,Sonntag::N,pühäpäiv,pühäpäiv
624,groß::A,sur',sur'
625,groß::A,sur',järed
626,groß::A,järed,sur'
627,groß::A,järed,järed
628,klein::A,pen',pen'
629,klein::A,pen',pičuine
630,klein::A,pičuine,pen'
631,klein::A,pičuine,pičuine
632,lang::A,pit'k,pit'k
633,kurz::A,lühüd,lühüd
634,breit::A,leved,leved
635,schmal::A,kaid,kaid
636,dicht::A,tihed,tihed
637,dick[Gegenstand]::A,paks,paks
638,dünn::A,hoik,hoik
639,fein::A,hen,hen
640,fest::A,luja,luja
641,fest::A,luja,ninev
642,fest::A,ninev,luja
643,fest::A,ninev,ninev
644,flach::A,lapak,lapak
645,glatt::A,siled,siled
646,hart::A,kova,kova
647,weich::A,pehmed,pehmed
648,rund::A,kehker,kehker
649,spitz::A,nügu,nügu
650,spitz::A,nügu,terav
651,spitz::A,terav,nügu
652,spitz::A,terav,terav
653,scharf::A,terav,terav
654,stumpf::A,tül'c,tül'c
655,schwer::A,jüged,jüged
656,schön::A,čoma,čoma
657,heiß::A,räk,räk
658,warm::A,läm',läm'
659,kalt::A,vilu,vilu
660,kühl::A,raibak,raibak
661,kühl::A,raibak,viluhk
662,kühl::A,viluhk,raibak
663,kühl::A,viluhk,viluhk
664,frisch::A,lahed,lahed
665,feucht::A,neps,neps
666,feucht::A,neps,toreh
667,feucht::A,toreh,neps
668,feucht::A,toreh,toreh
669,nass::A,märg,märg
670,trocken::A,kuiv,kuiv
671,voll::A,täuz',täuz'
672,leer::A,joudai,joudai
673,offen::A,avoin,avoin
674,offen::A,avoin,avol'jaine
675,offen::A,avol'jaine,avoin
676,offen::A,avol'jaine,avol'jaine
677,geschlossen::A,saubaline,saubaline
678,sauber::A,puhtaz,puhtaz
679,schmutzig::A,redukaz,redukaz
680,roh::A,rohk,rohk
681,roh::A,rohk,toreh
682,roh::A,toreh,rohk
683,roh::A,toreh,toreh
684,reif::A,küps,küps
685,lecker::A,magukaz,magukaz
686,süß::A,maged,maged
687,bitter::A,karged,karged
688,sauer::A,muiged,muiged
689,hell::A,kirkas,kirkas
690,hell::A,kirkas,valgei
691,hell::A,valgei,kirkas
692,hell::A,valgei,valgei
693,dunkel::A,pimed,pimed
694,schwarz::A,must,must
695,weiß::A,vauged,vauged
696,rot::A,rusked,rusked
697,gelb::A,pakuine,pakuine
698,blau::A,sinine,sinine
699,grün::A,vihand,vihand
700,grau::A,hahk,hahk
701,bunt::A,kirjav,kirjav
702,billig::A,odav,odav
703,teuer::A,kalliž,kalliž
704,wertvoll::A,arvokas,arvokas
705,blind::A,soged,soged
706,taub::A,kurdiž,kurdiž
707,kräftig::A,vägev,vägev
708,stark::A,vahv,vahv
709,stark::A,vahv,vägekaz
710,stark::A,vägekaz,vahv
711,stark::A,vägekaz,vägekaz
712,schwach::A,väll',väll'
713,fett::A,razvakaz,razvakaz
714,schlank::A,kapos,kapos
715,hübsch::A,čoma,čoma
716,böse::A,äred,äred
717,böse::A,äred,käred
718,böse::A,käred,äred
719,böse::A,käred,käred
720,dumm::A,el'getoi,el'getoi
721,faul::A,lašk,lašk
722,fleißig::A,radonnavedii,radonnavedii
723,geizig::A,ažlak,ažlak
724,klug::A,melev,melev
725,klug::A,melev,melekaz
726,klug::A,melekaz,melev
727,klug::A,melekaz,melekaz
728,geschickt::A,mahtokaz,mahtokaz
729,lieb::A,izo,izo
730,lieb::A,izo,sula
731,lieb::A,sula,izo
732,lieb::A,sula,sula
733,lustig::A,ilokaz,ilokaz
734,sanft::A,laskav,laskav
735,hungrig::A,näl'ghine,näl'ghine
736,krank::A,läžui,läžui
737,nackt::A,alastoi,alastoi
738,traurig::A,opalahine,opalahine
739,lebendig::A,eläb,eläb
740,gut::A,hüvä,hüvä
741,schlecht::A,huba,huba
742,richtig::A,oiged,oiged
743,schlimm::A,paha,paha
744,wahr::A,todesine,todesine
745,alt::A,vanh,vanh
746,neu::A,uz',uz'
747,ehemalig::A,edeline,edeline
748,alt[Lebewesen]::A,ravaz,ravaz
749,jung::A,nor',nor'
750,arm::A,gol'l',gol'l'
751,reich::A,elokaz,elokaz
752,bekannt::A,tutab,tutab
753,berühmt::A,tetab,tetab
754,fremd::A,veraz,veraz
755,verschieden::A,erazvuitte,erazvuitte
756,nah::A,läheline,läheline
757,fern::A,edahaine,edahaine
758,linker::A,hura,hura
759,rechter::A,oiged,oiged
760,anderer::A,toine,toine
761,erster::A,ezmäine,ezmäine
762,zweiter::A,toine,toine
763,dritter::A,koumanz',koumanz'
764,letzter::A,jäl'gmäine,jäl'gmäine
765,allein::ADV,üksnäze,üksnäze
766,auf einmal::ADV,ühten aigan,ühten aigan
767,zusammen::ADV,ühtes,ühtes
768,lange::ADV,hätken,hätken
769,plötzlich::ADV,äkkid,äkkid
770,sofort::ADV,kerdalaz,kerdalaz
771,später::ADV,möhemba,möhemba
772,jetzt::ADV,nügüd',nügüd'
773,heute::ADV,tämbei,tämbei
774,morgen::ADV,homen,homen
775,bald::ADV,pigai,pigai
776,dann::ADV,sid',sid'
777,gestern::ADV,eglai,eglai
778,einst::ADV,ende,ende
779,einst::ADV,ende,kerdan
780,einst::ADV,kerdan,ende
781,einst::ADV,kerdan,kerdan
782,damals::ADV,siloi,siloi
783,danach::ADV,sid',sid'
784,vorher::ADV,ende,ende
785,zuerst::ADV,ezmäi,ezmäi
786,einmal::ADV,kerdan,kerdan
787,manchmal::ADV,erašti,erašti
788,oft::ADV,paksus,paksus
789,immer::ADV,kaiken,kaiken
790,niemals::ADV,ei nikonz,ei nikonz
791,hier::ADV,täs,täs
792,hier::ADV,täs,tägä
793,hier::ADV,tägä,täs
794,hier::ADV,tägä,tägä
795,hierhin::ADV,tänna,tänna
796,von hier::ADV,täspäi,täspäi
797,von hier::ADV,täspäi,sid'päi
798,von hier::ADV,sid'päi,täspäi
799,von hier::ADV,sid'päi,sid'päi
800,dort::ADV,sigä,sigä
801,dorthin::ADV,sinna,sinna
802,dorthin::ADV,sinna,nakkale
803,dorthin::ADV,nakkale,sinna
804,dorthin::ADV,nakkale,nakkale
805,geradeaus::ADV,kohtha,kohtha
806,vorwärts::ADV,edehe,edehe
807,rückwärts::ADV,sel'gin,sel'gin
808,zurück::ADV,tagaze,tagaze
809,unten::ADV,alahan,alahan
810,hinab::ADV,alaz,alaz
811,hinab::ADV,alaz,alahaks
812,hinab::ADV,alahaks,alaz
813,hinab::ADV,alahaks,alahaks
814,oben::ADV,ülähän,ülähän
815,hinauf::ADV,ülez,ülez
816,hinauf::ADV,ülez,ülähäks
817,hinauf::ADV,ülähäks,ülez
818,hinauf::ADV,ülähäks,ülähäks
819,überall::ADV,kaikjal,kaikjal
820,nicht::ADV,ei,ei
821,ein wenig::ADV,vähän,vähän
