,Concept_ID,be,uz
791,schreien::V,крычаць,qiyqirmoq
792,stöhnen::V,стагнаць,nola qilmoq
793,zittern::V,дрыжаць,titramoq
794,leben::V,жыць,yashamoq
795,geboren werden::V,нарадзіцца,tug'ilmoq
796,atmen::V,дыхаць,nafas chiqarmoq
797,trinken::V,піць,ichmoq
798,essen::V,есці,emoq
799,schlucken::V,глытаць,yutmoq
800,müde werden::V,стаміцца,horimoq
801,einschlafen::V,заснуць,uxlab qolmoq
802,schlafen::V,спаць,uxlamoq
803,aufwachen::V,рассыпацца,uyg'onmoq
804,aufstehen::V,устаць,qo'pmoq
805,sich erholen::V,адпачываць,dam olmoq
806,krank werden::V,захварэць,kasallanmoq
807,krank sein::V,хварэць,betob yotmoq
808,schmerzen::V,балець,og'rimoq
809,husten::V,кашляць,yo'talmoq
810,genesen::V,паправіцца,tuzalmoq
811,genesen::V,паздаравець,tuzalmoq
812,sterben::V,памерці,o'lmoq
813,umkommen::V,загінуць,halok bo'lmoq
814,sich bewegen::V,рухацца,harakat qilmoq
815,sich rühren::V,варушыцца,qimirlamoq
816,sich erheben::V,устаць,qo'pmoq
817,sich setzen::V,сесці,o'tirmoq
818,hinfallen::V,упасці,yiqilmoq
819,laufen::V,хадзіць,yurmoq
820,schreiten::V,шагаць,yurmoq
821,schreiten::V,крочыць,yurmoq
822,spazierengehen::V,гуляць,sayr ätmoq
823,eilen::V,спяшацца,tezlamoq
824,sich beeilen::V,спяшацца,shoshmoq
825,sausen::V,імчацца,chopqillamoq
826,rennen::V,бегаць,yugurmoq
827,springen::V,скакаць,sakramoq
828,klettern::V,лазіць,yuqorilamoq
829,schaukeln::V,гайдацца,irg'amoq
830,kriechen::V,поўзаць,ämaklamoq
831,schwimmen::V,плаваць,suzmoq
832,tauchen::V,ныраць,chu'mmoq
833,rudern::V,веславаць,eshkak eshmoq
834,fahren::V,ехаць,haydamoq
835,fliegen::V,лятаць,uchmoq
836,gehen::V,ісці,bormoq
837,weggehen::V,пайсці,ketoq
838,abfahren::V,адʼяжджаць,jo'namoq
839,anhalten::V,спыніцца,to'xtamoq
840,anhalten::V,затрымацца,to'xtamoq
841,hineingehen::V,уваходзіць,kirmoq
842,eintreten::V,увайсці,kirmoq
843,kommen::V,прыйсці,kelmoq
844,ankommen::V,прыбыць,etib kelmoq
845,zurückkommen::V,вярнуцца,qaytib kelmoq
846,bleiben::V,застацца,qolmoq
847,warten::V,чакаць,poylamoq
848,erwarten::V,чакаць,kutmoq
849,suchen::V,шукаць,izlamoq
850,finden::V,знайсці,topmoq
851,versuchen::V,прабаваць,chalishmoq
852,vorbereiten::V,падрыхтаваць,hozirlamoq
853,lieben::V,кахаць,sevmoq
854,mögen::V,любіць,ardoqlamoq
855,lachen::V,смяяцца,kulmoq
856,rühren::V,расчуліць,ta'sirlantirmoq
857,weinen::V,плакаць,yig'lamoq
858,schimpfen::V,лаяцца,koyinmoq
859,sich ärgern::V,сердаваць,g'azab qilmoq
860,sich fürchten::V,баяцца,hurkmoq
861,fürchten::V,баяцца,qo'rqmoq
862,fliehen::V,уцякаць,qochmoq
863,flüchten::V,уцячы,qochmoq
864,sehen::V,бачыць,ko'rmoq
865,anschauen::V,паглядзець,razm solmoq
866,ansehen::V,глядзець,razm qilmoq
867,hören::V,чуць,äshitmoq
868,zuhören::V,слухаць,tinglamoq
869,probieren::V,каштаваць,tatib ko'rmoq
870,riechen::V,нюхаць,iskamoq
871,fühlen::V,адчуваць,sezmoq
872,scheinen::V,здавацца,tuyilmoq
873,zu sehen sein::V,віднецца,ko'rinmoq
874,vernehmen::V,пачуць,äshitmoq
875,frieren::V,мёрзнуць,sovuq qotmoq
876,tun::V,рабіць,ätmoq
877,können::V,умець,-a olmoq
878,können::V,умець,-y olmoq
879,wollen::V,хацець,istamoq
880,anfangen::V,пачаць,boshlamoq
881,beenden::V,закончыць,bitirmoq
882,aufhören::V,перастаць,tinmoq
883,gelingen::V,удацца,muvaffaqiyat qozonmoq
884,geraten::V,аказацца,bo'lmoq
885,öffnen::V,адчыніць,ochmoq
886,schließen::V,зачыніць,yopmoq
887,stellen::V,паставіць,qo'ymoq
888,setzen::V,пасадзіць,o'tqazmoq
889,legen::V,класці,yotqizmoq
890,berühren::V,чапаць,tegmoq
891,verbinden::V,звязаць,ulamoq
892,bedecken::V,накрыць,bekitmoq
893,aufhängen::V,павесіць,ildirmoq
894,anzünden::V,запаліць,yondirmoq
895,aufheben::V,падняць,ko'tarmoq
896,zurücklassen::V,пакінуць,ayrilmoq
897,verlieren::V,згубіць,yo'qotmoq
898,fallen lassen::V,упусціць,tushirmoq
899,machen::V,зрабіць,qilmoq
900,herstellen::V,вырабіць,chiqarmoq
901,bauen::V,будаваць,solmoq
902,reparieren::V,правіць,tuzatmoq
903,verbessern::V,палепшыць,isloh qilmoq
904,ändern::V,змяніць,o'zgartirmoq
905,graben::V,капаць,qazimoq
906,beugen::V,сагнуць,bukmoq
907,biegen::V,пагнуць,bukmoq
908,drehen::V,вярцець,aylantirmoq
909,wenden::V,павярнуць,burmoq
910,umdrehen::V,перавярнуць,ag'darmoq
911,heben::V,падымаць,yuksaltirmoq
912,hochheben::V,падняць,ko'tarmoq
913,ergreifen::V,схапіць,tutamlamoq
914,ergreifen::V,схваціць,tutamlamoq
915,halten::V,трымаць,tutmoq
916,drücken::V,націскаць,bosmoq
917,schieben::V,пхаць,surmoq
918,schieben::V,штурхаць,surmoq
919,kratzen::V,скрэбці,qashimoq
920,lecken::V,лізаць,mijimoq
921,beißen::V,кусаць,tishlamoq
922,abreißen::V,адарваць,emirmoq
923,abschneiden::V,адрэзаць,cho'rt kesmoq
924,binden::V,вязаць,bog'lamoq
925,stecken::V,уваткнуць,suqmoq
926,brechen::V,зламаць,sindirmoq
927,klopfen::V,стукаць,dukurlamoq
928,hauen::V,біць,urmoq
929,kleben::V,клеіць,yopishtirmoq
930,reiben::V,церці,surkamoq
931,streichen::V,намазаць,surkamoq
932,schleifen::V,тачыць,qayramoq
933,schneiden::V,рэзаць,kesmoq
934,rütteln::V,хістаць,chayqamoq
935,schütteln::V,трэсці,chayqamoq
936,schwenken::V,махаць,chayqatmoq
937,schütten::V,наліць,quymoq
938,füllen::V,напоўніць,to'ldirmoq
939,einwickeln::V,загарнуць,chulg'amoq
940,tragen::V,несці,tashimoq
941,schleppen::V,цягнуць,sudramoq
942,ziehen::V,цягнуць,tortmoq
943,aufbewahren::V,захоўваць,tutmoq
944,werfen::V,кідаць,tashlamoq
945,fangen::V,лавіць,tutmoq
946,packen::V,схапіць,opqochmoq
947,packen::V,схваціць,opqochmoq
948,verstecken::V,схаваць,yashirmoq
949,teilen::V,раздзяліць,bo'lmoq
950,schicken::V,пасылаць,yubormoq
951,bringen::V,прынесці,keltirmoq
952,hinzufügen::V,дабавіць,tirkamoq
953,bekommen::V,дастаць,olmoq
954,erhalten::V,атрымаць,olmoq
955,nehmen::V,ўзяць,olmoq
956,wählen::V,выбраць,saylamoq
957,auswählen::V,адабраць,saylamoq
958,bewahren::V,захаваць,saqlamoq
959,behindern::V,перашкаджаць,xalal bermoq
960,verderben::V,сапсаваць,xazon qilmoq
961,beschädigen::V,пашкодзіць,buzmoq
962,zerbrechen::V,разбіць,sindirmoq
963,zerreißen::V,разадраць,yirtmoq
964,zerstören::V,разбурыць,vayron qilmoq
965,verbrennen::V,спаліць,kuydirmoq
966,geben::V,даць,bermoq
967,reichen::V,перадаць,bermoq
968,schenken::V,дарыць,sovg'a qilmoq
969,versprechen::V,абяцаць,va'da bermoq
970,wünschen::V,жадаць,orziqmoq
971,loben::V,хваліць,maqtamoq
972,küssen::V,цалаваць,o'pmoq
973,wiegen::V,гушкаць,tebratmoq
974,wiegen::V,калыхаць,tebratmoq
975,zudecken::V,накрыць,yopmoq
976,wecken::V,пабудзіць,uyg'otmoq
977,zeigen::V,паказаць,ko'rsatmoq
978,führen::V,весці,boshlik bo'lmoq
979,lehren::V,вучыць,o'rgatmoq
980,unterrichten::V,выкладаць,dars bermoq
981,aufziehen::V,выхаваць,o'stirmoq
982,leiten::V,кіраваць,boshqarmoq
983,antreiben::V,падганяць,shoshiltirmoq
984,lassen::V,прымусіць,ruxsat bermoq
985,einladen::V,запрасіць,taklif kilmoq
986,vereinigen::V,абʼяднаць,qo'shmoq
987,besuchen::V,наведаць,mehmonga bormoq
988,treffen::V,сустрэць,duchor bo'lmoq
989,sich versammeln::V,сабрацца,to'planmoq
990,spielen::V,гуляць,o'ynamoq
991,singen::V,пець,yalla qilmoq
992,singen::V,спяваць,yalla qilmoq
993,tanzen::V,танцаваць,raqs qilmoq
994,sich trennen::V,расстацца,yakkalanmoq
995,verlassen::V,пакінуць,qoldirmoq
996,retten::V,выратаваць,qutqazmoq
997,bewachen::V,ахоўваць,qo'rimoq
998,schützen::V,уберагаць,yoniga olmoq
999,verteidigen::V,абараніць,yoqlamoq
1000,sich schlagen::V,біцца,yoqalashmoq
1001,sich schlagen::V,драцца,yoqalashmoq
1002,schießen::V,страляць,otmoq
1003,siegen::V,перамагчы,engmoq
1004,ärgern::V,злаваць,jahl chiqarmoq
1005,schlagen::V,ударыць,urmoq
1006,treten::V,штурхаць,tepmoq
1007,stechen::V,укалоць,qadamoq
1008,stoßen::V,папхнуць,turtmoq
1009,stehlen::V,украсці,o'g'rilamoq
1010,stören::V,перашкодзіць,tebratmoq
1011,belästigen::V,дакучаць,g'ashini keltirmoq
1012,verbergen::V,скрыць,berkitmoq
1013,verbergen::V,схаваць,berkitmoq
1014,täuschen::V,падмануць,aldamoq
1015,betrügen::V,змахляваць,tirriq qilmoq
1016,töten::V,забіць,o'ldirmoq
1017,wohnen::V,жыць,istiqomat qilmoq
1018,arbeiten::V,працаваць,ishlamoq
1019,sammeln::V,сабраць,yig'moq
1020,pflücken::V,зрываць,termoq
1021,jagen::V,паляваць,ov qilmoq
1022,fischen::V,рыбачыць,baliq ovlamoq
1023,fassen::V,злавіць,ilinmoq
1024,hüten::V,пасвіць,boqtirmoq
1025,treiben::V,гнаць,haydamoq
1026,anbinden::V,прывязаць,bog'lamoq
1027,füttern::V,карміць,edirmoq
1028,melken::V,даіць,sog'moq
1029,hacken::V,сячы,chopmoq
1030,gießen::V,паліць,oqizmoq
1031,reifen::V,паспець,qizarmoq
1032,zubereiten::V,зварыць,pishirmoq
1033,zubereiten::V,згатаваць,pishirmoq
1034,kochen::V,варыць,qaynatmoq
1035,backen::V,пячы,yopmoq
1036,braten::V,смажыць,qovurmoq
1037,umrühren::V,перамяшаць,atalamoq
1038,stricken::V,вязаць,to'qimoq
1039,nähen::V,шыць,tikmoq
1040,färben::V,пафарбаваць,bo'yoqlamoq
1041,reinigen::V,ачысціць,tozalamoq
1042,waschen::V,мыць,yuvmoq
1043,abwischen::V,выцерці,surkamoq
1044,spülen::V,паласкаць,chaymoq
1045,fegen::V,падмятаць,cho'tkalamoq
1046,kehren::V,месці,supurmoq
1047,baden::V,купацца,cho'milmoq
1048,sich waschen::V,мыцца,yuvinmoq
1049,ausziehen::V,зняць,echintirmoq
1050,anziehen::V,надзець,kiymoq
1051,sich anziehen::V,адзецца,kiyinmoq
1052,kämmen::V,прычасаць,taramoq
1053,schmücken::V,аздобіць,yasatmoq
1054,sagen::V,сказаць,aytmoq
1055,sprechen::V,гаварыць,so'zlamoq
1056,reden::V,размаўляць,gapirmoq
1057,sich unterhalten::V,гутарыць,suhbatlashmoq
1058,fragen::V,спытаць,so'ramoq
1059,bitten::V,прасіць,iltimos qilmoq
1060,erzählen::V,расказаць,aytib bermoq
1061,mitteilen::V,паведаміць,bildirmoq
1062,nennen::V,назваць,atamoq
1063,rufen::V,зваць,chaqirmoq
1064,prahlen::V,хваліцца,gerdaymoq
1065,übersetzen::V,перакласці,tarjima qilmoq
1066,denken::V,думаць,o'ylamoq
1067,glauben::V,верыць,ishonmoq
1068,bemerken::V,заўважыць,payqamoq
1069,erkennen::V,пазнаць,tanimoq
1070,begreifen::V,спасцігнуць,tushunmoq
1071,verstehen::V,пачуць,anglamoq
1072,lernen::V,вучыцца,o'qimoq
1073,wissen::V,знаць,bilmoq
1074,sich erinnern an::V,памятаць,äsni tanimoq
1075,vergessen::V,забыць,unutmoq
1076,messen::V,мераць,o'lchamoq
1077,zählen::V,лічыць,raqamlamoq
1078,rechnen::V,лічыць,cho'tlamoq
1079,lesen::V,чытаць,o'qimoq
1080,malen::V,маляваць,rasm solmoq
1081,zeichnen::V,рысаваць,chizmoq
1082,schreiben::V,пісаць,yozmoq
1083,besitzen::V,мець,ägalamoq
1084,kaufen::V,купіць,olmoq
1085,verkaufen::V,прадаць,sotmoq
1086,bezahlen::V,заплаціць,to'lamoq
1087,zahlen::V,плаціць,to'lamoq
1088,beherrschen::V,уладаць,ägalamoq
1089,beherrschen::V,валодаць,ägalamoq
1090,ertragen::V,выцерпець,chidamoq
