,Concept_ID,pt,kk
818,hübsch::A,giro,ажарлы
819,hübsch::A,giro,шырайлы
820,hübsch::A,bonito,ажарлы
821,hübsch::A,bonito,шырайлы
822,böse::A,mau,өш
823,böse::A,mau,сұм
824,böse::A,mau,жауыз
825,dumm::A,parvo,көкми
826,dumm::A,parvo,ақымақ
827,dumm::A,parvo,миы жоқ
828,dumm::A,estúpido,көкми
829,dumm::A,estúpido,ақымақ
830,dumm::A,estúpido,миы жоқ
831,faul::A,preguiçoso,жалқау
832,faul::A,preguiçoso,еріншек
833,fleißig::A,aplicado,ұқыпты
834,fleißig::A,diligente,ұқыпты
835,geizig::A,avarento,сараң
836,klug::A,prudente,жетік
837,klug::A,prudente,ақылды
838,klug::A,inteligente,жетік
839,klug::A,inteligente,ақылды
840,geschickt::A,hábil,шебер
841,lieb::A,caro,абзал
842,lieb::A,caro,айналайын
843,lieb::A,querido,абзал
844,lieb::A,querido,айналайын
845,lustig::A,alegre,көңілді
846,sanft::A,suave,жуас
847,sanft::A,brando,жуас
848,hungrig::A,faminto,аш
849,krank::A,doente,кеселді
850,krank::A,enfermo,кеселді
851,nackt::A,nu,жалаңаш
852,nackt::A,despido,жалаңаш
853,traurig::A,triste,қапа
854,lebendig::A,vivo,тірі
855,lebendig::A,vivo,жанды
856,gut::A,bom,жақсы
857,schlecht::A,mau,жаман
858,schlecht::A,ruim,жаман
859,richtig::A,justo,дұрыс
860,richtig::A,correcto,дұрыс
861,schlimm::A,mau,жаман
862,schlimm::A,grave,жаман
863,wahr::A,verdadeiro,нағыз
864,alt::A,velho,ескі
865,alt::A,antigo,ескі
866,neu::A,novo,жаңа
867,ehemalig::A,antigo,өткен
868,ehemalig::A,antigo,бұрынғы
869,alt[Lebewesen]::A,velho,кексе
870,jung::A,jovem,науша
871,arm::A,pobre,кедей
872,arm::A,pobre,дәулетсіз
873,reich::A,rico,малды
874,bekannt::A,conhecido,таныс
875,bekannt::A,conhecido,көзтаныс
876,berühmt::A,famoso,атақты
877,berühmt::A,célebre,атақты
878,fremd::A,alheio,бөтен
879,fremd::A,estranho,бөтен
880,verschieden::A,diverso,түрлі
881,verschieden::A,diferente,түрлі
882,nah::A,próximo,жуық
883,nah::A,próximo,етене
884,fern::A,remoto,алыс
885,fern::A,remoto,алыстағы
886,fern::A,distante,алыс
887,fern::A,distante,алыстағы
888,linker::A,esquerdo,сол
889,linker::A,esquerdo,солшыл
890,rechter::A,direito,оң
891,anderer::A,outro,өзге
892,anderer::A,outro,былайғы
893,erster::A,primeiro,алғашқы
894,zweiter::A,segundo,екінші
895,dritter::A,terceiro,үшінші
896,letzter::A,final,артқы
897,letzter::A,final,кейінгі
898,letzter::A,último,артқы
899,letzter::A,último,кейінгі
900,allein::ADV,só,серіксіз
901,auf einmal::ADV,de vez,бірден
902,zusammen::ADV,juntos,бірлесіп
903,lange::ADV,muito tempo,ұзақ
904,plötzlich::ADV,de repente,кенет
905,sofort::ADV,imediatamente,әне-міне дегенше
906,später::ADV,mais tarde,артынан
907,jetzt::ADV,agora,енді
908,jetzt::ADV,agora,қазір
909,heute::ADV,hoje,бүгін
910,morgen::ADV,amanhã,ертең
911,bald::ADV,logo,тез
912,bald::ADV,breve,тез
913,dann::ADV,então,онан соң
914,dann::ADV,então,сонан соң
915,dann::ADV,depois,онан соң
916,dann::ADV,depois,сонан соң
917,gestern::ADV,ontem,кеше
918,einst::ADV,antigamente,бірде
919,einst::ADV,antigamente,бір кезде
920,damals::ADV,então,анада
921,danach::ADV,logo,онан соң
922,danach::ADV,logo,сонан соң
923,danach::ADV,depois,онан соң
924,danach::ADV,depois,сонан соң
925,vorher::ADV,antes,бұрын
926,zuerst::ADV,primeiro,әуелі
927,zuerst::ADV,primeiro,алдымен
928,einmal::ADV,uma vez,бір жолы
929,manchmal::ADV,às vezes,кейде
930,oft::ADV,muitas vezes,ылғи
931,immer::ADV,sempre,өнебойы
932,niemals::ADV,nunca,ешуақытта
933,hier::ADV,cá,бұнда
934,hier::ADV,cá,осында
935,hier::ADV,aqui,бұнда
936,hier::ADV,aqui,осында
937,hierhin::ADV,para cá,бермен
938,von hier::ADV,daqui,бер жақтан
939,dort::ADV,lá,анда
940,dort::ADV,ali,анда
941,dorthin::ADV,lá,әрі
942,dorthin::ADV,para lá,әрі
943,geradeaus::ADV,em frente,тура
944,vorwärts::ADV,avante,ілгері
945,rückwärts::ADV,para trás,артқа
946,zurück::ADV,atrás,кейін қарай
947,unten::ADV,debaixo,төменде
948,unten::ADV,em baixo,төменде
949,hinab::ADV,para baixo,астына
950,hinab::ADV,para baixo,төмен
951,oben::ADV,em cima,жоғарыда
952,hinauf::ADV,para cima,өрге
953,überall::ADV,em toda parte,әрқайда
954,nicht::ADV,não,емес
955,ein wenig::ADV,um pouco,азырақ
956,ein wenig::ADV,um pouco,аздаған
957,ein wenig::ADV,um pouco,азғантай
958,ein wenig::ADV,um bocado,азырақ
959,ein wenig::ADV,um bocado,аздаған
960,ein wenig::ADV,um bocado,азғантай
961,kaum::ADV,apenas,зорға
962,sehr::ADV,muito,орасан
963,so::ADV,tão,бұлай
964,so::ADV,tão,былайша
965,so::ADV,assim,бұлай
966,so::ADV,assim,былайша
967,noch::ADV,ainda,әлі
968,nur::ADV,só,ғана
969,nur::ADV,apenas,ғана
970,nur::ADV,somente,ғана
971,schon::ADV,já,түге
972,wieder::ADV,outra vez,жаңа
973,wieder::ADV,outra vez,қайта
974,wieder::ADV,outra vez,жаңадан
975,vergebens::ADV,em vão,бекер
976,vor::PRP,diante de,алды
977,hinter::PRP,atrás de,артынан
978,unter::PRP,sob,түп
979,unter::PRP,sob,маңында
980,unter::PRP,debaixo de,түп
981,unter::PRP,debaixo de,маңында
982,durch::PRP,por,арқылы
983,durch::PRP,através de,арқылы
984,neben::PRP,junto de,іргеде
985,neben::PRP,junto de,жанында
986,neben::PRP,ao lado de,іргеде
987,neben::PRP,ao lado de,жанында
988,zwischen::PRP,entre,арада
989,wegen::PRP,por,үшін
990,wegen::PRP,por causa de,үшін
991,dies::PRN,isto,бұ
992,dies::PRN,isto,осы
993,das::PRN,isso,сол
994,das::PRN,aquilo,сол
995,alles::PRN,todo,дүйім
996,alles::PRN,todo,күллі
997,ich::PRN,eu,мен
998,du::PRN,tu,сен
999,er::PRN,ele,ол
1000,wir::PRN,nós,біз
1001,ihr::PRN,vós,сіз
1002,ihr::PRN,vocês,сіз
1003,sie::PRN,eles,олар
1004,was::FPRN,quê,не
1005,wer::FPRN,quem,кім
1006,wo::FADV,onde,кәні
1007,wo::FADV,onde,қайда
1008,wohin::FADV,aonde,қайда
1009,wohin::FADV,para onde,қайда
1010,wie::FADV,como,калай
1011,warum::FADV,porquê,неғып
1012,warum::FADV,por que,неғып
1013,wieviel::FNUM,quanto,неше
1014,wieviel::FNUM,quanto,қанша
1015,eins::NUM,um,бір
1016,zwei::NUM,dois,екі
1017,drei::NUM,três,үш
1018,vier::NUM,quatro,төрт
1019,fünf::NUM,cinco,бес
1020,sechs::NUM,seis,алты
1021,sieben::NUM,sete,жеті
1022,acht::NUM,oito,сегіз
1023,neun::NUM,nove,тоғыз
1024,zehn::NUM,dez,он
1025,elf::NUM,onze,он бір
1026,zwölf::NUM,doze,он екі
1027,zwanzig::NUM,vinte,жиырма
1028,dreißig::NUM,trinta,отыз
1029,vierzig::NUM,quarenta,қырық
1030,fünfzig::NUM,cinquenta,елу
1031,sechzig::NUM,sessenta,алпыс
1032,siebzig::NUM,setenta,жетпіс
1033,achtzig::NUM,oitenta,сексен
1034,neunzig::NUM,noventa,тоқсан
1035,hundert::NUM,cem,жүз
1036,hundert::NUM,cento,жүз
1037,tausend::NUM,mil,мың
1038,und::CNJ,e,та
1039,oder::CNJ,ou,әлде
1040,oder::CNJ,ou,немесе
1041,stehen::V,estar em pé,тұру
1042,sitzen::V,estar sentado,отыру
1043,liegen::V,jazer,жату
1044,liegen::V,estar deitado,жату
1045,hängen::V,pender,ілу
1046,hängen::V,estar pendurado,ілу
1047,werden::V,tornar-se,болу
1048,werden::V,tornar-se,түрегелу
1049,passieren::V,acontecer,болу
1050,beginnen::V,começar,басталу
1051,enden::V,acabar,ада болу
1052,enden::V,terminar,ада болу
1053,wechseln::V,variar,құбылу
1054,wechseln::V,variar,өзгеру
1055,wechseln::V,alternar,құбылу
1056,wechseln::V,alternar,өзгеру
1057,aufgehen[Sonne]::V,nascer,шығу
1058,untergehen[Sonne]::V,pôr-se,батыру
1059,scheinen[Sonne]::V,brilhar,жылтырау
1060,donnern::V,trovejar,күркіреу
1061,wehen::V,soprar,огып тур
1062,strömen::V,correr,сорғалау
1063,fließen::V,fluir,ағу
1064,sich drehen::V,girar,айналу
1065,schwanken::V,oscilar,толықсу
1066,schwingen::V,vibrar,тербелу
1067,fallen::V,cair,құлау
1068,fallen::V,cair,жығылу
1069,fallen::V,cair,төмендеу
1070,brennen::V,arder,жану
1071,rauchen::V,fumegar,түтету
1072,regnen::V,chover,жауу
1073,gefrieren::V,gelar,мұздай қату
1074,gefrieren::V,gelar,мұз боп қату
1075,gefrieren::V,congelar,мұздай қату
1076,gefrieren::V,congelar,мұз боп қату
1077,tauen::V,derreter,жібу
1078,tauen::V,descongelar,жібу
1079,schmelzen::V,fundir-se,еру
1080,trocknen::V,secar,курау
1081,sieden::V,ferver,қайнау
1082,faulen::V,estragar-se,иістену
1083,verfaulen::V,apodrecer,шіру
1084,reißen::V,romper-se,жыртылу
1085,versinken::V,afundar-se,малтығу
1086,vergehen::V,passar,өту
1087,erscheinen::V,aparecer,көріну
1088,erscheinen::V,aparecer,көрініп қалу
1089,verschwinden::V,desaparecer,ғайып_болу
1090,sinken::V,descer,ылдилау
1091,sinken::V,descer,төмендеу
1092,abnehmen::V,diminuir,кемітілу
1093,abnehmen::V,decrescer,кемітілу
1094,zunehmen::V,crescer,көбею
1095,zunehmen::V,aumentar,көбею
1096,steigen::V,subir,қобу
1097,steigen::V,subir,көтерілу
1098,steigen::V,subir,жоғарылау
1099,wachsen::V,crescer,өсу
1100,glänzen::V,brilhar,жалтырау
1101,funkeln::V,cintilar,жарқырау
1102,funkeln::V,cintilar,нұрлану
1103,funkeln::V,cintilar,жылтылдау
1104,lärmen::V,fazer barulho,шулау
1105,lärmen::V,fazer barulho,шуылдау
1106,läuten::V,chocalhar,қоңыраулату
1107,klingeln::V,tocar,дыңғырлау
1108,klirren::V,tinir,дыңылдату
1109,brausen::V,bramar,тасу
1110,rauschen::V,murmurar,сусылдау
1111,rauschen::V,murmurar,сыбдырлау
1112,rauschen::V,rumorejar,сусылдау
1113,rauschen::V,rumorejar,сыбдырлау
1114,klingen::V,soar,дыбыс шығару
1115,bellen::V,ladrar,үру
1116,heulen::V,uivar,ұлу
1117,blasen::V,soprar,үру
1118,pfeifen::V,assobiar,ысқыру
1119,schreien::V,gritar,шыңғыру
1120,schreien::V,gritar,айғайлау
1121,schreien::V,gritar,байбайлау
1122,schreien::V,gritar,бажалақтау
1123,stöhnen::V,gemer,ыңырсу
1124,stöhnen::V,gemer,ыңкылдау
1125,zittern::V,tremer,қалш
1126,zittern::V,tremer,қалшылдату
1127,leben::V,viver,жасау
1128,leben::V,viver,күнелту
1129,leben::V,viver,күн көру
1130,leben::V,viver,тіршілік ету
1131,geboren werden::V,nascer,туу
1132,atmen::V,respirar,дем алу
1133,atmen::V,respirar,ауа жұту
1134,trinken::V,beber,ішу
1135,trinken::V,beber,ұрттау
1136,essen::V,comer,жеу
1137,essen::V,comer,тамақтану
1138,schlucken::V,engolir,жұту
1139,müde werden::V,cansar-se,болдыру
1140,einschlafen::V,adormecer,үйыктап калу
1141,schlafen::V,dormir,ұйықтау
1142,aufwachen::V,acordar,ояну
1143,aufstehen::V,levantar-se,ояну
1144,sich erholen::V,descansar,тынығу
1145,krank werden::V,adoecer,кеселдену
1146,krank werden::V,adoecer,сырқаттану
1147,krank werden::V,adoecer,ауырып қалу
1148,krank werden::V,adoecer,ауыра бастау
1149,krank werden::V,adoecer,кеселге ұшырау
1150,krank werden::V,adoecer,сырқаттанып қалу
1151,krank werden::V,ficar doente,кеселдену
1152,krank werden::V,ficar doente,сырқаттану
1153,krank werden::V,ficar doente,ауырып қалу
1154,krank werden::V,ficar doente,ауыра бастау
1155,krank werden::V,ficar doente,кеселге ұшырау
1156,krank werden::V,ficar doente,сырқаттанып қалу
1157,krank sein::V,estar doente,ауыру
1158,krank sein::V,estar doente,сырқаттану
1159,schmerzen::V,doer,ауырады
1160,husten::V,tossir,жөтелу
1161,genesen::V,convalescer,айығу
1162,sterben::V,morrer,өлу
1163,sterben::V,morrer,қайтыс
1164,sterben::V,morrer,жантапсыру
1165,umkommen::V,perecer,өлу
1166,umkommen::V,perecer,қаза табу
1167,sich bewegen::V,mover-se,жылжу
1168,sich rühren::V,mexer-se,қыбырлау
1169,sich erheben::V,levantar-se,тұру
1170,sich setzen::V,sentar-se,отыру
1171,hinfallen::V,cair,жығылу
1172,laufen::V,andar,жояу жүру
1173,laufen::V,caminhar,жояу жүру
1174,schreiten::V,andar,кадамдау
1175,schreiten::V,caminhar,кадамдау
1176,spazierengehen::V,passear,қыдыру
1177,eilen::V,apressar-se,асығу
1178,eilen::V,apressar-se,жеделдену
1179,eilen::V,apressar-se,жедепдеу
1180,sich beeilen::V,apressar-se,асығу
1181,sich beeilen::V,apressar-se,жеделдену
1182,sich beeilen::V,despachar-se,асығу
1183,sich beeilen::V,despachar-se,жеделдену
1184,sausen::V,correr,заулау
1185,rennen::V,correr,жүгіру
1186,springen::V,saltar,секіру
1187,klettern::V,trepar,өрмелеп шығу
1188,schaukeln::V,baloiçar,тербелу
1189,kriechen::V,rastejar,еңбектеу
1190,kriechen::V,arrastar-se,еңбектеу
1191,schwimmen::V,nadar,жүзу
1192,schwimmen::V,nadar,малту
1193,schwimmen::V,nadar,қалықтау
1194,tauchen::V,mergulhar,сүңгу
1195,rudern::V,remar,есу
1196,fahren::V,ir,бару
1197,fliegen::V,voar,ұшу
1198,gehen::V,ir,бару
1199,gehen::V,andar,бару
1200,weggehen::V,partir,кету
1201,weggehen::V,ir-se embora,кету
1202,abfahren::V,sair,жөнелу
1203,abfahren::V,partir,жөнелу
1204,anhalten::V,parar,тоқтау
1205,hineingehen::V,entrar,кіру
1206,eintreten::V,entrar,ену
1207,kommen::V,vir,жету
1208,ankommen::V,chegar,келу
1209,zurückkommen::V,voltar,қайту
1210,zurückkommen::V,regressar,қайту
1211,bleiben::V,ficar,қалу
1212,bleiben::V,permanecer,қалу
1213,warten::V,esperar,тосу
1214,erwarten::V,esperar,күту
1215,erwarten::V,aguardar,күту
1216,suchen::V,buscar,іздеу
1217,suchen::V,procurar,іздеу
1218,finden::V,achar,табу
1219,finden::V,encontrar,табу
1220,versuchen::V,tentar,талпыну
1221,vorbereiten::V,preparar,әзірлеу
1222,lieben::V,amar,сүю
1223,lieben::V,querer,сүю
1224,mögen::V,gostar de,жарату
1225,mögen::V,gostar de,жақсы_көру
1226,lachen::V,rir,күлу
1227,lachen::V,rir,күлісу
1228,lachen::V,rir-se,күлу
1229,lachen::V,rir-se,күлісу
1230,rühren::V,comover,көңілін бұзу
1231,weinen::V,chorar,жылау
1232,schimpfen::V,ralhar,ақырып-бақыру
1233,sich ärgern::V,zangar-se,ашулану
1234,sich fürchten::V,ter medo de,сескену
1235,sich fürchten::V,ter receio de,сескену
1236,fürchten::V,temer,қауіптену
1237,fürchten::V,temer,сақсыну
1238,fürchten::V,recear,қауіптену
1239,fürchten::V,recear,сақсыну
1240,fliehen::V,fugir,қашу
1241,fliehen::V,fugir,қашып кету
1242,flüchten::V,refugiar-se,қашу
1243,flüchten::V,refugiar-se,қашып кету
1244,sehen::V,ver,көру
1245,anschauen::V,olhar,назар салу
1246,ansehen::V,mirar,тамашалау
1247,hören::V,ouvir,есту
1248,zuhören::V,escutar,тыңдау
1249,zuhören::V,escutar,құлақ қою
1250,probieren::V,provar,тату
1251,probieren::V,provar,дәм тату
1252,probieren::V,saborear,тату
1253,probieren::V,saborear,дәм тату
1254,riechen::V,cheirar,иіскеу
1255,fühlen::V,sentir,сезу
1256,fühlen::V,sentir,сезіну
1257,scheinen::V,parecer,болып көріну
1258,zu sehen sein::V,estar à vista,көріну
1259,vernehmen::V,ouvir,есту
1260,vernehmen::V,ouvir,есітіп қалу
1261,frieren::V,ter frio,тоңу
1262,frieren::V,ter frio,жаурау
1263,tun::V,fazer,ету
1264,tun::V,fazer,істеу
1265,können::V,saber,білу
1266,wollen::V,querer,қалау
1267,anfangen::V,iniciar,бастау
1268,beenden::V,acabar,бітіру
1269,beenden::V,acabar,адақтау
1270,beenden::V,acabar,тамамдау
1271,beenden::V,acabar,аяқтап шығу
1272,beenden::V,terminar,бітіру
1273,beenden::V,terminar,адақтау
1274,beenden::V,terminar,тамамдау
1275,beenden::V,terminar,аяқтап шығу
1276,aufhören::V,cessar,доғару
1277,aufhören::V,desistir,доғару
1278,gelingen::V,sair bem,жолы түсу
1279,gelingen::V,dar bom resultado,жолы түсу
1280,geraten::V,sair,калу
1281,geraten::V,dar resultado,калу
1282,öffnen::V,abrir,ашу
1283,öffnen::V,abrir,ашып қою
1284,schließen::V,fechar,жабу
1285,stellen::V,pôr,қою
1286,stellen::V,pôr,қойдыру
1287,stellen::V,colocar,қою
1288,stellen::V,colocar,қойдыру
1289,setzen::V,pôr,отырғызу
1290,setzen::V,meter,отырғызу
1291,legen::V,pôr,салу
1292,legen::V,pôr,калау
1293,legen::V,meter,салу
1294,legen::V,meter,калау
1295,berühren::V,tocar,тию
1296,verbinden::V,unir,байлап алу
1297,verbinden::V,unir,сабақтастыру
1298,verbinden::V,ligar,байлап алу
1299,verbinden::V,ligar,сабақтастыру
1300,bedecken::V,cobrir,бүркеу
1301,aufhängen::V,pendurar,ілу
1302,aufhängen::V,pendurar,асып қою
1303,anzünden::V,acender,тұтату
1304,aufheben::V,apanhar,көтеру
1305,aufheben::V,levantar,көтеру
1306,zurücklassen::V,deixar,қалдыру
1307,verlieren::V,perder,жоғалту
1308,fallen lassen::V,deixar cair,құлатып алу
1309,fallen lassen::V,deixar cair,қолдан түсіріп алу
1310,machen::V,fazer,ету
1311,machen::V,fazer,жасау
1312,machen::V,fazer,жасап шығару
1313,herstellen::V,produzir,жасап шығару
1314,bauen::V,edificar,тұрғызу
1315,bauen::V,construir,тұрғызу
1316,reparieren::V,reparar,оңдау
1317,reparieren::V,consertar,оңдау
1318,verbessern::V,melhorar,дұрыстау
1319,ändern::V,mudar,өзгерту
1320,ändern::V,alterar,өзгерту
1321,graben::V,cavar,үңгу
1322,beugen::V,curvar,буғу
1323,biegen::V,vergar,ию
1324,biegen::V,vergar,майыстыру
1325,drehen::V,girar,айналдыру
1326,wenden::V,virar,екінші жағын айналдыру
1327,wenden::V,voltar,екінші жағын айналдыру
1328,umdrehen::V,virar,бұру
1329,umdrehen::V,revolver,бұру
1330,heben::V,levantar,көтеру
1331,hochheben::V,erguer,жоғарылату
1332,hochheben::V,erguer,көтеру
1333,hochheben::V,levantar,жоғарылату
1334,hochheben::V,levantar,көтеру
1335,ergreifen::V,apanhar,бас_салу
1336,ergreifen::V,apanhar,шап_беріп_ұстап_алу
1337,ergreifen::V,apanhar,шап_беру
1338,ergreifen::V,apanhar,шап_ете_түсу
1339,halten::V,segurar,тұту
1340,halten::V,segurar,ұстау
1341,drücken::V,apertar,басу
1342,schieben::V,empurrar,итеру
1343,kratzen::V,raspar,қыру
1344,lecken::V,lamber,жалау
1345,beißen::V,morder,қабу
1346,beißen::V,morder,тістеу
1347,beißen::V,morder,қауып алу
1348,abreißen::V,arrancar,үзу
1349,abschneiden::V,talhar,қырқу
1350,binden::V,ligar,байланыстыру
1351,binden::V,ligar,байлап_алу
1352,binden::V,ligar,байластыру
1353,binden::V,ligar,байлау
1354,binden::V,ligar,буу
1355,binden::V,ligar,матау
1356,binden::V,ligar,сабақтастыру
1357,binden::V,ligar,ұштастыру
1358,stecken::V,meter,сұғу
1359,stecken::V,enfiar,сұғу
1360,brechen::V,romper,сындыру
1361,brechen::V,quebrar,сындыру
1362,klopfen::V,bater,қағу
1363,hauen::V,bater,соғу
1364,kleben::V,colar,желімдеу
1365,reiben::V,esfregar,үйкеу
1366,streichen::V,barrar,сүйкеу
1367,schleifen::V,afiar,егеу
1368,schleifen::V,afiar,қайрау
1369,schleifen::V,afiar,егеулеу
1370,schneiden::V,cortar,кесу
1371,rütteln::V,sacudir,қозғау
1372,rütteln::V,sacudir,жұлмалау
1373,schütteln::V,abanar,дірілдету
1374,schütteln::V,abanar,селкілдету
1375,schütteln::V,sacudir,дірілдету
1376,schütteln::V,sacudir,селкілдету
1377,schwenken::V,agitar,бұлғау
1378,schwenken::V,agitar,сермеу
1379,schütten::V,deitar,құю
1380,füllen::V,encher,толтыру
1381,einwickeln::V,envolver,орау
1382,einwickeln::V,embrulhar,орау
1383,tragen::V,levar,алып жүру
1384,tragen::V,trazer,алып жүру
1385,schleppen::V,arrastar,тарту
1386,ziehen::V,puxar,тарту
1387,aufbewahren::V,guardar,сақтау
1388,aufbewahren::V,conservar,сақтау
1389,werfen::V,lançar,лақтыру
1390,fangen::V,apanhar,қармау
1391,fangen::V,apanhar,қағып алу
1392,packen::V,agarrar,шап беру
1393,packen::V,agarrar,шап ете түсу
1394,packen::V,agarrar,шап беріп ұстап алу
1395,verstecken::V,esconder,тығу
1396,verstecken::V,esconder,жасыру
1397,teilen::V,partir,бөлу
1398,teilen::V,dividir,бөлу
1399,schicken::V,enviar,жіберу
1400,bringen::V,trazer,әкелу
1401,bringen::V,trazer,алып келу
1402,hinzufügen::V,acrescentar,қосу
1403,hinzufügen::V,acrescentar,үстеу
1404,bekommen::V,obter,алу
1405,erhalten::V,receber,алмақ
1406,nehmen::V,tomar,алу
1407,nehmen::V,tomar,алмақ
1408,wählen::V,eleger,таңдау
1409,wählen::V,escolher,таңдау
1410,auswählen::V,escolher,екшеу
1411,auswählen::V,escolher,саралау
1412,auswählen::V,escolher,сұрыптау
1413,auswählen::V,escolher,сайлап алу
1414,auswählen::V,seleccionar,екшеу
1415,auswählen::V,seleccionar,саралау
1416,auswählen::V,seleccionar,сұрыптау
1417,auswählen::V,seleccionar,сайлап алу
1418,bewahren::V,guardar,сақтау
1419,bewahren::V,conservar,сақтау
1420,behindern::V,impedir,оралғы болу
1421,verderben::V,estragar,бүлдіру
1422,verderben::V,corromper,бүлдіру
1423,beschädigen::V,danificar,бұзу
1424,zerbrechen::V,romper,уату
1425,zerbrechen::V,quebrar,уату
1426,zerreißen::V,rasgar,жырту
1427,zerstören::V,destruir,қирату
1428,zerstören::V,destruir,талқандау
1429,verbrennen::V,queimar,өртеу
1430,verbrennen::V,queimar,жандыру
1431,verbrennen::V,queimar,өртеп жіберу
1432,verbrennen::V,queimar,жандырып жіберу
1433,geben::V,dar,беру
1434,reichen::V,passar,беру
1435,schenken::V,oferecer,тарту
1436,versprechen::V,prometer,уәде беру
1437,wünschen::V,desejar,тілеу
1438,loben::V,louvar,мақтау
1439,loben::V,louvar,дәріптеу
1440,küssen::V,beijar,сүю
1441,wiegen::V,embalar,тербеу
1442,zudecken::V,tapar,бүркеу
1443,zudecken::V,cobrir,бүркеу
1444,wecken::V,acordar,ояту
1445,wecken::V,despertar,ояту
1446,zeigen::V,mostrar,көрсету
1447,führen::V,guiar,ерту
1448,führen::V,guiar,жетектеу
1449,führen::V,conduzir,ерту
1450,führen::V,conduzir,жетектеу
1451,lehren::V,ensinar,оқыту
1452,unterrichten::V,instruir,оқыту
1453,aufziehen::V,criar,бағу
1454,leiten::V,dirigir,басқару
1455,leiten::V,dirigir,жетекшілік ету
1456,leiten::V,conduzir,басқару
1457,leiten::V,conduzir,жетекшілік ету
1458,antreiben::V,impelir,асықтыру
1459,lassen::V,fazer,-ткізу
1460,lassen::V,fazer,мәжбүр ету
1461,einladen::V,convidar,шақыру
1462,vereinigen::V,unir,біріктіру
1463,vereinigen::V,unir,біріктіріп қою
1464,vereinigen::V,reunir,біріктіру
1465,vereinigen::V,reunir,біріктіріп қою
1466,besuchen::V,ir ver,кіріп шығу
1467,besuchen::V,ir ver,барып шығу
1468,besuchen::V,visitar,кіріп шығу
1469,besuchen::V,visitar,барып шығу
1470,treffen::V,encontrar,кездесу
1471,sich versammeln::V,reunir-se,топталу
1472,spielen::V,jogar,ойнау
1473,spielen::V,brincar,ойнау
1474,singen::V,cantar,сайрау
1475,tanzen::V,bailar,билеу
1476,sich trennen::V,apartar-se,айрылысу
1477,verlassen::V,deixar,тастау
1478,verlassen::V,abandonar,тастау
1479,retten::V,salvar,құтқару
1480,bewachen::V,vigiar,күзету
1481,bewachen::V,guardar,күзету
1482,schützen::V,proteger,жақтау
1483,schützen::V,proteger,жақтасу
1484,verteidigen::V,defender,қорғау
1485,sich schlagen::V,brigar,алысу
1486,sich schlagen::V,bater-se,алысу
1487,schießen::V,disparar,ату
1488,siegen::V,vencer,жеңу
1489,ärgern::V,irritar,ашуландыру
1490,ärgern::V,aborrecer,ашуландыру
1491,schlagen::V,bater,ұру
1492,treten::V,pisar,тебу
1493,stechen::V,picar,шаншу
1494,stoßen::V,empurrar,түрту
1495,stehlen::V,furtar,ұрлау
1496,stören::V,perturbar,кесірлен
1497,belästigen::V,incomodar,мазасын алу
1498,belästigen::V,importunar,мазасын алу
1499,verbergen::V,ocultar,сездірмеу
1500,verbergen::V,esconder,сездірмеу
1501,täuschen::V,iludir,жалған айту
1502,täuschen::V,enganar,жалған айту
1503,betrügen::V,burlar,алдау
1504,betrügen::V,burlar,алдап кету
1505,betrügen::V,burlar,ақымақ қылу
1506,betrügen::V,enganar,алдау
1507,betrügen::V,enganar,алдап кету
1508,betrügen::V,enganar,ақымақ қылу
1509,töten::V,matar,құрту
1510,töten::V,matar,өлтіру
1511,wohnen::V,morar,мекендеу
1512,wohnen::V,morar,өмір сүру
1513,arbeiten::V,trabalhar,істеу
1514,arbeiten::V,trabalhar,еңбектену
1515,sammeln::V,recolher,жыю
1516,sammeln::V,coleccionar,жыю
1517,pflücken::V,colher,жұлу
1518,jagen::V,caçar,аулау
1519,fischen::V,pescar,балык_аулау
1520,fassen::V,apanhar,ұстау
1521,hüten::V,guardar,жаю
1522,hüten::V,guardar,бағу
1523,treiben::V,conduzir,айдау
1524,anbinden::V,atar,байлау
1525,füttern::V,dar de comer a,ас ішкізу
1526,füttern::V,dar de comer a,азықтандыру
1527,füttern::V,dar de comer a,қоректендіру
1528,melken::V,ordenhar,сауу
1529,hacken::V,rachar,турау
1530,gießen::V,regar,суару
1531,reifen::V,amadurecer,жетілу
1532,zubereiten::V,preparar,даяр ету
1533,kochen::V,cozer,асу
1534,backen::V,cozer,пісіру
1535,braten::V,assar,қуыру
1536,braten::V,fritar,қуыру
1537,umrühren::V,remexer,былғалау
1538,umrühren::V,remexer,сапырылыстыру
1539,stricken::V,tricotar,торлау
1540,stricken::V,tricotar,тоқу
1541,stricken::V,fazer malha,торлау
1542,stricken::V,fazer malha,тоқу
1543,nähen::V,coser,тігу
1544,nähen::V,costurar,тігу
1545,färben::V,tingir,бояу
1546,färben::V,tingir,сырлау
1547,färben::V,colorir,бояу
1548,färben::V,colorir,сырлау
1549,reinigen::V,limpar,аршу
1550,reinigen::V,limpar,тазалау
1551,reinigen::V,purificar,аршу
1552,reinigen::V,purificar,тазалау
1553,waschen::V,lavar,жуу
1554,abwischen::V,limpar,сүрту
1555,abwischen::V,esfregar,сүрту
1556,spülen::V,lavar,шаю
1557,spülen::V,enxaguar,шаю
1558,fegen::V,varrer,сыпыру
1559,kehren::V,varrer,сыпыру
1560,baden::V,banhar,шомылу
1561,baden::V,tomar banho,шомылу
1562,sich waschen::V,lavar-se,жуыну
