,Concept_ID,ar,be
801,zehn::NUM,عشرة,дзесяць
802,elf::NUM,أحد عشر,адзінаццаць
803,zwölf::NUM,اثنا عشر,дванаццаць
804,zwanzig::NUM,عشرون,дваццаць
805,dreißig::NUM,ثلاثون,трыццаць
806,vierzig::NUM,أربعون,сорак
807,fünfzig::NUM,خمسون,пядзесят
808,sechzig::NUM,ستون,шесдзесят
809,siebzig::NUM,سبعون,семдзесят
810,achtzig::NUM,ثمانون,восемдзесят
811,neunzig::NUM,تسعون,дзевяноста
812,hundert::NUM,مئة,сто
813,tausend::NUM,ألف,тысяча
814,und::CNJ,و,і
815,und::CNJ,و,ды
816,oder::CNJ,أو,або
817,stehen::V,وقف,стаяць
818,sitzen::V,جلس,сядзець
819,liegen::V,رقد,ляжаць
820,hängen::V,تعلق,вісець
821,werden::V,صار,стаць
822,werden::V,صار,зрабіцца
823,werden::V,أصبح,стаць
824,werden::V,أصبح,зрабіцца
825,passieren::V,حدث,трапіцца
826,beginnen::V,ابتدأ,пачацца
827,enden::V,انتهى,кончыцца
828,wechseln::V,تغير,мяняцца
829,aufgehen[Sonne]::V,شرق,узысці
830,untergehen[Sonne]::V,غرب,зайсці
831,scheinen[Sonne]::V,أضاء,свяціць
832,donnern::V,رعد,грымець
833,wehen::V,هب,дзьмуць
834,strömen::V,جرى,ліцца
835,fließen::V,سال,цячы
836,sich drehen::V,دار,круціцца
837,sich drehen::V,دار,варочацца
838,schwanken::V,ترنح,хістацца
839,schwingen::V,ترجح,гайдацца
840,schwingen::V,ترجح,калыхацца
841,fallen::V,سقط,падаць
842,brennen::V,احترق,гарэць
843,rauchen::V,دخن,дымець
844,regnen::V,أمطر,дажджыць
845,gefrieren::V,تجمد,замерзнуць
846,tauen::V,ذاب,раставаць
847,schmelzen::V,ذاب,плавіцца
848,trocknen::V,نشف,сохнуць
849,sieden::V,غلى,кіпець
850,faulen::V,فسد,гнісці
851,verfaulen::V,تعفن,згнісці
852,reißen::V,انقطع,ірвацца
853,versinken::V,غرق,тануць
854,vergehen::V,مضى,праходзіць
855,erscheinen::V,لاح,зʼявіцца
856,erscheinen::V,ظهر,зʼявіцца
857,verschwinden::V,غاب,знікнуць
858,sinken::V,هبط,спадаць
859,abnehmen::V,نقص,паменшыцца
860,zunehmen::V,ازداد,павялічвацца
861,steigen::V,صعد,паднімацца
862,steigen::V,ارتفع,паднімацца
863,wachsen::V,نما,расці
864,wachsen::V,نبت,расці
865,glänzen::V,لمع,блішчаць
866,funkeln::V,تلألأ,бліскаць
867,lärmen::V,ضج,шумець
868,lärmen::V,صخب,шумець
869,läuten::V,قرع,званіць
870,klingeln::V,دق,званіць
871,klirren::V,قعقع,бразгаць
872,brausen::V,عج,бушаваць
873,rauschen::V,حف,шастаць
874,klingen::V,رن,гучаць
875,bellen::V,نبح,брахаць
876,heulen::V,عوى,выць
877,blasen::V,نفخ,дзьмухнуць
878,pfeifen::V,صفر,свістаць
879,schreien::V,صرخ,крычаць
880,stöhnen::V,أن,стагнаць
881,zittern::V,ارتعش,дрыжаць
882,leben::V,عاش,жыць
883,geboren werden::V,ولد,нарадзіцца
884,atmen::V,تنفس,дыхаць
885,trinken::V,شرب,піць
886,essen::V,أكل,есці
887,schlucken::V,جرع,глытаць
888,müde werden::V,تعب,стаміцца
889,einschlafen::V,نام,заснуць
890,schlafen::V,نام,спаць
891,aufwachen::V,استيقظ,рассыпацца
892,aufstehen::V,قام,устаць
893,sich erholen::V,استجم,адпачываць
894,krank werden::V,مرض,захварэць
895,krank sein::V,مرض,хварэць
896,schmerzen::V,آلم,балець
897,husten::V,كح,кашляць
898,husten::V,سعل,кашляць
899,genesen::V,نقه,паправіцца
900,genesen::V,نقه,паздаравець
901,sterben::V,مات,памерці
902,umkommen::V,هلك,загінуць
903,sich bewegen::V,تحرك,рухацца
904,sich rühren::V,تحرك,варушыцца
905,sich erheben::V,قام,устаць
906,sich setzen::V,جلس,сесці
907,hinfallen::V,وقع,упасці
908,laufen::V,مشى,хадзіць
909,schreiten::V,خطا,шагаць
910,schreiten::V,خطا,крочыць
911,spazierengehen::V,تنزه,гуляць
912,eilen::V,عجل,спяшацца
913,sich beeilen::V,استعجل,спяшацца
914,sausen::V,أسرع,імчацца
915,rennen::V,عدا,бегаць
916,rennen::V,ركض,бегаць
917,springen::V,قفز,скакаць
918,klettern::V,تسلق,лазіць
919,schaukeln::V,تأرجح,гайдацца
920,kriechen::V,دب,поўзаць
921,kriechen::V,زحف,поўзаць
922,schwimmen::V,سبح,плаваць
923,tauchen::V,غطس,ныраць
924,rudern::V,جذف,веславаць
925,fahren::V,ركب,ехаць
926,fahren::V,سافر,ехаць
927,fliegen::V,طار,лятаць
928,gehen::V,سار,ісці
929,gehen::V,ذهب,ісці
930,weggehen::V,ذهب,пайсці
931,weggehen::V,انصرف,пайсці
932,abfahren::V,رحل,адʼяжджаць
933,anhalten::V,توقف,спыніцца
934,anhalten::V,توقف,затрымацца
935,hineingehen::V,دخل,уваходзіць
936,eintreten::V,دخل,увайсці
937,kommen::V,أتى,прыйсці
938,kommen::V,جاء,прыйсці
939,ankommen::V,وصل,прыбыць
940,zurückkommen::V,عاد,вярнуцца
941,zurückkommen::V,رجع,вярнуцца
942,bleiben::V,مكث,застацца
943,warten::V,انتظر,чакаць
944,erwarten::V,ترقب,чакаць
945,erwarten::V,انتظر,чакаць
946,suchen::V,بحث,шукаць
947,finden::V,وجد,знайсці
948,versuchen::V,حاول,прабаваць
949,vorbereiten::V,أعد,падрыхтаваць
950,vorbereiten::V,حضر,падрыхтаваць
951,lieben::V,أحب,кахаць
952,mögen::V,أحب,любіць
953,lachen::V,ضحك,смяяцца
954,rühren::V,أثر,расчуліць
955,weinen::V,بكى,плакаць
956,schimpfen::V,سب,лаяцца
957,schimpfen::V,شتم,лаяцца
958,sich ärgern::V,زعل,сердаваць
959,sich fürchten::V,هاب,баяцца
960,fürchten::V,خاف,баяцца
961,fürchten::V,خشي,баяцца
962,fliehen::V,هرب,уцякаць
963,flüchten::V,فر,уцячы
964,sehen::V,رأى,бачыць
965,anschauen::V,نظر,паглядзець
966,ansehen::V,نظر,глядзець
967,hören::V,سمع,чуць
968,zuhören::V,أصغى,слухаць
969,probieren::V,ذاق,каштаваць
970,riechen::V,شم,нюхаць
971,riechen::V,استنشق,нюхаць
972,fühlen::V,شعر,адчуваць
973,scheinen::V,ظهر,здавацца
974,zu sehen sein::V,ظهر,віднецца
975,vernehmen::V,سمع,пачуць
976,frieren::V,بردان,мёрзнуць
977,tun::V,فعل,рабіць
978,können::V,قدر,умець
979,können::V,استطاع,умець
980,wollen::V,شاء,хацець
981,wollen::V,أراد,хацець
982,anfangen::V,بدأ,пачаць
983,beenden::V,أنهى,закончыць
984,aufhören::V,توقف,перастаць
985,aufhören::V,انقطع,перастаць
986,gelingen::V,نجح,удацца
987,geraten::V,طلع,аказацца
988,öffnen::V,فتح,адчыніць
989,schließen::V,أغلق,зачыніць
990,stellen::V,وضع,паставіць
991,stellen::V,أقام,паставіць
992,setzen::V,أجلس,пасадзіць
993,legen::V,وضع,класці
994,berühren::V,مس,чапаць
995,berühren::V,لمس,чапаць
996,verbinden::V,ربط,звязаць
997,verbinden::V,وصل,звязаць
998,bedecken::V,غطى,накрыць
999,aufhängen::V,علق,павесіць
1000,anzünden::V,أوقد,запаліць
1001,aufheben::V,لقط,падняць
1002,zurücklassen::V,ترك,пакінуць
1003,verlieren::V,فقد,згубіць
1004,fallen lassen::V,أسقط,упусціць
1005,machen::V,فعل,зрабіць
1006,herstellen::V,صنع,вырабіць
1007,herstellen::V,أنتج,вырабіць
1008,bauen::V,بنى,будаваць
1009,bauen::V,شيد,будаваць
1010,reparieren::V,صلح,правіць
1011,verbessern::V,صحح,палепшыць
1012,ändern::V,غير,змяніць
1013,graben::V,حفر,капаць
1014,beugen::V,ثنى,сагнуць
1015,beugen::V,أحنى,сагнуць
1016,biegen::V,لوى,пагнуць
1017,drehen::V,أدار,вярцець
1018,drehen::V,دور,вярцець
1019,wenden::V,قلب,павярнуць
1020,umdrehen::V,قلب,перавярнуць
1021,heben::V,رفع,падымаць
1022,hochheben::V,رفع,падняць
1023,ergreifen::V,مسك,схапіць
1024,ergreifen::V,مسك,схваціць
1025,halten::V,مسك,трымаць
1026,drücken::V,ضغط,націскаць
1027,schieben::V,حرك,пхаць
1028,schieben::V,حرك,штурхаць
1029,kratzen::V,خدش,скрэбці
1030,lecken::V,لعق,лізаць
1031,beißen::V,عض,кусаць
1032,abreißen::V,قلع,адарваць
1033,abschneiden::V,قطع,адрэзаць
1034,binden::V,ربط,вязаць
1035,stecken::V,دس,уваткнуць
1036,brechen::V,كسر,зламаць
1037,klopfen::V,طرق,стукаць
1038,hauen::V,ضرب,біць
1039,kleben::V,ألصق,клеіць
1040,reiben::V,حك,церці
1041,streichen::V,نشر,намазаць
1042,schleifen::V,سن,тачыць
1043,schneiden::V,قطع,рэзаць
1044,rütteln::V,رج,хістаць
1045,schütteln::V,هز,трэсці
1046,schwenken::V,لوح,махаць
1047,schütten::V,صب,наліць
1048,füllen::V,ملأ,напоўніць
1049,einwickeln::V,لف,загарнуць
1050,tragen::V,حمل,несці
1051,schleppen::V,سحب,цягнуць
1052,ziehen::V,سحب,цягнуць
1053,aufbewahren::V,حفظ,захоўваць
1054,werfen::V,رمى,кідаць
1055,werfen::V,ألقى,кідаць
1056,fangen::V,التقط,лавіць
1057,packen::V,مسك,схапіць
1058,packen::V,مسك,схваціць
1059,verstecken::V,خبأ,схаваць
1060,teilen::V,قسم,раздзяліць
1061,schicken::V,بعث,пасылаць
1062,schicken::V,أرسل,пасылаць
1063,bringen::V,جلب,прынесці
1064,hinzufügen::V,أضاف,дабавіць
1065,bekommen::V,حصل,дастаць
1066,erhalten::V,استلم,атрымаць
1067,nehmen::V,أخذ,ўзяць
1068,wählen::V,اختار,выбраць
1069,auswählen::V,انتقى,адабраць
1070,bewahren::V,حافظ,захаваць
1071,behindern::V,عاق,перашкаджаць
1072,verderben::V,أفسد,сапсаваць
1073,beschädigen::V,أضر,пашкодзіць
1074,zerbrechen::V,كسر,разбіць
1075,zerreißen::V,مزق,разадраць
1076,zerstören::V,دمر,разбурыць
1077,verbrennen::V,حرق,спаліць
1078,geben::V,أعطى,даць
1079,reichen::V,ناول,перадаць
1080,schenken::V,وهب,дарыць
1081,versprechen::V,وعد,абяцаць
1082,wünschen::V,تمنى,жадаць
1083,loben::V,مدح,хваліць
1084,küssen::V,قبل,цалаваць
1085,wiegen::V,هدهد,гушкаць
1086,wiegen::V,هدهد,калыхаць
1087,zudecken::V,غطى,накрыць
1088,wecken::V,أيقظ,пабудзіць
1089,zeigen::V,أرى,паказаць
1090,führen::V,دل,весці
1091,lehren::V,علم,вучыць
1092,unterrichten::V,علم,выкладаць
1093,aufziehen::V,ربى,выхаваць
1094,leiten::V,دل,кіраваць
1095,leiten::V,أدار,кіраваць
1096,antreiben::V,حث,падганяць
1097,lassen::V,حدا,прымусіць
1098,einladen::V,دعا,запрасіць
1099,vereinigen::V,وحد,абʼяднаць
1100,besuchen::V,زار,наведаць
1101,treffen::V,قابل,сустрэць
1102,sich versammeln::V,اجتمع,сабрацца
1103,spielen::V,لعب,гуляць
1104,singen::V,غنى,пець
1105,singen::V,غنى,спяваць
1106,tanzen::V,رقص,танцаваць
1107,sich trennen::V,افترق,расстацца
1108,verlassen::V,ترك,пакінуць
1109,retten::V,نجى,выратаваць
1110,retten::V,أنقذ,выратаваць
1111,bewachen::V,حرس,ахоўваць
1112,schützen::V,حمى,уберагаць
1113,verteidigen::V,دافع,абараніць
1114,sich schlagen::V,تضارب,біцца
1115,sich schlagen::V,تضارب,драцца
1116,schießen::V,أطلق,страляць
1117,siegen::V,انتصر,перамагчы
1118,ärgern::V,أزعل,злаваць
1119,schlagen::V,ضرب,ударыць
1120,treten::V,رفس,штурхаць
1121,stechen::V,شك,укалоць
1122,stoßen::V,دفع,папхнуць
1123,stehlen::V,سرق,украсці
1124,stören::V,ضايق,перашкодзіць
1125,belästigen::V,أزعج,дакучаць
1126,verbergen::V,كتم,скрыць
1127,verbergen::V,كتم,схаваць
1128,täuschen::V,خدع,падмануць
1129,betrügen::V,غش,змахляваць
1130,töten::V,قتل,забіць
1131,wohnen::V,سكن,жыць
1132,arbeiten::V,عمل,працаваць
1133,arbeiten::V,اشتغل,працаваць
1134,sammeln::V,جمع,сабраць
1135,pflücken::V,جنى,зрываць
1136,pflücken::V,قطف,зрываць
1137,jagen::V,صاد,паляваць
1138,fischen::V,اصطاد,рыбачыць
1139,fassen::V,قبض,злавіць
1140,hüten::V,رعى,пасвіць
1141,treiben::V,ساق,гнаць
1142,anbinden::V,ربط,прывязаць
1143,füttern::V,علف,карміць
1144,melken::V,حلب,даіць
1145,hacken::V,فرم,сячы
1146,gießen::V,سقى,паліць
1147,reifen::V,نضج,паспець
1148,zubereiten::V,حضر,зварыць
1149,zubereiten::V,حضر,згатаваць
1150,kochen::V,طبخ,варыць
1151,backen::V,خبز,пячы
1152,braten::V,قلى,смажыць
1153,braten::V,حمر,смажыць
1154,umrühren::V,قلب,перамяшаць
1155,stricken::V,حاك,вязаць
1156,nähen::V,خاط,шыць
1157,färben::V,صبغ,пафарбаваць
1158,färben::V,لون,пафарбаваць
1159,reinigen::V,نظف,ачысціць
1160,waschen::V,غسل,мыць
1161,abwischen::V,مسح,выцерці
1162,spülen::V,شطف,паласкаць
1163,fegen::V,كنس,падмятаць
1164,kehren::V,كنس,месці
1165,baden::V,استحم,купацца
1166,sich waschen::V,اغتسل,мыцца
1167,ausziehen::V,خلع,зняць
1168,anziehen::V,لبس,надзець
1169,sich anziehen::V,اكتسى,адзецца
1170,kämmen::V,مشط,прычасаць
1171,schmücken::V,زين,аздобіць
1172,sagen::V,قال,сказаць
1173,sprechen::V,تكلم,гаварыць
1174,reden::V,تكلم,размаўляць
1175,sich unterhalten::V,تحادث,гутарыць
1176,fragen::V,سأل,спытаць
1177,bitten::V,رجا,прасіць
1178,erzählen::V,حكي,расказаць
1179,mitteilen::V,بلغ,паведаміць
1180,nennen::V,سمى,назваць
1181,rufen::V,نادى,зваць
1182,prahlen::V,فشر,хваліцца
1183,prahlen::V,تفاخر,хваліцца
1184,übersetzen::V,ترجم,перакласці
1185,denken::V,فكر,думаць
1186,glauben::V,اعتقد,верыць
1187,bemerken::V,لاحظ,заўважыць
1188,erkennen::V,عرف,пазнаць
1189,begreifen::V,فهم,спасцігнуць
1190,begreifen::V,أدرك,спасцігнуць
1191,verstehen::V,فهم,пачуць
1192,lernen::V,درس,вучыцца
1193,wissen::V,علم,знаць
1194,sich erinnern an::V,تذكر,памятаць
1195,vergessen::V,نسي,забыць
1196,messen::V,قاس,мераць
1197,zählen::V,عد,лічыць
1198,zählen::V,أحصى,лічыць
1199,rechnen::V,حسب,лічыць
1200,lesen::V,قرأ,чытаць
1201,malen::V,صور,маляваць
1202,zeichnen::V,رسم,рысаваць
1203,schreiben::V,كتب,пісаць
1204,besitzen::V,حاز,мець
1205,besitzen::V,ملك,мець
1206,kaufen::V,اشترى,купіць
1207,verkaufen::V,باع,прадаць
1208,bezahlen::V,دفع,заплаціць
1209,zahlen::V,سدد,плаціць
1210,beherrschen::V,حكم,уладаць
1211,beherrschen::V,حكم,валодаць
1212,ertragen::V,أطاق,выцерпець
1213,ertragen::V,تحمل,выцерпець
