,Concept_ID,he,eu
810,geradeaus::ADV,ישר,artez
811,vorwärts::ADV,קדימה,aurrera
812,rückwärts::ADV,לאחור,atzera
813,rückwärts::ADV,לאחור,atzerantz
814,zurück::ADV,בחזרה,atzera
815,zurück::ADV,אחורנית,atzera
816,unten::ADV,למטה,behean
817,hinab::ADV,למטה,behera
818,hinab::ADV,למטה,beherantz
819,oben::ADV,מעל,goian
820,oben::ADV,למעלה,goian
821,hinauf::ADV,למעלה,gora
822,hinauf::ADV,למעלה,gorantz
823,überall::ADV,בכל מקום,edonon
824,nicht::ADV,לא,ez
825,ein wenig::ADV,קצת,apur bat
826,ein wenig::ADV,קצת,pixka bat
827,kaum::ADV,בקשי,ozta
828,kaum::ADV,בקשי,nekez
829,sehr::ADV,מאוד,oso
830,so::ADV,כך,hala
831,so::ADV,כך,honela
832,so::ADV,ככה,hala
833,so::ADV,ככה,honela
834,noch::ADV,עוד,oraindik
835,noch::ADV,עדין,oraindik
836,nur::ADV,רק,bakarrik
837,schon::ADV,כבר,ja
838,schon::ADV,כבר,jada
839,wieder::ADV,שוב,berriro
840,vergebens::ADV,לריק,alferrik
841,vergebens::ADV,לשוא,alferrik
842,vor::PRP,מול,aurrean
843,hinter::PRP,מאחורי,ostean
844,hinter::PRP,מאחורי,gibelean
845,unter::PRP,מתחת,pean
846,unter::PRP,מתחת,azpian
847,durch::PRP,דרך,zehar
848,neben::PRP,ליד,ondoan
849,neben::PRP,ליד,aldamenean
850,neben::PRP,על-יד,ondoan
851,neben::PRP,על-יד,aldamenean
852,zwischen::PRP,בין,artean
853,wegen::PRP,בשל,-gatik
854,wegen::PRP,בגלל,-gatik
855,dies::PRN,זה,hau
856,das::PRN,זה,hura
857,alles::PRN,הכל,dena
858,ich::PRN,אני,ni
859,du::PRN,את,zu
860,du::PRN,אתה,zu
861,er::PRN,הוא,bera
862,wir::PRN,אנחנו,gu
863,ihr::PRN,לה,zuek
864,sie::PRN,הם,berak
865,was::FPRN,מה,zer
866,wer::FPRN,מי,nor
867,wo::FADV,איפה,non
868,wohin::FADV,לאן,nora
869,wie::FADV,איך,nola
870,wie::FADV,איך,zelan
871,warum::FADV,למה,zeren
872,warum::FADV,למה,zergatik
873,wieviel::FNUM,כמה,zenbat
874,eins::NUM,אחד,bat
875,zwei::NUM,שתים,bi
876,zwei::NUM,שתים,biga
877,drei::NUM,שלושה,hiru
878,vier::NUM,ארבעה,lau
879,fünf::NUM,חמשה,bost
880,sechs::NUM,ששה,sei
881,sieben::NUM,שבעה,zazpi
882,acht::NUM,שמונה,zortzi
883,neun::NUM,תשעה,bederatzi
884,zehn::NUM,עשרה,hamar
885,elf::NUM,אחת עשרה,hamaika
886,zwölf::NUM,שתים עשרה,hamabi
887,zwanzig::NUM,עשרים,hogei
888,dreißig::NUM,שלושים,hogeita hamar
889,vierzig::NUM,ארבעים,berrogei
890,fünfzig::NUM,חמשים,berrogeita hamar
891,sechzig::NUM,ששים,hirurogei
892,siebzig::NUM,שבעים,hirurogeita hamar
893,achtzig::NUM,שמונים,laurogei
894,neunzig::NUM,תשעים,laurogeita hamar
895,hundert::NUM,מאה,ehun
896,tausend::NUM,אלף,mila
897,und::CNJ,ו,eta
898,oder::CNJ,או,edo
899,stehen::V,עמד,zutik egon
900,sitzen::V,ישב,eserita egon
901,liegen::V,שכב,etzan
902,hängen::V,היה תלוי,eskegita egon
903,hängen::V,היה תלוי,zintzilik egon
904,werden::V,הפך ל,bihurtu
905,werden::V,הפך ל,bilakatu
906,passieren::V,קרה,pasatu
907,passieren::V,קרה,gertatu
908,beginnen::V,התחיל,hasi
909,enden::V,הסתים,bukatu
910,wechseln::V,השתנה,aldatu
911,aufgehen[Sonne]::V,זרח,ilki
912,aufgehen[Sonne]::V,זרח,sortu
913,untergehen[Sonne]::V,שקע,sartu
914,scheinen[Sonne]::V,בהק,eguzkia egon
915,donnern::V,רעם,trumoia jo
916,wehen::V,נשב,haizea ibili
917,strömen::V,זרם,zorrotadaka isuri
918,fließen::V,זרם,isuri
919,sich drehen::V,הסתובב,biratu
920,schwanken::V,התנודד,zabuka ibili
921,schwingen::V,התנענע,kulunkatu
922,fallen::V,נפל,erori
923,brennen::V,בער,sutan egon
924,rauchen::V,עשן,kea bota
925,regnen::V,ירד גשם,euria ari izan
926,gefrieren::V,קפא,izoztu
927,gefrieren::V,קפא,hormatu
928,tauen::V,נמס,gesaldu
929,schmelzen::V,התיך,urtu
930,trocknen::V,התיבש,idortu
931,trocknen::V,התיבש,lehortu
932,sieden::V,רתח,irakin
933,faulen::V,רקב,hirotu
934,faulen::V,רקב,usteldu
935,verfaulen::V,רקב,hirotu
936,verfaulen::V,רקב,usteldu
937,reißen::V,נקרע,eten
938,reißen::V,נקרע,tarrat egin
939,versinken::V,טבע,urperatu
940,vergehen::V,עבר,iragan
941,erscheinen::V,נגלה,agertu
942,erscheinen::V,הופיע,agertu
943,verschwinden::V,נעלם,desagertu
944,sinken::V,ירד,beheititu
945,abnehmen::V,הפחית,gutxitu
946,abnehmen::V,הפחית,beheratu
947,zunehmen::V,רבה,gora egin
948,steigen::V,עלה,igo
949,wachsen::V,גדל,hazi
950,glänzen::V,נצץ,distiratu
951,glänzen::V,בהק,distiratu
952,funkeln::V,נצנץ,izarniatu
953,lärmen::V,רעש,zarata atera
954,läuten::V,צלצל,jo
955,läuten::V,צלצל,hots egin
956,klingeln::V,צלצל,txirrina jo
957,klirren::V,קרקש,tintin egin
958,brausen::V,געש,marru egin
959,rauschen::V,רשרש,fir-fir egin
960,klingen::V,נשמע,soinu egin
961,bellen::V,נבח,zaunkatu
962,heulen::V,ילל,ulu egin
963,heulen::V,ילל,uhuri egin
964,blasen::V,נשף,ufa egin
965,blasen::V,נשף,putz egin
966,pfeifen::V,שרק,txistu egin
967,schreien::V,צעק,oihu egin
968,schreien::V,צעק,garrasi egin
969,stöhnen::V,נאנק,intziri egin
970,zittern::V,רעד,ikara egin
971,zittern::V,רעד,dar-dar egin
972,leben::V,חי,bizi izan
973,geboren werden::V,נולד,jaio
974,atmen::V,נשם,hats egin
975,atmen::V,נשם,arnasa egin
976,trinken::V,שתה,edan
977,essen::V,אכל,jan
978,schlucken::V,בלע,irentsi
979,müde werden::V,התעיף,unatu
980,müde werden::V,התעיף,nekatu
981,einschlafen::V,נרדם,lokartu
982,schlafen::V,ישן,lo egin
983,aufwachen::V,התעורר,esnatu
984,aufwachen::V,התעורר,atzarri
985,aufstehen::V,קם,jaiki
986,sich erholen::V,נפש,atseden egin
987,krank werden::V,חלה,gaixotu
988,krank sein::V,היה חולה,eri izan
989,krank sein::V,היה חולה,gaixo izan
990,schmerzen::V,כאב,min egin
991,husten::V,השתעל,eztul egin
992,genesen::V,הבריא,osatu
993,sterben::V,מת,hil
994,sterben::V,מת,zendu
995,umkommen::V,נספה,istripuz hil
996,sich bewegen::V,נע,higitu
997,sich rühren::V,זז,zirkin egin
998,sich erheben::V,קם,zutitu
999,sich erheben::V,קם,altxatu
1000,sich setzen::V,התישב,eseri
1001,sich setzen::V,התישב,jesarri
1002,hinfallen::V,נפל,erori
1003,laufen::V,הלך ברגל,ibili
1004,schreiten::V,פסע,oinkatu
1005,spazierengehen::V,טיל,paseatu
1006,spazierengehen::V,טיל,ostera bat egin
1007,eilen::V,אץ,lasterkatu
1008,eilen::V,מהר,lasterkatu
1009,sich beeilen::V,מהר,lehiatu
1010,sausen::V,אץ,ziztu bizian joan
1011,rennen::V,רץ,lasterka egin
1012,springen::V,קפץ,jauzi egin
1013,klettern::V,טפס,igo
1014,schaukeln::V,התנדנד,zabu egin
1015,schaukeln::V,התנדנד,zanbulu egin
1016,kriechen::V,זחל,narras egin
1017,schwimmen::V,שחה,igerikatu
1018,schwimmen::V,שחה,igeri egin
1019,tauchen::V,צלל,murgildu
1020,tauchen::V,צלל,pulunpatu
1021,rudern::V,חתר,bogatu
1022,rudern::V,חתר,arraun egin
1023,fahren::V,נסע,joan
1024,fliegen::V,עף,hegaldatu
1025,fliegen::V,עף,hegan egin
1026,gehen::V,הלך,joan
1027,weggehen::V,עזב,alde egin
1028,abfahren::V,יצא,abiatu
1029,anhalten::V,עצר,geratu
1030,anhalten::V,עצר,gelditu
1031,hineingehen::V,נכנס,sartu
1032,eintreten::V,נכנס,sartu
1033,kommen::V,בא,etorri
1034,ankommen::V,הגיע,heldu
1035,ankommen::V,הגיע,iritsi
1036,zurückkommen::V,שב,itzuli
1037,zurückkommen::V,חזר,itzuli
1038,bleiben::V,נשאר,gelditu
1039,warten::V,חכה,itxaron
1040,warten::V,חכה,zain egon
1041,warten::V,המתין,itxaron
1042,warten::V,המתין,zain egon
1043,erwarten::V,צפה,iguriki
1044,suchen::V,חפש,bilatu
1045,finden::V,מצא,idoro
1046,finden::V,מצא,aurkitu
1047,versuchen::V,נסה,saiatu
1048,versuchen::V,נסה,ahalegindu
1049,vorbereiten::V,הכין,gertatu
1050,lieben::V,אהב,maitatu
1051,lieben::V,אהב,maite izan
1052,mögen::V,אהב,laket izan
1053,mögen::V,אהב,atsegin izan
1054,lachen::V,צחק,irri egin
1055,lachen::V,צחק,barre egin
1056,rühren::V,נגע ללב,hunkitu
1057,weinen::V,בכה,negar egin
1058,schimpfen::V,גער,erneguka ari izan
1059,sich ärgern::V,זעם,ernegatu
1060,sich ärgern::V,זעם,haserretu
1061,sich ärgern::V,כעס,ernegatu
1062,sich ärgern::V,כעס,haserretu
1063,sich fürchten::V,פחד,beldur izan
1064,sich fürchten::V,חשש,beldur izan
1065,fürchten::V,פחד מ,beldur izan
1066,fürchten::V,חשש מ,beldur izan
1067,fliehen::V,ברח,ihes egin
1068,flüchten::V,נמלט,ihes egin
1069,sehen::V,ראה,ikusi
1070,anschauen::V,הביט,begietsi
1071,ansehen::V,התבונן,begiratu
1072,hören::V,שמע,aditu
1073,zuhören::V,הקשיב,entzun
1074,probieren::V,נסה,dastatu
1075,riechen::V,הריח,usnatu
1076,riechen::V,הריח,usaindu
1077,fühlen::V,חש,sentitu
1078,scheinen::V,נדמה,iruditu
1079,scheinen::V,נדמה,begitandu
1080,zu sehen sein::V,נראה,azaldu
1081,vernehmen::V,נודע ל,aditu
1082,frieren::V,קר ל,hotz izan
1083,tun::V,פעל,egin
1084,können::V,יכל,ahal izan
1085,wollen::V,רצה,nahi izan
1086,anfangen::V,התחיל,hasi
1087,beenden::V,גמר,bukatu
1088,aufhören::V,סים,utzi
1089,gelingen::V,הצליח,lortu
1090,geraten::V,עלה,heldu
1091,öffnen::V,פתח,ireki
1092,öffnen::V,פתח,zabaldu
1093,schließen::V,סגר,itxi
1094,stellen::V,העמיד,ipini
1095,setzen::V,הושיב,jesarri
1096,legen::V,שם,jarri
1097,berühren::V,נגע,ukitu
1098,verbinden::V,קשר,uztartu
1099,bedecken::V,כסה,estali
1100,aufhängen::V,תלה,eseki
1101,aufhängen::V,תלה,eskegi
1102,anzünden::V,הצית,piztu
1103,aufheben::V,אסף,jaso
1104,zurücklassen::V,השאיר,atzean utzi
1105,verlieren::V,אבד,galdu
1106,fallen lassen::V,שמט,erortzen utzi
1107,fallen lassen::V,הפיל,erortzen utzi
1108,machen::V,עשה,egin
1109,herstellen::V,יצר,ekoiztu
1110,bauen::V,בנה,eraiki
1111,reparieren::V,תקן,konpondu
1112,verbessern::V,שפר,hobetu
1113,ändern::V,שנה,mudatu
1114,graben::V,חפר,aitzurtu
1115,beugen::V,כפף,makurtu
1116,biegen::V,כופף,malgutu
1117,biegen::V,כופף,makolatu
1118,drehen::V,סובב,jiratu
1119,wenden::V,הפך,bihurtu
1120,umdrehen::V,סובב,biratu
1121,umdrehen::V,סובב,alderantzikatu
1122,heben::V,הרים,jaso
1123,heben::V,הרים,goratu
1124,hochheben::V,הרים,goratu
1125,hochheben::V,הרים,altxatu
1126,ergreifen::V,אחז,oratu
1127,halten::V,החזיק,eutsi
1128,drücken::V,לחץ,sakatu
1129,schieben::V,הזיז,bultzatu
1130,kratzen::V,שרט,hatz egin
1131,kratzen::V,שרט,hazka egin
1132,kratzen::V,שפשף,hatz egin
1133,kratzen::V,שפשף,hazka egin
1134,lecken::V,לקק,miaztu
1135,lecken::V,לקק,lamikatu
1136,beißen::V,נשך,hozka egin
1137,beißen::V,נשך,ausiki egin
1138,abreißen::V,קרע,kendu
1139,abschneiden::V,חתך,moztu
1140,abschneiden::V,חתך,pikatu
1141,binden::V,קשר,lotu
1142,binden::V,קשר,estekatu
1143,stecken::V,תקע,sartu
1144,brechen::V,שבר,apurtu
1145,klopfen::V,נקש,jo
1146,hauen::V,הכה,jo
1147,kleben::V,הדביק,itsatsi
1148,reiben::V,שפשף,igurtzi
1149,streichen::V,מרח,igurtzi
1150,schleifen::V,השחיז,zorroztu
1151,schneiden::V,גזר,moztu
1152,rütteln::V,נענע,astindu
1153,rütteln::V,נענע,inarrosi
1154,schütteln::V,נער,astindu
1155,schütteln::V,נער,inarrosi
1156,schwenken::V,נופף,zabukatu
1157,schwenken::V,טלטל,zabukatu
1158,schütten::V,שפך,isuri
1159,füllen::V,מלא,bete
1160,einwickeln::V,עטף,bildu
1161,tragen::V,נשא,eroan
1162,tragen::V,נשא,eraman
1163,schleppen::V,סחב,narrastu
1164,schleppen::V,סחב,herrestatu
1165,ziehen::V,משך,tira egin
1166,aufbewahren::V,שמר,gorde
1167,werfen::V,זרק,jaurti
1168,werfen::V,זרק,aurtiki
1169,fangen::V,תפס,atzeman
1170,packen::V,אחז,heldu
1171,verstecken::V,החביא,ostendu
1172,verstecken::V,החביא,ezkutatu
1173,teilen::V,חלק,zatitu
1174,schicken::V,שלח,bidali
1175,bringen::V,הביא,ekarri
1176,hinzufügen::V,הוסיף,eratxiki
1177,hinzufügen::V,הוסיף,gaineratu
1178,bekommen::V,תפס,jaso
1179,erhalten::V,קבל,jaso
1180,nehmen::V,אחז,hartu
1181,wählen::V,בחר,hautatu
1182,wählen::V,בחר,aukeratu
1183,auswählen::V,בחר ב,hautatu
1184,auswählen::V,בחר ב,aukeratu
1185,bewahren::V,קים,begiratu
1186,behindern::V,מנע,oztopatu
1187,verderben::V,מנע,hondatu
1188,beschädigen::V,הזיק,akastu
1189,zerbrechen::V,נשבר,apurtu
1190,zerreißen::V,קרע,zarratatu
1191,zerstören::V,הרס,suntsitu
1192,zerstören::V,השמיד,suntsitu
1193,verbrennen::V,שרף,erre
1194,verbrennen::V,שרף,kiskali
1195,geben::V,נתן,eman
1196,reichen::V,העביר,luzatu
1197,reichen::V,העביר,helarazi
1198,schenken::V,נתן במתנה,oparitu
1199,versprechen::V,הבטיח,agindu
1200,wünschen::V,אחל,opatu
1201,wünschen::V,אחל,opetsi
1202,loben::V,שבח,laudatu
1203,loben::V,שבח,goraipatu
1204,küssen::V,נשק,musu eman
1205,wiegen::V,נדנד,kulunkatu
1206,zudecken::V,כסה,estali
1207,wecken::V,עורר,esnatu
1208,wecken::V,עורר,iratzartu
1209,zeigen::V,הראה,erakutsi
1210,führen::V,הביא,gidatu
1211,führen::V,הוביל,gidatu
1212,lehren::V,למד,irakatsi
1213,unterrichten::V,למד,eskolak eman
1214,aufziehen::V,רומם,hazi
1215,leiten::V,נהל,arteztu
1216,antreiben::V,המרץ,bulkatu
1217,lassen::V,נתן,-arazi
1218,einladen::V,הזמין,gonbidatu
1219,vereinigen::V,אחד,batu
1220,vereinigen::V,אחד,bateratu
1221,vereinigen::V,לכד,batu
1222,vereinigen::V,לכד,bateratu
1223,besuchen::V,בקר,ikustatu
1224,treffen::V,פגש,topatu
1225,sich versammeln::V,התאסף,bildu
1226,spielen::V,שחק,jolastu
1227,singen::V,שר,abestu
1228,singen::V,שר,kantatu
1229,tanzen::V,רקד,dantzatu
1230,tanzen::V,רקד,dantzan egin
1231,sich trennen::V,נפרד,banandu
1232,verlassen::V,עזב,utzietsi
1233,retten::V,הציל,salbatu
1234,retten::V,הציל,gaizkatu
1235,bewachen::V,שמר,jagon
1236,bewachen::V,שמר,zaindu
1237,schützen::V,אבטח,babestu
1238,schützen::V,אבטח,gerizatu
1239,verteidigen::V,הגן,aldeztu
1240,sich schlagen::V,התכתש,elkar jo
1241,sich schlagen::V,התכתש,elkar borrokatu
1242,schießen::V,ירה,tiro egin
1243,siegen::V,גבר,irabazi
1244,siegen::V,נצח,irabazi
1245,ärgern::V,עצבן,ernegatu
1246,ärgern::V,עצבן,haserretu
1247,schlagen::V,הכה,jo
1248,schlagen::V,הכה,erauntsi
1249,schlagen::V,הלקה,jo
1250,schlagen::V,הלקה,erauntsi
1251,treten::V,בעט,zapaldu
1252,treten::V,בעט,ostiaktu
1253,stechen::V,דקר,sastatu
1254,stoßen::V,דחק,bultzatu
1255,stehlen::V,גנב,ostu
1256,stehlen::V,גנב,lapurtu
1257,stören::V,קטע,galarazi
1258,stören::V,הפריע,galarazi
1259,belästigen::V,הציק,gohaindu
1260,belästigen::V,הציק,alamena eman
1261,belästigen::V,הטריד,gohaindu
1262,belästigen::V,הטריד,alamena eman
1263,verbergen::V,הצניע,ezkutatu
1264,täuschen::V,שגע,tronpatu
1265,täuschen::V,שגע,engainatu
1266,betrügen::V,הונה,iruzurtu
1267,töten::V,הרג,hil
1268,töten::V,הרג,heriotza eman
1269,wohnen::V,גר,bizi izan
1270,arbeiten::V,עבד,lan egin
1271,arbeiten::V,עבד,behar egin
1272,sammeln::V,אסף,bildu
1273,sammeln::V,אסף,bildumatu
1274,pflücken::V,קטף,batu
1275,pflücken::V,קטף,bildu
1276,jagen::V,צד,ehizatu
1277,fischen::V,דג,arrantzatu
1278,fischen::V,דג,arrantza egin
1279,fassen::V,תפס,harrapatu
1280,hüten::V,רעה,begiratu
1281,treiben::V,הוציא,bultza egin
1282,anbinden::V,קשר,estekatu
1283,füttern::V,הלעיט,bazkatu
1284,melken::V,חלב,jetzi
1285,hacken::V,קצץ,xehatu
1286,gießen::V,השקה,isuri
1287,reifen::V,בשל,heldu
1288,reifen::V,בשל,zoritu
1289,zubereiten::V,הכין,prestatu
1290,kochen::V,בשל,egosi
1291,backen::V,אפה,labean egin
1292,braten::V,צלה,erregosi
1293,braten::V,טגן,erregosi
1294,umrühren::V,ערבב,eragin
1295,stricken::V,סרג,trikotatu
1296,stricken::V,סרג,puntu egin
1297,nähen::V,תפר,josi
1298,färben::V,צבע,tindatu
1299,reinigen::V,נקה,ikuzi
1300,reinigen::V,נקה,garbitu
1301,waschen::V,רחץ,xahutu
1302,waschen::V,רחץ,garbitu
1303,waschen::V,כבס,xahutu
1304,waschen::V,כבס,garbitu
1305,abwischen::V,נגב,xukatu
1306,spülen::V,שטף,irakutzi
1307,fegen::V,טאטא,erraztatu
1308,kehren::V,טאטא,isastu
1309,baden::V,טבל,bainatu
1310,baden::V,טבל,bainua hartu
1311,baden::V,שחה,bainatu
1312,baden::V,שחה,bainua hartu
1313,sich waschen::V,התרחץ,burua garbitu
1314,ausziehen::V,הוריד,erantzi
1315,anziehen::V,לבש,jantzi
1316,sich anziehen::V,התלבש,jantzi
1317,kämmen::V,סרק,orraztu
1318,schmücken::V,קשט,apaindu
1319,sagen::V,אמר,esan
1320,sprechen::V,דבר,mintzatu
1321,sprechen::V,דבר,hitz egin
1322,reden::V,דבר,hitz egin
1323,sich unterhalten::V,שוחח,solastu
1324,sich unterhalten::V,שוחח,solas egin
1325,fragen::V,שאל,galdetu
1326,bitten::V,בקש,eskatu
1327,bitten::V,בקש,galdegin
1328,erzählen::V,ספר,edestu
1329,erzählen::V,ספר,kontatu
1330,mitteilen::V,מסר,jakinarazi
1331,mitteilen::V,הודיע,jakinarazi
1332,nennen::V,קרא בשם,izena eman
1333,rufen::V,גיס,dei egin
1334,rufen::V,הזמין לבוא,dei egin
1335,prahlen::V,התרברב,harrokerian ibili
1336,prahlen::V,התרברב,ahoberokeriak esan
1337,übersetzen::V,תרגם,itzuli
1338,denken::V,חשב,pentsatu
1339,denken::V,חשב,gogoeta egin
1340,glauben::V,האמין,sinetsi
1341,bemerken::V,הבחין,ohartu
1342,bemerken::V,הבחין,konturatu
1343,erkennen::V,זהה,ezagutu
1344,erkennen::V,זהה,antzeman
1345,begreifen::V,קלט,ulertu
1346,begreifen::V,הבין,ulertu
1347,verstehen::V,הבין,aditu
1348,lernen::V,למד,ikasi
1349,wissen::V,ידע,jakin
1350,sich erinnern an::V,זכר,gogoratu
1351,sich erinnern an::V,זכר,gogoan izan
1352,vergessen::V,שכח,ahaztu
1353,vergessen::V,שכח,ahantzi
1354,messen::V,מדד,neurtu
1355,zählen::V,ספר,zenbatu
1356,zählen::V,ספר,kopuratu
1357,rechnen::V,חשב,kalkulatu
1358,lesen::V,קרא,irakurri
1359,malen::V,ציר,margotu
1360,zeichnen::V,שרטט,marraztu
1361,schreiben::V,כתב,idatzi
1362,besitzen::V,היה בעל של,ukan
1363,besitzen::V,היה בעל של,eduki
1364,kaufen::V,קנה,erosi
1365,kaufen::V,רכש,erosi
1366,verkaufen::V,מכר,saldu
1367,bezahlen::V,שלם,ordaindu
1368,zahlen::V,שלם,ordaindu
1369,beherrschen::V,שלט,menpean izan
1370,ertragen::V,סבל,jasan
1371,ertragen::V,סבל,pairatu
