,Concept_ID,vep,ru
839,müde werden::V,šuštuda,устать
840,einschlafen::V,uinota,заснуть
841,schlafen::V,magata,спать
842,schlafen::V,nukkuda,спать
843,aufwachen::V,heraštuda,проснуться
844,aufstehen::V,nousta,встать
845,sich erholen::V,lebaitas,отдыхать
846,krank werden::V,läžegata,заболеть
847,krank sein::V,läžuda,болеть
848,schmerzen::V,kibištada,болеть
849,husten::V,rügda,кашлять
850,genesen::V,tervehtuda,поправиться
851,sterben::V,kolda,умереть
852,umkommen::V,kolda,погибнуть
853,sich bewegen::V,likkuda,двигаться
854,sich rühren::V,likahtada,шевельнуться
855,sich rühren::V,kubahtada,шевельнуться
856,sich erheben::V,nousta,встать
857,sich setzen::V,išttas,сесть
858,hinfallen::V,langeta,упасть
859,laufen::V,kävuda,ходить
860,schreiten::V,astta,шагать
861,schreiten::V,haškta,шагать
862,spazierengehen::V,kävelta,гулять
863,eilen::V,kiruhtada,спешить
864,sich beeilen::V,kiruhtada,торопиться
865,sausen::V,fun'urta,мчаться
866,rennen::V,joksta,бегать
867,springen::V,hüptä,прыгать
868,klettern::V,libuda,лазать
869,schaukeln::V,čibuda,раскачиваться
870,kriechen::V,ličtas,ползать
871,schwimmen::V,ujuda,плавать
872,tauchen::V,čukautas,нырять
873,rudern::V,souta,грести
874,fahren::V,ajada,ехать
875,fahren::V,ajelda,ехать
876,fliegen::V,leta,летать
877,gehen::V,mända,идти
878,gehen::V,kävuda,идти
879,weggehen::V,päzda,уйти
880,weggehen::V,lähtta,уйти
881,abfahren::V,tönduda,отправиться
882,anhalten::V,seižutadas,остановиться
883,hineingehen::V,mända südäimehe,входить
884,eintreten::V,tulda,войти
885,kommen::V,tulda,прийти
886,ankommen::V,tulda,прибыть
887,zurückkommen::V,pörtas,возвратиться
888,bleiben::V,jäda,остаться
889,warten::V,varastada,ждать
890,erwarten::V,varastada,ожидать
891,suchen::V,ectä,искать
892,finden::V,löuta,найти
893,versuchen::V,ladida,пытаться
894,versuchen::V,rohkaita,пытаться
895,vorbereiten::V,vaumita,подготовить
896,lieben::V,armastada,любить
897,mögen::V,navedida,любить
898,lachen::V,nagrda,смеяться
899,rühren::V,likutada,растрогать
900,weinen::V,itkta,плакать
901,schimpfen::V,laidas,ругаться
902,schimpfen::V,pačatada,ругаться
903,sich ärgern::V,rändüda,сердиться
904,sich fürchten::V,varaita,бояться
905,fürchten::V,varaita,бояться
906,fliehen::V,pageta,убегать
907,flüchten::V,pageta,убежать
908,flüchten::V,joksta,убежать
909,sehen::V,nähta,видеть
910,anschauen::V,kacta,посмотреть
911,ansehen::V,kacta,смотреть
912,hören::V,kulda,слышать
913,zuhören::V,kundeltas,слушать
914,probieren::V,mujada,пробовать
915,riechen::V,rižada,нюхать
916,fühlen::V,mujada,чувствовать
917,scheinen::V,näguda,казаться
918,zu sehen sein::V,näguda,виднеться
919,vernehmen::V,kulištada,услышать
920,frieren::V,kül'mdä,мерзнуть
921,tun::V,tehta,делать
922,können::V,voida,мочь
923,können::V,voida,уметь
924,können::V,mahtta,мочь
925,können::V,mahtta,уметь
926,wollen::V,himoita,хотеть
927,wollen::V,tahtoida,хотеть
928,anfangen::V,zavottä,начать
929,anfangen::V,augotada,начать
930,beenden::V,loptä,закончить
931,aufhören::V,loptas,перестать
932,gelingen::V,lähtta,удаться
933,gelingen::V,tehtas,удаться
934,geraten::V,tulda,оказаться
935,öffnen::V,avaita,открыть
936,schließen::V,saubata,закрыть
937,stellen::V,panda,поставить
938,stellen::V,seižutada,поставить
939,setzen::V,ištutada,посадить
940,legen::V,panda,класть
941,berühren::V,koskta,трогать
942,berühren::V,käziduda,трогать
943,verbinden::V,ühtenzoitta,связать
944,bedecken::V,katta,покрыть
945,bedecken::V,peitta,покрыть
946,aufhängen::V,riputada,повесить
947,anzünden::V,sütutada,зажечь
948,aufheben::V,leta,поднять
949,zurücklassen::V,jätta,оставить
950,verlieren::V,kadotada,потерять
951,fallen lassen::V,kirbotada,уронить
952,machen::V,säta,сделать
953,machen::V,tehta,сделать
954,herstellen::V,tehta,изготовить
955,bauen::V,leta,строить
956,bauen::V,sauda,строить
957,reparieren::V,koheta,чинить
958,verbessern::V,paremboita,улучшить
959,ändern::V,vajehtada,изменить
960,graben::V,kaida,копать
961,graben::V,čongoida,копать
962,beugen::V,koverta,согнуть
963,biegen::V,painda,погнуть
964,drehen::V,punotada,вертеть
965,wenden::V,käta,повернуть
966,wenden::V,kärauta,повернуть
967,umdrehen::V,käta,перевернуть
968,heben::V,leta,поднимать
969,hochheben::V,libutada,поднять
970,ergreifen::V,tabata,схватить
971,halten::V,pidada,держать
972,drücken::V,painda,нажимать
973,schieben::V,žigutada,толкать
974,kratzen::V,künstä,скрести
975,lecken::V,nolda,лизать
976,beißen::V,purda,кусать
977,beißen::V,hambastada,кусать
978,abreißen::V,ratketa,оторвать
979,abschneiden::V,čapata,отрезать
980,abschneiden::V,leikata,отрезать
981,binden::V,sidoda,вязать
982,stecken::V,čokaita,воткнуть
983,brechen::V,katkaita,сломать
984,klopfen::V,kolkotada,стучать
985,hauen::V,löda,бить
986,kleben::V,klejata,клеить
987,reiben::V,hosta,тереть
988,reiben::V,törkita,тереть
989,reiben::V,jorotada,тереть
990,streichen::V,voita,намазать
991,schleifen::V,hijoida,точить
992,schleifen::V,teravzoitta,точить
993,schneiden::V,leikata,резать
994,rütteln::V,heilutada,шатать
995,schütteln::V,pudištada,трясти
996,schwenken::V,maihutada,махать
997,schütten::V,valada,налить
998,füllen::V,täutta,наполнить
999,einwickeln::V,kärdä,завернуть
1000,tragen::V,kantta,нести
1001,tragen::V,kandišta,нести
1002,schleppen::V,vedätada,тащить
1003,ziehen::V,vedada,тянуть
1004,aufbewahren::V,kaita,хранить
1005,werfen::V,čuta,бросать
1006,werfen::V,tactä,бросать
1007,fangen::V,püta,ловить
1008,packen::V,tabata,схватить
1009,verstecken::V,peitta,спрятать
1010,teilen::V,jagada,разделить
1011,schicken::V,oigeta,посылать
1012,bringen::V,veda,принести
1013,hinzufügen::V,ližata,добавить
1014,bekommen::V,sada,достать
1015,erhalten::V,sada,получить
1016,nehmen::V,otta,взять
1017,wählen::V,valita,выбрать
1018,auswählen::V,valita,отобрать
1019,bewahren::V,kaita,сохранить
1020,behindern::V,telustada,препятствовать
1021,verderben::V,travida,испортить
1022,beschädigen::V,satatada,повредить
1023,zerbrechen::V,mureta,разбить
1024,zerreißen::V,rebitada,разорвать
1025,zerstören::V,mureta,разрушить
1026,verbrennen::V,poltta,сжечь
1027,geben::V,antta,дать
1028,reichen::V,antta,передать
1029,schenken::V,lahjoita,дарить
1030,versprechen::V,toivotada,обещать
1031,wünschen::V,toivotada,желать
1032,loben::V,kitta,хвалить
1033,küssen::V,tervehtada,целовать
1034,wiegen::V,likutada,качать
1035,zudecken::V,katta,накрыть
1036,wecken::V,noustatada,разбудить
1037,zeigen::V,ozutada,показать
1038,führen::V,astutada,вести
1039,lehren::V,opeta,учить
1040,unterrichten::V,opeta,преподавать
1041,aufziehen::V,kazvatada,воспитать
1042,leiten::V,ohjata,руководить
1043,antreiben::V,rigehtoitta,подгонять
1044,lassen::V,käskta,заставить
1045,einladen::V,kucta,пригласить
1046,vereinigen::V,ühtenzoitta,объединить
1047,besuchen::V,rižada,посетить
1048,treffen::V,vastata,встретить
1049,sich versammeln::V,kägeta,собраться
1050,sich versammeln::V,sätas,собраться
1051,spielen::V,väta,играть
1052,singen::V,pajatada,петь
1053,tanzen::V,kargaita,плясать
1054,tanzen::V,kargaita,танцевать
1055,sich trennen::V,erigata,расстаться
1056,verlassen::V,jätta,покинуть
1057,retten::V,päzutada,спасти
1058,bewachen::V,varjoita,охранять
1059,schützen::V,kaita,уберегать
1060,verteidigen::V,kaita,защитить
1061,sich schlagen::V,torata,драться
1062,schießen::V,ampta,стрелять
1063,siegen::V,vägestada,победить
1064,ärgern::V,verdutada,сердить
1065,ärgern::V,rändütada,сердить
1066,schlagen::V,löda,ударить
1067,schlagen::V,iškta,ударить
1068,treten::V,peksta,пинать
1069,treten::V,topsta,пинать
1070,stechen::V,pystiä,уколоть
1071,stoßen::V,iškta,толкнуть
1072,stoßen::V,pudištada,толкнуть
1073,stehlen::V,vargastada,украсть
1074,stören::V,keskustada,помешать
1075,belästigen::V,tartuteldas,надоедать
1076,verbergen::V,katelda,скрыть
1077,täuschen::V,manitada,обмануть
1078,betrügen::V,manitada,смошенничать
1079,töten::V,rikta,убить
1080,töten::V,surmita,убить
1081,wohnen::V,eläda,проживать
1082,arbeiten::V,rata,работать
1083,sammeln::V,kogota,собрать
1084,pflücken::V,poimda,рвать
1085,pflücken::V,poimda,срывать
1086,jagen::V,mecata,охотиться
1087,fischen::V,kalatada,рыбачить
1088,fassen::V,tabata,поймать
1089,hüten::V,paimeta,пасти
1090,treiben::V,ajada,гнать
1091,anbinden::V,küttestada,привязать
1092,anbinden::V,sidoda,привязать
1093,füttern::V,sötta,кормить
1094,melken::V,lüpsta,доить
1095,hacken::V,sauda,рубить
1096,gießen::V,valada,полить
1097,reifen::V,küpseta,созреть
1098,zubereiten::V,vaumištada,приготовить
1099,kochen::V,keitta,варить
1100,backen::V,paštta,печь
1101,braten::V,žarda,жарить
1102,umrühren::V,segoitada,перемешать
1103,stricken::V,kudoda,вязать
1104,nähen::V,ombelta,шить
1105,färben::V,mujutada,покрасить
1106,reinigen::V,puhtastada,очистить
1107,waschen::V,pesta,стирать
1108,abwischen::V,pühktä,вытереть
1109,spülen::V,huhtoida,полоскать
1110,fegen::V,pühkta,подметать
1111,kehren::V,uhoita,мести
1112,baden::V,kül'ptäs,купаться
1113,sich waschen::V,pestas,мыться
1114,ausziehen::V,riičta,снять
1115,ausziehen::V,rušta,снять
1116,anziehen::V,panda päle,надеть
1117,anziehen::V,panda kädehe,надеть
1118,anziehen::V,panda jaugha,надеть
1119,sich anziehen::V,sobdas,одеться
1120,kämmen::V,harjata,причесать
1121,schmücken::V,čomitada,украсить
1122,sagen::V,sanuda,сказать
1123,sprechen::V,pagišta,говорить
1124,reden::V,pagišta,разговаривать
1125,sich unterhalten::V,lodaita,беседовать
1126,fragen::V,küzuda,спросить
1127,bitten::V,pakita,просить
1128,erzählen::V,sanuda,рассказать
1129,erzählen::V,starinoita,рассказать
1130,mitteilen::V,tedotada,сообщить
1131,nennen::V,nimitada,назвать
1132,rufen::V,kucta,звать
1133,prahlen::V,kittäs,хвастаться
1134,übersetzen::V,käta,перевести
1135,denken::V,meletada,думать
1136,glauben::V,uskta,верить
1137,bemerken::V,homaita,заметить
1138,erkennen::V,tundištada,узнать
1139,begreifen::V,tabata,понять
1140,begreifen::V,tabata,постичь
1141,verstehen::V,el'geta,услышать
1142,verstehen::V,toimetada,услышать
1143,lernen::V,opetas,учиться
1144,wissen::V,teta,знать
1145,sich erinnern an::V,johtutada,вспомнить
1146,vergessen::V,unohtada,забыть
1147,messen::V,märita,мерить
1148,zählen::V,lugeda,считать
1149,rechnen::V,lugeda,считать
1150,lesen::V,lugeda,читать
1151,malen::V,pirta,рисовать
1152,zeichnen::V,pirta,рисовать
1153,schreiben::V,kirjutada,писать
1154,besitzen::V,omištada,иметь
1155,kaufen::V,ostta,купить
1156,verkaufen::V,möda,продать
1157,bezahlen::V,maksta,заплатить
1158,zahlen::V,maksta,платить
1159,beherrschen::V,valdoita,владеть
1160,ertragen::V,tirpta,вытерпеть
