,Concept_ID,ta,sl
682,zurück::ADV,பின்பக்கம்,nazáj
683,unten::ADV,கீழாக,dôli
684,unten::ADV,கீழாக,spôdaj
685,hinab::ADV,கீழ் நோக்கி,dôl
686,oben::ADV,மேலே,gôri
687,oben::ADV,மேலே,zgôraj
688,hinauf::ADV,மேலே,gôr
689,überall::ADV,எல்லா இடத்திலும்,povsód
690,nicht::ADV,இல்லை,ne
691,ein wenig::ADV,கொஞ்சம்,málo
692,kaum::ADV,அரிதாக,kómaj
693,sehr::ADV,மிக்க,zeló
694,so::ADV,மிகவும்,takó
695,noch::ADV,இப்பொழுதும்,še
696,nur::ADV,மட்டும்,samó
697,schon::ADV,ஏற்கனவே,žè
698,wieder::ADV,மறுபடியும்,spét
699,vergebens::ADV,வீண்,zamàn
700,vergebens::ADV,வீண்,zastónj
701,vor::PRP,முன்,pred
702,hinter::PRP,பின்பக்கம்,za
703,unter::PRP,கீழே,pod
704,durch::PRP,ஊடே,skózi
705,neben::PRP,அடுத்து,kràj
706,neben::PRP,அடுத்து,póleg
707,zwischen::PRP,இடையில்,med
708,zwischen::PRP,இடையில்,izmed
709,wegen::PRP,ஏனெனில்,zarádi
710,dies::PRN,இது,tó
711,das::PRN,அது,tó
712,alles::PRN,ஒவ்வொன்றும்,vsè
713,ich::PRN,நான்,jàz
714,du::PRN,நீ,tí
715,er::PRN,அவன்,òn
716,wir::PRN,நாம்,mí
717,wir::PRN,நாங்கள்,mí
718,ihr::PRN,நீங்கள்,ví
719,sie::PRN,அவர்கள்,ôni
720,was::FPRN,என்ன,káj
721,wer::FPRN,யார்,kdó
722,wo::FADV,எங்கே,kjé
723,wohin::FADV,எதற்கு,kám
724,wie::FADV,எப்படி,kakó
725,warum::FADV,ஏன்,zakáj
726,wieviel::FNUM,எவ்வளவு,kóliko
727,eins::NUM,ஒன்று,êden
728,zwei::NUM,இரண்டு,dvá
729,drei::NUM,மூன்று,trí
730,vier::NUM,நான்கு,štíri
731,fünf::NUM,ஐந்து,pét
732,sechs::NUM,ஆறு,šést
733,sieben::NUM,ஏழு,sédem
734,acht::NUM,எட்டு,ósem
735,neun::NUM,ஒன்பது,devét
736,zehn::NUM,பத்து,desét
737,elf::NUM,பதினொன்று,enájst
738,zwölf::NUM,பன்னிரண்டு,dvánajst
739,zwanzig::NUM,இருபது,dvájset
740,dreißig::NUM,முப்பது,trídeset
741,vierzig::NUM,நாற்பது,štírideset
742,fünfzig::NUM,ஐமபது,pétdeset
743,sechzig::NUM,அறுபது,šéstdeset
744,siebzig::NUM,எழுபது,sédemdeset
745,achtzig::NUM,எண்பது,ósemdeset
746,neunzig::NUM,தொன்னூறு,devétdeset
747,hundert::NUM,நூறு,stó
748,tausend::NUM,ஆயிரம்,tísoč
749,und::CNJ,மற்றும்,in
750,oder::CNJ,அல்லது,áli
751,stehen::V,நில்,státi
752,sitzen::V,உட்கார்,sedéti
753,liegen::V,படு,ležáti
754,hängen::V,தொங்கச் செய்,viséti
755,werden::V,ஆகு,postáti
756,passieren::V,நிகழ்,zgodíti se
757,beginnen::V,ஆரம்பி,začéti se
758,enden::V,முடி,končáti se
759,wechseln::V,மாற்று,ménjati se
760,aufgehen[Sonne]::V,உயர எழு,vzíti
761,untergehen[Sonne]::V,பொறுத்து,zaíti
762,scheinen[Sonne]::V,பிரகாசி,sijáti
763,donnern::V,இடி,grméti
764,wehen::V,வீசு,píhati
765,strömen::V,பாயதல்,líti
766,fließen::V,நீரோட்டம் போக்கில் போ,têči
767,sich drehen::V,சுழல்,vrtéti se
768,schwanken::V,தள்ளாடு,kolébati
769,schwingen::V,ஆடு,níhati
770,fallen::V,விழு,pádati
771,brennen::V,எரி,goréti
772,rauchen::V,பகை பிடி,kadíti se
773,regnen::V,மழை பெய்,deževáti
774,gefrieren::V,உறைந்துவிடு,zmŕzniti
775,tauen::V,உருகு,tájati
776,schmelzen::V,உருகு,kopnéti
777,trocknen::V,உலர்த்து,sušíti se
778,sieden::V,கொதிக்க வை,kipéti
779,faulen::V,அழுகச் செய்,gníti
780,verfaulen::V,அழுகச் செய்,zgníti
781,reißen::V,திடீரென அறு,tŕgati se
782,versinken::V,மூழ்கு,pogrézniti se
783,vergehen::V,கடந்துசெல்,miníti
784,erscheinen::V,தோன்றச்,pojáviti se
785,verschwinden::V,மறைந்து போ,izgíniti
786,sinken::V,பதைவுறு,péšati
787,abnehmen::V,குறை,pojémati
788,zunehmen::V,உயர்த்து,véčati se
789,zunehmen::V,உயர்த்து,množíti se
790,steigen::V,உயர எழு,dvígati se
791,wachsen::V,வளர்,rásti
792,glänzen::V,மிளிர்,sijáti
793,funkeln::V,பிரகாசி,ískriti se
794,lärmen::V,கொம்பு,ropotáti
795,lärmen::V,கொம்பு,razgrájati
796,läuten::V,மணியொலியிசை,zvoníti
797,klingeln::V,மணி அடி,zvončkljáti
798,klirren::V,கிலுங்கு,žvenketáti
799,brausen::V,இரைதல்,šuméti
800,rauschen::V,சலசலப்பு,šuštéti
801,rauschen::V,சலசலப்பு,šelestéti
802,klingen::V,சிலம்புதல்,zvenéti
803,bellen::V,குரை,lájati
804,heulen::V,ஊளையிடு,zavíjati
805,blasen::V,ஊது,píhniti
806,pfeifen::V,சீழ்க்கை எழப்பு,pískati
807,pfeifen::V,சீழ்க்கை எழப்பு,žvížgati
808,schreien::V,கூச்சலிடு,kričáti
809,stöhnen::V,வேதனை,stókati
810,zittern::V,நடுங்கு,drgetáti
811,leben::V,உயிருடனிரு,živéti
812,geboren werden::V,பிற,rodíti se
813,atmen::V,சுவாசி,díhati
814,trinken::V,குடி,píti
815,essen::V,சாப்பிடு,jésti
816,schlucken::V,முழுங்கு,požírati
817,müde werden::V,கையயர்தல்,péšati
818,müde werden::V,கையயர்தல்,utrúditi se
819,einschlafen::V,தூங்க,zaspáti
820,schlafen::V,தூங்கு,spáti
821,aufwachen::V,எழுப்பு,zbudíti se
822,aufstehen::V,எழுந்திரு,vstáti
823,sich erholen::V,இளைப்பாறு,oddahníti se
824,krank werden::V,விழுதல்,oboléti
825,krank sein::V,நருக்கலாயிருக்க,bíti bolán
826,schmerzen::V,நோவுறு,boléti
827,husten::V,இருமு,kášljati
828,genesen::V,குணம் அடை,okrévati
829,sterben::V,மரணமடை,umréti
830,umkommen::V,நசி,pogíniti
831,sich bewegen::V,நகர்த்து,zganíti se
832,sich rühren::V,அசை,premakníti se
833,sich erheben::V,எழுந்து நில்,vstájati
834,sich erheben::V,எழுந்து நில்,vzdígniti se
835,sich setzen::V,உட்கார்,sésti
836,hinfallen::V,விழு,pásti dôl
837,laufen::V,நட,hodíti
838,schreiten::V,கவடுவைத்தல்,stópati
839,spazierengehen::V,உலவு,na sprehòd íti
840,eilen::V,விரைந்து,drvéti
841,sich beeilen::V,அவசரப்படுத்து,hitéti
842,sausen::V,விரைந்து செல்,dírkati
843,rennen::V,ஓடு,dírjati
844,springen::V,குதி,skákati
845,klettern::V,ஏறு,plézati
846,schaukeln::V,தள்ளாடு,kolébati
847,kriechen::V,மெதுவாக நடந்து செல்,pláziti se
848,schwimmen::V,நீந்து,plávati
849,tauchen::V,மூழ்கி நீச்சலடி,potápljati se
850,rudern::V,துடுப்புப் போடு,vesláti
851,fahren::V,ஓட்டு,vozíti se
852,fahren::V,ஓட்டு,peljáti se
853,fliegen::V,பற,létati
854,gehen::V,போ,íti
855,weggehen::V,விலகிச் செல்,odíti
856,abfahren::V,புறப்பட்டுச் செல்,odpeljáti se
857,anhalten::V,நின்றுவிடு,ustáviti se
858,hineingehen::V,மறையச் செய்,íti nóter
859,eintreten::V,நுழை,vstopíti
860,kommen::V,வா,príti
861,ankommen::V,வநது சேர்,prispéti
862,ankommen::V,வநது சேர்,prihájati
863,zurückkommen::V,திரும்பி வா,vrníti se
864,bleiben::V,இரு,ostáti
865,warten::V,தாமதி,čákati
866,erwarten::V,எதிர்நோக்கு,pričakováti
867,suchen::V,தேடு,iskáti
868,finden::V,கண்டுபிடி,nájti
869,versuchen::V,முயற்சி செய்,poskúšati
870,vorbereiten::V,ஆயத்தம் செய்,pripráviti
871,lieben::V,அன்பு செலுத்து,ljubíti
872,mögen::V,விரும்பு,márati
873,lachen::V,சிரி,smejáti se
874,rühren::V,இதயத்தைத் தொடு,ganíti
875,weinen::V,அழு,jókati
876,weinen::V,அழு,plákati
877,schimpfen::V,சாபமிடு,psováti
878,schimpfen::V,சாபமிடு,zmérjati
879,sich ärgern::V,கோப்பபடு,jezíti se
880,sich fürchten::V,பயப்படு,báti se
881,fürchten::V,பயப்படுத்து,báti se
882,fliehen::V,ஓடு,bežáti
883,flüchten::V,தப்பிவிடு,pobégniti
884,sehen::V,பார்,vídeti
885,anschauen::V,கூர்ந்து கவனி,oglédati
886,ansehen::V,கவனி,glédati
887,hören::V,கேள்,slíšati
888,zuhören::V,சுவைத்துப் பார்,poslúšati
889,probieren::V,ருசி,poskúšati
890,riechen::V,முகர்ந்து பார்,dúhati
891,fühlen::V,தொட்டுணர்,čutíti
892,scheinen::V,காணப்படு,zdéti se
893,zu sehen sein::V,தோன்றுதல்,vídeti se
894,vernehmen::V,கேள்,čúti
895,frieren::V,குதுகுதுகு,zébsti
896,tun::V,செய்,délati
897,können::V,இயல்வது,môči
898,wollen::V,விரும்பு,hotéti
899,anfangen::V,தொடங்கு,začéti
900,beenden::V,முடி,dokončáti
901,aufhören::V,நிறுத்து,prenéhati
902,gelingen::V,வெற்றி,uspéti
903,gelingen::V,வெற்றி,posréčiti se
904,geraten::V,ஏற்படுத்து,obnêsti se
905,öffnen::V,திற,odpréti
906,schließen::V,மூடு,zapréti
907,stellen::V,வை,postáviti
908,setzen::V,வை,posadíti
909,legen::V,பரப்பி வை,položíti
910,berühren::V,பதி,dotíkati se
911,verbinden::V,சேர்,obvézati
912,bedecken::V,உறைபோடு,pokríti
913,aufhängen::V,தொங்கவிடு,obésiti
914,anzünden::V,எரியூட்டு,zažgáti
915,aufheben::V,பொறுக்கி எடு,vzdígniti
916,zurücklassen::V,விட்டுச் செல்,zapustíti
917,verlieren::V,இழ,izgubíti
918,fallen lassen::V,அளவில் குறைவு,navréči
919,machen::V,தயார்செய்,naredíti
920,machen::V,தயார்செய்,napráviti
921,herstellen::V,உற்பத்தி செய்,izdélati
922,bauen::V,கட்டு,gradíti
923,reparieren::V,பழுது பார்,popráviti
924,verbessern::V,மேம்படுத்து,izbóljšati
925,ändern::V,மாற்றி அமை,spremeníti
926,graben::V,குழி வெட்டு,kopáti
927,graben::V,குழி வெட்டு,grêbsti
928,beugen::V,வனை,upogníti
929,biegen::V,வனை,zavíjati
930,drehen::V,சுழல்,vrtéti
931,wenden::V,குடைகவிழு,obrníti
932,umdrehen::V,சுற்றும் முற்றும் பார்,zasúkati
933,heben::V,தூக்கு,dvígati
934,hochheben::V,தூக்கு,privzdígniti
935,ergreifen::V,பறி,zgrábiti
936,halten::V,பிடித்துக் கொள்,držáti
937,drücken::V,அழுத்து,tiščáti
938,schieben::V,தள்ளு,ríniti
939,kratzen::V,கீறு,práskati
940,lecken::V,நக்கு,lízati
941,beißen::V,கடி,grísti
942,abreißen::V,கிழி,odtŕgati
943,abschneiden::V,வெட்டி எடு,odrézati
944,binden::V,கட்டு,vézati
945,stecken::V,பதிய வை,vtakníti
946,brechen::V,உடை,lomíti
947,klopfen::V,தட்டு,tólči
948,hauen::V,அடி,séči
949,kleben::V,ஒட்டு,lépiti
950,reiben::V,தேய்,tréti
951,reiben::V,தேய்,dŕgniti
952,streichen::V,பரவச்செய்,namázati
953,schleifen::V,அரை,brúsiti
954,schneiden::V,துண்டாக்கு,rézati
955,rütteln::V,மெல்ல தள்ளு,strésti
956,schütteln::V,குலுக்கு,majáti
957,schwenken::V,ஊஞ்சலாடு,obrníti
958,schütten::V,ஊற்று,sípati
959,füllen::V,நிரப்பு,napolníti
960,einwickeln::V,சுற்று,zavíti
961,tragen::V,எடுத்துச் செல்,nêsti
962,schleppen::V,இழுத்துச் செல்,vláčiti
963,ziehen::V,இழு,vléči
964,aufbewahren::V,வைத்துக் கொள்,shranjeváti
965,werfen::V,வீசி எறி,lúčati
966,fangen::V,பிடி,ujéti
967,packen::V,பிடித்துக்கொள்,prijéti
968,verstecken::V,மறை,skríti
969,teilen::V,பாகங்களாகப் பிரி,razdelíti
970,schicken::V,அனுப்பு,pošíljati
971,bringen::V,கொண்டு வா,prinêsti
972,hinzufügen::V,சேர்,pristáviti
973,bekommen::V,பெறு,dobíti
974,erhalten::V,பெறு,prejéti
975,nehmen::V,எடு,vzéti
976,wählen::V,தேர்ந்தெடு,izbírati
977,auswählen::V,தேர்ல்தெடு,izbráti
978,bewahren::V,கெடாது பேணு,ohraníti
979,behindern::V,தடங்கல் செய்,ovírati
980,verderben::V,நாசமாக்கு,pokváriti
981,beschädigen::V,சேதப்படுத்து,poškodováti
982,zerbrechen::V,உடை,razlomíti
983,zerreißen::V,கிழி,raztŕgati
984,zerstören::V,அழி,razrúšiti
985,verbrennen::V,எரியூட்டு,sežgáti
986,geben::V,கொடு,dáti
987,reichen::V,வழங்கு,séči
988,reichen::V,வழங்கு,molíti
989,schenken::V,மொயத்தல்,podáriti
990,versprechen::V,உறுதியளி,obljubíti
991,wünschen::V,ஆசைப்படு,vóščiti
992,loben::V,புகழ்ச்சி கூறு,hváliti
993,küssen::V,முத்தமிடு,poljubováti
994,wiegen::V,ஆட்டுத்தல்,zíbati
995,zudecken::V,உறைபோடு,pokríti
996,wecken::V,எழுப்பு,zbudíti
997,zeigen::V,காட்டு,pokázati
998,führen::V,வழிகாட்டி,vêsti
999,lehren::V,சொல்லிக் கொடு,učíti
1000,unterrichten::V,அறிவுரை கூறு,poučeváti
1001,aufziehen::V,வளர்,vzgojíti
1002,leiten::V,அழைத்துச் செல்,uprávljati
1003,antreiben::V,தூண்டு,goníti
1004,lassen::V,விடு,povzročíti
1005,einladen::V,அழை,povábiti
1006,vereinigen::V,ஒன்றாகச் சேர்,zdrúžiti
1007,besuchen::V,வருகை புரி,obiskáti
1008,treffen::V,சந்தி,pogodíti
1009,sich versammeln::V,தொகுப்பு,zbráti se
1010,spielen::V,விளையாடு,igráti se
1011,singen::V,பாடு,péti
1012,tanzen::V,நடனமாடு,plésati
1013,sich trennen::V,தனிப்படடுத்து,ločíti se
1014,verlassen::V,கைவிடு,zapustíti
1015,retten::V,காப்பாற்று,réšiti
1016,bewachen::V,காவல் செய்,strážiti
1017,schützen::V,பாதுகாப்பு செய்,sčítiti
1018,verteidigen::V,எதிர்த்து நில்,braníti
1019,sich schlagen::V,பூசலிடு,têpsti se
1020,schießen::V,சுட்டுக் கொல்,stréljati
1021,siegen::V,வெற்றி பெறு,zmágati
1022,ärgern::V,எரிச்சலூட்டு,jezíti
1023,ärgern::V,எரிச்சலூட்டு,razbúriti
1024,schlagen::V,அடி,têpsti
1025,schlagen::V,அடி,udáriti
1026,treten::V,உதை,teptáti
1027,stechen::V,கொட்டு,ubôsti
1028,stoßen::V,நெருக்கு,peháti
1029,stoßen::V,நெருக்கு,drégniti
1030,stehlen::V,திருடு,ukrásti
1031,stehlen::V,திருடு,pokrásti
1032,stören::V,தொல்லைகொடு,motíti
1033,belästigen::V,தொல்லை கொடு,nadlegováti
1034,verbergen::V,மறை,skríti
1035,täuschen::V,ஏமாற்று,slepíti
1036,betrügen::V,ஏமாற்று,várati
1037,betrügen::V,ஏமாற்று,ogoljufáti
1038,töten::V,கொல்,ubíti
1039,wohnen::V,தங்கியிரு,prebívati
1040,arbeiten::V,வேலை செய்,délati
1041,sammeln::V,ஒன்றுசேர்,zbráti
1042,pflücken::V,கொய்து எடு,obráti
1043,jagen::V,வேட்டையாடு,lovíti
1044,fischen::V,மீன் பிடி,ribáriti
1045,fassen::V,பிடி,zajéti
1046,hüten::V,காவல் செய்,pásti
1047,treiben::V,ஓட்டு,pogánjati
1048,anbinden::V,கட்டு,privézati
1049,füttern::V,உணவளி,kŕmiti
1050,melken::V,பால் கற,mólsti
1051,hacken::V,வெட்டி எடு,sékati
1052,gießen::V,நீர்ப் பாய்ச்சு,ulíti
1053,reifen::V,பழு,zoréti
1054,zubereiten::V,சமையல் செய்,pripráviti
1055,kochen::V,வேகவை,kúhati
1056,backen::V,வெப்பத்தில் வாட்டு,cvréti
1057,braten::V,பொரியச் செய்,pêči
1058,umrühren::V,கலக்கு,preméšati
1059,stricken::V,பின்னியிழை,plêsti
1060,nähen::V,தையல் வேலை செய்,šívati
1061,färben::V,வண்ணம் பெறச் செய்,bárvati
1062,reinigen::V,சுத்தம் செய்,očístiti
1063,waschen::V,கழுவு,opráti
1064,abwischen::V,துடை,obrísati
1065,spülen::V,அலசு,splakováti
1066,fegen::V,பெறுக்கு,pométati
1067,kehren::V,பெறுக்கு,mésti
1068,baden::V,குளி,kópati se
1069,sich waschen::V,கழுவு,umíti se
1070,ausziehen::V,கழற்று,izvléči
1071,anziehen::V,புனைதல்,obléči
1072,sich anziehen::V,உடுத்துதல்,obléči se
1073,kämmen::V,தலை வாரிக் கொள்,česáti
1074,schmücken::V,அழகுபடுத்து,okrasíti
1075,sagen::V,சொல்,dejáti
1076,sprechen::V,பேசு,govoríti
1077,reden::V,பெசு,rêči
1078,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,razgovárjati se
1079,fragen::V,கேள்,vprášati
1080,bitten::V,வேண்டு,prosíti
1081,erzählen::V,சொல்,práviti
1082,mitteilen::V,சொல்,naznániti
1083,nennen::V,பெயரிடுதல்,imenováti
1084,rufen::V,கூச்சலிடு,klícati
1085,prahlen::V,தற்பெருமை பேசு,baháti se
1086,übersetzen::V,மொழிபெயர்ப்பு செய்,prevêsti
1087,denken::V,யோசி,mísliti
1088,glauben::V,நம்பு,verjéti
1089,bemerken::V,கவனி,opáziti
1090,erkennen::V,அடையாளம் கண்டுகொள்,spoznáti
1091,begreifen::V,பற்றிக்கொள்,pôjmiti
1092,verstehen::V,புரிந்து கொள்,razuméti
1093,lernen::V,கற்றுக்கொள்,učíti se
1094,wissen::V,தெரிந்திரு,znáti
1095,wissen::V,தெரிந்திரு,védeti
1096,sich erinnern an::V,நினைவு கூர்,spómniti se
1097,vergessen::V,மற,pozábiti
1098,messen::V,அளவிடு,mériti
1099,zählen::V,எண்ணு,štéti
1100,rechnen::V,கணக்கிடு,račúnati
1101,lesen::V,படி,bráti
1102,lesen::V,படி,čítati
1103,malen::V,வண்ணச்சித்திரம்,slíkati
1104,zeichnen::V,வரை,rísati
1105,schreiben::V,எழுது,písati
1106,besitzen::V,உடைமையாகக் கொண்டிரு,iméti
1107,kaufen::V,வாங்கு,kupíti
1108,verkaufen::V,விற்பனை செய்,prodáti
1109,bezahlen::V,இறுத்தல்,pláčati
1110,zahlen::V,பணம் செலுத்து,plačeváti
1111,beherrschen::V,ஆட்சிசெய்,obvládati
1112,ertragen::V,தாங்கு,prenêsti
