,Concept_ID,is,vep
182,Schwarm::N,sægur,parveh
183,Huhn::N,hæna,kana
184,Hahn::N,hani,kukoi
185,Gans::N,gæs,hanh'
186,Adler::N,örn,orl
187,Ente::N,önd,sorz
188,Eule::N,uggla,hir'pulo
189,Kranich::N,trana,kurg
190,Krähe::N,kráka,variš
191,Kuckuck::N,gaukur,kägi
192,Schwan::N,svanur,joucen
193,Fisch::N,fiskur,kala
194,Barsch::N,aborri,ahven
195,Hecht::N,gedda,haug'
196,Schlange[Tier]::N,naðra,kü
197,Schlange[Tier]::N,naðra,mado
198,Wurm::N,ormur,mado
199,Spinne::N,kónguló,hämähouk
200,Ameise::N,maur,murahaine
201,Laus::N,lús,täi
202,Mücke::N,mý,säs'k
203,Mücke::N,mýfluga,säs'k
204,Fliege::N,fluga,kärbhaine
205,Schmetterling::N,fiðrildi,lipkaine
206,Beere::N,ber,marj
207,Apfel::N,epli,jablok
208,Pilz::N,sveppur,sen'
209,Pilz::N,sveppur,babuk
210,Zwiebel::N,laukur,lauk
211,Saat::N,fræ,semned
212,Saat::N,útsæði,semned
213,Korn::N,korn,jüvä
214,Korn::N,korn,vill'
215,Heu::N,hey,hein
216,Schale::N,hýði,kor'
217,Grube::N,gryfja,kop
218,Falle::N,gildra,rida
219,Schlinge::N,snara,rihm
220,Spur::N,spor,jäl'g
221,Asche::N,aska,tuhk
222,Dreck::N,óþverri,redu
223,Dreck::N,óþverri,pačak
224,Eisen::N,járn,raud
225,Gold::N,gull,kuld
226,Silber::N,silfur,hobed
227,Kohle::N,kol,hil'
228,Glas::N,gler,stökol
229,Lehm::N,leir,savi
230,Sand::N,sandur,lete
231,Mensch::N,maður,mez'
232,Mensch::N,maður,ristit
233,Mensch::N,manneskja,mez'
234,Mensch::N,manneskja,ristit
235,Mann::N,maður,mez'
236,Mann::N,karlmaður,mez'
237,Frau::N,kona,naine
238,Kind::N,barn,laps'
239,Kind::N,krakki,laps'
240,Junge::N,drengur,poig
241,Junge::N,drengur,prihaine
242,Mädchen::N,stelpa,neičukaine
243,Familie::N,fjölskylda,kanz
244,Familie::N,fjölskylda,pereh
245,Großvater::N,afi,ded
246,Großmutter::N,amma,bab
247,Eltern::N,foreldrar,vanhembad
248,Eltern::N,foreldrar,kazvatajad
249,Vater::N,faðir,tat
250,Mutter::N,móðir,mam
251,Sohn::N,sonur,poig
252,Tochter::N,dóttir,tütär
253,Bruder::N,bróðir,veik
254,Bruder::N,bróðir,vell'
255,Schwester::N,systir,čiža
256,Schwester::N,systir,sizar
257,Onkel::N,föðurbróðir,däd'
258,Tante::N,frænka,tädi
259,Tante::N,móðursystir,tädi
260,Ehemann::N,eiginmaður,mužik
261,Ehefrau::N,eiginkona,ak
262,Freude::N,gleði,ilo
263,Freude::N,gleði,ihastuz
264,Gelächter::N,hlátur,nagr
265,Glück::N,gæfa,oza
266,Kummer::N,sorg,gor'a
267,Wunsch::N,ósk,taht
268,Lust::N,fýsn,himo
269,Lust::N,löngun,himo
270,Geist::N,andi,heng
271,Gedanke::N,hugsun,meletuz
272,Gedächtnis::N,minni,mušt
273,Verstand::N,vit,mel'
274,Sinn::N,merking,jüvä
275,Grund::N,ástæða,sü
276,Wahrheit::N,sannleikur,tozi
277,Gespräch::N,samtal,lodu
278,Gespräch::N,samtal,pagin
279,Märchen::N,ævintýri,sarn
280,Erzählung::N,saga,sanutez
281,Nachricht::N,frétt,tedotuz
282,Neuigkeit::N,frétt,uzištuz
283,Name::N,nafn,nimi
284,Rätsel::N,gáta,ozoitez
285,Rede::N,ræða,pagin
286,Rede::N,ræða,sanad
287,Sprache::N,mál,kel'
288,Sprache::N,tungumál,kel'
289,Stimme::N,rödd,än'
290,Wort::N,orð,sana
291,Zeichen::N,tákn,znam
292,Zeichen::N,merki,znam
293,Ruf::N,kall,kida
294,Ruf::N,kall,kucund
295,Lärm::N,hávaði,judu
296,Laut::N,hljóð,kulund
297,Ton::N,tónn,kulund
298,Lied::N,ljóð,pajo
299,Lied::N,söngur,pajo
300,Ruhe::N,ró,lebu
301,Ruhe::N,kyrrð,lebu
302,Leute::N,fólk,rahvaz
303,Volk::N,þjóð,rahvaz
304,Arbeit::N,vinna,tö
305,Arbeit::N,vinna,rad
306,Gast::N,gestur,adiv
307,Geschenk::N,gjöf,lahj
308,Spiel::N,leikur,vänd
309,Gesellschaft::N,selskapur,sebr
310,Hilfe::N,hjálp,abu
311,Freund::N,vinur,sebranik
312,Kamerad::N,félagi,sebranik
313,Angelegenheit::N,mál,azj
314,Angelegenheit::N,málefni,azj
315,Anzahl::N,tala,lugu
316,Anzahl::N,fjöldi,lugu
317,Art::N,tegund,rod
318,Art::N,tegund,rodsugu
319,Stück::N,biti,pala
320,Stück::N,biti,supal
321,Stück::N,stykki,pala
322,Stück::N,stykki,supal
323,Teil::N,hluti,pala
324,Teil::N,partur,pala
325,Hälfte::N,helmingur,pol'
326,Kreis::N,hringur,ümbruz
327,Kreis::N,hringur,kehkruz
328,Kreuz::N,kross,rist
329,Kreuz::N,krossmark,rist
330,Linie::N,lína,pird
331,Strich::N,strik,pird
332,Abstand::N,millibil,keskust
333,Entfernung::N,fjarlægð,matk
334,Gegend::N,hérað,taho
335,Platz::N,pláss,avaruz'
336,Ort::N,staður,koht
337,Seite::N,hlið,pol'
338,Seite::N,hlið,kül'g
339,Mitte::N,miðja,kesk
340,Gegenstand::N,hlutur,kalu
341,Sache::N,mál,azj
342,Rand::N,brún,röun
343,Kante::N,rönd,röun
344,Ecke::N,horn,saum
345,Spitze::N,oddur,agjaine
346,Ende::N,endi,agj
347,Loch::N,gat,reig
348,Loch::N,hola,reig
349,Winkel::N,skot,čoga
350,Winkel::N,skot,saum
351,Winkel::N,krókur,čoga
352,Winkel::N,krókur,saum
353,Muster::N,munstur,kirjam
354,Größe::N,stærð,suruz'
355,Länge::N,lengd,piduz
356,Höhe::N,hæð,korktuz'
357,Gewicht::N,vigt,jügu
358,Gewicht::N,vigt,vedäduz
359,Gewicht::N,þyngd,jügu
360,Gewicht::N,þyngd,vedäduz
361,Menge::N,magn,äjüz'
362,Haufen::N,hrúga,kogo
363,Haufen::N,haugur,kogo
364,Reihe::N,röð,rivi
365,Boot::N,bátur,veneh
366,Ruder::N,ár,air
367,Schlitten::N,sleði,regi
368,Schlitten::N,sleði,regut
369,Ski::N,skíði,suks'
370,Lagerfeuer::N,varðeldur,nodj
371,Lagerfeuer::N,varðeldur,pažag
372,Last::N,byrði,jüguz
373,Last::N,farmur,jüguz
374,Gang::N,ganga,astund
375,Schritt::N,skref,hašk
376,Norden::N,norður,pohjoine
377,Süden::N,suður,suvi
378,Westen::N,vestur,päivlaskm
379,Osten::N,austur,päivnouzm
380,Holz::N,viður,pu
381,Brett::N,fjöl,laud
382,Platte::N,flötur,keitim
383,Stütze::N,stoð,tugi
384,Stange::N,stöng,arz'
385,Stock::N,prik,kalu
386,Stock::N,stafur,kalu
387,Stab::N,prik,seibaz
388,Stab::N,stafur,seibaz
389,Rohr::N,rör,torv
390,Rohr::N,pípa,torv
391,Haus::N,hús,pert'
392,Heim::N,heimili,kodi
393,Ofen::N,ofn,päč
394,Fußboden::N,gólf,lava
395,Tisch::N,borð,laud
396,Tisch::N,borð,stal'c
397,Stuhl::N,stóll,ištim
398,Wiege::N,vagga,kätte
399,Bett::N,rúm,sija
400,Bett::N,rúm,magaduzsija
401,Bett::N,hvíla,sija
402,Bett::N,hvíla,magaduzsija
403,Regal::N,hilla,palič
404,Kiste::N,kassi,mülütim
405,Fenster::N,gluggi,ikun
406,Tür::N,dyr,uks'
407,Tür::N,hurð,uks'
408,Tor::N,hlið,verai
409,Zaun::N,girðing,aid
410,Zaun::N,limgarður,aid
411,Dach::N,þak,katuz
412,Leiter::N,stigi,pordhad
413,Besen::N,sópur,lud
414,Besen::N,sópur,vast
415,Spaten::N,spaði,labid
416,Schaufel::N,skófla,labid
417,Gabel::N,gaffall,hangoine
418,Löffel::N,skeið,luzik
419,Messer::N,hnífur,veič
420,Nagel::N,nögl,nagl
421,Netz::N,net,verk
422,Haken::N,krókur,kouk
423,Griff::N,tak,kägä
424,Griff::N,tak,varz'
425,Schloss::N,lás,lukkol
426,Bild::N,mynd,kuva
427,Figur::N,stytta,figur
428,Puppe::N,brúða,tätüine
429,Beutel::N,poki,havad
430,Beutel::N,baggi,havad
431,Bündel::N,böggull,toppaz
432,Bündel::N,böggull,käč
433,Tasche::N,veski,sumk
434,Eimer::N,fata,vädr
435,Deckel::N,lok,katuz
436,Geschirr::N,leirtau,astii
437,Sack::N,sekkur,havad
438,Tasse::N,bolli,čašk
439,Topf::N,pottur,pada
440,Kessel::N,ketill,katil
441,Essen::N,matur,sönd
442,Nahrung::N,fæða,söm
443,Speise::N,réttur,sömine
444,Speise::N,matarréttur,sömine
445,Fleisch::N,kjöt,liha
446,Getreide::N,korn,vill'
447,Brei::N,grautur,pudr
448,Brot::N,brauð,leib
449,Scheibe::N,sneið,bibaleh
450,Scheibe::N,sneið,šlik
451,Fett::N,fita,razv
452,Butter::N,smjör,voi
453,Öl::N,olía,voi
454,Salz::N,salt,sol
455,Suppe::N,súpa,lem'
456,Suppe::N,súpa,keitoz
457,Honig::N,hunang,mezi
458,Milch::N,mjólk,maid
459,Tee::N,te,čai
460,Leder::N,skinn,nahk
461,Wolle::N,ull,vill
462,Stoff::N,dúkur,kangaz
463,Nadel::N,nál,negl
464,Faden::N,þráður,nit'
465,Knopf::N,tala,nübl'
466,Knopf::N,hnappur,nübl'
467,Knoten::N,hnútur,sol'm
468,Farbe::N,málning,muju
469,Kleidung::N,búningur,sobad
470,Kleidung::N,klæðnaður,sobad
471,Hemd::N,skyrta,paid
472,Kragen::N,kragi,kagluz
473,Kragen::N,flibbi,kagluz
474,Ärmel::N,ermi,hijam
475,Hose::N,buxur,štanad
476,Gürtel::N,belti,vö
477,Mütze::N,húfa,šapuk
478,Schuh::N,skór,keng'
479,Stiefel::N,stígvél,sapug
480,Ring::N,hringur,rengaz
481,Band::N,band,lentaine
482,Kamm::N,greiða,suga
483,Spiegel::N,spegill,zerkol
484,Riemen::N,ól,vö
485,Riemen::N,reim,vö
486,Schnur::N,snúra,nor
487,Leine::N,band,talutimnor
488,Decke::N,teppi,sijakatuz
489,Kissen::N,koddi,pöluz
490,Tuch::N,klútur,paik
491,Handtuch::N,þurrka,käzipaik
492,Handtuch::N,handklæði,käzipaik
493,Kraft::N,afl,vägi
494,Kraft::N,kraftur,vägi
495,Stärke::N,styrkur,vahvuz'
496,Gesundheit::N,heilsa,tervhuz
497,Gesundheit::N,heilbrigði,tervhuz
498,Krankheit::N,sjúkdómur,läžund
499,Schmerz::N,sársauki,kibu
500,Wunde::N,sár,čapatez
501,Fieber::N,hitasótt,säru
502,Arznei::N,lyf,zel'l'
503,Brücke::N,brú,sild
504,Brunnen::N,brunnur,kaiv
505,Weide::N,hagi,omaluine
506,Pfad::N,stígur,tehut
507,Weg::N,vegur,te
508,Straße::N,gata,te
509,Straße::N,stræti,te
510,Dorf::N,þorp,külä
511,Stadt::N,borg,lidn
512,Brief::N,bréf,kirjeine
513,Buch::N,bók,kirj
514,Buchstabe::N,bókstafur,kirjam
515,Zeitung::N,dagblað,lehtez
516,Leben::N,líf,elo
517,Tod::N,dauði,surm
518,Grab::N,gröf,kaum
519,Kirche::N,kirkja,jumalanpert'
520,Sünde::N,synd,grähk
521,Gott::N,guð,jumal
522,Arbeiter::N,verkamaður,radnik
523,Chef::N,yfirmaður,pämez'
524,Meister::N,meistari,mastar
525,Arzt::N,læknir,lekar'
526,Lehrer::N,kennari,opendai
527,Geld::N,peningar,rahad
528,Geschäft::N,viðskipti,biznes
529,Laden::N,búð,lauk
530,Laden::N,verslun,lauk
531,Preis::N,verð,arv
532,Ware::N,vara,tavar
533,Nutzen::N,gagn,liža
534,Reichtum::N,auður,kodielo
535,Reichtum::N,auður,kal'huz'
536,Welt::N,veröld,mail'm
537,Land::N,land,ma
538,Staat::N,ríki,valdkund
539,König::N,konungur,kunigaz
540,Macht::N,vald,vald
541,Grenze::N,landamæri,röun
542,Krieg::N,stríð,soda
543,Feind::N,fjandmaður,vihanik
544,Feind::N,fjandmaður,vastustai
545,Gewalt::N,ofbeldi,vägivald
546,Kampf::N,bardagi,tora
547,Bogen[Waffe]::N,bogi,taug
548,Pfeil::N,ör,nol
549,Gewehr::N,byssa,oružj
550,Fehler::N,villa,viga
551,Lüge::N,lygi,kelastuz
552,Schaden::N,skemmd,pahuz'
553,Unglück::N,óhamingja,bed
554,Unglück::N,óhamingja,gor'a
555,Schuld::N,sök,värhuz'
556,Alter::N,aldur,igä
557,Schluss::N,lok,lop
558,Schluss::N,endir,lop
559,Zeit::N,tími,aig
560,Tag::N,dagur,päiv
561,Morgen::N,morgunn,homendez
562,Mittag::N,hádegi,keskpäiv
563,Abend::N,kvöld,eht
564,Nacht::N,nótt,ö
565,Woche::N,vika,nedal'
566,Monat::N,mánuður,ku
567,Jahr::N,ár,voz'
568,Frühling::N,vor,keväz'
569,Sommer::N,sumar,keza
570,Herbst::N,haust,sügüz'
571,Winter::N,vetur,tal'v
572,Januar::N,janúar,viluku
573,Februar::N,február,uhoku
574,März::N,mars,keväz'ku
575,April::N,apríl,sulaku
576,Mai::N,maí,semendku
577,Juni::N,júní,kezaku
578,Juli::N,júlí,heinku
579,August::N,ágúst,eloku
580,September::N,september,sügüz'ku
581,Oktober::N,október,reduku
582,November::N,nóvember,kül'mku
583,Dezember::N,desember,tal'vku
584,Montag::N,mánudagur,ezmärg
585,Dienstag::N,þriðjudagur,tožnarg
586,Mittwoch::N,miðvikudagur,koumanz'päiv
587,Donnerstag::N,fimmtudagur,nellänz'päiv
588,Freitag::N,föstudagur,pätnič
589,Freitag::N,föstudagur,videnz'päiv
590,Samstag::N,laugardagur,sobat
591,Sonntag::N,sunnudagur,pühäpäiv
592,groß::A,stór,sur'
593,groß::A,stór,järed
594,klein::A,lítill,pen'
595,klein::A,lítill,pičuine
596,lang::A,langur,pit'k
597,kurz::A,stuttur,lühüd
598,breit::A,breiður,leved
599,schmal::A,mjór,kaid
600,dicht::A,þéttur,tihed
601,dick[Gegenstand]::A,þykkur,paks
602,dünn::A,þunnur,hoik
603,fein::A,fíngerður,hen
604,fest::A,fastur,luja
605,fest::A,fastur,ninev
606,flach::A,flatur,lapak
607,glatt::A,háll,siled
608,glatt::A,sléttur,siled
609,hart::A,harður,kova
610,weich::A,mjúkur,pehmed
611,rund::A,kringlóttur,kehker
612,spitz::A,oddhvass,nügu
613,spitz::A,oddhvass,terav
614,scharf::A,beittur,terav
615,stumpf::A,bitlaus,tül'c
616,schwer::A,þungur,jüged
617,schön::A,fagur,čoma
618,schön::A,fallegur,čoma
619,heiß::A,heitur,räk
620,warm::A,hlýr,läm'
621,warm::A,heitur,läm'
622,kalt::A,kaldur,vilu
623,kühl::A,svalur,raibak
624,kühl::A,svalur,viluhk
625,frisch::A,frískur,lahed
626,feucht::A,rakur,neps
627,feucht::A,rakur,toreh
628,feucht::A,þvalur,neps
629,feucht::A,þvalur,toreh
630,nass::A,votur,märg
631,nass::A,blautur,märg
632,trocken::A,þurr,kuiv
633,voll::A,fullur,täuz'
634,leer::A,tómur,joudai
635,offen::A,opinn,avoin
636,offen::A,opinn,avol'jaine
637,geschlossen::A,lokaður,saubaline
638,sauber::A,þrifinn,puhtaz
639,schmutzig::A,óhreinn,redukaz
640,schmutzig::A,sóðalegur,redukaz
641,roh::A,hrár,rohk
642,roh::A,hrár,toreh
643,reif::A,þroskaður,küps
644,lecker::A,ljúffengur,magukaz
645,süß::A,sætur,maged
646,bitter::A,beiskur,karged
647,sauer::A,súr,muiged
648,hell::A,bjartur,kirkas
649,hell::A,bjartur,valgei
650,dunkel::A,dimmur,pimed
651,schwarz::A,svartur,must
652,weiß::A,hvítur,vauged
653,rot::A,rauður,rusked
654,gelb::A,gulur,pakuine
655,blau::A,blár,sinine
656,grün::A,grænn,vihand
657,grau::A,grár,hahk
658,bunt::A,marglitur,kirjav
659,billig::A,ódýr,odav
660,teuer::A,dýr,kalliž
661,wertvoll::A,verðmætur,arvokas
662,blind::A,blindur,soged
663,taub::A,heyrnarlaus,kurdiž
664,kräftig::A,öflugur,vägev
665,stark::A,sterkur,vahv
666,stark::A,sterkur,vägekaz
667,schwach::A,veill,väll'
668,fett::A,feitur,razvakaz
669,schlank::A,grannur,kapos
670,schlank::A,spengilegur,kapos
671,hübsch::A,snotur,čoma
672,hübsch::A,laglegur,čoma
673,böse::A,illur,äred
674,böse::A,illur,käred
675,böse::A,vondur,äred
676,böse::A,vondur,käred
677,dumm::A,heimskur,el'getoi
678,faul::A,latur,lašk
679,fleißig::A,iðinn,radonnavedii
680,geizig::A,nískur,ažlak
681,klug::A,hygginn,melev
682,klug::A,hygginn,melekaz
683,geschickt::A,fimur,mahtokaz
684,geschickt::A,laginn,mahtokaz
685,lieb::A,kær,izo
686,lieb::A,kær,sula
687,lieb::A,ljúfur,izo
688,lieb::A,ljúfur,sula
689,lustig::A,kátur,ilokaz
690,sanft::A,blíður,laskav
691,hungrig::A,soltinn,näl'ghine
692,hungrig::A,hungraður,näl'ghine
693,krank::A,sjúkur,läžui
694,nackt::A,nakinn,alastoi
695,traurig::A,dapur,opalahine
696,traurig::A,hryggur,opalahine
697,lebendig::A,lifandi,eläb
698,gut::A,góður,hüvä
699,schlecht::A,slæmur,huba
700,schlecht::A,lélegur,huba
701,richtig::A,réttur,oiged
702,schlimm::A,slæmur,paha
703,wahr::A,sannur,todesine
704,alt::A,gamall,vanh
705,neu::A,nýr,uz'
706,ehemalig::A,fyrrverandi,edeline
707,alt[Lebewesen]::A,gamall,ravaz
708,jung::A,ungur,nor'
709,arm::A,vesall,gol'l'
710,arm::A,fátækur,gol'l'
711,reich::A,ríkur,elokaz
712,reich::A,auðugur,elokaz
713,bekannt::A,kunnugur,tutab
714,berühmt::A,frægur,tetab
715,fremd::A,framandi,veraz
716,fremd::A,ókunnugur,veraz
717,verschieden::A,ýmis,erazvuitte
718,nah::A,nálægur,läheline
719,fern::A,fjarri,edahaine
720,fern::A,fjarlægur,edahaine
721,linker::A,vinstri,hura
722,rechter::A,hægri,oiged
723,anderer::A,annar,toine
724,erster::A,fyrsti,ezmäine
725,zweiter::A,annar,toine
726,dritter::A,þriðji,koumanz'
727,letzter::A,síðasti,jäl'gmäine
728,allein::ADV,einn,üksnäze
729,allein::ADV,aleinn,üksnäze
730,auf einmal::ADV,allt í einu,ühten aigan
731,zusammen::ADV,saman,ühtes
732,lange::ADV,lengi,hätken
733,plötzlich::ADV,skyndilega,äkkid
734,sofort::ADV,strax,kerdalaz
735,sofort::ADV,þegar í stað,kerdalaz
736,später::ADV,seinna,möhemba
737,jetzt::ADV,nú,nügüd'
738,jetzt::ADV,núna,nügüd'
739,heute::ADV,í dag,tämbei
740,morgen::ADV,á morgun,homen
741,bald::ADV,brátt,pigai
742,bald::ADV,bráðum,pigai
743,dann::ADV,svo,sid'
744,dann::ADV,síðan,sid'
745,gestern::ADV,í gær,eglai
746,einst::ADV,forðum,ende
747,einst::ADV,forðum,kerdan
748,damals::ADV,þá,siloi
749,damals::ADV,á þeim tímum,siloi
750,danach::ADV,á eftir því,sid'
751,vorher::ADV,áður,ende
752,zuerst::ADV,fyrst,ezmäi
753,einmal::ADV,einu sinni,kerdan
754,manchmal::ADV,stundum,erašti
755,oft::ADV,oft,paksus
756,immer::ADV,alltaf,kaiken
757,immer::ADV,sífellt,kaiken
758,niemals::ADV,aldrei,ei nikonz
759,hier::ADV,hér,täs
760,hier::ADV,hér,tägä
761,hierhin::ADV,hingað,tänna
762,von hier::ADV,héðan,täspäi
763,von hier::ADV,héðan,sid'päi
764,dort::ADV,þar,sigä
765,dort::ADV,þarna,sigä
766,dorthin::ADV,þangað,sinna
767,dorthin::ADV,þangað,nakkale
768,geradeaus::ADV,beint áfram,kohtha
769,vorwärts::ADV,áfram,edehe
770,rückwärts::ADV,aftur á bak,sel'gin
771,zurück::ADV,aftur,tagaze
772,zurück::ADV,til baka,tagaze
773,unten::ADV,niðri,alahan
774,unten::ADV,fyrir neðan,alahan
775,hinab::ADV,niður,alaz
776,hinab::ADV,niður,alahaks
777,hinab::ADV,niður eftir,alaz
778,hinab::ADV,niður eftir,alahaks
779,oben::ADV,uppi,ülähän
780,hinauf::ADV,upp,ülez
781,hinauf::ADV,upp,ülähäks
782,hinauf::ADV,upp eftir,ülez
783,hinauf::ADV,upp eftir,ülähäks
784,überall::ADV,alls staðar,kaikjal
785,nicht::ADV,ekki,ei
786,ein wenig::ADV,dálítið,vähän
787,kaum::ADV,varla,habi
788,kaum::ADV,tæplega,habi
789,sehr::ADV,mjög,lujas
790,so::ADV,svo,muga
791,so::ADV,svo,ninga
792,so::ADV,þannig,muga
793,so::ADV,þannig,ninga
794,noch::ADV,enn,völ
795,noch::ADV,ennþá,völ
796,nur::ADV,bara,järg
797,nur::ADV,bara,vaiše
798,nur::ADV,aðeins,järg
799,nur::ADV,aðeins,vaiše
800,schon::ADV,nú þegar,jo
801,wieder::ADV,aftur,möst
802,wieder::ADV,að nýju,möst
803,vergebens::ADV,árangurslaust,uhtei
804,vor::PRP,fyrir,edes
805,hinter::PRP,bak við,taga
806,hinter::PRP,aftur fyrir,taga
807,unter::PRP,undir,al
808,durch::PRP,gegnum,läbi
809,durch::PRP,gegnum,kal't
810,neben::PRP,hjá,rindal
811,neben::PRP,við hliðina á,rindal
812,zwischen::PRP,milli,keskes
813,zwischen::PRP,á milli,keskes
814,wegen::PRP,vegna,tagut
815,dies::PRN,þetta,nece
816,das::PRN,það,se
