,Concept_ID,ce,kl
197,Hecht::N,гӏазкхийн чӏара,
198,Schlange[Tier]::N,лаьхьа,pulateriarsuk
199,Schlange[Tier]::N,лаьхьа,pulateriaarsuk
200,Wurm::N,нӏаьна,
201,Spinne::N,гезг,aasiaq
202,Spinne::N,гезг,nissavaarsuk
203,Ameise::N,зингат,uniaaluk
204,Laus::N,меза,kumak
205,Laus::N,гӏениг,kumak
206,Mücke::N,чуьрк,ippernaq
207,Fliege::N,моза,ippernaq
208,Schmetterling::N,полла,paluaq
209,Schmetterling::N,полла,pakkaluaq
210,Schmetterling::N,полла,utsuppaluaq
211,Schmetterling::N,полла,taqaleqisaaq
212,Beere::N,цӏазам,paarmaq
213,Beere::N,цӏазам,paarngaq
214,Apfel::N,ӏаж,iipili
215,Pilz::N,жӏаьлин нускал,anngiusaq
216,Zwiebel::N,xох,uanitsoq
217,Saat::N,чlу,naatsiiassaq
218,Korn::N,буьртиг,maannineq
219,Heu::N,йол,
220,Schale::N,пардо,niutsivik
221,Schale::N,пардо,ilulissaq qaartussaq
222,Grube::N,ор,itersaq
223,Falle::N,кӏело,pualavoq
224,Spur::N,лар,tumaa
225,Asche::N,чим,arsat
226,Dreck::N,мода,minguk
227,Eisen::N,эчиг,savimineq
228,Eisen::N,эчиг,saffiugassaq
229,Gold::N,деши,kuulti
230,Silber::N,дети,siilviuvoq
231,Kohle::N,кӏора,aamarsuit aamaruutissat
232,Glas::N,aнгали,igalaaq
233,Glas::N,aнгали,imertarfik
234,Glas::N,aнгали,igalaamineq
235,Lehm::N,поппар,marraq
236,Sand::N,гӏум,sioqqat
237,Mensch::N,адам,inuk
238,Mensch::N,адам,silamiu
239,Mann::N,майра,angut
240,Frau::N,зуда,arnaq
241,Kind::N,бер,meeraq
242,Junge::N,жимха,nukappiaraq
243,Mädchen::N,жима йоӏ,arnannguaq
244,Familie::N,доьзал,ilaqutakka
245,Familie::N,доьзал,ilaqutariit
246,Großvater::N,ненада,aatak
247,Großmutter::N,денана,aanaq
248,Eltern::N,да-нана,angajoqqaat
249,Vater::N,да,ataata
250,Vater::N,да,ataataq
251,Mutter::N,нана,anaana
252,Sohn::N,кӏант,erneq
253,Tochter::N,йоӏ,panik
254,Bruder::N,ваша,ani
255,Bruder::N,ваша,aqqaluk
256,Bruder::N,ваша,qatanngut
257,Schwester::N,йиша,naja
258,Schwester::N,йиша,aleqa
259,Schwester::N,йиша,qatanngut
260,Onkel::N,деваша,akkak
261,Tante::N,дейиша,aja
262,Tante::N,дейиша,ajak
263,Tante::N,дейиша,atsak
264,Ehemann::N,майра,ui
265,Ehefrau::N,зуда,nuliaq
266,Freude::N,самукъа,tipaatsussuseq
267,Freude::N,хазахетар,tipaatsussuseq
268,Gelächter::N,белам,illaq
269,Glück::N,ирс,usornaat
270,Glück::N,ирс,usornarsuseq
271,Kummer::N,бала,
272,Wunsch::N,лаам,kissaat
273,Lust::N,лаам,illigussuseq
274,Lust::N,лаам,piummaseq
275,Geist::N,са,anerneq
276,Geist::N,са,toornaq
277,Gedanke::N,ойла,isumassaq
278,Gedächtnis::N,диццадалар,eqqaamannissuseq
279,Verstand::N,хьекъал,isuma
280,Verstand::N,хьекъал,sianissut
281,Verstand::N,хьекъал,misigissut
282,Verstand::N,хьекъал,sianissuseq
283,Verstand::N,хьекъал,silaqassuseq
284,Sinn::N,маьӏна,isuma
285,Grund::N,бахьана,patsit
286,Wahrheit::N,бакъдерг,sallusuissut
287,Gespräch::N,къамел,
288,Märchen::N,туьйра,oqalualaarut
289,Märchen::N,туьйра,oqaluasaaq
290,Erzählung::N,дийцар,oqaluttuaq
291,Nachricht::N,хаам,oqaassut
292,Nachricht::N,хаам,oqqersuut
293,Neuigkeit::N,керланиг,tusarnartaq
294,Name::N,цӏе,ateq
295,Rätsel::N,хӏетал-метал,nalorsitsaarut
296,Rede::N,къамел,oqaluuseq
297,Sprache::N,мотт,oqaatsit
298,Stimme::N,aз,erinaq
299,Stimme::N,aз,qarluuseq
300,Wort::N,дош,oqaasii
301,Zeichen::N,билгало,nalunaaqqut
302,Ruf::N,кхайкхар,qaaqqussut
303,Lärm::N,гӏовгӏа,perpaluk
304,Laut::N,аз,torsukattak
305,Ton::N,aз,erinaq
306,Lied::N,илли,taalliaq
307,Lied::N,илли,erinarsuut
308,Ruhe::N,тийналла,qatsunganeq
309,Leute::N,нах,inuiak
310,Leute::N,нах,inuiaqatigiit
311,Volk::N,халкъ,inuiaat
312,Arbeit::N,болх,suliaq
313,Gast::N,хьаша,qaaqqusaq
314,Geschenk::N,совгӏат,pajugut
315,Spiel::N,ловзар,
316,Gesellschaft::N,юкъаралла,
317,Hilfe::N,гӏо,annertoqqut
318,Freund::N,доттагl,tiliaq
319,Freund::N,доттагl,ikinngut
320,Kamerad::N,накъост,tiliaq
321,Kamerad::N,накъост,ikinngut
322,Angelegenheit::N,гӏуллакх,
323,Anzahl::N,терахь,
324,Stück::N,юьхк,nakkaalaniku
325,Teil::N,дакъа,tassiaasat
326,Hälfte::N,ах,affaq
327,Kreis::N,го,kaajaluinneq or kaajaluitsoq
328,Kreuz::N,жӏара,sanningasulik
329,Linie::N,сиз,tittaq
330,Linie::N,сиз,titarneq
331,Strich::N,сиз,
332,Abstand::N,юкъ,aku
333,Abstand::N,юкъ,ikiaq
334,Gegend::N,мeттиг,nuna
335,Platz::N,майда,ini
336,Platz::N,майда,inissaq
337,Ort::N,меттиг,sumiiffik
338,Seite::N,aгӏo,saneraq
339,Mitte::N,юкъ,qiteq
340,Gegenstand::N,хӏума,
341,Sache::N,хӏума,pigisaq
342,Rand::N,йист,sini
343,Rand::N,йист,akerfineq
344,Kante::N,йист,akerfineq
345,Ecke::N,са,teqeqqoq
346,Ecke::N,са,tikeqqoq
347,Spitze::N,ралла,inngik
348,Ende::N,юьхьиг,isu
349,Loch::N,ӏуьрг,putu
350,Winkel::N,са,teqeqqorissaat
351,Muster::N,дагар,ilisserut
352,Muster::N,тӏамар,ilisserut
353,Größe::N,барам,angissuseq
354,Länge::N,йохалла,takissuseq
355,Höhe::N,локхалла,
356,Gewicht::N,йозалла,oqimaalutaq
357,Menge::N,дукхалла,amerlassuseq
358,Haufen::N,сал,eqimattat
359,Haufen::N,оьла,eqimattat
360,Reihe::N,рагӏ,allunaasaq
361,Reihe::N,могӏа,allunaasaq
362,Boot::N,кема,qajaq
363,Boot::N,кема,angallat
364,Boot::N,кема,umiatsiaq
365,Ruder::N,пийсиг,iput
366,Schlitten::N,салаз,qamutit
367,Schlitten::N,салаз,qimusseq
368,Ski::N,когсалаз,ataarut
369,Lagerfeuer::N,цӏе,
370,Last::N,дукъ,nammagaq
371,Gang::N,лелар,
372,Schritt::N,гӏулч,allorneq
373,Norden::N,къилбаседе,avannaq
374,Süden::N,къилбе,qava
375,Süden::N,къилбе,kujat
376,Süden::N,къилбе,kujataa
377,Westen::N,малхбузе,kitaa
378,Osten::N,малхбале,kangi
379,Holz::N,дечиг,qisuk
380,Brett::N,у,salliligaq
381,Platte::N,у,qaateq
382,Stütze::N,гӏopтоp,ajagutaq
383,Stütze::N,гӏopтоp,ajaagutaq
384,Stange::N,гӏуркх,kaaviffik
385,Stock::N,ӏаса,ajaappissat
386,Stab::N,гӏаж,ajaappissat
387,Rohr::N,биргӏа,sullulik
388,Haus::N,цӏа,illu
389,Heim::N,кхерч,
390,Ofen::N,кхерч,kissarsuut
391,Fußboden::N,цӏенкъа,nateq
392,Tisch::N,шун,allattarfik
393,Stuhl::N,гӏант,issiavik
394,Stuhl::N,гӏант,issiaffik
395,Wiege::N,ага,uaasoq
396,Bett::N,маьнга,nallavik
397,Regal::N,терхи,ilisivik
398,Kiste::N,яьшка,sakissat
399,Kiste::N,яьшка,illerfiusaq
400,Fenster::N,кор,aki
401,Fenster::N,кор,igalaaq
402,Tür::N,неӏ,matu
403,Tor::N,ков,isaaffik
404,Zaun::N,керт,saputit
405,Dach::N,тхов,qaliaq
406,Leiter::N,лами,tummeqqat
407,Leiter::N,лами,majuartarfiit
408,Besen::N,нуй,saligutit
409,Spaten::N,бел,nivaataq
410,Schaufel::N,аьшкал,nivaataq
411,Gabel::N,мӏара,qilluaq
412,Gabel::N,мӏара,ajassaatit
413,Löffel::N,ӏайг,alussaat
414,Messer::N,урс,savik
415,Nagel::N,хьостам,kukik
416,Netz::N,бой,anguffaseq
417,Haken::N,мӏара,nissik
418,Haken::N,мӏара,qarsorsaq
419,Haken::N,мӏара,qarsorsartoq
420,Schloss::N,чӏега,illussaarsuaq
421,Bild::N,сурт,assiliaq
422,Puppe::N,тайниг,inuusaq
423,Beutel::N,гали,
424,Bündel::N,кочар,qilertaq
425,Tasche::N,тӏоьрмиг,pooqattaq
426,Eimer::N,чийлик,
427,Deckel::N,негӏар,matu
428,Geschirr::N,пхьегӏа,anut
429,Sack::N,гали,
430,Tasse::N,кад,tiitorfik
431,Tasse::N,кад,tiitorfiup ilorlia
432,Topf::N,яй,qoqqoq
433,Kessel::N,яй,uunnaavik
434,Essen::N,юург,igaaq
435,Nahrung::N,кхача,neqissaq
436,Speise::N,юург,nerisassat
437,Fleisch::N,жижиг,neqi
438,Getreide::N,буьртиг,maannineq
439,Brei::N,xудар,
440,Brot::N,бепиг,iffit
441,Brot::N,бепиг,iffiaq
442,Brot::N,кхаллар,iffit
443,Brot::N,кхаллар,iffiaq
444,Scheibe::N,цастар,igalaassiaq
445,Fett::N,мохь,tarnutissaq
446,Fett::N,мохь,tarnutissiaq
447,Butter::N,налха,punneq
448,Öl::N,даьтта,uulia
449,Salz::N,туьха,taratsut
450,Suppe::N,чорпа,qajoq
451,Honig::N,моз,tungusunnitsuut
452,Milch::N,шура,immuk
453,Tee::N,чай,tii
454,Tee::N,чай,teeq
455,Leder::N,цӏока,
456,Wolle::N,тӏapгӏa,nuersagassiaq
457,Stoff::N,кӏади,milliaq
458,Stoff::N,кӏади,qarlissiaq
459,Nadel::N,маха,meqqut
460,Faden::N,тай,ujalussiaq
461,Knopf::N,нуьйда,attat
462,Knoten::N,шад,akeroq
463,Knoten::N,шад,qilerneq
464,Farbe::N,сир,qalipaat
465,Farbe::N,басар,qalipaat
466,Kleidung::N,бедар,atisat
467,Kleidung::N,бедар,annoraaq
468,Hemd::N,коч,ilupaaq
469,Kragen::N,кач,qungasiinnaq
470,Ärmel::N,пхьош,aaq
471,Hose::N,хеча,qarliit
472,Gürtel::N,доьхка,qiterut
473,Gürtel::N,доьхка,unngersaq
474,Mütze::N,куй,nasaq
475,Schuh::N,мача,skuu
476,Schuh::N,мача,ikernuk
477,Schuh::N,мача,ateraasaq
478,Stiefel::N,этка,kamik
479,Ring::N,чӏуг,assammiu
480,Band::N,лента,qilerutissiaq
481,Kamm::N,ехк,illaagutit
482,Kamm::N,ехк,illaajaatit pl.
483,Spiegel::N,куьзга,tarrarsuut
484,Riemen::N,доьхка,allunaaq
485,Schnur::N,муш,kujaaq
486,Schnur::N,муш,allunaasaq
487,Leine::N,кочатосу доьхка,aleq
488,Decke::N,юргӏа,qipik
489,Kissen::N,гIайба,akit
490,Tuch::N,исхар,qarlissiaq
491,Handtuch::N,гата,allarut
492,Handtuch::N,гата,allarterut
493,Kraft::N,гӏора,pissak
494,Stärke::N,гӏап,qerattarsaat
495,Gesundheit::N,могашалла,peqqisusseq
496,Krankheit::N,цамгар,nappaat
497,Schmerz::N,лазар,anniaat
498,Wunde::N,чов,iki
499,Fieber::N,xорша,nappaat qanimanartoq
500,Arznei::N,молха,imigassaq
501,Brücke::N,тӏай,ikaartarfik
502,Brunnen::N,гӏу,tissaluttuliaq
503,Weide::N,дак,masarsuk
504,Pfad::N,тача,aqqut
505,Weg::N,некъ,aggerfik
506,Straße::N,урам,aqqusineq
507,Dorf::N,юрт,nunaqarfik
508,Stadt::N,гӏала,illorpaat
509,Stadt::N,гӏала,illorpalik
510,Brief::N,кехат,allagarsiaq
511,Buch::N,жайна,atuakkat
512,Buch::N,жайна,mappersagaq
513,Buchstabe::N,элп,naqinneq
514,Zeitung::N,газет,aviisi
515,Leben::N,дахар,inuussuseq
516,Tod::N,далар,toqu
517,Tod::N,далар,toquneq
518,Tod::N,ӏожалла,toqu
519,Tod::N,ӏожалла,toquneq
520,Grab::N,каш,iliveq
521,Grab::N,каш,illissat
522,Kirche::N,килс,oqaluffik
523,Sünde::N,къа,ajorti
524,Gott::N,дела,
525,Arbeiter::N,белхало,sulisoq
526,Chef::N,хьаькам,ittoqut
527,Meister::N,говзанча,naalagaq
528,Arzt::N,лор,katsorsaasoq
529,Lehrer::N,хьехархо,ilinniartitsisoq
530,Geld::N,aхча,aningaasat
531,Geschäft::N,туька,niuertarfik
532,Laden::N,туька,niuertarfik
533,Preis::N,мах,aki
534,Ware::N,хlума,qaliata pii
535,Ware::N,хlума,nioqqutissaq
536,Nutzen::N,пайда,iluaqut
537,Reichtum::N,хьал,
538,Welt::N,дуьне,nunarsuaq
539,Land::N,мохк,nuna
540,Staat::N,пачхьалкх,
541,König::N,паччахь,kunngi
542,Macht::N,ӏедал,pissaassuseq
543,Grenze::N,доза,killik
544,Krieg::N,тӏом,sorsunneq
545,Feind::N,мостагӏ,akeraq
546,Feind::N,мостагӏ,akerartorti
547,Feind::N,мостагӏ,qinngarsuisoq
548,Gewalt::N,гӏело,
549,Kampf::N,къийсам,sorsunneq
550,Pfeil::N,пха,qalugiusaq
551,Gewehr::N,топ,aallaat
552,Fehler::N,гӏалат,kukkuneq
553,Fehler::N,гӏалат,paarlaappaa
554,Lüge::N,аьшпаш,
555,Schaden::N,зен,
556,Unglück::N,бала,perluut
557,Schuld::N,бехк,akiitsugaq
558,Schuld::N,бехк,akiligassaq
559,Alter::N,хан,utoqqaq
560,Schluss::N,чакхе,isu
561,Zeit::N,хан,ulloq
562,Zeit::N,хан,akuttoqatigiinneq
563,Tag::N,де,ulloq
564,Morgen::N,ӏуьйре,ullaaq
565,Mittag::N,делкъе,ulloqeqqa
566,Abend::N,суьйре,unnuk
567,Nacht::N,буьйса,unnuaq
568,Woche::N,кӏира,sapaatip akunnera
569,Monat::N,бутт,qaammat
570,Jahr::N,шо,ukioq
571,Frühling::N,бӏаьсте,upernaaq
572,Sommer::N,аьхке,aasaq
573,Herbst::N,гуьйре,ukiaq
574,Winter::N,ӏа,ukioq
575,Januar::N,январь,siulleeq
576,Januar::N,январь,qaammaliaq
577,Februar::N,февраль,aarlaat
578,März::N,март,marsi
579,März::N,март,martsi
580,April::N,апрель,
581,Mai::N,май,maaji
582,Juni::N,июнь,juuni
583,Juli::N,июль,juuli
584,August::N,август,aggusti
585,September::N,сентябрь,septembari
586,Oktober::N,октябрь,oktobari
587,November::N,ноябрь,novembari
588,Dezember::N,декабрь,detsembari
589,Montag::N,оршот,ataasinngortoq
590,Dienstag::N,шинара,marlunngorneq
591,Mittwoch::N,кхаара,pingasunngorneq
592,Donnerstag::N,еара,sisamanngorneq
593,Freitag::N,пӏераска,tallimanngorneq
594,Samstag::N,шот,arfininngorneq
595,Sonntag::N,кӏиранде,sapaat
596,Sonntag::N,кӏиранде,sapaati
597,groß::A,доккха,angivoq
598,klein::A,кегий,mikivoq
599,lang::A,еха,takisooq
600,kurz::A,доца,naatsoq
601,breit::A,шуьйра,silippoq
602,schmal::A,готта,amitsoq
603,dicht::A,луьста,torsusooq
604,dick[Gegenstand]::A,стомма,issuvoq
605,dick[Gegenstand]::A,стомма,issusooq
606,dünn::A,дуткъа,amitsoq
607,fein::A,ховха,mamarpoq
608,fest::A,чӏогӏа,tangeqarpoq
609,flach::A,чӏапа,nalimmappoq
610,glatt::A,шера,quasak
611,hart::A,чӏогӏa,mattusooq
612,hart::A,чӏогӏa,manngerpoq
613,hart::A,чӏогӏa,titeqquluppoq
614,weich::A,кӏеда,nerumaarpoq
615,rund::A,горга,ammallorippoq
616,spitz::A,ира,qummukujooq
617,scharf::A,ира,ipippoq
618,stumpf::A,аьртa,anngerpoq
619,schwer::A,деза,oqimaappoq
620,schön::A,хаза,kusanarpoq
621,heiß::A,довха,kiappoq
622,warm::A,довха,oqorpoq
623,kalt::A,шийла,issippoq
624,kühl::A,шийла,pueqqortippoq
625,frisch::A,керла,
626,feucht::A,тӏуьна,isugutavoq
627,feucht::A,тӏуьна,qaasernarpoq
628,nass::A,тӏеда,imerorpoq
629,trocken::A,eкъа,panerpoq
630,voll::A,дуьзна,ulikkaarpoq
631,leer::A,яьсса,imaattuarpoq
632,offen::A,диллина,ammavoq
633,geschlossen::A,дӏакъевлина,matuvoq
634,geschlossen::A,дӏачӏагӏдина,matuvoq
635,sauber::A,цӏена,eqqippoq
636,sauber::A,цӏена,sukuluippoq
637,sauber::A,цӏена,ipeqanngilaq
638,schmutzig::A,боьха,tapappoq
639,schmutzig::A,боьха,minguppoq
640,roh::A,буьйда,aapavoq
641,reif::A,хилла,qaarulerpoq
642,lecker::A,чоме,
643,süß::A,мерза,tungusunnippoq
644,bitter::A,къаьхьа,qasilippoq
645,sauer::A,муьста,
646,hell::A,сирла,qaamavoq
647,dunkel::A,бодане,qernerpoq
648,schwarz::A,ӏаьржа,qernerpoq
649,weiß::A,кӏайн,qaqorpoq
650,rot::A,цӏен,aappaluppoq
651,gelb::A,можа,sungaarpoq
652,blau::A,сийна,tungujorpoq
653,grün::A,баьццара,qorsooqqippoq
654,grau::A,cира,qaserpoq
655,grau::A,мокха,qaserpoq
656,bunt::A,къорза,
657,billig::A,дораха,akikippoq
658,teuer::A,деза,
659,wertvoll::A,мехала,erlinnarpoq
660,blind::A,бӏаьрзе,tappiippoq
661,blind::A,бӏаьрзе,isigisaqanngilaq
662,taub::A,къора,tusilarpoq
663,kräftig::A,нуьцкъала,pissaq
664,kräftig::A,нуьцкъала,pissarsuaq
665,stark::A,зоьртала,sanngivoq
666,stark::A,нуьцкъала,sanngivoq
667,schwach::A,гӏорасиза,nakuippoq
668,fett::A,дерстана,pualavoq
669,schlank::A,куц долу,tuappoq
670,hübsch::A,хаза,aatsialaq
671,böse::A,вон,ajorpoq
672,dumm::A,сонта,taqajak
673,dumm::A,сонта,sikkilluppoq
674,dumm::A,сонта,qaatusimasaqanngilaq
675,faul::A,мало ен,eqiasuppoq
676,faul::A,мало ен,eqiattortuvoq
677,fleißig::A,тӏера,eqiasuippoq
678,geizig::A,пис,iasilaarpoq
679,geizig::A,пис,tukkuippoq
680,geizig::A,сутара,iasilaarpoq
681,geizig::A,сутара,tukkuippoq
682,klug::A,хьекъале,mallak
683,klug::A,хьекъале,ittanneq
684,klug::A,хьекъале,kutaappoq
685,klug::A,хьекъале,kuttaappoq
686,klug::A,хьекъале,qarasagippoq
687,geschickt::A,тӏахъаьлла,
688,lieb::A,хьоме,akisooq
689,lustig::A,самукъане,piikulavoq
690,sanft::A,кlеда,isumagippoq
691,hungrig::A,меца,kaappoq
692,hungrig::A,меца,perlilerpoq
693,krank::A,цомгуш долу,napparsimavoq
694,nackt::A,дерзана,
695,traurig::A,самукъане воцу,aliasuppoq
696,lebendig::A,дийна,uumavoq
697,gut::A,дика,ajunngilaq
698,schlecht::A,вон,sualuppoq
699,richtig::A,нийса,iluarpoq
700,schlimm::A,вон,amiilaarnarpoq
701,wahr::A,бакъдолу,ilumoorpoq
702,alt::A,къена,pisoqaq
703,neu::A,керла,nutaavoq
704,ehemalig::A,хилла,
705,alt[Lebewesen]::A,къена,utoqqaq
706,jung::A,къона,inuusuppoq
707,jung::A,къона,kingulliarsuk
708,arm::A,къен,piillasoq
709,arm::A,къен,piitsuuvoq
710,reich::A,хьоле,pisuuvoq
711,bekannt::A,девзаш долу,
712,berühmt::A,цӏеяхана,tusaamasaq
713,fremd::A,нехан,ajasoornarpoq
714,verschieden::A,тайп-тайпанара,allatut
715,verschieden::A,тайп-тайпанара,tamalaat
716,nah::A,гергара,qanippoq
717,fern::A,гена,ungasippoq
718,fern::A,генара,ungasippoq
719,linker::A,аьрру,saamerleq
720,rechter::A,аьтту,innarluissut
721,anderer::A,кхин,
722,erster::A,хьалхара,siulleq
723,zweiter::A,шолгIа,qataatsup tullia
724,dritter::A,кхоалгӏа,pingajorarterut
725,letzter::A,тӏаьххьара,kingulleq
726,allein::ADV,цхьаъ,kisimiippoq
727,auf einmal::ADV,цу сохьтта,tassanngaannaq
728,zusammen::ADV,цхьана,attaasa
729,zusammen::ADV,цхьана,attarmik
730,lange::ADV,дукха,akuni
731,plötzlich::ADV,цIеххьана,tassanngaannaq
732,sofort::ADV,цу сохьтта,erniinnaq
733,später::ADV,тӏаьхьо,kingorna
