,Concept_ID,hy,br
749,das::PRN,դա,hennezh
750,das::PRN,այդ,se
751,das::PRN,այդ,hennezh
752,alles::PRN,ամեն ինչ,pep tra
753,ich::PRN,ես,me
754,du::PRN,դու,te
755,er::PRN,նա,eñ
756,wir::PRN,մենք,ni
757,ihr::PRN,դուք,c'hwi
758,sie::PRN,նրանք,int
759,was::FPRN,ինչ,petra
760,wer::FPRN,ով,piv
761,wo::FADV,ուր,pelec'h
762,wo::FADV,որտեղ,pelec'h
763,wohin::FADV,դեպի ուր,da belec'h
764,wie::FADV,ինչպես,penaos
765,warum::FADV,ինչու,perak
766,wieviel::FNUM,որչափ,pet
767,eins::NUM,մեկ,unan
768,zwei::NUM,երկու,daou
769,drei::NUM,երեք,tri
770,vier::NUM,չորս,pevar
771,fünf::NUM,հինգ,pemp
772,sechs::NUM,վեց,c'hwec'h
773,sieben::NUM,յոթ,seizh
774,acht::NUM,ութ,eizh
775,neun::NUM,ինը,nav
776,zehn::NUM,տասը,dek
777,elf::NUM,տասնմեկ,unnek
778,zwölf::NUM,տասներկու,daouzek
779,zwanzig::NUM,քսան,ugent
780,dreißig::NUM,երեսուն,tregont
781,vierzig::NUM,քառասուն,daou-ugent
782,fünfzig::NUM,հիսուն,hanter-kant
783,sechzig::NUM,վաթսուն,tri-ugent
784,siebzig::NUM,յոթանասուն,dek ha tri-ugent
785,achtzig::NUM,ութսուն,pevar-ugent
786,neunzig::NUM,իննսուն,dek ha pevar-ugent
787,hundert::NUM,հարյուր,kant
788,tausend::NUM,հազար,mil
789,und::CNJ,ու,ha
790,oder::CNJ,կամ,pe
791,stehen::V,կանգնել,bezañ a-sav
792,sitzen::V,նստել,azezañ
793,sitzen::V,նստել,bezañ en e goazez
794,liegen::V,ստել,bezañ en e c'hourvez
795,hängen::V,կախվել,krougañ
796,werden::V,դառնալ,dazonet
797,passieren::V,պատահել,c'hoarvezout
798,beginnen::V,սկսվել,stagañ
799,enden::V,վերջանալ,achuiñ
800,wechseln::V,փոխվել,cheñch
801,aufgehen[Sonne]::V,բարձրանալ,dirouzañ
802,aufgehen[Sonne]::V,ելնել ,dirouzañ
803,untergehen[Sonne]::V,մտնել,
804,scheinen[Sonne]::V,շողալ,lugernañ
805,scheinen[Sonne]::V,փայլել,lugernañ
806,donnern::V,որոտալ,taranal
807,wehen::V,փչել,c'hwezhañ
808,strömen::V,հոսել,deredek
809,fließen::V,հոսել,redek
810,sich drehen::V,պտտվել,troiñ
811,schwanken::V,տատանվել,trantellat
812,schwingen::V,ճոճվել,froumal
813,fallen::V,ընկնել,kouezhañ
814,brennen::V,այրվել,deviñ
815,rauchen::V,ծխել,divogedañ
816,regnen::V,անձրեւ գալ,glavañ
817,gefrieren::V,սառչել,reviñ
818,tauen::V,լկիլ,diskornañ
819,schmelzen::V,հալիլ,teuziñ
820,trocknen::V,չորանալ,sec'hañ
821,sieden::V,եռալ,berviñ
822,faulen::V,փտել,breinañ
823,verfaulen::V,նեխել,breinañ
824,reißen::V,պատռվել,darnaouiñ
825,reißen::V,ճղվել,darnaouiñ
826,versinken::V,սուզվել,sodellañ
827,vergehen::V,անցնել ,tremen
828,erscheinen::V,հայտնվել,donet war-wel
829,erscheinen::V,երեւալ,donet war-wel
830,verschwinden::V,անհետանալ,monet diwar wel
831,sinken::V,ընկնել,en em izelat
832,abnehmen::V,փոքրանալ,nebeutaat
833,zunehmen::V,մեծանալ,kreskiñ
834,steigen::V,բարձրանալ,sevel
835,wachsen::V,աճել,kreskiñ
836,glänzen::V,նշուլել,lugernañ
837,glänzen::V,փայլիլ,lugernañ
838,funkeln::V,փայլատակել,elieniñ
839,lärmen::V,աղմուկ հանել,rabotat
840,läuten::V,զնգալ,
841,klingeln::V,զնգալ,
842,klirren::V,զնգզնգալ,diridignat
843,klirren::V,զնգզնգալ,sterlinkañ
844,brausen::V,մոլեգնել,gwegal
845,rauschen::V,սոսափել,trouzal
846,klingen::V,հնչել,seniñ
847,bellen::V,հաչել,harzhal
848,heulen::V,ոռնալ ,yudal
849,blasen::V,փչել ,c'hwezhañ
850,pfeifen::V,սուլել,c'hwitellat
851,schreien::V,գոռալ ,huchal
852,stöhnen::V,տնքալ,hirvoudiñ
853,zittern::V,դողալ,krenañ
854,leben::V,ապրել,bevañ
855,geboren werden::V,ծնվել,genel
856,atmen::V,շնչել,tennañ e anal
857,trinken::V,խմել,evañ
858,essen::V,ուտել,debriñ
859,schlucken::V,կլանել,lonkañ
860,schlucken::V,կուլ տալ,lonkañ
861,müde werden::V,հոգնել,skuizhañ
862,einschlafen::V,քուն մտնել,menel kousket
863,schlafen::V,քնել,kousket
864,aufwachen::V,արթննալ,dihuniñ
865,aufstehen::V,ելլել,sevel
866,sich erholen::V,հանգստանալ,diskuizhañ
867,krank werden::V,հիւանդանալ,klañviñ
868,krank sein::V,հիվանդ լինել,bezañ klañv
869,schmerzen::V,ցավել,skourjezañ
870,husten::V,հազալ,pasaat
871,husten::V,հազալ,peudal
872,genesen::V,ապաքինվել,pareañ
873,sterben::V,մեռնել,mervel
874,sterben::V,վախճանվել,mervel
875,umkommen::V,կործանվել,perisañ
876,sich bewegen::V,ընթանալ,bouljal
877,sich rühren::V,շարժվել,fiñval
878,sich erheben::V,կանգնել,sevel
879,sich erheben::V,վեր կենալ,sevel
880,sich setzen::V,նստել,azezañ
881,sich setzen::V,նստել,mont en e goazez
882,hinfallen::V,ընկնել,kouezhañ
883,laufen::V,քայլել,redek
884,schreiten::V,ճեմել,kerzhet
885,spazierengehen::V,շրջագայել,pourmen
886,eilen::V,շտապել,hastañ
887,sich beeilen::V,շտապել ,hastañ
888,sausen::V,սլանալ,karzhañ
889,rennen::V,վազել,redek
890,springen::V,ցատկել,lammat
891,klettern::V,մագլցել,krimpat
892,schaukeln::V,ճոճվել,brañsellat
893,schaukeln::V,օրորվել,brañsellat
894,kriechen::V,սողալ,skrampañ
895,schwimmen::V,լողալ,neuial
896,tauchen::V,սուզվել,splujañ
897,rudern::V,թիավարել,roeñvat
898,fahren::V,ընթանալ,kas
899,fahren::V,ընթանալ,bleniañ
900,fliegen::V,թռչել,nijal
901,gehen::V,գնալ,mont
902,weggehen::V,հեռանալ,mont kuit
903,abfahren::V,ճանապարհվել,mont kuit
904,anhalten::V,կանգնել,chom a-sav
905,hineingehen::V,մտնել,monet e-barzh
906,eintreten::V,մտնել,monet e-barzh
907,kommen::V,գալ,dont
908,ankommen::V,ժամանել,erruout
909,zurückkommen::V,վերադառնալ,addonet
910,bleiben::V,մնալ,chom
911,warten::V,սպասել,gortoz
912,erwarten::V,սպասել,gortoz
913,suchen::V,որոնել,klask
914,finden::V,գտնել,kavout
915,versuchen::V,փորձել,klask
916,vorbereiten::V,պատրաստել,aozañ
917,lieben::V,սիրել,karout
918,mögen::V,հավանել,karout
919,mögen::V,սիրել,karout
920,lachen::V,ծիծաղել,c'hoarzin
921,rühren::V,հուզել,tenerañ
922,weinen::V,լալ,gouelañ
923,schimpfen::V,տրտնջալ,krozal
924,schimpfen::V,քրթմնջել,krozal
925,sich ärgern::V,զայրանալ,fachañ
926,sich ärgern::V,զայրանալ,en em fachañ
927,sich fürchten::V,վախնալ,
928,fürchten::V,վախենալ,
929,fliehen::V,փախչել,tec'het
930,flüchten::V,փախչել,tuzañ
931,sehen::V,տեսնել,gwelet
932,anschauen::V,դիտել,sellout ouzh
933,ansehen::V,նայել,sellout ouzh
934,hören::V,լսել,klevet
935,zuhören::V,ունկնդրել,selaou
936,probieren::V,համը տեսել,blasa
937,riechen::V,հոտ առնել,klevet
938,fühlen::V,զգալ,santout
939,scheinen::V,երեւալ,diskouez bezañ
940,zu sehen sein::V,երեւալ,bezañ gwelus
941,vernehmen::V,իմանալ ,merzhañ
942,frieren::V,մրսել,anoued
943,tun::V,անել,ober
944,können::V,կարողանալ,gouzout
945,wollen::V,ուզել,fellout da
946,wollen::V,ուզել,kaout c'hoant da
947,wollen::V,ցանկանալ,fellout da
948,wollen::V,ցանկանալ,kaout c'hoant da
949,anfangen::V,սկսել,kregiñ
950,beenden::V,վերջացնել,achuiñ
951,aufhören::V,դադարել,paouez
952,gelingen::V,հաջողվել,
953,gelingen::V,գլուխ գալ,
954,geraten::V,ստացվել,
955,öffnen::V,բաց անել,digeriñ
956,schließen::V,փակել ,serriñ
957,stellen::V,դնել,lakaat
958,setzen::V,նստեցնել,lakaat
959,legen::V,դնել,lakaat
960,berühren::V,դիպչել,touch
961,berühren::V,շոշափել,touch
962,verbinden::V,շաղկապել,eren
963,bedecken::V,ծածկել,goloiñ
964,aufhängen::V,կախել,istribilhañ
965,anzünden::V,վառել,alumiñ
966,anzünden::V,վառել,c'hwezzañ
967,aufheben::V,վերցնել,dastum
968,zurücklassen::V,թողնել,lezel
969,verlieren::V,կորցնել,koll
970,fallen lassen::V,գցել,laoskel
971,fallen lassen::V,գցել,lezel da gouezhel
972,machen::V,անել,ober
973,herstellen::V,արտադրել,fardañ
974,bauen::V,կառուցել,sevel
975,reparieren::V,նորոգել,adaozañ
976,verbessern::V,բարելավել,gwellaat
977,ändern::V,փոխել,cheñch
978,graben::V,փորել,kleuzañ
979,beugen::V,ծռել,plegañ
980,biegen::V,թեքել,krommañ
981,drehen::V,ոլորել,treiñ
982,wenden::V,պտտել,treiñ
983,umdrehen::V,շրջել,treiñ
984,heben::V,բարձրացնել,sevel
985,hochheben::V,բարձրացնել,sevel
986,ergreifen::V,վարակվել,kemer
987,halten::V,բռնել,dalc'hen
988,drücken::V,ճնշել,bountañ
989,schieben::V,հրել,poulzañ
990,kratzen::V,քերել,skrabat
991,lecken::V,լիզել,lipat
992,beißen::V,կծել,kregiñ
993,abreißen::V,պոկել,diframmañ
994,abschneiden::V,կտրել ,troc'hañ
995,binden::V,կապել,stagañ
996,stecken::V,խրել,sankañ
997,brechen::V,կոտրել ,darnaouiñ
998,klopfen::V,թակել,skoiñ
999,hauen::V,ծեծել,dornañ
1000,kleben::V,կպցնել,pegañ
1001,reiben::V,շփել,taravat
1002,reiben::V,շփել,trekiñ
1003,streichen::V,վրան քսել,toazañ
1004,schleifen::V,սրել ,lemmañ
1005,schneiden::V,կտրել,troc'hañ
1006,rütteln::V,ցնցել,tordorosañ
1007,schütteln::V,թափահարել,hejañ
1008,schwenken::V,ճոճել,
1009,schütten::V,լցնել,diskargañ
1010,füllen::V,լիքը լցնել,kargañ
1011,einwickeln::V,փաթաթել,gronnañ
1012,tragen::V,կրել,dougen
1013,tragen::V,տանել,dougen
1014,schleppen::V,քաշել,stlejal
1015,ziehen::V,ձգել,sachañ
1016,ziehen::V,քաշել,sachañ
1017,aufbewahren::V,պահել ,miret
1018,werfen::V,նետել,teuler
1019,packen::V,հափշտակել,krapat
1020,verstecken::V,ծածկել,kuzhat
1021,teilen::V,բաժանել,rannañ
1022,schicken::V,ուղարկել,kas
1023,bringen::V,բերել,degas
1024,hinzufügen::V,ավելացնել,lakat ouzhpenn
1025,bekommen::V,հայթայթել,kaout
1026,erhalten::V,ստանալ,kaout
1027,nehmen::V,վերցնել,kemer
1028,wählen::V,ընտրել,choaz
1029,auswählen::V,գերադասել,dibab
1030,bewahren::V,պահպանել,mirout
1031,behindern::V,խոչընդոտել,diaezañ
1032,verderben::V,փչացնել,lovrañ
1033,beschädigen::V,վնասել,gwallegañ
1034,zerbrechen::V,ջարդել,torriñ
1035,zerbrechen::V,կոտրել,torriñ
1036,zerreißen::V,պատռել,diroegiñ
1037,zerstören::V,քանդել,distrujañ
1038,verbrennen::V,այրել,deviñ
1039,geben::V,տալ,reiñ
1040,reichen::V,հանձնել,
1041,schenken::V,նվիրել,donezonañ
1042,versprechen::V,խոստանալ,prometiñ
1043,wünschen::V,մաղթել,hetiñ
1044,loben::V,գովել,feurmiñ
1045,küssen::V,համբուրել,pokat
1046,wiegen::V,օրորել,pouezañ
1047,zudecken::V,վրան գցել,goloiñ
1048,wecken::V,զարթնեցնել,dihuniñ
1049,zeigen::V,ցույց տալ,diskouez
1050,führen::V,ուղեկցել,kas
1051,lehren::V,սովորեցնել,deskiñ
1052,unterrichten::V,ավանդել,kelenn
1053,aufziehen::V,դաստիարակել,
1054,leiten::V,ղեկավարել,bleinañ
1055,leiten::V,կառավարել,bleinañ
1056,antreiben::V,շտապեցնել,poulzañ
1057,lassen::V,ստիպել,leuskel
1058,einladen::V,հրավիրել,pediñ
1059,vereinigen::V,միացնել,unisañ
1060,besuchen::V,այցելել,gweladenniñ
1061,treffen::V,հանդիպել,kejal
1062,treffen::V,հանդիպել,ankontrañ
1063,sich versammeln::V,հավաքվել,bodennañ
1064,spielen::V,խաղալ,c'hoari
1065,singen::V,երգել,kanañ
1066,tanzen::V,պարել,dañsal
1067,sich trennen::V,ցրվել,dispartiañ
1068,verlassen::V,լքել,lezel
1069,retten::V,փրկել,saveteiñ
1070,bewachen::V,պահել,mesa
1071,schützen::V,պաշտպանել,diwall
1072,verteidigen::V,պաշտպանել,difenn
1073,sich schlagen::V,կռվել,lopañ
1074,schießen::V,կրակել,
1075,siegen::V,հաղթել,trec'hiñ
1076,ärgern::V,ձանձրացնել,hegasiñ
1077,schlagen::V,խփել,skeiñ
1078,treten::V,քացի տալ,botaouiñ
1079,stechen::V,խայթել,pikat
1080,stoßen::V,մղել,stokañ
1081,stehlen::V,գողանալ,laerezh
1082,stören::V,խանգարել,direnkañ
1083,belästigen::V,անհանգստացնել,dregasiñ
1084,verbergen::V,թաքցնել,skoachañ
1085,täuschen::V,խաբել,tromplañ
1086,betrügen::V,խաբել,lorbañ
1087,töten::V,սպանել ,lazhañ
1088,wohnen::V,բնակվել,bezañ o chom
1089,arbeiten::V,աշխատել,labourat
1090,sammeln::V,հավաքել,dastum
1091,pflücken::V,քաղել,kuntuilhañ
1092,jagen::V,որս անել,chaseal
1093,fischen::V,ձուկ բռնել,pesketa
1094,fassen::V,բռնել,pakañ
1095,hüten::V,արածեցնել,geota
1096,treiben::V,հովուել,
1097,anbinden::V,չուանել,stagañ
1098,füttern::V,կերակրել,boueta
1099,melken::V,կթել,goro
1100,hacken::V,կոտորել,difrakal
1101,gießen::V,ջրել,dourañ
1102,reifen::V,հասունանալ ,azviñ
1103,zubereiten::V,պատրաստել,keginañ
1104,kochen::V,եփել,poazhañ
1105,backen::V,թխել,fritañ
1106,braten::V,տապակել,rostañ
1107,umrühren::V,խառնել,
1108,stricken::V,գործել,stammañ
1109,nähen::V,կարել,gwriat
1110,färben::V,ներկել,livañ
1111,reinigen::V,մաքրել,naetañ
1112,waschen::V,լվանալ,gwalc'hiñ
1113,abwischen::V,սրբել,torchañ
1114,spülen::V,ողողել,disgwalc'hiñ
1115,spülen::V,պարզաջրել,disgwalc'hiñ
1116,fegen::V,ավլել,skubañ
1117,kehren::V,ավլել,skubañ
1118,baden::V,լողանալ,kouronkañ
1119,sich waschen::V,լվացվել,en em walc'hiñ
1120,ausziehen::V,հանել,
1121,anziehen::V,հագնել,
1122,sich anziehen::V,հագնվել,gwiskañ
1123,kämmen::V,սանրել,kribat
1124,schmücken::V,զարդարել,kinklañ
1125,sagen::V,ասել,larêt
1126,sagen::V,ասել,lavaret
1127,sprechen::V,խոսել,komz
1128,reden::V,զրուցել,kaozeal
1129,sich unterhalten::V,խոսակցել,balbotal
1130,fragen::V,հարցնել,goulenn
1131,bitten::V,խնդրել,goulenn
1132,erzählen::V,պատմել,kontañ
1133,mitteilen::V,հաղորդել,kemenn
1134,nennen::V,անվանել,anviñ
1135,rufen::V,կանչել,gelver
1136,prahlen::V,պարծենալ,fougeal
1137,übersetzen::V,թարգմանել,treiñ
1138,denken::V,մտածել,soñjal
1139,glauben::V,հավատալ,krediñ
1140,bemerken::V,նկատել,apresevañ
1141,erkennen::V,ճանաչել,anavout
1142,begreifen::V,հասկանալ,meizañ
1143,verstehen::V,ըմբռնել,kompren
1144,lernen::V,սովորել,deskiñ
1145,wissen::V,իմանալ,gouzout
1146,sich erinnern an::V,հիշել,kaout soñj e
1147,sich erinnern an::V,մտաբերել,kaout soñj e
1148,vergessen::V,մոռանալ,ankouaat
1149,messen::V,չափել,muzuliañ
1150,zählen::V,թվել,kontañ
1151,zählen::V,հաշվել,kontañ
1152,rechnen::V,հաշվել,jedañ
1153,rechnen::V,հաշվարկել,jedañ
1154,lesen::V,կարդալ,lenn
1155,malen::V,նկարել,livañ
1156,zeichnen::V,գծել,tresañ
1157,schreiben::V,գրել,skrivañ
1158,besitzen::V,ունենալ,kaout
1159,besitzen::V,տեր լինել,kaout
1160,kaufen::V,գնել,prenañ
1161,verkaufen::V,վաճառել,gwerzhañ
1162,bezahlen::V,վճարել,paeañ
1163,zahlen::V,վճարել,paeañ
1164,beherrschen::V,ղեկավարել,mestroniañ
1165,ertragen::V,դիմանալ,anduriñ
1166,Horn::N,,korn
1167,fangen::V,,tapañ
